userid,board_size,condition,board_type,solved_correct,validated_correct,time_solution,time_validation,actions_solution,actions_validation,time
89cbfdf9,10,pruned,easy,TRUE,TRUE,336456,35896,58,3,1.51362E+12
c2cbff2e,10,pruned,hard,TRUE,FALSE,103034,75554,5,4,1.51362E+12
48ec02bc,10,full,medium,TRUE,FALSE,316234,43387,55,4,1.51362E+12
1dac01e7,6,pruned,hard,FALSE,FALSE,551964,22812,33,0,1.51362E+12
cefc077d,10,pruned,medium,TRUE,TRUE,146333,27158,21,3,1.51362E+12
3bac0799,6,full,easy,TRUE,TRUE,108892,25791,11,4,1.51362E+12
d2ac158a,10,full,hard,TRUE,TRUE,261498,40211,25,5,1.51363E+12
42bb1f25,6,verify,easy,FALSE,FALSE,185992,25651,7,0,1.51455E+12
7ecb1f26,6,verify,easy,FALSE,FALSE,42829,23524,14,0,1.51455E+12
8afb2097,6,verify,easy,FALSE,FALSE,25823,31837,1,0,1.51455E+12
d0fb2093,6,verify,easy,TRUE,TRUE,332652,57985,25,4,1.51455E+12
aecb228c,6,verify,easy,FALSE,FALSE,7807,9869,14,0,1.51455E+12
a5cb208b,6,verify,easy,FALSE,FALSE,198607,162879,14,0,1.51455E+12
5bfb1f4c,6,verify,easy,FALSE,FALSE,64753,85783,1,0,1.51455E+12
69db21ee,6,verify,easy,FALSE,FALSE,50295,47594,5,0,1.51455E+12
afab2d75,6,verify,easy,FALSE,FALSE,204747,56213,31,0,1.51455E+12
6ecb7b2e,6,verify,easy,FALSE,FALSE,444046,12965,10,0,1.51457E+12
f3ab7d95,6,verify,easy,TRUE,TRUE,28406,99303,16,32,1.51457E+12
f5abb2b5,6,verify,easy,FALSE,FALSE,51729,22029,8,0,1.51458E+12
45fbb2f2,6,verify,easy,FALSE,FALSE,105219,198491,3,0,1.51458E+12
40ebb326,6,verify,easy,TRUE,TRUE,93102,27900,7,3,1.51458E+12
9efbb2ff,6,verify,easy,FALSE,FALSE,45947,56244,5,0,1.51458E+12
25fbb4ce,6,verify,easy,FALSE,FALSE,146544,17042,12,0,1.51458E+12
cefbb45b,6,verify,easy,TRUE,TRUE,370289,40693,33,3,1.51458E+12
65abbbbb,6,verify,easy,FALSE,FALSE,37166,18500,18,0,1.51459E+12
26abc0e6,6,verify,easy,TRUE,TRUE,454582,77173,44,3,1.51459E+12
dbfbc2ee,6,verify,easy,FALSE,FALSE,501476,170077,25,0,1.51459E+12
f7c300af,6,full,easy,TRUE,TRUE,19183,5353,13,4,1.515E+12
f1b4d0f4,10,verify,medium,FALSE,FALSE,393323,10525,30,0,1.51512E+12
8bb4d36a,10,full,hard,TRUE,TRUE,213936,49839,19,5,1.51512E+12
1ad4d179,10,full,medium,FALSE,FALSE,236628,173784,39,0,1.51512E+12
b8f4c02d,6,verify,hard,FALSE,FALSE,132983,52735,13,0,1.51512E+12
16a4e362,10,verify,medium,FALSE,FALSE,426580,71207,14,0,1.51512E+12
b6a4e8e0,6,pruned,hard,FALSE,FALSE,70023,68205,5,0,1.51512E+12
33e52447,10,pruned,hard,TRUE,TRUE,294112,18227,12,4,1.51514E+12
f3f554f0,10,pruned,medium,FALSE,FALSE,68296,11465,1,0,1.51515E+12
b1f5656a,6,full,easy,TRUE,FALSE,118783,141591,7,15,1.51515E+12
5ce573b6,6,verify,easy,FALSE,FALSE,144257,111437,9,0,1.51516E+12
e0d58bf1,6,pruned,easy,TRUE,TRUE,157868,35631,7,3,1.51516E+12
31c58549,10,full,medium,TRUE,FALSE,336081,79154,11,6,1.51516E+12
afa57509,10,full,easy,FALSE,FALSE,585323,97105,15,0,1.51516E+12
fdd5a8c0,6,full,easy,FALSE,FALSE,616035,23860,41,0,1.51517E+12
45b5afac,10,pruned,hard,FALSE,FALSE,157690,35706,14,0,1.51517E+12
51d5b338,10,full,medium,FALSE,FALSE,338365,82894,24,0,1.51517E+12
7aa5bc96,10,full,easy,TRUE,TRUE,73633,30087,5,4,1.51518E+12
fdc5be97,10,verify,medium,FALSE,FALSE,347668,63676,29,0,1.51518E+12
96e5bb16,6,verify,easy,TRUE,TRUE,128199,24550,8,3,1.51518E+12
e7a5ef05,6,pruned,hard,TRUE,TRUE,162787,32109,12,4,1.51519E+12
8ec5ef42,10,pruned,easy,TRUE,TRUE,173135,42637,5,3,1.51519E+12
62c5b116,6,full,easy,FALSE,FALSE,328469,6813,26,0,1.51519E+12
b1c60fe3,10,pruned,hard,TRUE,FALSE,56760,8695,5,0,1.5152E+12
96f6277d,10,full,hard,TRUE,TRUE,190102,46717,7,5,1.5152E+12
8db6529c,10,full,medium,FALSE,FALSE,469134,32847,56,0,1.51521E+12
d5a6f2cd,10,full,medium,FALSE,FALSE,87686,19208,0,0,1.51525E+12
25c727bd,10,pruned,easy,FALSE,FALSE,206791,6742,12,0,1.51527E+12
2cb7592f,6,pruned,easy,TRUE,TRUE,100921,48462,12,3,1.51528E+12
9dd7ca8a,10,full,easy,FALSE,FALSE,418559,72485,24,0,1.51531E+12
c6d7cf53,10,pruned,medium,TRUE,TRUE,73639,15572,6,3,1.51531E+12
e7f7d078,6,verify,easy,FALSE,FALSE,4362,2303,5,0,1.51531E+12
e0dad635,10,full,medium,FALSE,FALSE,217718,5069,37,0,1.51551E+12
4abd560b,10,verify,easy,TRUE,TRUE,149749,21764,4,3,1.51567E+12
d6adca9c,6,verify,hard,FALSE,FALSE,57386,27157,6,0,1.5157E+12
6cdf4341,6,full,easy,TRUE,FALSE,234546,104618,22,4,1.5158E+12
67ef721b,6,full,hard,FALSE,FALSE,72370,19252,3,0,1.51581E+12
cdff77e0,10,full,easy,FALSE,FALSE,214898,5076,33,0,1.51581E+12
81f1b7dc,10,pruned,easy,TRUE,TRUE,181942,20137,22,3,1.5159E+12
bff2ca4e,10,pruned,easy,TRUE,TRUE,197826,32576,10,3,1.51597E+12
5ea34544,10,pruned,hard,FALSE,FALSE,107454,36662,21,0,1.516E+12
32a33fd0,10,pruned,easy,FALSE,FALSE,603869,154554,46,0,1.51796E+12
dcd9908f,10,pruned,easy,TRUE,TRUE,121494,48716,5,3,1.51838E+12
d8e79a1a,10,full,hard,TRUE,TRUE,336585,35483,40,5,1.51923E+12
bdee3a9d,10,pruned,medium,FALSE,FALSE,314462,52650,22,0,1.51966E+12
d5fed9b6,10,pruned,medium,FALSE,FALSE,64548,59739,3,0,1.51998E+12
abc4beb1,6,full,hard,TRUE,FALSE,65647,65911,5,5,1.52003E+12
99a163d7,10,pruned,medium,FALSE,FALSE,46490,12071,5,0,1.52079E+12
79f4bcee,6,full,hard,TRUE,TRUE,37292,9284,10,5,1.52199E+12
84a4bf3c,6,full,hard,FALSE,FALSE,111164,51356,12,0,1.52199E+12
b8e4bf48,6,full,hard,FALSE,FALSE,61628,46315,8,0,1.52199E+12
87f4bf56,6,full,hard,FALSE,FALSE,95434,20257,11,0,1.52199E+12
eff4bf48,6,full,hard,FALSE,FALSE,66471,23534,8,0,1.52199E+12
8ea4bf56,6,full,hard,FALSE,FALSE,154097,16860,21,0,1.52199E+12
ffa4c00b,6,full,hard,FALSE,FALSE,36954,20299,2,0,1.52199E+12
7bf4bf38,6,full,hard,FALSE,FALSE,196451,102429,45,0,1.52199E+12
50f4c029,6,full,hard,FALSE,FALSE,96758,14040,19,0,1.52199E+12
54f4bf95,6,full,hard,TRUE,TRUE,122760,28640,12,5,1.52199E+12
f7b4bfae,6,full,hard,FALSE,FALSE,207653,80284,29,0,1.52199E+12
cee4bfa4,6,full,hard,FALSE,FALSE,234815,34155,30,0,1.52199E+12
25c4c0ab,6,full,hard,FALSE,FALSE,39252,42139,12,0,1.52199E+12
3af4bfbb,6,full,hard,FALSE,FALSE,190282,51491,9,0,1.52199E+12
98c4bf54,6,full,hard,FALSE,FALSE,100311,73001,12,0,1.52199E+12
fde4bf4b,6,full,hard,FALSE,FALSE,239164,33740,53,0,1.52199E+12
14b4c043,6,full,hard,FALSE,FALSE,221940,48126,12,0,1.52199E+12
57a4bf4b,6,full,hard,TRUE,TRUE,134235,84373,13,7,1.52199E+12
5dd4c056,6,full,hard,FALSE,FALSE,172250,84988,10,0,1.52199E+12
c6b4c141,6,full,hard,TRUE,FALSE,71316,43472,20,3,1.52199E+12
53c4c041,6,full,hard,FALSE,FALSE,288783,39492,21,0,1.52199E+12
24f4c091,6,full,hard,FALSE,FALSE,264020,63572,35,0,1.52199E+12
72f4c145,6,full,hard,FALSE,FALSE,76410,65067,10,0,1.52199E+12
32d4c291,6,full,hard,FALSE,FALSE,81393,4438,6,0,1.52199E+12
fff4bf68,6,full,hard,FALSE,FALSE,597217,136555,22,0,1.52199E+12
4ed4c1d3,6,full,hard,TRUE,TRUE,360216,24886,32,5,1.52199E+12
17b4c1ea,6,full,hard,TRUE,TRUE,370863,35365,26,5,1.52199E+12
16c4c162,6,full,hard,FALSE,FALSE,167199,68191,5,0,1.52199E+12
c8f4c13d,6,full,hard,FALSE,FALSE,394640,161313,13,0,1.52199E+12
a3d4c3b2,6,full,hard,TRUE,TRUE,173579,49299,26,5,1.52199E+12
8ac4c37c,6,full,hard,FALSE,FALSE,194689,70479,24,0,1.52199E+12
ada4c06f,6,full,hard,FALSE,FALSE,591621,430087,90,0,1.52199E+12
c5e4c4a5,6,full,hard,FALSE,FALSE,44126,33628,3,0,1.52199E+12
bfe4c87d,6,full,hard,FALSE,FALSE,112133,26614,16,0,1.52199E+12
94e4c554,6,full,hard,TRUE,TRUE,333464,88960,64,5,1.52199E+12
e9c4c917,6,full,hard,FALSE,FALSE,101109,22059,22,0,1.52199E+12
5de4e259,6,pruned,hard,TRUE,FALSE,47886,53529,1,7,1.522E+12
f0c4e26c,6,pruned,hard,TRUE,TRUE,82298,34642,16,4,1.522E+12
b2b4e2c1,6,pruned,hard,FALSE,FALSE,202190,27050,83,0,1.522E+12
c7c4e29b,6,pruned,hard,FALSE,FALSE,75430,53338,6,0,1.522E+12
84f4e263,6,pruned,hard,FALSE,FALSE,174935,34626,12,0,1.522E+12
a1e4e2c3,6,pruned,hard,FALSE,FALSE,73958,27816,4,0,1.522E+12
ccc4e27e,6,pruned,hard,TRUE,TRUE,156783,41540,15,4,1.522E+12
a3b4e28e,6,pruned,hard,FALSE,FALSE,82712,44108,13,0,1.522E+12
82a4e284,6,pruned,hard,FALSE,FALSE,197308,175956,58,0,1.522E+12
30c4e230,6,pruned,hard,FALSE,FALSE,313021,27551,79,0,1.522E+12
25b4e27c,6,pruned,hard,TRUE,FALSE,324425,55183,44,4,1.522E+12
5dd4e3a2,6,pruned,hard,FALSE,FALSE,90075,57123,16,0,1.522E+12
65f4e348,6,pruned,hard,FALSE,FALSE,338384,82573,21,0,1.522E+12
51a4e32d,6,pruned,hard,FALSE,FALSE,491418,49449,60,0,1.522E+12
4ed4e40b,6,pruned,hard,TRUE,TRUE,193962,31123,22,4,1.522E+12
b8f4e433,6,pruned,hard,FALSE,FALSE,193445,39167,24,0,1.522E+12
d8f4e4d9,6,pruned,hard,FALSE,FALSE,184418,72879,27,0,1.522E+12
6de4e267,6,pruned,hard,FALSE,FALSE,249296,43444,45,0,1.522E+12
bdf4e34a,6,pruned,hard,FALSE,FALSE,570432,41036,76,0,1.522E+12
85b4e5c4,6,pruned,hard,TRUE,TRUE,116476,63512,18,4,1.522E+12
40e4e2b8,6,pruned,hard,FALSE,FALSE,600018,619046,12,0,1.522E+12
59d4e268,6,pruned,hard,FALSE,FALSE,555804,53337,106,0,1.522E+12
bff4e70e,6,pruned,hard,FALSE,FALSE,139922,39173,8,0,1.522E+12
6be4e6bf,6,pruned,hard,FALSE,FALSE,188432,21696,53,0,1.522E+12
6bb4e746,6,pruned,hard,FALSE,FALSE,116884,179724,17,0,1.522E+12
80f4e933,6,pruned,hard,FALSE,FALSE,74260,67795,13,0,1.522E+12
7df4e828,6,pruned,hard,FALSE,FALSE,443298,12706,150,0,1.522E+12
3ad4e7d3,6,pruned,hard,TRUE,TRUE,177723,76501,6,4,1.522E+12
b2e4e98a,6,pruned,hard,FALSE,FALSE,132293,80272,10,0,1.522E+12
67f4ea8a,6,pruned,hard,FALSE,FALSE,160271,27750,16,0,1.522E+12
9be4eb1b,6,pruned,hard,FALSE,FALSE,130553,75142,10,0,1.522E+12
fef4eae9,6,pruned,hard,TRUE,TRUE,292246,46597,16,4,1.522E+12
d1e4eb09,6,pruned,hard,FALSE,FALSE,270606,108968,20,0,1.522E+12
e5d4e9ce,6,pruned,hard,FALSE,FALSE,110046,60344,44,0,1.522E+12
2ab4ecbb,6,pruned,hard,FALSE,FALSE,400788,25335,48,0,1.522E+12
fde4ef33,6,pruned,hard,FALSE,FALSE,268458,31650,15,0,1.522E+12
7da4f147,6,pruned,hard,FALSE,FALSE,87087,19755,10,0,1.522E+12
87f4f0a6,6,pruned,hard,FALSE,FALSE,290661,75697,83,0,1.522E+12
d8a4f092,6,pruned,hard,TRUE,FALSE,275369,62148,40,4,1.522E+12
bad4f1b5,6,pruned,hard,FALSE,FALSE,262359,40479,57,0,1.52201E+12
e5d4fef8,6,pruned,hard,FALSE,FALSE,330109,38434,14,0,1.52201E+12
bae4ffc0,6,pruned,hard,TRUE,FALSE,145657,34016,28,4,1.52201E+12
ceb50693,6,pruned,hard,TRUE,FALSE,516548,102511,30,4,1.52201E+12
65e519cb,6,pruned,hard,TRUE,TRUE,124083,28317,14,4,1.52202E+12
bca5dc5e,6,full,hard,TRUE,FALSE,65529,86942,2,8,1.52206E+12
14c5dc72,6,full,hard,FALSE,FALSE,224897,95251,20,0,1.52207E+12
4af5df5d,6,full,hard,FALSE,FALSE,150354,110781,7,0,1.52207E+12
cfc5dcb3,6,full,hard,FALSE,FALSE,248834,93633,25,0,1.52207E+12
a3d5dfda,6,full,hard,FALSE,FALSE,190507,19405,41,0,1.52207E+12
49a5e0f7,6,full,hard,FALSE,FALSE,113381,75175,26,0,1.52207E+12
24a5e25a,6,full,hard,TRUE,FALSE,106971,41999,22,4,1.52207E+12
68d5e249,6,full,hard,FALSE,FALSE,426772,70388,25,0,1.52207E+12
2bd5e466,6,full,hard,FALSE,FALSE,81930,19600,1,0,1.52207E+12
63e5efe1,6,full,hard,TRUE,TRUE,112975,47177,24,5,1.52207E+12
14b60bd5,6,full,hard,FALSE,FALSE,29239,18078,6,0,1.52208E+12
74b60b9f,6,full,hard,FALSE,FALSE,100253,21621,14,0,1.52208E+12
37f60bbc,6,full,hard,FALSE,FALSE,68746,65505,2,0,1.52208E+12
d2a60bac,6,full,hard,FALSE,FALSE,23143,22765,33,0,1.52208E+12
50c60ba6,6,full,hard,TRUE,TRUE,83294,33864,11,5,1.52208E+12
f8d60bcb,6,full,hard,TRUE,FALSE,114084,31306,38,4,1.52208E+12
9df60bf8,6,full,hard,FALSE,FALSE,60872,26007,11,0,1.52208E+12
bfa60c8b,6,full,hard,TRUE,TRUE,126762,32441,23,5,1.52208E+12
55f5fe54,6,full,hard,FALSE,FALSE,205198,34574,12,0,1.52207E+12
3cd60baf,6,full,hard,TRUE,TRUE,249116,43956,16,5,1.52208E+12
78f60c95,6,full,hard,FALSE,FALSE,135447,57819,10,0,1.52208E+12
a4c60d7a,6,full,hard,FALSE,FALSE,69272,30826,14,0,1.52208E+12
c6b60d63,6,full,hard,FALSE,FALSE,180659,44963,34,0,1.52208E+12
b2d60bc9,6,full,hard,FALSE,FALSE,605701,40989,80,0,1.52208E+12
43c60cd9,6,full,hard,TRUE,TRUE,256262,97930,34,8,1.52208E+12
89d60ba4,6,full,hard,TRUE,FALSE,565633,163507,60,17,1.52208E+12
f2f60bd9,6,full,hard,TRUE,FALSE,350465,51315,62,4,1.52208E+12
93f60fb6,6,full,hard,TRUE,TRUE,18030,44622,3,6,1.52208E+12
25b60fb4,6,full,hard,FALSE,FALSE,59679,42367,25,0,1.52208E+12
76e60f84,6,full,hard,FALSE,FALSE,128344,81696,21,0,1.52208E+12
f4a6108e,6,full,hard,FALSE,FALSE,78620,44345,7,0,1.52208E+12
c0f60e45,6,full,hard,FALSE,FALSE,479969,75428,35,0,1.52208E+12
90c60de8,6,full,hard,TRUE,FALSE,473467,98473,46,4,1.52208E+12
cab61023,6,full,hard,TRUE,FALSE,212206,77747,18,4,1.52208E+12
87f610ee,6,full,hard,FALSE,FALSE,115843,15361,13,0,1.52208E+12
5fd6115c,6,full,hard,FALSE,FALSE,77919,34984,2,0,1.52208E+12
37f61258,6,full,hard,FALSE,FALSE,48488,25372,14,0,1.52208E+12
a6f610e1,6,full,hard,FALSE,FALSE,230384,29912,30,0,1.52208E+12
25a611ff,6,full,hard,TRUE,FALSE,47939,41752,2,6,1.52208E+12
49e6113d,6,full,hard,FALSE,FALSE,439241,22747,56,0,1.52208E+12
5ce612bc,6,full,hard,TRUE,FALSE,161462,85470,15,4,1.52208E+12
6ee61190,6,full,hard,FALSE,FALSE,256475,61982,69,0,1.52208E+12
fac6126a,6,full,hard,FALSE,FALSE,191879,34896,81,0,1.52208E+12
f1e613a1,6,full,hard,FALSE,FALSE,153550,59914,26,0,1.52208E+12
c7a61295,6,full,hard,TRUE,FALSE,185781,86155,41,11,1.52208E+12
ead61455,6,full,hard,FALSE,FALSE,126302,27800,18,0,1.52208E+12
3bb613b2,6,full,hard,FALSE,FALSE,282002,92288,26,0,1.52208E+12
64f61543,6,full,hard,FALSE,FALSE,161879,76463,14,0,1.52208E+12
ebc61801,6,full,hard,TRUE,FALSE,70631,17373,16,5,1.52208E+12
47f614be,6,full,hard,TRUE,TRUE,574455,61876,66,5,1.52208E+12
d2e6199c,6,full,hard,FALSE,FALSE,161825,91882,29,0,1.52208E+12
24b61c03,6,full,hard,FALSE,FALSE,73658,83492,13,0,1.52208E+12
3ed61f8d,6,full,hard,TRUE,FALSE,28108,20176,4,3,1.52208E+12
91a61ead,6,full,hard,FALSE,FALSE,116943,25922,8,0,1.52208E+12
acd61c3d,6,full,hard,FALSE,FALSE,109194,15065,25,0,1.52208E+12
d8f6387b,6,full,hard,FALSE,FALSE,68687,21861,12,0,1.52209E+12
31e63b91,6,full,hard,FALSE,FALSE,146354,35331,29,0,1.52209E+12
aed647d3,6,pruned,hard,FALSE,FALSE,147322,12347,29,0,1.52209E+12
baf647ff,6,pruned,hard,FALSE,FALSE,102140,62844,10,0,1.52209E+12
28e6483c,6,pruned,hard,FALSE,FALSE,74201,26740,7,0,1.52209E+12
3ef64929,6,pruned,hard,TRUE,FALSE,43102,7923,7,0,1.52209E+12
95a648a3,6,pruned,hard,FALSE,FALSE,90010,38107,3,0,1.52209E+12
43e64821,6,pruned,hard,FALSE,FALSE,180451,24950,32,0,1.52209E+12
fde6491d,6,pruned,hard,FALSE,FALSE,118087,27314,20,0,1.52209E+12
2fa647f5,6,pruned,hard,FALSE,FALSE,184065,34475,8,0,1.52209E+12
4ca649a6,6,pruned,hard,FALSE,FALSE,41141,28592,2,0,1.52209E+12
e6f649a1,6,pruned,hard,FALSE,FALSE,20106,28204,6,0,1.52209E+12
33e649bd,6,pruned,hard,FALSE,FALSE,108048,51128,14,0,1.52209E+12
14d64999,6,pruned,hard,TRUE,TRUE,174131,33789,19,4,1.52209E+12
dec64994,6,pruned,hard,FALSE,FALSE,164950,21410,21,0,1.52209E+12
f6f64b11,6,pruned,hard,FALSE,FALSE,67539,34920,2,0,1.52209E+12
ebc64a59,6,pruned,hard,FALSE,FALSE,151567,83686,6,0,1.52209E+12
11a64b43,6,pruned,hard,FALSE,FALSE,61589,39672,10,0,1.52209E+12
3fa64b7b,6,pruned,hard,TRUE,TRUE,34530,55304,2,4,1.52209E+12
83c64bf9,6,pruned,hard,FALSE,FALSE,69110,39224,9,0,1.52209E+12
67f64a50,6,pruned,hard,FALSE,FALSE,218067,72381,35,0,1.52209E+12
e9e64bef,6,pruned,hard,TRUE,TRUE,177978,72968,36,8,1.52209E+12
f6b64ced,6,pruned,hard,FALSE,FALSE,142949,41190,49,0,1.52209E+12
c9f64da2,6,pruned,hard,FALSE,FALSE,100987,40528,19,0,1.52209E+12
4ee64c2a,6,pruned,hard,FALSE,FALSE,416406,69044,66,0,1.52209E+12
e1a64c7d,6,pruned,hard,FALSE,FALSE,493732,42964,33,0,1.52209E+12
11a64d17,6,pruned,hard,FALSE,FALSE,209309,104266,15,0,1.52209E+12
7fc64f5d,6,pruned,hard,FALSE,FALSE,113311,52884,15,0,1.52209E+12
cdf65098,6,pruned,hard,FALSE,FALSE,45558,15075,2,0,1.52209E+12
45b64f9c,6,pruned,hard,FALSE,FALSE,271572,64885,10,0,1.52209E+12
dbe65101,6,pruned,hard,FALSE,FALSE,152138,32369,16,0,1.52209E+12
f1f65080,6,pruned,hard,FALSE,FALSE,394640,17742,17,0,1.52209E+12
44a65230,6,pruned,hard,FALSE,FALSE,61582,25659,8,0,1.52209E+12
2cb650ed,6,pruned,hard,TRUE,TRUE,292186,20383,60,4,1.52209E+12
4cb651bd,6,pruned,hard,FALSE,FALSE,73017,16682,18,0,1.52209E+12
11e652f7,6,pruned,hard,TRUE,FALSE,346855,69735,17,5,1.5221E+12
5fa651bb,6,pruned,hard,FALSE,FALSE,325998,19956,31,0,1.5221E+12
4ca65156,6,pruned,hard,FALSE,FALSE,603561,141626,39,0,1.5221E+12
a5a65415,6,pruned,hard,TRUE,FALSE,90430,86459,36,12,1.5221E+12
e2b655ad,6,pruned,hard,FALSE,FALSE,59504,41422,7,0,1.5221E+12
53a654e5,6,pruned,hard,FALSE,FALSE,281491,62458,23,0,1.5221E+12
53d65632,6,pruned,hard,TRUE,FALSE,380100,22660,31,3,1.5221E+12
a0d659c9,6,pruned,hard,TRUE,FALSE,304931,53971,44,6,1.5221E+12
68c659b8,6,pruned,hard,TRUE,TRUE,236222,32495,71,4,1.5221E+12
c7a6593f,6,pruned,hard,FALSE,FALSE,31474,14288,4,0,1.5221E+12
d2f65bb5,6,pruned,hard,FALSE,FALSE,91431,229007,29,0,1.5221E+12
61e65cc1,6,pruned,hard,FALSE,FALSE,345592,27796,76,0,1.5221E+12
2ca66220,6,pruned,hard,FALSE,FALSE,92103,35721,6,0,1.5221E+12
9dd66bae,6,pruned,hard,FALSE,FALSE,123007,24178,29,0,1.5221E+12
5de9f0af,6,full,hard,TRUE,TRUE,389682,70882,52,5,1.52823E+12
6fcb2a99,6,full,hard,TRUE,FALSE,77474,61997,2,5,1.52831E+12
e0a6db5e,6,full,hard,FALSE,FALSE,144224,5354,8,0,1.52999E+12
9ddbfc00,6,full,hard,TRUE,TRUE,15808,21576,9,5,1.53918E+12
5aa789c6,6,full,hard,TRUE,TRUE,238336,114200,24,5,1.54184E+12
6dd81302,6,full,hard,TRUE,FALSE,598948,166257,55,10,1.54187E+12
c0df168f,6,full,hard,FALSE,FALSE,95890,8625,4,0,1.55118E+12
69e41ccb,10,full,medium,FALSE,FALSE,6711,13351,3,0,1.55439E+12
c3c41d23,10,full,medium,TRUE,TRUE,8149,21829,3,4,1.55439E+12
a0e42978,10,full,easy,TRUE,TRUE,14324,6875,8,4,1.55439E+12
c0c42a10,10,full,medium,TRUE,TRUE,5115,11623,1,4,1.55439E+12
7ac42a38,10,full,medium,TRUE,TRUE,7506,7537,3,4,1.55439E+12
e6f42bb5,10,pruned,hard,FALSE,FALSE,15120,15867,1,0,1.55439E+12
cbc42ba3,10,full,medium,FALSE,FALSE,204479,24201,17,0,1.55439E+12
2af42b8d,6,full,easy,TRUE,TRUE,203734,65527,22,4,1.55439E+12
d1a42fc7,10,full,hard,TRUE,FALSE,162259,9171,29,0,1.5544E+12
f3b42f94,10,pruned,hard,FALSE,FALSE,365857,32934,49,0,1.5544E+12
90e4327c,10,full,hard,TRUE,FALSE,230716,61884,17,3,1.5544E+12
8af4330d,10,full,hard,TRUE,FALSE,296759,123713,38,4,1.5544E+12
fdb43452,10,full,medium,FALSE,FALSE,69020,25052,12,0,1.5544E+12
2be432b7,10,pruned,hard,TRUE,TRUE,358414,105858,19,9,1.5544E+12
cda434a5,10,pruned,easy,FALSE,FALSE,22150,13676,3,0,1.5544E+12
4de431b1,6,full,easy,FALSE,FALSE,553131,30971,81,0,1.5544E+12
d4c433e6,6,full,easy,TRUE,TRUE,166748,61094,8,4,1.5544E+12
d0e4332c,10,full,medium,FALSE,FALSE,577321,28911,102,0,1.5544E+12
8cc432fc,10,full,medium,FALSE,FALSE,272179,284301,27,0,1.5544E+12
92d4349b,10,full,easy,FALSE,FALSE,155386,52010,21,0,1.5544E+12
18a4334a,10,full,hard,TRUE,FALSE,601525,110360,57,5,1.5544E+12
27e436f9,6,pruned,easy,TRUE,TRUE,401900,50522,26,3,1.5544E+12
f8c437b8,10,full,easy,FALSE,FALSE,464413,86269,11,0,1.5544E+12
f8a4386a,10,pruned,easy,FALSE,FALSE,96173,27531,13,0,1.5544E+12
25b43b96,10,pruned,hard,FALSE,FALSE,184215,41581,13,0,1.5544E+12
d6d439f7,10,full,easy,FALSE,FALSE,602858,29067,86,0,1.5544E+12
e2a43b2c,10,pruned,hard,TRUE,FALSE,225244,29284,10,5,1.5544E+12
a5d43d8e,10,full,hard,TRUE,FALSE,135865,8137,11,0,1.5544E+12
74d43e43,10,pruned,hard,TRUE,TRUE,117330,57516,20,4,1.5544E+12
b0f44295,10,pruned,easy,FALSE,FALSE,65987,67213,11,0,1.5544E+12
15c4420d,10,full,easy,FALSE,FALSE,116478,31776,15,0,1.5544E+12
fbf441ba,10,pruned,hard,TRUE,TRUE,119448,49624,8,4,1.5544E+12
a8b44557,10,full,medium,FALSE,FALSE,223720,18034,78,0,1.5544E+12
66b442b7,10,full,easy,TRUE,FALSE,477068,61721,108,8,1.5544E+12
24d445c5,10,full,easy,TRUE,TRUE,580389,182813,72,5,1.5544E+12
9df449da,10,pruned,hard,FALSE,FALSE,226666,27404,23,0,1.5544E+12
e4e447e2,10,full,medium,FALSE,FALSE,452406,96717,16,0,1.5544E+12
97d44ac8,10,full,easy,TRUE,TRUE,377283,43243,50,4,1.5544E+12
b9e44d9b,10,full,hard,FALSE,FALSE,33016,22159,11,0,1.5544E+12
b2d44cf9,10,pruned,medium,TRUE,FALSE,258012,11586,10,0,1.5544E+12
e0a44f08,10,full,medium,FALSE,FALSE,102056,75890,17,0,1.5544E+12
99b44e42,10,pruned,easy,FALSE,FALSE,215766,36350,23,0,1.5544E+12
c3b45154,10,full,medium,FALSE,FALSE,159256,198501,10,0,1.5544E+12
93a45177,10,pruned,medium,TRUE,TRUE,274086,126059,53,17,1.5544E+12
1ab458e7,10,full,easy,TRUE,FALSE,474154,75886,90,6,1.55441E+12
faf45b5f,10,full,hard,TRUE,TRUE,537529,84859,52,9,1.55441E+12
25e45ed9,10,full,hard,FALSE,FALSE,504507,7403,48,0,1.55441E+12
8aa45fa2,6,pruned,easy,FALSE,FALSE,171591,87970,5,0,1.55441E+12
cfc46a6f,10,pruned,easy,FALSE,FALSE,390108,151466,56,0,1.55441E+12
6cb47215,6,pruned,easy,FALSE,FALSE,318269,17583,15,0,1.55441E+12
f9f4736c,10,pruned,easy,FALSE,FALSE,31262,22384,50,0,1.55441E+12
77c580bf,6,full,easy,FALSE,FALSE,111521,45816,15,0,1.55448E+12
e0e580d6,10,pruned,hard,FALSE,FALSE,158490,102731,14,0,1.55448E+12
9be580e5,10,pruned,hard,TRUE,TRUE,230651,50781,19,4,1.55448E+12
b7c58103,6,pruned,easy,TRUE,TRUE,81269,39175,6,4,1.55448E+12
eef58225,10,full,medium,FALSE,FALSE,88365,32652,8,0,1.55448E+12
7ab580f1,10,full,medium,FALSE,FALSE,321811,33628,19,0,1.55448E+12
32a581e0,10,pruned,medium,TRUE,TRUE,166012,28443,31,6,1.55448E+12
28a580c4,10,full,medium,TRUE,FALSE,404950,45146,74,4,1.55448E+12
d3c580d5,10,full,easy,TRUE,TRUE,488504,34832,45,4,1.55448E+12
