,userid,board_size,condition,board_type,solved_correct,validated_correct,time_solution,time_validation,actions_solution,actions_validation,time,AssignmentId,WorkerId,bonus
19,25b43b96,10,pruned,hard,FALSE,FALSE,184215,41581,13,0,1554400000000.0,33IZTU6J828EIMSJXI611AKL0PKSX2,A1UGFNSA16TKA0,0
20,e2a43b2c,10,pruned,hard,TRUE,FALSE,225244,29284,10,5,1554400000000.0,3P59JYT76MREW621YTQYLPMBPZY2TR,AYXKSQMCPXEZF,0
21,a5d43d8e,10,full,hard,TRUE,FALSE,135865,8137,11,0,1554400000000.0,3CCZ6YKWR8QNBOCAI6NFSWOBF2M59V,A125AOX978LDG7,0
22,74d43e43,10,pruned,hard,TRUE,TRUE,117330,57516,20,4,1554400000000.0,3HFNH7HEMILRJKIGG4HSIO5PFBJQGZ,A1WJ3EZ6LXN7B1,0
23,b0f44295,10,pruned,easy,FALSE,FALSE,65987,67213,11,0,1554400000000.0,3M1CVSFP61CQ9T5DU4PIM2UMHG9QAQ,A39ROW50DWRRKT,0
24,15c4420d,10,full,easy,FALSE,FALSE,116478,31776,15,0,1554400000000.0,3VD82FOHKRVBHWPVZ5T53SPA2IDCO7,ABL81LYVZUKYE,0
25,fbf441ba,10,pruned,hard,TRUE,TRUE,119448,49624,8,4,1554400000000.0,3LYA37P8IRU9H0CAND5HLR2J0SWKBH,AEKJ0Q3OITMRJ,0
26,a8b44557,10,full,medium,FALSE,FALSE,223720,18034,78,0,1554400000000.0,32SCWG5HIIB4MFSV4ETH6S2QG116PT,AFSGRTCIUF123,0
27,66b442b7,10,full,easy,TRUE,FALSE,477068,61721,108,8,1554400000000.0,31QNSG6A5S02KN7J17WYQK7WM2G875,A12DY4HHG6MYF0,0
28,24d445c5,10,full,easy,TRUE,TRUE,580389,182813,72,5,1554400000000.0,3JW0YLFXRUNS03427IKGWG9ZX0WWWE,AVWHHELH3TZG6,0
29,9df449da,10,pruned,hard,FALSE,FALSE,226666,27404,23,0,1554400000000.0,3H7XDTSHKDYW3HE2SDGYADNB3CXGWQ,A2SNZOY3RDSJ9A,0
30,e4e447e2,10,full,medium,FALSE,FALSE,452406,96717,16,0,1554400000000.0,35H6S234SB70T5ACKZK38MX9P1E56K,A1LE6AUI3CJNIT,0
31,97d44ac8,10,full,easy,TRUE,TRUE,377283,43243,50,4,1554400000000.0,3NC5L260MPTIK895Q7J6BYADZWBFOT,A3DS5B06ZCD3E3,0
32,b9e44d9b,10,full,hard,FALSE,FALSE,33016,22159,11,0,1554400000000.0,3ZDAD0O1T2KFXM5YMIBRBFG729QXTQ,A1M0DNO6Y0IXGF,0
33,b2d44cf9,10,pruned,medium,TRUE,FALSE,258012,11586,10,0,1554400000000.0,3G5W44VEU8P58HKL3ZXVM2TGG64KGG,A2HM5H49DEQ8SV,0
34,e0a44f08,10,full,medium,FALSE,FALSE,102056,75890,17,0,1554400000000.0,3Z4XG4ZF49YWZ2DAJK0WKJKKOW7X83,AOTF48KUV9KWM,0
35,99b44e42,10,pruned,easy,FALSE,FALSE,215766,36350,23,0,1554400000000.0,3TUI152ZZCUUF5SDYLWPB11JDNBQ1C,A2IJJOV2S8AYLW,0
36,c3b45154,10,full,medium,FALSE,FALSE,159256,198501,10,0,1554400000000.0,3IX2EGZR7CQ1MNNH1PRVKR7A3QGJRD,A38F8U7SZ7CE1Y,0
37,93a45177,10,pruned,medium,TRUE,TRUE,274086,126059,53,17,1554400000000.0,3OVR4I9USQQB74PWL3FR9Z8MP7S4QA,A2NLAKN6UQK125,0
38,1ab458e7,10,full,easy,TRUE,FALSE,474154,75886,90,6,1554410000000.0,3O6CYIULEE8F8ZFXCI5FESO2CLWUWQ,A1G42P7S1ROOD2,0
39,faf45b5f,10,full,hard,TRUE,TRUE,537529,84859,52,9,1554410000000.0,3U8YCDAGXQNU8G7V22SPXWI98VI0QW,ATGD9YT82E25,0
40,8aa45fa2,6,pruned,easy,FALSE,FALSE,171591,87970,5,0,1554410000000.0,3Z7VU45IPZO3TXT4LHF22UDNIQH1Z2,A3CYHZ9BKS79E5,0
41,cfc46a6f,10,pruned,easy,FALSE,FALSE,390108,151466,56,0,1554410000000.0,39U1BHVTDMY3HOYK2T434ZR3VECT39,A1I0DV4B4MFQCL,0
42,6cb47215,6,pruned,easy,FALSE,FALSE,318269,17583,15,0,1554410000000.0,3P1L2B7AD2W4K0J1CIM46BFXWT1LOA,A1FTGHYEU1T71Y,0
43,f9f4736c,10,pruned,easy,FALSE,FALSE,31262,22384,50,0,1554410000000.0,386PBUZZXG4QJPS4W5UZYFYBXZQLJQ,A2PT382MYCTXCU,0
44,77c580bf,6,full,easy,FALSE,FALSE,111521,45816,15,0,1554480000000.0,3483FV8BEFQ8U8RP2GI5AFUX5XZ628,A2CWJRAEFZ44HU,0
45,e0e580d6,10,pruned,hard,FALSE,FALSE,158490,102731,14,0,1554480000000.0,3M1CVSFP61CQ9T5DU4PIM2UMHM2QAV,A1GFS4DE38SYBL,0
46,9be580e5,10,pruned,hard,TRUE,TRUE,230651,50781,19,4,1554480000000.0,3F6HPJW4JE76ON6VTYV989TATZRW2Y,AIK9IRPT4M848,0
47,b7c58103,6,pruned,easy,TRUE,TRUE,81269,39175,6,4,1554480000000.0,3TXMY6UCAFVE282BEIL9SXKAHPNQCX,A15LHHN76OW2UM,0
48,eef58225,10,full,medium,FALSE,FALSE,88365,32652,8,0,1554480000000.0,3KOPY89HM9993L2FQZQZ2T4UXHJ3JM,A34UER5ZQ5APMB,0
49,7ab580f1,10,full,medium,FALSE,FALSE,321811,33628,19,0,1554480000000.0,37U1UTWH9WTC26RYALU4V1YWNK58RB,A19ZWBQT8A3LIR,0
50,32a581e0,10,pruned,medium,TRUE,TRUE,166012,28443,31,6,1554480000000.0,3OXV7EAXLFXXFQN86GWATPZPBBZ63J,AZXRWSMDC8FJN,0
51,28a580c4,10,full,medium,TRUE,FALSE,404950,45146,74,4,1554480000000.0,386CSBG1O0TPMRTA4R866XS0L3CQ65,A2OFN0A5CPLH57,0
52,d3c580d5,10,full,easy,TRUE,TRUE,488504,34832,45,4,1554480000000.0,3RWE2M8QWIH95JU3MA08T2N43P40NS,AECIP6RO3TXXW,0
53,22f580c9,6,full,easy,FALSE,FALSE,600542,86416,42,0,1554480000000.0,3FK0YFF9P0N26P4SRYAOOC77JOIVVV,A20OTKDR12JSD7,0
54,f4f58309,10,pruned,medium,TRUE,TRUE,64552,19381,2,3,1554480000000.0,3NG53N1RLWQRQTBJXTQFQ6YHM2H8PJ,A23Q978GYHTPD3,0
55,e4c58238,6,full,easy,TRUE,TRUE,257824,76689,20,4,1554480000000.0,3Z3ZLGNNSJ1QP86SLPA8ZUGGBCB3QD,A3ACUGH5N9VQO2,0
56,27e58321,10,pruned,hard,FALSE,FALSE,40472,44998,54,0,1554480000000.0,3A0EX8ZRN9V4151RRS68UZHUYD4YB1,A1D2K63U3LCO3F,0
57,3cf580c7,6,pruned,easy,FALSE,FALSE,513613,83585,109,0,1554480000000.0,340UGXU9DZ82TAFSM80JSQ5O5H9VU6,AVJUIF9QHQRY8,0
58,3db583aa,10,pruned,medium,TRUE,FALSE,87367,77652,6,3,1554480000000.0,3FTOP5WARGVDMT3I7C8G0V6NU5Z0JO,A3G9BVVZ14580D,0
59,33c5818d,6,full,easy,FALSE,FALSE,613383,166315,59,0,1554480000000.0,3TPZPLC3M1J5PW5DLCVJZPQ66GP3PM,AIK9W79I4TPJW,0
60,19d58478,10,full,hard,TRUE,FALSE,40536,48876,12,6,1554480000000.0,3NG53N1RLWQRQTBJXTQFQ6YHM2HP80,A95RHRMLHT89M,0
61,ebb5828a,10,full,easy,TRUE,TRUE,560462,36367,60,4,1554480000000.0,3GM6G9ZBKO443A6U8B9I0Y09VARMTQ,AAXX5LDVJ32F8,0
62,fbb58502,6,pruned,easy,FALSE,FALSE,38140,45604,3,0,1554480000000.0,3HMIGG0U4MDLZ73KOGMY3XRTQ7K8YD,A3HNEYFOIJWPH1,0
63,93f5811e,6,pruned,easy,FALSE,FALSE,349374,51357,10,0,1554480000000.0,3WRFBPLXRBV5MBT05XIRV0LB61O3NQ,A1X8YRYS8MBDWX,0
64,c5d58198,10,full,medium,FALSE,FALSE,356191,69419,90,0,1554480000000.0,3II4UPYCOKEO708PEEGKC32S2PZQDX,AVU225KQH0N7O,0
65,aeb5862d,10,full,hard,FALSE,FALSE,91299,46436,2,0,1554480000000.0,3TEM0PF1Q640J73QXGM5XXBAPL2D0N,A36AB7LJRSNHQM,0
66,1ba58665,6,pruned,easy,FALSE,FALSE,32472,17856,4,0,1554480000000.0,3QHK8ZVMINPK16US8DHI0RFYPY1LBX,A2NXHJ905WLGAA,0
67,56b584cf,10,pruned,hard,TRUE,TRUE,270124,130646,17,26,1554480000000.0,39O5D9O87UZMV7W9G79DFPRZ7XA3C8,A1ZHVMG4DXPLHL,0
68,f8d586d5,10,pruned,easy,TRUE,TRUE,173180,26953,6,3,1554480000000.0,3P529IW9KZSAEN68DF3EJH6J4WTFL9,A3QA0Y16Q4273V,0
69,23a58279,10,pruned,easy,TRUE,TRUE,258566,79843,8,3,1554480000000.0,33L7PJKHCH5PIL4QEAZZVGZEB528TO,AFCMHQWCV6N02,0
70,72d587f7,10,full,hard,FALSE,FALSE,130486,45295,14,0,1554480000000.0,33L7PJKHCH5PIL4QEAZZVGZEB51T88,ALYR5CI2SM2JC,0
71,99b587e6,10,pruned,hard,TRUE,TRUE,93297,38996,10,4,1554480000000.0,39JEC7537V867GYS0HFJYKJIYH3CVE,A3HKMZ9ML9EPUY,0
72,4fa58511,10,pruned,medium,TRUE,TRUE,519798,129906,54,34,1554480000000.0,3ZV9H2YQQEEV952EXY9ERJY2ZDRW39,A2CAVHHY7X7YBP,0
73,d0a58874,6,full,easy,TRUE,TRUE,189319,38443,17,4,1554480000000.0,3BV8HQ2ZZX8XZBMTFVBKGXDVHLR6AF,A1QA5EWFMNKGTA,0
74,87c5895b,10,pruned,medium,TRUE,FALSE,18604,2023,16,0,1554480000000.0,3NVC2EB65R6ZYAXECZR2CGJIALRY3A,A35565UGJN9V6Q,0
75,91f586cc,6,full,easy,FALSE,FALSE,593506,116097,96,0,1554480000000.0,33OOO72IVISRUOU3VMF4X2VX1WMTCE,A17PAE30BGBO1T,0
76,47a58969,6,pruned,easy,TRUE,TRUE,70218,30545,11,3,1554480000000.0,3KAKFY4PGV9D8AI98H5ZQSPUK2U3IA,A2D0QT8HAGV27Z,0
77,bad589c5,6,pruned,easy,TRUE,TRUE,87832,30424,14,3,1554480000000.0,39U1BHVTDMY3HOYK2T434ZR3VJJ3T0,ALARJPFSEZGGI,0
78,6dd588e6,10,full,medium,FALSE,FALSE,178741,82643,27,0,1554480000000.0,3Y9N9SS8LZIW0Z2NG34OZV9HSXMD3I,A23EEEX9LR9X6Z,0
79,77d58870,10,pruned,medium,TRUE,TRUE,420803,25509,67,3,1554480000000.0,3GNA64GUZFBT3NTWZ8Y1ERE0P81Q5P,A3O0QZQ4V2IXT7,0
80,efa589db,10,full,easy,FALSE,FALSE,161295,14469,24,0,1554480000000.0,3ZY8KE4ISKAA1H8B5ZGEIP8Z2W3VQ1,A1PMZUBGXFANCI,0
81,24e58a14,6,full,easy,TRUE,TRUE,410545,40266,55,4,1554480000000.0,3EKVH9QMEZB7FH64C3QJGL4PMJT2D3,A2VXEPC4KG1CWU,0
82,4cf589a5,10,pruned,hard,TRUE,TRUE,537600,57111,108,4,1554480000000.0,3NQL1CS15SFJAJZXW9X8VBB115KVY4,AG6WV3WODQ7IN,0
83,adf58cf8,10,full,medium,FALSE,FALSE,31347,25427,4,0,1554480000000.0,3MX2NQ3YCA1DCKU8LMTT8ZATMBP5X2,A2UIGDOLX5RV95,0
84,7ce58b1e,10,pruned,medium,FALSE,FALSE,582069,67466,81,0,1554490000000.0,30JNVC0ORAR5JGDR0AZA3OHQUHWQHA,AK1Q45RF8A87Z,0
85,e4f58f31,10,pruned,medium,TRUE,TRUE,54072,42506,9,4,1554490000000.0,34YB12FSQZV0Y5KOOBAB1FLK5HXMGX,A3F7FH2NDBBN1M,0
86,75d58ff2,6,full,easy,TRUE,TRUE,121039,43933,10,4,1554490000000.0,3GA6AFUKOPVDCF7P2ZNEQGOFKPF3HH,A194UMZESQE6BS,0
87,84a58fb6,10,full,medium,FALSE,FALSE,64965,29627,2,0,1554490000000.0,37C0GNLMHGAVXIP5Z52M6YL12OO6DH,ASHG4UDKXYBPK,0
88,86b58ffd,10,pruned,hard,TRUE,TRUE,107560,81708,8,4,1554490000000.0,3S06PH7KSSB0QWO8TZQ5B2UKUD8D1Q,A2NEFRREWF33YP,0
89,4ac58df4,10,pruned,hard,FALSE,FALSE,578521,83655,71,0,1554490000000.0,3VJ40NV2QJUS3DR6LROVS2PEQAHTON,A1LSGYXKP6O1B8,0
90,1fa5910b,10,full,medium,TRUE,FALSE,104857,10264,9,0,1554490000000.0,3HFNH7HEMILRJKIGG4HSIO5PFHFQG7,A3037FNBVPPAY9,0
91,92f58f05,10,full,medium,FALSE,FALSE,435361,22552,38,0,1554490000000.0,34J10VATJG55FBOB6SHV30I5UU7QIZ,A002160837SWJFPIAI7L7,0
92,80e591d4,10,pruned,hard,TRUE,TRUE,92192,25117,21,4,1554490000000.0,358UUM7WR0A82SMF0G2YH121C1GR7Q,A2ENGC389KC9U2,0
93,55a59255,6,full,easy,FALSE,FALSE,74141,12668,11,0,1554490000000.0,37ZHEEHM6XTGJQ1DPQ12Z3ZL6NY730,A239EUWY6SNDEZ,0
94,2ac591b0,10,pruned,easy,FALSE,FALSE,178110,92394,18,0,1554490000000.0,3OS46CRSLG6HRZPRQQ2GCKR82V36VR,A1DDBGQDMZZ1VW,0
95,37d59204,10,pruned,hard,FALSE,FALSE,179671,35731,18,0,1554490000000.0,39RP059MEI047OCD8PIX04UNP49BM9,A27CB6JIC5MZFR,0
96,b2f58fbd,10,full,hard,FALSE,FALSE,357460,124331,33,0,1554490000000.0,32RIADZISTBNKK49D74W4ZNN7174S5,A327B4TX5I7VUS,0
97,dae59162,10,full,medium,TRUE,TRUE,434579,37179,74,4,1554490000000.0,3N1FSUEFL67HIVLRGH97901N6XID43,A2GTJ0BD4CG1A2,0
98,e1f593de,10,pruned,medium,TRUE,TRUE,128367,44576,2,3,1554490000000.0,3RWE2M8QWIH95JU3MA08T2N43PD0N1,AO7H4R6FJ7LC1,0
99,46d5945f,6,full,easy,TRUE,TRUE,245260,28346,10,4,1554490000000.0,3II4UPYCOKEO708PEEGKC32S2P9DQU,A3DKYNYN50FYFY,0
100,9fa593df,10,pruned,easy,FALSE,FALSE,133465,725994,11,0,1554490000000.0,3HUTX6F6VVUYJEXT2C4ZRFGOQYA2OC,A23QEQYCRJS9NI,0
101,a8b597cd,6,full,easy,TRUE,TRUE,99131,19854,15,4,1554490000000.0,3GGAI1SQEW5NHT4JMPESBO057PBCMJ,A1GPZ5REMDQZ0L,0
102,86f596b5,10,pruned,hard,FALSE,FALSE,78344,66725,2,0,1554490000000.0,3DI28L7YXBL5I228PU1PHKC5UQV1EV,A3AO6M3YRN6PVV,0
103,dbc59105,10,full,hard,FALSE,FALSE,528827,16805,130,0,1554490000000.0,3SB5N7Y3O4B3VRDHZ6ND3IE72DPG07,A3L2FPKRD46FRW,0
104,a9d5979e,6,full,easy,FALSE,FALSE,352625,56859,49,0,1554490000000.0,3DEL4X4EL7SBE84SWOYQJW8MHHDXYW,A1YBJN6WT3X8B5,0
105,3dc59c17,10,full,easy,FALSE,FALSE,354540,13537,100,0,1554490000000.0,3UN61F00HXWTFO8WCNN1JHO5LVO5RS,A2HHK2B1GUH9GX,0
106,e2b59d5d,6,pruned,easy,TRUE,FALSE,40698,23776,4,3,1554490000000.0,3018Q3ZVOJXQLUKD7JEIRS4RD85ARH,A2BBDH8DZD77AU,0
107,daa59c50,10,pruned,hard,TRUE,FALSE,101031,59206,4,5,1554490000000.0,3STRJBFXOXY9DM6RNZW2LL8566JTKH,A2TDEX0T7XEPLU,0
108,34b59cc7,10,pruned,medium,TRUE,TRUE,196544,44829,32,3,1554490000000.0,36V4Q8R5ZL7RBUE2R7FNVTPMB49QMZ,A1LA6CIGBNDOH9,0
109,abf59f0c,6,full,easy,TRUE,FALSE,309535,61301,14,4,1554490000000.0,3U0SRXB7CECX5DE2GNJNDYORCF8RNM,AMDKQKEILEP2N,0
110,94f5a0a9,10,full,medium,FALSE,FALSE,111118,60888,17,0,1554490000000.0,3M1CVSFP61CQ9T5DU4PIM2UMHM3AQG,A25R2OI9L2Q1OW,0
111,aad5a289,6,pruned,easy,TRUE,TRUE,115581,31323,8,3,1554490000000.0,3ZSANO2JCGEXI01YXO0FV3KEWRVFSJ,A30KMYNZB3WUYE,0
112,b9c59db1,10,full,medium,FALSE,FALSE,600524,1054836,47,0,1554490000000.0,3OXV7EAXLFXXFQN86GWATPZPBCN366,A1TA2I82B8DJSA,0
113,efa5a41b,10,pruned,medium,TRUE,TRUE,86683,35043,8,3,1554490000000.0,3U0SRXB7CECX5DE2GNJNDYORCGQRN6,AGKL1HOKIR138,0
114,d5b5a5bc,10,pruned,medium,FALSE,FALSE,46403,42265,2,0,1554490000000.0,3BV8HQ2ZZX8XZBMTFVBKGXDVHMHA6B,A14E0Y5HPALKZN,0
115,13e5a30f,10,pruned,easy,TRUE,TRUE,167745,44442,43,3,1554490000000.0,3NPI0JQDAPCAOD370R1AH2U40GVTPO,A1JLYIQ4HT4KQC,0
116,d0d5a665,10,pruned,easy,TRUE,TRUE,210180,22815,10,3,1554490000000.0,3UJ1CZ6IZIW5G389RCN69RT17X75SG,A1B9S8DT2CTAW0,0
117,7ee5a934,10,pruned,medium,TRUE,TRUE,64230,25083,11,3,1554490000000.0,3WEV0KO0ONZ0KGN26I5P73HTKDRSDV,A3P1SDBXCNU6C,0
118,22c5aae4,10,pruned,medium,TRUE,TRUE,272694,68749,52,3,1554490000000.0,3QILPRALQ62RN8Z6HEDNMHTMMO4N8S,A1SLJKNSNHOJRN,0
119,a2d5b09b,10,full,easy,FALSE,FALSE,170649,62360,2,0,1554490000000.0,38SKSKU7R24UOE8YEN9ZMEJBKPEILY,APEE4S9XXSMGC,0
120,86a5c03e,10,full,hard,TRUE,FALSE,153970,46542,7,5,1554500000000.0,3HVVDCPGTFZ4XRV8REXTUTNG4LFYT4,A3MXB3R0R9G9TA,0
121,d1a6dc33,10,pruned,medium,FALSE,FALSE,64789,35636,2,0,1554570000000.0,38BQUHLA9X7OQI1MCUNJ6OUMW7JMON,A1LXW53Z5S9XG,0
122,b5a6dc1f,10,pruned,easy,FALSE,FALSE,123321,54206,25,0,1554570000000.0,37C0GNLMHGAVXIP5Z52M6YL12TXD67,A1DBE2OL84TBKB,0
123,48e6dc30,10,full,hard,FALSE,FALSE,51801,21583,6,0,1554570000000.0,3QILPRALQ62RN8Z6HEDNMHTMMSP8N6,A1HDD2B9I6D33I,0
