,Unnamed: 0,userid,board_size,condition,board_type,solved_correct,validated_correct,time_solution,time_validation,actions_solution,actions_validation,time,AssignmentId,WorkerId,bonus,board_name
107,107,daa59c50,10,pruned,hard,TRUE,FALSE,101031,59206,4,5,1.55449E+12,3STRJBFXOXY9DM6RNZW2LL8566JTKH,A2TDEX0T7XEPLU,0,10_pruned_hard
108,108,34b59cc7,10,pruned,medium,TRUE,TRUE,196544,44829,32,3,1.55449E+12,36V4Q8R5ZL7RBUE2R7FNVTPMB49QMZ,A1LA6CIGBNDOH9,0,10_pruned_medium
109,109,abf59f0c,6,full,easy,TRUE,FALSE,309535,61301,14,4,1.55449E+12,3U0SRXB7CECX5DE2GNJNDYORCF8RNM,AMDKQKEILEP2N,0,6_full_easy
110,110,94f5a0a9,10,full,medium,FALSE,FALSE,111118,60888,17,0,1.55449E+12,3M1CVSFP61CQ9T5DU4PIM2UMHM3AQG,A25R2OI9L2Q1OW,0,10_full_medium
111,111,aad5a289,6,pruned,easy,TRUE,TRUE,115581,31323,8,3,1.55449E+12,3ZSANO2JCGEXI01YXO0FV3KEWRVFSJ,A30KMYNZB3WUYE,0,6_pruned_easy
112,112,b9c59db1,10,full,medium,FALSE,FALSE,600524,1054836,47,0,1.55449E+12,3OXV7EAXLFXXFQN86GWATPZPBCN366,A1TA2I82B8DJSA,0,10_full_medium
113,113,efa5a41b,10,pruned,medium,TRUE,TRUE,86683,35043,8,3,1.55449E+12,3U0SRXB7CECX5DE2GNJNDYORCGQRN6,AGKL1HOKIR138,0,10_pruned_medium
114,114,d5b5a5bc,10,pruned,medium,FALSE,FALSE,46403,42265,2,0,1.55449E+12,3BV8HQ2ZZX8XZBMTFVBKGXDVHMHA6B,A14E0Y5HPALKZN,0,10_pruned_medium
115,115,13e5a30f,10,pruned,easy,TRUE,TRUE,167745,44442,43,3,1.55449E+12,3NPI0JQDAPCAOD370R1AH2U40GVTPO,A1JLYIQ4HT4KQC,0,10_pruned_easy
116,116,d0d5a665,10,pruned,easy,TRUE,TRUE,210180,22815,10,3,1.55449E+12,3UJ1CZ6IZIW5G389RCN69RT17X75SG,A1B9S8DT2CTAW0,0,10_pruned_easy
117,117,7ee5a934,10,pruned,medium,TRUE,TRUE,64230,25083,11,3,1.55449E+12,3WEV0KO0ONZ0KGN26I5P73HTKDRSDV,A3P1SDBXCNU6C,0,10_pruned_medium
118,118,22c5aae4,10,pruned,medium,TRUE,TRUE,272694,68749,52,3,1.55449E+12,3QILPRALQ62RN8Z6HEDNMHTMMO4N8S,A1SLJKNSNHOJRN,0,10_pruned_medium
119,119,a2d5b09b,10,full,easy,FALSE,FALSE,170649,62360,2,0,1.55449E+12,38SKSKU7R24UOE8YEN9ZMEJBKPEILY,APEE4S9XXSMGC,0,10_full_easy
120,120,86a5c03e,10,full,hard,TRUE,FALSE,153970,46542,7,5,1.5545E+12,3HVVDCPGTFZ4XRV8REXTUTNG4LFYT4,A3MXB3R0R9G9TA,0,10_full_hard
121,121,d1a6dc33,10,pruned,medium,FALSE,FALSE,64789,35636,2,0,1.55457E+12,38BQUHLA9X7OQI1MCUNJ6OUMW7JMON,A1LXW53Z5S9XG,0,10_pruned_medium
122,122,b5a6dc1f,10,pruned,easy,FALSE,FALSE,123321,54206,25,0,1.55457E+12,37C0GNLMHGAVXIP5Z52M6YL12TXD67,A1DBE2OL84TBKB,0,10_pruned_easy
123,123,48e6dc30,10,full,hard,FALSE,FALSE,51801,21583,6,0,1.55457E+12,3QILPRALQ62RN8Z6HEDNMHTMMSP8N6,A1HDD2B9I6D33I,0,10_full_hard
0,0,12e436f0,10,full,easy,FALSE,FALSE,44840,13825,6,0,1.55931E+12,3S96KQ6I9NB1ZG0HVIAFH8DFYRDTDV,A2A2H30UJQAY48,0,10_full_easy
1,1,11f436f2,10,pruned,easy,TRUE,TRUE,78745,40874,6,3,1.55931E+12,33LKR6A5KFR77LK5FPQKG6C69UAT15,A2I19TY4P5IAIE,1,10_pruned_easy
2,2,3ea43816,10,pruned,hard,TRUE,TRUE,71088,20882,10,4,1.55931E+12,3SBEHTYCWOAEODFXX2YPGML75Y3YIR,A3S1TLYMH9WWUG,1,10_pruned_hard
3,3,51b4380a,10,pruned,hard,TRUE,FALSE,38207,76315,9,8,1.55931E+12,33LK57MYLUC3NHSYY0UMYV0WKQ9SZ4,A1JPWEVV2SPZ7N,0,10_pruned_hard
4,4,10d437bd,10,full,hard,FALSE,FALSE,261158,50332,12,0,1.55931E+12,3DBQWDE4Y7580QG4JG6KAXJVWSU5NZ,AFA77JJROHLHZ,0,10_full_hard
5,5,61d43874,10,full,medium,FALSE,FALSE,54530,42312,8,0,1.55931E+12,3LPW2N6LKU9LVG0DGHI6OSBP4ON5UR,A2YCMT5BPA0AG9,0,10_full_medium
6,6,57aedfe7,10,full,hard,FALSE,FALSE,129266,32962,8,0,1.56198E+12,3O7L7BFSHFWGI8Y6X1MV9JTRRDQEI6,A4158R4Y06ZB4,0,10_full_hard
7,7,6fcee175,10,pruned,easy,TRUE,TRUE,36311,22272,6,3,1.56198E+12,3DI28L7YXBL5I228PU1PHKC5ABF1E1,A1SX8IVV82M0LW,1,10_pruned_easy
8,8,44eedf0e,6,full,easy,FALSE,FALSE,514471,20830,50,0,1.56198E+12,35GCEFQ6I6VZ307J8LTLQNSKW123Z1,A7P3R1AIA4TVV,0,6_full_easy
9,9,2abedf01,10,full,hard,TRUE,FALSE,498628,39433,46,4,1.56198E+12,3OLQQLKKNTWCDJICFJ7VLK8R4SFEJI,A6G30K3SIWKZ9,0,10_full_hard
10,10,b6bee067,6,full,easy,FALSE,FALSE,66809,33571,6,0,1.56198E+12,333U7HK6IAM7LD4CJOWBF2Q64GEJDU,A2YR99BL9TNW99,0,6_full_easy
11,11,2ecee330,6,full,easy,TRUE,TRUE,219005,40992,24,9,1.56198E+12,3PZDLQMM0USXAP0QC7V8WFM7H5GC20,A1YIB5TROGB6YP,1,6_full_easy
12,12,43fee258,10,pruned,easy,FALSE,FALSE,557664,14732,1,0,1.56198E+12,3B1NLC6UG036J8H1GR23IJFFQ70GP1,A3JXSDD5M84XCH,0,10_pruned_easy
13,13,66eee342,10,pruned,easy,TRUE,TRUE,544724,30051,134,3,1.56198E+12,3VA45EW49OURUTFXJ84LMW6JEDMO1T,A1EN3FW93BSXQQ,1,10_pruned_easy
14,14,abeedf8b,10,pruned,hard,TRUE,TRUE,99743,44500,2,5,1.56198E+12,3M23Y66PO3E1Z78NWVXB1X71JD46S5,A3ICFFGBUY4WP9,1,10_pruned_hard
15,15,66aee800,10,full,easy,FALSE,FALSE,95092,32037,22,0,1.56198E+12,3DIP6YHAPDZNT2MTOFA4WUZDOHOE81,A11WCFPJSR5VZP,0,10_full_easy
16,16,efcee9b9,10,full,easy,TRUE,FALSE,119148,78327,17,34,1.56198E+12,3E13VNJ1NO2HY74ULDRG2ZAX24M1IA,A220QDK5FCC1AO,0,10_full_easy
17,17,71beed42,6,pruned,easy,TRUE,TRUE,195768,12725,17,3,1.56198E+12,3SKRO2GZ72Y842UILGCSFFPAU8B1KL,A1EQ1LHEEIQ3UA,1,6_pruned_easy
18,18,aabeec31,10,full,hard,TRUE,FALSE,109722,180284,4,0,1.56198E+12,3URFVVM166PJ2UK2N5PMDWIK9EOZU7,ANOMPD7C83M3W,0,10_full_hard
19,19,39eeed89,10,pruned,easy,FALSE,FALSE,247459,62241,36,0,1.56198E+12,3C6FJU71TR0JX4AXRJN3ZP9I3KHYUC,A2X7705RU1QQYB,0,10_pruned_easy
20,20,f4beefc5,6,full,easy,TRUE,FALSE,161767,79302,12,4,1.56198E+12,3GNCZX450JU59H4YURATMX4CSCSAPO,A1G34TESSXG1R8,0,6_full_easy
21,21,83aeef63,10,pruned,easy,TRUE,TRUE,387734,30178,33,3,1.56198E+12,3RWE2M8QWIH95JU3MA08T2N4JBFN0E,A2YGOORS5N9RW8,1,10_pruned_easy
22,22,1feef0c1,10,pruned,easy,TRUE,TRUE,134778,27768,21,3,1.56198E+12,32N49TQG3HPIE11UG3JSSPTUE0TVAU,A10O5YR01H865K,1,10_pruned_easy
23,23,f5def218,6,full,easy,TRUE,TRUE,364700,74601,33,8,1.56198E+12,30BXRYBRP54A3D9DCJYGVDZCY4LHW1,A16OH8XXYY0AAS,1,6_full_easy
24,24,c7eefab1,10,full,easy,FALSE,FALSE,131538,37954,16,0,1.56198E+12,31QNSG6A5S02KN7J17WYQK7W2UL87A,A38KDTIP039DLJ,0,10_full_easy
25,25,b5eefb3b,10,full,easy,FALSE,FALSE,75050,33107,10,0,1.56198E+12,31LM9EDVOMZG7PVP8IAEB720IKLJNH,AZL871S7SZCNS,0,10_full_easy
26,26,abcefbdf,10,pruned,medium,FALSE,FALSE,160235,42454,4,0,1.56198E+12,3LEIZ60CDK6LI2WZPUUVH0V6WTC9ZO,AWY6W20U8H3JA,0,10_pruned_medium
27,27,fcfefd95,10,full,easy,TRUE,FALSE,124915,75400,8,3,1.56198E+12,31LVTDXBL8H7HDBH4A3806K2N6FLR9,A2CEGS0NVDBCPT,0,10_full_easy
28,28,97af0065,10,full,hard,FALSE,FALSE,55355,17949,3,0,1.56199E+12,3KAKFY4PGV9D8AI98H5ZQSPU0PD3IJ,AZ79FR04OLJX8,0,10_full_hard
29,29,32bf008f,6,pruned,easy,TRUE,TRUE,114646,22843,16,3,1.56199E+12,3IXQG4FA2U5P04TJJGESVIO35R2B9Y,A38LEVBZ3P5F6T,1,6_pruned_easy
30,30,97aefe1f,10,pruned,medium,TRUE,TRUE,84772,64174,14,8,1.56199E+12,3VJ40NV2QJUS3DR6LROVS2PE6XOTOK,A3141EW4WZT4Q0,1,10_pruned_medium
31,31,98ef1a30,10,full,medium,FALSE,FALSE,96275,39861,16,0,1.56199E+12,3NJM2BJS4XDT2W1WE56KSSU0SG5CPM,A2OV5NPNDK5O4C,0,10_full_medium
32,32,feef235a,10,full,easy,FALSE,FALSE,493648,33231,93,0,1.56199E+12,3ZSANO2JCGEXI01YXO0FV3KECD2FSE,A3OVGQIGX8BAB4,0,10_full_easy
33,33,a0a14678,10,pruned,hard,FALSE,FALSE,134507,33074,36,0,1.56207E+12,34Z02EIMITK70WZNJ6MK21UX9ZZ0T6,AKV1P0K20UNF0,0,10_pruned_hard
34,34,fab14685,10,pruned,hard,TRUE,TRUE,114599,45800,8,4,1.56207E+12,39KFRKBFIO2OKZQ0VXBU0JIUM4WYOI,A36NAN5390HHJG,1,10_pruned_hard
35,35,b5b1466a,6,full,easy,TRUE,FALSE,311922,55204,53,4,1.56207E+12,34MAJL3QP5UJ03JUNS3VWRGCWC2439,A1TSVGK6S1J1F6,0,6_full_easy
36,36,8ec146c8,10,pruned,easy,TRUE,TRUE,167791,57030,16,4,1.56207E+12,3RXCAC0YISWLDGIKUA0SWXLQ2338GS,A115UFR6VA6OM1,1,10_pruned_easy
37,37,50b147cb,10,full,medium,FALSE,FALSE,104668,71856,4,0,1.56207E+12,3SEPORI8WO6ZNL64H08VDV7R3HXAZN,A20K80GWXI69Z7,0,10_full_medium
38,38,57f14696,10,full,easy,FALSE,FALSE,351858,42496,32,0,1.56207E+12,3X4JMASXCNG74A56JKVZ27OB3SZB0R,ARHBT4K14I7U,0,10_full_easy
39,39,11a14803,10,pruned,hard,TRUE,TRUE,82890,23604,2,4,1.56207E+12,3FPRZHYEPZEIUG297O4I5HGP9WZ3VK,AHEEMGVMGEMEQ,1,10_pruned_hard
40,40,63a146c7,10,full,medium,FALSE,FALSE,230844,35704,33,0,1.56207E+12,3SUWZRL0MZK0PO35V0D6CG4NJSY6EN,AWDU600NXZ26L,0,10_full_medium
41,41,2ae147be,6,full,easy,TRUE,FALSE,177714,49875,7,4,1.56207E+12,3W8CV64QJ36ZRHW5J8OOHTS219Y9HH,A36K4ELT4YH00L,0,6_full_easy
42,42,f3b14830,10,pruned,easy,TRUE,TRUE,145332,35805,23,3,1.56207E+12,3JRJSWSMQIS1S5GNCYF85DS391WE3P,A1SQG9MJDO7OPM,1,10_pruned_easy
43,43,98e146a8,10,full,hard,FALSE,FALSE,36736,12581,131,0,1.56207E+12,3NXNZ5RS1B42YSQT6Z2CQG38N6297F,A1EAR8424WFLGO,0,10_full_hard
44,44,f5c147ff,10,full,hard,FALSE,FALSE,133401,77466,4,0,1.56207E+12,3IAEQB9FMFRTRX4BQNFQ4SLF7IQDW2,AG9LWKO86TNHG,0,10_full_hard
45,45,a1c14b65,10,full,easy,FALSE,FALSE,2146,21166,1,0,1.56207E+12,38YMOXR4MV6U6OPWG07CYMBNQW2W6S,A1CLS2KOA3TFYT,0,10_full_easy
46,46,74b149ab,10,full,medium,FALSE,FALSE,70011,73582,5,0,1.56207E+12,30IQTZXKALDEHD87OGNHR4F3MVN0XP,A35K3YVCX1LVPE,0,10_full_medium
47,47,8bb14a06,10,pruned,medium,FALSE,FALSE,182019,65415,6,0,1.56207E+12,3BV8HQ2ZZX8XZBMTFVBKGXEWYD06AS,A2GHME4F11G828,0,10_pruned_medium
48,48,45b146b0,10,full,hard,FALSE,FALSE,235968,176050,36,0,1.56207E+12,3AQF3RZ559PSV231QBXCUYPNVTD6F5,AK27D3SD6EZX6,0,10_full_hard
49,49,5eb14b17,10,full,medium,TRUE,FALSE,229311,45877,41,3,1.56207E+12,3LPW2N6LKU9LVG0DGHI6OSCQ9LJ5UP,A3UPANZEAN3UJQ,0,10_full_medium
50,50,32e14a26,10,full,hard,FALSE,FALSE,181673,46027,30,0,1.56207E+12,3R3YRB5GRGAI1MCUBD9NW3SC1ZIAUY,A1IEAOCJNSPVRX,0,10_full_hard
51,51,dbb14c32,6,pruned,easy,FALSE,FALSE,79661,16161,8,0,1.56207E+12,3G5W44VEU8P58HKL3ZXVM2UHX3XGKJ,A7204W9E8IR1R,0,6_pruned_easy
52,52,82e14880,10,full,medium,FALSE,FALSE,515976,28059,29,0,1.56207E+12,3M0BCWMB8W30C06RCROK92XF4XEBWT,A34HWABNHGW5OX,0,10_full_medium
53,53,e0b14a0b,10,full,medium,FALSE,FALSE,516014,98110,61,0,1.56207E+12,3NQL1CS15SFJAJZXW9X8VBC2IXTYVK,A34BX72ZUITSW3,0,10_full_medium
54,54,56b1504d,10,pruned,medium,TRUE,FALSE,36553,6746,4,0,1.56207E+12,3UNH76FOCTC0KW5OIHWH8FTPR4HYM3,A3388HIWAKD3DV,0,10_pruned_medium
55,55,f9c14f1b,10,full,medium,FALSE,FALSE,371439,31356,49,0,1.56207E+12,3HRMW88U17X3N193A9L8GNZ5FS90MD,AP4750DK7PU1B,0,10_full_medium
56,56,f4f14f89,10,full,medium,FALSE,FALSE,44712,56650,17,0,1.56207E+12,3ERET4BTVNGQT7XDPTRLUL8UTQ39KM,A8TFVGAEEN2EC,0,10_full_medium
57,57,ded14ffd,10,pruned,medium,TRUE,TRUE,147921,49456,10,3,1.56207E+12,3Z7VU45IPZO3TXT4LHF22UEOZNS1ZR,A35PLLN5TFI4KW,1,10_pruned_medium
58,58,3ce149c2,10,full,easy,FALSE,FALSE,57248,38871,2,0,1.56207E+12,3YMU66OBIOFE6RJDXEUY9AEP5MTGHF,A1TH0PTGDSBWMO,0,10_full_easy
59,59,7ca15050,10,full,easy,FALSE,FALSE,366692,7363,25,0,1.56207E+12,3TE22NPXPCJ4IZ2YN68E6W8IACY44U,A3G16WWK0QUQ80,0,10_full_easy
60,60,aee1533a,10,pruned,easy,FALSE,FALSE,33456,35929,3,0,1.56207E+12,3BF51CHDTWHHVN8SJC5VOIR9Y6DH0O,ATDLGSQ11C6OF,0,10_pruned_easy
61,61,7bd154b6,10,pruned,medium,FALSE,FALSE,98760,25264,12,0,1.56207E+12,3LKC68YZ3BAKVUV0GWT6FMXEBX9WOW,A3BUDBPUB2XP1Z,0,10_pruned_medium
62,62,8ec154b4,10,full,hard,TRUE,FALSE,92428,52943,2,7,1.56207E+12,3KXIR214I5NUFLNBJSPQDHBKQZF42D,A3JQT0VNB572G1,0,10_full_hard
63,63,83f15600,10,pruned,easy,FALSE,FALSE,38197,18095,11,0,1.56207E+12,3BV8HQ2ZZX8XZBMTFVBKGXEWYEDA6B,A3C0LPVN749UF3,0,10_pruned_easy
64,64,26e154ac,10,full,hard,TRUE,TRUE,362673,34423,71,5,1.56207E+12,37KGEN7NJ4XCWLA0JASQCSU8S5UPP3,A3UAAA096DXGSP,1,10_full_hard
65,65,2aa15594,10,pruned,medium,TRUE,TRUE,188269,24862,35,3,1.56207E+12,35GCEFQ6I6VZ307J8LTLQNTLX8I3ZZ,A2AXL9GK18UGJN,1,10_pruned_medium
66,66,c6a15708,10,pruned,easy,FALSE,FALSE,370015,31677,41,0,1.56207E+12,3QAVNHZ3ENBFIWP02ZHM5GWTO9VLAN,A1RH3X41J9J05R,0,10_pruned_easy
67,67,d1e15779,10,pruned,easy,TRUE,TRUE,218844,35606,34,3,1.56207E+12,3WSELTNVR49319X5B8JDR76AILBAT7,A30FBN7J2Y79TX,1,10_pruned_easy
68,68,ceb154c1,10,pruned,hard,TRUE,TRUE,343884,30342,53,4,1.56207E+12,34MAJL3QP5UJ03JUNS3VWRGCWDF43O,A4CHLWPHZIP7Y,1,10_pruned_hard
69,69,68e158de,6,full,easy,FALSE,FALSE,416330,63658,52,0,1.56207E+12,3URFVVM166PJ2UK2N5PMDWJLAL1UZX,A3GICG9JOLMFR8,0,6_full_easy
70,70,5de15d4b,10,pruned,easy,FALSE,FALSE,41507,20123,2,0,1.56207E+12,3PJUZCGDJ7N6Y6VCG4UI4GZ3YQ8891,A1PR74OHURJNTO,0,10_pruned_easy
71,71,22c15f64,10,pruned,medium,TRUE,TRUE,115216,53204,17,3,1.56208E+12,3DI28L7YXBL5I228PU1PHKD6BIVE1C,A1DMTTZDZD77MT,1,10_pruned_medium
72,72,afc166b1,10,full,easy,TRUE,FALSE,66004,20611,6,3,1.56208E+12,3S06PH7KSSB0QWO8TZQ5B2VLB5H1DR,A2ZARG52ZPGMBH,0,10_full_easy
73,73,f9e165cd,10,full,hard,TRUE,FALSE,275333,92382,35,6,1.56208E+12,33FBRBDW6P68W42FSO49660B4BB8CI,A3I8HU3ZCHOROC,0,10_full_hard
74,74,65d16666,10,full,easy,TRUE,TRUE,478358,179467,10,14,1.56208E+12,3JZQSN0I3RHUSVS72O6Y6P2CP85FG7,A21D5QDKDO65OM,1,10_full_easy
75,75,45c16f91,6,pruned,easy,TRUE,TRUE,111436,14842,26,3,1.56208E+12,33FBRBDW6P68W42FSO49660B4C78CG,A249Y8464RRI4J,1,6_pruned_easy
76,76,9de17b3b,10,full,medium,FALSE,FALSE,537047,10242,134,0,1.56208E+12,3VNXK88KKDP49IRPOX5SWUJB9PB9VB,A2BK45LZGGWPLX,0,10_full_medium
77,77,a7b181fa,6,pruned,easy,FALSE,FALSE,319774,48504,27,0,1.56208E+12,3YW4XOSQKRSM7YZUFUGUL2Z9X6B1U2,A1QLOVE2J07QO5,0,6_pruned_easy
78,78,67b1a7f0,6,full,easy,TRUE,TRUE,90415,21025,15,4,1.56209E+12,3KKG4CDWKJ55F58A4145N4JYW7049K,A2DOIZHRZR5HHU,1,6_full_easy
79,79,94a1a7e0,10,pruned,hard,TRUE,TRUE,89641,21139,18,4,1.56209E+12,3RUIQRXJBCVWEFG4ZQ6CEUC4INCLLR,A1YAHGRFVDZ4X8,1,10_pruned_hard
80,80,38a1a872,10,full,medium,FALSE,FALSE,70328,14256,26,0,1.56209E+12,3KXIR214I5NUFLNBJSPQDHBKQ1R42T,A3BNEHTXMZB3VN,0,10_full_medium
81,81,a2e1a84e,10,pruned,medium,TRUE,TRUE,206519,28020,21,3,1.56209E+12,3Z7ISHFUH12L4XDPK2OHH41WDWL8ZB,A2M3FPQF852HW4,1,10_pruned_medium
82,82,16c1a872,10,pruned,easy,TRUE,TRUE,146326,46981,8,6,1.56209E+12,3HUTX6F6VVUYJEXT2C4ZRFHP7SQO2M,A2IDZ3JF5XPPLS,1,10_pruned_easy
83,83,2dc1a9c9,10,pruned,hard,FALSE,FALSE,34985,22201,3,0,1.56209E+12,3WLEIWSYHPOORXB6YZ9976KOV6D2HD,A2OEK75DGI4PW2,0,10_pruned_hard
84,84,19a1a95d,10,pruned,hard,TRUE,TRUE,173740,82461,22,8,1.56209E+12,3P1L2B7AD2W4K0J1CIM46BGYDSHLO8,A1ZN6V0PU8VVAH,1,10_pruned_hard
85,85,58e1a94c,10,pruned,easy,TRUE,TRUE,109762,34524,12,3,1.56209E+12,3H7XDTSHKDYW3HE2SDGYADOCKDUGW9,A3APMO8WXVH1V0,1,10_pruned_easy
86,86,1fd1a960,6,pruned,easy,FALSE,FALSE,222577,107151,37,0,1.56209E+12,34V1S5K3GT8JUSCONPXKK23CSY6697,A26VFMS3M1XWSX,0,6_pruned_easy
87,87,2ce1ab22,10,pruned,easy,TRUE,TRUE,56287,22836,16,3,1.56209E+12,3VA45EW49OURUTFXJ84LMW7KFMCO15,A1FH1O46FOKOVA,1,10_pruned_easy
88,88,38c1ac46,10,pruned,easy,TRUE,TRUE,193182,21922,15,3,1.5621E+12,3B837J3LDP3ULQ67OJ09CSZYG9BRS3,A2LW2GSGDM72NX,1,10_pruned_easy
89,89,f9d1ac6a,10,pruned,medium,FALSE,FALSE,278848,118374,29,0,1.5621E+12,3X08E93BHWPWC9AQPIU80SCA2XY66W,ADAQIHMKC6NVC,0,10_pruned_medium
90,90,55e1abb3,10,full,easy,TRUE,TRUE,495543,23333,79,4,1.5621E+12,3X1FV8S5JYYJOSEX23B2OB5YD4SGVZ,A1OZWGFBAFHPX,1,10_full_easy
91,91,36c1af0c,10,full,medium,FALSE,FALSE,145992,50838,20,0,1.5621E+12,3DPNQGW4LMMIXM6C6U1T3USW66S64B,A4LCG4MSNJRUF,0,10_full_medium
92,92,f6c1aeee,10,full,medium,TRUE,FALSE,149969,41775,25,4,1.5621E+12,3K2755HG5TARGBIG0Y5Q04ZFCIODFY,A27HGM9SULA4BC,0,10_full_medium
93,93,e9e1b017,6,pruned,easy,TRUE,TRUE,78933,45471,25,6,1.5621E+12,3QBD8R3Z22Q8MSCG6QNNKUENR6MO4I,A2HHQU4D5Z8MQ8,1,6_pruned_easy
94,94,72c1b0e6,10,full,hard,TRUE,TRUE,394345,50178,74,5,1.5621E+12,3KKG4CDWKJ55F58A4145N4JYW7094P,A2S3SV1LQTKJ8K,1,10_full_hard
95,95,22c1b18a,10,pruned,hard,TRUE,TRUE,183950,60263,10,4,1.5621E+12,3I3WADAZ9RBQIBGGKV6XPMK1R2HO5N,AB66CTVQ90RCV,1,10_pruned_hard
96,96,c4b1b32d,10,full,hard,FALSE,FALSE,33064,32212,6,0,1.5621E+12,31LVTDXBL8H7HDBH4A3806L3OF1LRH,A17K1CHOI773VZ,0,10_full_hard
97,97,79c1b235,10,pruned,easy,TRUE,FALSE,147078,48732,12,3,1.5621E+12,3H7Z272LX8EM50V2RIZJVBLONXDLPP,A369RF97DE3FAI,0,10_pruned_easy
98,98,dba1b189,10,full,medium,FALSE,FALSE,564726,87743,131,0,1.5621E+12,3OE22WJIGJVAO2JB0969M37H5KYQUL,AVK1TZJ6OT9HY,0,10_full_medium
99,99,59e1b4a9,10,full,easy,FALSE,FALSE,588042,10789,82,0,1.5621E+12,3IO1LGZLKA4JGNTEIXR6K6818SO68I,A322TINLQJUMOG,0,10_full_easy
100,100,b3b1b79a,10,pruned,hard,FALSE,FALSE,73662,50310,10,0,1.5621E+12,33F859I567KIFAB2HS2K8ZNSPCSBHQ,A3CF3E5AG7LA05,0,10_pruned_hard
101,101,e0b1b70d,10,full,medium,FALSE,FALSE,119554,117873,8,0,1.5621E+12,3B3WTRP3DC9VCRTN0NLHUPM0CT492T,A2N8FYNKM133KF,0,10_full_medium
102,102,92e1b770,10,pruned,hard,TRUE,FALSE,93094,100426,2,7,1.5621E+12,30MVJZJNHNKVINRV78R9T68HE4QJ9Q,ATGF05HW5Q63J,0,10_pruned_hard
103,103,5fa1b8b9,10,full,easy,FALSE,FALSE,97262,14711,8,0,1.5621E+12,34V1S5K3GT8JUSCONPXKK23CSYJ96N,A1GKU0Q21BSIDX,0,10_full_easy
104,104,33c1b7cd,10,pruned,medium,TRUE,TRUE,481557,18851,54,3,1.5621E+12,3EICBYG6453XGLYYJS10VW9PKPVCJ2,A13E5NKCFSG8GO,1,10_pruned_medium
105,105,68a1b7d8,10,full,hard,FALSE,FALSE,602698,16744,47,0,1.5621E+12,3NXNZ5RS1B42YSQT6Z2CQG38N9Q979,A38RNGF4CCP1XI,0,10_full_hard
106,106,3fa1bb85,10,pruned,hard,TRUE,TRUE,180851,43716,16,4,1.5621E+12,3PJUZCGDJ7N6Y6VCG4UI4GZ3YTW98W,A3D9DWZK2IS3RE,1,10_pruned_hard
107,107,98e1bc02,10,pruned,medium,FALSE,FALSE,69580,16126,14,0,1.5621E+12,3RRCEFRB7NJO3YN72LI1EAEOK73B41,AWTGJ45ZWUCHH,0,10_pruned_medium
108,108,63a1bb31,10,pruned,hard,TRUE,FALSE,124545,116436,1,0,1.5621E+12,3PXX5PX6LY535N3OBMSSRD0OCIGBAV,A3E4TBBYCJYZQD,0,10_pruned_hard
109,109,68e1bb60,10,pruned,easy,FALSE,FALSE,99422,29377,9,0,1.5621E+12,3VELCLL3GLQXOG24K5LVZ2Y6NM11FE,A22AHPN2HZHFSV,0,10_pruned_easy
110,110,8eb1ba3b,10,pruned,easy,FALSE,FALSE,287380,38563,42,0,1.5621E+12,3P529IW9KZSAEN68DF3EJH7KLR2LFY,ACON9O9NMFOHE,0,10_pruned_easy
111,111,f0c1bd6a,6,pruned,easy,TRUE,TRUE,49434,25345,2,4,1.5621E+12,3IXQG4FA2U5P04TJJGESVIP46ZHB9X,A1WL3NZ50YEOWP,1,6_pruned_easy
112,112,21f1bc74,6,pruned,easy,TRUE,TRUE,283103,27388,27,3,1.5621E+12,3QRYMNZ7FZOALSRUKCOIDDQAHWETNM,A3OUPE9I9IGVB9,1,6_pruned_easy
113,113,20e1bd34,10,full,hard,TRUE,TRUE,127103,84595,20,18,1.5621E+12,37W3JXSD67FWP8Z2MJ24HDVGPA4WY9,AX5YKKRJ8IMN4,1,10_full_hard
114,114,ecc1bf78,10,full,medium,TRUE,FALSE,80661,103169,16,4,1.5621E+12,3DI28L7YXBL5I228PU1PHKD6BKF1EN,AN7VKUM6J7KMS,0,10_full_medium
115,115,a2d1c30b,10,full,easy,FALSE,FALSE,239738,57982,19,0,1.5621E+12,3180JW2OT5JCH0PJ4IESHQ3FS87J5Z,A13P6LC1SFXYGS,0,10_full_easy
116,116,6ad1c45d,10,full,easy,FALSE,FALSE,223045,29064,28,0,1.5621E+12,3L4D84MIL0ZOXT9E5KF16N65XHYJHG,A1S9BK4MRNVPL2,0,10_full_easy
117,117,fda1c679,10,full,medium,FALSE,FALSE,104585,22174,27,0,1.5621E+12,37TRT2X24RYE6G6S5S55KC3724TJB0,A7QCRGQN5N9H0,0,10_full_medium
118,118,48f1c6a9,10,pruned,easy,TRUE,TRUE,169080,26749,11,3,1.5621E+12,30MVJZJNHNKVINRV78R9T68HE5G9J8,AD1ILDUXZHASF,1,10_pruned_easy
119,119,f4f1c2a3,10,full,medium,FALSE,FALSE,587525,119891,15,0,1.5621E+12,3OWEPKL08AJNNUUN79LH8HYSSZW7NX,A82VN0BRUIMNO,0,10_full_medium
120,120,faa1cbda,10,full,hard,TRUE,FALSE,23947,34640,1,4,1.5621E+12,30JNVC0ORAR5JGDR0AZA3OIRBDFQH5,AYPOAY43REHC8,0,10_full_hard
121,121,c7b1e912,10,full,medium,FALSE,FALSE,54746,36055,19,0,1.56211E+12,3ATTHHXXWBVPO8PNS6CNX8FZ8S4IX8,AN6L87Z4LP6R5,0,10_full_medium
