userid,board_size,condition,board_type,solved_correct,validated_correct,timeSolution,timeValidation,actionsSolution,actionsValidation,timestamp
ddf2ee42,6,full,easy,FALSE,FALSE,150892,33850,25,0,1.56218E+12
e0e2ee92,10,full,hard,TRUE,TRUE,111208,59265,2,5,1.56218E+12
44c2eb5a,10,full,easy,TRUE,FALSE,596701,173853,102,24,1.56218E+12
a7a2ecf3,10,full,medium,FALSE,FALSE,601422,41822,28,0,1.56218E+12
89d2eea6,10,pruned,easy,TRUE,FALSE,77703,108398,8,5,1.56218E+12
c4f2ef6f,10,pruned,easy,FALSE,FALSE,113242,39665,8,0,1.56218E+12
22b2f18d,10,full,easy,FALSE,FALSE,158926,25983,10,0,1.56218E+12
1ee2f27e,10,pruned,hard,FALSE,FALSE,109957,13400,12,0,1.56218E+12
f6f2f1d1,10,full,hard,FALSE,FALSE,561992,17890,42,0,1.56218E+12
30f2f747,10,pruned,hard,FALSE,FALSE,125465,27038,21,0,1.56218E+12
80a2f7f4,6,pruned,easy,FALSE,FALSE,91209,42866,52,0,1.56218E+12
cda2f561,6,full,easy,FALSE,FALSE,79488,40266,17,0,1.56218E+12
adc2f895,10,full,hard,TRUE,TRUE,274083,66260,39,9,1.56218E+12
a5d2fa66,10,pruned,hard,TRUE,TRUE,107781,76153,15,6,1.56218E+12
15f2fc36,10,pruned,medium,FALSE,FALSE,44612,27995,7,0,1.56218E+12
5ac2feee,10,pruned,medium,TRUE,TRUE,88161,32677,15,3,1.56218E+12
13d3015e,10,full,easy,FALSE,FALSE,152662,72125,15,0,1.56218E+12
d9a3047f,10,pruned,medium,TRUE,TRUE,45900,27732,9,3,1.56218E+12
b7d3060c,10,pruned,medium,TRUE,FALSE,46412,43655,2,2,1.56218E+12
4ab308f9,6,pruned,easy,TRUE,TRUE,86695,13033,6,3,1.56218E+12
2fd310c0,6,full,easy,TRUE,TRUE,133465,28683,17,5,1.56219E+12
c8b32c21,10,full,easy,TRUE,TRUE,232046,79273,28,8,1.56219E+12
d4f331ad,10,full,medium,FALSE,FALSE,422377,65453,43,0,1.5622E+12
dcd55a21,6,full,easy,FALSE,FALSE,149623,26128,12,0,1.56234E+12
73b55a82,6,pruned,easy,TRUE,TRUE,61494,44448,2,3,1.56234E+12
2ae55a14,6,pruned,easy,TRUE,TRUE,80039,33199,13,3,1.56234E+12
32a55a14,6,pruned,easy,TRUE,TRUE,123408,46575,18,4,1.56234E+12
f1a55a0f,6,full,easy,TRUE,TRUE,175970,54061,21,4,1.56234E+12
93c55a1b,6,pruned,easy,TRUE,TRUE,147119,25009,54,3,1.56234E+12
8cc55abe,6,full,easy,TRUE,FALSE,138616,54462,12,3,1.56234E+12
73a55a39,6,pruned,easy,TRUE,TRUE,96686,66156,34,3,1.56234E+12
bea55a9c,6,pruned,easy,FALSE,FALSE,204599,33107,27,0,1.56234E+12
99a55a43,6,full,easy,TRUE,FALSE,283793,66787,44,4,1.56234E+12
15b55c06,6,full,easy,FALSE,FALSE,138792,29422,13,0,1.56234E+12
9da55acf,6,full,easy,TRUE,TRUE,589738,24764,106,4,1.56234E+12
a7f55a0a,6,full,easy,TRUE,TRUE,409998,49387,51,4,1.56234E+12
99d55a2e,6,full,easy,TRUE,TRUE,87647,31151,8,4,1.56234E+12
26e55a5a,6,full,easy,TRUE,FALSE,548928,26676,118,6,1.56234E+12
fec55e36,6,full,easy,FALSE,FALSE,73165,47246,7,0,1.56234E+12
cdd55d42,6,pruned,easy,FALSE,FALSE,419393,36779,45,0,1.56234E+12
3ec55e12,6,pruned,easy,FALSE,FALSE,134334,115936,13,0,1.56234E+12
3ce55b94,6,full,easy,FALSE,FALSE,596111,47401,87,0,1.56234E+12
d6a55f6a,6,pruned,easy,FALSE,FALSE,77636,73766,15,0,1.56234E+12
a9e56013,6,pruned,easy,FALSE,FALSE,277014,34475,30,0,1.56234E+12
ecb55f5b,6,full,easy,TRUE,TRUE,249596,95556,35,4,1.56234E+12
19a561a7,6,full,easy,TRUE,TRUE,525457,45287,98,6,1.56234E+12
43e56481,6,pruned,easy,TRUE,TRUE,138742,28566,8,3,1.56234E+12
bbc5629f,6,full,easy,FALSE,FALSE,86457,150158,19,0,1.56234E+12
66f5647d,6,full,easy,TRUE,FALSE,552549,28784,62,2,1.56234E+12
7dc5662b,6,pruned,easy,TRUE,TRUE,115701,21326,2,3,1.56234E+12
cee566b4,6,full,easy,TRUE,TRUE,233849,60361,10,4,1.56234E+12
d1d5684e,6,full,easy,TRUE,FALSE,90192,128757,3,8,1.56234E+12
6ef56a15,6,pruned,easy,FALSE,FALSE,119871,53282,2,0,1.56234E+12
98c56b80,6,full,easy,FALSE,FALSE,197454,30945,22,0,1.56234E+12
43f56f7a,6,full,easy,FALSE,FALSE,73800,27582,12,0,1.56234E+12
8bf57040,6,pruned,easy,FALSE,FALSE,62450,40330,8,0,1.56234E+12
fda56e55,6,full,easy,TRUE,TRUE,306725,47810,17,4,1.56234E+12
3dc571a5,6,pruned,easy,TRUE,TRUE,198079,29663,16,3,1.56234E+12
bae5726e,6,full,easy,TRUE,TRUE,497347,32957,71,5,1.56234E+12
76a57536,6,full,easy,FALSE,FALSE,202489,32459,9,0,1.56234E+12
dfb576d2,6,full,easy,FALSE,FALSE,126367,32568,21,0,1.56234E+12
e0b57941,6,pruned,easy,TRUE,TRUE,191174,42765,12,3,1.56234E+12
cdc57c79,6,pruned,easy,TRUE,TRUE,479009,103558,86,4,1.56235E+12
68d5803f,6,pruned,easy,FALSE,FALSE,101413,46172,6,0,1.56235E+12
60e580ea,6,pruned,easy,FALSE,FALSE,49357,31796,4,0,1.56235E+12
bea5941a,6,full,easy,TRUE,TRUE,272209,36281,20,4,1.56235E+12
c7d594f8,6,full,easy,TRUE,FALSE,433983,97450,13,5,1.56235E+12
e3f59d3c,6,full,easy,FALSE,FALSE,506676,43409,54,0,1.56235E+12
9ed6aa41,10,pruned,hard,FALSE,FALSE,65246,75146,6,0,1.56242E+12
b5c6aa47,10,pruned,easy,FALSE,FALSE,69930,41738,8,0,1.56242E+12
9af4b085,10,pruned,easy,TRUE,TRUE,71607,27370,6,3,1.56229E+12
a0d6aab7,10,pruned,hard,FALSE,FALSE,139218,37349,33,0,1.56242E+12
c7a6ab83,10,pruned,easy,TRUE,TRUE,33678,51731,2,7,1.56242E+12
23b6aa96,10,pruned,easy,TRUE,FALSE,248493,37817,42,3,1.56242E+12
5aa6aa9a,10,pruned,easy,FALSE,FALSE,288480,54555,26,0,1.56242E+12
dbc6ab5f,10,pruned,easy,TRUE,TRUE,147539,88726,11,5,1.56242E+12
8ff6ab84,10,pruned,easy,TRUE,FALSE,102403,15823,9,0,1.56242E+12
53e6ac01,10,pruned,easy,FALSE,FALSE,251134,16690,24,0,1.56242E+12
99f6aaf6,10,pruned,easy,TRUE,FALSE,393800,60888,41,4,1.56242E+12
d5a6aafd,10,pruned,hard,FALSE,FALSE,308977,84354,7,0,1.56242E+12
f6e6ab7c,10,pruned,hard,TRUE,TRUE,220609,69414,25,11,1.56242E+12
25f6ad3e,10,pruned,hard,FALSE,FALSE,53955,38431,1,0,1.56242E+12
67f6aca8,10,pruned,easy,FALSE,FALSE,99840,43228,17,0,1.56242E+12
ddd6af4e,10,pruned,hard,TRUE,FALSE,384110,13557,55,0,1.56242E+12
41a6aea3,10,pruned,hard,TRUE,FALSE,241356,34095,36,0,1.56242E+12
d9d6ae3e,10,pruned,hard,FALSE,FALSE,562354,55244,3,0,1.56242E+12
9ef6ace9,10,pruned,easy,FALSE,FALSE,600038,46791,41,0,1.56242E+12
62e6aa66,10,pruned,hard,FALSE,FALSE,450917,122315,50,0,1.56242E+12
14c6b1ae,10,pruned,hard,TRUE,TRUE,145305,31342,8,4,1.56242E+12
b7e6b167,10,pruned,easy,TRUE,TRUE,441759,48925,73,3,1.56242E+12
7cd6b177,10,pruned,hard,TRUE,TRUE,177802,57653,19,4,1.56242E+12
87a6b32b,10,pruned,easy,TRUE,TRUE,64153,30283,8,3,1.56242E+12
2aa6b178,10,pruned,hard,FALSE,FALSE,583711,52503,58,0,1.56242E+12
71c6b3a3,10,pruned,hard,TRUE,TRUE,187167,52815,30,9,1.56242E+12
72f6b345,10,pruned,hard,FALSE,FALSE,135998,47128,20,0,1.56242E+12
83b6b30c,10,pruned,easy,FALSE,FALSE,558834,37463,45,0,1.56242E+12
fec6b568,10,pruned,easy,FALSE,FALSE,101762,44158,8,0,1.56243E+12
45f6b774,10,pruned,hard,FALSE,FALSE,82399,80721,10,0,1.56243E+12
a1b6b72c,10,pruned,hard,TRUE,TRUE,102379,108520,8,38,1.56243E+12
bbc6b8cf,10,pruned,easy,FALSE,FALSE,290046,30523,55,0,1.56243E+12
bfa6b911,10,pruned,easy,TRUE,TRUE,491793,55162,91,5,1.56243E+12
60e6bcce,10,pruned,easy,FALSE,FALSE,396380,44183,56,0,1.56243E+12
dfe6bb89,10,pruned,hard,FALSE,FALSE,488532,120013,20,0,1.56243E+12
d8d6bed1,10,pruned,hard,TRUE,TRUE,222619,28864,36,4,1.56243E+12
49b6bf52,10,pruned,easy,FALSE,FALSE,319230,30173,43,0,1.56243E+12
c4c6bed8,10,pruned,easy,FALSE,FALSE,427124,53805,31,0,1.56243E+12
40c6c24a,10,pruned,hard,FALSE,FALSE,158461,103254,12,0,1.56243E+12
38e6c356,10,pruned,hard,FALSE,FALSE,257097,26155,31,0,1.56243E+12
34c6c058,10,pruned,easy,FALSE,FALSE,93176,39947,53,0,1.56243E+12
82e6c792,10,pruned,easy,FALSE,FALSE,42621,16077,1,0,1.56243E+12
afe6c7c5,10,pruned,hard,TRUE,FALSE,327080,58206,22,4,1.56243E+12
9fe6c937,10,pruned,easy,TRUE,TRUE,256709,55754,41,6,1.56243E+12
c4d6cb2d,10,pruned,hard,FALSE,FALSE,130533,24875,8,0,1.56243E+12
9aa6cdee,10,full,medium,FALSE,FALSE,70417,14830,17,0,1.56243E+12
a8d6ce37,10,full,hard,FALSE,FALSE,51449,49189,8,0,1.56243E+12
2bd6cdfa,10,full,hard,FALSE,FALSE,68004,56407,3,0,1.56243E+12
6af6ce2f,10,pruned,medium,FALSE,FALSE,189702,16838,13,0,1.56243E+12
17f6cea6,10,pruned,medium,TRUE,TRUE,144424,22481,28,3,1.56243E+12
77b6ced8,10,pruned,medium,FALSE,FALSE,100728,45164,9,0,1.56243E+12
52e6cdec,10,full,medium,FALSE,FALSE,119114,86986,4,0,1.56243E+12
25f6ce98,10,full,hard,FALSE,FALSE,173684,50041,20,0,1.56243E+12
84a6ce10,10,full,medium,FALSE,FALSE,295351,85642,34,0,1.56243E+12
63e6cf13,10,pruned,medium,TRUE,FALSE,151502,78218,26,3,1.56243E+12
86c6cdf8,10,pruned,medium,TRUE,FALSE,120607,53981,2,3,1.56243E+12
4de6cf95,10,full,hard,FALSE,FALSE,93475,76552,10,0,1.56243E+12
5eb6ce3d,10,full,hard,FALSE,FALSE,367508,79918,2,0,1.56243E+12
15e6cf5b,10,full,hard,FALSE,FALSE,111012,44160,2,0,1.56243E+12
67e6ce01,10,full,hard,TRUE,FALSE,602004,132727,106,13,1.56243E+12
9ae6cdf8,10,full,hard,FALSE,FALSE,582229,19491,72,0,1.56243E+12
d6f6d11d,10,pruned,medium,TRUE,FALSE,14981,15453,1,0,1.56243E+12
d5d6cf7e,10,pruned,medium,TRUE,TRUE,100227,42064,14,3,1.56243E+12
d2b6cfbb,10,full,medium,TRUE,FALSE,334187,68508,25,4,1.56243E+12
93c6d00d,10,full,medium,TRUE,FALSE,534785,47465,82,5,1.56243E+12
1fe6d227,10,pruned,medium,TRUE,TRUE,95962,19832,15,3,1.56243E+12
61c6d297,10,pruned,medium,TRUE,FALSE,99479,15438,23,1,1.56243E+12
d6c6d18c,10,pruned,medium,TRUE,TRUE,102384,53117,18,3,1.56243E+12
e9f6d068,10,full,hard,FALSE,FALSE,491018,90662,37,0,1.56243E+12
14c6d368,10,pruned,medium,TRUE,TRUE,82111,33017,15,3,1.56243E+12
6db6d284,10,full,medium,FALSE,FALSE,81687,35552,9,0,1.56243E+12
c3d6d0e6,10,full,hard,FALSE,FALSE,369804,36439,54,0,1.56243E+12
e7f6d472,10,full,medium,FALSE,FALSE,404451,53058,41,0,1.56243E+12
46e6d530,10,pruned,medium,TRUE,TRUE,242913,41568,12,3,1.56243E+12
c1b6d6a4,10,full,hard,TRUE,FALSE,71347,10470,14,0,1.56243E+12
f5f6d6ce,10,full,medium,FALSE,FALSE,129303,38012,19,0,1.56243E+12
8fa6d75f,10,full,medium,TRUE,FALSE,131698,42411,21,4,1.56243E+12
f7b6d848,10,pruned,medium,FALSE,FALSE,226459,17963,28,0,1.56243E+12
85a6d8cb,10,full,medium,TRUE,FALSE,76264,137891,2,33,1.56243E+12
1ab6da15,10,full,medium,FALSE,FALSE,579396,71122,80,0,1.56244E+12
37e6e013,10,pruned,medium,TRUE,TRUE,69853,26439,8,3,1.56244E+12
84f6dea1,10,full,hard,FALSE,FALSE,434825,43339,41,0,1.56244E+12
8fb6dff4,10,full,hard,TRUE,TRUE,85418,59878,2,5,1.56244E+12
71a6e4eb,10,pruned,medium,FALSE,FALSE,115657,44182,11,0,1.56244E+12
eac6e690,10,pruned,medium,TRUE,TRUE,107455,53347,4,3,1.56244E+12
acf6e7eb,10,full,hard,TRUE,FALSE,48065,80727,16,13,1.56244E+12
d8e6ea40,10,full,medium,FALSE,FALSE,556431,30191,38,0,1.56244E+12
64e6ee98,10,full,hard,FALSE,FALSE,26791,24153,2,0,1.56244E+12
76e6ed8a,10,full,hard,FALSE,FALSE,332514,27838,20,0,1.56244E+12
8bd700c4,10,pruned,medium,FALSE,FALSE,183436,38476,18,0,1.56244E+12
fdd70310,10,full,hard,FALSE,FALSE,227848,38793,28,0,1.56245E+12
