iteration,board,shutter_size,k,noise_sig,max_moves,max_heuristic_comp,heuristic_name,heuristic,layers,interaction,exponent,potential,neighborhood,opponent,numberOfNodes,numberOfHeuristicComp,answer,correct,o_misses,x_misses,exploredNodes
0,10_easy_full,0.0,5,0.05,50,50000,shutter,blocking,False,True,2,square,2,True,50,489.0,95,0,0.0,0.0,"[[0.02631578947368421, 0.02631578947368421, 0.0, 0.02631578947368421, -1e-05, 0.0, -2e-05, 0.0, 0.02631578947368421, 0.0], [0.0, 0.0, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.07894736842105263, 0.0], [0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.02631578947368421, 0.02631578947368421], [0.02631578947368421, 0.0, 0.02631578947368421, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.02631578947368421, 0.0, -1e-05, 0.0, -2e-05, -2e-05, 0.02631578947368421, 0.0, 0.05263157894736842], [-1e-05, 0.0, 0.0, 0.0, 0.05263157894736842, 0.02631578947368421, 0.05263157894736842, 0.0, 0.07894736842105263, 0.0], [-1e-05, -1e-05, 0.0, 0.05263157894736842, 0.0, 0.0, 0.0, 0.02631578947368421, 0.02631578947368421, 0.0], [-2e-05, -2e-05, 0.02631578947368421, 0.0, 0.02631578947368421, 0.02631578947368421, -1e-05, 0.02631578947368421, 0.0, 0.0], [0.0, 0.0, 0.0, 0.02631578947368421, 0.05263157894736842, 0.02631578947368421, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.02631578947368421, 0.02631578947368421, -2e-05, -2e-05, -2e-05, 0.02631578947368421, 0.0]]"
0,10_easy_pruned,0.0,5,0.05,50,50000,shutter,blocking,False,True,2,square,2,True,22,272.0,22,0,0.0,0.0,"[[0.0, 0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, 0.0, 0.0, 0.0], [0.06666666666666667, 0.0, 0.06666666666666667, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.13333333333333333, 0.06666666666666667], [0.0, 0.06666666666666667, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0, 0.0], [0.0, 0.0, 0.06666666666666667, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.0, -1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.0, -1e-05], [-1e-05, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0], [-1e-05, -1e-05, 0.0, 0.0, 0.0, 0.13333333333333333, 0.0, 0.0, 0.0, 0.0], [-2e-05, -2e-05, 0.0, 0.06666666666666667, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.06666666666666667, 0.0, 0.0, -2e-05, -2e-05, -2e-05, 0.06666666666666667, 0.0]]"
0,10_easy_full,0.5,5,0.05,50,50000,shutter,blocking,False,True,2,square,2,True,50,910.0,64,0,0.0,0.0,"[[0.024390243902439025, 0.024390243902439025, 0.0, 0.0, -1e-05, 0.0, -2e-05, 0.024390243902439025, 0.0, 0.024390243902439025], [0.0, 0.0, 0.07317073170731707, 0.024390243902439025, -2e-05, -1e-05, -1e-05, -1e-05, 0.024390243902439025, 0.024390243902439025], [0.024390243902439025, 0.024390243902439025, 0.04878048780487805, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.024390243902439025, 0.024390243902439025], [0.024390243902439025, 0.0, 0.0, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.024390243902439025, 0.024390243902439025, -1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.0, 0.024390243902439025], [-1e-05, 0.0, 0.04878048780487805, 0.024390243902439025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-1e-05, -1e-05, 0.04878048780487805, 0.024390243902439025, 0.04878048780487805, 0.0, 0.0, 0.0, 0.024390243902439025, 0.024390243902439025], [-2e-05, -2e-05, 0.0, 0.0, 0.0, 0.024390243902439025, -1e-05, 0.0, 0.0, 0.024390243902439025], [0.07317073170731707, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.04878048780487805, 0.0, -2e-05, -2e-05, -2e-05, 0.024390243902439025, 0.0]]"
0,10_easy_pruned,0.5,5,0.05,50,50000,shutter,blocking,False,True,2,square,2,True,22,396.0,80,0,0.0,0.0,"[[0.0, 0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, 0.058823529411764705, 0.058823529411764705, 0.0], [0.0, 0.0, 0.0, 0.058823529411764705, -2e-05, -1e-05, -1e-05, -1e-05, 0.058823529411764705, 0.11764705882352941], [0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.058823529411764705, 0.0], [0.0, 0.0, 0.0, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.0, -1e-05, 0.058823529411764705, -2e-05, -2e-05, 0.058823529411764705, 0.0, -1e-05], [-1e-05, 0.058823529411764705, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705], [-1e-05, -1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.058823529411764705], [-2e-05, -2e-05, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.058823529411764705, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
0,10_easy_full,1.0,5,0.05,50,50000,shutter,blocking,False,True,2,square,2,True,50,1520.0,64,0,0.0,0.0,"[[0.0, 0.0, 0.0, 0.0, -1e-05, 0.023809523809523808, -2e-05, 0.0, 0.0, 0.023809523809523808], [0.0, 0.0, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.0, 0.023809523809523808], [0.023809523809523808, 0.047619047619047616, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0, 0.0], [0.0, 0.0, 0.0, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.023809523809523808, 0.0, -1e-05, 0.047619047619047616, -2e-05, -2e-05, 0.0, 0.047619047619047616, 0.047619047619047616], [-1e-05, 0.0, 0.047619047619047616, 0.023809523809523808, 0.07142857142857142, 0.023809523809523808, 0.0, 0.0, 0.023809523809523808, 0.0], [-1e-05, -1e-05, 0.023809523809523808, 0.023809523809523808, 0.09523809523809523, 0.023809523809523808, 0.023809523809523808, 0.0, 0.0, 0.0], [-2e-05, -2e-05, 0.023809523809523808, 0.023809523809523808, 0.047619047619047616, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.047619047619047616, -1e-05, 0.047619047619047616, 0.0, 0.023809523809523808], [0.0, 0.0, 0.0, 0.0, 0.023809523809523808, -2e-05, -2e-05, -2e-05, 0.047619047619047616, 0.023809523809523808]]"
0,10_easy_pruned,1.0,5,0.05,50,50000,shutter,blocking,False,True,2,square,2,True,40,1210.0,20,1,0.0,0.0,"[[0.0, 0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, 0.0, 0.0, 0.02857142857142857], [0.0, 0.02857142857142857, 0.0, 0.02857142857142857, -2e-05, -1e-05, -1e-05, -1e-05, 0.05714285714285714, 0.02857142857142857], [0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0, 0.08571428571428572], [0.0, 0.0, 0.0, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.0, -1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.05714285714285714, -1e-05], [-1e-05, 0.02857142857142857, 0.0, 0.05714285714285714, 0.02857142857142857, 0.0, 0.0, 0.0, 0.05714285714285714, 0.08571428571428572], [-1e-05, -1e-05, 0.0, 0.02857142857142857, 0.02857142857142857, 0.08571428571428572, 0.02857142857142857, 0.02857142857142857, 0.05714285714285714, 0.02857142857142857], [-2e-05, -2e-05, 0.0, 0.0, 0.02857142857142857, 0.02857142857142857, -1e-05, 0.0, 0.0, 0.02857142857142857], [0.0, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, -1e-05, 0.02857142857142857, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
0,10_easy_full,2.0,5,0.05,50,50000,shutter,blocking,False,True,2,square,2,True,50,1963.0,50,1,0.0,0.0,"[[0.0, 0.0, 0.0, 0.0, -1e-05, 0.11666666666666667, -2e-05, 0.0, 0.016666666666666666, 0.016666666666666666], [0.0, 0.0, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.03333333333333333, 0.03333333333333333], [0.0, 0.016666666666666666, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0, 0.08333333333333333], [0.0, 0.016666666666666666, 0.0, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.016666666666666666, -1e-05, 0.016666666666666666, -2e-05, -2e-05, 0.016666666666666666, 0.05, 0.016666666666666666], [-1e-05, 0.0, 0.016666666666666666, 0.03333333333333333, 0.03333333333333333, 0.05, 0.016666666666666666, 0.03333333333333333, 0.05, 0.016666666666666666], [-1e-05, -1e-05, 0.016666666666666666, 0.0, 0.016666666666666666, 0.016666666666666666, 0.016666666666666666, 0.0, 0.016666666666666666, 0.0], [-2e-05, -2e-05, 0.0, 0.016666666666666666, 0.016666666666666666, 0.016666666666666666, -1e-05, 0.016666666666666666, 0.0, 0.016666666666666666], [0.0, 0.0, 0.016666666666666666, 0.016666666666666666, 0.0, 0.0, -1e-05, 0.016666666666666666, 0.0, 0.016666666666666666], [0.0, 0.0, 0.016666666666666666, 0.0, 0.016666666666666666, -2e-05, -2e-05, -2e-05, 0.03333333333333333, 0.0]]"
0,10_easy_pruned,2.0,5,0.05,50,50000,shutter,blocking,False,True,2,square,2,True,23,935.0,95,0,0.0,0.0,"[[0.0, 0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.0, 0.0], [0.0, 0.058823529411764705, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0, 0.0], [0.0, 0.0, 0.0, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.058823529411764705, 0.0, -1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.0, -1e-05], [-1e-05, 0.058823529411764705, 0.0, 0.058823529411764705, 0.0, 0.0, 0.0, 0.0, 0.058823529411764705, 0.0], [-1e-05, -1e-05, 0.0, 0.058823529411764705, 0.11764705882352941, 0.0, 0.0, 0.0, 0.0, 0.0], [-2e-05, -2e-05, 0.11764705882352941, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.17647058823529413, 0.058823529411764705, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.11764705882352941, 0.0, 0.058823529411764705, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
0,10_easy_full,0.0,5,0.1,50,50000,shutter,blocking,False,True,2,square,2,True,50,553.0,84,0,0.0,0.0,"[[0.0, 0.0, 0.02, 0.0, -1e-05, 0.02, -2e-05, 0.0, 0.0, 0.0], [0.0, 0.02, 0.02, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.02, 0.0], [0.02, 0.0, 0.02, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0, 0.0], [0.0, 0.0, 0.02, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.02, -1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.02, 0.02], [-1e-05, 0.0, 0.02, 0.04, 0.0, 0.02, 0.02, 0.0, 0.02, 0.0], [-1e-05, -1e-05, 0.04, 0.04, 0.06, 0.0, 0.08, 0.02, 0.0, 0.02], [-2e-05, -2e-05, 0.0, 0.04, 0.02, 0.02, -1e-05, 0.0, 0.0, 0.0], [0.04, 0.04, 0.02, 0.02, 0.04, 0.02, -1e-05, 0.04, 0.02, 0.0], [0.0, 0.02, 0.02, 0.02, 0.02, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
0,10_easy_pruned,0.0,5,0.1,50,50000,shutter,blocking,False,True,2,square,2,True,46,550.0,20,1,0.0,0.0,"[[0.0, 0.025, 0.025, 0.0, -1e-05, -2e-05, -2e-05, 0.0, 0.0, 0.025], [0.0, 0.0, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.125, 0.025], [0.025, 0.05, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0, 0.025], [0.0, 0.0, 0.025, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.0, -1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.025, -1e-05], [-1e-05, 0.0, 0.0, 0.025, 0.05, 0.05, 0.05, 0.0, 0.025, 0.0], [-1e-05, -1e-05, 0.0, 0.025, 0.025, 0.025, 0.0, 0.0, 0.025, 0.0], [-2e-05, -2e-05, 0.0, 0.0, 0.0, 0.05, -1e-05, 0.025, 0.0, 0.0], [0.025, 0.0, 0.05, 0.0, 0.025, 0.025, -1e-05, 0.05, 0.0, 0.0], [0.0, 0.0, 0.0, 0.05, 0.0, -2e-05, -2e-05, -2e-05, 0.0, 0.025]]"
