position,solved,userid,prev_action,board_name,player,time_between,time,time_prev_move,move_number,first_move_in_path,move_number_in_path,board_size,board_type,condition
6_3,wrong,18a695e2,click,logs/10_hard_pruned_dec19,2,11.088,1.51228E+12,1.51228E+12,24,FALSE,4,10,hard,pruned
4_3,wrong,18a695e2,reset,logs/10_hard_pruned_dec19,1,1.13,1.51228E+12,1.51228E+12,25,TRUE,1,10,hard,pruned
5_3,wrong,18a695e2,click,logs/10_hard_pruned_dec19,2,12.904,1.51228E+12,1.51228E+12,26,FALSE,2,10,hard,pruned
4_4,wrong,18a695e2,click,logs/10_hard_pruned_dec19,1,1.55,1.51228E+12,1.51228E+12,27,FALSE,3,10,hard,pruned
4_5,wrong,18a695e2,click,logs/10_hard_pruned_dec19,2,6.202,1.51228E+12,1.51228E+12,28,FALSE,4,10,hard,pruned
4_0,wrong,18a695e2,click,logs/10_hard_pruned_dec19,1,1.906,1.51228E+12,1.51228E+12,29,FALSE,5,10,hard,pruned
4_3,wrong,18a695e2,reset,logs/10_hard_pruned_dec19,1,1.203,1.51228E+12,1.51228E+12,30,TRUE,1,10,hard,pruned
4_3,wrong,18a695e2,reset,logs/10_hard_pruned_dec19,1,2.401,1.51228E+12,1.51228E+12,31,TRUE,1,10,hard,pruned
4_4,wrong,18a695e2,click,logs/10_hard_pruned_dec19,2,5.642,1.51228E+12,1.51228E+12,32,FALSE,2,10,hard,pruned
5_3,wrong,18a695e2,click,logs/10_hard_pruned_dec19,1,1.799,1.51228E+12,1.51228E+12,33,FALSE,3,10,hard,pruned
4_3,wrong,18a695e2,reset,logs/10_hard_pruned_dec19,1,1.047,1.51228E+12,1.51228E+12,34,TRUE,1,10,hard,pruned
5_3,wrong,18a695e2,click,logs/10_hard_pruned_dec19,2,4.575,1.51228E+12,1.51228E+12,35,FALSE,2,10,hard,pruned
4_4,wrong,18a695e2,click,logs/10_hard_pruned_dec19,1,0.726,1.51228E+12,1.51228E+12,36,FALSE,3,10,hard,pruned
4_0,wrong,18a695e2,click,logs/10_hard_pruned_dec19,2,1.859,1.51228E+12,1.51228E+12,37,FALSE,4,10,hard,pruned
4_5,wrong,18a695e2,click,logs/10_hard_pruned_dec19,1,1.403,1.51228E+12,1.51228E+12,38,FALSE,5,10,hard,pruned
4_3,wrong,18a695e2,reset,logs/10_hard_pruned_dec19,1,1.333,1.51228E+12,1.51228E+12,39,TRUE,1,10,hard,pruned
4_4,wrong,18a695e2,click,logs/10_hard_pruned_dec19,2,1.382,1.51228E+12,1.51228E+12,40,FALSE,2,10,hard,pruned
2_3,wrong,18a695e2,click,logs/10_hard_pruned_dec19,1,1.751,1.51228E+12,1.51228E+12,41,FALSE,3,10,hard,pruned
6_3,wrong,18a695e2,reset,logs/10_hard_pruned_dec19,1,15.396,1.51228E+12,1.51228E+12,42,TRUE,1,10,hard,pruned
7_4,wrong,18a695e2,click,logs/10_hard_pruned_dec19,2,2.773,1.51228E+12,1.51228E+12,43,FALSE,2,10,hard,pruned
4_3,wrong,18a695e2,click,logs/10_hard_pruned_dec19,1,2.815,1.51228E+12,1.51228E+12,44,FALSE,3,10,hard,pruned
5_3,wrong,18a695e2,click,logs/10_hard_pruned_dec19,2,8.973,1.51228E+12,1.51228E+12,45,FALSE,4,10,hard,pruned
4_4,wrong,18a695e2,click,logs/10_hard_pruned_dec19,1,4.949,1.51228E+12,1.51228E+12,46,FALSE,5,10,hard,pruned
4_5,wrong,18a695e2,click,logs/10_hard_pruned_dec19,2,2.443,1.51228E+12,1.51228E+12,47,FALSE,6,10,hard,pruned
4_0,wrong,18a695e2,click,logs/10_hard_pruned_dec19,1,1.82,1.51228E+12,1.51228E+12,48,FALSE,7,10,hard,pruned
6_3,wrong,18a695e2,reset,logs/10_hard_pruned_dec19,1,1.012,1.51228E+12,1.51228E+12,49,TRUE,1,10,hard,pruned
7_4,wrong,18a695e2,click,logs/10_hard_pruned_dec19,2,2.363,1.51228E+12,1.51228E+12,50,FALSE,2,10,hard,pruned
5_3,wrong,18a695e2,click,logs/10_hard_pruned_dec19,1,1.778,1.51228E+12,1.51228E+12,51,FALSE,3,10,hard,pruned
7_3,wrong,18a695e2,click,logs/10_hard_pruned_dec19,2,13.055,1.51228E+12,1.51228E+12,52,FALSE,4,10,hard,pruned
4_3,wrong,18a695e2,click,logs/10_hard_pruned_dec19,1,7.367,1.51228E+12,1.51228E+12,53,FALSE,5,10,hard,pruned
4_4,wrong,18a695e2,click,logs/10_hard_pruned_dec19,2,6.497,1.51228E+12,1.51228E+12,54,FALSE,6,10,hard,pruned
6_3,wrong,18a695e2,reset,logs/10_hard_pruned_dec19,1,3.802,1.51228E+12,1.51228E+12,55,TRUE,1,10,hard,pruned
3_0,wrong,18a695e2,click,logs/10_hard_pruned_dec19,2,4.491,1.51228E+12,1.51228E+12,56,FALSE,2,10,hard,pruned
4_3,wrong,18a695e2,click,logs/10_hard_pruned_dec19,1,3.438,1.51228E+12,1.51228E+12,57,FALSE,3,10,hard,pruned
4_4,wrong,18a695e2,click,logs/10_hard_pruned_dec19,2,2.038,1.51228E+12,1.51228E+12,58,FALSE,4,10,hard,pruned
6_3,wrong,18a695e2,reset,logs/10_hard_pruned_dec19,1,1.053,1.51228E+12,1.51228E+12,59,TRUE,1,10,hard,pruned
3_0,wrong,18a695e2,click,logs/10_hard_pruned_dec19,2,2.039,1.51228E+12,1.51228E+12,60,FALSE,2,10,hard,pruned
7_4,wrong,18a695e2,click,logs/10_hard_pruned_dec19,1,3.089,1.51228E+12,1.51228E+12,61,FALSE,3,10,hard,pruned
6_3,wrong,18a695e2,reset,logs/10_hard_pruned_dec19,1,1.021,1.51228E+12,1.51228E+12,62,TRUE,1,10,hard,pruned
3_0,wrong,18a695e2,click,logs/10_hard_pruned_dec19,2,1.524,1.51228E+12,1.51228E+12,63,FALSE,2,10,hard,pruned
4_3,wrong,18a695e2,click,logs/10_hard_pruned_dec19,1,7.071,1.51228E+12,1.51228E+12,64,FALSE,3,10,hard,pruned
7_4,wrong,18a695e2,click,logs/10_hard_pruned_dec19,2,1.689,1.51228E+12,1.51228E+12,65,FALSE,4,10,hard,pruned
4_4,wrong,18a695e2,click,logs/10_hard_pruned_dec19,1,5.952,1.51228E+12,1.51228E+12,66,FALSE,5,10,hard,pruned
2_3,wrong,1bd72c42,,logs/10_hard_pruned_dec19,1,0.001,1.51232E+12,1.51232E+12,1,TRUE,1,10,hard,pruned
2_7,wrong,1bd72c42,click,logs/10_hard_pruned_dec19,2,1.442,1.51232E+12,1.51232E+12,2,FALSE,2,10,hard,pruned
5_3,wrong,1bd72c42,click,logs/10_hard_pruned_dec19,1,8.302,1.51232E+12,1.51232E+12,3,FALSE,3,10,hard,pruned
2_9,wrong,1bd72c42,click,logs/10_hard_pruned_dec19,2,3.114,1.51232E+12,1.51232E+12,4,FALSE,4,10,hard,pruned
4_3,wrong,1bd72c42,click,logs/10_hard_pruned_dec19,1,1.283,1.51232E+12,1.51232E+12,5,FALSE,5,10,hard,pruned
4_3,solvedCorrect,28d4fefb,,logs/10_hard_pruned_dec19,1,0.001,1.51119E+12,1.51119E+12,1,TRUE,1,10,hard,pruned
4_0,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,2,0.695,1.51119E+12,1.51119E+12,2,FALSE,2,10,hard,pruned
4_4,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,1,0.961,1.51119E+12,1.51119E+12,3,FALSE,3,10,hard,pruned
4_5,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,2,1.008,1.51119E+12,1.51119E+12,4,FALSE,4,10,hard,pruned
4_3,solvedCorrect,28d4fefb,reset,logs/10_hard_pruned_dec19,1,2.981,1.51119E+12,1.51119E+12,5,TRUE,1,10,hard,pruned
4_0,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,2,5.447,1.51119E+12,1.51119E+12,6,FALSE,2,10,hard,pruned
2_3,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,1,1.017,1.51119E+12,1.51119E+12,7,FALSE,3,10,hard,pruned
5_3,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,2,0.872,1.51119E+12,1.51119E+12,8,FALSE,4,10,hard,pruned
4_4,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,1,0.792,1.51119E+12,1.51119E+12,9,FALSE,5,10,hard,pruned
4_5,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,2,0.56,1.51119E+12,1.51119E+12,10,FALSE,6,10,hard,pruned
4_3,solvedCorrect,28d4fefb,reset,logs/10_hard_pruned_dec19,1,0.83,1.51119E+12,1.51119E+12,11,TRUE,1,10,hard,pruned
2_3,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,2,0.648,1.51119E+12,1.51119E+12,12,FALSE,2,10,hard,pruned
4_4,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,1,3.576,1.51119E+12,1.51119E+12,13,FALSE,3,10,hard,pruned
4_0,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,2,0.984,1.51119E+12,1.51119E+12,14,FALSE,4,10,hard,pruned
4_5,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,1,0.769,1.51119E+12,1.51119E+12,15,FALSE,5,10,hard,pruned
4_3,solvedCorrect,28d4fefb,reset,logs/10_hard_pruned_dec19,1,5.461,1.51119E+12,1.51119E+12,16,TRUE,1,10,hard,pruned
4_4,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,2,1.92,1.51119E+12,1.51119E+12,17,FALSE,2,10,hard,pruned
7_4,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,1,2.624,1.51119E+12,1.51119E+12,18,FALSE,3,10,hard,pruned
2_3,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,2,3.472,1.51119E+12,1.51119E+12,19,FALSE,4,10,hard,pruned
4_0,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,1,1.824,1.51119E+12,1.51119E+12,20,FALSE,5,10,hard,pruned
4_4,solvedCorrect,28d4fefb,reset,logs/10_hard_pruned_dec19,1,1.661,1.51119E+12,1.51119E+12,21,TRUE,1,10,hard,pruned
4_3,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,2,0.791,1.51119E+12,1.51119E+12,22,FALSE,2,10,hard,pruned
7_3,solvedCorrect,28d4fefb,reset,logs/10_hard_pruned_dec19,1,2.821,1.51119E+12,1.51119E+12,23,TRUE,1,10,hard,pruned
8_4,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,2,0.872,1.51119E+12,1.51119E+12,24,FALSE,2,10,hard,pruned
7_4,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,1,2.6,1.51119E+12,1.51119E+12,25,FALSE,3,10,hard,pruned
7_1,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,2,2.001,1.51119E+12,1.51119E+12,26,FALSE,4,10,hard,pruned
7_5,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,1,2.864,1.51119E+12,1.51119E+12,27,FALSE,5,10,hard,pruned
6_1,solvedCorrect,28d4fefb,reset,logs/10_hard_pruned_dec19,1,0.966,1.51119E+12,1.51119E+12,28,TRUE,1,10,hard,pruned
3_1,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,2,0.728,1.51119E+12,1.51119E+12,29,FALSE,2,10,hard,pruned
7_1,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,1,2,1.51119E+12,1.51119E+12,30,FALSE,3,10,hard,pruned
8_1,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,2,0.52,1.51119E+12,1.51119E+12,31,FALSE,4,10,hard,pruned
8_3,solvedCorrect,28d4fefb,reset,logs/10_hard_pruned_dec19,1,2.622,1.51119E+12,1.51119E+12,32,TRUE,1,10,hard,pruned
6_1,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,2,0.968,1.51119E+12,1.51119E+12,33,FALSE,2,10,hard,pruned
6_3,solvedCorrect,28d4fefb,reset,logs/10_hard_pruned_dec19,1,0.878,1.51119E+12,1.51119E+12,34,TRUE,1,10,hard,pruned
7_4,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,2,1.904,1.51119E+12,1.51119E+12,35,FALSE,2,10,hard,pruned
2_3,solvedCorrect,28d4fefb,reset,logs/10_hard_pruned_dec19,1,5.677,1.51119E+12,1.51119E+12,36,TRUE,1,10,hard,pruned
2_7,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,2,2.441,1.51119E+12,1.51119E+12,37,FALSE,2,10,hard,pruned
4_3,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,1,1.135,1.51119E+12,1.51119E+12,38,FALSE,3,10,hard,pruned
5_3,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,2,0.993,1.51119E+12,1.51119E+12,39,FALSE,4,10,hard,pruned
4_4,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,1,3.472,1.51119E+12,1.51119E+12,40,FALSE,5,10,hard,pruned
4_0,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,2,4.92,1.51119E+12,1.51119E+12,41,FALSE,6,10,hard,pruned
4_5,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,1,0.864,1.51119E+12,1.51119E+12,42,FALSE,7,10,hard,pruned
2_3,solvedCorrect,28d4fefb,reset,logs/10_hard_pruned_dec19,1,0.788,1.51119E+12,1.51119E+12,43,TRUE,1,10,hard,pruned
2_7,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,2,2.313,1.51119E+12,1.51119E+12,44,FALSE,2,10,hard,pruned
4_3,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,1,1.495,1.51119E+12,1.51119E+12,45,FALSE,3,10,hard,pruned
5_3,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,2,1.209,1.51119E+12,1.51119E+12,46,FALSE,4,10,hard,pruned
4_4,solvedCorrect,28d4fefb,click,logs/10_hard_pruned_dec19,1,1.816,1.51119E+12,1.51119E+12,47,FALSE,5,10,hard,pruned
2_3,validatedCorrect,31f6a576,,logs/10_hard_pruned_dec19,1,0.001,1.51229E+12,1.51229E+12,1,TRUE,1,10,hard,pruned
2_7,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,9.217,1.51229E+12,1.51229E+12,2,FALSE,2,10,hard,pruned
4_4,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,14.013,1.51229E+12,1.51229E+12,3,FALSE,3,10,hard,pruned
4_3,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,7.217,1.51229E+12,1.51229E+12,4,FALSE,4,10,hard,pruned
2_3,validatedCorrect,31f6a576,reset,logs/10_hard_pruned_dec19,1,22.014,1.51229E+12,1.51229E+12,5,TRUE,1,10,hard,pruned
2_7,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,2.203,1.51229E+12,1.51229E+12,6,FALSE,2,10,hard,pruned
4_4,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,10.156,1.51229E+12,1.51229E+12,7,FALSE,3,10,hard,pruned
4_3,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,4.063,1.51229E+12,1.51229E+12,8,FALSE,4,10,hard,pruned
3_5,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,33.195,1.51229E+12,1.51229E+12,9,FALSE,5,10,hard,pruned
0_2,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,6.679,1.51229E+12,1.51229E+12,10,FALSE,6,10,hard,pruned
0_2,validatedCorrect,31f6a576,reset,logs/10_hard_pruned_dec19,1,14.972,1.51229E+12,1.51229E+12,11,TRUE,1,10,hard,pruned
3_5,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,4.706,1.51229E+12,1.51229E+12,12,FALSE,2,10,hard,pruned
2_3,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,2.489,1.51229E+12,1.51229E+12,13,FALSE,3,10,hard,pruned
2_7,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,2.277,1.51229E+12,1.51229E+12,14,FALSE,4,10,hard,pruned
4_3,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,4.723,1.51229E+12,1.51229E+12,15,FALSE,5,10,hard,pruned
5_3,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,1.829,1.51229E+12,1.51229E+12,16,FALSE,6,10,hard,pruned
4_4,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,11.655,1.51229E+12,1.51229E+12,17,FALSE,7,10,hard,pruned
4_0,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,1.997,1.51229E+12,1.51229E+12,18,FALSE,8,10,hard,pruned
4_5,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,3.502,1.51229E+12,1.51229E+12,19,FALSE,9,10,hard,pruned
0_2,validatedCorrect,31f6a576,reset,logs/10_hard_pruned_dec19,1,15.135,1.51229E+12,1.51229E+12,20,TRUE,1,10,hard,pruned
3_5,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,1.208,1.51229E+12,1.51229E+12,21,FALSE,2,10,hard,pruned
2_3,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,4.518,1.51229E+12,1.51229E+12,22,FALSE,3,10,hard,pruned
2_7,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,9.749,1.51229E+12,1.51229E+12,23,FALSE,4,10,hard,pruned
4_3,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,2.249,1.51229E+12,1.51229E+12,24,FALSE,5,10,hard,pruned
5_3,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,2.797,1.51229E+12,1.51229E+12,25,FALSE,6,10,hard,pruned
4_4,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,18.782,1.51229E+12,1.51229E+12,26,FALSE,7,10,hard,pruned
4_0,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,5.992,1.51229E+12,1.51229E+12,27,FALSE,8,10,hard,pruned
4_6,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,1.444,1.51229E+12,1.51229E+12,28,FALSE,9,10,hard,pruned
4_5,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,1.276,1.51229E+12,1.51229E+12,29,FALSE,10,10,hard,pruned
4_5,validatedCorrect,31f6a576,undo,logs/10_hard_pruned_dec19,1,1.28,1.51229E+12,1.51229E+12,30,FALSE,9,10,hard,pruned
3_5,validatedCorrect,31f6a576,reset,logs/10_hard_pruned_dec19,1,4.019,1.51229E+12,1.51229E+12,31,TRUE,1,10,hard,pruned
0_2,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,7.257,1.51229E+12,1.51229E+12,32,FALSE,2,10,hard,pruned
0_2,validatedCorrect,31f6a576,reset,logs/10_hard_pruned_dec19,1,1.369,1.51229E+12,1.51229E+12,33,TRUE,1,10,hard,pruned
3_5,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,0.995,1.51229E+12,1.51229E+12,34,FALSE,2,10,hard,pruned
2_3,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,1.969,1.51229E+12,1.51229E+12,35,FALSE,3,10,hard,pruned
2_7,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,2.261,1.51229E+12,1.51229E+12,36,FALSE,4,10,hard,pruned
4_3,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,7.988,1.51229E+12,1.51229E+12,37,FALSE,5,10,hard,pruned
5_3,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,6.396,1.51229E+12,1.51229E+12,38,FALSE,6,10,hard,pruned
5_0,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,14.836,1.51229E+12,1.51229E+12,39,FALSE,7,10,hard,pruned
0_2,validatedCorrect,31f6a576,reset,logs/10_hard_pruned_dec19,1,1.151,1.51229E+12,1.51229E+12,40,TRUE,1,10,hard,pruned
3_5,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,1.384,1.51229E+12,1.51229E+12,41,FALSE,2,10,hard,pruned
2_3,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,2.493,1.51229E+12,1.51229E+12,42,FALSE,3,10,hard,pruned
4_3,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,2.534,1.51229E+12,1.51229E+12,43,FALSE,4,10,hard,pruned
2_7,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,5.832,1.51229E+12,1.51229E+12,44,FALSE,5,10,hard,pruned
2_7,validatedCorrect,31f6a576,reset,logs/10_hard_pruned_dec19,1,1.391,1.51229E+12,1.51229E+12,45,TRUE,1,10,hard,pruned
2_3,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,1.484,1.51229E+12,1.51229E+12,46,FALSE,2,10,hard,pruned
0_2,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,1.269,1.51229E+12,1.51229E+12,47,FALSE,3,10,hard,pruned
3_5,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,1.346,1.51229E+12,1.51229E+12,48,FALSE,4,10,hard,pruned
2_3,validatedCorrect,31f6a576,reset,logs/10_hard_pruned_dec19,1,1.559,1.51229E+12,1.51229E+12,49,TRUE,1,10,hard,pruned
2_7,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,4.769,1.51229E+12,1.51229E+12,50,FALSE,2,10,hard,pruned
0_2,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,2.721,1.51229E+12,1.51229E+12,51,FALSE,3,10,hard,pruned
3_5,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,4.293,1.51229E+12,1.51229E+12,52,FALSE,4,10,hard,pruned
4_3,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,3.275,1.51229E+12,1.51229E+12,53,FALSE,5,10,hard,pruned
4_4,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,5.148,1.51229E+12,1.51229E+12,54,FALSE,6,10,hard,pruned
1_4,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,9.061,1.51229E+12,1.51229E+12,55,FALSE,7,10,hard,pruned
0_2,validatedCorrect,31f6a576,reset,logs/10_hard_pruned_dec19,1,3.557,1.51229E+12,1.51229E+12,56,TRUE,1,10,hard,pruned
3_5,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,1.461,1.51229E+12,1.51229E+12,57,FALSE,2,10,hard,pruned
2_3,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,1.729,1.51229E+12,1.51229E+12,58,FALSE,3,10,hard,pruned
4_3,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,1.816,1.51229E+12,1.51229E+12,59,FALSE,4,10,hard,pruned
2_7,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,14.981,1.51229E+12,1.51229E+12,60,FALSE,5,10,hard,pruned
0_2,validatedCorrect,31f6a576,reset,logs/10_hard_pruned_dec19,1,1.584,1.51229E+12,1.51229E+12,61,TRUE,1,10,hard,pruned
3_5,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,2.455,1.51229E+12,1.51229E+12,62,FALSE,2,10,hard,pruned
2_3,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,3.398,1.51229E+12,1.51229E+12,63,FALSE,3,10,hard,pruned
2_7,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,1.978,1.51229E+12,1.51229E+12,64,FALSE,4,10,hard,pruned
4_3,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,1.9,1.51229E+12,1.51229E+12,65,FALSE,5,10,hard,pruned
4_4,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,2,4.108,1.51229E+12,1.51229E+12,66,FALSE,6,10,hard,pruned
7_4,validatedCorrect,31f6a576,click,logs/10_hard_pruned_dec19,1,2.111,1.51229E+12,1.51229E+12,67,FALSE,7,10,hard,pruned
7_4,solvedCorrect,32fad07f,,logs/10_hard_pruned_dec19,1,0.001,1.51354E+12,1.51354E+12,1,TRUE,1,10,hard,pruned
2_3,solvedCorrect,32fad07f,undo,logs/10_hard_pruned_dec19,1,3.61,1.51354E+12,1.51354E+12,2,TRUE,1,10,hard,pruned
2_7,solvedCorrect,32fad07f,click,logs/10_hard_pruned_dec19,2,7.124,1.51354E+12,1.51354E+12,3,FALSE,2,10,hard,pruned
4_3,solvedCorrect,32fad07f,click,logs/10_hard_pruned_dec19,1,7.186,1.51354E+12,1.51354E+12,4,FALSE,3,10,hard,pruned
4_0,solvedCorrect,32fad07f,click,logs/10_hard_pruned_dec19,2,9.507,1.51354E+12,1.51354E+12,5,FALSE,4,10,hard,pruned
4_4,solvedCorrect,32fad07f,click,logs/10_hard_pruned_dec19,1,1.536,1.51354E+12,1.51354E+12,6,FALSE,5,10,hard,pruned
5_3,solvedCorrect,32fad07f,undo,logs/10_hard_pruned_dec19,1,9.322,1.51354E+12,1.51354E+12,7,FALSE,5,10,hard,pruned
4_3,solvedCorrect,32fad07f,undo,logs/10_hard_pruned_dec19,1,6.202,1.51354E+12,1.51354E+12,8,FALSE,3,10,hard,pruned
5_3,solvedCorrect,32fad07f,click,logs/10_hard_pruned_dec19,2,4.313,1.51354E+12,1.51354E+12,9,FALSE,4,10,hard,pruned
4_4,solvedCorrect,32fad07f,click,logs/10_hard_pruned_dec19,1,7.445,1.51354E+12,1.51354E+12,10,FALSE,5,10,hard,pruned
4_0,solvedCorrect,32fad07f,click,logs/10_hard_pruned_dec19,2,11.999,1.51354E+12,1.51354E+12,11,FALSE,6,10,hard,pruned
4_5,solvedCorrect,32fad07f,click,logs/10_hard_pruned_dec19,1,1.352,1.51354E+12,1.51354E+12,12,FALSE,7,10,hard,pruned
2_3,solvedCorrect,32fad07f,reset,logs/10_hard_pruned_dec19,1,2.158,1.51354E+12,1.51354E+12,13,TRUE,1,10,hard,pruned
2_7,solvedCorrect,32fad07f,click,logs/10_hard_pruned_dec19,2,3.969,1.51354E+12,1.51354E+12,14,FALSE,2,10,hard,pruned
4_3,solvedCorrect,32fad07f,click,logs/10_hard_pruned_dec19,1,3.462,1.51354E+12,1.51354E+12,15,FALSE,3,10,hard,pruned
5_3,solvedCorrect,32fad07f,click,logs/10_hard_pruned_dec19,2,3.744,1.51354E+12,1.51354E+12,16,FALSE,4,10,hard,pruned
4_4,solvedCorrect,32fad07f,click,logs/10_hard_pruned_dec19,1,7.871,1.51354E+12,1.51354E+12,17,FALSE,5,10,hard,pruned
4_0,solvedCorrect,32fad07f,click,logs/10_hard_pruned_dec19,2,4.705,1.51354E+12,1.51354E+12,18,FALSE,6,10,hard,pruned
4_5,solvedCorrect,32fad07f,click,logs/10_hard_pruned_dec19,1,0.919,1.51354E+12,1.51354E+12,19,FALSE,7,10,hard,pruned
4_5,solvedCorrect,32fad07f,undo,logs/10_hard_pruned_dec19,2,1.208,1.51354E+12,1.51354E+12,20,FALSE,6,10,hard,pruned
4_0,solvedCorrect,32fad07f,click,logs/10_hard_pruned_dec19,1,0.919,1.51354E+12,1.51354E+12,21,FALSE,7,10,hard,pruned
4_0,solvedCorrect,32fad07f,undo,logs/10_hard_pruned_dec19,2,3.775,1.51354E+12,1.51354E+12,22,FALSE,6,10,hard,pruned
