userid,board_name,board_size,board_type,condition,player,blocking_score,win_score,heuristic,prob_move,prob_move_to_best_ratio,log_move,rank_move,move_number,move_number_in_path,path_number,prob_path,path
f6fbf6b1,6_hard_full,6,hard,full,1,10,100,linear,0.06666666666666667,1.0,-2.70805020110221,0.0,50,11,8,8.413527905459152e-19,"[[2, 0, 1], [4, 2, 2], [2, 3, 1], [5, 3, 2], [5, 2, 1], [3, 0, 2], [0, 3, 1], [2, 2, 2], [4, 4, 1], [3, 4, 2], [4, 5, 1]]"
f6fbf6b1,6_hard_full,6,hard,full,2,10,100,linear,0.016597510373443983,0.04,-4.098502572370764,5.0,51,12,8,1.3964361668811872e-20,"[[2, 0, 1], [4, 2, 2], [2, 3, 1], [5, 3, 2], [5, 2, 1], [3, 0, 2], [0, 3, 1], [2, 2, 2], [4, 4, 1], [3, 4, 2], [4, 5, 1], [0, 2, 2]]"
f6fbf6b1,6_hard_full,6,hard,full,1,10,100,linear,0.07692307692307693,1.0,-2.5649493574615367,0.0,52,13,8,1.0741816668316824e-21,"[[2, 0, 1], [4, 2, 2], [2, 3, 1], [5, 3, 2], [5, 2, 1], [3, 0, 2], [0, 3, 1], [2, 2, 2], [4, 4, 1], [3, 4, 2], [4, 5, 1], [0, 2, 2], [0, 5, 1]]"
f6fbf6b1,6_hard_full,6,hard,full,2,10,100,linear,0.016597510373443983,0.04,-4.098502572370764,5.0,53,12,8,1.3964361668811872e-20,"[[2, 0, 1], [4, 2, 2], [2, 3, 1], [5, 3, 2], [5, 2, 1], [3, 0, 2], [0, 3, 1], [2, 2, 2], [4, 4, 1], [3, 4, 2], [4, 5, 1], [0, 2, 2]]"
f6fbf6b1,6_hard_full,6,hard,full,1,10,100,linear,0.07692307692307693,1.0,-2.5649493574615367,0.0,54,13,8,1.0741816668316824e-21,"[[2, 0, 1], [4, 2, 2], [2, 3, 1], [5, 3, 2], [5, 2, 1], [3, 0, 2], [0, 3, 1], [2, 2, 2], [4, 4, 1], [3, 4, 2], [4, 5, 1], [0, 2, 2], [0, 5, 1]]"
f6fbf6b1,6_hard_full,6,hard,full,2,10,100,linear,0.01694915254237288,0.04,-4.07753744390572,5.0,55,14,8,1.8206468929350548e-23,"[[2, 0, 1], [4, 2, 2], [2, 3, 1], [5, 3, 2], [5, 2, 1], [3, 0, 2], [0, 3, 1], [2, 2, 2], [4, 4, 1], [3, 4, 2], [4, 5, 1], [0, 2, 2], [0, 5, 1], [1, 4, 2]]"
f6fbf6b1,6_hard_full,6,hard,full,1,10,100,linear,0.09090909090909091,1.0,-2.3978952727983707,0.0,56,15,8,1.655133539031868e-24,"[[2, 0, 1], [4, 2, 2], [2, 3, 1], [5, 3, 2], [5, 2, 1], [3, 0, 2], [0, 3, 1], [2, 2, 2], [4, 4, 1], [3, 4, 2], [4, 5, 1], [0, 2, 2], [0, 5, 1], [1, 4, 2], [3, 2, 1]]"
f6fbf6b1,6_hard_full,6,hard,full,2,10,100,linear,0.009009009009009009,0.02,-4.709530201312334,6.0,57,16,8,1.4911112964251064e-26,"[[2, 0, 1], [4, 2, 2], [2, 3, 1], [5, 3, 2], [5, 2, 1], [3, 0, 2], [0, 3, 1], [2, 2, 2], [4, 4, 1], [3, 4, 2], [4, 5, 1], [0, 2, 2], [0, 5, 1], [1, 4, 2], [3, 2, 1], [4, 3, 2]]"
f6fbf6b1,6_hard_full,6,hard,full,1,10,100,linear,0.0001,0.0,-9.210340371976182,7.0,58,17,8,1.4911112964251064e-30,"[[2, 0, 1], [4, 2, 2], [2, 3, 1], [5, 3, 2], [5, 2, 1], [3, 0, 2], [0, 3, 1], [2, 2, 2], [4, 4, 1], [3, 4, 2], [4, 5, 1], [0, 2, 2], [0, 5, 1], [1, 4, 2], [3, 2, 1], [4, 3, 2], [1, 0, 1]]"
f6fbf6b1,6_hard_full,6,hard,full,2,10,100,linear,0.45871559633027525,1.0,-0.7793248768009976,0.0,59,18,8,6.8399600753445255e-31,"[[2, 0, 1], [4, 2, 2], [2, 3, 1], [5, 3, 2], [5, 2, 1], [3, 0, 2], [0, 3, 1], [2, 2, 2], [4, 4, 1], [3, 4, 2], [4, 5, 1], [0, 2, 2], [0, 5, 1], [1, 4, 2], [3, 2, 1], [4, 3, 2], [1, 0, 1], [2, 4, 2]]"
f6fbf6b1,6_hard_full,6,hard,full,1,10,100,linear,0.07086614173228346,0.09,-2.646962509122372,1.0,60,19,8,4.847215801425254e-32,"[[2, 0, 1], [4, 2, 2], [2, 3, 1], [5, 3, 2], [5, 2, 1], [3, 0, 2], [0, 3, 1], [2, 2, 2], [4, 4, 1], [3, 4, 2], [4, 5, 1], [0, 2, 2], [0, 5, 1], [1, 4, 2], [3, 2, 1], [4, 3, 2], [1, 0, 1], [2, 4, 2], [3, 5, 1]]"
f6fbf6b1,6_hard_full,6,hard,full,2,10,100,linear,0.02843601895734597,0.06,-3.5600986642480117,2.0,61,20,8,1.3783552041967547e-33,"[[2, 0, 1], [4, 2, 2], [2, 3, 1], [5, 3, 2], [5, 2, 1], [3, 0, 2], [0, 3, 1], [2, 2, 2], [4, 4, 1], [3, 4, 2], [4, 5, 1], [0, 2, 2], [0, 5, 1], [1, 4, 2], [3, 2, 1], [4, 3, 2], [1, 0, 1], [2, 4, 2], [3, 5, 1], [2, 5, 2]]"
f6fbf6b1,6_hard_full,6,hard,full,1,10,100,linear,0.9433962264150944,1.0,-0.05826890812397576,0.0,62,21,8,1.3003350982988251e-33,"[[2, 0, 1], [4, 2, 2], [2, 3, 1], [5, 3, 2], [5, 2, 1], [3, 0, 2], [0, 3, 1], [2, 2, 2], [4, 4, 1], [3, 4, 2], [4, 5, 1], [0, 2, 2], [0, 5, 1], [1, 4, 2], [3, 2, 1], [4, 3, 2], [1, 0, 1], [2, 4, 2], [3, 5, 1], [2, 5, 2], [5, 0, 1]]"
f6fbf6b1,6_hard_full,6,hard,full,2,10,100,linear,0.014218009478672985,0.03,-4.253245844807957,3.0,63,20,8,6.891776020983773e-34,"[[2, 0, 1], [4, 2, 2], [2, 3, 1], [5, 3, 2], [5, 2, 1], [3, 0, 2], [0, 3, 1], [2, 2, 2], [4, 4, 1], [3, 4, 2], [4, 5, 1], [0, 2, 2], [0, 5, 1], [1, 4, 2], [3, 2, 1], [4, 3, 2], [1, 0, 1], [2, 4, 2], [3, 5, 1], [5, 0, 2]]"
f6fbf6b1,6_hard_full,6,hard,full,1,10,100,linear,0.2,1.0,-1.6094379124341003,0.0,64,21,8,1.3783552041967548e-34,"[[2, 0, 1], [4, 2, 2], [2, 3, 1], [5, 3, 2], [5, 2, 1], [3, 0, 2], [0, 3, 1], [2, 2, 2], [4, 4, 1], [3, 4, 2], [4, 5, 1], [0, 2, 2], [0, 5, 1], [1, 4, 2], [3, 2, 1], [4, 3, 2], [1, 0, 1], [2, 4, 2], [3, 5, 1], [5, 0, 2], [2, 5, 1]]"
f6fbf6b1,6_hard_full,6,hard,full,2,10,100,linear,0.027522935779816515,0.06,-3.592735593561034,2.0,65,18,8,4.103976045206715e-32,"[[2, 0, 1], [4, 2, 2], [2, 3, 1], [5, 3, 2], [5, 2, 1], [3, 0, 2], [0, 3, 1], [2, 2, 2], [4, 4, 1], [3, 4, 2], [4, 5, 1], [0, 2, 2], [0, 5, 1], [1, 4, 2], [3, 2, 1], [4, 3, 2], [1, 0, 1], [3, 5, 2]]"
f6fbf6b1,6_hard_full,6,hard,full,1,10,100,linear,0.07079646017699115,0.08,-2.6479462770325046,1.0,66,19,8,2.9054697665180282e-33,"[[2, 0, 1], [4, 2, 2], [2, 3, 1], [5, 3, 2], [5, 2, 1], [3, 0, 2], [0, 3, 1], [2, 2, 2], [4, 4, 1], [3, 4, 2], [4, 5, 1], [0, 2, 2], [0, 5, 1], [1, 4, 2], [3, 2, 1], [4, 3, 2], [1, 0, 1], [3, 5, 2], [2, 4, 1]]"
f6fbf6b1,6_hard_full,6,hard,full,2,10,100,linear,0.02912621359223301,0.03,-3.536116699561526,1.0,67,20,8,8.462533300537946e-35,"[[2, 0, 1], [4, 2, 2], [2, 3, 1], [5, 3, 2], [5, 2, 1], [3, 0, 2], [0, 3, 1], [2, 2, 2], [4, 4, 1], [3, 4, 2], [4, 5, 1], [0, 2, 2], [0, 5, 1], [1, 4, 2], [3, 2, 1], [4, 3, 2], [1, 0, 1], [3, 5, 2], [2, 4, 1], [5, 0, 2]]"
f6fbf6b1,6_hard_full,6,hard,full,1,10,100,linear,0.07103825136612021,0.7647058823529411,-2.644536795379884,2.0,68,1,8,0.07103825136612021,"[[4, 2, 1]]"
f6fbf6b1,6_hard_full,6,hard,full,2,10,100,linear,0.05847953216374269,0.6666666666666666,-2.8390784635086144,5.0,69,2,9,0.004154283705621065,"[[4, 2, 1], [3, 2, 2]]"
f6fbf6b1,6_hard_full,6,hard,full,1,10,100,linear,0.041666666666666664,0.4615384615384615,-3.1780538303479458,9.0,70,3,9,0.0001730951544008777,"[[4, 2, 1], [3, 2, 2], [3, 0, 1]]"
f6fbf6b1,6_hard_full,6,hard,full,2,10,100,linear,0.0001,0.0,-9.210340371976182,1.0,71,4,9,1.7309515440087772e-08,"[[4, 2, 1], [3, 2, 2], [3, 0, 1], [5, 3, 2]]"
f6fbf6b1,6_hard_full,6,hard,full,1,10,100,linear,0.425531914893617,1.0,-0.8544153281560676,0.0,72,5,9,7.36575125110118e-09,"[[4, 2, 1], [3, 2, 2], [3, 0, 1], [5, 3, 2], [0, 3, 1]]"
f6fbf6b1,6_hard_full,6,hard,full,2,10,100,linear,1.0,1.0,0.0,0.0,73,4,9,0.0001730951544008777,"[[4, 2, 1], [3, 2, 2], [3, 0, 1], [0, 3, 2]]"
f6fbf6b1,6_hard_full,6,hard,full,1,10,100,linear,0.0001,0.0,-9.210340371976182,1.0,74,5,9,1.7309515440087772e-08,"[[4, 2, 1], [3, 2, 2], [3, 0, 1], [0, 3, 2], [5, 3, 1]]"
f6fbf6b1,6_hard_full,6,hard,full,2,10,100,linear,0.03431372549019608,0.07,-3.372209844788903,7.0,75,6,9,5.939539611794824e-10,"[[4, 2, 1], [3, 2, 2], [3, 0, 1], [0, 3, 2], [5, 3, 1], [2, 0, 2]]"
f6fbf6b1,6_hard_full,6,hard,full,1,10,100,linear,0.0001,0.0,-9.210340371976182,1.0,76,7,9,5.939539611794824e-14,"[[4, 2, 1], [3, 2, 2], [3, 0, 1], [0, 3, 2], [5, 3, 1], [2, 0, 2], [4, 3, 1]]"
f6fbf6b1,6_hard_full,6,hard,full,2,10,100,linear,0.5405405405405406,1.0,-0.6151856390902334,0.0,77,8,9,3.2105619523215266e-14,"[[4, 2, 1], [3, 2, 2], [3, 0, 1], [0, 3, 2], [5, 3, 1], [2, 0, 2], [4, 3, 1], [2, 3, 2]]"
f6fbf6b1,6_hard_full,6,hard,full,1,10,100,linear,1.0,1.0,0.0,0.0,78,7,9,5.939539611794824e-10,"[[4, 2, 1], [3, 2, 2], [3, 0, 1], [0, 3, 2], [5, 3, 1], [2, 0, 2], [2, 3, 1]]"
f6fbf6b1,6_hard_full,6,hard,full,2,10,100,linear,0.06896551724137931,0.5454545454545454,-2.6741486494265287,5.0,79,8,9,4.096234215030913e-11,"[[4, 2, 1], [3, 2, 2], [3, 0, 1], [0, 3, 2], [5, 3, 1], [2, 0, 2], [2, 3, 1], [4, 3, 2]]"
f6fbf6b1,6_hard_full,6,hard,full,1,10,100,linear,0.0001,0.0,-9.210340371976182,14.0,80,9,9,4.096234215030913e-15,"[[4, 2, 1], [3, 2, 2], [3, 0, 1], [0, 3, 2], [5, 3, 1], [2, 0, 2], [2, 3, 1], [4, 3, 2], [4, 0, 1]]"
f6fbf6b1,6_hard_full,6,hard,full,1,10,100,linear,0.060109289617486336,0.6470588235294117,-2.8115908800430502,4.0,81,1,9,0.060109289617486336,"[[4, 3, 1]]"
f6fbf6b1,6_hard_full,6,hard,full,2,10,100,linear,0.058823529411764705,0.7142857142857143,-2.833213344056216,4.0,82,2,10,0.0035358405657344902,"[[4, 3, 1], [2, 3, 2]]"
f6fbf6b1,6_hard_full,6,hard,full,1,10,100,linear,1.0,1.0,0.0,0.0,83,3,10,0.0035358405657344902,"[[4, 3, 1], [2, 3, 2], [0, 3, 1]]"
f6fbf6b1,6_hard_full,6,hard,full,2,10,100,linear,1.0,1.0,0.0,0.0,84,4,10,0.0035358405657344902,"[[4, 3, 1], [2, 3, 2], [0, 3, 1], [3, 0, 2]]"
f6fbf6b1,6_hard_full,6,hard,full,1,10,100,linear,0.12121212121212122,1.0,-2.1102132003465894,0.0,85,5,10,0.0004285867352405443,"[[4, 3, 1], [2, 3, 2], [0, 3, 1], [3, 0, 2], [4, 2, 1]]"
f6fbf6b1,6_hard_full,6,hard,full,2,10,100,linear,0.05,1.0,-2.995732273553991,0.0,86,6,10,2.1429336762027214e-05,"[[4, 3, 1], [2, 3, 2], [0, 3, 1], [3, 0, 2], [4, 2, 1], [4, 4, 2]]"
f6fbf6b1,6_hard_full,6,hard,full,1,10,100,linear,0.4830917874396135,1.0,-0.7275486072772778,0.0,87,7,10,1.0352336600013147e-05,"[[4, 3, 1], [2, 3, 2], [0, 3, 1], [3, 0, 2], [4, 2, 1], [4, 4, 2], [4, 0, 1]]"
f6fbf6b1,6_hard_full,6,hard,full,2,10,100,linear,0.05,1.0,-2.995732273553991,0.0,88,6,10,2.1429336762027214e-05,"[[4, 3, 1], [2, 3, 2], [0, 3, 1], [3, 0, 2], [4, 2, 1], [4, 0, 2]]"
f6fbf6b1,6_hard_full,6,hard,full,1,10,100,linear,0.4784688995215311,1.0,-0.7371640659767197,0.0,89,7,10,1.0253271178003452e-05,"[[4, 3, 1], [2, 3, 2], [0, 3, 1], [3, 0, 2], [4, 2, 1], [4, 0, 2], [4, 4, 1]]"
fac10d6e,6_hard_full,6,hard,full,1,10,100,linear,0.08196721311475409,0.8823529411764705,-2.501435951739211,1.0,1,1,0,0.08196721311475409,"[[2, 2, 1]]"
fac10d6e,6_hard_full,6,hard,full,2,10,100,linear,0.04242424242424243,0.411764705882353,-3.1600353248452673,9.0,2,2,1,0.003477396920019871,"[[2, 2, 1], [0, 2, 2]]"
fac10d6e,6_hard_full,6,hard,full,1,10,100,linear,0.04216867469879518,0.35,-3.16607763930123,7.0,3,3,1,0.0001466372195189102,"[[2, 2, 1], [0, 2, 2], [0, 3, 1]]"
fac10d6e,6_hard_full,6,hard,full,2,10,100,linear,1.0,1.0,0.0,0.0,4,4,1,0.0001466372195189102,"[[2, 2, 1], [0, 2, 2], [0, 3, 1], [3, 0, 2]]"
fac10d6e,6_hard_full,6,hard,full,1,10,100,linear,0.02185792349726776,0.23529411764705882,-3.82319179172153,18.0,5,1,1,0.02185792349726776,"[[5, 0, 1]]"
fac10d6e,6_hard_full,6,hard,full,2,10,100,linear,0.05714285714285714,0.625,-2.8622008809294686,4.0,6,2,2,0.001249024199843872,"[[5, 0, 1], [3, 2, 2]]"
fac10d6e,6_hard_full,6,hard,full,1,10,100,linear,0.033112582781456956,0.3846153846153847,-3.407841924380824,12.0,7,3,2,4.1358417213373244e-05,"[[5, 0, 1], [3, 2, 2], [4, 0, 1]]"
fac10d6e,6_hard_full,6,hard,full,2,10,100,linear,0.036585365853658534,0.4285714285714285,-3.3081069585961433,11.0,8,4,2,1.513112824879509e-06,"[[5, 0, 1], [3, 2, 2], [4, 0, 1], [3, 0, 2]]"
fac10d6e,6_hard_full,6,hard,full,1,10,100,linear,0.08208955223880597,0.8461538461538461,-2.499944527152541,2.0,9,5,2,1.2421075428115372e-07,"[[5, 0, 1], [3, 2, 2], [4, 0, 1], [3, 0, 2], [2, 2, 1]]"
fac10d6e,6_hard_full,6,hard,full,2,10,100,linear,0.07575757575757576,0.625,-2.580216829592325,2.0,10,6,2,9.409905627360131e-09,"[[5, 0, 1], [3, 2, 2], [4, 0, 1], [3, 0, 2], [2, 2, 1], [4, 2, 2]]"
fac10d6e,6_hard_full,6,hard,full,1,10,100,linear,0.03278688524590164,0.35294117647058826,-3.417726683613366,11.0,11,1,2,0.03278688524590164,"[[5, 2, 1]]"
fac10d6e,6_hard_full,6,hard,full,2,10,100,linear,0.031055900621118012,0.33333333333333337,-3.4719664525503626,12.0,12,2,3,0.0010182262498727218,"[[5, 2, 1], [3, 0, 2]]"
fac10d6e,6_hard_full,6,hard,full,1,10,100,linear,0.017857142857142856,0.1764705882352941,-4.02535169073515,19.0,13,3,3,1.818261160487003e-05,"[[5, 2, 1], [3, 0, 2], [5, 0, 1]]"
fac10d6e,6_hard_full,6,hard,full,2,10,100,linear,0.06329113924050633,0.625,-2.760009940032921,4.0,14,4,3,1.1507982028398754e-06,"[[5, 2, 1], [3, 0, 2], [5, 0, 1], [3, 2, 2]]"
fac10d6e,6_hard_full,6,hard,full,1,10,100,linear,0.023255813953488372,0.23076923076923078,-3.7612001156935624,16.0,15,5,3,2.6762748903252915e-08,"[[5, 2, 1], [3, 0, 2], [5, 0, 1], [3, 2, 2], [4, 0, 1]]"
fac10d6e,6_hard_full,6,hard,full,2,10,100,linear,0.08088235294117647,0.7857142857142858,-2.5147596129376812,2.0,16,6,3,2.164634102468986e-09,"[[5, 2, 1], [3, 0, 2], [5, 0, 1], [3, 2, 2], [4, 0, 1], [2, 2, 2]]"
fac10d6e,6_hard_full,6,hard,full,1,10,100,linear,0.05263157894736842,1.0,-2.9444389791664407,0.0,17,7,3,1.1392811065626241e-10,"[[5, 2, 1], [3, 0, 2], [5, 0, 1], [3, 2, 2], [4, 0, 1], [2, 2, 2], [2, 0, 1]]"
fac10d6e,6_hard_full,6,hard,full,2,10,100,linear,0.036065573770491806,0.11000000000000001,-3.322416503809041,4.0,18,8,3,4.108882679406186e-12,"[[5, 2, 1], [3, 0, 2], [5, 0, 1], [3, 2, 2], [4, 0, 1], [2, 2, 2], [2, 0, 1], [4, 2, 2]]"
fac10d6e,6_hard_full,6,hard,full,2,10,100,linear,0.013114754098360656,0.04,-4.334017415487521,11.0,19,8,3,1.4941391561477037e-12,"[[5, 2, 1], [3, 0, 2], [5, 0, 1], [3, 2, 2], [4, 0, 1], [2, 2, 2], [2, 0, 1], [0, 5, 2]]"
fac10d6e,6_hard_full,6,hard,full,1,10,100,linear,0.02185792349726776,0.23529411764705882,-3.82319179172153,18.0,20,1,3,0.02185792349726776,"[[0, 5, 1]]"
fac10d6e,6_hard_full,6,hard,full,2,10,100,linear,0.05,0.6000000000000001,-2.995732273553991,7.0,21,2,4,0.001092896174863388,"[[0, 5, 1], [0, 3, 2]]"
fac10d6e,6_hard_full,6,hard,full,1,10,100,linear,1.0,1.0,0.0,0.0,22,3,4,0.001092896174863388,"[[0, 5, 1], [0, 3, 2], [2, 3, 1]]"
fac10d6e,6_hard_full,6,hard,full,2,10,100,linear,0.03773584905660377,0.37499999999999994,-3.2771447329921766,10.0,23,4,4,4.124136508918445e-05,"[[0, 5, 1], [0, 3, 2], [2, 3, 1], [1, 4, 2]]"
fac10d6e,6_hard_full,6,hard,full,1,10,100,linear,0.12162162162162163,1.0,-2.10684051586795,0.0,24,5,4,5.015841700035947e-06,"[[0, 5, 1], [0, 3, 2], [2, 3, 1], [1, 4, 2], [2, 2, 1]]"
fac10d6e,6_hard_full,6,hard,full,2,10,100,linear,0.05,1.0,-2.995732273553991,0.0,25,6,4,2.5079208500179733e-07,"[[0, 5, 1], [0, 3, 2], [2, 3, 1], [1, 4, 2], [2, 2, 1], [2, 0, 2]]"
fac10d6e,6_hard_full,6,hard,full,1,10,100,linear,0.4784688995215311,1.0,-0.7371640659767197,0.0,26,7,4,1.1999621291952024e-07,"[[0, 5, 1], [0, 3, 2], [2, 3, 1], [1, 4, 2], [2, 2, 1], [2, 0, 2], [2, 4, 1]]"
16d516ad,6_hard_pruned,6,hard,pruned,1,10,100,linear,0.03592814371257485,0.39999999999999997,-3.3262343431887,10.0,1,1,0,0.03592814371257485,"[[0, 2, 1]]"
16d516ad,6_hard_pruned,6,hard,pruned,2,10,100,linear,1.0,1.0,0.0,0.0,2,2,1,0.03592814371257485,"[[0, 2, 1], [0, 5, 2]]"
16d516ad,6_hard_pruned,6,hard,pruned,1,10,100,linear,0.08974358974358974,0.875,-2.4107986776342782,2.0,3,3,1,0.0032243205895900505,"[[0, 2, 1], [0, 5, 2], [3, 2, 1]]"
16d516ad,6_hard_pruned,6,hard,pruned,2,10,100,linear,1.0,1.0,0.0,0.0,4,4,1,0.0032243205895900505,"[[0, 2, 1], [0, 5, 2], [3, 2, 1], [2, 2, 2]]"
16d516ad,6_hard_pruned,6,hard,pruned,1,10,100,linear,0.05263157894736842,1.0,-2.9444389791664407,0.0,5,5,1,0.00016970108366263424,"[[0, 2, 1], [0, 5, 2], [3, 2, 1], [2, 2, 2], [1, 4, 1]]"
16d516ad,6_hard_pruned,6,hard,pruned,2,10,100,linear,0.0375,0.12,-3.283414346005772,3.0,6,6,1,6.363790637348784e-06,"[[0, 2, 1], [0, 5, 2], [3, 2, 1], [2, 2, 2], [1, 4, 1], [2, 4, 2]]"
16d516ad,6_hard_pruned,6,hard,pruned,1,10,100,linear,0.5102040816326531,1.0,-0.6729444732424258,0.0,7,7,1,3.2468319578310123e-06,"[[0, 2, 1], [0, 5, 2], [3, 2, 1], [2, 2, 2], [1, 4, 1], [2, 4, 2], [2, 3, 1]]"
1dac01e7,6_hard_pruned,6,hard,pruned,1,10,100,linear,0.029940119760479042,0.3333333333333333,-3.508555899982655,13.0,1,1,0,0.029940119760479042,"[[0, 5, 1]]"
1dac01e7,6_hard_pruned,6,hard,pruned,2,10,100,linear,1.0,1.0,0.0,0.0,2,2,1,0.029940119760479042,"[[0, 5, 1], [0, 2, 2]]"
1dac01e7,6_hard_pruned,6,hard,pruned,1,10,100,linear,0.03592814371257485,0.39999999999999997,-3.3262343431887,10.0,3,1,1,0.03592814371257485,"[[0, 2, 1]]"
1dac01e7,6_hard_pruned,6,hard,pruned,2,10,100,linear,1.0,1.0,0.0,0.0,4,2,2,0.03592814371257485,"[[0, 2, 1], [0, 5, 2]]"
1dac01e7,6_hard_pruned,6,hard,pruned,1,10,100,linear,0.10256410256410256,1.0,-2.277267285009756,0.0,5,3,2,0.0036849378166743433,"[[0, 2, 1], [0, 5, 2], [2, 2, 1]]"
1dac01e7,6_hard_pruned,6,hard,pruned,1,10,100,linear,0.03592814371257485,0.39999999999999997,-3.3262343431887,10.0,6,1,2,0.03592814371257485,"[[0, 2, 1]]"
1dac01e7,6_hard_pruned,6,hard,pruned,2,10,100,linear,1.0,1.0,0.0,0.0,7,2,3,0.03592814371257485,"[[0, 2, 1], [0, 5, 2]]"
1dac01e7,6_hard_pruned,6,hard,pruned,1,10,100,linear,0.10256410256410256,1.0,-2.277267285009756,0.0,8,3,3,0.0036849378166743433,"[[0, 2, 1], [0, 5, 2], [2, 2, 1]]"
1dac01e7,6_hard_pruned,6,hard,pruned,2,10,100,linear,1.0,1.0,0.0,0.0,9,4,3,0.0036849378166743433,"[[0, 2, 1], [0, 5, 2], [2, 2, 1], [3, 2, 2]]"
1dac01e7,6_hard_pruned,6,hard,pruned,1,10,100,linear,0.034782608695652174,0.26666666666666666,-3.3586377672433594,13.0,10,5,3,0.00012817175014519455,"[[0, 2, 1], [0, 5, 2], [2, 2, 1], [3, 2, 2], [4, 0, 1]]"
1dac01e7,6_hard_pruned,6,hard,pruned,1,10,100,linear,0.03592814371257485,0.39999999999999997,-3.3262343431887,10.0,11,1,3,0.03592814371257485,"[[0, 2, 1]]"
1dac01e7,6_hard_pruned,6,hard,pruned,2,10,100,linear,1.0,1.0,0.0,0.0,12,2,4,0.03592814371257485,"[[0, 2, 1], [0, 5, 2]]"
1dac01e7,6_hard_pruned,6,hard,pruned,1,10,100,linear,0.10256410256410256,1.0,-2.277267285009756,0.0,13,3,4,0.0036849378166743433,"[[0, 2, 1], [0, 5, 2], [2, 2, 1]]"
1dac01e7,6_hard_pruned,6,hard,pruned,2,10,100,linear,1.0,1.0,0.0,0.0,14,4,4,0.0036849378166743433,"[[0, 2, 1], [0, 5, 2], [2, 2, 1], [3, 2, 2]]"
1dac01e7,6_hard_pruned,6,hard,pruned,1,10,100,linear,0.06956521739130435,0.5333333333333333,-2.665490586683414,5.0,15,5,4,0.0002563435002903891,"[[0, 2, 1], [0, 5, 2], [2, 2, 1], [3, 2, 2], [2, 0, 1]]"
1dac01e7,6_hard_pruned,6,hard,pruned,2,10,100,linear,1.0,1.0,0.0,0.0,16,6,4,0.0002563435002903891,"[[0, 2, 1], [0, 5, 2], [2, 2, 1], [3, 2, 2], [2, 0, 1], [2, 3, 2]]"
1dac01e7,6_hard_pruned,6,hard,pruned,1,10,100,linear,0.058823529411764705,1.0,-2.833213344056216,0.0,17,7,4,1.5079029428846418e-05,"[[0, 2, 1], [0, 5, 2], [2, 2, 1], [3, 2, 2], [2, 0, 1], [2, 3, 2], [4, 3, 1]]"
1dac01e7,6_hard_pruned,6,hard,pruned,1,10,100,linear,0.029940119760479042,0.3333333333333333,-3.508555899982655,13.0,18,1,4,0.029940119760479042,"[[0, 5, 1]]"
1dac01e7,6_hard_pruned,6,hard,pruned,2,10,100,linear,1.0,1.0,0.0,0.0,19,2,5,0.029940119760479042,"[[0, 5, 1], [0, 2, 2]]"
1dac01e7,6_hard_pruned,6,hard,pruned,1,10,100,linear,0.07784431137724551,0.8666666666666667,-2.5530444549552183,2.0,20,1,5,0.07784431137724551,"[[3, 2, 1]]"
1dac01e7,6_hard_pruned,6,hard,pruned,1,10,100,linear,0.03592814371257485,0.39999999999999997,-3.3262343431887,10.0,21,1,6,0.03592814371257485,"[[0, 2, 1]]"
1dac01e7,6_hard_pruned,6,hard,pruned,2,10,100,linear,1.0,1.0,0.0,0.0,22,2,7,0.03592814371257485,"[[0, 2, 1], [0, 5, 2]]"
1dac01e7,6_hard_pruned,6,hard,pruned,1,10,100,linear,0.10256410256410256,1.0,-2.277267285009756,0.0,23,3,7,0.0036849378166743433,"[[0, 2, 1], [0, 5, 2], [2, 2, 1]]"
1dac01e7,6_hard_pruned,6,hard,pruned,1,10,100,linear,0.08974358974358974,0.875,-2.4107986776342782,2.0,24,3,7,0.0032243205895900505,"[[0, 2, 1], [0, 5, 2], [3, 2, 1]]"
1dac01e7,6_hard_pruned,6,hard,pruned,2,10,100,linear,1.0,1.0,0.0,0.0,25,4,7,0.0032243205895900505,"[[0, 2, 1], [0, 5, 2], [3, 2, 1], [2, 2, 2]]"
1dac01e7,6_hard_pruned,6,hard,pruned,1,10,100,linear,0.05263157894736842,1.0,-2.9444389791664407,0.0,26,5,7,0.00016970108366263424,"[[0, 2, 1], [0, 5, 2], [3, 2, 1], [2, 2, 2], [2, 3, 1]]"
1dac01e7,6_hard_pruned,6,hard,pruned,2,10,100,linear,0.023178807947019868,0.06999999999999999,-3.7645168683195562,6.0,27,6,7,3.93346882661735e-06,"[[0, 2, 1], [0, 5, 2], [3, 2, 1], [2, 2, 2], [2, 3, 1], [5, 0, 2]]"
25cfdeaf,6_hard_pruned,6,hard,pruned,1,10,100,linear,0.07784431137724551,0.8666666666666667,-2.5530444549552183,2.0,1,1,0,0.07784431137724551,"[[4, 2, 1]]"
25cfdeaf,6_hard_pruned,6,hard,pruned,2,10,100,linear,0.07407407407407407,0.8,-2.6026896854443837,1.0,2,2,1,0.005766245287203371,"[[4, 2, 1], [4, 3, 2]]"
25cfdeaf,6_hard_pruned,6,hard,pruned,1,10,100,linear,0.08982035928143713,1.0,-2.409943611314545,0.0,3,1,1,0.08982035928143713,"[[2, 2, 1]]"
25cfdeaf,6_hard_pruned,6,hard,pruned,2,10,100,linear,0.08974358974358974,1.0,-2.4107986776342782,0.0,4,2,2,0.008060801473975126,"[[2, 2, 1], [2, 3, 2]]"
