board,heuristic,participants,prob,value
6_easy_pruned,density,all,0.076923077,-2.564949357
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.051282051,-2.970414466
6_easy_pruned,density,all,0.102564103,-2.277267285
6_easy_pruned,density,all,0.102564103,-2.277267285
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.025641026,-3.663561646
6_easy_pruned,density,all,0.025641026,-3.663561646
6_easy_pruned,density,all,0.025641026,-3.663561646
6_easy_pruned,density,all,0.076923077,-2.564949357
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.076923077,-2.564949357
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.076923077,-2.564949357
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_easy_pruned,chance,all,0.058823529,-2.833213344
6_hard_pruned,blocking,all,0.083863562,-2.478564058
6_hard_pruned,blocking,all,0.07162164,-2.636358009
6_hard_pruned,blocking,all,0.07162164,-2.636358009
6_hard_pruned,blocking,all,0.250868092,-1.382828009
6_hard_pruned,blocking,all,0.250868092,-1.382828009
6_hard_pruned,blocking,all,0.085640904,-2.457592263
6_hard_pruned,blocking,all,0.07162164,-2.636358009
6_hard_pruned,blocking,all,0.014793352,-4.213577395
6_hard_pruned,blocking,all,0.085640904,-2.457592263
6_hard_pruned,blocking,all,0.250868092,-1.382828009
6_hard_pruned,blocking,all,0.250868092,-1.382828009
6_hard_pruned,blocking,all,0.250868092,-1.382828009
6_hard_pruned,blocking,all,0.014793352,-4.213577395
6_hard_pruned,blocking,all,4.69E-03,-5.361959759
6_hard_pruned,blocking,all,0.250868092,-1.382828009
6_hard_pruned,blocking,all,0.085640904,-2.457592263
6_hard_pruned,blocking,all,0.083863562,-2.478564058
6_hard_pruned,blocking,all,0.215973554,-1.532599312
6_hard_pruned,blocking,all,0.085640904,-2.457592263
6_hard_pruned,blocking,all,0.07162164,-2.636358009
6_hard_pruned,blocking,all,0.250868092,-1.382828009
6_hard_pruned,blocking,all,0.250868092,-1.382828009
6_hard_pruned,blocking,all,0.085640904,-2.457592263
6_hard_pruned,blocking,all,0.250868092,-1.382828009
6_hard_pruned,blocking,all,0.250868092,-1.382828009
6_hard_pruned,blocking,all,0.250868092,-1.382828009
6_hard_pruned,blocking,all,0.250868092,-1.382828009
6_hard_pruned,blocking,all,0.085640904,-2.457592263
6_hard_pruned,blocking,all,0.215973554,-1.532599312
6_hard_pruned,blocking,all,0.083863562,-2.478564058
6_hard_pruned,blocking,all,0.085640904,-2.457592263
6_hard_pruned,non-linear,all,0.086614173,-2.446291814
6_hard_pruned,non-linear,all,0.07480315,-2.592895288
6_hard_pruned,non-linear,all,0.07480315,-2.592895288
6_hard_pruned,non-linear,all,0.064304462,-2.744126258
6_hard_pruned,non-linear,all,0.064304462,-2.744126258
6_hard_pruned,non-linear,all,0.086614173,-2.446291814
6_hard_pruned,non-linear,all,0.07480315,-2.592895288
6_hard_pruned,non-linear,all,0.039370079,-3.234749174
6_hard_pruned,non-linear,all,0.086614173,-2.446291814
6_hard_pruned,non-linear,all,0.064304462,-2.744126258
6_hard_pruned,non-linear,all,0.064304462,-2.744126258
6_hard_pruned,non-linear,all,0.064304462,-2.744126258
6_hard_pruned,non-linear,all,0.039370079,-3.234749174
6_hard_pruned,non-linear,all,0.022309711,-3.802733212
6_hard_pruned,non-linear,all,0.064304462,-2.744126258
6_hard_pruned,non-linear,all,0.086614173,-2.446291814
6_hard_pruned,non-linear,all,0.086614173,-2.446291814
6_hard_pruned,non-linear,all,0.057742782,-2.851756922
6_hard_pruned,non-linear,all,0.086614173,-2.446291814
6_hard_pruned,non-linear,all,0.07480315,-2.592895288
6_hard_pruned,non-linear,all,0.064304462,-2.744126258
6_hard_pruned,non-linear,all,0.064304462,-2.744126258
6_hard_pruned,non-linear,all,0.086614173,-2.446291814
6_hard_pruned,non-linear,all,0.064304462,-2.744126258
6_hard_pruned,non-linear,all,0.064304462,-2.744126258
6_hard_pruned,non-linear,all,0.064304462,-2.744126258
6_hard_pruned,non-linear,all,0.064304462,-2.744126258
6_hard_pruned,non-linear,all,0.086614173,-2.446291814
6_hard_pruned,non-linear,all,0.057742782,-2.851756922
6_hard_pruned,non-linear,all,0.086614173,-2.446291814
6_hard_pruned,non-linear,all,0.086614173,-2.446291814
6_hard_pruned,linear,all,0.106156083,-2.242844783
6_hard_pruned,linear,all,0.091614154,-2.390169498
6_hard_pruned,linear,all,0.091614154,-2.390169498
6_hard_pruned,linear,all,0.046049443,-3.078039621
6_hard_pruned,linear,all,0.046049443,-3.078039621
6_hard_pruned,linear,all,0.100339312,-2.29919772
6_hard_pruned,linear,all,0.091614154,-2.390169498
6_hard_pruned,linear,all,0.052350945,-2.949785286
6_hard_pruned,linear,all,0.100339312,-2.29919772
6_hard_pruned,linear,all,0.046049443,-3.078039621
6_hard_pruned,linear,all,0.046049443,-3.078039621
6_hard_pruned,linear,all,0.046049443,-3.078039621
6_hard_pruned,linear,all,0.052350945,-2.949785286
6_hard_pruned,linear,all,0.029083858,-3.537571951
6_hard_pruned,linear,all,0.046049443,-3.078039621
6_hard_pruned,linear,all,0.100339312,-2.29919772
6_hard_pruned,linear,all,0.106156083,-2.242844783
6_hard_pruned,linear,all,0.021812894,-3.825254023
6_hard_pruned,linear,all,0.100339312,-2.29919772
6_hard_pruned,linear,all,0.091614154,-2.390169498
6_hard_pruned,linear,all,0.046049443,-3.078039621
6_hard_pruned,linear,all,0.046049443,-3.078039621
6_hard_pruned,linear,all,0.100339312,-2.29919772
6_hard_pruned,linear,all,0.046049443,-3.078039621
6_hard_pruned,linear,all,0.046049443,-3.078039621
6_hard_pruned,linear,all,0.046049443,-3.078039621
6_hard_pruned,linear,all,0.046049443,-3.078039621
6_hard_pruned,linear,all,0.100339312,-2.29919772
6_hard_pruned,linear,all,0.021812894,-3.825254023
6_hard_pruned,linear,all,0.106156083,-2.242844783
6_hard_pruned,linear,all,0.100339312,-2.29919772
6_hard_pruned,non-linear_interaction,all,0.138732071,-1.97521075
6_hard_pruned,non-linear_interaction,all,0.118480759,-2.133004701
6_hard_pruned,non-linear_interaction,all,0.118480759,-2.133004701
6_hard_pruned,non-linear_interaction,all,0.089455181,-2.414017555
6_hard_pruned,non-linear_interaction,all,0.089455181,-2.414017555
6_hard_pruned,non-linear_interaction,all,0.141672255,-1.954238955
6_hard_pruned,non-linear_interaction,all,0.118480759,-2.133004701
6_hard_pruned,non-linear_interaction,all,0.024472039,-3.710224086
6_hard_pruned,non-linear_interaction,all,0.141672255,-1.954238955
6_hard_pruned,non-linear_interaction,all,0.089455181,-2.414017555
6_hard_pruned,non-linear_interaction,all,0.089455181,-2.414017555
6_hard_pruned,non-linear_interaction,all,0.089455181,-2.414017555
6_hard_pruned,non-linear_interaction,all,0.024472039,-3.710224086
6_hard_pruned,non-linear_interaction,all,7.76E-03,-4.858606451
6_hard_pruned,non-linear_interaction,all,0.089455181,-2.414017555
6_hard_pruned,non-linear_interaction,all,0.141672255,-1.954238955
6_hard_pruned,non-linear_interaction,all,0.138732071,-1.97521075
6_hard_pruned,non-linear_interaction,all,0.028562696,-3.555653738
6_hard_pruned,non-linear_interaction,all,0.141672255,-1.954238955
6_hard_pruned,non-linear_interaction,all,0.118480759,-2.133004701
6_hard_pruned,non-linear_interaction,all,0.089455181,-2.414017555
6_hard_pruned,non-linear_interaction,all,0.089455181,-2.414017555
6_hard_pruned,non-linear_interaction,all,0.141672255,-1.954238955
6_hard_pruned,non-linear_interaction,all,0.089455181,-2.414017555
6_hard_pruned,non-linear_interaction,all,0.089455181,-2.414017555
6_hard_pruned,non-linear_interaction,all,0.089455181,-2.414017555
6_hard_pruned,non-linear_interaction,all,0.089455181,-2.414017555
6_hard_pruned,non-linear_interaction,all,0.141672255,-1.954238955
6_hard_pruned,non-linear_interaction,all,0.028562696,-3.555653738
6_hard_pruned,non-linear_interaction,all,0.138732071,-1.97521075
6_hard_pruned,non-linear_interaction,all,0.141672255,-1.954238955
6_hard_pruned,density,all,0.088607595,-2.423537703
6_hard_pruned,density,all,0.088607595,-2.423537703
6_hard_pruned,density,all,0.088607595,-2.423537703
6_hard_pruned,density,all,0.075949367,-2.577688383
6_hard_pruned,density,all,0.075949367,-2.577688383
6_hard_pruned,density,all,0.113924051,-2.172223275
6_hard_pruned,density,all,0.088607595,-2.423537703
6_hard_pruned,density,all,0.075949367,-2.577688383
6_hard_pruned,density,all,0.113924051,-2.172223275
6_hard_pruned,density,all,0.075949367,-2.577688383
6_hard_pruned,density,all,0.075949367,-2.577688383
6_hard_pruned,density,all,0.075949367,-2.577688383
6_hard_pruned,density,all,0.075949367,-2.577688383
6_hard_pruned,density,all,0.050632911,-2.983153491
6_hard_pruned,density,all,0.075949367,-2.577688383
6_hard_pruned,density,all,0.113924051,-2.172223275
6_hard_pruned,density,all,0.088607595,-2.423537703
6_hard_pruned,density,all,0.037974684,-3.270835564
6_hard_pruned,density,all,0.113924051,-2.172223275
6_hard_pruned,density,all,0.088607595,-2.423537703
6_hard_pruned,density,all,0.075949367,-2.577688383
6_hard_pruned,density,all,0.075949367,-2.577688383
6_hard_pruned,density,all,0.113924051,-2.172223275
6_hard_pruned,density,all,0.075949367,-2.577688383
6_hard_pruned,density,all,0.075949367,-2.577688383
6_hard_pruned,density,all,0.075949367,-2.577688383
6_hard_pruned,density,all,0.075949367,-2.577688383
6_hard_pruned,density,all,0.113924051,-2.172223275
6_hard_pruned,density,all,0.037974684,-3.270835564
6_hard_pruned,density,all,0.088607595,-2.423537703
6_hard_pruned,density,all,0.113924051,-2.172223275
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
6_hard_pruned,chance,all,0.043478261,-3.135494216
10_easy_pruned,blocking,all,0.258849195,-1.351509646
10_easy_pruned,blocking,all,0.021212807,-3.853150154
10_easy_pruned,blocking,all,0.038035256,-3.269241758
10_easy_pruned,blocking,all,0.15217857,-1.882700644
10_easy_pruned,blocking,all,0.15217857,-1.882700644
10_easy_pruned,blocking,all,0.258849195,-1.351509646
10_easy_pruned,blocking,all,0.023553129,-3.74849658
10_easy_pruned,blocking,all,0.016562601,-4.100608061
10_easy_pruned,blocking,all,0.15217857,-1.882700644
10_easy_pruned,blocking,all,0.258849195,-1.351509646
10_easy_pruned,blocking,all,0.013646387,-4.294280478
10_easy_pruned,blocking,all,0.258849195,-1.351509646
10_easy_pruned,blocking,all,0.258849195,-1.351509646
10_easy_pruned,blocking,all,0.002722567,-5.906180092
10_easy_pruned,blocking,all,0.258849195,-1.351509646
10_easy_pruned,blocking,all,0.258849195,-1.351509646
10_easy_pruned,blocking,all,0.258849195,-1.351509646
10_easy_pruned,blocking,all,0.15217857,-1.882700644
10_easy_pruned,blocking,all,0.258849195,-1.351509646
10_easy_pruned,blocking,all,0.258849195,-1.351509646
10_easy_pruned,blocking,all,0.15217857,-1.882700644
10_easy_pruned,blocking,all,0.018434408,-3.993536356
10_easy_pruned,blocking,all,0.013646387,-4.294280478
10_easy_pruned,blocking,all,0.037688612,-3.278397292
10_easy_pruned,blocking,all,0.038035256,-3.269241758
10_easy_pruned,blocking,all,0.009150425,-4.693954963
10_easy_pruned,blocking,all,0.258849195,-1.351509646
10_easy_pruned,blocking,all,0.258849195,-1.351509646
10_easy_pruned,blocking,all,0.258849195,-1.351509646
10_easy_pruned,blocking,all,0.258849195,-1.351509646
10_easy_pruned,non-linear,all,0.037619588,-3.280230403
10_easy_pruned,non-linear,all,0.023025782,-3.771140717
10_easy_pruned,non-linear,all,0.027079617,-3.608973963
10_easy_pruned,non-linear,all,0.028538998,-3.55648378
10_easy_pruned,non-linear,all,0.028538998,-3.55648378
10_easy_pruned,non-linear,all,0.037619588,-3.280230403
10_easy_pruned,non-linear,all,0.020107021,-3.906686209
10_easy_pruned,non-linear,all,0.019134101,-3.956283151
10_easy_pruned,non-linear,all,0.028538998,-3.55648378
10_easy_pruned,non-linear,all,0.037619588,-3.280230403
10_easy_pruned,non-linear,all,0.022701476,-3.785325352
10_easy_pruned,non-linear,all,0.037619588,-3.280230403
10_easy_pruned,non-linear,all,0.037619588,-3.280230403
10_easy_pruned,non-linear,all,0.007296903,-4.920305285
10_easy_pruned,non-linear,all,0.037619588,-3.280230403
10_easy_pruned,non-linear,all,0.037619588,-3.280230403
10_easy_pruned,non-linear,all,0.037619588,-3.280230403
10_easy_pruned,non-linear,all,0.028538998,-3.55648378
10_easy_pruned,non-linear,all,0.037619588,-3.280230403
10_easy_pruned,non-linear,all,0.037619588,-3.280230403
10_easy_pruned,non-linear,all,0.028538998,-3.55648378
10_easy_pruned,non-linear,all,0.022052862,-3.814312889
10_easy_pruned,non-linear,all,0.022701476,-3.785325352
10_easy_pruned,non-linear,all,0.043619264,-3.132256395
10_easy_pruned,non-linear,all,0.027079617,-3.608973963
10_easy_pruned,non-linear,all,0.020107021,-3.906686209
10_easy_pruned,non-linear,all,0.037619588,-3.280230403
10_easy_pruned,non-linear,all,0.037619588,-3.280230403
10_easy_pruned,non-linear,all,0.037619588,-3.280230403
10_easy_pruned,non-linear,all,0.037619588,-3.280230403
10_easy_pruned,linear,all,0.026602213,-3.62676086
10_easy_pruned,linear,all,0.023926791,-3.732756498
10_easy_pruned,linear,all,0.030007297,-3.506314707
10_easy_pruned,linear,all,0.017557461,-4.042276304
10_easy_pruned,linear,all,0.017557461,-4.042276304
10_easy_pruned,linear,all,0.026602213,-3.62676086
10_easy_pruned,linear,all,0.024352426,-3.715123799
10_easy_pruned,linear,all,0.026708622,-3.622768838
10_easy_pruned,linear,all,0.017557461,-4.042276304
10_easy_pruned,linear,all,0.026602213,-3.62676086
10_easy_pruned,linear,all,0.019543759,-3.935099257
10_easy_pruned,linear,all,0.026602213,-3.62676086
10_easy_pruned,linear,all,0.026602213,-3.62676086
10_easy_pruned,linear,all,0.006384531,-5.053877215
10_easy_pruned,linear,all,0.026602213,-3.62676086
10_easy_pruned,linear,all,0.026602213,-3.62676086
10_easy_pruned,linear,all,0.026602213,-3.62676086
10_easy_pruned,linear,all,0.017557461,-4.042276304
10_easy_pruned,linear,all,0.026602213,-3.62676086
10_easy_pruned,linear,all,0.026602213,-3.62676086
10_easy_pruned,linear,all,0.017557461,-4.042276304
10_easy_pruned,linear,all,0.024580445,-3.705804067
10_easy_pruned,linear,all,0.019543759,-3.935099257
10_easy_pruned,linear,all,0.046039564,-3.078254169
10_easy_pruned,linear,all,0.030007297,-3.506314707
10_easy_pruned,linear,all,0.017025417,-4.073047962
10_easy_pruned,linear,all,0.026602213,-3.62676086
10_easy_pruned,linear,all,0.026602213,-3.62676086
10_easy_pruned,linear,all,0.026602213,-3.62676086
10_easy_pruned,linear,all,0.026602213,-3.62676086
10_easy_pruned,non-linear_interaction,all,0.174959516,-1.743200666
10_easy_pruned,non-linear_interaction,all,0.028686726,-3.551320779
10_easy_pruned,non-linear_interaction,all,0.051436236,-2.967412383
10_easy_pruned,non-linear_interaction,all,0.028555387,-3.55590969
10_easy_pruned,non-linear_interaction,all,0.028555387,-3.55590969
10_easy_pruned,non-linear_interaction,all,0.174959516,-1.743200666
10_easy_pruned,non-linear_interaction,all,0.031851615,-3.446667205
10_easy_pruned,non-linear_interaction,all,0.02239811,-3.798778686
10_easy_pruned,non-linear_interaction,all,0.028555387,-3.55590969
10_easy_pruned,non-linear_interaction,all,0.174959516,-1.743200666
10_easy_pruned,non-linear_interaction,all,0.018454425,-3.992451103
10_easy_pruned,non-linear_interaction,all,0.174959516,-1.743200666
10_easy_pruned,non-linear_interaction,all,0.174959516,-1.743200666
10_easy_pruned,non-linear_interaction,all,0.00368181,-5.604350716
10_easy_pruned,non-linear_interaction,all,0.174959516,-1.743200666
10_easy_pruned,non-linear_interaction,all,0.174959516,-1.743200666
10_easy_pruned,non-linear_interaction,all,0.174959516,-1.743200666
10_easy_pruned,non-linear_interaction,all,0.028555387,-3.55590969
10_easy_pruned,non-linear_interaction,all,0.174959516,-1.743200666
10_easy_pruned,non-linear_interaction,all,0.174959516,-1.743200666
10_easy_pruned,non-linear_interaction,all,0.028555387,-3.55590969
10_easy_pruned,non-linear_interaction,all,0.024929412,-3.691706981
10_easy_pruned,non-linear_interaction,all,0.018454425,-3.992451103
10_easy_pruned,non-linear_interaction,all,0.050967459,-2.976567917
10_easy_pruned,non-linear_interaction,all,0.051436236,-2.967412383
10_easy_pruned,non-linear_interaction,all,0.012374398,-4.392125588
10_easy_pruned,non-linear_interaction,all,0.174959516,-1.743200666
10_easy_pruned,non-linear_interaction,all,0.174959516,-1.743200666
10_easy_pruned,non-linear_interaction,all,0.174959516,-1.743200666
10_easy_pruned,non-linear_interaction,all,0.174959516,-1.743200666
10_easy_pruned,density,all,0.01826484,-4.002777369
10_easy_pruned,density,all,0.01826484,-4.002777369
10_easy_pruned,density,all,0.00913242,-4.695924549
10_easy_pruned,density,all,0.03652968,-3.309630188
10_easy_pruned,density,all,0.03652968,-3.309630188
10_easy_pruned,density,all,0.01826484,-4.002777369
10_easy_pruned,density,all,0.03196347,-3.443161581
10_easy_pruned,density,all,0.01826484,-4.002777369
10_easy_pruned,density,all,0.03652968,-3.309630188
10_easy_pruned,density,all,0.01826484,-4.002777369
10_easy_pruned,density,all,0.00913242,-4.695924549
10_easy_pruned,density,all,0.01826484,-4.002777369
10_easy_pruned,density,all,0.01826484,-4.002777369
10_easy_pruned,density,all,0.00456621,-5.38907173
10_easy_pruned,density,all,0.01826484,-4.002777369
10_easy_pruned,density,all,0.01826484,-4.002777369
10_easy_pruned,density,all,0.01826484,-4.002777369
10_easy_pruned,density,all,0.03652968,-3.309630188
10_easy_pruned,density,all,0.01826484,-4.002777369
10_easy_pruned,density,all,0.01826484,-4.002777369
10_easy_pruned,density,all,0.03652968,-3.309630188
10_easy_pruned,density,all,0.02739726,-3.597312261
10_easy_pruned,density,all,0.00913242,-4.695924549
10_easy_pruned,density,all,0.02283105,-3.779633817
10_easy_pruned,density,all,0.00913242,-4.695924549
10_easy_pruned,density,all,0.02283105,-3.779633817
10_easy_pruned,density,all,0.01826484,-4.002777369
10_easy_pruned,density,all,0.01826484,-4.002777369
10_easy_pruned,density,all,0.01826484,-4.002777369
10_easy_pruned,density,all,0.01826484,-4.002777369
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_easy_pruned,chance,all,0.015151515,-4.189654742
10_hard_pruned,blocking,all,0.163815932,-1.809011849
10_hard_pruned,blocking,all,0.075717363,-2.580747774
10_hard_pruned,blocking,all,0.025200665,-3.680884888
10_hard_pruned,blocking,all,0.069360525,-2.66843738
10_hard_pruned,blocking,all,0.163815932,-1.809011849
10_hard_pruned,blocking,all,0.069360525,-2.66843738
10_hard_pruned,blocking,all,0.163815932,-1.809011849
10_hard_pruned,blocking,all,0.163815932,-1.809011849
10_hard_pruned,blocking,all,0.019362128,-3.944436262
10_hard_pruned,blocking,all,0.163815932,-1.809011849
10_hard_pruned,blocking,all,0.051966753,-2.957151131
10_hard_pruned,blocking,all,0.075717363,-2.580747774
10_hard_pruned,blocking,all,0.163815932,-1.809011849
10_hard_pruned,blocking,all,0.163815932,-1.809011849
10_hard_pruned,blocking,all,0.114391113,-2.16813189
10_hard_pruned,blocking,all,0.008697315,-4.744740886
10_hard_pruned,blocking,all,0.051966753,-2.957151131
10_hard_pruned,blocking,all,0.075717363,-2.580747774
10_hard_pruned,blocking,all,0.163815932,-1.809011849
10_hard_pruned,blocking,all,0.163815932,-1.809011849
10_hard_pruned,blocking,all,0.075717363,-2.580747774
10_hard_pruned,blocking,all,0.163815932,-1.809011849
10_hard_pruned,blocking,all,2.29E-03,-6.081259048
10_hard_pruned,blocking,all,0.069360525,-2.66843738
10_hard_pruned,blocking,all,0.075717363,-2.580747774
10_hard_pruned,blocking,all,0.010079495,-4.59725216
10_hard_pruned,blocking,all,0.114391113,-2.16813189
10_hard_pruned,blocking,all,0.024944347,-3.691108057
10_hard_pruned,blocking,all,0.069360525,-2.66843738
10_hard_pruned,blocking,all,0.075717363,-2.580747774
10_hard_pruned,blocking,all,0.163815932,-1.809011849
10_hard_pruned,blocking,all,0.163815932,-1.809011849
10_hard_pruned,blocking,all,0.023648173,-3.744469415
10_hard_pruned,non-linear,all,0.030623455,-3.485989057
10_hard_pruned,non-linear,all,0.037215051,-3.291042008
10_hard_pruned,non-linear,all,0.020873386,-3.869280308
10_hard_pruned,non-linear,all,0.03886295,-3.247713931
10_hard_pruned,non-linear,all,0.030623455,-3.485989057
10_hard_pruned,non-linear,all,0.03886295,-3.247713931
10_hard_pruned,non-linear,all,0.030623455,-3.485989057
10_hard_pruned,non-linear,all,0.030623455,-3.485989057
10_hard_pruned,non-linear,all,0.027327657,-3.599856004
10_hard_pruned,non-linear,all,0.030623455,-3.485989057
10_hard_pruned,non-linear,all,0.03076078,-3.481514777
10_hard_pruned,non-linear,all,0.037215051,-3.291042008
10_hard_pruned,non-linear,all,0.030623455,-3.485989057
10_hard_pruned,non-linear,all,0.030623455,-3.485989057
10_hard_pruned,non-linear,all,0.028426257,-3.560442035
10_hard_pruned,non-linear,all,0.014281791,-4.24876993
10_hard_pruned,non-linear,all,0.03076078,-3.481514777
10_hard_pruned,non-linear,all,0.037215051,-3.291042008
10_hard_pruned,non-linear,all,0.030623455,-3.485989057
10_hard_pruned,non-linear,all,0.030623455,-3.485989057
10_hard_pruned,non-linear,all,0.037215051,-3.291042008
10_hard_pruned,non-linear,all,0.030623455,-3.485989057
10_hard_pruned,non-linear,all,0.008651469,-4.750026102
10_hard_pruned,non-linear,all,0.03886295,-3.247713931
10_hard_pruned,non-linear,all,0.037215051,-3.291042008
10_hard_pruned,non-linear,all,0.021971986,-3.817987014
10_hard_pruned,non-linear,all,0.028426257,-3.560442035
10_hard_pruned,non-linear,all,0.024855809,-3.694663797
10_hard_pruned,non-linear,all,0.03886295,-3.247713931
10_hard_pruned,non-linear,all,0.037215051,-3.291042008
10_hard_pruned,non-linear,all,0.030623455,-3.485989057
10_hard_pruned,non-linear,all,0.030623455,-3.485989057
10_hard_pruned,non-linear,all,0.017028289,-4.072879263
10_hard_pruned,linear,all,0.022367682,-3.800138126
10_hard_pruned,linear,all,0.045101166,-3.098847188
