board,heuristic,participants,prob,value
10_hard_full,linear,all,0.0353235,-3.343206817
10_hard_full,linear,all,0.0353235,-3.343206817
10_hard_full,linear,all,0.061536491,-2.788124928
10_hard_full,linear,all,0.044741392,-3.106856206
10_hard_full,linear,all,0.007172284,-4.937531092
10_hard_full,linear,all,0.0353235,-3.343206817
10_hard_full,linear,all,0.0353235,-3.343206817
10_hard_full,linear,all,0.061536491,-2.788124928
10_hard_full,linear,all,0.0353235,-3.343206817
10_hard_full,linear,all,0.061536491,-2.788124928
10_hard_full,linear,all,0.023745384,-3.740367129
10_hard_full,linear,all,0.0353235,-3.343206817
10_hard_full,linear,all,0.0353235,-3.343206817
10_hard_full,linear,all,0.0353235,-3.343206817
10_hard_full,linear,all,0.023309924,-3.758876095
10_hard_full,linear,all,0.019723782,-3.92593018
10_hard_full,linear,all,0.005379213,-5.225213164
10_hard_full,non-linear_interaction,all,0.108878332,-2.217524236
10_hard_full,non-linear_interaction,all,0.021880423,-3.822162992
10_hard_full,non-linear_interaction,all,0.108878332,-2.217524236
10_hard_full,non-linear_interaction,all,0.104698118,-2.256674141
10_hard_full,non-linear_interaction,all,0.104698118,-2.256674141
10_hard_full,non-linear_interaction,all,0.108878332,-2.217524236
10_hard_full,non-linear_interaction,all,0.113248798,-2.178168131
10_hard_full,non-linear_interaction,all,0.104698118,-2.256674141
10_hard_full,non-linear_interaction,all,0.104698118,-2.256674141
10_hard_full,non-linear_interaction,all,0.104698118,-2.256674141
10_hard_full,non-linear_interaction,all,0.113248798,-2.178168131
10_hard_full,non-linear_interaction,all,0.113248798,-2.178168131
10_hard_full,non-linear_interaction,all,0.113248798,-2.178168131
10_hard_full,non-linear_interaction,all,0.104698118,-2.256674141
10_hard_full,non-linear_interaction,all,0.104698118,-2.256674141
10_hard_full,non-linear_interaction,all,0.113248798,-2.178168131
10_hard_full,non-linear_interaction,all,0.108878332,-2.217524236
10_hard_full,non-linear_interaction,all,0.009960741,-4.609103793
10_hard_full,non-linear_interaction,all,0.104698118,-2.256674141
10_hard_full,non-linear_interaction,all,0.104698118,-2.256674141
10_hard_full,non-linear_interaction,all,0.113248798,-2.178168131
10_hard_full,non-linear_interaction,all,0.104698118,-2.256674141
10_hard_full,non-linear_interaction,all,0.113248798,-2.178168131
10_hard_full,non-linear_interaction,all,0.021880423,-3.822162992
10_hard_full,non-linear_interaction,all,0.104698118,-2.256674141
10_hard_full,non-linear_interaction,all,0.104698118,-2.256674141
10_hard_full,non-linear_interaction,all,0.104698118,-2.256674141
10_hard_full,non-linear_interaction,all,0.03766236,-3.279094096
10_hard_full,non-linear_interaction,all,0.010208721,-4.58451292
10_hard_full,non-linear_interaction,all,1.47E-03,-6.52275308
10_hard_full,density,all,0.048780488,-3.020424886
10_hard_full,density,all,0.034146341,-3.37709983
10_hard_full,density,all,0.048780488,-3.020424886
10_hard_full,density,all,0.03902439,-3.243568437
10_hard_full,density,all,0.03902439,-3.243568437
10_hard_full,density,all,0.048780488,-3.020424886
10_hard_full,density,all,0.034146341,-3.37709983
10_hard_full,density,all,0.03902439,-3.243568437
10_hard_full,density,all,0.03902439,-3.243568437
10_hard_full,density,all,0.03902439,-3.243568437
10_hard_full,density,all,0.034146341,-3.37709983
10_hard_full,density,all,0.034146341,-3.37709983
10_hard_full,density,all,0.034146341,-3.37709983
10_hard_full,density,all,0.03902439,-3.243568437
10_hard_full,density,all,0.03902439,-3.243568437
10_hard_full,density,all,0.034146341,-3.37709983
10_hard_full,density,all,0.048780488,-3.020424886
10_hard_full,density,all,0.034146341,-3.37709983
10_hard_full,density,all,0.03902439,-3.243568437
10_hard_full,density,all,0.03902439,-3.243568437
10_hard_full,density,all,0.034146341,-3.37709983
10_hard_full,density,all,0.03902439,-3.243568437
10_hard_full,density,all,0.034146341,-3.37709983
10_hard_full,density,all,0.034146341,-3.37709983
10_hard_full,density,all,0.03902439,-3.243568437
10_hard_full,density,all,0.03902439,-3.243568437
10_hard_full,density,all,0.03902439,-3.243568437
10_hard_full,density,all,1.00E-05,-11.51292547
10_hard_full,density,all,0.024390244,-3.713572067
10_hard_full,density,all,0.03902439,-3.243568437
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_hard_full,chance,all,0.012987013,-4.343805422
10_medium_full,blocking,all,0.163578792,-1.810460497
10_medium_full,blocking,all,0.021283892,-3.849804741
10_medium_full,blocking,all,0.038390139,-3.259954645
10_medium_full,blocking,all,0.040953749,-3.195311924
10_medium_full,blocking,all,0.025550801,-3.667086609
10_medium_full,blocking,all,0.028942921,-3.542429642
10_medium_full,blocking,all,0.163578792,-1.810460497
10_medium_full,blocking,all,0.040953749,-3.195311924
10_medium_full,blocking,all,0.077469893,-2.557865891
10_medium_full,blocking,all,0.163578792,-1.810460497
10_medium_full,blocking,all,0.044634956,-3.109237965
10_medium_full,blocking,all,0.040953749,-3.195311924
10_medium_full,blocking,all,0.04161649,-3.179258806
10_medium_full,blocking,all,0.025550801,-3.667086609
10_medium_full,blocking,all,0.025550801,-3.667086609
10_medium_full,blocking,all,0.044634956,-3.109237965
10_medium_full,blocking,all,0.038390139,-3.259954645
10_medium_full,blocking,all,0.163578792,-1.810460497
10_medium_full,blocking,all,0.129926608,-2.040785539
10_medium_full,blocking,all,0.012410949,-4.38917624
10_medium_full,blocking,all,0.163578792,-1.810460497
10_medium_full,blocking,all,0.077469893,-2.557865891
10_medium_full,blocking,all,0.018846293,-3.971439055
10_medium_full,blocking,all,0.007734761,-4.862030726
10_medium_full,blocking,all,0.025550801,-3.667086609
10_medium_full,blocking,all,0.163578792,-1.810460497
10_medium_full,blocking,all,0.163578792,-1.810460497
10_medium_full,blocking,all,0.163578792,-1.810460497
10_medium_full,blocking,all,0.025550801,-3.667086609
10_medium_full,blocking,all,0.040953749,-3.195311924
10_medium_full,blocking,all,0.025550801,-3.667086609
10_medium_full,blocking,all,0.040953749,-3.195311924
10_medium_full,blocking,all,0.163578792,-1.810460497
10_medium_full,blocking,all,0.025550801,-3.667086609
10_medium_full,blocking,all,0.163578792,-1.810460497
10_medium_full,blocking,all,0.040953749,-3.195311924
10_medium_full,blocking,all,0.012410949,-4.38917624
10_medium_full,blocking,all,0.021283892,-3.849804741
10_medium_full,non-linear,all,0.037513398,-3.283057139
10_medium_full,non-linear,all,0.023043944,-3.770352266
10_medium_full,non-linear,all,0.030948553,-3.475429032
10_medium_full,non-linear,all,0.028135048,-3.570739212
10_medium_full,non-linear,all,0.031216506,-3.466808289
10_medium_full,non-linear,all,0.028938907,-3.542568335
10_medium_full,non-linear,all,0.037513398,-3.283057139
10_medium_full,non-linear,all,0.028135048,-3.570739212
10_medium_full,non-linear,all,0.030278671,-3.497311743
10_medium_full,non-linear,all,0.037513398,-3.283057139
10_medium_full,non-linear,all,0.032422294,-3.428909016
10_medium_full,non-linear,all,0.028135048,-3.570739212
10_medium_full,non-linear,all,0.031886388,-3.445576069
10_medium_full,non-linear,all,0.031216506,-3.466808289
10_medium_full,non-linear,all,0.031216506,-3.466808289
10_medium_full,non-linear,all,0.032422294,-3.428909016
10_medium_full,non-linear,all,0.030948553,-3.475429032
10_medium_full,non-linear,all,0.037513398,-3.283057139
10_medium_full,non-linear,all,0.035905681,-3.326859762
10_medium_full,non-linear,all,0.015273312,-4.181648294
10_medium_full,non-linear,all,0.037513398,-3.283057139
10_medium_full,non-linear,all,0.030278671,-3.497311743
10_medium_full,non-linear,all,0.019962487,-3.913900437
10_medium_full,non-linear,all,0.014871383,-4.208316541
10_medium_full,non-linear,all,0.031216506,-3.466808289
10_medium_full,non-linear,all,0.037513398,-3.283057139
10_medium_full,non-linear,all,0.037513398,-3.283057139
10_medium_full,non-linear,all,0.037513398,-3.283057139
10_medium_full,non-linear,all,0.031216506,-3.466808289
10_medium_full,non-linear,all,0.028135048,-3.570739212
10_medium_full,non-linear,all,0.031216506,-3.466808289
10_medium_full,non-linear,all,0.028135048,-3.570739212
10_medium_full,non-linear,all,0.037513398,-3.283057139
10_medium_full,non-linear,all,0.031216506,-3.466808289
10_medium_full,non-linear,all,0.037513398,-3.283057139
10_medium_full,non-linear,all,0.028135048,-3.570739212
10_medium_full,non-linear,all,0.015273312,-4.181648294
10_medium_full,non-linear,all,0.023043944,-3.770352266
10_medium_full,linear,all,0.027968575,-3.576673734
10_medium_full,linear,all,0.029139884,-3.53564747
10_medium_full,linear,all,0.042869095,-3.149604109
10_medium_full,linear,all,0.030927456,-3.476110934
10_medium_full,linear,all,0.040510152,-3.206202669
10_medium_full,linear,all,0.040710132,-3.201278283
10_medium_full,linear,all,0.027968575,-3.576673734
10_medium_full,linear,all,0.030927456,-3.476110934
10_medium_full,linear,all,0.038032854,-3.269304919
10_medium_full,linear,all,0.027968575,-3.576673734
10_medium_full,linear,all,0.041554943,-3.180738791
10_medium_full,linear,all,0.030927456,-3.476110934
10_medium_full,linear,all,0.04496684,-3.101829947
10_medium_full,linear,all,0.040510152,-3.206202669
10_medium_full,linear,all,0.040510152,-3.206202669
10_medium_full,linear,all,0.041554943,-3.180738791
10_medium_full,linear,all,0.042869095,-3.149604109
10_medium_full,linear,all,0.027968575,-3.576673734
10_medium_full,linear,all,0.017141108,-4.066275721
10_medium_full,linear,all,0.023997551,-3.729803484
10_medium_full,linear,all,0.027968575,-3.576673734
10_medium_full,linear,all,0.038032854,-3.269304919
10_medium_full,linear,all,0.017969595,-4.019074119
10_medium_full,linear,all,0.019283747,-3.948492685
10_medium_full,linear,all,0.040510152,-3.206202669
10_medium_full,linear,all,0.027968575,-3.576673734
10_medium_full,linear,all,0.027968575,-3.576673734
10_medium_full,linear,all,0.027968575,-3.576673734
10_medium_full,linear,all,0.040510152,-3.206202669
10_medium_full,linear,all,0.030927456,-3.476110934
10_medium_full,linear,all,0.040510152,-3.206202669
10_medium_full,linear,all,0.030927456,-3.476110934
10_medium_full,linear,all,0.027968575,-3.576673734
10_medium_full,linear,all,0.040510152,-3.206202669
10_medium_full,linear,all,0.027968575,-3.576673734
10_medium_full,linear,all,0.030927456,-3.476110934
10_medium_full,linear,all,0.023997551,-3.729803484
10_medium_full,linear,all,0.029139884,-3.53564747
10_medium_full,non-linear_interaction,all,0.064595617,-2.739608723
10_medium_full,non-linear_interaction,all,0.027474361,-3.594502026
10_medium_full,non-linear_interaction,all,0.049556,-3.00465193
10_medium_full,non-linear_interaction,all,0.052865242,-2.940009209
10_medium_full,non-linear_interaction,all,0.032982311,-3.411783894
10_medium_full,non-linear_interaction,all,0.037361036,-3.287126927
10_medium_full,non-linear_interaction,all,0.064595617,-2.739608723
10_medium_full,non-linear_interaction,all,0.052865242,-2.940009209
10_medium_full,non-linear_interaction,all,0.100002192,-2.302563176
10_medium_full,non-linear_interaction,all,0.064595617,-2.739608723
10_medium_full,non-linear_interaction,all,0.057617136,-2.85393525
10_medium_full,non-linear_interaction,all,0.052865242,-2.940009209
10_medium_full,non-linear_interaction,all,0.053720742,-2.923956091
10_medium_full,non-linear_interaction,all,0.032982311,-3.411783894
10_medium_full,non-linear_interaction,all,0.032982311,-3.411783894
10_medium_full,non-linear_interaction,all,0.057617136,-2.85393525
10_medium_full,non-linear_interaction,all,0.049556,-3.00465193
10_medium_full,non-linear_interaction,all,0.064595617,-2.739608723
10_medium_full,non-linear_interaction,all,0.023424189,-3.753986084
10_medium_full,non-linear_interaction,all,0.016020702,-4.133873525
10_medium_full,non-linear_interaction,all,0.064595617,-2.739608723
10_medium_full,non-linear_interaction,all,0.100002192,-2.302563176
10_medium_full,non-linear_interaction,all,0.024327781,-3.71613634
10_medium_full,non-linear_interaction,all,0.009984434,-4.606728011
10_medium_full,non-linear_interaction,all,0.032982311,-3.411783894
10_medium_full,non-linear_interaction,all,0.064595617,-2.739608723
10_medium_full,non-linear_interaction,all,0.064595617,-2.739608723
10_medium_full,non-linear_interaction,all,0.064595617,-2.739608723
10_medium_full,non-linear_interaction,all,0.032982311,-3.411783894
10_medium_full,non-linear_interaction,all,0.052865242,-2.940009209
10_medium_full,non-linear_interaction,all,0.032982311,-3.411783894
10_medium_full,non-linear_interaction,all,0.052865242,-2.940009209
10_medium_full,non-linear_interaction,all,0.064595617,-2.739608723
10_medium_full,non-linear_interaction,all,0.032982311,-3.411783894
10_medium_full,non-linear_interaction,all,0.064595617,-2.739608723
10_medium_full,non-linear_interaction,all,0.052865242,-2.940009209
10_medium_full,non-linear_interaction,all,0.016020702,-4.133873525
10_medium_full,non-linear_interaction,all,0.027474361,-3.594502026
10_medium_full,density,all,0.02617801,-3.642835516
10_medium_full,density,all,0.020942408,-3.865979067
10_medium_full,density,all,0.031413613,-3.460513959
10_medium_full,density,all,0.02617801,-3.642835516
10_medium_full,density,all,0.036649215,-3.306363279
10_medium_full,density,all,0.02617801,-3.642835516
10_medium_full,density,all,0.02617801,-3.642835516
10_medium_full,density,all,0.02617801,-3.642835516
10_medium_full,density,all,0.036649215,-3.306363279
10_medium_full,density,all,0.02617801,-3.642835516
10_medium_full,density,all,0.02617801,-3.642835516
10_medium_full,density,all,0.02617801,-3.642835516
10_medium_full,density,all,0.036649215,-3.306363279
10_medium_full,density,all,0.036649215,-3.306363279
10_medium_full,density,all,0.036649215,-3.306363279
10_medium_full,density,all,0.02617801,-3.642835516
10_medium_full,density,all,0.031413613,-3.460513959
10_medium_full,density,all,0.02617801,-3.642835516
10_medium_full,density,all,0.015706806,-4.153661139
10_medium_full,density,all,0.047120419,-3.055048851
10_medium_full,density,all,0.02617801,-3.642835516
10_medium_full,density,all,0.036649215,-3.306363279
10_medium_full,density,all,0.015706806,-4.153661139
10_medium_full,density,all,0.041884817,-3.172831886
10_medium_full,density,all,0.036649215,-3.306363279
10_medium_full,density,all,0.02617801,-3.642835516
10_medium_full,density,all,0.02617801,-3.642835516
10_medium_full,density,all,0.02617801,-3.642835516
10_medium_full,density,all,0.036649215,-3.306363279
10_medium_full,density,all,0.02617801,-3.642835516
10_medium_full,density,all,0.036649215,-3.306363279
10_medium_full,density,all,0.02617801,-3.642835516
10_medium_full,density,all,0.02617801,-3.642835516
10_medium_full,density,all,0.036649215,-3.306363279
10_medium_full,density,all,0.02617801,-3.642835516
10_medium_full,density,all,0.02617801,-3.642835516
10_medium_full,density,all,0.047120419,-3.055048851
10_medium_full,density,all,0.020942408,-3.865979067
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
10_medium_full,chance,all,0.012195122,-4.406719247
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.047821868,-3.040272257
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,1.00E-05,-11.51292547
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.047821868,-3.040272257
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.030516466,-3.489488875
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.047821868,-3.040272257
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.047821868,-3.040272257
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.012283014,-4.399537946
6_easy_pruned,blocking,all,0.343924392,-1.067333435
6_easy_pruned,blocking,all,0.343924392,-1.067333435
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.00725097,-4.92661996
6_easy_pruned,blocking,all,0.00725097,-4.92661996
6_easy_pruned,blocking,all,0.00725097,-4.92661996
6_easy_pruned,blocking,all,0.021826814,-3.824616075
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.047821868,-3.040272257
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.483131884,-0.72746561
6_easy_pruned,blocking,all,0.047821868,-3.040272257
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.118811881,-2.130213867
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,1.00E-05,-11.51292547
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.118811881,-2.130213867
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.069306931,-2.669210368
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.118811881,-2.130213867
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.118811881,-2.130213867
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.089108911,-2.41789594
6_easy_pruned,non-linear,all,0.118811881,-2.130213867
6_easy_pruned,non-linear,all,0.118811881,-2.130213867
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.04290429,-3.148783448
6_easy_pruned,non-linear,all,0.04290429,-3.148783448
6_easy_pruned,non-linear,all,0.04290429,-3.148783448
6_easy_pruned,non-linear,all,0.072607261,-2.622690352
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.118811881,-2.130213867
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.178217822,-1.724748759
6_easy_pruned,non-linear,all,0.118811881,-2.130213867
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.171309192,-1.764285214
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,1.00E-05,-11.51292547
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.171309192,-1.764285214
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.04178273,-3.175272187
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.171309192,-1.764285214
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.171309192,-1.764285214
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.125348189,-2.076659899
6_easy_pruned,linear,all,0.062674095,-2.769807079
6_easy_pruned,linear,all,0.062674095,-2.769807079
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.04178273,-3.175272187
6_easy_pruned,linear,all,0.04178273,-3.175272187
6_easy_pruned,linear,all,0.04178273,-3.175272187
6_easy_pruned,linear,all,0.104456825,-2.258981456
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.171309192,-1.764285214
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.160167131,-1.831537441
6_easy_pruned,linear,all,0.171309192,-1.764285214
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.13865192,-1.97578866
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,1.00E-05,-11.51292547
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.13865192,-1.97578866
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.088477652,-2.425005278
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.13865192,-1.97578866
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.13865192,-1.97578866
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.035612651,-3.335054349
6_easy_pruned,non-linear_interaction,all,0.047483534,-3.047372277
6_easy_pruned,non-linear_interaction,all,0.047483534,-3.047372277
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.021023039,-3.862136363
6_easy_pruned,non-linear_interaction,all,0.021023039,-3.862136363
6_easy_pruned,non-linear_interaction,all,0.021023039,-3.862136363
6_easy_pruned,non-linear_interaction,all,0.063283384,-2.760132479
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.13865192,-1.97578866
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.451093575,-0.796080478
6_easy_pruned,non-linear_interaction,all,0.13865192,-1.97578866
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.076923077,-2.564949357
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.051282051,-2.970414466
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.076923077,-2.564949357
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.038461538,-3.258096538
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.076923077,-2.564949357
6_easy_pruned,density,all,0.064102564,-2.747270914
6_easy_pruned,density,all,0.064102564,-2.747270914
