,condition,entropy
0,Full,0.5523486342946806
1,Truncated,1.228941237200051
2,Full,0.5860522202369246
3,Truncated,1.2507071673729324
4,Full,0.6779289315138713
5,Truncated,1.2932218580981034
6,Full,0.7079948123339459
7,Truncated,1.2210260739957155
8,Full,0.6623011720801528
9,Truncated,1.1598170876183813
10,Full,0.5543382621070412
11,Truncated,1.1845453293604076
12,Full,0.6111994585137317
13,Truncated,1.248367959054212
14,Full,0.6329987064863805
15,Truncated,1.1090575888459397
16,Full,0.5258950152938158
17,Truncated,1.2765181231310996
18,Full,0.6284963911655141
19,Truncated,1.1954409466156362
20,Full,0.6313866838412625
21,Truncated,1.1691256205870553
22,Full,0.6183099251383976
23,Truncated,1.3301215078863802
24,Full,0.6321242436074819
25,Truncated,0.9923348481245523
26,Full,0.6170544596196518
27,Truncated,1.2920002830089377
28,Full,0.6431707388802036
29,Truncated,1.2222279814882047
30,Full,0.5821355696178843
31,Truncated,1.2169887071964993
32,Full,0.6542146201103136
33,Truncated,1.271958575580097
34,Full,0.702293108209764
35,Truncated,1.2820058533740668
36,Full,0.6339156726185059
37,Truncated,1.2328935876175546
38,Full,0.7258034413275495
39,Truncated,1.2583586376344311
40,Full,0.5810943190871684
41,Truncated,1.1983269944087198
42,Full,0.6716610704336842
43,Truncated,1.2765379407033364
44,Full,0.6257214069939394
45,Truncated,1.2323711042494316
46,Full,0.6437421382338854
47,Truncated,1.1785859901989821
48,Full,0.5930123050120311
49,Truncated,1.109092666959828
50,Full,0.5458051382410848
51,Truncated,1.2159084909043412
52,Full,0.6327231266530958
53,Truncated,1.21030549317143
54,Full,0.6390406984342687
55,Truncated,1.1424504071996884
56,Full,0.7839638736695167
57,Truncated,1.2135955319552818
58,Full,0.5976946643928351
59,Truncated,1.1086087821565578
60,Full,0.5155218918183119
61,Truncated,1.1309828371653805
62,Full,0.6454001789842622
63,Truncated,1.2126848762804314
64,Full,0.6123334760029697
65,Truncated,1.3227751032646615
66,Full,0.7491450259856984
67,Truncated,1.1597202282239265
68,Full,0.6818862457463234
69,Truncated,1.2381417444136205
70,Full,0.560666852408881
71,Truncated,1.1365173625601377
72,Full,0.5956174409922026
73,Truncated,1.1774035392244409
74,Full,0.6490697690426335
75,Truncated,1.2423203634561863
76,Full,0.6747868092866008
77,Truncated,1.0547448995852031
78,Full,0.6552901167844233
79,Truncated,1.1993000967992342
80,Full,0.6862029025714423
81,Truncated,1.2359731383752663
82,Full,0.6735333087157184
83,Truncated,1.1547309107742951
84,Full,0.6450072431414439
