,board,counts,path,path_length,probability
0,6_easy_full,16.0,[[4 5 1]],1,0.0634920634921
1,6_easy_full,1.0,[[0 4 1]],1,0.00396825396825
2,6_easy_full,32.0,[[1 5 1]],1,0.126984126984
3,6_easy_full,14.0,[[4 4 1]],1,0.0555555555556
4,6_easy_full,57.0,[[3 5 1]],1,0.22619047619
5,6_easy_full,12.0,[[2 5 1]],1,0.047619047619
6,6_easy_full,11.0,[[5 5 1]],1,0.0436507936508
7,6_easy_full,1.0,[[5 1 1]],1,0.00396825396825
8,6_easy_full,30.0,[[1 4 1]],1,0.119047619048
9,6_easy_full,8.0,[[0 5 1]],1,0.031746031746
10,6_easy_full,6.0,[[5 2 1]],1,0.0238095238095
11,6_easy_full,14.0,[[3 1 1]],1,0.0555555555556
12,6_easy_full,2.0,[[1 0 1]],1,0.00793650793651
13,6_easy_full,1.0,[[5 3 1]],1,0.00396825396825
14,6_easy_full,3.0,[[0 0 1]],1,0.0119047619048
15,6_easy_full,30.0,[[0 2 1]],1,0.119047619048
16,6_easy_full,9.0,[[4 1 1]],1,0.0357142857143
17,6_easy_full,5.0,[[5 0 1]],1,0.0198412698413
18,6_easy_full,3.0,"[[0 5 1]
 [1 5 2]]",2,0.0128205128205
19,6_easy_full,1.0,"[[4 1 1]
 [5 2 2]]",2,0.0042735042735
20,6_easy_full,2.0,"[[1 5 1]
 [2 5 2]]",2,0.00854700854701
21,6_easy_full,1.0,"[[1 4 1]
 [4 5 2]]",2,0.0042735042735
22,6_easy_full,1.0,"[[0 4 1]
 [4 1 2]]",2,0.0042735042735
23,6_easy_full,1.0,"[[5 5 1]
 [4 1 2]]",2,0.0042735042735
24,6_easy_full,4.0,"[[4 5 1]
 [3 1 2]]",2,0.017094017094
25,6_easy_full,2.0,"[[0 2 1]
 [3 1 2]]",2,0.00854700854701
26,6_easy_full,1.0,"[[3 5 1]
 [0 4 2]]",2,0.0042735042735
27,6_easy_full,1.0,"[[4 1 1]
 [1 5 2]]",2,0.0042735042735
28,6_easy_full,4.0,"[[5 2 1]
 [4 1 2]]",2,0.017094017094
29,6_easy_full,1.0,"[[0 5 1]
 [3 1 2]]",2,0.0042735042735
30,6_easy_full,25.0,"[[1 5 1]
 [1 4 2]]",2,0.106837606838
31,6_easy_full,2.0,"[[3 5 1]
 [2 5 2]]",2,0.00854700854701
32,6_easy_full,2.0,"[[3 5 1]
 [4 4 2]]",2,0.00854700854701
33,6_easy_full,2.0,"[[4 1 1]
 [4 5 2]]",2,0.00854700854701
34,6_easy_full,3.0,"[[5 0 1]
 [5 1 2]]",2,0.0128205128205
35,6_easy_full,1.0,"[[4 4 1]
 [4 1 2]]",2,0.0042735042735
36,6_easy_full,1.0,"[[3 1 1]
 [5 2 2]]",2,0.0042735042735
37,6_easy_full,5.0,"[[4 5 1]
 [4 4 2]]",2,0.0213675213675
38,6_easy_full,2.0,"[[4 5 1]
 [4 1 2]]",2,0.00854700854701
39,6_easy_full,1.0,"[[4 1 1]
 [3 1 2]]",2,0.0042735042735
40,6_easy_full,3.0,"[[0 2 1]
 [2 5 2]]",2,0.0128205128205
41,6_easy_full,1.0,"[[2 5 1]
 [3 5 2]]",2,0.0042735042735
42,6_easy_full,1.0,"[[5 2 1]
 [2 5 2]]",2,0.0042735042735
43,6_easy_full,1.0,"[[0 2 1]
 [0 0 2]]",2,0.0042735042735
44,6_easy_full,7.0,"[[3 1 1]
 [4 1 2]]",2,0.0299145299145
45,6_easy_full,1.0,"[[3 1 1]
 [1 4 2]]",2,0.0042735042735
46,6_easy_full,2.0,"[[0 5 1]
 [1 4 2]]",2,0.00854700854701
47,6_easy_full,1.0,"[[1 0 1]
 [4 4 2]]",2,0.0042735042735
48,6_easy_full,2.0,"[[0 5 1]
 [4 1 2]]",2,0.00854700854701
49,6_easy_full,1.0,"[[5 2 1]
 [3 1 2]]",2,0.0042735042735
50,6_easy_full,1.0,"[[4 5 1]
 [3 5 2]]",2,0.0042735042735
51,6_easy_full,2.0,"[[1 4 1]
 [4 4 2]]",2,0.00854700854701
52,6_easy_full,3.0,"[[5 5 1]
 [4 4 2]]",2,0.0128205128205
53,6_easy_full,1.0,"[[2 5 1]
 [4 4 2]]",2,0.0042735042735
54,6_easy_full,2.0,"[[2 5 1]
 [4 1 2]]",2,0.00854700854701
55,6_easy_full,1.0,"[[3 1 1]
 [4 4 2]]",2,0.0042735042735
56,6_easy_full,1.0,"[[0 2 1]
 [1 4 2]]",2,0.0042735042735
57,6_easy_full,1.0,"[[5 0 1]
 [4 1 2]]",2,0.0042735042735
58,6_easy_full,1.0,"[[1 5 1]
 [3 5 2]]",2,0.0042735042735
59,6_easy_full,1.0,"[[5 5 1]
 [4 5 2]]",2,0.0042735042735
60,6_easy_full,3.0,"[[4 4 1]
 [3 5 2]]",2,0.0128205128205
61,6_easy_full,46.0,"[[3 5 1]
 [0 2 2]]",2,0.196581196581
62,6_easy_full,1.0,"[[1 4 1]
 [0 5 2]]",2,0.0042735042735
63,6_easy_full,1.0,"[[5 1 1]
 [0 4 2]]",2,0.0042735042735
64,6_easy_full,2.0,"[[4 4 1]
 [1 4 2]]",2,0.00854700854701
65,6_easy_full,1.0,"[[0 0 1]
 [3 1 2]]",2,0.0042735042735
66,6_easy_full,2.0,"[[1 4 1]
 [3 5 2]]",2,0.00854700854701
67,6_easy_full,1.0,"[[3 5 1]
 [1 4 2]]",2,0.0042735042735
68,6_easy_full,6.0,"[[4 4 1]
 [3 1 2]]",2,0.025641025641
69,6_easy_full,1.0,"[[5 0 1]
 [3 1 2]]",2,0.0042735042735
70,6_easy_full,1.0,"[[0 5 1]
 [3 5 2]]",2,0.0042735042735
71,6_easy_full,1.0,"[[1 5 1]
 [0 2 2]]",2,0.0042735042735
72,6_easy_full,1.0,"[[0 0 1]
 [0 2 2]]",2,0.0042735042735
73,6_easy_full,1.0,"[[2 5 1]
 [5 2 2]]",2,0.0042735042735
74,6_easy_full,3.0,"[[5 5 1]
 [3 1 2]]",2,0.0128205128205
75,6_easy_full,2.0,"[[2 5 1]
 [3 1 2]]",2,0.00854700854701
76,6_easy_full,1.0,"[[0 5 1]
 [2 5 2]]",2,0.0042735042735
77,6_easy_full,1.0,"[[5 2 1]
 [4 4 2]]",2,0.0042735042735
78,6_easy_full,2.0,"[[4 1 1]
 [4 4 2]]",2,0.00854700854701
79,6_easy_full,1.0,"[[4 5 1]
 [5 5 2]]",2,0.0042735042735
80,6_easy_full,2.0,"[[1 4 1]
 [3 1 2]]",2,0.00854700854701
81,6_easy_full,1.0,"[[0 0 1]
 [3 5 2]]",2,0.0042735042735
82,6_easy_full,2.0,"[[5 5 1]
 [5 4 2]]",2,0.00854700854701
83,6_easy_full,19.0,"[[1 4 1]
 [1 5 2]]",2,0.0811965811966
84,6_easy_full,1.0,"[[4 1 1]
 [5 1 2]]",2,0.0042735042735
85,6_easy_full,23.0,"[[0 2 1]
 [3 5 2]]",2,0.0982905982906
86,6_easy_full,1.0,"[[4 1 1]
 [2 5 2]]",2,0.0042735042735
87,6_easy_full,3.0,"[[0 5 1]
 [0 2 2]]",2,0.0128205128205
88,6_easy_full,1.0,"[[3 1 1]
 [1 0 2]]",2,0.0042735042735
89,6_easy_full,3.0,"[[2 5 1]
 [1 5 2]]",2,0.0128205128205
90,6_easy_full,1.0,"[[0 2 1]
 [3 5 2]
 [5 5 1]]",3,0.00531914893617
91,6_easy_full,1.0,"[[0 2 1]
 [3 1 2]
 [3 5 1]]",3,0.00531914893617
92,6_easy_full,2.0,"[[3 1 1]
 [4 1 2]
 [1 4 1]]",3,0.0106382978723
93,6_easy_full,1.0,"[[4 1 1]
 [5 1 2]
 [3 1 1]]",3,0.00531914893617
94,6_easy_full,3.0,"[[4 5 1]
 [4 4 2]
 [4 1 1]]",3,0.0159574468085
95,6_easy_full,1.0,"[[4 4 1]
 [3 1 2]
 [1 0 1]]",3,0.00531914893617
96,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [4 1 1]]",3,0.00531914893617
97,6_easy_full,1.0,"[[4 1 1]
 [1 5 2]
 [1 4 1]]",3,0.00531914893617
98,6_easy_full,2.0,"[[0 2 1]
 [3 5 2]
 [0 5 1]]",3,0.0106382978723
99,6_easy_full,1.0,"[[4 1 1]
 [3 1 2]
 [1 0 1]]",3,0.00531914893617
100,6_easy_full,2.0,"[[5 2 1]
 [4 1 2]
 [4 4 1]]",3,0.0106382978723
101,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [3 1 1]]",3,0.00531914893617
102,6_easy_full,1.0,"[[2 5 1]
 [3 5 2]
 [1 5 1]]",3,0.00531914893617
103,6_easy_full,3.0,"[[1 5 1]
 [1 4 2]
 [0 2 1]]",3,0.0159574468085
104,6_easy_full,1.0,"[[4 5 1]
 [4 4 2]
 [1 5 1]]",3,0.00531914893617
105,6_easy_full,1.0,"[[5 2 1]
 [3 1 2]
 [4 1 1]]",3,0.00531914893617
106,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [4 4 1]]",3,0.00531914893617
107,6_easy_full,1.0,"[[0 5 1]
 [1 5 2]
 [3 5 1]]",3,0.00531914893617
108,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [4 1 1]]",3,0.00531914893617
109,6_easy_full,1.0,"[[0 2 1]
 [3 1 2]
 [4 1 1]]",3,0.00531914893617
110,6_easy_full,2.0,"[[0 2 1]
 [2 5 2]
 [1 4 1]]",3,0.0106382978723
111,6_easy_full,2.0,"[[2 5 1]
 [3 1 2]
 [4 1 1]]",3,0.0106382978723
112,6_easy_full,1.0,"[[0 2 1]
 [0 0 2]
 [1 5 1]]",3,0.00531914893617
113,6_easy_full,2.0,"[[1 5 1]
 [1 4 2]
 [4 4 1]]",3,0.0106382978723
114,6_easy_full,1.0,"[[2 5 1]
 [1 5 2]
 [0 5 1]]",3,0.00531914893617
115,6_easy_full,1.0,"[[0 2 1]
 [2 5 2]
 [5 2 1]]",3,0.00531914893617
116,6_easy_full,1.0,"[[1 4 1]
 [4 4 2]
 [1 5 1]]",3,0.00531914893617
117,6_easy_full,2.0,"[[4 1 1]
 [4 4 2]
 [4 5 1]]",3,0.0106382978723
118,6_easy_full,1.0,"[[3 5 1]
 [0 4 2]
 [0 2 1]]",3,0.00531914893617
119,6_easy_full,1.0,"[[1 0 1]
 [4 4 2]
 [4 5 1]]",3,0.00531914893617
120,6_easy_full,1.0,"[[0 2 1]
 [3 5 2]
 [5 2 1]]",3,0.00531914893617
121,6_easy_full,22.0,"[[3 5 1]
 [0 2 2]
 [1 5 1]]",3,0.117021276596
122,6_easy_full,1.0,"[[3 1 1]
 [4 4 2]
 [4 1 1]]",3,0.00531914893617
123,6_easy_full,1.0,"[[1 4 1]
 [3 1 2]
 [1 5 1]]",3,0.00531914893617
124,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [5 0 1]]",3,0.00531914893617
125,6_easy_full,1.0,"[[1 5 1]
 [0 2 2]
 [3 5 1]]",3,0.00531914893617
126,6_easy_full,1.0,"[[3 5 1]
 [4 4 2]
 [0 2 1]]",3,0.00531914893617
127,6_easy_full,1.0,"[[4 5 1]
 [5 5 2]
 [3 5 1]]",3,0.00531914893617
128,6_easy_full,7.0,"[[3 5 1]
 [0 2 2]
 [1 4 1]]",3,0.0372340425532
129,6_easy_full,1.0,"[[5 2 1]
 [4 1 2]
 [5 3 1]]",3,0.00531914893617
130,6_easy_full,1.0,"[[5 5 1]
 [5 4 2]
 [4 4 1]]",3,0.00531914893617
131,6_easy_full,1.0,"[[4 5 1]
 [4 4 2]
 [3 5 1]]",3,0.00531914893617
132,6_easy_full,4.0,"[[4 5 1]
 [3 1 2]
 [4 1 1]]",3,0.0212765957447
133,6_easy_full,1.0,"[[4 4 1]
 [3 5 2]
 [1 5 1]]",3,0.00531914893617
134,6_easy_full,1.0,"[[4 1 1]
 [5 2 2]
 [1 5 1]]",3,0.00531914893617
135,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [5 5 1]]",3,0.00531914893617
136,6_easy_full,1.0,"[[1 5 1]
 [2 5 2]
 [5 2 1]]",3,0.00531914893617
137,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [3 1 1]]",3,0.00531914893617
138,6_easy_full,1.0,"[[3 1 1]
 [1 0 2]
 [4 1 1]]",3,0.00531914893617
139,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [0 4 1]]",3,0.00531914893617
140,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [4 4 1]]",3,0.00531914893617
141,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [5 0 1]]",3,0.00531914893617
142,6_easy_full,1.0,"[[5 0 1]
 [5 1 2]
 [5 2 1]]",3,0.00531914893617
143,6_easy_full,5.0,"[[3 1 1]
 [4 1 2]
 [4 4 1]]",3,0.0265957446809
144,6_easy_full,1.0,"[[5 0 1]
 [5 1 2]
 [4 1 1]]",3,0.00531914893617
145,6_easy_full,5.0,"[[1 5 1]
 [1 4 2]
 [3 5 1]]",3,0.0265957446809
146,6_easy_full,2.0,"[[5 5 1]
 [5 4 2]
 [1 4 1]]",3,0.0106382978723
147,6_easy_full,1.0,"[[2 5 1]
 [1 5 2]
 [1 4 1]]",3,0.00531914893617
148,6_easy_full,1.0,"[[0 5 1]
 [1 5 2]
 [0 4 1]]",3,0.00531914893617
149,6_easy_full,1.0,"[[5 5 1]
 [4 5 2]
 [5 4 1]]",3,0.00531914893617
150,6_easy_full,9.0,"[[0 2 1]
 [3 5 2]
 [1 4 1]]",3,0.0478723404255
151,6_easy_full,1.0,"[[2 5 1]
 [4 4 2]
 [4 5 1]]",3,0.00531914893617
152,6_easy_full,1.0,"[[1 5 1]
 [2 5 2]
 [1 4 1]]",3,0.00531914893617
153,6_easy_full,1.0,"[[0 5 1]
 [3 1 2]
 [4 1 1]]",3,0.00531914893617
154,6_easy_full,2.0,"[[2 5 1]
 [4 1 2]
 [4 4 1]]",3,0.0106382978723
155,6_easy_full,2.0,"[[1 4 1]
 [1 5 2]
 [3 1 1]]",3,0.0106382978723
156,6_easy_full,1.0,"[[5 5 1]
 [5 4 2]
 [5 0 1]]",3,0.00531914893617
157,6_easy_full,1.0,"[[5 5 1]
 [4 1 2]
 [4 4 1]]",3,0.00531914893617
158,6_easy_full,2.0,"[[1 4 1]
 [1 5 2]
 [2 5 1]]",3,0.0106382978723
159,6_easy_full,4.0,"[[3 5 1]
 [0 2 2]
 [4 5 1]]",3,0.0212765957447
160,6_easy_full,1.0,"[[1 4 1]
 [4 4 2]
 [4 1 1]]",3,0.00531914893617
161,6_easy_full,3.0,"[[3 5 1]
 [0 2 2]
 [0 5 1]]",3,0.0159574468085
162,6_easy_full,1.0,"[[0 5 1]
 [1 4 2]
 [0 2 1]]",3,0.00531914893617
163,6_easy_full,4.0,"[[1 4 1]
 [1 5 2]
 [3 5 1]]",3,0.0212765957447
164,6_easy_full,1.0,"[[5 0 1]
 [5 1 2]
 [1 4 1]]",3,0.00531914893617
165,6_easy_full,1.0,"[[0 4 1]
 [4 1 2]
 [3 1 1]]",3,0.00531914893617
166,6_easy_full,1.0,"[[3 1 1]
 [5 2 2]
 [2 5 1]]",3,0.00531914893617
167,6_easy_full,5.0,"[[4 4 1]
 [3 1 2]
 [4 1 1]]",3,0.0265957446809
168,6_easy_full,1.0,"[[0 5 1]
 [1 4 2]
 [1 5 1]]",3,0.00531914893617
169,6_easy_full,1.0,"[[3 5 1]
 [4 4 2]
 [4 1 1]]",3,0.00531914893617
170,6_easy_full,2.0,"[[5 5 1]
 [3 1 2]
 [4 1 1]]",3,0.0106382978723
171,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [4 1 1]]",3,0.00531914893617
172,6_easy_full,1.0,"[[5 0 1]
 [4 1 2]
 [4 4 1]]",3,0.00531914893617
173,6_easy_full,1.0,"[[5 1 1]
 [0 4 2]
 [5 2 1]]",3,0.00531914893617
174,6_easy_full,2.0,"[[5 5 1]
 [4 4 2]
 [4 5 1]]",3,0.0106382978723
175,6_easy_full,1.0,"[[0 5 1]
 [0 2 2]
 [0 4 1]]",3,0.00531914893617
176,6_easy_full,1.0,"[[4 1 1]
 [4 5 2]
 [4 4 1]]",3,0.00531914893617
177,6_easy_full,3.0,"[[1 5 1]
 [1 4 2]
 [0 5 1]]",3,0.0159574468085
178,6_easy_full,1.0,"[[2 5 1]
 [5 2 2]
 [1 5 1]]",3,0.00531914893617
179,6_easy_full,7.0,"[[3 5 1]
 [0 2 2]
 [2 5 1]]",3,0.0372340425532
180,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [2 5 1]]",3,0.00531914893617
181,6_easy_full,1.0,"[[0 0 1]
 [3 1 2]
 [4 1 1]]",3,0.00531914893617
182,6_easy_full,1.0,"[[0 0 1]
 [3 5 2]
 [4 1 1]]",3,0.00531914893617
183,6_easy_full,3.0,"[[1 4 1]
 [1 5 2]
 [0 2 1]]",3,0.0159574468085
184,6_easy_full,2.0,"[[3 5 1]
 [2 5 2]
 [4 5 1]]",3,0.0106382978723
185,6_easy_full,1.0,"[[1 4 1]
 [0 5 2]
 [1 5 1]]",3,0.00531914893617
186,6_easy_full,3.0,"[[0 2 1]
 [3 5 2]
 [1 5 1]]",3,0.0159574468085
187,6_easy_full,2.0,"[[4 5 1]
 [4 1 2]
 [4 4 1]]",3,0.0106382978723
188,6_easy_full,1.0,"[[5 2 1]
 [4 4 2]
 [4 1 1]]",3,0.00531914893617
189,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [0 5 1]
 [3 1 2]]",4,0.00662251655629
190,6_easy_full,1.0,"[[4 5 1]
 [5 5 2]
 [3 5 1]
 [0 2 2]]",4,0.00662251655629
191,6_easy_full,1.0,"[[0 2 1]
 [3 5 2]
 [5 5 1]
 [5 4 2]]",4,0.00662251655629
192,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 4 1]
 [3 1 2]]",4,0.00662251655629
193,6_easy_full,1.0,"[[3 1 1]
 [4 1 2]
 [4 4 1]
 [5 0 2]]",4,0.00662251655629
194,6_easy_full,1.0,"[[4 5 1]
 [3 1 2]
 [4 1 1]
 [1 4 2]]",4,0.00662251655629
195,6_easy_full,3.0,"[[3 5 1]
 [0 2 2]
 [2 5 1]
 [1 5 2]]",4,0.0198675496689
196,6_easy_full,5.0,"[[1 5 1]
 [1 4 2]
 [3 5 1]
 [0 2 2]]",4,0.0331125827815
197,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [4 4 1]
 [3 1 2]]",4,0.00662251655629
198,6_easy_full,1.0,"[[4 4 1]
 [3 5 2]
 [1 5 1]
 [2 5 2]]",4,0.00662251655629
199,6_easy_full,1.0,"[[4 5 1]
 [4 1 2]
 [4 4 1]
 [5 2 2]]",4,0.00662251655629
200,6_easy_full,2.0,"[[4 4 1]
 [3 1 2]
 [4 1 1]
 [3 5 2]]",4,0.0132450331126
201,6_easy_full,1.0,"[[5 5 1]
 [4 5 2]
 [5 4 1]
 [5 2 2]]",4,0.00662251655629
202,6_easy_full,5.0,"[[3 5 1]
 [0 2 2]
 [1 4 1]
 [1 5 2]]",4,0.0331125827815
203,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [0 4 1]
 [4 4 2]]",4,0.00662251655629
204,6_easy_full,1.0,"[[2 5 1]
 [1 5 2]
 [1 4 1]
 [4 4 2]]",4,0.00662251655629
205,6_easy_full,1.0,"[[0 0 1]
 [3 1 2]
 [4 1 1]
 [3 5 2]]",4,0.00662251655629
206,6_easy_full,1.0,"[[4 1 1]
 [4 4 2]
 [4 5 1]
 [3 1 2]]",4,0.00662251655629
207,6_easy_full,1.0,"[[5 1 1]
 [0 4 2]
 [5 2 1]
 [0 2 2]]",4,0.00662251655629
208,6_easy_full,2.0,"[[2 5 1]
 [3 1 2]
 [4 1 1]
 [4 4 2]]",4,0.0132450331126
209,6_easy_full,1.0,"[[2 5 1]
 [1 5 2]
 [0 5 1]
 [0 4 2]]",4,0.00662251655629
210,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [5 5 1]
 [4 5 2]]",4,0.00662251655629
211,6_easy_full,1.0,"[[0 5 1]
 [1 5 2]
 [0 4 1]
 [1 4 2]]",4,0.00662251655629
212,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [4 1 1]
 [4 4 2]]",4,0.00662251655629
213,6_easy_full,1.0,"[[4 1 1]
 [5 1 2]
 [3 1 1]
 [5 2 2]]",4,0.00662251655629
214,6_easy_full,1.0,"[[5 2 1]
 [4 1 2]
 [4 4 1]
 [3 1 2]]",4,0.00662251655629
215,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [4 1 1]
 [3 1 2]]",4,0.00662251655629
216,6_easy_full,1.0,"[[0 0 1]
 [3 5 2]
 [4 1 1]
 [1 4 2]]",4,0.00662251655629
217,6_easy_full,1.0,"[[5 0 1]
 [4 1 2]
 [4 4 1]
 [0 2 2]]",4,0.00662251655629
218,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [0 5 1]
 [0 4 2]]",4,0.00662251655629
219,6_easy_full,1.0,"[[0 5 1]
 [1 4 2]
 [1 5 1]
 [2 5 2]]",4,0.00662251655629
220,6_easy_full,1.0,"[[5 5 1]
 [4 4 2]
 [4 5 1]
 [3 5 2]]",4,0.00662251655629
221,6_easy_full,1.0,"[[1 0 1]
 [4 4 2]
 [4 5 1]
 [3 5 2]]",4,0.00662251655629
222,6_easy_full,1.0,"[[4 5 1]
 [3 1 2]
 [4 1 1]
 [0 2 2]]",4,0.00662251655629
223,6_easy_full,1.0,"[[3 1 1]
 [4 1 2]
 [4 4 1]
 [4 5 2]]",4,0.00662251655629
224,6_easy_full,1.0,"[[5 5 1]
 [4 5 2]
 [5 4 1]
 [5 3 2]]",4,0.00662251655629
225,6_easy_full,1.0,"[[0 2 1]
 [3 5 2]
 [0 5 1]
 [1 4 2]]",4,0.00662251655629
226,6_easy_full,4.0,"[[1 4 1]
 [1 5 2]
 [3 5 1]
 [0 2 2]]",4,0.0264900662252
227,6_easy_full,1.0,"[[0 5 1]
 [3 1 2]
 [4 1 1]
 [4 4 2]]",4,0.00662251655629
228,6_easy_full,3.0,"[[0 2 1]
 [3 5 2]
 [1 5 1]
 [1 4 2]]",4,0.0198675496689
229,6_easy_full,2.0,"[[4 5 1]
 [3 1 2]
 [4 1 1]
 [4 4 2]]",4,0.0132450331126
230,6_easy_full,1.0,"[[3 1 1]
 [4 1 2]
 [1 4 1]
 [4 4 2]]",4,0.00662251655629
231,6_easy_full,1.0,"[[4 1 1]
 [4 5 2]
 [4 4 1]
 [5 2 2]]",4,0.00662251655629
232,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [4 1 1]
 [4 4 2]]",4,0.00662251655629
233,6_easy_full,1.0,"[[0 4 1]
 [4 1 2]
 [3 1 1]
 [4 4 2]]",4,0.00662251655629
234,6_easy_full,1.0,"[[0 2 1]
 [3 5 2]
 [5 2 1]
 [4 4 2]]",4,0.00662251655629
235,6_easy_full,3.0,"[[0 2 1]
 [2 5 2]
 [1 4 1]
 [1 5 2]]",4,0.0198675496689
236,6_easy_full,1.0,"[[0 2 1]
 [3 5 2]
 [5 5 1]
 [3 1 2]]",4,0.00662251655629
237,6_easy_full,1.0,"[[5 0 1]
 [5 1 2]
 [1 4 1]
 [1 5 2]]",4,0.00662251655629
238,6_easy_full,1.0,"[[4 5 1]
 [4 4 2]
 [4 1 1]
 [3 1 2]]",4,0.00662251655629
239,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [2 5 1]
 [3 5 2]]",4,0.00662251655629
240,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [2 5 1]
 [4 4 2]]",4,0.00662251655629
241,6_easy_full,1.0,"[[0 2 1]
 [0 0 2]
 [1 5 1]
 [1 4 2]]",4,0.00662251655629
242,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [5 0 1]
 [3 1 2]]",4,0.00662251655629
243,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [2 5 1]
 [4 1 2]]",4,0.00662251655629
244,6_easy_full,1.0,"[[3 1 1]
 [5 2 2]
 [2 5 1]
 [4 1 2]]",4,0.00662251655629
245,6_easy_full,1.0,"[[5 5 1]
 [5 4 2]
 [5 0 1]
 [5 1 2]]",4,0.00662251655629
246,6_easy_full,1.0,"[[2 5 1]
 [4 1 2]
 [4 4 1]
 [5 3 2]]",4,0.00662251655629
247,6_easy_full,1.0,"[[0 5 1]
 [0 2 2]
 [0 4 1]
 [1 4 2]]",4,0.00662251655629
248,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [2 5 1]
 [4 5 2]]",4,0.00662251655629
249,6_easy_full,1.0,"[[0 2 1]
 [3 1 2]
 [4 1 1]
 [3 5 2]]",4,0.00662251655629
250,6_easy_full,1.0,"[[4 4 1]
 [3 1 2]
 [4 1 1]
 [0 4 2]]",4,0.00662251655629
251,6_easy_full,1.0,"[[4 5 1]
 [4 4 2]
 [4 1 1]
 [3 5 2]]",4,0.00662251655629
252,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [4 1 1]
 [5 4 2]]",4,0.00662251655629
253,6_easy_full,1.0,"[[5 0 1]
 [5 1 2]
 [5 2 1]
 [5 3 2]]",4,0.00662251655629
254,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [4 4 1]
 [3 1 2]]",4,0.00662251655629
255,6_easy_full,3.0,"[[1 5 1]
 [1 4 2]
 [0 5 1]
 [2 5 2]]",4,0.0198675496689
256,6_easy_full,1.0,"[[2 5 1]
 [3 5 2]
 [1 5 1]
 [1 4 2]]",4,0.00662251655629
257,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 5 1]
 [2 5 2]]",4,0.00662251655629
258,6_easy_full,1.0,"[[0 5 1]
 [1 4 2]
 [0 2 1]
 [3 5 2]]",4,0.00662251655629
259,6_easy_full,1.0,"[[4 5 1]
 [4 4 2]
 [4 1 1]
 [5 5 2]]",4,0.00662251655629
260,6_easy_full,1.0,"[[4 5 1]
 [3 1 2]
 [4 1 1]
 [3 5 2]]",4,0.00662251655629
261,6_easy_full,7.0,"[[0 2 1]
 [3 5 2]
 [1 4 1]
 [1 5 2]]",4,0.046357615894
262,6_easy_full,1.0,"[[4 1 1]
 [3 1 2]
 [1 0 1]
 [0 2 2]]",4,0.00662251655629
263,6_easy_full,1.0,"[[3 1 1]
 [4 1 2]
 [4 4 1]
 [5 2 2]]",4,0.00662251655629
264,6_easy_full,1.0,"[[5 5 1]
 [3 1 2]
 [4 1 1]
 [4 4 2]]",4,0.00662251655629
265,6_easy_full,1.0,"[[5 2 1]
 [3 1 2]
 [4 1 1]
 [4 4 2]]",4,0.00662251655629
266,6_easy_full,1.0,"[[3 5 1]
 [4 4 2]
 [4 1 1]
 [0 2 2]]",4,0.00662251655629
267,6_easy_full,2.0,"[[1 4 1]
 [1 5 2]
 [0 2 1]
 [3 5 2]]",4,0.0132450331126
268,6_easy_full,1.0,"[[3 1 1]
 [1 0 2]
 [4 1 1]
 [4 4 2]]",4,0.00662251655629
269,6_easy_full,1.0,"[[4 5 1]
 [4 4 2]
 [3 5 1]
 [0 2 2]]",4,0.00662251655629
270,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [3 1 1]
 [4 4 2]]",4,0.00662251655629
271,6_easy_full,3.0,"[[1 5 1]
 [1 4 2]
 [0 2 1]
 [3 5 2]]",4,0.0198675496689
272,6_easy_full,1.0,"[[3 1 1]
 [4 1 2]
 [1 4 1]
 [1 5 2]]",4,0.00662251655629
