userid,board_name,board_size,board_type,condition,solved,action,time,time_rel,player,score_move,move_ranking,top_possible_score,second_possible_score,num_possible_moves,delta_score,position,time_from_action,time_from_click,prev_action,move_number,move_number_in_path,first_move_in_path,time_prev_action
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525125541,374945,1,35.91059097800856,0,35.91059097800856,27.835907968710167,73,14.549479866897446,4_3,1.87,1.87,click,58,3,False,1513525123671
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,reset,1513525131280,380684,,35.91059097800856,,,,,14.549479866897446,,5.739,5.739,click,,3,,1513525125541
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525132241,381645,1,21.36111111111111,0,21.36111111111111,11.899166666666666,75,,2_3,0.961,6.7,reset,59,1,True,1513525131280
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525132968,382372,2,1.2222222222222223,0,1.2222222222222223,-10000,74,,2_7,0.727,0.727,click,60,2,False,1513525132241
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525148961,398365,1,11.337049302955895,2,35.91059097800856,27.835907968710167,73,-10.024061808155215,4_4,15.993,15.993,click,61,3,False,1513525132968
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,reset,1513525150524,399928,,11.337049302955895,,,,,-10.024061808155215,,1.563,1.563,click,,3,,1513525148961
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525151548,400952,1,21.36111111111111,0,21.36111111111111,11.899166666666666,75,,2_3,1.024,2.587,reset,62,1,True,1513525150524
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,reset,1513525153879,403283,,21.36111111111111,,,,,,,2.331,2.331,click,,1,,1513525151548
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525156133,405537,1,2.6785789759690863,12,21.36111111111111,11.899166666666666,75,,4_0,2.254,4.585,reset,63,1,True,1513525153879
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525159460,408864,2,11.25,4,10000,37.4433560090703,74,,4_4,3.327,3.327,click,64,2,False,1513525156133
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525162733,412137,1,12.722853822002174,0,12.722853822002174,-10000,73,10.044274846033087,7_4,3.273,3.273,click,65,3,False,1513525159460
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525176092,425496,2,3.188402299775926,9,10000,22.874172335600907,72,-8.061597700224073,7_3,13.359,13.359,click,66,4,False,1513525162733
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,reset,1513525180156,429560,,12.722853822002174,,,,,10.044274846033087,,4.064,4.064,click,,4,,1513525176092
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525182013,431417,1,9.502037025855708,4,21.36111111111111,11.899166666666666,75,,4_3,1.857,5.921,reset,67,1,True,1513525180156
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525184421,433825,2,11.25,2,37.4433560090703,11.61111111111111,74,,4_4,2.408,2.408,click,68,2,False,1513525182013
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525188287,437691,1,12.722853822002174,0,12.722853822002174,-10000,73,3.2208167961464653,7_4,3.866,3.866,click,69,3,False,1513525184421
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525194315,443719,2,1.6413099934253779,11,22.874172335600907,11.61111111111111,72,-9.608690006574623,6_3,6.028,6.028,click,70,4,False,1513525188287
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,reset,1513525202278,451682,,12.722853822002174,,,,,3.2208167961464653,,7.963,7.963,click,,4,,1513525194315
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525204520,453924,1,2.6785789759690863,12,21.36111111111111,11.899166666666666,75,,4_0,2.242,10.205,reset,71,1,True,1513525202278
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525207265,456669,2,11.25,4,10000,37.4433560090703,74,,4_4,2.745,2.745,click,72,2,False,1513525204520
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525209713,459117,1,12.722853822002174,0,12.722853822002174,-10000,73,10.044274846033087,7_4,2.448,2.448,click,73,3,False,1513525207265
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525214192,463596,2,0.8148422090729783,19,10000,22.874172335600907,72,-10.435157790927022,6_3,4.479,4.479,click,74,4,False,1513525209713
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525218153,467557,1,20.25,1,47.4433560090703,20.25,71,7.527146177997826,2_3,3.961,3.961,click,75,5,False,1513525214192
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525219058,468462,2,1.3611111111111112,0,1.3611111111111112,-10000,70,0.5462689020381328,2_7,0.905,0.905,click,76,6,False,1513525218153
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525221645,471049,1,11.0,2,47.4433560090703,11.703731097961867,69,-9.25,4_3,2.587,2.587,click,77,7,False,1513525219058
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525223822,473226,2,2.3033333333333337,0,2.3033333333333337,-10000,68,0.9422222222222225,5_3,2.177,2.177,click,78,8,False,1513525221645
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,reset,1513525227358,476762,,11.0,,,,,-9.25,,3.536,3.536,click,,8,,1513525223822
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525229849,479253,1,4.527233560090703,9,21.36111111111111,11.899166666666666,75,,6_1,2.491,6.027,reset,79,1,True,1513525227358
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525232090,481494,2,11.25,4,10000,37.4433560090703,74,,4_4,2.241,2.241,click,80,2,False,1513525229849
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525233496,482900,1,12.722853822002174,0,12.722853822002174,-10000,73,8.19562026191147,7_4,1.406,1.406,click,81,3,False,1513525232090
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525243034,492438,2,1.1701988823142668,15,10000,22.874172335600907,72,-10.079801117685733,2_3,9.538,9.538,click,82,4,False,1513525233496
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525243840,493244,1,12.458333333333334,3,10000,17.017844832212965,71,-0.2645204886688397,6_3,0.806,0.806,click,83,5,False,1513525243034
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525246805,496209,2,1.2222222222222223,0,1.2222222222222223,-10000,70,0.05202333990795549,3_0,2.965,2.965,click,84,6,False,1513525243840
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,reset,1513525252138,501542,,12.458333333333334,,,,,-0.2645204886688397,,5.333,5.333,click,,6,,1513525246805
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525260681,510085,1,11.899166666666666,1,21.36111111111111,11.899166666666666,75,,2_7,8.543,13.876,reset,85,1,True,1513525252138
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525262408,511812,2,2.618055555555556,0,2.618055555555556,-10000,74,,2_3,1.727,1.727,click,86,2,False,1513525260681
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525268135,517539,1,11.337049302955895,0,11.337049302955895,9.890876303184001,73,-0.5621173637107706,4_4,5.727,5.727,click,87,3,False,1513525262408
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525269775,519179,2,10000,0,10000,22.874172335600907,72,9997.381944444445,4_3,1.64,1.64,click,88,4,False,1513525268135
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,reset,1513525294823,544227,,11.337049302955895,,,,,-0.5621173637107706,,25.048,25.048,click,,4,,1513525269775
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525296945,546349,1,2.6785789759690863,12,21.36111111111111,11.899166666666666,75,,4_0,2.122,27.17,reset,89,1,True,1513525294823
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525298120,547524,2,11.25,4,10000,37.4433560090703,74,,4_4,1.175,1.175,click,90,2,False,1513525296945
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525299002,548406,1,-10000,1,12.722853822002174,-10000,73,-10002.678578975969,4_3,0.882,0.882,click,91,3,False,1513525298120
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,reset,1513525306276,555680,,-10000,,,,,-10002.678578975969,,7.274,7.274,click,,3,,1513525299002
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525307687,557091,1,11.337049302955895,2,21.36111111111111,11.899166666666666,75,,4_4,1.411,8.685,reset,92,1,True,1513525306276
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525332482,581886,2,10000,0,10000,22.874172335600907,74,,4_3,24.795,24.795,click,93,2,False,1513525307687
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525335624,585028,1,-10000,0,-10000,-10000,73,-10011.337049302956,3_0,3.142,3.142,click,94,3,False,1513525332482
7dea8d37,10_hard_pruned,10,hard,pruned,wrong,click,1513525337280,586684,2,0.9166666666666667,17,10000,10000,72,-9999.083333333334,6_3,1.656,1.656,click,95,4,False,1513525335624
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924353628,34893,1,1.26551775147929,16,21.36111111111111,11.899166666666666,75,,8_3,34.865,0,,1,1,True,1511924318763
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,reset,1511924395974,77239,,1.26551775147929,,,,,,,42.346,42.346,click,,1,,1511924353628
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924401142,82407,1,1.5531755424063116,15,21.36111111111111,11.899166666666666,75,,6_3,5.168,47.514,reset,2,1,True,1511924395974
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924415214,96479,2,1.1655555555555557,19,10000,37.4433560090703,74,,3_7,14.072,14.072,click,3,2,False,1511924401142
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,reset,1511924417759,99024,,1.5531755424063116,,,,,,,2.545,2.545,click,,2,,1511924415214
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924419440,100705,1,5.1012726589649615,7,21.36111111111111,11.899166666666666,75,,7_3,1.681,4.226,reset,4,1,True,1511924417759
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924427323,108588,2,0.3333333333333333,40,10000,37.4433560090703,74,,3_0,7.883,7.883,click,5,2,False,1511924419440
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924428992,110257,1,2.040085973245314,14,10000,21.36111111111111,73,-3.0611866857196475,8_3,1.669,1.669,click,6,3,False,1511924427323
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924437171,118436,2,4.306122448979592,5,10000,19.689999999999998,72,3.972789115646259,8_4,8.179,8.179,click,7,4,False,1511924428992
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924452928,134193,1,11.0,7,30.61111111111111,21.36111111111111,71,8.959914026754685,5_0,15.757,15.757,click,8,5,False,1511924437171
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924454896,136161,2,3.3958333333333335,0,3.3958333333333335,-10000,70,-0.9102891156462589,6_1,1.968,1.968,click,9,6,False,1511924452928
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,reset,1511924463434,144699,,11.0,,,,,8.959914026754685,,8.538,8.538,click,,6,,1511924454896
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924477642,158907,1,9.502037025855708,4,21.36111111111111,11.899166666666666,75,,4_3,14.208,22.746,reset,10,1,True,1511924463434
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924483949,165214,2,0.6384637188208617,27,37.4433560090703,11.61111111111111,74,,6_1,6.307,6.307,click,11,2,False,1511924477642
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924489634,170899,1,9.555971735834367,8,10000,10000,73,0.0539347099786589,7_3,5.685,5.685,click,12,3,False,1511924483949
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924499263,180528,2,37.4433560090703,0,37.4433560090703,11.61111111111111,72,36.80489229024944,8_4,9.629,9.629,click,13,4,False,1511924489634
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,reset,1511924507256,188521,,9.555971735834367,,,,,0.0539347099786589,,7.993,7.993,click,,4,,1511924499263
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924531095,212360,1,1.5531755424063116,15,21.36111111111111,11.899166666666666,75,,6_3,23.839,31.832,reset,14,1,True,1511924507256
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,reset,1511924536618,217883,,1.5531755424063116,,,,,,,5.523,5.523,click,,1,,1511924531095
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924540455,221720,1,21.36111111111111,0,21.36111111111111,11.899166666666666,75,,2_3,3.837,9.36,reset,15,1,True,1511924536618
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,reset,1511924543582,224847,,21.36111111111111,,,,,,,3.127,3.127,click,,1,,1511924540455
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924545689,226954,1,1.5531755424063116,15,21.36111111111111,11.899166666666666,75,,6_3,2.107,5.234,reset,16,1,True,1511924543582
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,reset,1511924554164,235429,,1.5531755424063116,,,,,,,8.475,8.475,click,,1,,1511924545689
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924558786,240051,1,4.527233560090703,9,21.36111111111111,11.899166666666666,75,,6_1,4.622,13.097,reset,17,1,True,1511924554164
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924561180,242445,2,11.25,4,10000,37.4433560090703,74,,4_4,2.394,2.394,click,18,2,False,1511924558786
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924564030,245295,1,12.722853822002174,0,12.722853822002174,-10000,73,8.19562026191147,7_4,2.85,2.85,click,19,3,False,1511924561180
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924576685,257950,2,11.61111111111111,3,10000,22.874172335600907,72,0.3611111111111107,8_3,12.655,12.655,click,20,4,False,1511924564030
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924579042,260307,1,25.044412309302416,0,25.044412309302416,-10000,71,12.321558487300242,8_4,2.357,2.357,click,21,5,False,1511924576685
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924589762,271027,2,7.677156073474753,4,10000,19.689999999999998,70,-3.933955037636358,7_3,10.72,10.72,click,22,6,False,1511924579042
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924591003,272268,1,12.11111111111111,2,10000,21.36111111111111,69,-12.933301198191305,6_3,1.241,1.241,click,23,7,False,1511924589762
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924594659,275924,2,1.2222222222222223,0,1.2222222222222223,-10000,68,-6.45493385125253,3_0,3.656,3.656,click,24,8,False,1511924591003
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924600270,281535,1,3.4337882569201255,7,10000,29.5,67,-8.677322854190985,4_3,5.611,5.611,click,25,9,False,1511924594659
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924605081,286346,2,4.389455782312925,3,10000,15.606666666666666,66,3.167233560090703,2_3,4.811,4.811,click,26,10,False,1511924600270
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,reset,1511924621287,302552,,3.4337882569201255,,,,,-8.677322854190985,,16.206,16.206,click,,10,,1511924605081
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924628974,310239,1,9.502037025855708,4,21.36111111111111,11.899166666666666,75,,4_3,7.687,23.893,reset,27,1,True,1511924621287
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924634874,316139,2,11.25,2,37.4433560090703,11.61111111111111,74,,7_4,5.9,5.9,click,28,2,False,1511924628974
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924639098,320363,1,-10000,1,10000,-10000,73,-10009.502037025855,2_3,4.224,4.224,click,29,3,False,1511924634874
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924644155,325420,2,10000,0,10000,10000,72,9988.75,8_4,5.057,5.057,click,30,4,False,1511924639098
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924646162,327427,1,10000,0,10000,10000,71,20000,4_4,2.007,2.007,click,31,5,False,1511924644155
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924650882,332147,2,12.786440378912907,3,10000,10000,70,-9987.213559621086,4_5,4.72,4.72,click,32,6,False,1511924646162
7ef11f8d,10_hard_pruned,10,hard,pruned,wrong,click,1511924651798,333063,1,10000,0,10000,10000,69,0,4_0,0.916,0.916,click,33,7,False,1511924650882
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299174553,107544,1,21.36111111111111,0,21.36111111111111,11.899166666666666,75,,2_3,107.528,0,,1,1,True,1512299067025
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299176305,109296,2,1.2222222222222223,0,1.2222222222222223,-10000,74,,2_7,1.752,1.752,click,2,2,False,1512299174553
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299180597,113588,1,35.91059097800856,0,35.91059097800856,27.835907968710167,73,14.549479866897446,4_3,4.292,4.292,click,3,3,False,1512299176305
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299184032,117023,2,14.613618188892914,0,14.613618188892914,-10000,72,13.391395966670693,5_3,3.435,3.435,click,4,4,False,1512299180597
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299194860,127851,1,20.703731097961864,1,10000,20.703731097961864,71,-15.206859880046693,4_0,10.828,10.828,click,5,5,False,1512299184032
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299196758,129749,2,11.25,0,11.25,-10000,70,-3.3636181888929144,4_4,1.898,1.898,click,6,6,False,1512299194860
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,reset,1512299205239,138230,,20.703731097961864,,,,,-15.206859880046693,,8.481,8.481,click,,6,,1512299196758
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299209745,142736,1,21.36111111111111,0,21.36111111111111,11.899166666666666,75,,2_3,4.506,12.987,reset,7,1,True,1512299205239
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299212091,145082,2,1.2222222222222223,0,1.2222222222222223,-10000,74,,2_7,2.346,2.346,click,8,2,False,1512299209745
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299214430,147421,1,35.91059097800856,0,35.91059097800856,27.835907968710167,73,14.549479866897446,4_3,2.339,2.339,click,9,3,False,1512299212091
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299216675,149666,2,14.613618188892914,0,14.613618188892914,-10000,72,13.391395966670693,5_3,2.245,2.245,click,10,4,False,1512299214430
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299224737,157728,1,10000,0,10000,20.703731097961864,71,9964.089409021992,4_4,8.062,8.062,click,11,5,False,1512299216675
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299226280,159271,2,-10000,0,-10000,-10000,70,-10014.613618188892,4_0,1.543,1.543,click,12,6,False,1512299224737
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,reset,1512299229849,162840,,10000,,,,,9964.089409021992,,3.569,3.569,click,,6,,1512299226280
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299235601,168592,1,2.6785789759690863,12,21.36111111111111,11.899166666666666,75,,4_0,5.752,9.321,reset,13,1,True,1512299229849
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299243094,176085,2,10000,0,10000,37.4433560090703,74,,4_3,7.493,7.493,click,14,2,False,1512299235601
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299249062,182053,1,-10000,0,-10000,-10000,73,-10002.678578975969,7_3,5.968,5.968,click,15,3,False,1512299243094
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299252225,185216,2,37.4433560090703,2,10000,10000,72,-9962.556643990929,8_4,3.163,3.163,click,16,4,False,1512299249062
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299255138,188129,1,-10000,0,-10000,-10000,71,0,6_1,2.913,2.913,click,17,5,False,1512299252225
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,reset,1512299260301,193292,,-10000,,,,,0,,5.163,5.163,click,,5,,1512299255138
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299267689,200680,1,21.36111111111111,0,21.36111111111111,11.899166666666666,75,,2_3,7.388,12.551,reset,18,1,True,1512299260301
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,reset,1512299271255,204246,,21.36111111111111,,,,,,,3.566,3.566,click,,1,,1512299267689
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299272185,205176,1,0.4375,24,21.36111111111111,11.899166666666666,75,,0_2,0.93,4.496,reset,19,1,True,1512299271255
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299274946,207937,2,1.1701988823142668,19,10000,37.4433560090703,74,,2_3,2.761,2.761,click,20,2,False,1512299272185
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299277136,210127,1,30.601028425176764,0,30.601028425176764,19.391753579143696,73,30.163528425176764,3_5,2.19,2.19,click,21,3,False,1512299274946
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299279408,212399,2,14.33048373787385,0,14.33048373787385,-10000,72,13.160284855559583,4_6,2.272,2.272,click,22,4,False,1512299277136
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,reset,1512299284611,217602,,30.601028425176764,,,,,30.163528425176764,,5.203,5.203,click,,4,,1512299279408
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299292328,225319,1,21.36111111111111,0,21.36111111111111,11.899166666666666,75,,2_3,7.717,12.92,reset,23,1,True,1512299284611
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299293727,226718,2,1.2222222222222223,0,1.2222222222222223,-10000,74,,2_7,1.399,1.399,click,24,2,False,1512299292328
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299312118,245109,1,0.25,28,35.91059097800856,27.835907968710167,73,-21.11111111111111,3_1,18.391,18.391,click,25,3,False,1512299293727
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299318678,251669,2,10000,0,10000,37.4433560090703,72,9998.777777777777,4_3,6.56,6.56,click,26,4,False,1512299312118
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299326004,258995,1,-10000,0,-10000,-10000,71,-10000.25,3_0,7.326,7.326,click,27,5,False,1512299318678
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,reset,1512299328515,261506,,-10000,,,,,-10000.25,,2.511,2.511,click,,5,,1512299326004
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299339564,272555,1,21.36111111111111,0,21.36111111111111,11.899166666666666,75,,2_3,11.049,13.56,reset,28,1,True,1512299328515
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299341100,274091,2,1.2222222222222223,0,1.2222222222222223,-10000,74,,2_7,1.536,1.536,click,29,2,False,1512299339564
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299346950,279941,1,35.91059097800856,0,35.91059097800856,27.835907968710167,73,14.549479866897446,4_3,5.85,5.85,click,30,3,False,1512299341100
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299350100,283091,2,14.613618188892914,0,14.613618188892914,-10000,72,13.391395966670693,5_3,3.15,3.15,click,31,4,False,1512299346950
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,reset,1512299361279,294270,,35.91059097800856,,,,,14.549479866897446,,11.179,11.179,click,,4,,1512299350100
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299362612,295603,1,1.26551775147929,16,21.36111111111111,11.899166666666666,75,,8_3,1.333,12.512,reset,32,1,True,1512299361279
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299369034,302025,2,1.3079766600920446,17,10000,19.689999999999998,74,,6_1,6.422,6.422,click,33,2,False,1512299362612
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299378094,311085,1,7.001622254424446,6,21.36111111111111,11.899166666666666,73,5.736104502945157,7_3,9.06,9.06,click,34,3,False,1512299369034
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299381364,314355,2,1.0544444444444443,17,10000,19.689999999999998,72,-0.2535322156476003,4_0,3.27,3.27,click,35,4,False,1512299378094
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299382664,315655,1,6.559739229024943,9,21.36111111111111,15.74957482993197,71,-0.44188302539950275,6_3,1.3,1.3,click,36,5,False,1512299381364
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299384944,317935,2,1.3322222222222222,16,10000,17.77444444444444,70,0.2777777777777779,3_0,2.28,2.28,click,37,6,False,1512299382664
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,reset,1512299392183,325174,,6.559739229024943,,,,,-0.44188302539950275,,7.239,7.239,click,,6,,1512299384944
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299413860,346851,1,21.36111111111111,0,21.36111111111111,11.899166666666666,75,,2_3,21.677,28.916,reset,38,1,True,1512299392183
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299415776,348767,2,1.2222222222222223,0,1.2222222222222223,-10000,74,,2_7,1.916,1.916,click,39,2,False,1512299413860
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299417610,350601,1,35.91059097800856,0,35.91059097800856,27.835907968710167,73,14.549479866897446,4_3,1.834,1.834,click,40,3,False,1512299415776
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299421726,354717,2,14.613618188892914,0,14.613618188892914,-10000,72,13.391395966670693,5_3,4.116,4.116,click,41,4,False,1512299417610
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299435804,368795,1,10000,0,10000,20.703731097961864,71,9964.089409021992,4_4,14.078,14.078,click,42,5,False,1512299421726
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299451536,384527,2,-10000,0,-10000,-10000,70,-10014.613618188892,4_5,15.732,15.732,click,43,6,False,1512299435804
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299454524,387515,1,10000,0,10000,5.019548363724188,69,0,4_0,2.988,2.988,click,44,7,False,1512299451536
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,reset,1512299456821,389812,,10000,,,,,0,,2.297,2.297,click,,7,,1512299454524
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299461246,394237,1,11.337049302955895,2,21.36111111111111,11.899166666666666,75,,4_4,4.425,6.722,reset,45,1,True,1512299456821
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,reset,1512299468073,401064,,11.337049302955895,,,,,,,6.827,6.827,click,,1,,1512299461246
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299470964,403955,1,21.36111111111111,0,21.36111111111111,11.899166666666666,75,,2_3,2.891,9.718,reset,46,1,True,1512299468073
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299471991,404982,2,1.2222222222222223,0,1.2222222222222223,-10000,74,,2_7,1.027,1.027,click,47,2,False,1512299470964
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299472942,405933,1,35.91059097800856,0,35.91059097800856,27.835907968710167,73,14.549479866897446,4_3,0.951,0.951,click,48,3,False,1512299471991
8aa6d830,10_hard_pruned,10,hard,pruned,wrong,click,1512299474106,407097,2,14.613618188892914,0,14.613618188892914,-10000,72,13.391395966670693,5_3,1.164,1.164,click,49,4,False,1512299472942
