,board,correct,fitted_heuristic,o_prob_mean,o_prob_median,o_prob_ratio_mean,o_prob_ratio_median,o_rank_mean,o_rank_median,userid,x_prob_mean,x_prob_median,x_prob_ratio_mean,x_prob_ratio_median,x_rank_mean,x_rank_median
170,10_medium_full,0,blocking,0.027034113,0.008915936,0.197522975,0.068428339,16,20,b3dbd892,0.135374744,0.069675796,0.582405154,0.46571502,1.666666667,2
171,6_easy_full,0,density,0.378196292,0.096385542,0.878787879,1,0.666666667,0,b3e4f78d,0.444722854,0.113924051,0.930555556,1,0.6,0
172,10_easy_full,0,blocking,0.167630341,0.120055716,0.591138558,0.459104292,3.941176471,1,b4a4f22a,0.065288734,0.018796053,0.530685758,0.572345681,7.147058824,2
173,6_easy_full,1,blocking,0.071428571,0.071428571,1,1,0,0,b4abeb7e,0.59482723,0.644300123,1,1,0,0
174,6_hard_full,0,blocking,0.059948763,0.05,0.52577224,0.549805609,3.666666667,4,b7a4fe27,0.229111558,0.233730637,0.838813914,1,1,0
176,6_easy_full,0,non-linear,0.071638293,0.043589744,0.399091221,0.209876543,6.444444444,6,b7eae04f,0.093862217,0.107142857,0.613528129,0.679245283,4,3
177,10_medium_full,0,blocking,0.063836251,0.053165168,0.620233534,0.743178311,6.428571429,1,b9bbc96c,0.168080171,0.150623762,0.705623458,0.862653064,1.166666667,0.5
178,10_easy_pruned,1,blocking,0.175870281,0.182968293,0.739080766,1,1.375,0,b9e10f8b,0.167366246,0.031093912,0.548352468,0.446529081,5.333333333,1
179,6_hard_pruned,0,blocking,0.138625256,0.097573899,0.445383579,0.375529634,2.833333333,2.5,b9e512db,0.135159372,0.102894577,0.56612386,0.469285991,2.5,3
181,6_hard_full,0,blocking,0.368089081,0.481402023,1,1,0,0,bae515f2,0.320351007,0.219257721,0.882672101,1,0.714285714,0
182,10_medium_full,0,interaction,0.086525184,0.086525184,1,1,0,0,bca124ea,0.285419203,0.309776876,0.881834525,1,0.5,0
183,10_hard_pruned,0,blocking,0.008945402,0.008945402,0.505850994,0.505850994,11.5,11.5,bcf51783,0.235955958,0.240119735,0.891800592,1,0.6,0
184,10_medium_pruned,1,blocking,0.012987013,0.012987013,1,1,0,0,bdd7483e,0.220335818,0.206297426,0.7263452,1,1.6,0
185,6_hard_full,1,blocking,0.116522425,0.045454545,0.6,1,0.4,0,bed50a1d,0.293340056,0.214646015,0.868805174,1,0.5,0
186,10_medium_full,0,interaction,0.034678745,0.038482998,0.484525137,0.375604123,3.25,4,bfabcc7d,0.141437098,0.056568294,0.555570915,0.405477209,3.333333333,3
187,6_easy_pruned,1,interaction,0.035764286,0.035764286,0.5,0.5,0.5,0.5,c0cbeef2,0.718661209,0.717000546,1,1,0,0
188,10_medium_full,0,blocking,0.046759392,0.024184121,0.376312582,0.182846252,5.863636364,5.5,c6c100be,0.129837033,0.1213098,0.714538762,1,2.710526316,0
189,6_hard_full,0,density,0.101003169,0.046511628,0.543173701,0.571428571,4.863636364,2.5,c7a67aab,0.186965121,0.098765432,0.913273467,1,0.586206897,0
190,10_easy_pruned,1,blocking,0.003596141,0.003596141,0.011922222,0.011922222,18,18,c7c6f18d,0.163403455,0.109992451,0.513491311,0.446529081,11.33333333,1
191,6_hard_pruned,0,blocking,0.069322168,0.045871825,0.352718628,0.126528486,3.5,4,c7fffe38,0.216429292,0.085246401,0.517103155,0.355255656,2.642857143,1
192,6_hard_full,0,blocking,0.172013036,0.061280505,0.42609488,0.152824851,3.35,1.5,c8a4fa50,0.101410102,0.073039029,0.476710234,0.351501871,2.769230769,2
193,6_easy_pruned,0,blocking,0.211989986,0.18899083,0.655727719,0.931034483,1.8125,1,c8afed22,0.299793967,0.309524062,0.61729734,0.639194139,1.785714286,1
194,10_easy_full,1,blocking,0.010814503,0.015873016,0.666875,1,20,0,c8c4f85a,0.227599851,0.115479384,0.810503944,0.791927604,2.75,1
195,6_easy_pruned,1,interaction,0.071428571,0.071428571,1,1,0,0,c9c757af,0.787043145,0.920485691,1,1,0,0
196,6_hard_full,0,interaction,0.063762659,0.037911127,0.525400529,0.564407483,4.166666667,2,cceac8ca,0.18404195,0.099736949,0.795051708,1,1.25,0
197,10_hard_pruned,0,blocking,0.05853199,0.022627046,0.265001967,0.127163425,3.888888889,1,cdc514e1,0.172051733,0.151206159,0.628464643,1,2.257142857,0
198,10_easy_pruned,1,interaction,0.016938434,0.015091335,0.304223981,0.088106218,9.5,8,ceafe698,0.149932367,0.031027762,0.379302196,0.142668406,10.2,8
199,10_easy_pruned,1,blocking,0.015873016,0.015873016,1,1,0,0,cec10cc8,0.42955488,0.496681982,1,1,0,0
200,10_medium_pruned,1,blocking,0.00985184,0.012987013,0.75,1,0.25,0,cefc077d,0.232983227,0.206297426,0.784819828,1,2,0
201,6_easy_full,0,density,0.06813084,0.077777778,0.572420297,0.636363636,3.675,2,cfd6ff5a,0.176511385,0.075757576,0.629194282,0.645833333,4.54,3
202,10_easy_full,1,blocking,0.009213188,0.008060672,0.029072412,0.024390828,14.5,11,cff10c9a,0.112206269,0.091444941,0.507222712,0.625869868,8.263157895,3
203,10_medium_pruned,0,blocking,0.028599631,0.034287042,0.139734317,0.141866929,6.5,3,d0f687f1,0.113302722,0.073885534,0.404276286,0.34874728,4.611111111,3
204,10_medium_pruned,1,blocking,0.013333333,0.013333333,1,1,0,0,d1bbc1e6,0.249537797,0.263749478,0.784454493,1,0.5,0
205,10_hard_full,1,blocking,0.030630298,0.013899614,0.431954129,0.27628917,7,3,d2ac158a,0.223874867,0.170286488,0.805975432,1,1.272727273,0
206,6_easy_pruned,0,non-linear,0.169302863,0.18579627,0.919270833,1,1.25,1,d2d73ea5,0.062731271,0.066006601,0.351851852,0.37037037,3,2.5
207,6_easy_full,0,density,0.123375489,0.092105263,0.766922208,0.857142857,2.956521739,1,d3b525de,0.072683355,0.071283612,0.570802399,0.625,4.933333333,3.5
208,6_hard_pruned,0,density,0.041833458,0.054945055,0.476875,0.625,2.8,2,d4fac87b,0.215777495,0.113924051,0.819047619,1,2,0
209,6_easy_full,1,blocking,0.017932143,0.0001,0.25,0,3.75,1,d6b67ee1,0.359663744,0.232548035,0.735581502,1,1.357142857,0
210,10_easy_full,0,blocking,0.05009817,0.038014016,0.224604289,0.133246948,4.9375,3.5,d6c10e9a,0.094166354,0.040540126,0.435469575,0.18024365,8.777777778,4
211,6_easy_full,0,density,0.078871039,0.069852443,0.591856061,0.545454545,4.375,3,d6d500ab,0.132845789,0.0625,0.552055167,0.454545455,3.923076923,3
212,10_medium_pruned,1,interaction,0.012987013,0.012987013,1,1,0,0,d8aacc7a,0.345503876,0.381543161,1,1,0,0
213,10_hard_pruned,0,density,0.31251284,0.036437247,0.892592593,0.9,1,1,d9e4f7e5,0.147261979,0.044246816,0.761217949,0.791666667,4.75,4
214,10_medium_pruned,0,blocking,0.016373641,0.012987013,0.441985767,0.139495819,10.2,4,daa11f50,0.119665933,0.083645671,0.518611903,0.357097646,2.5,2.5
215,6_easy_full,1,non-linear,0.095440532,0.083997548,0.54720679,0.604938272,2.6,2,dabbe6bb,0.140841071,0.119047619,0.641746903,0.916666667,2.80952381,1
216,6_hard_pruned,0,density,0.052590267,0.052590267,0.625,0.625,5.5,5.5,daefd33a,0.234102145,0.125,0.925925926,1,0.333333333,0
217,10_easy_full,1,blocking,0.007986508,0.007986508,0.5,0.5,0.5,0.5,daf74d3f,0.254188289,0.139637387,0.88782336,1,1,0
218,6_hard_full,0,interaction,0.19370778,0.023097282,0.357298049,0.051296719,3.5,3.5,dbe71b15,0.267566706,0.131750621,0.781821827,1,0.857142857,0
219,6_hard_full,0,density,0.044617313,0.045727724,0.607767857,0.571428571,5.166666667,4.5,dcc4f10e,0.292834658,0.098765432,0.987654321,1,0.111111111,0
220,6_easy_pruned,1,non-linear,0.061672804,0.060351967,0.517361111,0.399305556,4.5,5.5,dcfbe5af,0.129318411,0.089108911,0.637414966,0.5,3,3
221,6_easy_pruned,1,density,0.0615818,0.052631579,0.454545455,0.363636364,6.333333333,8,ddb7456a,0.231593098,0.085128205,0.746296296,0.683333333,2.166666667,2
222,6_easy_pruned,1,density,0.049123829,0.041822095,0.359434659,0.318181818,7.85,9,dfa705b9,0.153017838,0.076923077,0.690598291,0.666666667,4.076923077,2
223,6_hard_full,0,blocking,0.043135232,0.0625,0.376751625,0.130254875,1.666666667,1,dfcbf407,0.248781931,0.214646015,0.700757209,0.915478311,1.333333333,0.5
224,6_hard_full,0,non-linear,0.276889105,0.109109109,0.889601703,1,0.384615385,0,dfe6bee3,0.138595477,0.043478261,0.71379085,1,4.470588235,0
225,10_medium_full,0,interaction,0.050248113,0.050248113,0.523697885,0.523697885,16,16,e0a10efa,0.125232801,0.061306999,0.593801052,0.520024919,2.6,3
226,6_easy_pruned,1,blocking,0.103181308,0.071428571,0.424461533,0.1125,0.933333333,1,e1b100ae,0.368644658,0.460008583,0.655216628,1,1.05,0
227,6_hard_pruned,1,blocking,0.055555556,0.055555556,1,1,0,0,e1e500d7,0.465653798,0.478257102,0.957739156,1,0.25,0
228,10_hard_pruned,1,blocking,0.075666008,0.054257872,0.446164561,0.321072255,6.25,1,e2b10de5,0.144426019,0.064832739,0.567001025,0.483536647,2.388888889,1
229,10_medium_full,0,blocking,0.013183811,0.013183811,0.537929763,0.537929763,6.5,6.5,e5b69f84,0.253658586,0.241170515,0.948377704,1,0.5,0
230,10_easy_full,1,interaction,0.008909939,0.006254462,0.343681437,0.018189815,9.666666667,11,e6abcdb2,0.21029539,0.039275327,0.517331401,0.448230519,13.28571429,4
231,10_hard_pruned,0,blocking,0.121939612,0.025326226,0.46345169,0.293104439,8.2,1,e6efec72,0.113796931,0.10223487,0.569354149,0.744550114,3.214285714,0.5
232,10_medium_pruned,1,interaction,0.015251854,0.012987013,0.687532907,1,1.666666667,0,e9b10766,0.269899526,0.195014576,0.846622594,1,0.888888889,0
233,10_easy_full,0,blocking,0.083270755,0.013100665,0.395866533,0.076277652,15.4375,8,e9bbf006,0.103146806,0.035221938,0.515366611,0.446529081,9.965517241,2
234,6_hard_pruned,0,density,0.181155358,0.054945055,0.638888889,0.555555556,6,6,e9dbbf8a,0.165810994,0.075949367,0.604467593,0.6,3.111111111,3
235,10_medium_full,0,blocking,0.025852803,0.014492754,0.53366277,0.314201045,7.2,5,eaaff660,0.202012856,0.10562224,0.578830453,0.515266955,2.25,1.5
236,10_medium_pruned,0,blocking,0.010558466,0.008226008,0.156601643,0.029420307,10.9375,9,ecefd3a0,0.113047119,0.080584436,0.522544574,0.4854511,5.717391304,2
237,6_easy_pruned,0,density,0.115763654,0.063291139,0.486779119,0.454545455,5.25,5.5,edbbcb60,0.126974594,0.076923077,0.692391304,0.666666667,3.52173913,2
238,10_hard_pruned,0,blocking,0.139853611,0.100841142,0.506350437,0.471342135,6.25,1,edfff93e,0.117701922,0.108940879,0.715079504,0.862607397,2.833333333,0.5
239,10_easy_pruned,1,blocking,0.035129845,0.015873016,0.254123201,0.047224348,5.857142857,6,eec719ce,0.135325144,0.039835161,0.419810903,0.16171617,8.583333333,3
240,6_hard_full,0,interaction,0.030797913,0.02966155,0.510327445,0.510327445,3.5,3.5,eec7360c,0.26032741,0.191607153,1,1,0,0
241,10_medium_pruned,1,interaction,0.020138987,0.01573452,0.542616736,0.557066551,2,1.5,eefbf52d,0.216681428,0.195014576,0.714489921,1,1.636363636,0
242,6_easy_full,0,density,0.0698462,0.06710362,0.574176136,0.603896104,5.125,2.5,efa7383d,0.063203439,0.057062487,0.540575069,0.472222222,5.5,5
243,10_hard_pruned,0,blocking,0.017589006,0.015695089,0.167324218,0.044016947,12.25,8,efd4fa4a,0.149671301,0.069404075,0.50198002,0.333149358,4.733333333,3
244,10_easy_full,0,blocking,0.047659831,0.048484109,0.165935594,0.162793516,16.5,9.5,f1fbe0de,0.098007039,0.097489556,0.545669883,0.698162282,12.90909091,3
245,6_hard_full,0,non-linear,0.067421379,0.070067265,0.465278096,0.534782609,2.75,2,f3dbeb7e,0.14094682,0.068592058,0.876185998,1,1.363636364,0
246,10_hard_pruned,0,blocking,0.060795275,0.014087302,0.400977217,0.07685895,6.625,1,f4c4f33c,0.213687507,0.151206159,0.752526641,1,2.25,0
247,10_medium_full,1,blocking,0.069071464,0.051780204,0.614834954,0.599349233,3.071428571,2,f8e11654,0.164694621,0.109417252,0.689166275,0.898315257,2.19047619,1
248,10_easy_pruned,1,blocking,0.007986508,0.007986508,0.5,0.5,0.5,0.5,f8efd664,0.425671292,0.496681982,1,1,0,0
249,6_easy_full,1,blocking,0.071428571,0.071428571,1,1,0,0,f9c123d7,0.435725929,0.30958145,0.912271991,1,1.071428571,0
250,6_hard_full,0,linear,0.04429117,0.041377434,0.467145889,0.450928382,7.583333333,7.5,fac10d6e,0.10569133,0.038149973,0.569094304,0.394179894,9.25,9.5
251,10_hard_pruned,1,blocking,0.008686875,0.008686875,0.503667715,0.503667715,18.5,18.5,fcb764e3,0.178876841,0.151206159,0.747906557,1,3.8,0
252,6_easy_full,1,interaction,0.035764286,0.035764286,0.5,0.5,0.5,0.5,fda4f169,0.318672865,0.174183143,0.665107212,1,2.777777778,0
253,6_hard_pruned,0,density,0.092627929,0.0625,0.666002778,0.75,3.84,2,fdaa7ebb,0.144259473,0.063291139,0.620238095,0.555555556,4.742857143,5
254,10_easy_pruned,1,interaction,0.009826931,0.010417089,0.505433166,0.506816187,10.25,7,fdc4f07b,0.333553245,0.373580935,0.771281505,1,8.3125,0
