,correlation,path_length
0,0.6926532681675069,2
1,0.7935205645931931,1
2,0.9999999999999998,7
3,0.7589117643664098,6
4,0.9999992335570945,5
5,0.5825717522201189,4
6,0.9733877731513755,3
7,0.3324422260715918,2
8,0.6826882694990375,1
9,,7
10,0.75891176436641,6
11,0.9999992335570945,5
12,0.5825717522201188,4
13,0.9733877731513753,3
14,0.6926532681675069,2
15,0.7827184588987947,1
16,1.0,7
17,0.75891176436641,6
18,0.9999992335570945,5
19,0.5825717522201188,4
20,0.9733877731513755,3
21,0.845173122282216,2
22,0.6826882694990376,1
23,1.0,7
24,0.75891176436641,6
25,0.9999992335570943,5
26,0.5825717522201188,4
27,0.9733877731513755,3
28,0.3324422260715917,2
29,0.7208182321486629,1
30,0.9999999999999998,7
31,1.0,6
32,0.9999992335570943,5
33,0.5825717522201189,4
34,0.9733877731513755,3
35,0.6326809345493136,2
36,0.6826882694990376,1
37,1.0,7
38,1.0,6
39,0.9999992335570943,5
40,0.5825717522201188,4
41,0.9733877731513753,3
42,0.7600445466525068,2
43,0.6590472585519912,1
44,1.0,7
45,0.75891176436641,6
46,0.9999992335570945,5
47,0.5825717522201189,4
48,0.9733877731513755,3
49,0.692653268167507,2
50,0.6826882694990376,1
51,1.0,7
52,0.75891176436641,6
53,0.9999992335570945,5
54,0.582571752220119,4
55,0.9733877731513755,3
56,0.6326809345493136,2
57,0.6826882694990377,1
58,0.9999999999999998,7
59,0.7589117643664098,6
60,0.9999992335570945,5
61,0.5825717522201188,4
62,0.9733877731513755,3
63,0.6326809345493136,2
64,0.6590472585519911,1
65,1.0,7
66,,6
67,0.9999992335570945,5
68,0.582571752220119,4
69,0.9733877731513755,3
70,0.3324422260715918,2
71,0.6586706319760091,1
72,0.9999999999999998,7
73,0.75891176436641,6
74,0.9999992335570943,5
75,0.5825717522201189,4
76,0.9733877731513753,3
77,0.3324422260715918,2
78,0.6818305511901588,1
79,1.0,7
80,0.75891176436641,6
81,0.9999992335570945,5
82,0.582571752220119,4
83,0.9733877731513755,3
84,0.692653268167507,2
85,0.6818305511901586,1
86,,7
87,0.7589117643664098,6
88,0.9999992335570945,5
89,0.5825717522201189,4
90,0.9733877731513755,3
91,0.8451731222822157,2
92,0.6815799320008502,1
93,0.9999999999999998,7
94,,6
95,0.9999992335570945,5
96,0.5825717522201189,4
97,0.9733877731513755,3
98,0.6326809345493136,2
99,0.7827184588987948,1
100,1.0,7
101,0.75891176436641,6
102,0.9999992335570943,5
103,0.5825717522201189,4
104,0.9733877731513755,3
105,0.7600445466525069,2
106,0.7208182321486628,1
107,1.0,7
108,0.75891176436641,6
109,0.9999992335570945,5
110,0.5825717522201189,4
111,0.9733877731513755,3
112,0.8451731222822157,2
113,0.6826882694990375,1
114,1.0,7
115,0.75891176436641,6
116,0.9999992335570945,5
117,0.5825717522201188,4
118,0.9733877731513755,3
119,0.6326809345493136,2
120,0.6586706319760091,1
121,1.0,7
122,,6
123,0.9999992335570943,5
124,0.5825717522201189,4
125,0.9733877731513753,3
126,0.8451731222822159,2
127,0.6826882694990377,1
128,0.9999999999999998,7
129,1.0,6
130,0.9999992335570943,5
131,0.5825717522201189,4
132,0.9733877731513755,3
133,0.6926532681675069,2
134,0.6818305511901588,1
135,0.9999999999999998,7
136,0.75891176436641,6
137,0.9999992335570945,5
138,0.5825717522201189,4
139,0.9733877731513755,3
140,0.6326809345493136,2
141,0.7827184588987947,1
142,,7
143,0.7589117643664097,6
144,0.9999992335570945,5
145,0.5825717522201189,4
146,0.9733877731513755,3
147,0.645015887298354,2
148,0.2365823925907387,1
149,0.9999999999999998,7
150,0.7589117643664098,6
151,0.9999992335570945,5
152,0.5825717522201189,4
153,0.9733877731513753,3
154,0.7600445466525069,2
155,0.7827184588987947,1
156,1.0,7
157,,6
158,0.9999992335570945,5
159,0.5825717522201188,4
160,0.9733877731513755,3
161,0.6321062000735977,2
162,0.6590472585519912,1
163,1.0,7
164,0.75891176436641,6
165,0.9999992335570945,5
166,0.5825717522201188,4
167,0.9733877731513753,3
168,0.692653268167507,2
169,0.7208182321486628,1
170,1.0,7
171,0.75891176436641,6
172,0.9999992335570943,5
173,0.5825717522201189,4
174,0.9733877731513753,3
175,0.8451731222822159,2
176,0.6650669700769509,1
177,0.9999999999999998,7
178,1.0,6
179,0.9999992335570945,5
180,0.5825717522201189,4
181,0.9733877731513755,3
182,0.692653268167507,2
183,0.658670631976009,1
184,1.0,7
185,0.75891176436641,6
186,0.9999992335570943,5
187,0.5825717522201189,4
188,0.9733877731513755,3
189,0.6326809345493136,2
190,0.6586706319760091,1
191,1.0,7
192,0.75891176436641,6
193,0.9999992335570945,5
194,0.582571752220119,4
195,0.9733877731513753,3
196,0.3324422260715918,2
197,0.6590472585519912,1
198,1.0,7
199,1.0,6
200,0.9999992335570945,5
201,0.5825717522201188,4
202,0.9733877731513753,3
203,0.645015887298354,2
204,0.7935205645931929,1
205,,7
206,0.75891176436641,6
207,0.9999992335570945,5
208,0.5825717522201189,4
209,0.9733877731513755,3
210,0.645015887298354,2
211,0.7208182321486628,1
212,0.9999999999999998,7
213,0.7589117643664098,6
214,0.9999992335570945,5
215,0.5825717522201188,4
216,0.9733877731513753,3
217,0.845173122282216,2
218,0.7827184588987948,1
219,1.0,7
220,0.7589117643664098,6
221,0.9999992335570943,5
222,0.5825717522201189,4
223,0.9733877731513753,3
224,0.6321062000735976,2
225,0.6826882694990376,1
226,0.9999999999999998,7
227,0.7589117643664098,6
228,0.9999992335570945,5
229,0.5825717522201189,4
230,0.9733877731513755,3
231,0.7600445466525069,2
232,0.7827184588987948,1
233,1.0,7
234,1.0,6
235,0.9999992335570945,5
236,0.582571752220119,4
237,0.9733877731513755,3
238,0.3324422260715918,2
239,0.6586706319760091,1
240,1.0,7
241,0.7589117643664098,6
242,0.9999992335570945,5
243,0.582571752220119,4
244,0.9733877731513753,3
245,0.7600445466525069,2
246,0.6826882694990376,1
247,1.0,7
248,0.75891176436641,6
249,0.9999992335570945,5
250,0.5825717522201189,4
251,0.9733877731513753,3
252,0.645015887298354,2
253,0.6826882694990375,1
254,1.0,7
255,,6
256,0.9999992335570945,5
257,0.5825717522201188,4
258,0.9733877731513755,3
259,0.6321062000735976,2
260,0.2365823925907388,1
261,1.0,7
262,1.0,6
263,0.9999992335570945,5
264,0.5825717522201189,4
265,0.9733877731513755,3
266,0.8451731222822157,2
267,0.6650669700769507,1
268,0.9999999999999998,7
269,0.75891176436641,6
270,0.9999992335570945,5
271,0.5825717522201189,4
272,0.9733877731513753,3
273,0.6321062000735976,2
274,0.6815799320008502,1
275,,7
276,0.75891176436641,6
277,0.9999992335570943,5
278,0.5825717522201188,4
279,0.9733877731513755,3
280,0.845173122282216,2
281,0.7935205645931929,1
282,1.0,7
283,0.75891176436641,6
284,0.9999992335570945,5
285,0.5825717522201188,4
286,0.9733877731513755,3
287,0.6450158872983539,2
288,0.793520564593193,1
289,1.0,7
290,1.0,6
291,0.9999992335570943,5
292,0.5825717522201188,4
293,0.9733877731513755,3
294,0.3324422260715918,2
295,0.658670631976009,1
296,0.9999999999999998,7
297,0.7589117643664097,6
298,0.9999992335570945,5
299,0.5825717522201189,4
300,0.9733877731513755,3
301,0.6321062000735977,2
302,0.7827184588987948,1
303,1.0,7
304,0.75891176436641,6
305,0.9999992335570945,5
306,0.5825717522201189,4
307,0.9733877731513755,3
308,0.6926532681675069,2
309,0.68157993200085,1
310,1.0,7
311,0.7589117643664098,6
312,0.9999992335570945,5
313,0.582571752220119,4
314,0.9733877731513753,3
315,0.6321062000735976,2
316,0.6590472585519912,1
317,0.9999999999999998,7
318,0.75891176436641,6
319,0.9999992335570945,5
320,0.5825717522201188,4
321,0.9733877731513755,3
322,0.692653268167507,2
323,0.23658239259073877,1
324,1.0,7
325,0.75891176436641,6
326,0.9999992335570943,5
327,0.5825717522201189,4
328,0.9733877731513755,3
329,0.7600445466525069,2
330,0.6586706319760091,1
331,0.9999999999999998,7
332,0.7589117643664097,6
333,0.9999992335570945,5
334,0.5825717522201188,4
335,0.9733877731513755,3
336,0.6326809345493136,2
337,0.6826882694990376,1
338,1.0,7
339,0.75891176436641,6
340,0.9999992335570945,5
341,0.5825717522201189,4
342,0.9733877731513755,3
343,0.3324422260715918,2
344,0.6590472585519911,1
345,0.9999999999999998,7
346,0.7589117643664098,6
347,0.9999992335570945,5
348,0.5825717522201189,4
349,0.9733877731513755,3
