,board,counts,path,path_length,path_number,probability
0,6_easy_full,1.0,[[4 5 1]],1,1,0.0294117647059
1,6_easy_full,4.0,[[1 5 1]],1,1,0.117647058824
2,6_easy_full,1.0,[[4 4 1]],1,1,0.0294117647059
3,6_easy_full,9.0,[[3 5 1]],1,1,0.264705882353
4,6_easy_full,3.0,[[2 5 1]],1,1,0.0882352941176
5,6_easy_full,8.0,[[1 4 1]],1,1,0.235294117647
6,6_easy_full,3.0,[[3 1 1]],1,1,0.0882352941176
7,6_easy_full,5.0,[[0 2 1]],1,1,0.147058823529
8,6_easy_full,1.0,"[[1 5 1]
 [2 5 2]]",2,1,0.0434782608696
9,6_easy_full,2.0,"[[1 5 1]
 [1 4 2]]",2,1,0.0869565217391
10,6_easy_full,4.0,"[[1 4 1]
 [1 5 2]]",2,1,0.173913043478
11,6_easy_full,1.0,"[[2 5 1]
 [4 1 2]]",2,1,0.0434782608696
12,6_easy_full,1.0,"[[0 2 1]
 [0 0 2]]",2,1,0.0434782608696
13,6_easy_full,1.0,"[[3 1 1]
 [4 1 2]]",2,1,0.0434782608696
14,6_easy_full,6.0,"[[3 5 1]
 [0 2 2]]",2,1,0.260869565217
15,6_easy_full,2.0,"[[0 2 1]
 [3 5 2]]",2,1,0.0869565217391
16,6_easy_full,1.0,"[[3 5 1]
 [1 4 2]]",2,1,0.0434782608696
17,6_easy_full,1.0,"[[2 5 1]
 [1 5 2]]",2,1,0.0434782608696
18,6_easy_full,1.0,"[[1 4 1]
 [3 5 2]]",2,1,0.0434782608696
19,6_easy_full,1.0,"[[3 1 1]
 [1 4 2]]",2,1,0.0434782608696
20,6_easy_full,1.0,"[[4 4 1]
 [3 1 2]]",2,1,0.0434782608696
21,6_easy_full,1.0,"[[2 5 1]
 [4 1 2]
 [4 4 1]]",3,1,0.0714285714286
22,6_easy_full,1.0,"[[0 2 1]
 [3 5 2]
 [1 5 1]]",3,1,0.0714285714286
23,6_easy_full,1.0,"[[4 4 1]
 [3 1 2]
 [4 1 1]]",3,1,0.0714285714286
24,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 4 1]]",3,1,0.0714285714286
25,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [3 5 1]]",3,1,0.0714285714286
26,6_easy_full,1.0,"[[0 2 1]
 [0 0 2]
 [1 5 1]]",3,1,0.0714285714286
27,6_easy_full,1.0,"[[3 1 1]
 [4 1 2]
 [1 4 1]]",3,1,0.0714285714286
28,6_easy_full,4.0,"[[3 5 1]
 [0 2 2]
 [1 5 1]]",3,1,0.285714285714
29,6_easy_full,2.0,"[[1 4 1]
 [1 5 2]
 [3 5 1]]",3,1,0.142857142857
30,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [4 5 1]]",3,1,0.0714285714286
31,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 4 1]
 [1 5 2]]",4,1,0.0769230769231
32,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [3 5 1]
 [0 2 2]]",4,1,0.0769230769231
33,6_easy_full,4.0,"[[3 5 1]
 [0 2 2]
 [1 5 1]
 [1 4 2]]",4,1,0.307692307692
34,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [4 5 1]
 [2 5 2]]",4,1,0.0769230769231
35,6_easy_full,1.0,"[[0 2 1]
 [3 5 2]
 [1 5 1]
 [1 4 2]]",4,1,0.0769230769231
36,6_easy_full,1.0,"[[0 2 1]
 [0 0 2]
 [1 5 1]
 [1 4 2]]",4,1,0.0769230769231
37,6_easy_full,1.0,"[[3 1 1]
 [4 1 2]
 [1 4 1]
 [4 4 2]]",4,1,0.0769230769231
38,6_easy_full,1.0,"[[4 4 1]
 [3 1 2]
 [4 1 1]
 [5 0 2]]",4,1,0.0769230769231
39,6_easy_full,2.0,"[[1 4 1]
 [1 5 2]
 [3 5 1]
 [0 2 2]]",4,1,0.153846153846
40,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [3 5 1]
 [0 2 2]
 [2 5 1]]",5,1,0.142857142857
41,6_easy_full,2.0,"[[3 5 1]
 [0 2 2]
 [1 5 1]
 [1 4 2]
 [2 5 1]]",5,1,0.285714285714
42,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 5 1]
 [1 4 2]
 [0 5 1]]",5,1,0.142857142857
43,6_easy_full,1.0,"[[0 2 1]
 [3 5 2]
 [1 5 1]
 [1 4 2]
 [0 0 1]]",5,1,0.142857142857
44,6_easy_full,1.0,"[[3 1 1]
 [4 1 2]
 [1 4 1]
 [4 4 2]
 [1 5 1]]",5,1,0.142857142857
45,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 4 1]
 [1 5 2]
 [1 0 1]]",5,1,0.142857142857
46,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [3 5 1]
 [0 2 2]
 [2 5 1]
 [0 5 2]]",6,1,0.2
47,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 4 1]
 [1 5 2]
 [1 0 1]
 [3 1 2]]",6,1,0.2
48,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 5 1]
 [1 4 2]
 [0 5 1]
 [2 5 2]]",6,1,0.2
49,6_easy_full,2.0,"[[3 5 1]
 [0 2 2]
 [1 5 1]
 [1 4 2]
 [2 5 1]
 [0 5 2]]",6,1,0.4
50,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 5 1]
 [1 4 2]
 [0 5 1]
 [2 5 2]
 [4 5 1]]",7,1,0.25
51,6_easy_full,2.0,"[[3 5 1]
 [0 2 2]
 [1 5 1]
 [1 4 2]
 [2 5 1]
 [0 5 2]
 [4 5 1]]",7,1,0.5
52,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [3 5 1]
 [0 2 2]
 [2 5 1]
 [0 5 2]
 [4 5 1]]",7,1,0.25
53,6_easy_full,1.0,[[4 5 1]],1,2,0.0344827586207
54,6_easy_full,5.0,[[1 5 1]],1,2,0.172413793103
55,6_easy_full,8.0,[[3 5 1]],1,2,0.275862068966
56,6_easy_full,1.0,[[4 4 1]],1,2,0.0344827586207
57,6_easy_full,8.0,[[1 4 1]],1,2,0.275862068966
58,6_easy_full,1.0,[[0 5 1]],1,2,0.0344827586207
59,6_easy_full,1.0,[[5 2 1]],1,2,0.0344827586207
60,6_easy_full,4.0,[[0 2 1]],1,2,0.137931034483
61,6_easy_full,1.0,"[[1 4 1]
 [4 4 2]]",2,2,0.037037037037
62,6_easy_full,1.0,"[[4 4 1]
 [3 5 2]]",2,2,0.037037037037
63,6_easy_full,5.0,"[[1 5 1]
 [1 4 2]]",2,2,0.185185185185
64,6_easy_full,2.0,"[[1 4 1]
 [3 1 2]]",2,2,0.0740740740741
65,6_easy_full,1.0,"[[0 5 1]
 [0 2 2]]",2,2,0.037037037037
66,6_easy_full,1.0,"[[0 2 1]
 [1 4 2]]",2,2,0.037037037037
67,6_easy_full,1.0,"[[3 5 1]
 [0 4 2]]",2,2,0.037037037037
68,6_easy_full,1.0,"[[1 5 1]
 [3 5 2]]",2,2,0.037037037037
69,6_easy_full,5.0,"[[3 5 1]
 [0 2 2]]",2,2,0.185185185185
70,6_easy_full,3.0,"[[0 2 1]
 [3 5 2]]",2,2,0.111111111111
71,6_easy_full,1.0,"[[3 5 1]
 [2 5 2]]",2,2,0.037037037037
72,6_easy_full,1.0,"[[1 4 1]
 [3 5 2]]",2,2,0.037037037037
73,6_easy_full,3.0,"[[1 4 1]
 [1 5 2]]",2,2,0.111111111111
74,6_easy_full,1.0,"[[5 2 1]
 [4 1 2]]",2,2,0.037037037037
75,6_easy_full,1.0,"[[1 4 1]
 [3 1 2]
 [1 5 1]]",3,2,0.0666666666667
76,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [0 2 1]]",3,2,0.0666666666667
77,6_easy_full,1.0,"[[0 2 1]
 [3 5 2]
 [1 5 1]]",3,2,0.0666666666667
78,6_easy_full,1.0,"[[1 4 1]
 [4 4 2]
 [1 5 1]]",3,2,0.0666666666667
79,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [0 5 1]]",3,2,0.0666666666667
80,6_easy_full,1.0,"[[3 5 1]
 [2 5 2]
 [4 5 1]]",3,2,0.0666666666667
81,6_easy_full,1.0,"[[4 4 1]
 [3 5 2]
 [1 5 1]]",3,2,0.0666666666667
82,6_easy_full,1.0,"[[3 5 1]
 [0 4 2]
 [0 2 1]]",3,2,0.0666666666667
83,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [2 5 1]]",3,2,0.0666666666667
84,6_easy_full,1.0,"[[0 2 1]
 [3 5 2]
 [1 4 1]]",3,2,0.0666666666667
85,6_easy_full,3.0,"[[3 5 1]
 [0 2 2]
 [1 5 1]]",3,2,0.2
86,6_easy_full,1.0,"[[5 2 1]
 [4 1 2]
 [4 4 1]]",3,2,0.0666666666667
87,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [3 1 1]]",3,2,0.0666666666667
88,6_easy_full,1.0,"[[5 2 1]
 [4 1 2]
 [4 4 1]
 [3 1 2]]",4,2,0.111111111111
89,6_easy_full,1.0,"[[0 2 1]
 [3 5 2]
 [1 4 1]
 [1 5 2]]",4,2,0.111111111111
90,6_easy_full,2.0,"[[3 5 1]
 [0 2 2]
 [1 5 1]
 [1 4 2]]",4,2,0.222222222222
91,6_easy_full,1.0,"[[0 2 1]
 [3 5 2]
 [1 5 1]
 [1 4 2]]",4,2,0.111111111111
92,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [2 5 1]
 [4 1 2]]",4,2,0.111111111111
93,6_easy_full,1.0,"[[4 4 1]
 [3 5 2]
 [1 5 1]
 [2 5 2]]",4,2,0.111111111111
94,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [0 5 1]
 [2 5 2]]",4,2,0.111111111111
95,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 5 1]
 [2 5 2]]",4,2,0.111111111111
96,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 5 1]
 [1 4 2]
 [2 5 1]]",5,2,0.25
97,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [2 5 1]
 [4 1 2]
 [4 4 1]]",5,2,0.25
98,6_easy_full,1.0,"[[4 4 1]
 [3 5 2]
 [1 5 1]
 [2 5 2]
 [1 4 1]]",5,2,0.25
99,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [0 5 1]
 [2 5 2]
 [0 4 1]]",5,2,0.25
100,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [0 5 1]
 [2 5 2]
 [0 4 1]
 [3 5 2]]",6,2,0.333333333333
101,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [2 5 1]
 [4 1 2]
 [4 4 1]
 [4 5 2]]",6,2,0.333333333333
102,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 5 1]
 [1 4 2]
 [2 5 1]
 [0 5 2]]",6,2,0.333333333333
103,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [0 5 1]
 [2 5 2]
 [0 4 1]
 [3 5 2]
 [4 4 1]]",7,2,0.5
104,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 5 1]
 [1 4 2]
 [2 5 1]
 [0 5 2]
 [4 5 1]]",7,2,0.5
105,6_easy_full,2.0,[[4 5 1]],1,3,0.0909090909091
106,6_easy_full,4.0,[[1 5 1]],1,3,0.181818181818
107,6_easy_full,4.0,[[3 5 1]],1,3,0.181818181818
108,6_easy_full,1.0,[[4 4 1]],1,3,0.0454545454545
109,6_easy_full,2.0,[[1 4 1]],1,3,0.0909090909091
110,6_easy_full,1.0,[[2 5 1]],1,3,0.0454545454545
111,6_easy_full,1.0,[[0 5 1]],1,3,0.0454545454545
112,6_easy_full,2.0,[[3 1 1]],1,3,0.0909090909091
113,6_easy_full,1.0,[[5 3 1]],1,3,0.0454545454545
114,6_easy_full,3.0,[[0 2 1]],1,3,0.136363636364
115,6_easy_full,1.0,[[5 0 1]],1,3,0.0454545454545
116,6_easy_full,1.0,"[[0 5 1]
 [1 5 2]]",2,3,0.0454545454545
117,6_easy_full,1.0,"[[4 5 1]
 [5 5 2]]",2,3,0.0454545454545
118,6_easy_full,1.0,"[[2 5 1]
 [5 2 2]]",2,3,0.0454545454545
119,6_easy_full,2.0,"[[1 5 1]
 [1 4 2]]",2,3,0.0909090909091
120,6_easy_full,1.0,"[[0 2 1]
 [2 5 2]]",2,3,0.0454545454545
121,6_easy_full,1.0,"[[1 4 1]
 [4 5 2]]",2,3,0.0454545454545
122,6_easy_full,1.0,"[[5 0 1]
 [3 1 2]]",2,3,0.0454545454545
123,6_easy_full,1.0,"[[3 1 1]
 [4 1 2]]",2,3,0.0454545454545
124,6_easy_full,4.0,"[[3 5 1]
 [0 2 2]]",2,3,0.181818181818
125,6_easy_full,1.0,"[[0 5 1]
 [3 1 2]]",2,3,0.0454545454545
126,6_easy_full,1.0,"[[3 1 1]
 [4 4 2]]",2,3,0.0454545454545
127,6_easy_full,3.0,"[[0 2 1]
 [3 5 2]]",2,3,0.136363636364
128,6_easy_full,3.0,"[[1 4 1]
 [1 5 2]]",2,3,0.136363636364
129,6_easy_full,1.0,"[[4 4 1]
 [3 1 2]]",2,3,0.0454545454545
130,6_easy_full,1.0,"[[3 1 1]
 [4 4 2]
 [4 1 1]]",3,3,0.0588235294118
131,6_easy_full,1.0,"[[0 2 1]
 [2 5 2]
 [1 4 1]]",3,3,0.0588235294118
132,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [0 2 1]]",3,3,0.0588235294118
133,6_easy_full,1.0,"[[3 1 1]
 [4 1 2]
 [4 4 1]]",3,3,0.0588235294118
134,6_easy_full,1.0,"[[4 4 1]
 [3 1 2]
 [4 1 1]]",3,3,0.0588235294118
135,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [0 5 1]]",3,3,0.0588235294118
136,6_easy_full,2.0,"[[0 2 1]
 [3 5 2]
 [1 4 1]]",3,3,0.117647058824
137,6_easy_full,1.0,"[[2 5 1]
 [5 2 2]
 [1 5 1]]",3,3,0.0588235294118
138,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [3 1 1]]",3,3,0.0588235294118
139,6_easy_full,2.0,"[[3 5 1]
 [0 2 2]
 [0 5 1]]",3,3,0.117647058824
140,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 5 1]]",3,3,0.0588235294118
141,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 4 1]]",3,3,0.0588235294118
142,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [2 5 1]]",3,3,0.0588235294118
143,6_easy_full,1.0,"[[4 5 1]
 [5 5 2]
 [3 5 1]]",3,3,0.0588235294118
144,6_easy_full,1.0,"[[0 5 1]
 [3 1 2]
 [4 1 1]]",3,3,0.0588235294118
145,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [0 2 1]
 [3 5 2]]",4,3,0.0666666666667
146,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [0 5 1]
 [3 1 2]]",4,3,0.0666666666667
147,6_easy_full,2.0,"[[0 2 1]
 [3 5 2]
 [1 4 1]
 [1 5 2]]",4,3,0.133333333333
148,6_easy_full,1.0,"[[4 4 1]
 [3 1 2]
 [4 1 1]
 [0 4 2]]",4,3,0.0666666666667
149,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [0 5 1]
 [0 4 2]]",4,3,0.0666666666667
150,6_easy_full,1.0,"[[0 5 1]
 [3 1 2]
 [4 1 1]
 [4 4 2]]",4,3,0.0666666666667
151,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [2 5 1]
 [4 4 2]]",4,3,0.0666666666667
152,6_easy_full,1.0,"[[2 5 1]
 [5 2 2]
 [1 5 1]
 [3 1 2]]",4,3,0.0666666666667
153,6_easy_full,1.0,"[[4 5 1]
 [5 5 2]
 [3 5 1]
 [0 2 2]]",4,3,0.0666666666667
154,6_easy_full,1.0,"[[0 2 1]
 [2 5 2]
 [1 4 1]
 [1 5 2]]",4,3,0.0666666666667
155,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 5 1]
 [1 4 2]]",4,3,0.0666666666667
156,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]
 [0 5 1]
 [2 5 2]]",4,3,0.0666666666667
157,6_easy_full,1.0,"[[3 1 1]
 [4 1 2]
 [4 4 1]
 [5 2 2]]",4,3,0.0666666666667
158,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [3 1 1]
 [4 4 2]]",4,3,0.0666666666667
159,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [0 5 1]
 [3 1 2]
 [4 1 1]]",5,3,0.0909090909091
160,6_easy_full,1.0,"[[0 5 1]
 [3 1 2]
 [4 1 1]
 [4 4 2]
 [4 5 1]]",5,3,0.0909090909091
161,6_easy_full,1.0,"[[2 5 1]
 [5 2 2]
 [1 5 1]
 [3 1 2]
 [0 2 1]]",5,3,0.0909090909091
162,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 5 1]
 [1 4 2]
 [2 5 1]]",5,3,0.0909090909091
163,6_easy_full,1.0,"[[4 4 1]
 [3 1 2]
 [4 1 1]
 [0 4 2]
 [0 5 1]]",5,3,0.0909090909091
164,6_easy_full,1.0,"[[0 2 1]
 [3 5 2]
 [1 4 1]
 [1 5 2]
 [2 5 1]]",5,3,0.0909090909091
165,6_easy_full,1.0,"[[4 5 1]
 [5 5 2]
 [3 5 1]
 [0 2 2]
 [1 4 1]]",5,3,0.0909090909091
166,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [2 5 1]
 [4 4 2]
 [4 5 1]]",5,3,0.0909090909091
167,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [0 5 1]
 [0 4 2]
 [2 5 1]]",5,3,0.0909090909091
168,6_easy_full,1.0,"[[0 2 1]
 [3 5 2]
 [1 4 1]
 [1 5 2]
 [3 1 1]]",5,3,0.0909090909091
169,6_easy_full,1.0,"[[3 1 1]
 [4 1 2]
 [4 4 1]
 [5 2 2]
 [2 5 1]]",5,3,0.0909090909091
170,6_easy_full,1.0,"[[3 1 1]
 [4 1 2]
 [4 4 1]
 [5 2 2]
 [2 5 1]
 [1 5 2]]",6,3,0.142857142857
171,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [0 5 1]
 [0 4 2]
 [2 5 1]
 [1 5 2]]",6,3,0.142857142857
172,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [2 5 1]
 [4 4 2]
 [4 5 1]
 [4 1 2]]",6,3,0.142857142857
173,6_easy_full,1.0,"[[4 4 1]
 [3 1 2]
 [4 1 1]
 [0 4 2]
 [0 5 1]
 [5 2 2]]",6,3,0.142857142857
174,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [0 5 1]
 [3 1 2]
 [4 1 1]
 [0 4 2]]",6,3,0.142857142857
175,6_easy_full,1.0,"[[4 5 1]
 [5 5 2]
 [3 5 1]
 [0 2 2]
 [1 4 1]
 [1 5 2]]",6,3,0.142857142857
176,6_easy_full,1.0,"[[0 5 1]
 [3 1 2]
 [4 1 1]
 [4 4 2]
 [4 5 1]
 [3 5 2]]",6,3,0.142857142857
177,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [0 5 1]
 [0 4 2]
 [2 5 1]
 [1 5 2]
 [1 4 1]]",7,3,0.2
178,6_easy_full,1.0,"[[3 1 1]
 [4 1 2]
 [4 4 1]
 [5 2 2]
 [2 5 1]
 [1 5 2]
 [1 4 1]]",7,3,0.2
179,6_easy_full,1.0,"[[4 4 1]
 [3 1 2]
 [4 1 1]
 [0 4 2]
 [0 5 1]
 [5 2 2]
 [5 3 1]]",7,3,0.2
180,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [0 5 1]
 [3 1 2]
 [4 1 1]
 [0 4 2]
 [1 4 1]]",7,3,0.2
181,6_easy_full,1.0,"[[0 5 1]
 [3 1 2]
 [4 1 1]
 [4 4 2]
 [4 5 1]
 [3 5 2]
 [1 5 1]]",7,3,0.2
182,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [0 5 1]
 [3 1 2]
 [4 1 1]
 [0 4 2]
 [1 4 1]
 [4 4 2]]",8,3,1.0
183,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [0 5 1]
 [3 1 2]
 [4 1 1]
 [0 4 2]
 [1 4 1]
 [4 4 2]
 [1 5 1]]",9,3,1.0
184,6_easy_full,1.0,[[4 5 1]],1,4,0.0416666666667
185,6_easy_full,2.0,[[1 5 1]],1,4,0.0833333333333
186,6_easy_full,10.0,[[3 5 1]],1,4,0.416666666667
187,6_easy_full,1.0,[[4 4 1]],1,4,0.0416666666667
188,6_easy_full,2.0,[[2 5 1]],1,4,0.0833333333333
189,6_easy_full,1.0,[[5 5 1]],1,4,0.0416666666667
190,6_easy_full,3.0,[[1 4 1]],1,4,0.125
191,6_easy_full,1.0,[[3 1 1]],1,4,0.0416666666667
192,6_easy_full,3.0,[[0 2 1]],1,4,0.125
193,6_easy_full,1.0,"[[1 5 1]
 [1 4 2]]",2,4,0.0434782608696
194,6_easy_full,1.0,"[[4 5 1]
 [4 1 2]]",2,4,0.0434782608696
195,6_easy_full,1.0,"[[3 1 1]
 [4 1 2]]",2,4,0.0434782608696
196,6_easy_full,1.0,"[[0 2 1]
 [3 1 2]]",2,4,0.0434782608696
197,6_easy_full,1.0,"[[5 5 1]
 [5 4 2]]",2,4,0.0434782608696
198,6_easy_full,10.0,"[[3 5 1]
 [0 2 2]]",2,4,0.434782608696
199,6_easy_full,2.0,"[[0 2 1]
 [3 5 2]]",2,4,0.0869565217391
200,6_easy_full,1.0,"[[4 4 1]
 [1 4 2]]",2,4,0.0434782608696
201,6_easy_full,3.0,"[[1 4 1]
 [1 5 2]]",2,4,0.130434782609
202,6_easy_full,2.0,"[[2 5 1]
 [1 5 2]]",2,4,0.0869565217391
203,6_easy_full,1.0,"[[0 2 1]
 [3 1 2]
 [3 5 1]]",3,4,0.047619047619
204,6_easy_full,1.0,"[[3 1 1]
 [4 1 2]
 [4 4 1]]",3,4,0.047619047619
205,6_easy_full,1.0,"[[5 5 1]
 [5 4 2]
 [4 4 1]]",3,4,0.047619047619
206,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [4 1 1]]",3,4,0.047619047619
207,6_easy_full,1.0,"[[0 2 1]
 [3 5 2]
 [1 4 1]]",3,4,0.047619047619
208,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [3 5 1]]",3,4,0.047619047619
209,6_easy_full,1.0,"[[4 5 1]
 [4 1 2]
 [4 4 1]]",3,4,0.047619047619
210,6_easy_full,5.0,"[[3 5 1]
 [0 2 2]
 [2 5 1]]",3,4,0.238095238095
211,6_easy_full,1.0,"[[2 5 1]
 [1 5 2]
 [0 5 1]]",3,4,0.047619047619
212,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [0 4 1]]",3,4,0.047619047619
213,6_easy_full,2.0,"[[3 5 1]
 [0 2 2]
 [1 5 1]]",3,4,0.0952380952381
214,6_easy_full,2.0,"[[3 5 1]
 [0 2 2]
 [1 4 1]]",3,4,0.0952380952381
215,6_easy_full,1.0,"[[2 5 1]
 [1 5 2]
 [1 4 1]]",3,4,0.047619047619
216,6_easy_full,2.0,"[[3 5 1]
 [0 2 2]
 [4 5 1]]",3,4,0.0952380952381
217,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 4 1]
 [1 5 2]]",4,4,0.0666666666667
218,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [4 1 1]
 [4 4 2]]",4,4,0.0666666666667
219,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [4 5 1]
 [4 4 2]]",4,4,0.0666666666667
220,6_easy_full,1.0,"[[2 5 1]
 [1 5 2]
 [0 5 1]
 [0 4 2]]",4,4,0.0666666666667
221,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 5 1]
 [1 4 2]]",4,4,0.0666666666667
222,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [0 4 1]
 [4 4 2]]",4,4,0.0666666666667
223,6_easy_full,1.0,"[[0 2 1]
 [2 5 2]
 [1 4 1]
 [1 5 2]]",4,4,0.0666666666667
224,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 4 1]
 [3 1 2]]",4,4,0.0666666666667
225,6_easy_full,1.0,"[[3 1 1]
 [4 1 2]
 [4 4 1]
 [5 0 2]]",4,4,0.0666666666667
226,6_easy_full,1.0,"[[4 5 1]
 [4 1 2]
 [4 4 1]
 [5 2 2]]",4,4,0.0666666666667
227,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [3 5 1]
 [0 2 2]]",4,4,0.0666666666667
228,6_easy_full,1.0,"[[2 5 1]
 [1 5 2]
 [1 4 1]
 [4 4 2]]",4,4,0.0666666666667
229,6_easy_full,3.0,"[[3 5 1]
 [0 2 2]
 [2 5 1]
 [1 5 2]]",4,4,0.2
230,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [0 4 1]
 [4 4 2]
 [4 5 1]]",5,4,0.0909090909091
231,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [4 5 1]
 [4 4 2]
 [4 1 1]]",5,4,0.0909090909091
232,6_easy_full,1.0,"[[2 5 1]
 [1 5 2]
 [1 4 1]
 [4 4 2]
 [4 1 1]]",5,4,0.0909090909091
233,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [4 1 1]
 [4 4 2]
 [4 5 1]]",5,4,0.0909090909091
234,6_easy_full,1.0,"[[2 5 1]
 [1 5 2]
 [0 5 1]
 [0 4 2]
 [1 4 1]]",5,4,0.0909090909091
235,6_easy_full,1.0,"[[4 5 1]
 [4 1 2]
 [4 4 1]
 [5 2 2]
 [2 5 1]]",5,4,0.0909090909091
236,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 4 1]
 [1 5 2]
 [4 5 1]]",5,4,0.0909090909091
237,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 4 1]
 [3 1 2]
 [0 5 1]]",5,4,0.0909090909091
238,6_easy_full,2.0,"[[3 5 1]
 [0 2 2]
 [2 5 1]
 [1 5 2]
 [4 5 1]]",5,4,0.181818181818
239,6_easy_full,1.0,"[[3 1 1]
 [4 1 2]
 [4 4 1]
 [5 0 2]
 [5 1 1]]",5,4,0.0909090909091
240,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [1 4 1]
 [3 1 2]
 [0 5 1]
 [1 5 2]]",6,4,0.166666666667
241,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [2 5 1]
 [1 5 2]
 [4 5 1]
 [5 5 2]]",6,4,0.166666666667
242,6_easy_full,1.0,"[[4 5 1]
 [4 1 2]
 [4 4 1]
 [5 2 2]
 [2 5 1]
 [3 5 2]]",6,4,0.166666666667
243,6_easy_full,1.0,"[[3 5 1]
 [0 2 2]
 [4 5 1]
 [4 4 2]
 [4 1 1]
 [2 5 2]]",6,4,0.166666666667
244,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [4 1 1]
 [4 4 2]
 [4 5 1]
 [3 5 2]]",6,4,0.166666666667
245,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [0 4 1]
 [4 4 2]
 [4 5 1]
 [4 1 2]]",6,4,0.166666666667
246,6_easy_full,1.0,"[[1 4 1]
 [1 5 2]
 [4 1 1]
 [4 4 2]
 [4 5 1]
 [3 5 2]
 [2 5 1]]",7,4,0.333333333333
