,fitted_heuristic,log_likelihood,userid
0,interaction,-2.20103424396,17e120dd
1,blocking,-0.679700813145,18dac9ef
2,non-linear,-1.99820177329,20bfd7bd
3,blocking,-1.12878114938,26dbf6e9
4,blocking,-1.79838200799,32ebf2e8
5,blocking,-1.63450102781,38ebbf94
6,blocking,-1.29715465569,3df11bae
7,linear,-2.76581905375,44a4fa14
8,interaction,-1.95201537336,5edbbf73
9,linear,-2.88860381044,67eac875
10,blocking,-1.84897735355,69bad0fe
11,interaction,-2.12291112216,6bf51f66
12,blocking,-1.47730096121,70da8cfb
13,interaction,-1.84083532047,87b50908
14,blocking,-1.86505691987,8fc76287
15,blocking,-1.94948188694,91cfd7fb
16,blocking,-2.10373488554,92b722f3
17,interaction,-2.18963929688,94d6ef33
18,density,-2.73068503847,9adbc2df
19,density,-2.0777290676,a2f6ba1d
20,blocking,-2.9151386084,b0d518a1
21,blocking,-1.24900098831,b7a4fe27
22,interaction,-1.46900608787,bae515f2
23,blocking,-1.2590024886,bed50a1d
24,density,-2.98828082541,c7a67aab
25,interaction,-2.86452208997,c8a4fa50
26,blocking,-2.44923271668,cceac8ca
27,density,-2.37747360058,dbe71b15
28,density,-2.57620758951,dcc4f10e
29,blocking,-1.83683733091,dfcbf407
30,blocking,-2.65909494948,dfe6bee3
31,interaction,-2.30788188099,eec7360c
32,blocking,-2.692194318,f3dbeb7e
33,linear,-2.93991866945,fac10d6e
34,interaction,-1.12460965139,16d516ad
35,blocking,-1.14879114546,1dac01e7
36,interaction,-1.69052748579,25cfdeaf
37,blocking,-2.53566793599,2afbbf79
38,linear,-1.97768433416,2ff50f64
39,density,-3.11558470215,30e4feac
40,interaction,-0.888831891493,49c72e9b
41,density,-2.4253561744,4bca7fc9
42,density,-2.42335806528,5adff9a5
43,blocking,-1.13647949546,5dbfe29c
44,interaction,-0.483945182265,6bb10472
45,non-linear,-2.43798715954,6dd103e2
46,blocking,-1.47014011776,7dd704e0
47,interaction,-1.48469626542,81c11c9f
48,non-linear,-2.05764323581,92a74a76
49,interaction,-2.24049122819,a2ebe618
50,blocking,-1.53682428992,aafbd6ab
51,interaction,-1.51735411916,b0e1157c
52,blocking,-1.60932793737,b9e512db
53,blocking,-1.75550973038,c7fffe38
54,density,-2.59846989674,d4fac87b
55,interaction,-2.34919100469,daefd33a
56,blocking,-1.1958820867,e1e500d7
57,density,-2.34450233151,e9dbbf8a
58,density,-2.70113331582,fdaa7ebb
59,blocking,-2.2480424612,13f4ff5a
60,blocking,-1.43899351403,1df6940e
61,interaction,-2.75044820896,1ff4f828
62,blocking,-3.06209425542,21abc061
63,blocking,-0.934319183982,28e67c08
64,blocking,-1.18702661704,2fb4f99a
65,blocking,-2.42605077119,65f68460
66,blocking,-1.77535635146,84dbf4f9
67,blocking,-0.729161738552,92e6f512
68,interaction,-1.5383135268,98d105c1
69,interaction,-1.96268663419,9befd8ad
70,interaction,-3.3195141362,a3eacaa9
71,blocking,-2.67459403809,a4f74985
72,blocking,-1.13311842195,abc728e1
73,interaction,-2.39538634636,aceaccbc
74,interaction,-2.06692046599,d2ac158a
75,interaction,-2.58481211454,13b7468e
76,interaction,-2.85913585316,13dbbfb8
77,blocking,-2.52633975206,16f6e58d
78,blocking,-0.959562537309,1bd72c42
79,interaction,-3.10637801155,28d4fefb
80,blocking,-2.17827168901,32fad07f
81,interaction,-2.75723767642,41bad9a2
82,blocking,-1.13155241821,5bc4f225
83,blocking,-2.09253936,7dea8d37
84,blocking,-1.96964864774,8aa6d830
85,blocking,-1.94633077079,8ea50714
86,blocking,-2.1641609549,98c10b8a
87,blocking,-2.50915721188,acdac85f
88,blocking,-0.868232465584,bacbc468
89,blocking,-2.28878818931,bcf51783
90,blocking,-2.77374909934,cdc514e1
91,interaction,-1.95738349607,d9e4f7e5
92,blocking,-2.54359990158,e2b10de5
93,blocking,-2.05895879866,e6efec72
94,blocking,-1.54270921609,edfff93e
95,blocking,-2.60910251567,efd4fa4a
96,blocking,-2.07475604068,f4c4f33c
97,blocking,-1.96519438119,fcb764e3
98,blocking,-1.22120921223,25dfef96
99,non-linear,-1.32311839958,2aabe76a
100,linear,-2.45234903329,34cffc40
101,blocking,-0.394180467211,38abe966
102,interaction,-1.7390364928,3acff9fa
103,blocking,-1.03285464922,3bac0799
104,interaction,-2.42765800815,3fcbc0ab
105,interaction,-1.8120537453,40a74de0
106,linear,-1.65841668453,4ed755f1
107,non-linear,-2.55900653556,59d51c4c
108,blocking,-0.464346910104,5acfeabc
109,linear,-2.64761108531,5de11557
110,non-linear,-1.8835920664,6bca8117
111,density,-2.95634649361,86f6e2cb
112,interaction,-1.40924074311,8df4f6e8
113,density,-2.54684421942,9defd82d
114,density,-2.83170804966,a6bff327
115,blocking,-0.73020542421,aedbea55
116,density,-1.44148534532,b3e4f78d
117,interaction,-0.842193267779,b4abeb7e
118,non-linear,-2.48220774987,b7eae04f
119,density,-2.90629672661,cfd6ff5a
120,density,-2.63603416549,d3b525de
121,blocking,-2.22521457461,d6b67ee1
122,density,-2.40160866166,d6d500ab
123,non-linear,-2.53267707489,dabbe6bb
124,density,-3.00937559543,efa7383d
125,blocking,-0.858235172737,f9c123d7
126,density,-2.37874312851,fda4f169
127,non-linear,-1.61001429757,11dfe866
128,interaction,-1.10184419531,12ebbfd2
129,blocking,-1.68518735186,16e512d0
130,non-linear,-2.08064080259,19a105e3
131,density,-1.5392901484,1de715c7
132,density,-2.4216996967,1fdbc072
133,density,-2.57183730295,2dca846d
134,non-linear,-1.67599637046,2dfbc35a
135,density,-2.24614623285,33b693e2
136,interaction,-0.524176658498,33ebe68d
137,non-linear,-1.63008136455,48c70a00
138,non-linear,-2.32354029212,4dc50d03
139,interaction,-2.25518646323,55a709fd
140,blocking,-1.69317270074,58e72ee8
141,blocking,-2.61486224877,67abc3ab
142,density,-2.61638129669,67abf219
143,non-linear,-2.29528516169,6cbbcdf7
144,non-linear,-2.10208719354,6fc70a09
145,density,-2.96201178664,7acbc3e2
146,blocking,-1.3569263664,7cc119e0
147,blocking,-0.781175067761,7db4f1d2
148,interaction,-0.870845208857,8ab71c6b
149,blocking,-0.813705348929,94abbfb2
150,interaction,-2.48624527489,96afd320
151,interaction,-2.00220294975,9db10b00
152,linear,-2.49793013695,adfac866
153,interaction,-0.185534632387,b7e510d3
154,density,-2.02214038991,c0cbeef2
155,non-linear,-1.53443915965,c8afed22
156,interaction,-0.052839032216,c9c757af
157,non-linear,-0.922562995951,d2d73ea5
158,linear,-2.64421103541,dcfbe5af
159,density,-2.03410446229,ddb7456a
160,density,-2.88463762899,dfa705b9
161,blocking,-2.18202423642,e1b100ae
162,non-linear,-2.70726502024,edbbcb60
163,blocking,-2.29689127782,26e680e4
164,blocking,-0.63375508387,2fe692a5
165,blocking,-1.44035776789,31b4fc9e
166,blocking,-1.89717609623,3ac5170c
167,blocking,-2.88179204384,56e6f5d2
168,blocking,-2.24729397233,5cd6bb63
169,blocking,-1.9560055307,67f69d24
170,interaction,-2.27356323177,6ac7311a
171,blocking,-1.71970343857,6dfbeafe
172,blocking,-2.50505268439,70bffd4d
173,blocking,-2.05318479047,8de6a2af
174,blocking,-2.77575037732,92a70054
175,blocking,-1.39083191513,9ae751bc
176,blocking,-2.11265176328,abdacc98
177,blocking,-2.33265534873,acc6e9d4
178,blocking,-2.93340267347,b4a4f22a
179,blocking,-2.36628697287,c8c4f85a
180,blocking,-2.39783927015,cff10c9a
181,blocking,-2.52149550911,d6c10e9a
182,blocking,-1.42755184782,daf74d3f
183,non-linear,-3.05082525858,e6abcdb2
184,blocking,-2.79088052228,e9bbf006
185,blocking,-2.84770522822,f1fbe0de
186,blocking,-1.83991681057,39afd1eb
187,blocking,-2.08134428307,4eb4f441
188,non-linear,-2.58643337957,5aebf3c2
189,blocking,-1.79878545229,92f69945
190,non-linear,-1.48410101902,acb11b17
191,blocking,-2.14721746524,b9e10f8b
192,blocking,-2.92533711857,c7c6f18d
193,non-linear,-2.6827389682,ceafe698
194,interaction,-0.381613178533,cec10cc8
195,blocking,-2.89029979772,eec719ce
196,blocking,-2.13885534329,f8efd664
197,non-linear,-3.23691012941,fdc4f07b
198,interaction,-1.90983367326,18c75602
199,blocking,-2.19291299456,33bbca9a
200,blocking,-2.11791795662,34d51755
201,blocking,-2.78638471377,36ebe4da
202,blocking,-2.77309624093,38cbc1f6
203,blocking,-2.51679908131,48ec02bc
204,blocking,-2.34547426633,4cb73467
205,blocking,-2.30827892949,4cffe209
206,blocking,-2.9058403352,4de4f27d
207,blocking,-2.66879261623,54d4fd9d
208,blocking,-3.08441656956,54f6b927
209,blocking,-2.12463340681,72e6961c
210,blocking,-2.19245952004,81a10227
211,blocking,-2.20022539586,85e50169
212,blocking,-1.78285953849,89fbc220
