userid,board_name,board_size,board_type,condition,solved,action,time,time_rel,player,score_move,move_ranking,top_possible_score,second_possible_score,num_possible_moves,delta_score,potential_score,path,move_prob,path_prob,path_number,board_state,position,time_from_action,time_from_click,prev_action,move_number,move_number_in_path,first_move_in_path,time_prev_action
6cc4f8b6,10_easy_full,10,easy,full,wrong,reset,1.51119E+12,108815,1,-100,,,,,100,0,"[[6, 5, 1], [9, 4, 2], [5, 4, 1], [8, 7, 2], [3, 2, 1], [2, 1, 2], [7, 5, 1]]",0.016129032,1.40E-16,1,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 2, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 1, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 1, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 1, 0, 0, 0, 0], [2, 2, 0, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 2, 0, 0], [0, 0, 0, 0, 2, 2, 2, 2, 0, 0]]",,10.298,10.298,click,,7,,1.51119E+12
6cc4f8b6,10_easy_full,10,easy,full,wrong,reset,1.51119E+12,139048,2,0,,,,,17.32553855,17.32553855,"[[3, 2, 1], [4, 4, 2], [5, 4, 1], [6, 5, 2], [2, 1, 1], [1, 0, 2]]",1,0.000166193,2,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [2, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 1, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 1, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 2, 2, 2, 0, 0, 0], [1, 0, 0, 0, 1, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 2, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,5.834,5.834,click,,6,,1.51119E+12
6cc4f8b6,10_easy_full,10,easy,full,wrong,reset,1.51119E+12,176783,2,-1.284722222,,,,,30.78472222,29.5,"[[4, 9, 1], [0, 5, 2]]",1,0.173752275,3,"[[0, 0, 0, 0, 1, 2, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,7.909,7.909,click,,2,,1.51119E+12
6cc4f8b6,10_easy_full,10,easy,full,wrong,reset,1.51119E+12,208614,1,0.697188209,,,,,-0.697188209,0,"[[4, 4, 1], [4, 2, 2], [5, 4, 1], [6, 5, 2], [3, 2, 1]]",0.007606889,2.62E-13,4,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 1, 2, 2, 1, 1, 2, 1, 1], [2, 0, 2, 1, 1, 2, 2, 0, 0, 0], [1, 0, 0, 0, 1, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 2, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,5.74,5.74,click,,5,,1.51119E+12
6cc4f8b6,10_easy_full,10,easy,full,wrong,reset,1.51119E+12,222792,1,-100,,,,,100,0,"[[6, 5, 1], [5, 4, 2], [3, 2, 1]]",0.0001,2.80E-11,5,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 1, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 2, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 1, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,2.365,2.365,click,,3,,1.51119E+12
6cc4f8b6,10_easy_full,10,easy,full,wrong,reset,1.51119E+12,235525,2,-32.890839,,,,,48.62879295,15.73795395,"[[1, 3, 1], [4, 4, 2]]",0.12229006,9.38E-06,6,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 1, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 2, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,4.118,4.118,click,,2,,1.51119E+12
6cc4f8b6,10_easy_full,10,easy,full,wrong,reset,1.51119E+12,259218,2,-100,,,,,116.7147983,16.71479827,"[[2, 9, 1], [4, 4, 2], [4, 7, 1], [5, 4, 2]]",0.244927384,5.72E-09,7,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 1], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 2, 2, 2, 1, 0, 0], [1, 0, 0, 0, 2, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,3.11,3.11,click,,4,,1.51119E+12
6cc4f8b6,10_easy_full,10,easy,full,wrong,reset,1.51119E+12,278994,1,1.061491869,,,,,-1.061491869,0,"[[2, 9, 1], [4, 4, 2], [5, 4, 1], [5, 5, 2], [4, 7, 1]]",0.003822277,1.31E-09,8,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 1], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 2, 2, 2, 1, 0, 0], [1, 0, 0, 0, 1, 2, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,5.465,5.465,click,,5,,1.51119E+12
6cc4f8b6,10_easy_full,10,easy,full,wrong,reset,1.51119E+12,293253,1,100,,,,,-100,0,"[[0, 5, 1], [4, 4, 2], [4, 9, 1]]",0.548987346,3.66E-06,9,"[[0, 0, 0, 0, 1, 1, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 2, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,2.919,2.919,click,,3,,1.51119E+12
6cd50fc7,10_easy_full,10,easy,full,wrong,reset,1.5112E+12,98155,1,14.58270643,,,,,-14.58270643,0,"[[6, 5, 1], [5, 4, 2], [4, 4, 1]]",1,0.002804597,1,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 1, 2, 2, 0, 0, 0], [1, 0, 0, 0, 2, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 1, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,5.352,5.352,click,,3,,1.5112E+12
6cd50fc7,10_easy_full,10,easy,full,wrong,reset,1.5112E+12,142987,2,-0.260963719,,,,,0.260963719,0,"[[4, 4, 1], [9, 4, 2], [9, 3, 1], [8, 5, 2], [7, 5, 1], [7, 4, 2], [7, 3, 1], [8, 3, 2], [6, 3, 1], [5, 3, 2]]",0.00205122,5.92E-28,2,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 1, 2, 2, 0, 0, 0], [1, 0, 0, 2, 0, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 0, 0, 0, 0], [2, 2, 0, 1, 2, 1, 1, 0, 0, 0], [0, 0, 0, 2, 0, 2, 1, 0, 0, 0], [0, 0, 0, 1, 2, 2, 2, 2, 0, 0]]",,3.74,3.74,click,,10,,1.5112E+12
6cd50fc7,10_easy_full,10,easy,full,wrong,reset,1.5112E+12,165843,2,0,,,,,13.22222222,13.22222222,"[[0, 5, 1], [4, 9, 2]]",1,0.121458514,3,"[[0, 0, 0, 0, 1, 1, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 2], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,11.511,11.511,click,,2,,1.5112E+12
6cd50fc7,10_easy_full,10,easy,full,wrong,reset,1.5112E+12,194749,1,0.395833333,,,,,-0.395833333,0,"[[4, 4, 1], [6, 2, 2], [5, 3, 1], [5, 2, 2], [5, 1, 1]]",0.004027558,3.88E-14,4,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 1, 2, 2, 0, 0, 0], [1, 1, 2, 1, 0, 0, 0, 0, 0, 0], [1, 1, 2, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,12.64,12.64,click,,5,,1.5112E+12
6cd50fc7,10_easy_full,10,easy,full,wrong,reset,1.5112E+12,234413,2,-0.777777778,,,,,6.526218787,5.74844101,"[[1, 9, 1], [1, 8, 2], [0, 5, 1], [4, 9, 2], [0, 3, 1], [0, 2, 2], [1, 3, 1], [2, 2, 2]]",0.002696571,1.24E-19,5,"[[0, 0, 2, 1, 1, 1, 2, 0, 0, 0], [0, 0, 0, 1, 2, 1, 1, 1, 2, 1], [0, 0, 2, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 2], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,3.112,3.112,click,,8,,1.5112E+12
6cd50fc7,10_easy_full,10,easy,full,wrong,reset,1.5112E+12,260497,1,0,,,,,0,0,"[[0, 5, 1], [4, 9, 2], [0, 9, 1]]",3.01E-07,1.10E-14,6,"[[0, 0, 0, 0, 1, 1, 2, 0, 0, 1], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 2], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,8.093,8.093,click,,3,,1.5112E+12
6cd50fc7,10_easy_full,10,easy,full,wrong,reset,1.5112E+12,281353,1,100,,,,,0,100,"[[1, 9, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1]]",0.565297614,0.016257959,7,"[[0, 0, 0, 0, 1, 2, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 2, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 1], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,7.038,7.038,click,,5,,1.5112E+12
6cd50fc7,10_easy_full,10,easy,full,wrong,reset,1.5112E+12,389863,1,100,,,,,0,100,"[[1, 9, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1]]",0.565297614,0.016257959,8,"[[0, 0, 0, 0, 1, 2, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 2, 1], [0, 0, 0, 1, 2, 2, 2, 1, 0, 1], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,94.084,94.084,click,,5,,1.5112E+12
6dfbeafe,10_easy_full,10,easy,full,validatedCorrect,reset,1.51361E+12,82724,2,-1.192222222,,,,,7.332888775,6.140666553,"[[4, 9, 1], [0, 5, 2], [4, 8, 1], [1, 8, 2]]",0.004671552,5.86E-08,1,"[[0, 0, 0, 0, 1, 2, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 2, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 1, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,4.087,4.087,click,,4,,1.51361E+12
70bffd4d,10_easy_full,10,easy,full,wrong,reset,1.51192E+12,207266,1,-11.25,,,,,111.25,100,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1]]",0.039399885,2.06E-05,1,"[[0, 0, 0, 0, 1, 1, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 1, 2], [0, 0, 0, 1, 2, 2, 2, 1, 1, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 2], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,1.01,7.145,undo,,5,,1.51192E+12
70bffd4d,10_easy_full,10,easy,full,wrong,reset,1.51192E+12,209794,1,0.741632653,,,,,-0.741632653,0,"[[5, 7, 1]]",0.007437788,5.53E-05,2,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,1.423,1.423,click,,1,,1.51192E+12
70bffd4d,10_easy_full,10,easy,full,wrong,reset,1.51192E+12,268650,2,-100,,,,,0,-100,"[[8, 7, 1], [6, 5, 2], [7, 5, 1], [6, 4, 2], [7, 4, 1], [9, 4, 2]]",0.24174675,3.14E-15,3,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 2, 2, 0, 0, 0, 0], [2, 2, 0, 0, 1, 1, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 1, 0, 0], [0, 0, 0, 0, 2, 2, 2, 2, 0, 0]]",,1.589,1.589,click,,6,,1.51192E+12
70bffd4d,10_easy_full,10,easy,full,wrong,reset,1.51192E+12,314575,2,-100,,,,,100,0,"[[5, 3, 1], [9, 4, 2], [9, 3, 1], [9, 8, 2]]",0.563013565,2.52E-05,4,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 1, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 2, 2, 2, 2, 2, 0]]",,1.627,1.627,click,,4,,1.51192E+12
70bffd4d,10_easy_full,10,easy,full,wrong,reset,1.51192E+12,342122,2,0,,,,,17.32553855,17.32553855,"[[9, 4, 1], [9, 8, 2], [9, 9, 1], [8, 3, 2]]",2.81E-07,2.16E-21,5,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 2, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 2, 2, 2, 2, 1]]",,7.857,7.857,click,,4,,1.51192E+12
70bffd4d,10_easy_full,10,easy,full,wrong,reset,1.51192E+12,356444,1,-100,,,,,100,0,"[[9, 9, 1], [9, 4, 2], [9, 8, 1]]",0.015151515,2.55E-11,6,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 2, 2, 2, 2, 1, 1]]",,6.012,6.012,click,,3,,1.51192E+12
70bffd4d,10_easy_full,10,easy,full,wrong,reset,1.51192E+12,404437,2,,,,,,6.365916925,0,"[[9, 8, 1], [9, 4, 2], [9, 3, 1], [4, 4, 2], [5, 4, 1], [6, 5, 2]]",0.004963677,3.85E-12,7,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 2, 2, 2, 0, 0, 0], [1, 0, 0, 0, 1, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 2, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 2, 2, 2, 2, 1, 0]]",,6.091,14.804,undo,,6,,1.51192E+12
70bffd4d,10_easy_full,10,easy,full,wrong,reset,1.51192E+12,421600,2,-100,,,,,116.4959264,16.49592638,"[[9, 4, 1], [9, 8, 2], [9, 9, 1], [4, 7, 2], [8, 5, 1], [4, 4, 2], [4, 8, 1], [5, 4, 2]]",0.52940948,2.64E-14,8,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 2, 2, 2, 2, 1, 0], [1, 0, 0, 0, 2, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 0, 1, 2, 2, 2, 2, 1]]",,2.024,2.024,click,,8,,1.51192E+12
70bffd4d,10_easy_full,10,easy,full,wrong,reset,1.51192E+12,430535,2,-100,,,,,117.3255385,17.32553855,"[[4, 4, 1], [9, 8, 2], [9, 4, 1], [9, 9, 2]]",0.749336041,6.96E-05,9,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 1, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 2, 2, 2, 2, 2]]",,1.143,1.143,click,,4,,1.51192E+12
70bffd4d,10_easy_full,10,easy,full,wrong,reset,1.51192E+12,479306,1,0,,,,,100,100,"[[9, 8, 1], [9, 4, 2], [9, 3, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1]]",2.86E-07,4.83E-16,10,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 2, 2, 2, 2, 1, 0], [1, 0, 0, 0, 1, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 2, 2, 2, 2, 1, 0]]",,2.351,11.391,undo,,7,,1.51192E+12
70bffd4d,10_easy_full,10,easy,full,wrong,reset,1.51192E+12,505578,1,-100,,,,,100,0,"[[6, 4, 1], [9, 4, 2], [9, 8, 1]]",0.015151515,2.53E-06,11,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 1, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 2, 2, 2, 2, 1, 0]]",,6.601,6.601,click,,3,,1.51192E+12
70bffd4d,10_easy_full,10,easy,full,wrong,reset,1.51192E+12,536920,2,-0.490555556,,,,,100.4905556,100,"[[9, 8, 1], [9, 4, 2], [9, 3, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [7, 2, 2]]",0.00701018,8.30E-14,12,"[[0, 0, 0, 0, 1, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 1, 1, 1, 0, 0], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 2, 2, 2, 2, 1, 0], [1, 0, 0, 0, 1, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 2, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 2, 2, 2, 2, 1, 0]]",,4.596,4.596,click,,8,,1.51192E+12
70bffd4d,10_easy_full,10,easy,full,wrong,reset,1.51192E+12,588310,1,0,,,,,0,0,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [0, 9, 1]]",4.45E-07,4.79E-15,13,"[[0, 0, 0, 0, 1, 1, 2, 0, 0, 1], [0, 0, 0, 0, 2, 1, 1, 1, 1, 2], [0, 0, 0, 1, 2, 2, 2, 1, 0, 0], [0, 0, 0, 2, 2, 1, 1, 2, 1, 1], [2, 0, 0, 1, 0, 2, 2, 0, 0, 2], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 2, 2, 2, 0, 0]]",,13.871,13.871,click,,5,,1.51192E+12
