iteration,board,shutter_size,max_moves,heuristic_name,heuristic,layers,interaction,exponent,potential,neighborhood,opponent,numberOfNodes,answer,correct,exploredNodes
0,10_easy_full,5,50,shutter,blocking,False,True,2,square,2,True,50,50,1,"[[0.08108108108108109, 0.24324324324324326, 0.21621621621621623, 0.13513513513513514, -1e-05, 0.02702702702702703, -2e-05, 0.0, 0.0, 0.0], [0.05405405405405406, 0.05405405405405406, 0.05405405405405406, 0.02702702702702703, -2e-05, -1e-05, -1e-05, -1e-05, 0.02702702702702703, 0.0], [0.0, 0.02702702702702703, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0, 0.0], [0.0, 0.0, 0.0, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.0, -1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.0, 0.02702702702702703], [-1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-1e-05, -1e-05, 0.0, 0.0, 0.02702702702702703, 0.0, 0.0, 0.0, 0.0, 0.0], [-2e-05, -2e-05, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
0,10_easy_pruned,5,50,shutter,blocking,False,True,2,square,2,True,50,55,0,"[[0.05263157894736842, 0.05263157894736842, 0.02631578947368421, 0.07894736842105263, -1e-05, -2e-05, -2e-05, 0.0, 0.0, 0.0], [0.07894736842105263, 0.02631578947368421, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.02631578947368421, 0.02631578947368421], [0.0, 0.05263157894736842, 0.02631578947368421, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0, 0.02631578947368421], [0.0, 0.0, 0.02631578947368421, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.02631578947368421, -1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.0, -1e-05], [-1e-05, 0.02631578947368421, 0.05263157894736842, 0.0, 0.02631578947368421, 0.02631578947368421, 0.02631578947368421, 0.02631578947368421, 0.05263157894736842, 0.05263157894736842], [-1e-05, -1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02631578947368421, 0.0, 0.05263157894736842], [-2e-05, -2e-05, 0.0, 0.0, 0.0, 0.02631578947368421, -1e-05, 0.0, 0.0, 0.02631578947368421], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.02631578947368421], [0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, -2e-05, -2e-05, 0.0, 0.02631578947368421]]"
1,10_easy_full,5,50,shutter,blocking,False,True,2,square,2,True,50,55,0,"[[0.10810810810810811, 0.10810810810810811, 0.16216216216216217, 0.13513513513513514, -1e-05, 0.02702702702702703, -2e-05, 0.05405405405405406, 0.02702702702702703, 0.02702702702702703], [0.02702702702702703, 0.05405405405405406, 0.05405405405405406, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.0, 0.0], [0.0, 0.0, 0.02702702702702703, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0, 0.0], [0.0, 0.0, 0.02702702702702703, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.02702702702702703, -1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.0, 0.02702702702702703], [-1e-05, 0.0, 0.0, 0.0, 0.05405405405405406, 0.0, 0.0, 0.0, 0.0, 0.0], [-1e-05, -1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-2e-05, -2e-05, 0.02702702702702703, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.02702702702702703, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
1,10_easy_pruned,5,50,shutter,blocking,False,True,2,square,2,True,33,20,1,"[[0.0, 0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, 0.0, 0.09090909090909091, 0.13636363636363635], [0.0, 0.0, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.045454545454545456, 0.045454545454545456], [0.045454545454545456, 0.0, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.045454545454545456, 0.045454545454545456], [0.0, 0.045454545454545456, 0.045454545454545456, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.045454545454545456, -1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.0, -1e-05], [-1e-05, 0.0, 0.0, 0.045454545454545456, 0.0, 0.0, 0.0, 0.0, 0.045454545454545456, 0.09090909090909091], [-1e-05, -1e-05, 0.0, 0.0, 0.045454545454545456, 0.0, 0.0, 0.0, 0.0, 0.09090909090909091], [-2e-05, -2e-05, 0.0, 0.0, 0.0, 0.045454545454545456, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.045454545454545456, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
2,10_easy_full,5,50,shutter,blocking,False,True,2,square,2,True,50,2,0,"[[0.13513513513513514, 0.02702702702702703, 0.05405405405405406, 0.16216216216216217, -1e-05, 0.0, -2e-05, 0.02702702702702703, 0.02702702702702703, 0.02702702702702703], [0.10810810810810811, 0.05405405405405406, 0.0, 0.02702702702702703, -2e-05, -1e-05, -1e-05, -1e-05, 0.02702702702702703, 0.0], [0.0, 0.02702702702702703, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0, 0.0], [0.0, 0.0, 0.05405405405405406, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.0, -1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.0, 0.02702702702702703], [-1e-05, 0.0, 0.0, 0.0, 0.10810810810810811, 0.0, 0.0, 0.0, 0.0, 0.0], [-1e-05, -1e-05, 0.0, 0.0, 0.02702702702702703, 0.05405405405405406, 0.02702702702702703, 0.0, 0.0, 0.0], [-2e-05, -2e-05, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
2,10_easy_pruned,5,50,shutter,blocking,False,True,2,square,2,True,24,20,1,"[[0.0, 0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, 0.0, 0.05555555555555555, 0.1111111111111111], [0.0, 0.0, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.05555555555555555, 0.05555555555555555], [0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.05555555555555555, 0.05555555555555555], [0.0, 0.0, 0.0, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.0, -1e-05, 0.0, -2e-05, -2e-05, 0.05555555555555555, 0.0, -1e-05], [-1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05555555555555555, 0.0, 0.0, 0.16666666666666666], [-1e-05, -1e-05, 0.0, 0.0, 0.0, 0.05555555555555555, 0.05555555555555555, 0.0, 0.0, 0.1111111111111111], [-2e-05, -2e-05, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.05555555555555555, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.05555555555555555, 0.0, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
3,10_easy_full,5,50,shutter,blocking,False,True,2,square,2,True,50,6,0,"[[0.0, 0.0, 0.0, 0.0, -1e-05, 0.023809523809523808, -2e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.023809523809523808, 0.023809523809523808], [0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0, 0.07142857142857142], [0.023809523809523808, 0.0, 0.0, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.023809523809523808, 0.023809523809523808, -1e-05, 0.0, -2e-05, -2e-05, 0.047619047619047616, 0.023809523809523808, 0.0], [-1e-05, 0.0, 0.023809523809523808, 0.023809523809523808, 0.0, 0.023809523809523808, 0.09523809523809523, 0.07142857142857142, 0.07142857142857142, 0.0], [-1e-05, -1e-05, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.07142857142857142, 0.023809523809523808, 0.023809523809523808, 0.0, 0.0], [-2e-05, -2e-05, 0.0, 0.023809523809523808, 0.0, 0.023809523809523808, -1e-05, 0.07142857142857142, 0.0, 0.0], [0.0, 0.0, 0.0, 0.023809523809523808, 0.0, 0.023809523809523808, -1e-05, 0.047619047619047616, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
3,10_easy_pruned,5,50,shutter,blocking,False,True,2,square,2,True,28,70,0,"[[0.0, 0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, 0.0, 0.0, 0.045454545454545456], [0.0, 0.0, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.09090909090909091, 0.045454545454545456], [0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0, 0.09090909090909091], [0.0, 0.0, 0.0, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.0, -1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.045454545454545456, -1e-05], [-1e-05, 0.0, 0.0, 0.0, 0.0, 0.09090909090909091, 0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0.13636363636363635], [-1e-05, -1e-05, 0.0, 0.0, 0.045454545454545456, 0.0, 0.0, 0.0, 0.0, 0.045454545454545456], [-2e-05, -2e-05, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.13636363636363635], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.045454545454545456], [0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, -2e-05, -2e-05, 0.0, 0.045454545454545456]]"
4,10_easy_full,5,50,shutter,blocking,False,True,2,square,2,True,50,50,1,"[[0.11764705882352941, 0.08823529411764706, 0.11764705882352941, 0.11764705882352941, -1e-05, 0.029411764705882353, -2e-05, 0.058823529411764705, 0.029411764705882353, 0.029411764705882353], [0.029411764705882353, 0.058823529411764705, 0.058823529411764705, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.0, 0.0], [0.0, 0.0, 0.029411764705882353, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0, 0.0], [0.0, 0.0, 0.029411764705882353, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.029411764705882353, -1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.0, 0.029411764705882353], [-1e-05, 0.0, 0.0, 0.029411764705882353, 0.029411764705882353, 0.029411764705882353, 0.0, 0.0, 0.0, 0.0], [-1e-05, -1e-05, 0.0, 0.0, 0.0, 0.029411764705882353, 0.0, 0.0, 0.0, 0.0], [-2e-05, -2e-05, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.029411764705882353, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
4,10_easy_pruned,5,50,shutter,blocking,False,True,2,square,2,True,50,48,0,"[[0.0, 0.0, 0.027777777777777776, 0.0, -1e-05, -2e-05, -2e-05, 0.0, 0.0, 0.027777777777777776], [0.0, 0.0, 0.027777777777777776, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.0, 0.027777777777777776], [0.0, 0.0, 0.027777777777777776, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0, 0.05555555555555555], [0.0, 0.0, 0.05555555555555555, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.027777777777777776, -1e-05, 0.027777777777777776, -2e-05, -2e-05, 0.027777777777777776, 0.0, -1e-05], [-1e-05, 0.027777777777777776, 0.05555555555555555, 0.05555555555555555, 0.1111111111111111, 0.027777777777777776, 0.1111111111111111, 0.0, 0.0, 0.0], [-1e-05, -1e-05, 0.027777777777777776, 0.027777777777777776, 0.027777777777777776, 0.05555555555555555, 0.0, 0.0, 0.0, 0.0], [-2e-05, -2e-05, 0.0, 0.0, 0.05555555555555555, 0.027777777777777776, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.027777777777777776, 0.027777777777777776, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
