iteration,board,shutter_size,max_moves,heuristic_name,heuristic,layers,interaction,exponent,potential,neighborhood,opponent,numberOfNodes,answer,correct,exploredNodes
5,10_easy_full,5,50,shutter,blocking,False,True,2,square,2,True,50,76,0,"[[0.0, 0.0, 0.04878048780487805, 0.0, -1e-05, 0.07317073170731707, -2e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.04878048780487805, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.024390243902439025, 0.024390243902439025], [0.024390243902439025, 0.0, 0.04878048780487805, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.024390243902439025, 0.0], [0.0, 0.04878048780487805, 0.0975609756097561, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.0975609756097561, -1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.0, 0.024390243902439025], [-1e-05, 0.0, 0.07317073170731707, 0.0975609756097561, 0.024390243902439025, 0.0, 0.0, 0.0, 0.0, 0.0], [-1e-05, -1e-05, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, 0.0, 0.0, 0.0, 0.0, 0.0], [-2e-05, -2e-05, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, -1e-05, 0.024390243902439025, 0.0, 0.0], [0.0, 0.0, 0.0, 0.024390243902439025, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
5,10_easy_pruned,5,50,shutter,blocking,False,True,2,square,2,True,22,20,1,"[[0.0, 0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, 0.0, 0.11764705882352941, 0.17647058823529413], [0.0, 0.0, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.058823529411764705, 0.058823529411764705], [0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.058823529411764705, 0.058823529411764705], [0.0, 0.0, 0.0, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.0, -1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.0, -1e-05], [-1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.058823529411764705, 0.11764705882352941], [-1e-05, -1e-05, 0.0, 0.0, 0.0, 0.0, 0.058823529411764705, 0.0, 0.0, 0.11764705882352941], [-2e-05, -2e-05, 0.058823529411764705, 0.0, 0.058823529411764705, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
6,10_easy_full,5,50,shutter,blocking,False,True,2,square,2,True,50,50,1,"[[0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, -2e-05, 0.023809523809523808, 0.047619047619047616, 0.11904761904761904], [0.0, 0.0, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.023809523809523808, 0.07142857142857142], [0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.047619047619047616, 0.07142857142857142], [0.0, 0.0, 0.0, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.0, -1e-05, 0.023809523809523808, -2e-05, -2e-05, 0.09523809523809523, 0.023809523809523808, 0.023809523809523808], [-1e-05, 0.0, 0.0, 0.0, 0.0, 0.023809523809523808, 0.09523809523809523, 0.023809523809523808, 0.047619047619047616, 0.09523809523809523], [-1e-05, -1e-05, 0.0, 0.0, 0.0, 0.07142857142857142, 0.0, 0.0, 0.0, 0.047619047619047616], [-2e-05, -2e-05, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.023809523809523808, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
6,10_easy_pruned,5,50,shutter,blocking,False,True,2,square,2,True,23,20,1,"[[0.0, 0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, 0.0, 0.058823529411764705, 0.17647058823529413], [0.0, 0.0, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.0, 0.058823529411764705], [0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.11764705882352941, 0.058823529411764705], [0.0, 0.0, 0.0, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.0, -1e-05, 0.0, -2e-05, -2e-05, 0.058823529411764705, 0.0, -1e-05], [-1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.058823529411764705, 0.0, 0.0, 0.11764705882352941], [-1e-05, -1e-05, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.0, 0.0, 0.0, 0.11764705882352941], [-2e-05, -2e-05, 0.058823529411764705, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
7,10_easy_full,5,50,shutter,blocking,False,True,2,square,2,True,50,20,1,"[[0.02702702702702703, 0.02702702702702703, 0.02702702702702703, 0.0, -1e-05, 0.10810810810810811, -2e-05, 0.02702702702702703, 0.05405405405405406, 0.08108108108108109], [0.0, 0.02702702702702703, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.0, 0.02702702702702703], [0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0, 0.05405405405405406], [0.0, 0.02702702702702703, 0.0, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.0, -1e-05, 0.0, -2e-05, -2e-05, 0.08108108108108109, 0.0, 0.05405405405405406], [-1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05405405405405406, 0.0, 0.08108108108108109, 0.08108108108108109], [-1e-05, -1e-05, 0.0, 0.0, 0.0, 0.02702702702702703, 0.0, 0.05405405405405406, 0.0, 0.05405405405405406], [-2e-05, -2e-05, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, -2e-05, -2e-05, 0.02702702702702703, 0.0]]"
7,10_easy_pruned,5,50,shutter,blocking,False,True,2,square,2,True,22,20,1,"[[0.0, 0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, 0.0, 0.11764705882352941, 0.17647058823529413], [0.0, 0.0, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.058823529411764705, 0.058823529411764705], [0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.058823529411764705, 0.058823529411764705], [0.0, 0.0, 0.0, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.0, -1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.0, -1e-05], [-1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.058823529411764705, 0.17647058823529413], [-1e-05, -1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11764705882352941], [-2e-05, -2e-05, 0.0, 0.0, 0.0, 0.058823529411764705, -1e-05, 0.0, 0.058823529411764705, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
8,10_easy_full,5,50,shutter,blocking,False,True,2,square,2,True,50,50,1,"[[0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, -2e-05, 0.0, 0.05128205128205128, 0.10256410256410256], [0.0, 0.0, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.05128205128205128, 0.05128205128205128], [0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.10256410256410256, 0.10256410256410256], [0.0, 0.0, 0.0, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.0, -1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.07692307692307693, 0.02564102564102564], [-1e-05, 0.0, 0.0, 0.0, 0.0, 0.05128205128205128, 0.05128205128205128, 0.02564102564102564, 0.07692307692307693, 0.10256410256410256], [-1e-05, -1e-05, 0.0, 0.0, 0.0, 0.02564102564102564, 0.0, 0.02564102564102564, 0.02564102564102564, 0.05128205128205128], [-2e-05, -2e-05, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
8,10_easy_pruned,5,50,shutter,blocking,False,True,2,square,2,True,50,20,1,"[[0.0, 0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, 0.0, 0.05405405405405406, 0.05405405405405406], [0.0, 0.0, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.0, 0.02702702702702703], [0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.02702702702702703, 0.02702702702702703], [0.0, 0.02702702702702703, 0.0, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.08108108108108109, -1e-05, 0.0, -2e-05, -2e-05, 0.02702702702702703, 0.02702702702702703, -1e-05], [-1e-05, 0.0, 0.0, 0.08108108108108109, 0.02702702702702703, 0.0, 0.02702702702702703, 0.05405405405405406, 0.0, 0.05405405405405406], [-1e-05, -1e-05, 0.05405405405405406, 0.05405405405405406, 0.08108108108108109, 0.02702702702702703, 0.02702702702702703, 0.0, 0.0, 0.02702702702702703], [-2e-05, -2e-05, 0.02702702702702703, 0.02702702702702703, 0.0, 0.05405405405405406, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.02702702702702703, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
9,10_easy_full,5,50,shutter,blocking,False,True,2,square,2,True,50,50,1,"[[0.08108108108108109, 0.10810810810810811, 0.21621621621621623, 0.13513513513513514, -1e-05, 0.02702702702702703, -2e-05, 0.0, 0.0, 0.0], [0.05405405405405406, 0.05405405405405406, 0.08108108108108109, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.0, 0.02702702702702703], [0.0, 0.0, 0.02702702702702703, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0, 0.0], [0.0, 0.0, 0.02702702702702703, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.02702702702702703, -1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.02702702702702703, 0.02702702702702703], [-1e-05, 0.0, 0.0, 0.0, 0.02702702702702703, 0.0, 0.0, 0.0, 0.0, 0.0], [-1e-05, -1e-05, 0.0, 0.0, 0.0, 0.02702702702702703, 0.0, 0.0, 0.0, 0.0], [-2e-05, -2e-05, 0.02702702702702703, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
9,10_easy_pruned,5,50,shutter,blocking,False,True,2,square,2,True,50,30,0,"[[0.0, 0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, 0.02857142857142857, 0.05714285714285714, 0.02857142857142857], [0.0, 0.0, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.11428571428571428, 0.05714285714285714], [0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.08571428571428572, 0.02857142857142857], [0.0, 0.0, 0.0, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.0, -1e-05, 0.0, -2e-05, -2e-05, 0.08571428571428572, 0.14285714285714285, -1e-05], [-1e-05, 0.0, 0.02857142857142857, 0.0, 0.0, 0.0, 0.05714285714285714, 0.0, 0.05714285714285714, 0.0], [-1e-05, -1e-05, 0.0, 0.0, 0.0, 0.05714285714285714, 0.0, 0.02857142857142857, 0.02857142857142857, 0.0], [-2e-05, -2e-05, 0.0, 0.0, 0.0, 0.02857142857142857, -1e-05, 0.05714285714285714, 0.02857142857142857, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
