,board,correct,inverse_computation,k,move_limit,noise,shutter_size
0,10_easy_full,0.37,0.00301522689582,10,30,0.0,0.0
1,10_easy_pruned,0.59,0.00304349149344,10,30,0.0,0.0
2,10_hard_full,0.18,0.00284446467175,10,30,0.0,0.0
3,10_hard_pruned,0.11,0.00282757450659,10,30,0.0,0.0
4,10_medium_full,0.11,0.00263289539507,10,30,0.0,0.0
5,10_medium_pruned,0.37,0.00255604120338,10,30,0.0,0.0
6,6_easy_full,0.71,0.0151285930408,10,30,0.0,0.0
7,6_easy_full,0.86,0.00892618048737,10,30,0.0,0.5
8,6_easy_pruned,0.89,0.0147318797879,10,30,0.0,0.0
9,6_hard_full,0.15,0.00639836201932,10,30,0.0,0.0
10,6_hard_pruned,0.15,0.00735186002059,10,30,0.0,0.0
11,10_easy_full,0.25,0.00296515937732,10,30,0.25,0.0
12,10_easy_full,0.37,0.000881134901753,10,30,0.25,2.0
13,10_easy_pruned,0.54,0.00298222593344,10,30,0.25,0.0
14,10_hard_full,0.14,0.00283438678042,10,30,0.25,0.0
15,10_hard_pruned,0.1,0.00283213911467,10,30,0.25,0.0
16,10_medium_full,0.1,0.0025706940874,10,30,0.25,0.0
17,10_medium_pruned,0.4,0.00256732818156,10,30,0.25,0.0
18,6_easy_full,0.7,0.0141904356464,10,30,0.25,0.0
19,6_easy_pruned,0.83,0.0142714428429,10,30,0.25,0.0
20,6_easy_pruned,0.93,0.00929022668153,10,30,0.25,0.5
21,6_hard_full,0.08,0.00637226789014,10,30,0.25,0.0
22,6_hard_pruned,0.13,0.00715154115712,10,30,0.25,0.0
23,10_easy_full,0.37,0.00298204807061,10,30,0.5,0.0
24,10_easy_pruned,0.59,0.0028901734104,10,30,0.5,0.0
25,10_hard_full,0.2,0.0028384093554,10,30,0.5,0.0
26,10_hard_pruned,0.08,0.00283535115824,10,30,0.5,0.0
27,10_medium_full,0.1,0.00258819266506,10,30,0.5,0.0
28,10_medium_pruned,0.39,0.00255382179432,10,30,0.5,0.0
29,6_easy_full,0.65,0.0138331719463,10,30,0.5,0.0
30,6_easy_full,0.83,0.00848968503269,10,30,0.5,0.5
31,6_easy_pruned,0.82,0.0139958012596,10,30,0.5,0.0
32,6_hard_full,0.14,0.00647584509779,10,30,0.5,0.0
33,6_hard_pruned,0.16,0.00727272727273,10,30,0.5,0.0
34,10_easy_full,0.3,0.00292585873954,10,30,0.75,0.0
35,10_easy_pruned,0.59,0.00295281403177,10,30,0.75,0.0
36,10_hard_full,0.17,0.00281817157029,10,30,0.75,0.0
37,10_hard_pruned,0.11,0.00280151281692,10,30,0.75,0.0
38,10_medium_full,0.1,0.00255154113084,10,30,0.75,0.0
39,10_medium_pruned,0.32,0.00256436557596,10,30,0.75,0.0
40,6_easy_full,0.63,0.0136593361563,10,30,0.75,0.0
41,6_easy_pruned,0.74,0.0138908181692,10,30,0.75,0.0
42,6_easy_pruned,0.84,0.00867678958785,10,30,0.75,0.5
43,6_hard_full,0.15,0.00638691958868,10,30,0.75,0.0
44,6_hard_pruned,0.18,0.0071367399372,10,30,0.75,0.0
45,10_easy_full,0.23,0.00291791894021,10,30,1.0,0.0
46,10_easy_pruned,0.43,0.0029823148728,10,30,1.0,0.0
47,10_hard_full,0.12,0.0028930999566,10,30,1.0,0.0
48,10_hard_pruned,0.13,0.00283254022207,10,30,1.0,0.0
49,10_medium_full,0.08,0.00256154102308,10,30,1.0,0.0
50,10_medium_pruned,0.29,0.00258825965421,10,30,1.0,0.0
51,10_medium_pruned,0.39,0.00121245923106,10,30,1.0,0.5
52,6_easy_full,0.58,0.0133815067577,10,30,1.0,0.0
53,6_easy_full,0.71,0.0087496718873,10,30,1.0,0.5
54,6_easy_pruned,0.76,0.0136351240796,10,30,1.0,0.0
55,6_easy_pruned,0.86,0.00870170553428,10,30,1.0,0.5
56,6_hard_full,0.15,0.00650956906653,10,30,1.0,0.0
57,6_hard_pruned,0.13,0.0071530758226,10,30,1.0,0.0
58,10_easy_full,0.37,0.00294273438879,10,30,1.25,0.0
59,10_easy_pruned,0.41,0.00288292443855,10,30,1.25,0.0
60,10_easy_pruned,0.58,0.00139971725711,10,30,1.25,0.5
61,10_hard_full,0.12,0.00285632676378,10,30,1.25,0.0
62,10_hard_pruned,0.05,0.00286327845383,10,30,1.25,0.0
63,10_medium_full,0.09,0.00258585022755,10,30,1.25,0.0
64,10_medium_pruned,0.32,0.00256298536535,10,30,1.25,0.0
65,10_medium_pruned,0.46,0.000740274641892,10,30,1.25,2.0
66,6_easy_full,0.5,0.0130276185513,10,30,1.25,0.0
67,6_easy_full,0.65,0.00827677536832,10,30,1.25,0.5
68,6_easy_pruned,0.65,0.0142389292325,10,30,1.25,0.0
69,6_easy_pruned,0.83,0.00880359186548,10,30,1.25,0.5
70,6_hard_full,0.05,0.00643500643501,10,30,1.25,0.0
71,6_hard_pruned,0.18,0.00713165026387,10,30,1.25,0.0
72,10_easy_full,0.23,0.00300273248656,10,30,1.5,0.0
73,10_easy_pruned,0.25,0.00286647939001,10,30,1.5,0.0
74,10_easy_pruned,0.49,0.00141898315667,10,30,1.5,0.5
75,10_hard_full,0.14,0.00290132590594,10,30,1.5,0.0
76,10_hard_pruned,0.09,0.00283446712018,10,30,1.5,0.0
77,10_medium_full,0.08,0.00257818341197,10,30,1.5,0.0
78,10_medium_pruned,0.37,0.00260586319218,10,30,1.5,0.0
79,6_easy_full,0.48,0.0135153399108,10,30,1.5,0.0
80,6_easy_full,0.68,0.00815261699005,10,30,1.5,0.5
81,6_easy_pruned,0.67,0.0138370001384,10,30,1.5,0.0
82,6_easy_pruned,0.86,0.00746602956548,10,30,1.5,1.0
83,6_hard_full,0.1,0.00656512605042,10,30,1.5,0.0
84,6_hard_pruned,0.15,0.00726269155349,10,30,1.5,0.0
85,10_easy_full,0.24,0.00296630280019,10,30,1.75,0.0
86,10_easy_pruned,0.48,0.00293392794273,10,30,1.75,0.0
87,10_hard_full,0.11,0.00284681299285,10,30,1.75,0.0
