iteration,board,shutter_size,max_moves,heuristic_name,heuristic,layers,interaction,exponent,potential,neighborhood,opponent,numberOfNodes,answer,correct,exploredNodes
0,10_hard_full,5,50,shutter,blocking,False,True,2,square,2,True,50,61,0,"[[0.0, 0.0, 0.0, -2e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1e-05, 0.0, -2e-05, 0.0, 0.0, 0.0, 0.02], [0.02, -2e-05, -2e-05, 0.0, 0.02, -1e-05, -1e-05, 0.0, -2e-05, 0.0], [0.02, 0.0, -2e-05, -1e-05, -2e-05, 0.0, 0.0, 0.0, 0.0, 0.0], [0.1, -1e-05, -1e-05, 0.02, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0], [0.12, -1e-05, -1e-05, 0.0, -2e-05, 0.0, 0.0, 0.0, 0.0, 0.0], [0.02, 0.06, -1e-05, 0.04, -2e-05, 0.0, 0.0, 0.0, 0.0, 0.0], [0.1, 0.04, -1e-05, 0.02, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0], [0.16, 0.04, -2e-05, 0.02, 0.02, -2e-05, -2e-05, 0.0, 0.0, 0.0], [0.1, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0, 0.0, 0.0]]"
0,10_hard_pruned,5,50,shutter,blocking,False,True,2,square,2,True,50,24,1,"[[0.0, 0.0, 0.0, -2e-05, 0.0, 0.0, 0.0, 0.0, 0.020833333333333332, 0.0], [0.020833333333333332, 0.0, 0.0, -1e-05, 0.0, -2e-05, 0.0, 0.041666666666666664, 0.0, 0.0], [0.020833333333333332, -2e-05, -2e-05, 0.020833333333333332, -1e-05, -1e-05, -1e-05, 0.020833333333333332, -2e-05, 0.0], [0.0625, 0.020833333333333332, -2e-05, -1e-05, -2e-05, 0.020833333333333332, 0.020833333333333332, 0.020833333333333332, 0.020833333333333332, 0.0], [0.10416666666666667, -1e-05, -1e-05, 0.020833333333333332, 0.08333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0], [0.020833333333333332, -1e-05, -1e-05, 0.08333333333333333, -2e-05, 0.020833333333333332, 0.0, 0.0, 0.0, 0.0], [-2e-05, 0.020833333333333332, -1e-05, 0.0625, -2e-05, 0.0, 0.020833333333333332, 0.0, 0.0, 0.0], [0.0, 0.0625, -1e-05, 0.0625, 0.0625, 0.0, 0.0, 0.020833333333333332, 0.0, 0.0], [0.0, 0.0, -2e-05, 0.020833333333333332, 0.020833333333333332, -2e-05, -2e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0, 0.0, 0.0]]"
1,10_hard_full,5,50,shutter,blocking,False,True,2,square,2,True,50,25,1,"[[0.0, 0.0, 0.0, -2e-05, 0.0, 0.0, 0.0, 0.0, 0.03636363636363636, 0.0], [0.0, 0.0, 0.0, -1e-05, 0.0, -2e-05, 0.0, 0.03636363636363636, 0.0, 0.01818181818181818], [0.01818181818181818, -2e-05, -2e-05, 0.03636363636363636, 0.01818181818181818, -1e-05, -1e-05, 0.01818181818181818, -2e-05, 0.0], [0.03636363636363636, 0.01818181818181818, -2e-05, -1e-05, -2e-05, 0.03636363636363636, 0.0, 0.0, 0.0, 0.0], [0.03636363636363636, -1e-05, -1e-05, 0.03636363636363636, 0.01818181818181818, 0.03636363636363636, 0.03636363636363636, 0.01818181818181818, 0.0, 0.01818181818181818], [0.01818181818181818, -1e-05, -1e-05, 0.07272727272727272, -2e-05, 0.0, 0.01818181818181818, 0.01818181818181818, 0.0, 0.0], [0.0, 0.01818181818181818, -1e-05, 0.07272727272727272, -2e-05, 0.01818181818181818, 0.0, 0.0, 0.0, 0.0], [0.03636363636363636, 0.03636363636363636, -1e-05, 0.09090909090909091, 0.07272727272727272, 0.01818181818181818, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -2e-05, 0.03636363636363636, 0.0, -2e-05, -2e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0, 0.0, 0.0]]"
1,10_hard_pruned,5,50,shutter,blocking,False,True,2,square,2,True,50,44,0,"[[0.041666666666666664, 0.020833333333333332, 0.020833333333333332, -2e-05, 0.020833333333333332, 0.020833333333333332, 0.0, 0.020833333333333332, 0.0, 0.0], [0.020833333333333332, 0.0, 0.0, -1e-05, 0.0, -2e-05, 0.041666666666666664, 0.0625, 0.0, 0.0], [0.020833333333333332, -2e-05, -2e-05, 0.041666666666666664, -1e-05, -1e-05, -1e-05, 0.0625, -2e-05, 0.0], [0.041666666666666664, 0.0, -2e-05, -1e-05, -2e-05, 0.020833333333333332, 0.020833333333333332, 0.041666666666666664, 0.020833333333333332, 0.0], [0.020833333333333332, -1e-05, -1e-05, 0.020833333333333332, 0.020833333333333332, 0.0, 0.020833333333333332, 0.020833333333333332, 0.0, 0.0], [0.0, -1e-05, -1e-05, 0.020833333333333332, -2e-05, 0.0, 0.0, 0.0, 0.0, 0.0], [-2e-05, 0.0, -1e-05, 0.041666666666666664, -2e-05, 0.0, 0.0, 0.0, 0.0, 0.0], [0.041666666666666664, 0.0625, -1e-05, 0.020833333333333332, 0.041666666666666664, 0.041666666666666664, 0.0, 0.0, 0.0, 0.0], [0.0, 0.020833333333333332, -2e-05, 0.020833333333333332, 0.041666666666666664, -2e-05, -2e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0, 0.0, 0.0]]"
2,10_hard_full,5,50,shutter,blocking,False,True,2,square,2,True,50,74,0,"[[0.043478260869565216, 0.043478260869565216, 0.043478260869565216, -2e-05, 0.043478260869565216, 0.043478260869565216, 0.0, 0.0, 0.0, 0.0], [0.0, 0.021739130434782608, 0.0, -1e-05, 0.0, -2e-05, 0.0, 0.0, 0.0, 0.0], [0.021739130434782608, -2e-05, -2e-05, 0.0, 0.043478260869565216, -1e-05, -1e-05, 0.0, -2e-05, 0.0], [0.021739130434782608, 0.06521739130434782, -2e-05, -1e-05, -2e-05, 0.0, 0.0, 0.0, 0.0, 0.021739130434782608], [0.043478260869565216, -1e-05, -1e-05, 0.021739130434782608, 0.0, 0.0, 0.0, 0.0, 0.021739130434782608, 0.0], [0.0, -1e-05, -1e-05, 0.021739130434782608, -2e-05, 0.0, 0.0, 0.021739130434782608, 0.0, 0.0], [0.021739130434782608, 0.06521739130434782, -1e-05, 0.021739130434782608, -2e-05, 0.0, 0.021739130434782608, 0.0, 0.0, 0.0], [0.021739130434782608, 0.06521739130434782, -1e-05, 0.021739130434782608, 0.08695652173913043, 0.043478260869565216, 0.0, 0.0, 0.0, 0.0], [0.0, 0.06521739130434782, -2e-05, 0.0, 0.0, -2e-05, -2e-05, 0.0, 0.0, 0.0], [0.0, 0.021739130434782608, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0, 0.0, 0.0]]"
2,10_hard_pruned,5,50,shutter,blocking,False,True,2,square,2,True,50,44,0,"[[0.0, 0.0, 0.0392156862745098, -2e-05, 0.0, 0.0, 0.0, 0.0, 0.0784313725490196, 0.0], [0.0, 0.0, 0.0, -1e-05, 0.0, -2e-05, 0.0, 0.1568627450980392, 0.0, 0.0196078431372549], [0.0, -2e-05, -2e-05, 0.0392156862745098, -1e-05, -1e-05, -1e-05, 0.0196078431372549, -2e-05, 0.0], [0.0196078431372549, 0.0196078431372549, -2e-05, -1e-05, -2e-05, 0.09803921568627451, 0.0, 0.0, 0.0, 0.0], [0.0392156862745098, -1e-05, -1e-05, 0.0196078431372549, 0.0784313725490196, 0.0, 0.0392156862745098, 0.0, 0.0, 0.0], [0.0, -1e-05, -1e-05, 0.058823529411764705, -2e-05, 0.0392156862745098, 0.0, 0.0196078431372549, 0.0, 0.0], [-2e-05, 0.0196078431372549, -1e-05, 0.058823529411764705, -2e-05, 0.0, 0.0392156862745098, 0.0, 0.0, 0.0], [0.0, 0.0196078431372549, -1e-05, 0.0392156862745098, 0.0196078431372549, 0.0, 0.0, 0.0196078431372549, 0.0, 0.0], [0.0, 0.0, -2e-05, 0.0, 0.0, -2e-05, -2e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0, 0.0, 0.0]]"
3,10_hard_full,5,50,shutter,blocking,False,True,2,square,2,True,50,44,0,"[[0.01818181818181818, 0.01818181818181818, 0.01818181818181818, -2e-05, 0.01818181818181818, 0.01818181818181818, 0.0, 0.01818181818181818, 0.0, 0.0], [0.0, 0.0, 0.0, -1e-05, 0.0, -2e-05, 0.01818181818181818, 0.01818181818181818, 0.0, 0.0], [0.01818181818181818, -2e-05, -2e-05, 0.03636363636363636, 0.01818181818181818, -1e-05, -1e-05, 0.01818181818181818, -2e-05, 0.03636363636363636], [0.03636363636363636, 0.01818181818181818, -2e-05, -1e-05, -2e-05, 0.0, 0.03636363636363636, 0.0, 0.03636363636363636, 0.0], [0.01818181818181818, -1e-05, -1e-05, 0.01818181818181818, 0.01818181818181818, 0.0, 0.01818181818181818, 0.01818181818181818, 0.0, 0.0], [0.03636363636363636, -1e-05, -1e-05, 0.03636363636363636, -2e-05, 0.0, 0.01818181818181818, 0.0, 0.0, 0.0], [0.05454545454545454, 0.01818181818181818, -1e-05, 0.03636363636363636, -2e-05, 0.03636363636363636, 0.0, 0.0, 0.0, 0.0], [0.07272727272727272, 0.03636363636363636, -1e-05, 0.07272727272727272, 0.05454545454545454, 0.01818181818181818, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -2e-05, 0.01818181818181818, 0.0, -2e-05, -2e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0, 0.0, 0.0]]"
3,10_hard_pruned,5,50,shutter,blocking,False,True,2,square,2,True,50,94,0,"[[0.0, 0.0, 0.02631578947368421, -2e-05, 0.0, 0.0, 0.0, 0.0, 0.02631578947368421, 0.0], [0.0, 0.0, 0.0, -1e-05, 0.0, -2e-05, 0.0, 0.02631578947368421, 0.0, 0.0], [0.0, -2e-05, -2e-05, 0.0, -1e-05, -1e-05, -1e-05, 0.07894736842105263, -2e-05, 0.0], [0.0, 0.0, -2e-05, -1e-05, -2e-05, 0.05263157894736842, 0.0, 0.0, 0.0, 0.05263157894736842], [0.0, -1e-05, -1e-05, 0.0, 0.05263157894736842, 0.0, 0.07894736842105263, 0.05263157894736842, 0.05263157894736842, 0.0], [0.0, -1e-05, -1e-05, 0.02631578947368421, -2e-05, 0.05263157894736842, 0.02631578947368421, 0.13157894736842105, 0.0, 0.0], [-2e-05, 0.0, -1e-05, 0.0, -2e-05, 0.0, 0.10526315789473684, 0.0, 0.0, 0.0], [0.02631578947368421, 0.0, -1e-05, 0.0, 0.0, 0.05263157894736842, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -2e-05, 0.0, 0.02631578947368421, -2e-05, -2e-05, 0.0, 0.0, 0.0], [0.02631578947368421, 0.0, 0.0, 0.02631578947368421, -1e-05, 0.0, 0.0, 0.0, 0.0, 0.0]]"
4,10_hard_full,5,50,shutter,blocking,False,True,2,square,2,True,50,24,0,"[[0.0, 0.0, 0.0, -2e-05, 0.0, 0.0, 0.0, 0.01818181818181818, 0.03636363636363636, 0.0], [0.0, 0.0, 0.0, -1e-05, 0.03636363636363636, -2e-05, 0.0, 0.05454545454545454, 0.0, 0.0], [0.0, -2e-05, -2e-05, 0.01818181818181818, 0.03636363636363636, -1e-05, -1e-05, 0.03636363636363636, -2e-05, 0.01818181818181818], [0.0, 0.0, -2e-05, -1e-05, -2e-05, 0.09090909090909091, 0.07272727272727272, 0.03636363636363636, 0.07272727272727272, 0.05454545454545454], [0.0, -1e-05, -1e-05, 0.0, 0.03636363636363636, 0.05454545454545454, 0.0, 0.01818181818181818, 0.03636363636363636, 0.01818181818181818], [0.01818181818181818, -1e-05, -1e-05, 0.03636363636363636, -2e-05, 0.0, 0.01818181818181818, 0.01818181818181818, 0.01818181818181818, 0.0], [0.03636363636363636, 0.0, -1e-05, 0.01818181818181818, -2e-05, 0.0, 0.01818181818181818, 0.0, 0.0, 0.0], [0.0, 0.0, -1e-05, 0.01818181818181818, 0.01818181818181818, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -2e-05, 0.01818181818181818, 0.0, -2e-05, -2e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.01818181818181818, -1e-05, 0.0, 0.0, 0.0, 0.0, 0.0]]"
4,10_hard_pruned,5,50,shutter,blocking,False,True,2,square,2,True,50,24,1,"[[0.0, 0.0, 0.02, -2e-05, 0.0, 0.0, 0.02, 0.0, 0.04, 0.0], [0.02, 0.0, 0.0, -1e-05, 0.0, -2e-05, 0.0, 0.08, 0.0, 0.02], [0.04, -2e-05, -2e-05, 0.02, -1e-05, -1e-05, -1e-05, 0.0, -2e-05, 0.0], [0.06, 0.02, -2e-05, -1e-05, -2e-05, 0.08, 0.0, 0.0, 0.0, 0.0], [0.06, -1e-05, -1e-05, 0.02, 0.1, 0.02, 0.0, 0.0, 0.0, 0.0], [0.02, -1e-05, -1e-05, 0.08, -2e-05, 0.04, 0.0, 0.0, 0.0, 0.0], [-2e-05, 0.02, -1e-05, 0.06, -2e-05, 0.0, 0.02, 0.0, 0.0, 0.0], [0.0, 0.02, -1e-05, 0.06, 0.04, 0.0, 0.0, 0.02, 0.0, 0.0], [0.0, 0.0, -2e-05, 0.0, 0.0, -2e-05, -2e-05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0, 0.0, 0.0]]"
