userid,board_name,board_size,board_type,condition,fitted_heuristic,blocking_score,win_score,density,linear,non-linear,interaction,blocking,interaction_blind,blocking_blind
11d4bf94,6_hard_full,6,hard,full,density,0.05,200,-2.0927484160863825,-3.979197746733959,-3.9126967675802127,-4.680199038646571,-4.514928937515559,-3.433718983294397,-3.3907174146087757
14b4c043,6_hard_full,6,hard,full,interaction_blind,0.05,200,-2.532805414506319,-2.513220307748845,-2.4731511205139403,-2.1074002987144658,-2.28994714585346,-2.0927083992095237,-2.2057222164441743
14c5dc72,6_hard_full,6,hard,full,blocking,0.05,200,-2.8513787163414377,-2.09069654629294,-2.001507784166126,-1.8752900089068212,-1.6968332555170527,-2.0636076073716687,-1.9770037563293181
17b4c1ea,6_hard_full,6,hard,full,blocking,0.05,200,-2.5439427938222003,-1.8350950099370664,-1.690194596841308,-1.3979678247825722,-1.3514583510107085,-1.8997851364502707,-1.9201440990772294
17e120dd,6_hard_full,6,hard,full,interaction,0.05,200,-2.7832456344495533,-2.3868415486956946,-2.333108629589438,-2.1470031107750516,-2.263954337684479,-2.6237295827684033,-2.6630550816426255
18dac9ef,6_hard_full,6,hard,full,blocking_blind,0.05,200,-2.5290516070771236,-3.1700902944486087,-2.959759742708064,-2.9936192625672775,-2.5383186262845,-2.9334698027274544,-2.4865480772415296
20bfd7bd,6_hard_full,6,hard,full,interaction_blind,0.05,200,-1.97492814627577,-1.8245763920386124,-1.770952933136995,-1.8555801369072185,-1.8316307058310428,-1.7145345155733498,-1.8471809619432684
22dac859,6_hard_full,6,hard,full,blocking_blind,0.05,200,-3.686772266185964,-3.4646459713939044,-3.5309125941709354,-3.333074973800344,-3.349677989106623,-3.199124728817459,-3.065259731352338
24a5e25a,6_hard_full,6,hard,full,blocking_blind,0.05,200,-2.6543596360030706,-2.410825009334204,-2.3079595565132665,-2.307998492762681,-2.235865112625329,-1.583573573989196,-1.457977333737725
24b61c03,6_hard_full,6,hard,full,interaction_blind,0.05,200,-2.4800269090496725,-2.7273505264246807,-2.6985551337621803,-2.9500661730515736,-3.06020304003904,-2.1200956595410285,-2.2077505023885755
