position,solved,time_rel,userid,prev_action,board_name,player,time_between,time,time_prev_move,move_number,first_move_in_path,move_number_in_path,condition
4_4,wrong,212881,a4f74985,reset,logs/10_hard_full_dec19,1,2.832,1512327927360,1512327924528,35,True,1,"10,hard,full"
2_4,wrong,1,abc728e1,,logs/10_hard_full_dec19,1,0.001,1512319423164,1512319423163,1,True,1,"10,hard,full"
6_0,wrong,11506,abc728e1,click,logs/10_hard_full_dec19,2,11.505,1512319434669,1512319423164,2,False,2,"10,hard,full"
2_3,wrong,18237,abc728e1,click,logs/10_hard_full_dec19,1,6.731,1512319441400,1512319434669,3,False,3,"10,hard,full"
2_7,wrong,21384,abc728e1,click,logs/10_hard_full_dec19,2,3.147,1512319444547,1512319441400,4,False,4,"10,hard,full"
7_3,wrong,59248,abc728e1,click,logs/10_hard_full_dec19,1,37.864,1512319482411,1512319444547,5,False,5,"10,hard,full"
2_4,wrong,81618,abc728e1,reset,logs/10_hard_full_dec19,1,17.107,1512319504781,1512319487674,6,True,1,"10,hard,full"
6_0,wrong,85332,abc728e1,click,logs/10_hard_full_dec19,2,3.714,1512319508495,1512319504781,7,False,2,"10,hard,full"
2_3,wrong,89067,abc728e1,click,logs/10_hard_full_dec19,1,3.735,1512319512230,1512319508495,8,False,3,"10,hard,full"
2_7,wrong,90598,abc728e1,click,logs/10_hard_full_dec19,2,1.531,1512319513761,1512319512230,9,False,4,"10,hard,full"
4_3,wrong,99041,abc728e1,click,logs/10_hard_full_dec19,1,8.443,1512319522204,1512319513761,10,False,5,"10,hard,full"
5_3,wrong,101108,abc728e1,click,logs/10_hard_full_dec19,2,2.067,1512319524271,1512319522204,11,False,6,"10,hard,full"
4_4,wrong,113152,abc728e1,click,logs/10_hard_full_dec19,1,12.044,1512319536315,1512319524271,12,False,7,"10,hard,full"
4_5,wrong,115550,abc728e1,click,logs/10_hard_full_dec19,2,2.398,1512319538713,1512319536315,13,False,8,"10,hard,full"
4_0,wrong,117086,abc728e1,click,logs/10_hard_full_dec19,1,1.536,1512319540249,1512319538713,14,False,9,"10,hard,full"
4_3,validatedCorrect,2,aceaccbc,,logs/10_hard_full_dec19,1,0.002,1513541892917,1513541892915,1,True,1,"10,hard,full"
4_4,validatedCorrect,63541,aceaccbc,click,logs/10_hard_full_dec19,2,63.539,1513541956456,1513541892917,2,False,2,"10,hard,full"
2_3,validatedCorrect,71623,aceaccbc,click,logs/10_hard_full_dec19,1,8.082,1513541964538,1513541956456,3,False,3,"10,hard,full"
5_3,validatedCorrect,74515,aceaccbc,click,logs/10_hard_full_dec19,2,2.892,1513541967430,1513541964538,4,False,4,"10,hard,full"
2_4,validatedCorrect,80432,aceaccbc,click,logs/10_hard_full_dec19,1,5.917,1513541973347,1513541967430,5,False,5,"10,hard,full"
6_0,validatedCorrect,86604,aceaccbc,click,logs/10_hard_full_dec19,2,6.172,1513541979519,1513541973347,6,False,6,"10,hard,full"
6_0,validatedCorrect,96544,aceaccbc,reset,logs/10_hard_full_dec19,1,2.937,1513541989459,1513541986522,7,True,1,"10,hard,full"
2_4,validatedCorrect,98858,aceaccbc,click,logs/10_hard_full_dec19,2,2.314,1513541991773,1513541989459,8,False,2,"10,hard,full"
4_3,validatedCorrect,100795,aceaccbc,click,logs/10_hard_full_dec19,1,1.937,1513541993710,1513541991773,9,False,3,"10,hard,full"
2_4,validatedCorrect,111186,aceaccbc,reset,logs/10_hard_full_dec19,1,3.454,1513542004101,1513542000647,10,True,1,"10,hard,full"
6_0,validatedCorrect,115550,aceaccbc,click,logs/10_hard_full_dec19,2,4.364,1513542008465,1513542004101,11,False,2,"10,hard,full"
4_4,validatedCorrect,116864,aceaccbc,click,logs/10_hard_full_dec19,1,1.314,1513542009779,1513542008465,12,False,3,"10,hard,full"
4_3,validatedCorrect,121087,aceaccbc,click,logs/10_hard_full_dec19,2,4.223,1513542014002,1513542009779,13,False,4,"10,hard,full"
5_3,validatedCorrect,128333,aceaccbc,click,logs/10_hard_full_dec19,1,7.246,1513542021248,1513542014002,14,False,5,"10,hard,full"
4_3,validatedCorrect,138608,aceaccbc,reset,logs/10_hard_full_dec19,1,8.558,1513542031523,1513542022965,15,True,1,"10,hard,full"
4_4,validatedCorrect,142772,aceaccbc,click,logs/10_hard_full_dec19,2,4.164,1513542035687,1513542031523,16,False,2,"10,hard,full"
2_4,validatedCorrect,144534,aceaccbc,click,logs/10_hard_full_dec19,1,1.762,1513542037449,1513542035687,17,False,3,"10,hard,full"
7_4,validatedCorrect,149322,aceaccbc,click,logs/10_hard_full_dec19,2,4.788,1513542042237,1513542037449,18,False,4,"10,hard,full"
4_4,validatedCorrect,156921,aceaccbc,reset,logs/10_hard_full_dec19,1,3.343,1513542049836,1513542046493,19,True,1,"10,hard,full"
4_3,validatedCorrect,161595,aceaccbc,click,logs/10_hard_full_dec19,2,4.674,1513542054510,1513542049836,20,False,2,"10,hard,full"
6_0,validatedCorrect,244201,aceaccbc,reset,logs/10_hard_full_dec19,1,9.867,1513542137116,1513542127249,21,True,1,"10,hard,full"
2_4,validatedCorrect,245310,aceaccbc,click,logs/10_hard_full_dec19,2,1.109,1513542138225,1513542137116,22,False,2,"10,hard,full"
4_4,validatedCorrect,246409,aceaccbc,click,logs/10_hard_full_dec19,1,1.099,1513542139324,1513542138225,23,False,3,"10,hard,full"
4_3,validatedCorrect,247867,aceaccbc,click,logs/10_hard_full_dec19,2,1.458,1513542140782,1513542139324,24,False,4,"10,hard,full"
5_3,validatedCorrect,249905,aceaccbc,click,logs/10_hard_full_dec19,1,2.038,1513542142820,1513542140782,25,False,5,"10,hard,full"
4_3,validatedCorrect,259346,aceaccbc,reset,logs/10_hard_full_dec19,1,2.751,1513542152261,1513542149510,26,True,1,"10,hard,full"
4_3,validatedCorrect,270361,aceaccbc,reset,logs/10_hard_full_dec19,1,1.685,1513542163276,1513542161591,27,True,1,"10,hard,full"
4_4,validatedCorrect,280096,aceaccbc,reset,logs/10_hard_full_dec19,1,0.702,1513542173011,1513542172309,28,True,1,"10,hard,full"
4_3,validatedCorrect,281831,aceaccbc,click,logs/10_hard_full_dec19,2,1.735,1513542174746,1513542173011,29,False,2,"10,hard,full"
6_3,validatedCorrect,298380,aceaccbc,click,logs/10_hard_full_dec19,1,16.549,1513542191295,1513542174746,30,False,3,"10,hard,full"
6_5,validatedCorrect,301792,aceaccbc,click,logs/10_hard_full_dec19,2,3.412,1513542194707,1513542191295,31,False,4,"10,hard,full"
4_3,validatedCorrect,307477,aceaccbc,reset,logs/10_hard_full_dec19,1,2.883,1513542200392,1513542197509,32,True,1,"10,hard,full"
4_4,validatedCorrect,308700,aceaccbc,click,logs/10_hard_full_dec19,2,1.223,1513542201615,1513542200392,33,False,2,"10,hard,full"
7_4,validatedCorrect,309872,aceaccbc,click,logs/10_hard_full_dec19,1,1.172,1513542202787,1513542201615,34,False,3,"10,hard,full"
4_3,validatedCorrect,321230,aceaccbc,reset,logs/10_hard_full_dec19,1,9.513,1513542214145,1513542204632,35,True,1,"10,hard,full"
4_4,validatedCorrect,328124,aceaccbc,reset,logs/10_hard_full_dec19,1,3.584,1513542221039,1513542217455,36,True,1,"10,hard,full"
4_3,validatedCorrect,332793,aceaccbc,click,logs/10_hard_full_dec19,2,4.669,1513542225708,1513542221039,37,False,2,"10,hard,full"
4_4,validatedCorrect,366200,aceaccbc,reset,logs/10_hard_full_dec19,1,28.969,1513542259115,1513542230146,38,True,1,"10,hard,full"
4_3,validatedCorrect,367415,aceaccbc,click,logs/10_hard_full_dec19,2,1.215,1513542260330,1513542259115,39,False,2,"10,hard,full"
4_3,validatedCorrect,393620,aceaccbc,reset,logs/10_hard_full_dec19,1,21.406,1513542286535,1513542265129,40,True,1,"10,hard,full"
4_4,validatedCorrect,396729,aceaccbc,click,logs/10_hard_full_dec19,2,3.109,1513542289644,1513542286535,41,False,2,"10,hard,full"
4_3,validatedCorrect,408394,aceaccbc,reset,logs/10_hard_full_dec19,1,3.362,1513542301309,1513542297947,42,True,1,"10,hard,full"
4_4,validatedCorrect,412357,aceaccbc,click,logs/10_hard_full_dec19,2,3.963,1513542305272,1513542301309,43,False,2,"10,hard,full"
4_3,validatedCorrect,429332,aceaccbc,reset,logs/10_hard_full_dec19,1,13.497,1513542322247,1513542308750,44,True,1,"10,hard,full"
4_4,validatedCorrect,431483,aceaccbc,click,logs/10_hard_full_dec19,2,2.151,1513542324398,1513542322247,45,False,2,"10,hard,full"
6_5,validatedCorrect,444842,aceaccbc,reset,logs/10_hard_full_dec19,1,9.845,1513542337757,1513542327912,46,True,1,"10,hard,full"
4_3,wrong,1,add50f98,,logs/10_hard_full_dec19,1,0.001,1511199002134,1511199002133,1,True,1,"10,hard,full"
4_4,wrong,20169,add50f98,click,logs/10_hard_full_dec19,2,20.168,1511199022302,1511199002134,2,False,2,"10,hard,full"
4_3,wrong,29764,add50f98,reset,logs/10_hard_full_dec19,1,0.927,1511199031897,1511199030970,3,True,1,"10,hard,full"
3_5,wrong,41293,add50f98,click,logs/10_hard_full_dec19,2,11.529,1511199043426,1511199031897,4,False,2,"10,hard,full"
4_4,wrong,42325,add50f98,click,logs/10_hard_full_dec19,1,1.032,1511199044458,1511199043426,5,False,3,"10,hard,full"
4_3,wrong,53608,add50f98,reset,logs/10_hard_full_dec19,1,2.179,1511199055741,1511199053562,6,True,1,"10,hard,full"
4_4,wrong,97253,add50f98,reset,logs/10_hard_full_dec19,1,4.889,1511199099386,1511199094497,7,True,1,"10,hard,full"
4_3,wrong,98018,add50f98,click,logs/10_hard_full_dec19,2,0.765,1511199100151,1511199099386,8,False,2,"10,hard,full"
2_4,wrong,113504,add50f98,click,logs/10_hard_full_dec19,1,15.486,1511199115637,1511199100151,9,False,3,"10,hard,full"
6_0,wrong,119768,add50f98,click,logs/10_hard_full_dec19,2,6.264,1511199121901,1511199115637,10,False,4,"10,hard,full"
4_4,wrong,143058,add50f98,reset,logs/10_hard_full_dec19,1,3.044,1511199145191,1511199142147,11,True,1,"10,hard,full"
4_3,wrong,145504,add50f98,click,logs/10_hard_full_dec19,2,2.446,1511199147637,1511199145191,12,False,2,"10,hard,full"
6_3,wrong,171797,add50f98,click,logs/10_hard_full_dec19,1,26.293,1511199173930,1511199147637,13,False,3,"10,hard,full"
7_4,wrong,175239,add50f98,click,logs/10_hard_full_dec19,2,3.442,1511199177372,1511199173930,14,False,4,"10,hard,full"
8_4,wrong,178569,add50f98,click,logs/10_hard_full_dec19,1,3.33,1511199180702,1511199177372,15,False,5,"10,hard,full"
4_4,wrong,200862,add50f98,reset,logs/10_hard_full_dec19,1,8.401,1511199202995,1511199194594,16,True,1,"10,hard,full"
4_3,wrong,202773,add50f98,click,logs/10_hard_full_dec19,2,1.911,1511199204906,1511199202995,17,False,2,"10,hard,full"
5_3,wrong,206260,add50f98,click,logs/10_hard_full_dec19,1,3.487,1511199208393,1511199204906,18,False,3,"10,hard,full"
3_5,wrong,212297,add50f98,click,logs/10_hard_full_dec19,2,6.037,1511199214430,1511199208393,19,False,4,"10,hard,full"
7_1,wrong,226057,add50f98,click,logs/10_hard_full_dec19,1,13.76,1511199228190,1511199214430,20,False,5,"10,hard,full"
8_0,wrong,229851,add50f98,click,logs/10_hard_full_dec19,2,3.794,1511199231984,1511199228190,21,False,6,"10,hard,full"
6_1,wrong,252774,add50f98,click,logs/10_hard_full_dec19,1,22.923,1511199254907,1511199231984,22,False,7,"10,hard,full"
2_4,wrong,0,b1ebd3b5,,logs/10_hard_full_dec19,1,0.0,1513608299714,1513608299714,1,True,1,"10,hard,full"
6_0,wrong,6932,b1ebd3b5,reset,logs/10_hard_full_dec19,1,3.252,1513608306646,1513608303394,2,True,1,"10,hard,full"
4_3,wrong,21045,b1ebd3b5,reset,logs/10_hard_full_dec19,1,6.145,1513608320759,1513608314614,3,True,1,"10,hard,full"
2_4,wrong,47858,b1ebd3b5,reset,logs/10_hard_full_dec19,1,20.541,1513608347572,1513608327031,4,True,1,"10,hard,full"
5_0,solvedCorrect,2,b5b6dcbc,,logs/10_hard_full_dec19,1,0.002,1512300222953,1512300222951,1,True,1,"10,hard,full"
8_3,solvedCorrect,33833,b5b6dcbc,reset,logs/10_hard_full_dec19,1,13.567,1512300256784,1512300243217,2,True,1,"10,hard,full"
6_1,solvedCorrect,39203,b5b6dcbc,click,logs/10_hard_full_dec19,2,5.37,1512300262154,1512300256784,3,False,2,"10,hard,full"
4_3,solvedCorrect,65338,b5b6dcbc,reset,logs/10_hard_full_dec19,1,4.12,1512300288289,1512300284169,4,True,1,"10,hard,full"
4_4,solvedCorrect,92813,b5b6dcbc,click,logs/10_hard_full_dec19,2,27.475,1512300315764,1512300288289,5,False,2,"10,hard,full"
4_4,solvedCorrect,100203,b5b6dcbc,reset,logs/10_hard_full_dec19,1,1.206,1512300323154,1512300321948,6,True,1,"10,hard,full"
8_4,solvedCorrect,113673,b5b6dcbc,click,logs/10_hard_full_dec19,2,13.47,1512300336624,1512300323154,7,False,2,"10,hard,full"
8_4,solvedCorrect,140853,b5b6dcbc,undo,logs/10_hard_full_dec19,2,19.409,1512300363804,1512300344395,8,False,2,"10,hard,full"
8_4,solvedCorrect,146051,b5b6dcbc,undo,logs/10_hard_full_dec19,1,2.232,1512300369002,1512300366770,9,True,1,"10,hard,full"
4_4,solvedCorrect,153128,b5b6dcbc,undo,logs/10_hard_full_dec19,1,2.861,1512300376079,1512300373218,10,True,1,"10,hard,full"
8_3,solvedCorrect,162780,b5b6dcbc,click,logs/10_hard_full_dec19,2,9.652,1512300385731,1512300376079,11,False,2,"10,hard,full"
8_4,solvedCorrect,164340,b5b6dcbc,click,logs/10_hard_full_dec19,1,1.56,1512300387291,1512300385731,12,False,3,"10,hard,full"
7_3,solvedCorrect,190586,b5b6dcbc,click,logs/10_hard_full_dec19,2,26.246,1512300413537,1512300387291,13,False,4,"10,hard,full"
8_7,solvedCorrect,201235,b5b6dcbc,undo,logs/10_hard_full_dec19,2,7.748,1512300424186,1512300416438,14,False,4,"10,hard,full"
7_3,solvedCorrect,209219,b5b6dcbc,click,logs/10_hard_full_dec19,1,7.984,1512300432170,1512300424186,15,False,5,"10,hard,full"
8_8,solvedCorrect,225511,b5b6dcbc,click,logs/10_hard_full_dec19,2,16.292,1512300448462,1512300432170,16,False,6,"10,hard,full"
4_0,solvedCorrect,228804,b5b6dcbc,click,logs/10_hard_full_dec19,1,3.293,1512300451755,1512300448462,17,False,7,"10,hard,full"
8_9,solvedCorrect,238156,b5b6dcbc,undo,logs/10_hard_full_dec19,1,1.94,1512300461107,1512300459167,18,False,7,"10,hard,full"
8_3,solvedCorrect,264109,b5b6dcbc,reset,logs/10_hard_full_dec19,1,14.295,1512300487060,1512300472765,19,True,1,"10,hard,full"
4_4,solvedCorrect,293593,b5b6dcbc,click,logs/10_hard_full_dec19,2,29.484,1512300516544,1512300487060,20,False,2,"10,hard,full"
7_4,solvedCorrect,296317,b5b6dcbc,click,logs/10_hard_full_dec19,1,2.724,1512300519268,1512300516544,21,False,3,"10,hard,full"
8_4,solvedCorrect,315017,b5b6dcbc,undo,logs/10_hard_full_dec19,1,2.032,1512300537968,1512300535936,22,True,1,"10,hard,full"
4_4,solvedCorrect,318394,b5b6dcbc,click,logs/10_hard_full_dec19,2,3.377,1512300541345,1512300537968,23,False,2,"10,hard,full"
7_4,solvedCorrect,327821,b5b6dcbc,undo,logs/10_hard_full_dec19,1,0.822,1512300550772,1512300549950,24,True,1,"10,hard,full"
4_4,solvedCorrect,329498,b5b6dcbc,click,logs/10_hard_full_dec19,2,1.677,1512300552449,1512300550772,25,False,2,"10,hard,full"
2_4,solvedCorrect,334274,b5b6dcbc,click,logs/10_hard_full_dec19,1,4.776,1512300557225,1512300552449,26,False,3,"10,hard,full"
8_4,solvedCorrect,386681,b5b6dcbc,click,logs/10_hard_full_dec19,2,52.407,1512300609632,1512300557225,27,False,4,"10,hard,full"
8_3,solvedCorrect,388026,b5b6dcbc,click,logs/10_hard_full_dec19,1,1.345,1512300610977,1512300609632,28,False,5,"10,hard,full"
8_7,solvedCorrect,390339,b5b6dcbc,click,logs/10_hard_full_dec19,2,2.313,1512300613290,1512300610977,29,False,6,"10,hard,full"
6_1,solvedCorrect,392451,b5b6dcbc,click,logs/10_hard_full_dec19,1,2.112,1512300615402,1512300613290,30,False,7,"10,hard,full"
4_4,solvedCorrect,420276,b5b6dcbc,undo,logs/10_hard_full_dec19,1,4.096,1512300643227,1512300639131,31,True,1,"10,hard,full"
7_4,solvedCorrect,434358,b5b6dcbc,click,logs/10_hard_full_dec19,2,14.082,1512300657309,1512300643227,32,False,2,"10,hard,full"
8_4,solvedCorrect,438802,b5b6dcbc,click,logs/10_hard_full_dec19,1,4.444,1512300661753,1512300657309,33,False,3,"10,hard,full"
2_3,solvedCorrect,450603,b5b6dcbc,click,logs/10_hard_full_dec19,2,11.801,1512300673554,1512300661753,34,False,4,"10,hard,full"
4_3,wrong,0,d2ac158a,,logs/10_hard_full_dec19,1,0.0,1513625308048,1513625308048,1,True,1,"10,hard,full"
2_3,wrong,13531,d2ac158a,click,logs/10_hard_full_dec19,2,13.531,1513625321579,1513625308048,2,False,2,"10,hard,full"
4_4,wrong,14977,d2ac158a,click,logs/10_hard_full_dec19,1,1.446,1513625323025,1513625321579,3,False,3,"10,hard,full"
4_5,wrong,19672,d2ac158a,click,logs/10_hard_full_dec19,2,4.695,1513625327720,1513625323025,4,False,4,"10,hard,full"
4_0,wrong,20725,d2ac158a,click,logs/10_hard_full_dec19,1,1.053,1513625328773,1513625327720,5,False,5,"10,hard,full"
7_3,wrong,40900,d2ac158a,reset,logs/10_hard_full_dec19,1,16.404,1513625348948,1513625332544,6,True,1,"10,hard,full"
8_4,wrong,48330,d2ac158a,click,logs/10_hard_full_dec19,2,7.43,1513625356378,1513625348948,7,False,2,"10,hard,full"
8_3,wrong,53898,d2ac158a,click,logs/10_hard_full_dec19,1,5.568,1513625361946,1513625356378,8,False,3,"10,hard,full"
6_1,wrong,61374,d2ac158a,click,logs/10_hard_full_dec19,2,7.476,1513625369422,1513625361946,9,False,4,"10,hard,full"
6_3,wrong,63335,d2ac158a,click,logs/10_hard_full_dec19,1,1.961,1513625371383,1513625369422,10,False,5,"10,hard,full"
7_4,wrong,64301,d2ac158a,click,logs/10_hard_full_dec19,2,0.966,1513625372349,1513625371383,11,False,6,"10,hard,full"
5_3,wrong,65450,d2ac158a,click,logs/10_hard_full_dec19,1,1.149,1513625373498,1513625372349,12,False,7,"10,hard,full"
2_4,wrong,76297,d2ac158a,reset,logs/10_hard_full_dec19,1,8.715,1513625384345,1513625375630,13,True,1,"10,hard,full"
6_0,wrong,79791,d2ac158a,click,logs/10_hard_full_dec19,2,3.494,1513625387839,1513625384345,14,False,2,"10,hard,full"
2_3,wrong,81889,d2ac158a,click,logs/10_hard_full_dec19,1,2.098,1513625389937,1513625387839,15,False,3,"10,hard,full"
2_7,wrong,84397,d2ac158a,click,logs/10_hard_full_dec19,2,2.508,1513625392445,1513625389937,16,False,4,"10,hard,full"
4_3,wrong,88362,d2ac158a,click,logs/10_hard_full_dec19,1,3.965,1513625396410,1513625392445,17,False,5,"10,hard,full"
5_3,wrong,91985,d2ac158a,click,logs/10_hard_full_dec19,2,3.623,1513625400033,1513625396410,18,False,6,"10,hard,full"
5_3,wrong,107425,d2ac158a,undo,logs/10_hard_full_dec19,2,7.161,1513625415473,1513625408312,19,False,6,"10,hard,full"
4_4,wrong,111870,d2ac158a,click,logs/10_hard_full_dec19,1,4.445,1513625419918,1513625415473,20,False,7,"10,hard,full"
4_0,wrong,113838,d2ac158a,click,logs/10_hard_full_dec19,2,1.968,1513625421886,1513625419918,21,False,8,"10,hard,full"
4_5,wrong,114597,d2ac158a,click,logs/10_hard_full_dec19,1,0.759,1513625422645,1513625421886,22,False,9,"10,hard,full"
6_3,validatedCorrect,0,edf12206,,logs/10_hard_full_dec19,1,0.0,1511924480264,1511924480264,1,True,1,"10,hard,full"
7_4,validatedCorrect,8049,edf12206,click,logs/10_hard_full_dec19,2,8.049,1511924488313,1511924480264,2,False,2,"10,hard,full"
4_4,validatedCorrect,12551,edf12206,click,logs/10_hard_full_dec19,1,4.502,1511924492815,1511924488313,3,False,3,"10,hard,full"
4_3,validatedCorrect,32048,edf12206,reset,logs/10_hard_full_dec19,1,14.28,1511924512312,1511924498032,4,True,1,"10,hard,full"
4_4,validatedCorrect,51144,edf12206,reset,logs/10_hard_full_dec19,1,14.088,1511924531408,1511924517320,5,True,1,"10,hard,full"
3_5,validatedCorrect,51908,edf12206,click,logs/10_hard_full_dec19,2,0.764,1511924532172,1511924531408,6,False,2,"10,hard,full"
4_3,validatedCorrect,56688,edf12206,click,logs/10_hard_full_dec19,1,4.78,1511924536952,1511924532172,7,False,3,"10,hard,full"
4_3,validatedCorrect,62349,edf12206,undo,logs/10_hard_full_dec19,2,1.897,1511924542613,1511924540716,8,False,2,"10,hard,full"
5_3,validatedCorrect,65190,edf12206,click,logs/10_hard_full_dec19,1,2.841,1511924545454,1511924542613,9,False,3,"10,hard,full"
3_5,validatedCorrect,69682,edf12206,click,logs/10_hard_full_dec19,2,4.492,1511924549946,1511924545454,10,False,4,"10,hard,full"
7_1,validatedCorrect,78059,edf12206,click,logs/10_hard_full_dec19,1,8.377,1511924558323,1511924549946,11,False,5,"10,hard,full"
8_0,validatedCorrect,80320,edf12206,click,logs/10_hard_full_dec19,2,2.261,1511924560584,1511924558323,12,False,6,"10,hard,full"
6_1,validatedCorrect,81800,edf12206,click,logs/10_hard_full_dec19,1,1.48,1511924562064,1511924560584,13,False,7,"10,hard,full"
4_4,validatedCorrect,95089,edf12206,reset,logs/10_hard_full_dec19,1,1.133,1511924575353,1511924574220,14,True,1,"10,hard,full"
4_3,validatedCorrect,96004,edf12206,click,logs/10_hard_full_dec19,2,0.915,1511924576268,1511924575353,15,False,2,"10,hard,full"
5_3,validatedCorrect,98408,edf12206,click,logs/10_hard_full_dec19,1,2.404,1511924578672,1511924576268,16,False,3,"10,hard,full"
3_5,validatedCorrect,99813,edf12206,click,logs/10_hard_full_dec19,2,1.405,1511924580077,1511924578672,17,False,4,"10,hard,full"
7_1,validatedCorrect,104584,edf12206,click,logs/10_hard_full_dec19,1,4.771,1511924584848,1511924580077,18,False,5,"10,hard,full"
8_0,validatedCorrect,108112,edf12206,click,logs/10_hard_full_dec19,2,3.528,1511924588376,1511924584848,19,False,6,"10,hard,full"
6_1,validatedCorrect,110572,edf12206,click,logs/10_hard_full_dec19,1,2.46,1511924590836,1511924588376,20,False,7,"10,hard,full"
4_4,validatedCorrect,113450,edf12206,reset,logs/10_hard_full_dec19,1,1.165,1511924593714,1511924592549,21,True,1,"10,hard,full"
4_5,validatedCorrect,117264,edf12206,click,logs/10_hard_full_dec19,2,3.814,1511924597528,1511924593714,22,False,2,"10,hard,full"
4_3,validatedCorrect,118746,edf12206,click,logs/10_hard_full_dec19,1,1.482,1511924599010,1511924597528,23,False,3,"10,hard,full"
5_3,validatedCorrect,123514,edf12206,undo,logs/10_hard_full_dec19,1,1.113,1511924603778,1511924602665,24,False,3,"10,hard,full"
3_5,validatedCorrect,125145,edf12206,click,logs/10_hard_full_dec19,2,1.631,1511924605409,1511924603778,25,False,4,"10,hard,full"
7_1,validatedCorrect,127142,edf12206,click,logs/10_hard_full_dec19,1,1.997,1511924607406,1511924605409,26,False,5,"10,hard,full"
6_1,validatedCorrect,132326,edf12206,click,logs/10_hard_full_dec19,2,5.184,1511924612590,1511924607406,27,False,6,"10,hard,full"
4_4,validatedCorrect,135248,edf12206,reset,logs/10_hard_full_dec19,1,0.737,1511924615512,1511924614775,28,True,1,"10,hard,full"
5_3,validatedCorrect,137056,edf12206,click,logs/10_hard_full_dec19,2,1.808,1511924617320,1511924615512,29,False,2,"10,hard,full"
4_3,validatedCorrect,137866,edf12206,click,logs/10_hard_full_dec19,1,0.81,1511924618130,1511924617320,30,False,3,"10,hard,full"
7_1,wrong,1,f0ebc21e,,logs/10_hard_full_dec19,1,0.001,1513603773439,1513603773438,1,True,1,"10,hard,full"
6_1,wrong,7086,f0ebc21e,reset,logs/10_hard_full_dec19,1,1.203,1513603780524,1513603779321,2,True,1,"10,hard,full"
7_1,wrong,11124,f0ebc21e,click,logs/10_hard_full_dec19,2,4.038,1513603784562,1513603780524,3,False,2,"10,hard,full"
8_3,wrong,13051,f0ebc21e,click,logs/10_hard_full_dec19,1,1.927,1513603786489,1513603784562,4,False,3,"10,hard,full"
5_0,wrong,14477,f0ebc21e,click,logs/10_hard_full_dec19,2,1.426,1513603787915,1513603786489,5,False,4,"10,hard,full"
4_3,wrong,19055,f0ebc21e,click,logs/10_hard_full_dec19,1,4.578,1513603792493,1513603787915,6,False,5,"10,hard,full"
6_3,wrong,21178,f0ebc21e,click,logs/10_hard_full_dec19,2,2.123,1513603794616,1513603792493,7,False,6,"10,hard,full"
5_3,wrong,31557,f0ebc21e,reset,logs/10_hard_full_dec19,1,1.68,1513603804995,1513603803315,8,True,1,"10,hard,full"
4_3,wrong,40070,f0ebc21e,reset,logs/10_hard_full_dec19,1,5.493,1513603813508,1513603808015,9,True,1,"10,hard,full"
4_0,wrong,42809,f0ebc21e,click,logs/10_hard_full_dec19,2,2.739,1513603816247,1513603813508,10,False,2,"10,hard,full"
4_4,wrong,45524,f0ebc21e,click,logs/10_hard_full_dec19,1,2.715,1513603818962,1513603816247,11,False,3,"10,hard,full"
4_5,wrong,46655,f0ebc21e,click,logs/10_hard_full_dec19,2,1.131,1513603820093,1513603818962,12,False,4,"10,hard,full"
2_3,wrong,61971,f0ebc21e,reset,logs/10_hard_full_dec19,1,1.932,1513603835409,1513603833477,13,True,1,"10,hard,full"
2_4,wrong,63402,f0ebc21e,click,logs/10_hard_full_dec19,2,1.431,1513603836840,1513603835409,14,False,2,"10,hard,full"
4_3,wrong,64538,f0ebc21e,click,logs/10_hard_full_dec19,1,1.136,1513603837976,1513603836840,15,False,3,"10,hard,full"
4_4,wrong,69989,f0ebc21e,reset,logs/10_hard_full_dec19,1,2.274,1513603843427,1513603841153,16,True,1,"10,hard,full"
4_3,wrong,74196,f0ebc21e,click,logs/10_hard_full_dec19,2,4.207,1513603847634,1513603843427,17,False,2,"10,hard,full"
5_3,wrong,76075,f0ebc21e,click,logs/10_hard_full_dec19,1,1.879,1513603849513,1513603847634,18,False,3,"10,hard,full"
3_5,wrong,78965,f0ebc21e,click,logs/10_hard_full_dec19,2,2.89,1513603852403,1513603849513,19,False,4,"10,hard,full"
7_1,wrong,80468,f0ebc21e,click,logs/10_hard_full_dec19,1,1.503,1513603853906,1513603852403,20,False,5,"10,hard,full"
8_0,wrong,82991,f0ebc21e,click,logs/10_hard_full_dec19,2,2.523,1513603856429,1513603853906,21,False,6,"10,hard,full"
6_1,wrong,84394,f0ebc21e,click,logs/10_hard_full_dec19,1,1.403,1513603857832,1513603856429,22,False,7,"10,hard,full"
8_1,wrong,87252,f0ebc21e,click,logs/10_hard_full_dec19,2,2.858,1513603860690,1513603857832,23,False,8,"10,hard,full"
3_1,wrong,88724,f0ebc21e,click,logs/10_hard_full_dec19,1,1.472,1513603862162,1513603860690,24,False,9,"10,hard,full"
2_4,wrong,29990,f6fbf7bf,,logs/10_hard_full_dec19,1,29.99,1513617605385,1513617575395,1,True,1,"10,hard,full"
6_0,wrong,32747,f6fbf7bf,click,logs/10_hard_full_dec19,2,2.757,1513617608142,1513617605385,2,False,2,"10,hard,full"
2_7,wrong,36932,f6fbf7bf,click,logs/10_hard_full_dec19,1,4.185,1513617612327,1513617608142,3,False,3,"10,hard,full"
2_3,wrong,42725,f6fbf7bf,click,logs/10_hard_full_dec19,2,5.793,1513617618120,1513617612327,4,False,4,"10,hard,full"
