,userid,blocking_score,Unnamed: 0,board_size,win_score,Density,Linear,Non-linear,Interaction,Forcing,interaction_blind,blocking_blind
772,38ebbf94,40,7621,6,505,-2.70674786,-2.012825208,-1.901055552,-2.418076183,-2.120950578,-2.04337352,-1.667615459
773,38ebbf94,60,8164,6,505,-2.70674786,-2.012825208,-1.901055552,-2.418076183,-2.127583406,-2.040974171,-1.660861646
774,38ebbf94,80,8707,6,505,-2.70674786,-2.012825208,-1.901055552,-2.418076183,-2.141159587,-2.039708839,-1.663060191
775,38ebbf94,100,9250,6,505,-2.70674786,-2.012825208,-1.901055552,-2.418076183,-2.156896173,-2.038926736,-1.668773886
776,38ebbf94,120,23096.5,6,1875,-2.70674786,-2.012825208,-1.901055552,-2.845346832,-2.416746127,-2.307934061,-1.831165025
777,38ebbf94,140,23639.5,6,1875,-2.70674786,-2.012825208,-1.901055552,-2.845346832,-2.423592989,-2.307549387,-1.83281539
778,38ebbf94,160,24182.5,6,1875,-2.70674786,-2.012825208,-1.901055552,-2.845346832,-2.431314852,-2.30725804,-1.835500117
779,38ebbf94,180,24725.5,6,1875,-2.70674786,-2.012825208,-1.901055552,-2.845346832,-2.439528258,-2.307029722,-1.838840419
780,38ebbf94,200,25268.5,6,1875,-2.70674786,-2.012825208,-1.901055552,-2.845346832,-2.44800273,-2.306845973,-1.842604741
781,39afd1eb,2,6956,10,505,-3.949027515,-2.874601926,-2.529697145,-2.030690005,-2.031410692,-1.269119405,-1.271101019
782,39afd1eb,20,7499,10,505,-3.949027515,-2.874601926,-2.529697145,-2.030690005,-2.072812257,-1.269119405,-1.315647845
783,39afd1eb,40,8042,10,505,-3.949027515,-2.874601926,-2.529697145,-2.030690005,-2.107069521,-1.269119405,-1.352322767
784,39afd1eb,60,8585,10,505,-3.949027515,-2.874601926,-2.529697145,-2.030690005,-2.1395103,-1.269119405,-1.385249057
785,39afd1eb,80,9128,10,505,-3.949027515,-2.874601926,-2.529697145,-2.030690005,-2.17086894,-1.269119405,-1.415473246
786,39afd1eb,100,9671,10,505,-3.949027515,-2.874601926,-2.529697145,-2.030690005,-2.200472687,-1.269119405,-1.44304948
787,39afd1eb,120,23517.5,10,1875,-3.949027515,-2.874601926,-2.529697145,-2.277322414,-2.410704131,-1.204781134,-1.376284478
788,39afd1eb,140,24060.5,10,1875,-3.949027515,-2.874601926,-2.529697145,-2.277322414,-2.434199041,-1.204781134,-1.399859938
789,39afd1eb,160,24603.5,10,1875,-3.949027515,-2.874601926,-2.529697145,-2.277322414,-2.456313518,-1.204781134,-1.421667344
790,39afd1eb,180,25146.5,10,1875,-3.949027515,-2.874601926,-2.529697145,-2.277322414,-2.477191926,-1.204781134,-1.441958947
791,39afd1eb,200,25689.5,10,1875,-3.949027515,-2.874601926,-2.529697145,-2.277322414,-2.496967689,-1.204781134,-1.46094089
792,39b67ab6,2,6991,10,505,-3.155380954,-3.718217987,-3.552305591,-4.090824825,-4.064532679,-5.038448971,-5.041636869
793,39b67ab6,20,7534,10,505,-3.155380954,-3.718217987,-3.552305591,-4.090824825,-3.996203044,-4.831785575,-4.873876625
794,39b67ab6,40,8077,10,505,-3.155380954,-3.718217987,-3.552305591,-4.090824825,-3.983279127,-4.77152142,-4.833103365
795,39b67ab6,60,8620,10,505,-3.155380954,-3.718217987,-3.552305591,-4.090824825,-3.985163556,-4.737227082,-4.818566267
796,39b67ab6,80,9163,10,505,-3.155380954,-3.718217987,-3.552305591,-4.090824825,-3.993502032,-4.71348617,-4.81530991
797,39b67ab6,100,9706,10,505,-3.155380954,-3.718217987,-3.552305591,-4.090824825,-4.004657464,-4.695480582,-4.817561025
798,39b67ab6,120,23552.5,10,1875,-3.146069175,-3.676206437,-3.529961993,-4.623334347,-4.406811947,-5.358150179,-5.35046386
799,39b67ab6,140,24095.5,10,1875,-3.146069175,-3.676206437,-3.529961993,-4.623334347,-4.409833832,-5.344463677,-5.345551937
800,39b67ab6,160,24638.5,10,1875,-3.146069175,-3.676206437,-3.529961993,-4.623334347,-4.414022295,-5.332650421,-5.34274221
801,39b67ab6,180,25181.5,10,1875,-3.146069175,-3.676206437,-3.529961993,-4.623334347,-4.418991465,-5.322267608,-5.341466642
802,39b67ab6,200,25724.5,10,1875,-3.146069175,-3.676206437,-3.529961993,-4.623334347,-4.424493266,-5.313012898,-5.341344367
803,3ab7160d,2,6957,10,505,-4.038642269,-3.556725509,-3.513973246,-3.986947839,-3.97196526,-3.976774077,-3.971362417
804,3ab7160d,20,7500,10,505,-4.038642269,-3.556725509,-3.513973246,-3.986947839,-4.042553236,-3.908363329,-3.979834617
805,3ab7160d,40,8043,10,505,-4.038642269,-3.556725509,-3.513973246,-3.986947839,-4.124558321,-3.89147219,-4.045328662
806,3ab7160d,60,8586,10,505,-4.038642269,-3.556725509,-3.513973246,-3.986947839,-4.195702779,-3.883066899,-4.103869505
807,3ab7160d,80,9129,10,505,-4.038642269,-3.556725509,-3.513973246,-3.986947839,-4.258539304,-3.877868588,-4.154843523
808,3ab7160d,100,9672,10,505,-4.038642269,-3.556725509,-3.513973246,-3.986947839,-4.314518404,-3.87429315,-4.199481251
809,3ab7160d,120,23518.5,10,1875,-4.091264538,-3.611063672,-3.585860905,-4.339799839,-4.708790747,-3.938054714,-4.376139207
810,3ab7160d,140,24061.5,10,1875,-4.091264538,-3.611063672,-3.585860905,-4.339799839,-4.7572981,-3.936039868,-4.419923037
811,3ab7160d,160,24604.5,10,1875,-4.091264538,-3.611063672,-3.585860905,-4.339799839,-4.801684719,-3.934441574,-4.45948541
812,3ab7160d,180,25147.5,10,1875,-4.091264538,-3.611063672,-3.585860905,-4.339799839,-4.842628649,-3.933141274,-4.495561295
813,3ab7160d,200,25690.5,10,1875,-4.091264538,-3.611063672,-3.585860905,-4.339799839,-4.880655637,-3.932061917,-4.52871332
814,3ac5170c,2,6912,10,505,-3.73158363,-2.516355607,-2.174303486,-2.022737156,-1.902424327,-1.900672243,-1.783730165
815,3ac5170c,20,7455,10,505,-3.73158363,-2.516355607,-2.174303486,-2.022737156,-1.605139759,-1.900672243,-1.507493204
816,3ac5170c,40,7998,10,505,-3.73158363,-2.516355607,-2.174303486,-2.022737156,-1.538942279,-1.900672243,-1.449266951
817,3ac5170c,60,8541,10,505,-3.73158363,-2.516355607,-2.174303486,-2.022737156,-1.511267922,-1.900672243,-1.425072533
818,3ac5170c,80,9084,10,505,-3.73158363,-2.516355607,-2.174303486,-2.022737156,-1.497018565,-1.900672243,-1.41239278
819,3ac5170c,100,9627,10,505,-3.73158363,-2.516355607,-2.174303486,-2.022737156,-1.489097237,-1.900672243,-1.405066284
820,3ac5170c,120,23473.5,10,1875,-3.727195104,-2.495198402,-2.164059552,-2.061202266,-1.458938359,-1.872628074,-1.324279299
821,3ac5170c,140,24016.5,10,1875,-3.727195104,-2.495198402,-2.164059552,-2.061202266,-1.45264886,-1.872628074,-1.318860033
822,3ac5170c,160,24559.5,10,1875,-3.727195104,-2.495198402,-2.164059552,-2.061202266,-1.448216301,-1.872628074,-1.31495262
823,3ac5170c,180,25102.5,10,1875,-3.727195104,-2.495198402,-2.164059552,-2.061202266,-1.445068232,-1.872628074,-1.312086999
824,3ac5170c,200,25645.5,10,1875,-3.727195104,-2.495198402,-2.164059552,-2.061202266,-1.442843114,-1.872628074,-1.309968241
825,3acff9fa,2,6834,6,505,-2.321888033,-3.210264967,-3.107880835,-3.089972803,-3.101252782,-3.849083337,-3.730523133
826,3acff9fa,20,7377,6,505,-2.321888033,-3.210264967,-3.107880835,-3.089972803,-3.489530133,-3.849083337,-3.662671605
827,3acff9fa,40,7920,6,505,-2.321888033,-3.210264967,-3.107880835,-3.089972803,-3.654406941,-3.849083337,-3.656726362
828,3acff9fa,60,8463,6,505,-2.321888033,-3.210264967,-3.107880835,-3.089972803,-3.752661585,-3.849083337,-3.654997471
829,3acff9fa,80,9006,6,505,-2.321888033,-3.210264967,-3.107880835,-3.089972803,-3.82434113,-3.849083337,-3.654117907
830,3acff9fa,100,9549,6,505,-2.321888033,-3.210264967,-3.107880835,-3.089972803,-3.880791379,-3.849083337,-3.653585226
831,3acff9fa,120,23395.5,6,1875,-2.315797183,-3.198389003,-3.102203802,-3.084295769,-4.020962276,-3.847106878,-3.650125714
832,3acff9fa,140,23938.5,6,1875,-2.315797183,-3.198389003,-3.102203802,-3.084295769,-4.070506237,-3.847106878,-3.649805495
833,3acff9fa,160,24481.5,6,1875,-2.315797183,-3.198389003,-3.102203802,-3.084295769,-4.113632191,-3.847106878,-3.649564623
834,3acff9fa,180,25024.5,6,1875,-2.315797183,-3.198389003,-3.102203802,-3.084295769,-4.151813493,-3.847106878,-3.649376857
835,3acff9fa,200,25567.5,6,1875,-2.315797183,-3.198389003,-3.102203802,-3.084295769,-4.186068084,-3.847106878,-3.649226379
836,3bac0799,2,6835,6,505,-2.368947799,-1.360501824,-1.191139651,-0.878402736,-0.834164753,-0.735025252,-0.744406489
837,3bac0799,20,7378,6,505,-2.368947799,-1.360501824,-1.191139651,-0.878402736,-0.8324131,-0.735025252,-0.807087579
838,3bac0799,40,7921,6,505,-2.368947799,-1.360501824,-1.191139651,-0.878402736,-0.846562889,-0.735025252,-0.829571848
839,3bac0799,60,8464,6,505,-2.368947799,-1.360501824,-1.191139651,-0.878402736,-0.855684929,-0.735025252,-0.841538854
840,3bac0799,80,9007,6,505,-2.368947799,-1.360501824,-1.191139651,-0.878402736,-0.864700364,-0.735025252,-0.85208502
841,3bac0799,100,9550,6,505,-2.368947799,-1.360501824,-1.191139651,-0.878402736,-0.873381637,-0.735025252,-0.861731792
842,3bac0799,120,23396.5,6,1875,-2.365129507,-1.351163311,-1.185979625,-0.863811488,-0.789171605,-0.728039641,-0.78464424
843,3bac0799,140,23939.5,6,1875,-2.365129507,-1.351163311,-1.185979625,-0.863811488,-0.792735625,-0.728039641,-0.788771163
844,3bac0799,160,24482.5,6,1875,-2.365129507,-1.351163311,-1.185979625,-0.863811488,-0.796281035,-0.728039641,-0.792744603
845,3bac0799,180,25025.5,6,1875,-2.365129507,-1.351163311,-1.185979625,-0.863811488,-0.79979528,-0.728039641,-0.796595692
846,3bac0799,200,25568.5,6,1875,-2.365129507,-1.351163311,-1.185979625,-0.863811488,-0.803271672,-0.728039641,-0.800344374
847,3df11bae,2,6539,6,505,-2.976973636,-2.205977452,-2.10383964,-1.8748677,-1.798307544,-1.912469251,-1.844242178
848,3df11bae,20,7082,6,505,-2.976973636,-2.205977452,-2.10383964,-1.8748677,-1.619514524,-1.843464784,-1.613967146
849,3df11bae,40,7625,6,505,-2.976973636,-2.205977452,-2.10383964,-1.8748677,-1.587597227,-1.836817003,-1.579350674
850,3df11bae,60,8168,6,505,-2.976973636,-2.205977452,-2.10383964,-1.8748677,-1.580980925,-1.837428991,-1.57157009
851,3df11bae,80,8711,6,505,-2.976973636,-2.205977452,-2.10383964,-1.8748677,-1.582847216,-1.839889856,-1.572285197
852,3df11bae,100,9254,6,505,-2.976973636,-2.205977452,-2.10383964,-1.8748677,-1.588173961,-1.842895195,-1.576322073
853,3df11bae,120,23100.5,6,1875,-3.121456238,-2.32742512,-2.237350426,-1.97570477,-1.577239621,-2.047092303,-1.721325776
854,3df11bae,140,23643.5,6,1875,-3.121456238,-2.32742512,-2.237350426,-1.97570477,-1.578340547,-2.05016,-1.724098459
855,3df11bae,160,24186.5,6,1875,-3.121456238,-2.32742512,-2.237350426,-1.97570477,-1.580568044,-2.053114323,-1.727528868
856,3df11bae,180,24729.5,6,1875,-3.121456238,-2.32742512,-2.237350426,-1.97570477,-1.583521183,-2.05593343,-1.731326097
857,3df11bae,200,25272.5,6,1875,-3.121456238,-2.32742512,-2.237350426,-1.97570477,-1.586952447,-2.058613502,-1.735321591
858,3dfad0f2,2,6913,10,505,-3.479705027,-3.625059782,-3.453621523,-3.495690921,-3.436439494,-4.593933951,-4.563364649
859,3dfad0f2,20,7456,10,505,-3.479705027,-3.625059782,-3.453621523,-3.495690921,-3.327600711,-4.332746428,-4.335792189
860,3dfad0f2,40,7999,10,505,-3.479705027,-3.625059782,-3.453621523,-3.495690921,-3.325274649,-4.270264436,-4.340427771
861,3dfad0f2,60,8542,10,505,-3.479705027,-3.625059782,-3.453621523,-3.495690921,-3.335558961,-4.239820441,-4.362008661
862,3dfad0f2,80,9085,10,505,-3.479705027,-3.625059782,-3.453621523,-3.495690921,-3.348991366,-4.221274426,-4.385604303
863,3dfad0f2,100,9628,10,505,-3.479705027,-3.625059782,-3.453621523,-3.495690921,-3.362874662,-4.208663679,-4.408122726
864,3dfad0f2,120,23474.5,10,1875,-3.479705027,-3.625059782,-3.453621523,-3.689130578,-3.531103474,-4.199489208,-4.493332961
865,3dfad0f2,140,24017.5,10,1875,-3.479705027,-3.625059782,-3.453621523,-3.689130578,-3.543714066,-4.192497598,-4.519964118
866,3dfad0f2,160,24560.5,10,1875,-3.479705027,-3.625059782,-3.453621523,-3.689130578,-3.555739767,-4.186984668,-4.544202604
867,3dfad0f2,180,25103.5,10,1875,-3.479705027,-3.625059782,-3.453621523,-3.689130578,-3.5671693,-4.182522157,-4.566402936
868,3dfad0f2,200,25646.5,10,1875,-3.479705027,-3.625059782,-3.453621523,-3.689130578,-3.578028418,-4.178833773,-4.586859689
869,3ebbc051,2,6958,10,505,-2.363923673,-4.70959231,-4.338994819,-4.34893508,-4.201031159,-4.266720499,-4.121309908
870,3ebbc051,20,7501,10,505,-2.363923673,-4.70959231,-4.338994819,-4.34893508,-3.795209944,-4.266720499,-3.730128778
871,3ebbc051,40,8044,10,505,-2.363923673,-4.70959231,-4.338994819,-4.34893508,-3.692492149,-4.266720499,-3.635273938
872,3ebbc051,60,8587,10,505,-2.363923673,-4.70959231,-4.338994819,-4.34893508,-3.644534132,-4.266720499,-3.592120107
873,3ebbc051,80,9130,10,505,-2.363923673,-4.70959231,-4.338994819,-4.34893508,-3.615747098,-4.266720499,-3.566610231
874,3ebbc051,100,9673,10,505,-2.363923673,-4.70959231,-4.338994819,-4.34893508,-3.596446655,-4.266720499,-3.5496883
875,3ebbc051,120,23519.5,10,1875,-2.331873335,-4.552475678,-4.262867004,-4.230065078,-3.422856756,-4.167078756,-3.402957641
876,3ebbc051,140,24062.5,10,1875,-2.331873335,-4.552475678,-4.262867004,-4.230065078,-3.409774276,-4.167078756,-3.391645942
877,3ebbc051,160,24605.5,10,1875,-2.331873335,-4.552475678,-4.262867004,-4.230065078,-3.399546147,-4.167078756,-3.382844612
878,3ebbc051,180,25148.5,10,1875,-2.331873335,-4.552475678,-4.262867004,-4.230065078,-3.39132652,-4.167078756,-3.375799169
879,3ebbc051,200,25691.5,10,1875,-2.331873335,-4.552475678,-4.262867004,-4.230065078,-3.384574763,-4.167078756,-3.370030619
880,3ed1161d,2,7030,10,505,-2.60296249,-3.628016741,-3.461162479,-3.580334734,-3.597034054,-3.058511968,-3.074730991
881,3ed1161d,20,7573,10,505,-2.60296249,-3.628016741,-3.461162479,-3.580334734,-3.718580668,-3.058511968,-3.188816905
882,3ed1161d,40,8116,10,505,-2.60296249,-3.628016741,-3.461162479,-3.580334734,-3.791050226,-3.058511968,-3.256500868
883,3ed1161d,60,8659,10,505,-2.60296249,-3.628016741,-3.461162479,-3.580334734,-3.849282636,-3.058511968,-3.310048153
884,3ed1161d,80,9202,10,505,-2.60296249,-3.628016741,-3.461162479,-3.580334734,-3.900245436,-3.058511968,-3.356128158
885,3ed1161d,100,9745,10,505,-2.60296249,-3.628016741,-3.461162479,-3.580334734,-3.945828942,-3.058511968,-3.396834935
886,3ed1161d,120,23591.5,10,1875,-2.576460414,-3.493445217,-3.391882785,-3.649716066,-3.940586204,-2.927380722,-3.216523091
887,3ed1161d,140,24134.5,10,1875,-2.576460414,-3.493445217,-3.391882785,-3.649716066,-3.971016627,-2.927380722,-3.244834338
888,3ed1161d,160,24677.5,10,1875,-2.576460414,-3.493445217,-3.391882785,-3.649716066,-3.999303889,-2.927380722,-3.270944511
889,3ed1161d,180,25220.5,10,1875,-2.576460414,-3.493445217,-3.391882785,-3.649716066,-4.025812334,-2.927380722,-3.295245744
890,3ed1161d,200,25763.5,10,1875,-2.576460414,-3.493445217,-3.391882785,-3.649716066,-4.050813764,-2.927380722,-3.318027719
891,3fcbc0ab,2,6836,6,505,-2.98891161,-2.533966582,-2.484148446,-2.474647028,-2.510079141,-4.785992189,-4.883644184
892,3fcbc0ab,20,7379,6,505,-2.98891161,-2.533966582,-2.484148446,-2.474647028,-2.845873698,-4.681943305,-5.074716364
893,3fcbc0ab,40,7922,6,505,-2.98891161,-2.533966582,-2.484148446,-2.474647028,-2.988584441,-4.66056499,-5.15029917
894,3fcbc0ab,60,8465,6,505,-2.98891161,-2.533966582,-2.484148446,-2.474647028,-3.076258887,-4.650060585,-5.195031051
895,3fcbc0ab,80,9008,6,505,-2.98891161,-2.533966582,-2.484148446,-2.474647028,-3.14281389,-4.643381461,-5.228165711
896,3fcbc0ab,100,9551,6,505,-2.98891161,-2.533966582,-2.484148446,-2.474647028,-3.196932855,-4.638596081,-5.254571873
897,3fcbc0ab,120,23397.5,6,1875,-3.130111301,-2.669398567,-2.623554286,-2.676404331,-3.438908662,-4.735982131,-5.438578281
898,3fcbc0ab,140,23940.5,6,1875,-3.130111301,-2.669398567,-2.623554286,-2.676404331,-3.481997692,-4.732419733,-5.462657951
899,3fcbc0ab,160,24483.5,6,1875,-3.130111301,-2.669398567,-2.623554286,-2.676404331,-3.520032405,-4.729409403,-5.483652736
900,3fcbc0ab,180,25026.5,6,1875,-3.130111301,-2.669398567,-2.623554286,-2.676404331,-3.554145916,-4.726808819,-5.502270004
901,3fcbc0ab,200,25569.5,6,1875,-3.130111301,-2.669398567,-2.623554286,-2.676404331,-3.585124453,-4.724523891,-5.518998458
902,40a74de0,2,6837,6,505,-2.719371524,-1.887117318,-1.740790111,-1.56054123,-1.574024474,-3.231480153,-3.272575716
903,40a74de0,20,7380,6,505,-2.719371524,-1.887117318,-1.740790111,-1.56054123,-1.81629496,-3.143918463,-3.295104674
904,40a74de0,40,7923,6,505,-2.719371524,-1.887117318,-1.740790111,-1.56054123,-1.925667134,-3.132086089,-3.311640762
905,40a74de0,60,8466,6,505,-2.719371524,-1.887117318,-1.740790111,-1.56054123,-1.991782984,-3.127560308,-3.321111445
906,40a74de0,80,9009,6,505,-2.719371524,-1.887117318,-1.740790111,-1.56054123,-2.040982426,-3.125161597,-3.329063408
907,40a74de0,100,9552,6,505,-2.719371524,-1.887117318,-1.740790111,-1.56054123,-2.080316127,-3.123674394,-3.33597164
908,40a74de0,120,23398.5,6,1875,-2.719371524,-1.887117318,-1.740790111,-1.5565902,-2.149436887,-3.120575341,-3.335497791
909,40a74de0,140,23941.5,6,1875,-2.719371524,-1.887117318,-1.740790111,-1.5565902,-2.182835709,-3.119841244,-3.341390642
910,40a74de0,160,24484.5,6,1875,-2.719371524,-1.887117318,-1.740790111,-1.5565902,-2.212078481,-3.119284615,-3.346652278
911,40a74de0,180,25027.5,6,1875,-2.719371524,-1.887117318,-1.740790111,-1.5565902,-2.238107214,-3.118848017,-3.351422974
912,40a74de0,200,25570.5,6,1875,-2.719371524,-1.887117318,-1.740790111,-1.5565902,-2.261575055,-3.118496393,-3.355799987
913,40f6b779,2,6992,10,505,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-2.404518765,-2.43731333,-2.271723427
914,40f6b779,20,7535,10,505,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-1.710831048,-2.43731333,-1.609801588
915,40f6b779,40,8078,10,505,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-1.474517678,-2.43731333,-1.391109873
916,40f6b779,60,8621,10,505,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-1.348553755,-2.43731333,-1.276244939
917,40f6b779,80,9164,10,505,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-1.269822498,-2.43731333,-1.205300283
918,40f6b779,100,9707,10,505,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-1.215710716,-2.43731333,-1.156953255
919,40f6b779,120,23553.5,10,1875,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-1.015863783,-2.43731333,-0.973101676
920,40f6b779,140,24096.5,10,1875,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-0.978090261,-2.43731333,-0.939734262
921,40f6b779,160,24639.5,10,1875,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-0.948275653,-2.43731333,-0.913502507
922,40f6b779,180,25182.5,10,1875,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-0.924134325,-2.43731333,-0.892331811
923,40f6b779,200,25725.5,10,1875,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-0.904182228,-2.43731333,-0.874882704
924,41bad9a2,2,6801,10,505,-3.398675316,-3.442245809,-3.202522395,-2.989290457,-2.944068276,-3.148319531,-3.161989611
925,41bad9a2,20,7344,10,505,-3.398675316,-3.442245809,-3.202522395,-2.989290457,-2.863641723,-2.946661184,-3.06163935
926,41bad9a2,40,7887,10,505,-3.398675316,-3.442245809,-3.202522395,-2.989290457,-2.867155589,-2.894535057,-3.075725819
927,41bad9a2,60,8430,10,505,-3.398675316,-3.442245809,-3.202522395,-2.989290457,-2.883910492,-2.867892353,-3.09997885
928,41bad9a2,80,8973,10,505,-3.398675316,-3.442245809,-3.202522395,-2.989290457,-2.904494293,-2.851196356,-3.126060638
929,41bad9a2,100,9516,10,505,-3.398675316,-3.442245809,-3.202522395,-2.989290457,-2.92578174,-2.839683144,-3.151514716
930,41bad9a2,120,23362.5,10,1875,-3.469300857,-3.458492703,-3.252232122,-3.126775427,-3.011848572,-2.880407087,-3.224817717
931,41bad9a2,140,23905.5,10,1875,-3.469300857,-3.458492703,-3.252232122,-3.126775427,-3.029173418,-2.870936111,-3.247448658
932,41bad9a2,160,24448.5,10,1875,-3.469300857,-3.458492703,-3.252232122,-3.126775427,-3.046061661,-2.863083015,-3.268674202
933,41bad9a2,180,24991.5,10,1875,-3.469300857,-3.458492703,-3.252232122,-3.126775427,-3.062405158,-2.856435857,-3.28863212
934,41bad9a2,200,25534.5,10,1875,-3.469300857,-3.458492703,-3.252232122,-3.126775427,-3.078170233,-2.850718306,-3.30745625
935,42f75809,2,7031,10,505,-5.05264271,-2.338253939,-2.076772267,-1.430458156,-1.436313731,-1.380672775,-1.388546127
936,42f75809,20,7574,10,505,-5.05264271,-2.338253939,-2.076772267,-1.430458156,-1.484665987,-1.380672775,-1.448861571
937,42f75809,40,8117,10,505,-5.05264271,-2.338253939,-2.076772267,-1.430458156,-1.509028858,-1.380672775,-1.478218757
938,42f75809,60,8660,10,505,-5.05264271,-2.338253939,-2.076772267,-1.430458156,-1.531460243,-1.380672775,-1.503584883
939,42f75809,80,9203,10,505,-5.05264271,-2.338253939,-2.076772267,-1.430458156,-1.553035851,-1.380672775,-1.52720924
940,42f75809,100,9746,10,505,-5.05264271,-2.338253939,-2.076772267,-1.430458156,-1.573520134,-1.380672775,-1.549222811
941,42f75809,120,23592.5,10,1875,-5.032234461,-2.237484481,-2.024543699,-1.225941683,-1.266044373,-1.193780439,-1.256028434
942,42f75809,140,24135.5,10,1875,-5.032234461,-2.237484481,-2.024543699,-1.225941683,-1.27644808,-1.193780439,-1.267268129
943,42f75809,160,24678.5,10,1875,-5.032234461,-2.237484481,-2.024543699,-1.225941683,-1.286766483,-1.193780439,-1.278267413
944,42f75809,180,25221.5,10,1875,-5.032234461,-2.237484481,-2.024543699,-1.225941683,-1.296947398,-1.193780439,-1.289015953
945,42f75809,200,25764.5,10,1875,-5.032234461,-2.237484481,-2.024543699,-1.225941683,-1.306961654,-1.193780439,-1.29951238
946,43c516b5,2,7032,10,505,-4.530780656,-2.394144428,-2.148485,-1.978296354,-1.887352555,-1.659795143,-1.568828188
947,43c516b5,20,7575,10,505,-4.530780656,-2.394144428,-2.148485,-1.978296354,-1.707449196,-1.659795143,-1.394503174
948,43c516b5,40,8118,10,505,-4.530780656,-2.394144428,-2.148485,-1.978296354,-1.672930516,-1.659795143,-1.362716262
949,43c516b5,60,8661,10,505,-4.530780656,-2.394144428,-2.148485,-1.978296354,-1.665061847,-1.659795143,-1.355514475
950,43c516b5,80,9204,10,505,-4.530780656,-2.394144428,-2.148485,-1.978296354,-1.666530514,-1.659795143,-1.356517296
951,43c516b5,100,9747,10,505,-4.530780656,-2.394144428,-2.148485,-1.978296354,-1.672080311,-1.659795143,-1.361009751
952,43c516b5,120,23593.5,10,1875,-4.52293133,-2.355693009,-2.128529448,-2.125030214,-1.705609081,-1.701172411,-1.305963876
953,43c516b5,140,24136.5,10,1875,-4.52293133,-2.355693009,-2.128529448,-2.125030214,-1.706547904,-1.701172411,-1.306849974
954,43c516b5,160,24679.5,10,1875,-4.52293133,-2.355693009,-2.128529448,-2.125030214,-1.708888085,-1.701172411,-1.308894818
955,43c516b5,180,25222.5,10,1875,-4.52293133,-2.355693009,-2.128529448,-2.125030214,-1.712156938,-1.701172411,-1.311697535
956,43c516b5,200,25765.5,10,1875,-4.52293133,-2.355693009,-2.128529448,-2.125030214,-1.716056056,-1.701172411,-1.315007401
957,43cad2c3,2,7033,10,505,-4.898234758,-3.501799746,-3.299350108,-3.174108733,-3.178501378,-3.129503807,-3.13679806
958,43cad2c3,20,7576,10,505,-4.898234758,-3.501799746,-3.299350108,-3.174108733,-3.218093199,-3.129503807,-3.193444525
959,43cad2c3,40,8119,10,505,-4.898234758,-3.501799746,-3.299350108,-3.174108733,-3.229649056,-3.129503807,-3.21219599
960,43cad2c3,60,8662,10,505,-4.898234758,-3.501799746,-3.299350108,-3.174108733,-3.241895543,-3.129503807,-3.228566363
961,43cad2c3,80,9205,10,505,-4.898234758,-3.501799746,-3.299350108,-3.174108733,-3.254919849,-3.129503807,-3.244374518
962,43cad2c3,100,9748,10,505,-4.898234758,-3.501799746,-3.299350108,-3.174108733,-3.267956618,-3.129503807,-3.259430908
963,43cad2c3,120,23594.5,10,1875,-4.881618096,-3.415414974,-3.254024507,-3.34132616,-3.329901443,-3.311173662,-3.33576582
964,43cad2c3,140,24137.5,10,1875,-4.881618096,-3.415414974,-3.254024507,-3.34132616,-3.335714951,-3.311173662,-3.34285682
965,43cad2c3,160,24680.5,10,1875,-4.881618096,-3.415414974,-3.254024507,-3.34132616,-3.341746516,-3.311173662,-3.349914409
966,43cad2c3,180,25223.5,10,1875,-4.881618096,-3.415414974,-3.254024507,-3.34132616,-3.34788743,-3.311173662,-3.356898996
967,43cad2c3,200,25766.5,10,1875,-4.881618096,-3.415414974,-3.254024507,-3.34132616,-3.354069285,-3.311173662,-3.36378795
968,43dbc360,2,6959,10,505,-4.116641397,-3.815917739,-3.664108878,-3.903434533,-3.856773355,-3.465444106,-3.426607005
969,43dbc360,20,7502,10,505,-4.116641397,-3.815917739,-3.664108878,-3.903434533,-3.802828658,-3.471135038,-3.433452112
970,43dbc360,40,8045,10,505,-4.116641397,-3.815917739,-3.664108878,-3.903434533,-3.815782969,-3.476466109,-3.488709608
971,43dbc360,60,8588,10,505,-4.116641397,-3.815917739,-3.664108878,-3.903434533,-3.837496937,-3.481039835,-3.539189432
972,43dbc360,80,9131,10,505,-4.116641397,-3.815917739,-3.664108878,-3.903434533,-3.86116848,-3.485044871,-3.58359574
973,43dbc360,100,9674,10,505,-4.116641397,-3.815917739,-3.664108878,-3.903434533,-3.884588618,-3.488607126,-3.622753618
974,43dbc360,120,23520.5,10,1875,-4.172179749,-3.859374971,-3.714420453,-4.289109532,-4.22418856,-3.582627241,-3.780948841
975,43dbc360,140,24063.5,10,1875,-4.172179749,-3.859374971,-3.714420453,-4.289109532,-4.242626309,-3.585544626,-3.817512711
