,userid,blocking_score,Unnamed: 0,board_size,win_score,Density,Linear,Non-linear,Interaction,Forcing,interaction_blind,blocking_blind
20,12eacae6,180,25017.5,6,1875,-3.491830965,-4.455733365,-4.383907661,-4.326606759,-4.752179564,-5.071496744,-5.501237354
21,12eacae6,200,25560.5,6,1875,-3.491830965,-4.455733365,-4.383907661,-4.326606759,-4.769572246,-5.07637256,-5.518375004
22,12ebbfd2,2,6862,6,505,-2.078481493,-1.294309386,-1.135897099,-0.686071305,-0.696016147,-0.621583386,-0.642640588
23,12ebbfd2,20,7405,6,505,-2.078481493,-1.294309386,-1.135897099,-0.686071305,-0.763421148,-0.621583386,-0.740463426
24,12ebbfd2,40,7948,6,505,-2.078481493,-1.294309386,-1.135897099,-0.686071305,-0.790742828,-0.621583386,-0.773801865
25,12ebbfd2,60,8491,6,505,-2.078481493,-1.294309386,-1.135897099,-0.686071305,-0.807192674,-0.621583386,-0.792427187
26,12ebbfd2,80,9034,6,505,-2.078481493,-1.294309386,-1.135897099,-0.686071305,-0.822543069,-0.621583386,-0.809008708
27,12ebbfd2,100,9577,6,505,-2.078481493,-1.294309386,-1.135897099,-0.686071305,-0.836986818,-0.621583386,-0.824256857
28,12ebbfd2,120,23423.5,6,1875,-2.072372226,-1.279367767,-1.127641057,-0.662725308,-0.705880596,-0.610406409,-0.701805975
29,12ebbfd2,140,23966.5,6,1875,-2.072372226,-1.279367767,-1.127641057,-0.662725308,-0.711910912,-0.610406409,-0.708290231
30,12ebbfd2,160,24509.5,6,1875,-2.072372226,-1.279367767,-1.127641057,-0.662725308,-0.717828995,-0.610406409,-0.714556809
31,12ebbfd2,180,25052.5,6,1875,-2.072372226,-1.279367767,-1.127641057,-0.662725308,-0.723642362,-0.610406409,-0.72064673
32,12ebbfd2,200,25595.5,6,1875,-2.072372226,-1.279367767,-1.127641057,-0.662725308,-0.729356837,-0.610406409,-0.72658646
33,13b7468e,2,6793,10,505,-3.241954366,-3.547882552,-3.267936883,-2.637828027,-2.643394956,-1.556524147,-1.5863943
34,13b7468e,20,7336,10,505,-3.241954366,-3.547882552,-3.267936883,-2.637828027,-2.762841272,-1.561350719,-1.800267375
35,13b7468e,40,7879,10,505,-3.241954366,-3.547882552,-3.267936883,-2.637828027,-2.863264292,-1.566100178,-1.930263746
36,13b7468e,60,8422,10,505,-3.241954366,-3.547882552,-3.267936883,-2.637828027,-2.941688281,-1.570371685,-2.023621755
37,13b7468e,80,8965,10,505,-3.241954366,-3.547882552,-3.267936883,-2.637828027,-3.007951437,-1.574274939,-2.099357049
38,13b7468e,100,9508,10,505,-3.241954366,-3.547882552,-3.267936883,-2.637828027,-3.065167879,-1.577883348,-2.163255808
39,13b7468e,120,23354.5,10,1875,-3.241954366,-3.547882552,-3.267936883,-2.712037631,-3.194783094,-1.513861012,-2.175573659
40,13b7468e,140,23897.5,10,1875,-3.241954366,-3.547882552,-3.267936883,-2.712037631,-3.245331796,-1.514640339,-2.229612155
41,13b7468e,160,24440.5,10,1875,-3.241954366,-3.547882552,-3.267936883,-2.712037631,-3.291050909,-1.515411488,-2.278019737
42,13b7468e,180,24983.5,10,1875,-3.241954366,-3.547882552,-3.267936883,-2.712037631,-3.332810356,-1.516174637,-2.32190712
43,13b7468e,200,25526.5,10,1875,-3.241954366,-3.547882552,-3.267936883,-2.712037631,-3.371263509,-1.516929957,-2.362081424
44,13dbbfb8,2,6794,10,505,-4.279593418,-3.831922241,-3.762649867,-2.951449033,-2.936016098,-2.643957767,-2.621632655
45,13dbbfb8,20,7337,10,505,-4.279593418,-3.831922241,-3.762649867,-2.951449033,-2.961354006,-2.569178636,-2.563754941
46,13dbbfb8,40,7880,10,505,-4.279593418,-3.831922241,-3.762649867,-2.951449033,-3.00614073,-2.548035886,-2.586516291
47,13dbbfb8,60,8423,10,505,-4.279593418,-3.831922241,-3.762649867,-2.951449033,-3.049112083,-2.536298323,-2.613826454
48,13dbbfb8,80,8966,10,505,-4.279593418,-3.831922241,-3.762649867,-2.951449033,-3.088982702,-2.528342365,-2.640479093
49,13dbbfb8,100,9509,10,505,-4.279593418,-3.831922241,-3.762649867,-2.951449033,-3.125629315,-2.522420447,-2.665296025
50,13dbbfb8,120,23355.5,10,1875,-4.629468274,-4.123650714,-4.091131701,-3.176314881,-3.316165601,-2.870089569,-3.039987212
51,13dbbfb8,140,23898.5,10,1875,-4.629468274,-4.123650714,-4.091131701,-3.176314881,-3.344330075,-2.865287394,-3.062876936
52,13dbbfb8,160,24441.5,10,1875,-4.629468274,-4.123650714,-4.091131701,-3.176314881,-3.370683833,-2.861169018,-3.084050723
53,13dbbfb8,180,24984.5,10,1875,-4.629468274,-4.123650714,-4.091131701,-3.176314881,-3.395454953,-2.857572153,-3.103735307
54,13dbbfb8,200,25527.5,10,1875,-4.629468274,-4.123650714,-4.091131701,-3.176314881,-3.418836115,-2.854386011,-3.122123937
55,13f4ff5a,2,6762,10,505,-3.832281651,-3.558867105,-3.323040436,-2.904416161,-2.876568948,-2.575364191,-2.56681811
56,13f4ff5a,20,7305,10,505,-3.832281651,-3.558867105,-3.323040436,-2.904416161,-2.798142541,-2.494717022,-2.4691313
57,13f4ff5a,40,7848,10,505,-3.832281651,-3.558867105,-3.323040436,-2.904416161,-2.783346585,-2.47571393,-2.454789563
58,13f4ff5a,60,8391,10,505,-3.832281651,-3.558867105,-3.323040436,-2.904416161,-2.786149418,-2.466874668,-2.45670964
59,13f4ff5a,80,8934,10,505,-3.832281651,-3.558867105,-3.323040436,-2.904416161,-2.796649295,-2.461867297,-2.464878196
60,13f4ff5a,100,9477,10,505,-3.832281651,-3.558867105,-3.323040436,-2.904416161,-2.810346048,-2.458783956,-2.475415882
61,13f4ff5a,120,23323.5,10,1875,-3.964003816,-3.659839443,-3.442558638,-3.240787067,-3.002725303,-2.657595307,-2.608592918
62,13f4ff5a,140,23866.5,10,1875,-3.964003816,-3.659839443,-3.442558638,-3.240787067,-3.009131081,-2.655377611,-2.616570261
63,13f4ff5a,160,24409.5,10,1875,-3.964003816,-3.659839443,-3.442558638,-3.240787067,-3.016768057,-2.653682781,-2.624975488
64,13f4ff5a,180,24952.5,10,1875,-3.964003816,-3.659839443,-3.442558638,-3.240787067,-3.025161156,-2.652362972,-2.633540183
65,13f4ff5a,200,25495.5,10,1875,-3.964003816,-3.659839443,-3.442558638,-3.240787067,-3.034012984,-2.651321613,-2.642111059
66,16d516ad,2,6648,6,505,-3.102713173,-2.020332105,-1.95356825,-1.534619284,-1.481291423,-2.132957314,-2.062215804
67,16d516ad,20,7191,6,505,-3.102713173,-2.020332105,-1.95356825,-1.534619284,-1.300486551,-2.132957314,-1.842374941
68,16d516ad,40,7734,6,505,-3.102713173,-2.020332105,-1.95356825,-1.534619284,-1.237315093,-2.132957314,-1.777280739
69,16d516ad,60,8277,6,505,-3.102713173,-2.020332105,-1.95356825,-1.534619284,-1.204428819,-2.132957314,-1.744381547
70,16d516ad,80,8820,6,505,-3.102713173,-2.020332105,-1.95356825,-1.534619284,-1.185563653,-2.132957314,-1.726116683
71,16d516ad,100,9363,6,505,-3.102713173,-2.020332105,-1.95356825,-1.534619284,-1.173940294,-2.132957314,-1.715206291
72,16d516ad,120,23209.5,6,1875,-3.354040453,-2.235726306,-2.185603056,-1.736404783,-1.186827433,-2.603669354,-1.987117862
73,16d516ad,140,23752.5,6,1875,-3.354040453,-2.235726306,-2.185603056,-1.736404783,-1.170722112,-2.603669354,-1.971434854
74,16d516ad,160,24295.5,6,1875,-3.354040453,-2.235726306,-2.185603056,-1.736404783,-1.15781629,-2.603669354,-1.958961865
75,16d516ad,180,24838.5,6,1875,-3.354040453,-2.235726306,-2.185603056,-1.736404783,-1.147286865,-2.603669354,-1.948860077
76,16d516ad,200,25381.5,6,1875,-3.354040453,-2.235726306,-2.185603056,-1.736404783,-1.138579188,-2.603669354,-1.940567553
77,16e512d0,2,6863,6,505,-2.615729214,-1.839340576,-1.677845778,-2.094625158,-1.936663048,-2.680266086,-2.653473942
78,16e512d0,20,7406,6,505,-2.615729214,-1.839340576,-1.677845778,-2.094625158,-1.868343784,-2.436633355,-2.550770642
79,16e512d0,40,7949,6,505,-2.615729214,-1.839340576,-1.677845778,-2.094625158,-1.895108975,-2.370327511,-2.559278331
80,16e512d0,60,8492,6,505,-2.615729214,-1.839340576,-1.677845778,-2.094625158,-1.919261253,-2.334227995,-2.570859895
81,16e512d0,80,9035,6,505,-2.615729214,-1.839340576,-1.677845778,-2.094625158,-1.941047414,-2.310057197,-2.583853835
82,16e512d0,100,9578,6,505,-2.615729214,-1.839340576,-1.677845778,-2.094625158,-1.960613001,-2.292226463,-2.596746541
83,16e512d0,120,23424.5,6,1875,-2.615729214,-1.839340576,-1.677845778,-2.351951077,-2.169592083,-2.425273167,-2.74268881
84,16e512d0,140,23967.5,6,1875,-2.615729214,-1.839340576,-1.677845778,-2.351951077,-2.183053508,-2.409134312,-2.751660277
85,16e512d0,160,24510.5,6,1875,-2.615729214,-1.839340576,-1.677845778,-2.351951077,-2.195457258,-2.395278877,-2.760118012
86,16e512d0,180,25053.5,6,1875,-2.615729214,-1.839340576,-1.677845778,-2.351951077,-2.206986852,-2.383165781,-2.768129778
87,16e512d0,200,25596.5,6,1875,-2.615729214,-1.839340576,-1.677845778,-2.351951077,-2.217781878,-2.372425619,-2.775752311
88,16ead0a0,2,6903,10,505,-4.394694204,-4.5370475,-4.753729016,-5.592549455,-5.613499323,-4.694517341,-4.726839872
89,16ead0a0,20,7446,10,505,-4.394694204,-4.5370475,-4.753729016,-5.592549455,-5.826589273,-4.711760503,-5.004084802
90,16ead0a0,40,7989,10,505,-4.394694204,-4.5370475,-4.753729016,-5.592549455,-5.965886123,-4.727253587,-5.168077736
91,16ead0a0,60,8532,10,505,-4.394694204,-4.5370475,-4.753729016,-5.592549455,-6.070122067,-4.740143252,-5.282919494
92,16ead0a0,80,9075,10,505,-4.394694204,-4.5370475,-4.753729016,-5.592549455,-6.156469377,-4.751179854,-5.372872795
93,16ead0a0,100,9618,10,505,-4.394694204,-4.5370475,-4.753729016,-5.592549455,-6.230535488,-4.760829839,-5.44694136
94,16ead0a0,120,23464.5,10,1875,-4.656054657,-4.750608612,-4.996532761,-6.316159977,-6.979051839,-5.016620666,-5.835734024
95,16ead0a0,140,24007.5,10,1875,-4.656054657,-4.750608612,-4.996532761,-6.316159977,-7.038022777,-5.02433348,-5.900368321
96,16ead0a0,160,24550.5,10,1875,-4.656054657,-4.750608612,-4.996532761,-6.316159977,-7.091229916,-5.031342943,-5.957561706
97,16ead0a0,180,25093.5,10,1875,-4.656054657,-4.750608612,-4.996532761,-6.316159977,-7.139804617,-5.037766684,-6.00887864
98,16ead0a0,200,25636.5,10,1875,-4.656054657,-4.750608612,-4.996532761,-6.316159977,-7.18456933,-5.043695087,-6.055434974
99,16f6e58d,2,6795,10,505,-3.641132288,-3.063067924,-2.83972014,-2.576154118,-2.49584299,-2.626940978,-2.555745716
100,16f6e58d,20,7338,10,505,-3.641132288,-3.063067924,-2.83972014,-2.576154118,-2.27794324,-2.572224541,-2.314088704
101,16f6e58d,40,7881,10,505,-3.641132288,-3.063067924,-2.83972014,-2.576154118,-2.213945487,-2.556754236,-2.2479862
102,16f6e58d,60,8424,10,505,-3.641132288,-3.063067924,-2.83972014,-2.576154118,-2.184733048,-2.548165775,-2.218271693
103,16f6e58d,80,8967,10,505,-3.641132288,-3.063067924,-2.83972014,-2.576154118,-2.169260281,-2.542344343,-2.202509844
104,16f6e58d,100,9510,10,505,-3.641132288,-3.063067924,-2.83972014,-2.576154118,-2.160713937,-2.538011232,-2.193654172
105,16f6e58d,120,23356.5,10,1875,-3.723826918,-3.119038821,-2.91192009,-2.687536654,-2.171931236,-2.66705605,-2.262172384
106,16f6e58d,140,23899.5,10,1875,-3.723826918,-3.119038821,-2.91192009,-2.687536654,-2.164185775,-2.663542264,-2.256060876
107,16f6e58d,160,24442.5,10,1875,-3.723826918,-3.119038821,-2.91192009,-2.687536654,-2.158819513,-2.660528818,-2.251991248
108,16f6e58d,180,24985.5,10,1875,-3.723826918,-3.119038821,-2.91192009,-2.687536654,-2.155127546,-2.657896966,-2.249332635
109,16f6e58d,200,25528.5,10,1875,-3.723826918,-3.119038821,-2.91192009,-2.687536654,-2.15265246,-2.655565642,-2.247682501
110,17e120dd,2,6520,6,505,-2.794169632,-2.400005195,-2.345274398,-2.192450473,-2.212787414,-2.871282297,-2.875941815
111,17e120dd,20,7063,6,505,-2.794169632,-2.400005195,-2.345274398,-2.192450473,-2.416701269,-2.647005053,-2.742204346
112,17e120dd,40,7606,6,505,-2.794169632,-2.400005195,-2.345274398,-2.192450473,-2.542402943,-2.58331533,-2.742985816
113,17e120dd,60,8149,6,505,-2.794169632,-2.400005195,-2.345274398,-2.192450473,-2.633773589,-2.54766501,-2.755830744
114,17e120dd,80,8692,6,505,-2.794169632,-2.400005195,-2.345274398,-2.192450473,-2.708381676,-2.523268303,-2.771882097
115,17e120dd,100,9235,6,505,-2.794169632,-2.400005195,-2.345274398,-2.192450473,-2.771641032,-2.504927054,-2.788265675
116,17e120dd,120,23081.5,6,1875,-2.837464196,-2.436127211,-2.38533601,-2.280923158,-2.866218203,-2.805959565,-3.099827655
117,17e120dd,140,23624.5,6,1875,-2.837464196,-2.436127211,-2.38533601,-2.280923158,-2.917252196,-2.791084244,-3.113896531
118,17e120dd,160,24167.5,6,1875,-2.837464196,-2.436127211,-2.38533601,-2.280923158,-2.963189248,-2.778267801,-3.127169518
119,17e120dd,180,24710.5,6,1875,-2.837464196,-2.436127211,-2.38533601,-2.280923158,-3.005026344,-2.767023179,-3.139707594
120,17e120dd,200,25253.5,6,1875,-2.837464196,-2.436127211,-2.38533601,-2.280923158,-3.043487841,-2.757017828,-3.151580712
121,18a695e2,2,6796,10,505,-3.334689446,-4.201096251,-4.067328693,-4.097679168,-4.078463498,-3.047606287,-3.058655602
122,18a695e2,20,7339,10,505,-3.334689446,-4.201096251,-4.067328693,-4.097679168,-4.101658267,-2.994419409,-3.096152283
123,18a695e2,40,7882,10,505,-3.334689446,-4.201096251,-4.067328693,-4.097679168,-4.159737468,-2.989243025,-3.154516771
124,18a695e2,60,8425,10,505,-3.334689446,-4.201096251,-4.067328693,-4.097679168,-4.214632737,-2.990790296,-3.206035393
125,18a695e2,80,8968,10,505,-3.334689446,-4.201096251,-4.067328693,-4.097679168,-4.265142634,-2.99439564,-3.252097951
126,18a695e2,100,9511,10,505,-3.334689446,-4.201096251,-4.067328693,-4.097679168,-4.311148651,-2.998766854,-3.293384241
127,18a695e2,120,23357.5,10,1875,-3.43160773,-4.245813863,-4.143929075,-4.332504757,-4.536272639,-3.157954061,-3.488023889
128,18a695e2,140,23900.5,10,1875,-3.43160773,-4.245813863,-4.143929075,-4.332504757,-4.574760746,-3.160552323,-3.522949825
129,18a695e2,160,24443.5,10,1875,-3.43160773,-4.245813863,-4.143929075,-4.332504757,-4.610497735,-3.16323784,-3.554955965
130,18a695e2,180,24986.5,10,1875,-3.43160773,-4.245813863,-4.143929075,-4.332504757,-4.643850178,-3.165943028,-3.584511105
131,18a695e2,200,25529.5,10,1875,-3.43160773,-4.245813863,-4.143929075,-4.332504757,-4.675123759,-3.168630222,-3.611981172
132,18c75602,2,6985,10,505,-4.16462381,-2.801047791,-2.57402371,-1.884854341,-1.878588865,-1.766611533,-1.759757185
133,18c75602,20,7528,10,505,-4.16462381,-2.801047791,-2.57402371,-1.884854341,-1.938386277,-1.699681866,-1.744797371
134,18c75602,40,8071,10,505,-4.16462381,-2.801047791,-2.57402371,-1.884854341,-2.006973546,-1.682795581,-1.783091788
135,18c75602,60,8614,10,505,-4.16462381,-2.801047791,-2.57402371,-1.884854341,-2.06705032,-1.67426563,-1.8203774
136,18c75602,80,9157,10,505,-4.16462381,-2.801047791,-2.57402371,-1.884854341,-2.120034101,-1.668931356,-1.854440937
137,18c75602,100,9700,10,505,-4.16462381,-2.801047791,-2.57402371,-1.884854341,-2.167021152,-1.665230679,-1.885105922
138,18c75602,120,23546.5,10,1875,-4.161471527,-2.785357119,-2.565982959,-1.840424213,-2.188009206,-1.622059101,-1.879943192
139,18c75602,140,24089.5,10,1875,-4.161471527,-2.785357119,-2.565982959,-1.840424213,-2.232534729,-1.619947376,-1.909033569
140,18c75602,160,24632.5,10,1875,-4.161471527,-2.785357119,-2.565982959,-1.840424213,-2.273178044,-1.618264324,-1.935632426
141,18c75602,180,25175.5,10,1875,-4.161471527,-2.785357119,-2.565982959,-1.840424213,-2.310560653,-1.616889591,-1.960130044
142,18c75602,200,25718.5,10,1875,-4.161471527,-2.785357119,-2.565982959,-1.840424213,-2.345169808,-1.615744531,-1.982836324
143,18dac9ef,2,6521,6,505,-2.53257958,-3.184138238,-2.96917834,-3.006601489,-2.822697906,-2.942852695,-2.759539694
144,18dac9ef,20,7064,6,505,-2.53257958,-3.184138238,-2.96917834,-3.006601489,-2.427753782,-2.942852695,-2.379952267
145,18dac9ef,40,7607,6,505,-2.53257958,-3.184138238,-2.96917834,-3.006601489,-2.343487867,-2.942852695,-2.30345957
146,18dac9ef,60,8150,6,505,-2.53257958,-3.184138238,-2.96917834,-3.006601489,-2.307265904,-2.942852695,-2.271361284
147,18dac9ef,80,8693,6,505,-2.53257958,-3.184138238,-2.96917834,-3.006601489,-2.286625583,-2.942852695,-2.253301722
148,18dac9ef,100,9236,6,505,-2.53257958,-3.184138238,-2.96917834,-3.006601489,-2.273264183,-2.942852695,-2.241704548
149,18dac9ef,120,23082.5,6,1875,-2.525270559,-3.140880705,-2.946593328,-2.9699835,-2.189357456,-2.920379915,-2.17779363
150,18dac9ef,140,23625.5,6,1875,-2.525270559,-3.140880705,-2.946593328,-2.9699835,-2.180695178,-2.920379915,-2.170347276
151,18dac9ef,160,24168.5,6,1875,-2.525270559,-3.140880705,-2.946593328,-2.9699835,-2.174024033,-2.920379915,-2.164630469
152,18dac9ef,180,24711.5,6,1875,-2.525270559,-3.140880705,-2.946593328,-2.9699835,-2.168727531,-2.920379915,-2.16010287
153,18dac9ef,200,25254.5,6,1875,-2.525270559,-3.140880705,-2.946593328,-2.9699835,-2.164420098,-2.920379915,-2.156428133
154,19a105e3,2,6864,6,505,-2.567507372,-2.226945009,-2.091608069,-2.384920336,-2.252162991,-4.383996339,-4.363844782
155,19a105e3,20,7407,6,505,-2.567507372,-2.226945009,-2.091608069,-2.384920336,-2.222159341,-4.100844845,-4.207073187
156,19a105e3,40,7950,6,505,-2.567507372,-2.226945009,-2.091608069,-2.384920336,-2.259782421,-4.03353759,-4.201405981
157,19a105e3,60,8493,6,505,-2.567507372,-2.226945009,-2.091608069,-2.384920336,-2.291198214,-3.998810125,-4.205955039
158,19a105e3,80,9036,6,505,-2.567507372,-2.226945009,-2.091608069,-2.384920336,-2.31830409,-3.976220888,-4.213539219
159,19a105e3,100,9579,6,505,-2.567507372,-2.226945009,-2.091608069,-2.384920336,-2.342015489,-3.959854892,-4.221883457
160,19a105e3,120,23425.5,6,1875,-2.597443792,-2.252804513,-2.120030609,-2.532375476,-2.441714447,-4.095849328,-4.389423734
161,19a105e3,140,23968.5,6,1875,-2.597443792,-2.252804513,-2.120030609,-2.532375476,-2.4586722,-4.081976882,-4.396543956
162,19a105e3,160,24511.5,6,1875,-2.597443792,-2.252804513,-2.120030609,-2.532375476,-2.474178596,-4.070165671,-4.403277595
163,19a105e3,180,25054.5,6,1875,-2.597443792,-2.252804513,-2.120030609,-2.532375476,-2.488495939,-4.059908196,-4.409662094
164,19a105e3,200,25597.5,6,1875,-2.597443792,-2.252804513,-2.120030609,-2.532375476,-2.501819679,-4.05086291,-4.415734752
165,19b680e2,2,7024,10,505,-4.526123736,-2.798225124,-2.516966697,-2.278773286,-2.178375237,-2.198136495,-2.098597784
166,19b680e2,20,7567,10,505,-4.526123736,-2.798225124,-2.516966697,-2.278773286,-1.912994789,-2.198136495,-1.845751211
167,19b680e2,40,8110,10,505,-4.526123736,-2.798225124,-2.516966697,-2.278773286,-1.843082222,-2.198136495,-1.783427129
168,19b680e2,60,8653,10,505,-4.526123736,-2.798225124,-2.516966697,-2.278773286,-1.812674412,-2.198136495,-1.757778949
169,19b680e2,80,9196,10,505,-4.526123736,-2.798225124,-2.516966697,-2.278773286,-1.797141237,-2.198136495,-1.745569621
170,19b680e2,100,9739,10,505,-4.526123736,-2.798225124,-2.516966697,-2.278773286,-1.788869657,-2.198136495,-1.739755942
171,19b680e2,120,23585.5,10,1875,-4.518274409,-2.759773705,-2.497011145,-2.20726935,-1.623043675,-2.134793624,-1.586185138
172,19b680e2,140,24128.5,10,1875,-4.518274409,-2.759773705,-2.497011145,-2.20726935,-1.61587003,-2.134793624,-1.580738105
173,19b680e2,160,24671.5,10,1875,-4.518274409,-2.759773705,-2.497011145,-2.20726935,-1.611058158,-2.134793624,-1.577328399
174,19b680e2,180,25214.5,10,1875,-4.518274409,-2.759773705,-2.497011145,-2.20726935,-1.607889496,-2.134793624,-1.575322148
175,19b680e2,200,25757.5,10,1875,-4.518274409,-2.759773705,-2.497011145,-2.20726935,-1.605902997,-2.134793624,-1.574315755
176,1bd72c42,2,6797,10,505,-3.021949508,-3.495878948,-3.214631695,-2.851022552,-2.811348817,-2.784682575,-2.746361788
177,1bd72c42,20,7340,10,505,-3.021949508,-3.495878948,-3.214631695,-2.851022552,-2.639167196,-2.784682575,-2.5845659
178,1bd72c42,40,7883,10,505,-3.021949508,-3.495878948,-3.214631695,-2.851022552,-2.572896184,-2.784682575,-2.525760404
179,1bd72c42,60,8426,10,505,-3.021949508,-3.495878948,-3.214631695,-2.851022552,-2.539584964,-2.784682575,-2.497526152
180,1bd72c42,80,8969,10,505,-3.021949508,-3.495878948,-3.214631695,-2.851022552,-2.521167137,-2.784682575,-2.482815524
181,1bd72c42,100,9512,10,505,-3.021949508,-3.495878948,-3.214631695,-2.851022552,-2.510614819,-2.784682575,-2.475088394
182,1bd72c42,120,23358.5,10,1875,-3.002957918,-3.393510421,-3.162295633,-2.744950982,-2.300673794,-2.684382283,-2.278204914
183,1bd72c42,140,23901.5,10,1875,-3.002957918,-3.393510421,-3.162295633,-2.744950982,-2.291273794,-2.684382283,-2.270913887
184,1bd72c42,160,24444.5,10,1875,-3.002957918,-3.393510421,-3.162295633,-2.744950982,-2.284689092,-2.684382283,-2.266064512
185,1bd72c42,180,24987.5,10,1875,-3.002957918,-3.393510421,-3.162295633,-2.744950982,-2.280106543,-2.684382283,-2.262935488
186,1bd72c42,200,25530.5,10,1875,-3.002957918,-3.393510421,-3.162295633,-2.744950982,-2.276992043,-2.684382283,-2.261056721
187,1cdbeb89,2,6763,10,505,-3.020424886,-3.589059119,-3.323601453,-2.565173188,-2.597034651,-2.703950654,-2.742784197
188,1cdbeb89,20,7306,10,505,-3.020424886,-3.589059119,-3.323601453,-2.565173188,-2.833740796,-2.703950654,-3.025231328
189,1cdbeb89,40,7849,10,505,-3.020424886,-3.589059119,-3.323601453,-2.565173188,-3.013015698,-2.703950654,-3.22992484
190,1cdbeb89,60,8392,10,505,-3.020424886,-3.589059119,-3.323601453,-2.565173188,-3.156541498,-2.703950654,-3.389644033
191,1cdbeb89,80,8935,10,505,-3.020424886,-3.589059119,-3.323601453,-2.565173188,-3.278192554,-2.703950654,-3.522720944
192,1cdbeb89,100,9478,10,505,-3.020424886,-3.589059119,-3.323601453,-2.565173188,-3.383763262,-2.703950654,-3.636786035
193,1cdbeb89,120,23324.5,10,1875,-3.020424886,-3.589059119,-3.323601453,-2.565173188,-3.644422009,-2.703950654,-3.920596385
194,1cdbeb89,140,23867.5,10,1875,-3.020424886,-3.589059119,-3.323601453,-2.565173188,-3.748804439,-2.703950654,-4.031508148
195,1cdbeb89,160,24410.5,10,1875,-3.020424886,-3.589059119,-3.323601453,-2.565173188,-3.843313654,-2.703950654,-4.131337447
196,1cdbeb89,180,24953.5,10,1875,-3.020424886,-3.589059119,-3.323601453,-2.565173188,-3.929657071,-2.703950654,-4.222099218
197,1cdbeb89,200,25496.5,10,1875,-3.020424886,-3.589059119,-3.323601453,-2.565173188,-4.009134232,-2.703950654,-4.305304387
198,1dac01e7,2,6649,6,505,-2.990546521,-1.909844064,-1.750741495,-1.750200696,-1.644718855,-1.648391551,-1.553379408
199,1dac01e7,20,7192,6,505,-2.990546521,-1.909844064,-1.750741495,-1.750200696,-1.381876268,-1.648391551,-1.34453256
200,1dac01e7,40,7735,6,505,-2.990546521,-1.909844064,-1.750741495,-1.750200696,-1.32112313,-1.648391551,-1.308764543
201,1dac01e7,60,8278,6,505,-2.990546521,-1.909844064,-1.750741495,-1.750200696,-1.295881439,-1.648391551,-1.298693429
202,1dac01e7,80,8821,6,505,-2.990546521,-1.909844064,-1.750741495,-1.750200696,-1.28329907,-1.648391551,-1.297001885
203,1dac01e7,100,9364,6,505,-2.990546521,-1.909844064,-1.750741495,-1.750200696,-1.276606942,-1.648391551,-1.298738743
