,board,continued,count,path_length,probability,state
1334,10_easy_full,0.0,1.0,14,0.0,"[[0 0 0 0 1 2 2 0 2 0]
 [0 0 0 0 2 1 1 1 1 2]
 [0 0 0 1 2 2 2 1 1 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 1 1]
 [1 0 0 1 0 0 0 1 2 0]
 [1 1 1 2 2 1 2 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1335,10_easy_full,1.0,1.0,5,1.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 2 0 1 2 2 2 1 0 0]
 [0 0 1 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 0]
 [1 0 0 1 1 0 0 0 0 0]
 [1 1 0 0 0 2 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1336,10_easy_full,0.0,1.0,7,0.0,"[[0 0 0 0 1 1 2 0 0 0]
 [0 0 0 0 2 1 1 1 1 2]
 [0 0 0 1 2 2 2 1 1 2]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 1 2]
 [1 0 0 0 0 0 0 0 2 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1337,10_easy_full,0.0,1.0,4,0.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 0]
 [1 0 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 1 1 0 0 0]
 [0 0 0 0 2 0 1 0 0 0]
 [0 0 0 1 2 2 2 2 1 0]]"
1338,10_easy_full,1.0,1.0,2,1.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 0]
 [1 0 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 1 2 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1339,10_easy_full,1.0,1.0,5,1.0,"[[0 0 0 0 1 1 2 0 0 0]
 [0 0 0 0 2 1 1 1 1 2]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 2]
 [1 0 1 0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1340,10_easy_full,0.0,1.0,5,0.0,"[[0 0 0 0 1 1 2 0 0 0]
 [0 0 0 0 2 1 1 1 1 2]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 2]
 [1 0 0 0 0 0 2 0 0 0]
 [1 1 0 0 0 0 1 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1341,10_easy_full,1.0,1.0,4,1.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 1 2 2 1 1 2 1 1]
 [2 2 0 1 0 2 2 0 0 0]
 [1 0 0 0 1 0 0 0 0 0]
 [1 1 0 0 0 2 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1342,10_easy_full,1.0,1.0,5,1.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 1 0 2 2 1 1 2 1 1]
 [2 0 2 1 0 2 2 0 0 0]
 [1 0 0 1 0 0 0 0 0 0]
 [1 1 0 0 2 0 0 0 0 0]
 [2 2 0 0 0 1 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1343,10_easy_full,1.0,1.0,2,1.0,"[[0 0 0 0 1 0 2 0 0 1]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 0]
 [1 0 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 2 2 2 2 0 0]]"
1344,10_easy_full,0.0,1.0,6,0.0,"[[0 0 0 0 1 2 2 0 1 0]
 [0 0 0 0 2 1 1 1 1 2]
 [0 0 0 1 2 2 2 1 1 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 2 1]
 [1 0 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1345,10_easy_full,0.0,1.0,2,0.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 0]
 [1 0 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 1 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 1 2 2 2 2 0 0]]"
1346,10_easy_full,0.0,1.0,3,0.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 2 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 1 2 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 0]
 [1 0 0 0 1 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1347,10_easy_full,0.0,1.0,2,0.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 2 2 2 0 0 0]
 [1 0 1 0 1 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1348,10_easy_full,1.0,1.0,2,1.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 2 0 1 0 2 2 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1349,10_easy_full,0.0,1.0,2,0.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 0]
 [1 0 0 0 0 0 0 0 0 0]
 [1 1 0 0 1 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 2 2 2 2 1 0]]"
1350,10_easy_full,1.0,1.0,5,1.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 2 2 2 2 1 0]
 [1 0 0 0 1 0 0 0 0 0]
 [1 1 0 0 0 1 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1351,10_easy_full,1.0,1.0,3,1.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 2 1]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 0]
 [1 0 0 0 0 0 0 0 0 0]
 [1 1 1 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1352,10_easy_full,2.0,2.0,1,1.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 0]
 [1 0 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 1 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1353,10_easy_full,1.0,1.0,67,1.0,"[[1 1 1 1 1 1 2 2 2 2]
 [2 2 1 2 2 1 1 1 1 1]
 [2 1 2 1 2 2 2 1 1 1]
 [2 2 1 2 2 1 1 2 1 1]
 [2 2 2 1 1 2 2 2 2 1]
 [1 1 1 1 1 2 2 2 2 1]
 [1 1 1 1 1 1 2 1 2 1]
 [2 2 2 2 1 2 1 2 1 2]
 [2 2 2 2 1 2 1 2 2 1]
 [1 1 1 1 2 2 2 2 1 0]]"
1354,10_easy_full,21.0,24.0,3,0.875,"[[0 0 0 0 1 1 2 0 0 0]
 [0 0 0 0 2 1 1 1 1 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 2]
 [1 0 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1355,10_easy_full,1.0,1.0,5,1.0,"[[0 0 0 0 1 1 2 0 0 1]
 [0 0 0 0 2 1 1 1 2 1]
 [0 0 0 1 2 2 2 1 0 2]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 0]
 [1 0 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1356,10_easy_full,1.0,5.0,6,0.2,"[[0 0 0 0 1 0 2 0 2 0]
 [0 0 0 0 2 1 1 1 1 2]
 [0 0 0 1 2 2 2 1 1 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 1 0]
 [1 0 0 0 0 0 0 0 2 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1357,10_easy_full,1.0,1.0,8,1.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 2 2 2 2 1 0]
 [1 0 0 0 1 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 2 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 1 2 2 2 2 1]]"
1358,10_easy_full,1.0,1.0,6,1.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 2 2 2 0 0 0]
 [1 0 1 0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 2 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 1 2 2 2 2 1]]"
1359,10_easy_full,1.0,1.0,3,1.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 0]
 [1 0 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 2 0 0 0 0]
 [2 2 0 0 0 1 1 0 0 0]
 [0 0 0 0 0 0 1 1 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1360,10_easy_full,1.0,2.0,6,0.5,"[[0 0 0 0 1 2 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 1 2]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 1 1]
 [1 0 0 0 0 0 0 0 2 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1361,10_easy_full,3.0,5.0,1,0.6,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 0]
 [1 0 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0 1 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1362,10_easy_full,1.0,1.0,8,1.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 1 0 2 2 1 1 2 1 1]
 [2 0 2 1 0 2 2 0 0 0]
 [1 0 0 1 0 0 0 0 0 0]
 [1 1 0 2 2 0 0 0 0 0]
 [2 2 1 2 0 1 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1363,10_easy_full,1.0,1.0,5,1.0,"[[0 0 0 0 1 2 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 1]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 1]
 [1 0 0 0 0 0 0 0 0 1]
 [1 1 0 0 0 0 0 0 0 2]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1364,10_easy_full,1.0,1.0,6,1.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 1 2]
 [0 0 0 1 2 2 2 1 1 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 2 2 2 1 2 0]
 [1 0 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1365,10_easy_full,0.0,2.0,2,0.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 1 0]
 [0 0 0 1 2 2 2 1 1 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 2 0]
 [1 0 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1366,10_easy_full,2.0,3.0,3,0.666666666667,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 2 2 2 0 0 1]
 [1 0 0 0 0 0 0 0 0 1]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1367,10_easy_full,1.0,1.0,3,1.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 0]
 [1 0 0 1 2 0 0 0 0 0]
 [1 1 0 1 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1368,10_easy_full,1.0,1.0,5,1.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 0]
 [1 1 1 2 0 0 0 0 0 0]
 [1 1 2 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [1 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1369,10_easy_full,1.0,2.0,4,0.5,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 2 2 2 0 0 0]
 [1 0 0 0 1 0 0 0 0 0]
 [1 1 0 0 0 2 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 1 2 2 2 0 0]]"
1370,10_easy_full,15.0,17.0,1,0.882352941176,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 0]
 [1 0 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 1 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1371,10_easy_full,0.0,1.0,1,0.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 1 2 2 0 0 0]
 [1 0 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1372,10_easy_full,0.0,2.0,3,0.0,"[[0 0 0 0 1 1 2 0 0 0]
 [0 0 0 0 2 1 1 1 2 0]
 [0 0 0 1 2 2 2 1 1 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 2]
 [1 0 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1373,10_easy_full,1.0,1.0,7,1.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 1 0 2 2 1 1 2 1 1]
 [2 0 2 1 0 2 2 0 0 0]
 [1 0 0 1 0 0 0 0 0 0]
 [1 1 0 2 2 0 0 0 0 0]
 [2 2 1 0 0 1 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1374,10_easy_full,1.0,3.0,0,0.333333333333,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 0]
 [1 0 0 0 0 0 0 0 0 0]
 [1 1 0 0 1 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1375,10_easy_full,14.0,20.0,1,0.7,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 0]
 [1 0 0 0 1 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1376,10_easy_full,0.0,1.0,5,0.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 2 2 2 0 0 1]
 [1 0 0 0 1 0 0 0 0 1]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 2 2 2 2 2 0]]"
1377,10_easy_full,0.0,1.0,3,0.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 0]
 [1 0 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0 1 2 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 1 2 2 2 2 0]]"
1378,10_easy_full,1.0,1.0,8,1.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 1 2]
 [0 0 0 1 2 2 2 1 0 2]
 [0 0 1 2 2 1 1 2 1 1]
 [2 1 2 1 1 2 2 0 0 0]
 [1 0 2 0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1379,10_easy_full,1.0,1.0,24,1.0,"[[0 2 1 2 1 1 2 0 1 0]
 [0 0 0 0 2 1 1 1 1 2]
 [0 1 0 1 2 2 2 1 2 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 1 2 2 0 2 2]
 [1 0 2 1 0 2 0 0 0 0]
 [1 1 1 2 0 2 1 0 0 0]
 [2 2 0 0 0 0 1 1 0 0]
 [0 0 0 0 0 0 1 0 2 0]
 [0 0 0 1 2 2 2 2 1 0]]"
1380,10_easy_full,1.0,1.0,33,1.0,"[[0 0 0 0 1 1 2 0 0 0]
 [2 0 0 2 2 1 1 1 1 1]
 [2 1 2 1 2 2 2 1 0 1]
 [2 2 1 2 2 1 1 2 1 1]
 [2 2 2 1 1 2 2 2 2 0]
 [1 1 1 1 1 2 2 0 0 0]
 [1 1 1 1 1 1 2 0 0 0]
 [2 2 2 2 1 0 1 0 0 0]
 [0 0 0 0 1 0 1 0 0 0]
 [0 0 0 0 2 2 2 2 0 0]]"
1381,10_easy_full,4.0,7.0,0,0.571428571429,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 0]
 [1 0 1 0 0 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1382,10_easy_full,3.0,3.0,4,1.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 2 1 1 2 2 0 0 0]
 [1 0 0 1 0 0 0 0 0 0]
 [1 1 2 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1383,10_easy_full,1.0,1.0,5,1.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 2 1 1 2 2 0 0 0]
 [1 0 1 2 1 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1384,10_easy_full,1.0,1.0,10,1.0,"[[0 0 0 0 1 2 2 0 0 1]
 [0 0 0 0 2 1 1 1 1 2]
 [0 0 0 1 2 2 2 1 0 2]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 0 2 2 0 0 1]
 [1 0 0 0 0 0 0 0 0 1]
 [1 1 0 0 0 0 0 0 0 2]
 [2 2 0 0 0 0 1 0 0 2]
 [0 0 0 0 0 0 1 0 0 1]
 [0 0 0 0 0 2 2 2 0 0]]"
1385,10_easy_full,1.0,1.0,4,1.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 2]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 2 2 2 0 0 1]
 [1 0 0 0 0 0 0 0 0 1]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
1386,10_easy_full,1.0,2.0,5,0.5,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 2 2 2 0 0 0]
 [1 0 0 0 1 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 1 1 0 0 0]
 [0 0 0 0 1 2 2 2 2 0]]"
1387,10_easy_full,1.0,1.0,4,1.0,"[[0 0 0 0 1 0 2 0 0 0]
 [0 0 0 0 2 1 1 1 0 0]
 [0 0 0 1 2 2 2 1 0 0]
 [0 0 0 2 2 1 1 2 1 1]
 [2 0 0 1 2 2 2 0 0 0]
 [1 0 0 0 1 0 0 0 0 0]
 [1 1 0 0 0 1 0 0 0 0]
 [2 2 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 1 2 0 0]
 [0 0 0 0 0 2 2 2 0 0]]"
