AssignmentId,WorkerId,actionsSolution,actions_validation,board_size,board_type,bonus,condition,solved_correct,time,time_solution,time_validation,timestamp,userid,validated_correct
3WJ1OXY92BNK3P5H8A8I0BAN4GJ8AP,A3493E42N1JZVF,28,3,10,easy,1,pruned,TRUE,1.56E+12,277453,30765,,83b2c2e2,TRUE
3P1L2B7AD2W4K0J1CIM46BGYDZJOLR,A3LMA3YJDQUZP2,19,2,10,easy,0,full,TRUE,1.56E+12,51115,18867,,fcb2e96f,FALSE
3ND9UOO81L9CP9S334DEN5TKG1ILW0,A3AIX82WZQZB5A,33,0,10,easy,0,full,FALSE,1.56E+12,168914,25237,,31b2e974,FALSE
3OONKJ5DKDQS7RXPL5XAS8KT155OB4,ANZKTE853UXSD,19,4,10,medium,1,pruned,TRUE,1.56E+12,184865,41729,,32e2e940,TRUE
3YMU66OBIOFE6RJDXEUY9AEP5WJHGQ,A2NI22SB1OFE1S,8,4,6,easy,1,full,TRUE,1.56E+12,125667,41980,,7cc2e9d2,TRUE
31LVTDXBL8H7HDBH4A3806L3OM5RL5,A2NG2CCBMVEBIA,1,0,10,hard,0,full,FALSE,1.56E+12,63024,29506,,f3d2ea28,FALSE
3LYA37P8IRU9H0CAND5HLR3KH0WBK8,A1MQVX4WPLWFBY,20,0,10,easy,0,full,FALSE,1.56E+12,239798,4647,,50d2ea0b,FALSE
34X6J5FLPU51AM8HOA2VF1Y6OBWJQS,A22CEZJDTT5EI6,85,0,10,medium,0,full,FALSE,1.56E+12,528088,37650,,eef2e93f,FALSE
3BEFOD78W70KMPR4TA8ASQPIWD9M4H,A2OX8TSRCU6NKD,4,6,10,hard,0,pruned,TRUE,1.56E+12,221121,94833,,47a2e933,FALSE
3BEFOD78W70KMPR4TA8ASQPIWDE4M4,A3MMLCBV2W3BP9,25,4,10,easy,1,full,TRUE,1.56E+12,170462,56380,,e4a2eb1e,TRUE
3M81GAB8A1QVS3A50IPEHDFTG6NBQZ,A9MJVJAMLCDMV,17,4,6,easy,1,full,TRUE,1.56E+12,376701,48129,,3ff2e93a,TRUE
392CY0QWG2YYQ61D8VAI0XI1F4P4IJ,A2K08PIXXDQLU0,14,0,10,medium,0,pruned,FALSE,1.56E+12,238055,9997,,10d2eb59,FALSE
3GU1KF0O4J8ASR9Q05APH8PJBA1BP8,A2ALC6VYJ87XR1,16,3,10,easy,1,pruned,TRUE,1.56E+12,135988,20965,,2ed2eb11,TRUE
30MVJZJNHNKVINRV78R9T68HEBS9JW,A277KN9SYH1OLP,17,0,6,easy,0,pruned,FALSE,1.56E+12,239806,73491,,38e2e9be,FALSE
3NL0RFNU0GUPW1R18YVUDDXE78E4KU,A2T1LNI80EPOQR,14,0,6,easy,0,full,FALSE,1.56E+12,109327,20171,,78d2eb57,FALSE
3G5W44VEU8P58HKL3ZXVM2UHXDPKGZ,AIHHRINW9IN1I,58,0,6,easy,0,full,FALSE,1.56E+12,554194,77856,,8cd2e9f3,FALSE
3F1567XTNXCC4AV82YBIQ7K3S6K9QN,A1TS0YVJI5APRU,37,0,10,hard,0,full,FALSE,1.56E+12,306083,61872,,a6d2eaff,FALSE
3KOPY89HM9993L2FQZQZ2T5VEJPJ3W,A3JXAURWDF54DG,32,4,10,easy,1,full,TRUE,1.56E+12,147111,27217,,a3a2ec55,TRUE
3X31TUMD7YTJO8C06GOTUF3QKODL15,A3UPZ88FI1EJC,2,0,10,easy,0,full,FALSE,1.56E+12,18144,26457,,f2a2ed5c,FALSE
3HHRAGRYX9C9JYISNLJE12P3D52O9U,A2VX8PH465EMTZ,11,4,10,hard,1,pruned,TRUE,1.56E+12,148083,24942,,c0e2ec1e,TRUE
34S6N1K2ZWQUSJXE85REM2JX1D8HLZ,A3EBIC3PKUSKCL,19,3,6,easy,1,pruned,TRUE,1.56E+12,142078,31782,,b7d2ed28,TRUE
32Z9ZLUT1MR2Y40BLX76EJNRWIAOHK,A27353U3GOR77W,87,0,6,easy,0,full,FALSE,1.56E+12,548102,23500,,83a2ebd3,FALSE
32KTQ2V7REMLJVXGA5419Y0YI5N9M0,A2EKR2ZFO10VMV,10,0,10,hard,0,full,FALSE,1.56E+12,64615,31096,,faa2ee32,FALSE
3SNLUL3WO5UZX53Y84YD5H8NVL7LU1,A276TOSEU7TQ8Y,25,0,6,easy,0,full,FALSE,1.56E+12,150892,33850,,ddf2ee42,FALSE
31T4R4OBOTN4WQXWIJC3S64GT1V7C4,A2KB6FKENIRVWV,2,5,10,hard,1,full,TRUE,1.56E+12,111208,59265,,e0e2ee92,TRUE
3RUIQRXJBCVWEFG4ZQ6CEUC4IUELL7,A3SZ4PYEEHN8SZ,102,24,10,easy,0,full,TRUE,1.56E+12,596701,173853,,44c2eb5a,FALSE
3PS7W85Z809PWQN0J25DVCVQCDR9T9,A19DZAFFZEU6GN,28,0,10,medium,0,full,FALSE,1.56E+12,601422,41822,,a7a2ecf3,FALSE
3YT88D1N0954E58X8KQB3858T8IK3P,AFU00NU09CFXE,8,0,10,easy,0,pruned,FALSE,1.56E+12,113242,39665,,c4f2ef6f,FALSE
326O153BMJ5ZAXIK5NLKIMEF0OBEDX,A1B78YH6IB8K3Z,10,0,10,easy,0,full,FALSE,1.56E+12,158926,25983,,22b2f18d,FALSE
3A4NIXBJ776GKXYPZ27RE7RTIZ4LM9,A1F46RJTOXQM4J,12,0,10,hard,0,pruned,FALSE,1.56E+12,109957,13400,,1ee2f27e,FALSE
3ON104KXQL3GR1LIXCEX1OR9UFZW4U,A20Z5CPNHQBXPY,42,0,10,hard,0,full,FALSE,1.56E+12,561992,17890,,f6f2f1d1,FALSE
3JV9LGBJWULOY8501RPOTJBQHIXOGL,A22012GC5JSH0C,21,0,10,hard,0,pruned,FALSE,1.56E+12,125465,27038,,30f2f747,FALSE
308XBLVESJBV44P5DXEEM3PYCSPBR0,A3V8RZYN8NBK2O,52,0,6,easy,0,pruned,FALSE,1.56E+12,91209,42866,,80a2f7f4,FALSE
3VZLGYJEYMHBJYEXSA09X3IP4DKXZE,A2LPP288NK76W4,17,0,6,easy,0,full,FALSE,1.56E+12,79488,40266,,cda2f561,FALSE
3YJ6NA41JCNGAA72OXN6FW8WJFLJPC,A3VE0HT1J20HNX,39,9,10,hard,1,full,TRUE,1.56E+12,274083,66260,,adc2f895,TRUE
33FBRBDW6P68W42FSO49660B4MX8CQ,A3IQ9V1JSB2RJO,15,6,10,hard,1,pruned,TRUE,1.56E+12,107781,76153,,a5d2fa66,TRUE
3K9FOBBF2IQM2FJPB3MRRMGTNQBLN8,A3G7QV8LQSKE38,7,0,10,medium,0,pruned,FALSE,1.56E+12,44612,27995,,15f2fc36,FALSE
3U4J9857OFILML5Q4JG8HMYYBHM7BQ,A3822BB341LIB2,15,3,10,medium,1,pruned,TRUE,1.56E+12,88161,32677,,5ac2feee,TRUE
3U4J9857OFILML5Q4JG8HMYYBH0B78,A1NR3COO33J99C,15,0,10,easy,0,full,FALSE,1.56E+12,152662,72125,,13d3015e,FALSE
3A1PQ49WVIOH2CTAFV9V2NAJ39GH1A,A12ATVBE1I4567,9,3,10,medium,1,pruned,TRUE,1.56E+12,45900,27732,,d9a3047f,TRUE
3IUZPWIU1PE153ALI41D85G5R2NWKK,A6YMUACRIQPP1,2,2,10,medium,0,pruned,TRUE,1.56E+12,46412,43655,,b7d3060c,FALSE
3T111IHZ5FXCGBA8FD0IVXU8OTR9RV,AE1DWQLNREKRF,6,3,6,easy,1,pruned,TRUE,1.56E+12,86695,13033,,4ab308f9,TRUE
3OB0CAO74IWESI4DRKG4GALTAT0YHY,AOWW3URQNRJ6U,17,5,6,easy,1,full,TRUE,1.56E+12,133465,28683,,2fd310c0,TRUE
3S3AMIZX3VCKDZY69WFPSYECFEICDQ,A4T50ODN6SGNR,28,8,10,easy,1,full,TRUE,1.56E+12,232046,79273,,c8b32c21,TRUE
3OUYGIZWR859846G2PD0XRT0K9J0PW,A1BNGJBEWJS8WE,43,0,10,medium,0,full,FALSE,1.56E+12,422377,65453,,d4f331ad,FALSE
3OXV7EAXLFXXFQN86GWATP0QSQJ63H,AD86UQ62HUAJN,,,6,easy,0,full,FALSE,,,,1.56E+12,dcd55a21,FALSE
3ZAK8W07I5LM09ECJBCU7XGZS0GU0B,A2LTOS0AZ3B28A,,,6,easy,1,pruned,TRUE,,,,1.56E+12,73b55a82,TRUE
3H7XDTSHKDYW3HE2SDGYADOCKXGWGF,A3DUPRZSMU9W5R,,,6,easy,1,pruned,TRUE,,,,1.56E+12,2ae55a14,TRUE
38JBBYETQPHMA1ZRCCKRFIK9NO3E4V,A1HDFIW3AHNNAT,,,6,easy,1,pruned,TRUE,,,,1.56E+12,32a55a14,TRUE
3PXX5PX6LY535N3OBMSSRD0OC1MBA3,A2SMYTSOFEFCR3,,,6,easy,1,full,TRUE,,,,1.56E+12,f1a55a0f,TRUE
3LEP4MGT3H713U60VWJUHE8UX4JBD5,ARVXIBUCA8WDZ,,,6,easy,1,pruned,TRUE,,,,1.56E+12,93c55a1b,TRUE
30BXRYBRP54A3D9DCJYGVD0DZXTWHE,A171UXH8M8F6HS,,,6,easy,0,full,TRUE,,,,1.56E+12,8cc55abe,FALSE
3U84XHCDIDKKLWQN8ZY40SLRBUBZ4L,AJMBXR9T9XOUG,,,6,easy,1,pruned,TRUE,,,,1.56E+12,73a55a39,TRUE
3LOTDFNYA86QPHI7HTAGSSO0JIGWFG,A10VSBSNWO84SH,,,6,easy,0,pruned,FALSE,,,,1.56E+12,bea55a9c,FALSE
3Z3ZLGNNSJ1QP86SLPA8ZUHHSRV3QB,A2RERBGRTEWXK4,,,6,easy,0,full,TRUE,,,,1.56E+12,99a55a43,FALSE
3SUWZRL0MZK0PO35V0D6CG4NJF9E6G,AJ7ZG426Z02RJ,,,6,easy,0,full,FALSE,,,,1.56E+12,15b55c06,FALSE
3EJPLAJKENNY0JU1RNRJXQ557LHZ66,A3TBR9GIXU42DM,,,6,easy,1,full,TRUE,,,,1.56E+12,9da55acf,TRUE
3J2UYBXQQMJ1YYOBNTERRR2JPEZ60M,A27Y4NEIQQH00M,,,6,easy,1,full,TRUE,,,,1.56E+12,a7f55a0a,TRUE
3XLBSAQ9Z5JH4J86AXWB34512W1Z75,A2YG946XZ2OG2R,,,6,easy,1,full,TRUE,,,,1.56E+12,99d55a2e,TRUE
3OVHNO1VE78XLS9G1AZX3WFXO75DZD,AKZD89B2WLSX7,,,6,easy,0,full,TRUE,,,,1.56E+12,26e55a5a,FALSE
33LK57MYLUC3NHSYY0UMYV1XPAFSZM,A3AXM0EQW3DKCY,,,6,easy,0,full,FALSE,,,,1.56E+12,fec55e36,FALSE
3YWRV122CT64IYJFEFP90CMHBYT8UD,A3BUWQ5C39GRQC,,,6,easy,0,pruned,FALSE,,,,1.56E+12,cdd55d42,FALSE
31Q0U3WYDQMK9NNY2MNJBALPPHP17J,A32QI30ZGCXE6B,,,6,easy,0,pruned,FALSE,,,,1.56E+12,3ec55e12,FALSE
3TPZPLC3M1J5PW5DLCVJZPR7NV93PK,A25HIOE2S953Y4,,,6,easy,0,full,FALSE,,,,1.56E+12,3ce55b94,FALSE
3JRJSWSMQIS1S5GNCYF85DS39O7E3A,A1990TBFR109LY,,,6,easy,0,pruned,FALSE,,,,1.56E+12,d6a55f6a,FALSE
3IOEN3P9S8Q15N9TJCIR5WLTU6561P,A3RLDROGYUMEVZ,,,6,easy,0,pruned,FALSE,,,,1.56E+12,a9e56013,FALSE
34BBWHLWHBIAZ8KXI1G1VP1SZA8WI7,A1FQK51ECARQNK,,,6,easy,1,full,TRUE,,,,1.56E+12,ecb55f5b,TRUE
3OSWBBLG1F48GX910SBC6BZMG77DXG,A3MF31JQ350ABS,,,6,easy,1,full,TRUE,,,,1.56E+12,19a561a7,TRUE
3Z7ISHFUH12L4XDPK2OHH41WDG7Z8S,A6579YP5QRY5W,,,6,easy,1,pruned,TRUE,,,,1.56E+12,43e56481,TRUE
3DPNQGW4LMMIXM6C6U1T3USW6QF642,AZNY7CZTSQRXS,,,6,easy,0,full,FALSE,,,,1.56E+12,bbc5629f,FALSE
3TU5ZICBRE8CQ5CYX654QBPS8DN8Q8,A2JCK494NV7TFX,,,6,easy,0,full,TRUE,,,,1.56E+12,66f5647d,FALSE
3137ONMDKHC2MHSB7DMSO7HCDTCEGI,A2MT00XHG0PLTZ,,,6,easy,1,pruned,TRUE,,,,1.56E+12,7dc5662b,TRUE
3MX2NQ3YCA1DCKU8LMTT8ZBU3Q95X0,A1CGRZP4NIAZD4,,,6,easy,1,full,TRUE,,,,1.56E+12,cee566b4,TRUE
33SA9F9TRY1YJ3IBMIQAAA307H1WEY,A2Q2RUVS9ST8MT,,,6,easy,0,full,TRUE,,,,1.56E+12,d1d5684e,FALSE
3GS6S824SR42D9VOFHTT0XX9L9AWNV,A1QT7BQZVOBSY0,,,6,easy,0,pruned,FALSE,,,,1.56E+12,6ef56a15,FALSE
3K772S5NP9IGMDNMRJ4A97TDSTPHEK,AEASOIPE6YBHK,,,6,easy,0,full,FALSE,,,,1.56E+12,98c56b80,FALSE
3HMVI3QICKZ3O7JZPVDJON5MTG11YN,A18WCPDCDP4IAS,,,6,easy,0,pruned,FALSE,,,,1.56E+12,8bf57040,FALSE
36W0OB37HXLEX8EIN6INUHUVGZ5ZHF,A3FHT58VC8WMON,,,6,easy,1,full,TRUE,,,,1.56E+12,fda56e55,TRUE
37QW5D2ZRHTO3LRBPAU9LB4TQ188SX,A2DWSKGD9RNKMJ,,,6,easy,1,pruned,TRUE,,,,1.56E+12,3dc571a5,TRUE
3BGYGHDBBYRKC78OFE62K2EM67P22T,ADTIO3A6TM9CG,,,6,easy,1,full,TRUE,,,,1.56E+12,bae5726e,TRUE
3VNL7UK1XGQYX0EDMO5558H1FOKTF9,A3M88KA3AW07B3,,,6,easy,0,full,FALSE,,,,1.56E+12,76a57536,FALSE
3CFJTT4SXUXV9TJWAT8P392B6JF7IW,A228YSXU6H27QT,,,6,easy,0,full,FALSE,,,,1.56E+12,dfb576d2,FALSE
3Z2R0DQ0JILC7NK48Y13M3NB3A7E2Z,A3MD34XEB4H6JF,,,6,easy,1,pruned,TRUE,,,,1.56E+12,e0b57941,TRUE
33FOTY3KENSQL4IUT3VURWD3QSOC1V,A2ZGAH6NOSU2PO,,,6,easy,1,pruned,TRUE,,,,1.56E+12,cdc57c79,TRUE
30JNVC0ORAR5JGDR0AZA3OIRBW4HQN,A2BCNRHZU9V7C4,,,6,easy,0,pruned,FALSE,,,,1.56E+12,68d5803f,FALSE
378XPAWRUDKDSVHUHWK9D0417RLIAY,A1AZLJ3R5FQ9B7,,,6,easy,0,pruned,FALSE,,,,1.56E+12,60e580ea,FALSE
3LOTDFNYA86QPHI7HTAGSSO0JJLWFN,A3K00L9I9L92BJ,,,6,easy,1,full,TRUE,,,,1.56E+12,bea5941a,TRUE
39KFRKBFIO2OKZQ0VXBU0JIUMSGOY4,A2GVTP4DBFQTR8,,,6,easy,0,full,TRUE,,,,1.56E+12,c7d594f8,FALSE
3SB5N7Y3O4B3VRDHZ6ND3IF8JTL0G3,A1BXEU20OCUGVZ,,,6,easy,0,full,FALSE,,,,1.56E+12,e3f59d3c,FALSE
3PQ8K71NHYRYMDYW58SWW2GIUNCAAQ,A3NS31CYXLXTDA,,,10,hard,0,pruned,FALSE,,,,1.56E+12,9ed6aa41,FALSE
30BUDKLTXE246K3RQH31KAQNNO95EA,A23BQ23YJE0VYL,,,10,easy,0,pruned,FALSE,,,,1.56E+12,b5c6aa47,FALSE
36H9ULYP6314JXI8AUR132USHQJFJO,A20WI3VW3CBOWN,,,10,easy,1,pruned,TRUE,,,,1.56E+12,9af4b085,TRUE
3R8YZBNQ9IP8QR7FN1DYCBTXXXS7Q3,A7KKB6J717F1V,,,10,hard,0,pruned,FALSE,,,,1.56E+12,a0d6aab7,FALSE
3PXX5PX6LY535N3OBMSSRD0OC5XABL,A2VZIJ7AZ537QP,,,10,easy,1,pruned,TRUE,,,,1.56E+12,c7a6ab83,TRUE
3NG53N1RLWQRQTBJXTQFQ6ZI3LCP8H,A3HHDPKL3O3O7Y,,,10,easy,0,pruned,TRUE,,,,1.56E+12,23b6aa96,FALSE
3DHE4R9OCXIAR1GVETRRM68NGUXG21,A2R89RXGEVG05I,,,10,easy,0,pruned,FALSE,,,,1.56E+12,5aa6aa9a,FALSE
37FMASSAYDYIB5MMNAK58BO7PD2IBX,A31CQ2BUTMPXCT,,,10,easy,1,pruned,TRUE,,,,1.56E+12,dbc6ab5f,TRUE
3X0H8UUIT2VZTMNTNDAFZR7F8CMWSJ,AEQ6KLNVTRKKR,,,10,easy,0,pruned,TRUE,,,,1.56E+12,8ff6ab84,FALSE
3I7DHKZYGO7WCY3NLSN72SBNZPO5FS,A3GQR89E66AQJY,,,10,easy,0,pruned,FALSE,,,,1.56E+12,53e6ac01,FALSE
3OWEPKL08AJNNUUN79LH8HYSSM57NG,A1DEWY831Z47BK,,,10,easy,0,pruned,TRUE,,,,1.56E+12,99f6aaf6,FALSE
3OE22WJIGJVAO2JB0969M37H58QUQT,A19R7FSNDW6WRK,,,10,hard,0,pruned,FALSE,,,,1.56E+12,d5a6aafd,FALSE
30OG32W0SVI8W99XUHZNERQ9E99NEI,A163XFZG5BI0XU,,,10,hard,1,pruned,TRUE,,,,1.56E+12,f6e6ab7c,TRUE
30LSNF239V2ONSMQ4HRU7IL3V7P2IF,A1E8PIR82KIJEP,,,10,hard,0,pruned,FALSE,,,,1.56E+12,25f6ad3e,FALSE
3KWTYT0871AICQDJ73Q5X5G7WLD5L0,A3PL7JEMIPFHI9,,,10,easy,0,pruned,FALSE,,,,1.56E+12,67f6aca8,FALSE
3EO896NRAX2E22095EWQK69T8ZXTJG,A1F1TBDHPYAAXT,,,10,hard,0,pruned,TRUE,,,,1.56E+12,41a6aea3,FALSE
358UUM7WR0A82SMF0G2YH132TJ07RA,A1YH2I4Y2SYAXJ,,,10,hard,0,pruned,FALSE,,,,1.56E+12,d9d6ae3e,FALSE
3AWETUDC93ZET3P2TO08UTVAGGOIZ3,AOB5RZ3WSAZPS,,,10,easy,0,pruned,FALSE,,,,1.56E+12,9ef6ace9,FALSE
3IQ1VMJRYURKHUORD2EW075YO5UA9B,A13WFFPE9L1QAB,,,10,hard,0,pruned,FALSE,,,,1.56E+12,62e6aa66,FALSE
30ZX6P7VF92KI36WMZCUJJ038ME2JR,A20VNT5IHVO401,,,10,hard,1,pruned,TRUE,,,,1.56E+12,14c6b1ae,TRUE
3JWH6J9I9TKAP6XDKQXXDJKOBCWNBI,AZTHBV93S8U3T,,,10,easy,1,pruned,TRUE,,,,1.56E+12,b7e6b167,TRUE
3RSDURM96BT288DB1J8YV7OGITJYEP,A2OC4PZXSR522W,,,10,hard,1,pruned,TRUE,,,,1.56E+12,7cd6b177,TRUE
3II4UPYCOKEO708PEEGKC33TJ83QDN,A1PIGZNLSQMGNW,,,10,easy,1,pruned,TRUE,,,,1.56E+12,87a6b32b,TRUE
32AT8R96GMGM1IYOSDVEH3MINWGUSN,A295P5SW3N83P6,,,10,hard,0,pruned,FALSE,,,,1.56E+12,2aa6b178,FALSE
3CFJTT4SXUXV9TJWAT8P392B6NB7I0,A1E4K9G6ZKPKX4,,,10,hard,1,pruned,TRUE,,,,1.56E+12,71c6b3a3,TRUE
3300DTYQT3OTZ6MPA9R4ILLEJK4EQ4,A346XPIBKBQ8Z6,,,10,hard,0,pruned,FALSE,,,,1.56E+12,72f6b345,FALSE
3GFK2QRXXAOYNKPIBHX76GXNUSM5WY,AOWY4TEB0UCMX,,,10,easy,0,pruned,FALSE,,,,1.56E+12,83b6b30c,FALSE
37TD41K0AIGQFOHO6MAENX0CGW4CSQ,A2WC8DV7EB0FOY,,,10,easy,0,pruned,FALSE,,,,1.56E+12,fec6b568,FALSE
3LYA37P8IRU9H0CAND5HLR3KHHZBK9,ASTDBTVY3WP1K,,,10,hard,0,pruned,FALSE,,,,1.56E+12,45f6b774,FALSE
31Q0U3WYDQMK9NNY2MNJBALPPLA17C,A28WDLPJ0UOPW9,,,10,hard,1,pruned,TRUE,,,,1.56E+12,a1b6b72c,TRUE
30X31N5D64X2M9KQM8ENH2AOGTVASY,A5MHDN5VHCMCT,,,10,easy,0,pruned,FALSE,,,,1.56E+12,bbc6b8cf,FALSE
3R5F3LQFV3ROPP05RJDDEQRWSPVOZC,A20EU0UH5K3VGE,,,10,easy,1,pruned,TRUE,,,,1.56E+12,bfa6b911,TRUE
3FQ5JJ512MVBI917Q3AQCM3EY65KNZ,A3CURWAIS909NI,,,10,easy,0,pruned,FALSE,,,,1.56E+12,60e6bcce,FALSE
3QHK8ZVMINPK16US8DHI0RGZ6H4LBM,A91KOPU2OL423,,,10,hard,0,pruned,FALSE,,,,1.56E+12,dfe6bb89,FALSE
3SKRO2GZ72Y842UILGCSFFQBV5FK16,A3P27PCME7XWOC,,,10,hard,1,pruned,TRUE,,,,1.56E+12,d8d6bed1,TRUE
3E47SOBEYR31LAES1AG0JVUP7Y2IC4,A23V73TZF5JIAW,,,10,easy,0,pruned,FALSE,,,,1.56E+12,49b6bf52,FALSE
3CPLWGV3MP6R1DIGM6J1MDPYNCTN98,A748N8WFG2HR4,,,10,easy,0,pruned,FALSE,,,,1.56E+12,c4c6bed8,FALSE
3FTYUGLFSVSZEEPRUMSHES82NC85DH,A13JMFIKC0UKYS,,,10,hard,0,pruned,FALSE,,,,1.56E+12,40c6c24a,FALSE
3YOH7BII0AEOQEAGSUWHM3XRK9EVKY,AWK93GL7CJ3FK,,,10,hard,0,pruned,FALSE,,,,1.56E+12,38e6c356,FALSE
3GDTJDAPVVIL5QE65DYN925NYGG8MJ,ARQAVYXEMYPZJ,,,10,easy,0,pruned,FALSE,,,,1.56E+12,34c6c058,FALSE
3ZR9AIQJUCGNJBKX45LCUTI5TSM402,A2US4COGM7OLMJ,,,10,easy,0,pruned,FALSE,,,,1.56E+12,82e6c792,FALSE
39GAF6DQWS7MKDOUKKQZHO1SB3M1V9,A21RG48A9K95AM,,,10,hard,0,pruned,TRUE,,,,1.56E+12,afe6c7c5,FALSE
3WAKVUDHUXN0IKEW4AX3MCQM0IF7UP,A299C7WS77XSW4,,,10,easy,1,pruned,TRUE,,,,1.56E+12,9fe6c937,TRUE
3VFJCI1K406RVLXGTJ6SNEGVSNXGR2,AFXNF8FWT090W,,,10,hard,0,pruned,FALSE,,,,1.56E+12,c4d6cb2d,FALSE
3Z9WI9EOZ0VJ8DFWN5FD726ICVIKHE,A1J9RWANLAAMZT,,,10,medium,0,full,FALSE,,,,1.56E+12,9aa6cdee,FALSE
3FQ5JJ512MVBI917Q3AQCM3EY7RKNN,A1NY3RAROHFMRQ,,,10,hard,0,full,FALSE,,,,1.56E+12,a8d6ce37,FALSE
3A4NIXBJ776GKXYPZ27RE7RTIHMMLS,A3CJS37DSXQOAZ,,,10,hard,0,full,FALSE,,,,1.56E+12,2bd6cdfa,FALSE
3SKEMFQBZ4CQF2E3K1L7UPDJ9CSK8Z,A1IZXYBZFZAPAQ,,,10,medium,0,pruned,FALSE,,,,1.56E+12,6af6ce2f,FALSE
3TS1AR6UQRLBZ2H69L240CPJQW57FX,AKNV05F5X5YAC,,,10,medium,1,pruned,TRUE,,,,1.56E+12,17f6cea6,TRUE
3H8DHMCCWAI2WXAU19WNGHRKK3PKD5,A2J6S7QR4CGXTW,,,10,medium,0,pruned,FALSE,,,,1.56E+12,77b6ced8,FALSE
3E47SOBEYR31LAES1AG0JVUP7ZOCIM,A1SMYB7YESWB29,,,10,medium,0,full,FALSE,,,,1.56E+12,52e6cdec,FALSE
3QY7M81QH8TMFO9KAWT1GPHOYSMK7C,A15E4I3BZKHNUV,,,10,hard,0,full,FALSE,,,,1.56E+12,25f6ce98,FALSE
3C44YUNSI2W37O7AE11VCYDJEDVPDB,A1UZN21EAN1HZ4,,,10,medium,0,full,FALSE,,,,1.56E+12,84a6ce10,FALSE
3Z4GS9HPNWHYK920R24SCKC2S8M77T,A3PBA2ZHVZFGA3,,,10,medium,0,pruned,TRUE,,,,1.56E+12,63e6cf13,FALSE
3JZQSN0I3RHUSVS72O6Y6P2CPZOFG8,AWB9R056A02YM,,,10,medium,0,pruned,TRUE,,,,1.56E+12,86c6cdf8,FALSE
3XIQGXAUMDFSZO8R9F8Q6JPQU11X7E,A1T1CQSJWP9ZP3,,,10,hard,0,full,FALSE,,,,1.56E+12,4de6cf95,FALSE
3N4BPTXIO9ZODZLGN4MCQHV863KKUF,A1NY4BKZLOB92H,,,10,hard,0,full,FALSE,,,,1.56E+12,5eb6ce3d,FALSE
3QEMNNSB2Y6E1I3AIF7ECCMYEJP7DM,A2B8EAPA608JDH,,,10,hard,0,full,FALSE,,,,1.56E+12,15e6cf5b,FALSE
3GNCZX450JU59H4YURATMX5DTAYPA9,A6KOTWP7N7RLU,,,10,hard,0,full,TRUE,,,,1.56E+12,67e6ce01,FALSE
3SNVL38CI5ZSR54G1D1CWB92Z3DKC5,A34FISA5G0P8RM,,,10,hard,0,full,FALSE,,,,1.56E+12,9ae6cdf8,FALSE
3LBXNTKX0S2WD7WKOC6AKFGWPRP9X2,A17TS8M18R9TZS,,,10,medium,0,pruned,TRUE,,,,1.56E+12,d6f6d11d,FALSE
3VNXK88KKDP49IRPOX5SWUJB9GH9VZ,A2FV2U7RGBVK2T,,,10,medium,1,pruned,TRUE,,,,1.56E+12,d5d6cf7e,TRUE
3VFJCI1K406RVLXGTJ6SNEGVSNZRGF,A2LMJ9PGUL962L,,,10,medium,0,full,TRUE,,,,1.56E+12,d2b6cfbb,FALSE
3VHP9MDGRORHBJC202AFGYHXR7WFCY,A21OS9KG7JNHR7,,,10,medium,0,full,TRUE,,,,1.56E+12,93c6d00d,FALSE
32EYX73OY1GA03YBDOV9RTHM1VFRUG,A341XKSRZ58FJK,,,10,medium,1,pruned,TRUE,,,,1.56E+12,1fe6d227,TRUE
3R2PKQ87NXFEUWQJEZAEMRZ11DSMIE,AZJKB1D4AFMQY,,,10,medium,0,pruned,TRUE,,,,1.56E+12,61c6d297,FALSE
38F5OAUN5OJVDY8C4BQ43X1W6BI7HV,ALB9Q6PW38CHZ,,,10,medium,1,pruned,TRUE,,,,1.56E+12,d6c6d18c,TRUE
3DY4FPOOA2VADINBIE5ENFJ5F2NRV4,A18MHXGNZMORFP,,,10,hard,0,full,FALSE,,,,1.56E+12,e9f6d068,FALSE
33ISQZVXPQTA87SS90KE8SWUUU4CCK,A1E3MR98PNWZBD,,,10,medium,1,pruned,TRUE,,,,1.56E+12,14c6d368,TRUE
3XXU1SWE8N22L00ED6V37W45L2MA0N,AHJKTXYX66U23,,,10,medium,0,full,FALSE,,,,1.56E+12,6db6d284,FALSE
3S4AW7T80CP0G79JTY7VSDATWQ14LF,A2287HLNN9EZ56,,,10,hard,0,full,FALSE,,,,1.56E+12,c3d6d0e6,FALSE
3TMFV4NEP9LHA28K9F4AI07EWJ38WL,A2SUSP7BO7ZCPM,,,10,medium,0,full,FALSE,,,,1.56E+12,e7f6d472,FALSE
3WJEQKOXA992SPLW9PZ3L1NFQUSA1Q,A3TFKABX2WVOZ6,,,10,medium,1,pruned,TRUE,,,,1.56E+12,46e6d530,TRUE
3ZPBJO59KQ8BU79MVOTQ3PBSSMLDHU,A2DFSLUXNR2HDC,,,10,hard,0,full,TRUE,,,,1.56E+12,c1b6d6a4,FALSE
3LYA37P8IRU9H0CAND5HLR3KHIDKBY,A1TWZEOYQV4LGI,,,10,medium,0,full,FALSE,,,,1.56E+12,f5f6d6ce,FALSE
3IHR8NYAM88Q7SOHLQ029UJD103P4Z,A9HQ3E0F2AGVO,,,10,medium,0,full,TRUE,,,,1.56E+12,8fa6d75f,FALSE
