userid,board_name,board_size,board_type,condition,sizeType,solved,action,time,time_rel,player,score_move,move_ranking,top_possible_score,second_possible_score,num_possible_moves,delta_score,delta_score_direction,position,time_from_action,time_from_click,prev_action,move_number,move_number_in_path,first_move_in_path,time_prev_action
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,31896,1,5.457121599,4,15.25,12.08333333,25,,0,2_2,31.789,0,,1,1,TRUE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,38903,2,10000,0,10000,21.67,24,,0,2_3,7.007,7.007,click,2,2,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,42025,1,-10000,0,-10000,-10000,23,-10005.45712,-1,4_3,3.122,3.122,click,3,3,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,55344,2,1.582743764,6,10000,21.67,22,-9998.417256,-1,0_2,13.319,13.319,click,4,4,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,undo,1.51192E+12,66971,,-10000,,,,,-10005.45712,-1,0_2,11.627,11.627,click,,4,,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,undo,1.51192E+12,68133,,-10000,,,,,-10005.45712,-1,4_3,1.162,12.789,undo,,3,,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,undo,1.51192E+12,70160,,,,,,,-10005.45712,-1,2_3,2.027,14.816,undo,,2,,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,undo,1.51192E+12,72631,,,,,,,-10005.45712,-1,2_2,2.471,17.287,undo,,1,,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,73415,1,8.430386905,2,15.25,12.08333333,25,,0,2_3,0.784,18.071,undo,5,1,TRUE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,82451,2,10000,0,10000,21.67,24,,0,2_2,9.036,9.036,click,6,2,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,undo,1.51192E+12,91160,,8.430386905,,,,,,0,2_2,8.709,8.709,click,,2,,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,undo,1.51192E+12,91877,,8.430386905,,,,,,0,2_3,0.717,9.426,undo,,1,,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,100546,1,1.377847222,10,15.25,12.08333333,25,,0,0_2,8.669,18.095,undo,7,1,TRUE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,101794,2,10000,0,10000,10000,24,,0,2_2,1.248,1.248,click,8,2,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51192E+12,108521,,1.377847222,,,,,,0,,6.727,6.727,click,,2,,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,118977,1,1.377847222,10,15.25,12.08333333,25,,0,0_2,10.456,17.183,reset,9,1,TRUE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,126274,2,10000,0,10000,10000,24,,0,2_2,7.297,7.297,click,10,2,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51192E+12,132856,,1.377847222,,,,,,0,,6.582,6.582,click,,2,,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,139821,1,5.457121599,4,15.25,12.08333333,25,,0,2_2,6.965,13.547,reset,11,1,TRUE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,143648,2,10000,0,10000,21.67,24,,0,2_3,3.827,3.827,click,12,2,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51192E+12,153242,,5.457121599,,,,,,0,,9.594,9.594,click,,2,,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,154101,1,15.25,0,15.25,12.08333333,25,,0,0_3,0.859,10.453,reset,13,1,TRUE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,157593,2,1,0,1,-10000,24,,0,3_0,3.492,3.492,click,14,2,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,181844,1,5.457121599,4,15.25,11.73784722,23,-9.792878401,-1,2_2,24.251,24.251,click,15,3,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,185912,2,11.25,3,21.67,17.03,22,10.25,1,2_3,4.068,4.068,click,16,4,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,188612,1,7.844377834,0,7.844377834,-10000,21,2.387256236,1,4_3,2.7,2.7,click,17,5,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,199556,2,4.084376417,4,21.67,11.5,20,-7.165623583,-1,3_2,10.944,10.944,click,18,6,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,217771,1,0.333333333,12,10000,11.69274376,19,-7.511044501,-1,1_5,18.215,18.215,click,19,7,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,undo,1.51192E+12,219572,,0.333333333,,,,,-7.511044501,-1,1_5,1.801,1.801,click,,7,,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51192E+12,230808,,,,,,,-7.511044501,-1,,11.236,13.037,undo,,6,,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,231331,1,15.25,0,15.25,12.08333333,25,,0,0_3,0.523,13.56,reset,20,1,TRUE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,233693,2,-10000,1,1,-10000,24,,0,4_0,2.362,2.362,click,21,2,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,undo,1.51192E+12,234951,,15.25,,,,,,0,4_0,1.258,1.258,click,,2,,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,235494,2,1,0,1,-10000,24,,0,3_0,0.543,1.801,undo,22,2,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,247671,1,7.458754252,2,15.25,11.73784722,23,-7.791245748,-1,2_3,12.177,12.177,click,23,3,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,256050,2,10000,0,10000,21.67,22,9999,1,2_2,8.379,8.379,click,24,4,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51192E+12,259607,,7.458754252,,,,,-7.791245748,-1,,3.557,3.557,click,,4,,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,260933,1,15.25,0,15.25,12.08333333,25,,0,0_3,1.326,4.883,reset,25,1,TRUE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,261809,2,1,0,1,-10000,24,,0,3_0,0.876,0.876,click,26,2,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,264210,1,5.457121599,4,15.25,11.73784722,23,-9.792878401,-1,2_2,2.401,2.401,click,27,3,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,275549,2,11.25,3,21.67,17.03,22,10.25,1,2_3,11.339,11.339,click,28,4,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,277817,1,7.844377834,0,7.844377834,-10000,21,2.387256236,1,4_3,2.268,2.268,click,29,5,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,294437,2,4.084376417,4,21.67,11.5,20,-7.165623583,-1,3_2,16.62,16.62,click,30,6,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,undo,1.51192E+12,298927,,7.844377834,,,,,2.387256236,1,3_2,4.49,4.49,click,,6,,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,299296,2,11.25,3,21.67,11.5,20,,0,4_2,0.369,4.859,undo,31,6,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,307481,1,6.512223639,0,6.512223639,-10000,19,-1.332154195,-1,2_4,8.185,8.185,click,32,7,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,328335,2,0.611111111,8,11.5,11.5,18,-10.63888889,-1,1_4,20.854,20.854,click,33,8,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,331996,1,0.361111111,8,10000,10000,17,-6.151112528,-1,3_4,3.661,3.661,click,34,9,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,undo,1.51192E+12,336571,,0.361111111,,,,,-6.151112528,-1,3_4,4.575,4.575,click,,9,,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,undo,1.51192E+12,350718,,,,,,,-6.151112528,-1,1_4,14.147,18.722,undo,,8,,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,undo,1.51192E+12,351557,,,,,,,-6.151112528,-1,2_4,0.839,19.561,undo,,7,,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,undo,1.51192E+12,352311,,,,,,,-6.151112528,-1,4_2,0.754,20.315,undo,,6,,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,undo,1.51192E+12,353725,,,,,,,-6.151112528,-1,4_3,1.414,21.729,undo,,5,,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,355840,1,7.844377834,0,7.844377834,-10000,21,,0,4_3,2.115,23.844,undo,35,5,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,369963,2,0.75,10,21.67,11.5,20,,0,1_0,14.123,14.123,click,36,6,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,undo,1.51192E+12,376755,,7.844377834,,,,,-6.151112528,-1,1_0,6.792,6.792,click,,6,,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,381687,2,1.39,6,21.67,11.5,20,,0,0_2,4.932,11.724,undo,37,6,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,382983,1,10000,0,10000,10000,19,9992.155622,1,3_2,1.296,1.296,click,38,7,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,391166,2,-10000,0,-10000,-10000,18,-10001.39,-1,1_0,8.183,8.183,click,39,8,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51192E+12,399590,1,10000,0,10000,15.25,17,0,1,4_2,8.424,8.424,click,40,9,FALSE,1.51192E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51192E+12,448077,,10000,,,,,0,1,,48.487,48.487,click,,9,,1.51192E+12
18dac9ef,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51354E+12,88573,1,15.25,0,15.25,12.08333333,25,,0,0_3,88.555,0,,1,1,TRUE,1.51354E+12
18dac9ef,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51354E+12,95754,2,1,0,1,-10000,24,,0,3_0,7.181,7.181,click,2,2,FALSE,1.51354E+12
18dac9ef,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51354E+12,111122,1,11.73784722,1,15.25,11.73784722,23,-3.512152778,-1,0_5,15.368,15.368,click,3,3,FALSE,1.51354E+12
18dac9ef,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51354E+12,113257,2,-10000,1,1.611111111,-10000,22,-10001,-1,2_3,2.135,2.135,click,4,4,FALSE,1.51354E+12
18dac9ef,6_hard_full,6,hard,full,6hard,solvedCorrect,click,1.51354E+12,114243,1,10000,0,10000,7.844377834,21,9988.262153,1,0_2,0.986,0.986,click,5,5,FALSE,1.51354E+12
20bfd7bd,6_hard_full,6,hard,full,6hard,wrong,click,1.51191E+12,11065,1,5.457121599,4,15.25,12.08333333,25,,0,2_2,10.985,0,,1,1,TRUE,1.51191E+12
20bfd7bd,6_hard_full,6,hard,full,6hard,wrong,click,1.51191E+12,15889,2,10000,0,10000,21.67,24,,0,2_3,4.824,4.824,click,2,2,FALSE,1.51191E+12
20bfd7bd,6_hard_full,6,hard,full,6hard,wrong,click,1.51191E+12,23623,1,-10000,0,-10000,-10000,23,-10005.45712,-1,3_2,7.734,7.734,click,3,3,FALSE,1.51191E+12
20bfd7bd,6_hard_full,6,hard,full,6hard,wrong,click,1.51191E+12,26156,2,10000,0,10000,10000,22,0,1,4_3,2.533,2.533,click,4,4,FALSE,1.51191E+12
20bfd7bd,6_hard_full,6,hard,full,6hard,wrong,click,1.51191E+12,27822,1,10000,0,10000,10000,21,20000,1,0_2,1.666,1.666,click,5,5,FALSE,1.51191E+12
20bfd7bd,6_hard_full,6,hard,full,6hard,wrong,reset,1.51191E+12,33692,,10000,,,,,20000,1,,5.87,5.87,click,,5,,1.51191E+12
20bfd7bd,6_hard_full,6,hard,full,6hard,wrong,click,1.51191E+12,37857,1,7.208754252,3,15.25,12.08333333,25,,0,3_2,4.165,10.035,reset,6,1,TRUE,1.51191E+12
20bfd7bd,6_hard_full,6,hard,full,6hard,wrong,click,1.51191E+12,43185,2,11.25,8,10000,10000,24,,0,4_3,5.328,5.328,click,7,2,FALSE,1.51191E+12
20bfd7bd,6_hard_full,6,hard,full,6hard,wrong,click,1.51191E+12,44615,1,10000,0,10000,-10000,23,9992.791246,1,2_3,1.43,1.43,click,8,3,FALSE,1.51191E+12
20bfd7bd,6_hard_full,6,hard,full,6hard,wrong,click,1.51191E+12,48360,2,-10000,0,-10000,-10000,22,-10011.25,-1,1_4,3.745,3.745,click,9,4,FALSE,1.51191E+12
20bfd7bd,6_hard_full,6,hard,full,6hard,wrong,click,1.51191E+12,50000,1,10000,0,10000,10000,21,0,1,5_0,1.64,1.64,click,10,5,FALSE,1.51191E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,46381,1,2.955488946,6,15.25,12.08333333,25,,0,4_3,46.369,0,,1,1,TRUE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,56628,,2.955488946,,,,,,0,4_3,10.247,10.247,click,,1,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,57483,1,0.553854875,16,15.25,12.08333333,25,,0,5_0,0.855,11.102,undo,2,1,TRUE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,67141,2,15.25,5,10000,10000,24,,0,0_3,9.658,9.658,click,3,2,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,73750,,0.553854875,,,,,,0,0_3,6.609,6.609,click,,2,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,74526,,0.553854875,,,,,,0,5_0,0.776,7.385,undo,,1,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,90821,1,7.208754252,3,15.25,12.08333333,25,,0,3_2,16.295,23.68,undo,4,1,TRUE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,100535,2,10000,0,10000,10000,24,,0,2_2,9.714,9.714,click,5,2,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,102411,1,-10000,0,-10000,-10000,23,-10007.20875,-1,1_0,1.876,1.876,click,6,3,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,105397,2,11.25,8,10000,10000,22,-9988.75,-1,4_3,2.986,2.986,click,7,4,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,106855,,-10000,,,,,-10007.20875,-1,4_3,1.458,1.458,click,,4,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,107038,,-10000,,,,,-10007.20875,-1,1_0,0.183,1.641,undo,,3,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,107214,,,,,,,-10007.20875,-1,2_2,0.176,1.817,undo,,2,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,107386,,,,,,,-10007.20875,-1,3_2,0.172,1.989,undo,,1,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,109697,1,5.457121599,4,15.25,12.08333333,25,,0,2_2,2.311,4.3,undo,8,1,TRUE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,112024,2,10000,0,10000,21.67,24,,0,2_3,2.327,2.327,click,9,2,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,115948,,5.457121599,,,,,,0,2_3,3.924,3.924,click,,2,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,116159,,5.457121599,,,,,,0,2_2,0.211,4.135,undo,,1,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,119489,1,0.710069444,12,15.25,12.08333333,25,,0,5_2,3.33,7.465,undo,10,1,TRUE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,128773,,0.710069444,,,,,,0,5_2,9.284,9.284,click,,1,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,129747,1,12.08333333,1,15.25,12.08333333,25,,0,3_0,0.974,10.258,undo,11,1,TRUE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,134827,2,15.25,0,15.25,-10000,24,,0,0_3,5.08,5.08,click,12,2,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,137849,1,-10000,1,12.70875425,-10000,23,-10012.08333,-1,2_0,3.022,3.022,click,13,3,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,141232,2,11.25,8,10000,10000,22,-4,-1,4_2,3.383,3.383,click,14,4,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,143971,1,-10000,0,-10000,-10000,21,0,1,2_3,2.739,2.739,click,15,5,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,146541,2,10000,0,10000,10000,20,9988.75,1,2_2,2.57,2.57,click,16,6,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,152398,,-10000,,,,,0,1,2_2,5.857,5.857,click,,6,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,152814,,-10000,,,,,0,1,2_3,0.416,6.273,undo,,5,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,153146,,,,,,,0,1,4_2,0.332,6.605,undo,,4,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,153374,,,,,,,0,1,2_0,0.228,6.833,undo,,3,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,153590,,,,,,,0,1,0_3,0.216,7.049,undo,,2,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,153792,,,,,,,0,1,3_0,0.202,7.251,undo,,1,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,155788,1,12.08333333,1,15.25,12.08333333,25,,0,3_0,1.996,9.247,undo,17,1,TRUE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,169784,2,15.25,0,15.25,-10000,24,,0,0_3,13.996,13.996,click,18,2,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,186343,1,-10000,1,12.70875425,-10000,23,-10012.08333,-1,4_2,16.559,16.559,click,19,3,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,190257,2,1.083475057,13,10000,10000,22,-14.16652494,-1,2_0,3.914,3.914,click,20,4,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,191253,1,-10000,1,10.4571216,-10000,21,0,1,5_2,0.996,0.996,click,21,5,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,195452,,-10000,,,,,0,1,5_2,4.199,4.199,click,,5,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,218986,,,,,,,0,1,2_0,23.534,27.733,undo,,4,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,219260,,,,,,,0,1,4_2,0.274,28.007,undo,,3,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,219500,,,,,,,0,1,0_3,0.24,28.247,undo,,2,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,219710,,,,,,,0,1,3_0,0.21,28.457,undo,,1,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,226839,1,2.334586168,7,15.25,12.08333333,25,,0,2_4,7.129,35.586,undo,22,1,TRUE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,229516,2,0.819479875,10,10000,10000,24,,0,3_4,2.677,2.677,click,23,2,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,231226,1,23.08437642,1,23.08437642,23.08437642,23,20.74979025,1,2_3,1.71,1.71,click,24,3,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,244703,2,10000,0,10000,-10000,22,9999.18052,1,2_2,13.477,13.477,click,25,4,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,259485,1,-10000,0,-10000,-10000,21,-10023.08438,-1,0_3,14.782,14.782,click,26,5,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,261528,2,1,7,10000,10000,20,-9999,-1,3_0,2.043,2.043,click,27,6,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,265168,,-10000,,,,,-10023.08438,-1,3_0,3.64,3.64,click,,6,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,265520,,-10000,,,,,-10023.08438,-1,0_3,0.352,3.992,undo,,5,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,265716,,,,,,,-10023.08438,-1,2_2,0.196,4.188,undo,,4,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,265883,,,,,,,-10023.08438,-1,2_3,0.167,4.355,undo,,3,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,266024,,,,,,,-10023.08438,-1,3_4,0.141,4.496,undo,,2,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,266205,,,,,,,-10023.08438,-1,2_4,0.181,4.677,undo,,1,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,290095,1,5.457121599,4,15.25,12.08333333,25,,0,2_2,23.89,28.567,undo,28,1,TRUE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,292971,2,0.442743764,11,10000,21.67,24,,0,2_0,2.876,2.876,click,29,2,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,294813,1,16.58274376,3,10000,27.72437642,23,11.12562217,1,2_4,1.842,1.842,click,30,3,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,296227,2,10000,0,10000,-10000,22,9999.557256,1,2_3,1.414,1.414,click,31,4,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,298134,1,-10000,0,-10000,-10000,21,-10016.58274,-1,4_2,1.907,1.907,click,32,5,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,299678,2,11.80437642,3,10000,10000,20,-9988.195624,-1,3_2,1.544,1.544,click,33,6,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,306473,1,-10000,0,-10000,-10000,19,0,1,4_4,6.795,6.795,click,34,7,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,307800,2,10000,0,10000,10000,18,9988.195624,1,4_3,1.327,1.327,click,35,8,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,312639,,-10000,,,,,0,1,4_3,4.839,4.839,click,,8,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,312864,,-10000,,,,,0,1,4_4,0.225,5.064,undo,,7,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,313056,,,,,,,0,1,3_2,0.192,5.256,undo,,6,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,313243,,,,,,,0,1,4_2,0.187,5.443,undo,,5,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,313425,,,,,,,0,1,2_3,0.182,5.625,undo,,4,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,313611,,,,,,,0,1,2_4,0.186,5.811,undo,,3,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,313801,,,,,,,0,1,2_0,0.19,6.001,undo,,2,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,313978,,,,,,,0,1,2_2,0.177,6.178,undo,,1,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,319954,1,5.457121599,4,15.25,12.08333333,25,,0,2_2,5.976,12.154,undo,36,1,TRUE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,345510,2,10000,0,10000,21.67,24,,0,2_3,25.556,25.556,click,37,2,FALSE,1.51354E+12
