userid,board_name,board_size,board_type,condition,sizeType,solved,action,time,time_rel,player,score_move,move_ranking,top_possible_score,second_possible_score,num_possible_moves,delta_score,delta_score_direction,position,time_from_action,time_from_click,prev_action,move_number,move_number_in_path,first_move_in_path,time_prev_action
fda4f169,6_easy_full,6,easy,full,6easy,validatedCorrect,click,1.51119E+12,120454,1,0.333333333,10,12.08333333,11.72222222,19,,0,5_3,25.687,29.123,reset,5,1,TRUE,1.51119E+12
fda4f169,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51119E+12,130822,,0.333333333,,,,,,0,,10.368,10.368,click,,1,,1.51119E+12
fda4f169,6_easy_full,6,easy,full,6easy,validatedCorrect,click,1.51119E+12,195666,1,12.08333333,0,12.08333333,11.72222222,19,,0,3_5,64.844,75.212,reset,6,1,TRUE,1.51119E+12
fda4f169,6_easy_full,6,easy,full,6easy,validatedCorrect,click,1.51119E+12,197264,2,1.25,0,1.25,-10000,18,,0,0_2,1.598,1.598,click,7,2,FALSE,1.51119E+12
fda4f169,6_easy_full,6,easy,full,6easy,validatedCorrect,click,1.51119E+12,203537,1,1.64,2,19.5,11,17,-10.44333333,-1,2_5,6.273,6.273,click,8,3,FALSE,1.51119E+12
fda4f169,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51119E+12,214211,,1.64,,,,,-10.44333333,-1,,10.674,10.674,click,,3,,1.51119E+12
fda4f169,6_easy_full,6,easy,full,6easy,validatedCorrect,click,1.51119E+12,216912,1,12.08333333,0,12.08333333,11.72222222,19,,0,3_5,2.701,13.375,reset,9,1,TRUE,1.51119E+12
fda4f169,6_easy_full,6,easy,full,6easy,validatedCorrect,click,1.51119E+12,218494,2,1.25,0,1.25,-10000,18,,0,0_2,1.582,1.582,click,10,2,FALSE,1.51119E+12
fda4f169,6_easy_full,6,easy,full,6easy,validatedCorrect,click,1.51119E+12,219903,1,19.5,0,19.5,11,17,7.416666667,1,1_5,1.409,1.409,click,11,3,FALSE,1.51119E+12
fda4f169,6_easy_full,6,easy,full,6easy,validatedCorrect,click,1.51119E+12,223665,2,1,0,1,-10000,16,-0.25,-1,1_4,3.762,3.762,click,12,4,FALSE,1.51119E+12
fda4f169,6_easy_full,6,easy,full,6easy,validatedCorrect,click,1.51119E+12,228037,1,10000,0,10000,11.25,15,9980.5,1,2_5,4.372,4.372,click,13,5,FALSE,1.51119E+12
fda4f169,6_easy_full,6,easy,full,6easy,validatedCorrect,click,1.51119E+12,230484,2,-10000,0,-10000,-10000,14,-10001,-1,0_5,2.447,2.447,click,14,6,FALSE,1.51119E+12
fda4f169,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51119E+12,306459,,10000,,,,,9980.5,1,,75.975,75.975,click,,6,,1.51119E+12
11dfe866,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51191E+12,115490,1,1.64,2,19.5,11,17,,0,2_5,115.471,0,,1,1,TRUE,1.51191E+12
11dfe866,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51191E+12,119438,2,2.67,5,10000,10000,16,,0,1_5,3.948,3.948,click,2,2,FALSE,1.51191E+12
11dfe866,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51191E+12,121331,1,11,0,11,1.332743764,15,9.36,1,4_5,1.893,1.893,click,3,3,FALSE,1.51191E+12
11dfe866,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51191E+12,123389,2,0,0,0,-10000,14,-2.67,-1,5_5,2.058,2.058,click,4,4,FALSE,1.51191E+12
11dfe866,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51191E+12,125612,1,0.25,5,1.332743764,0.361111111,13,-10.75,-1,4_4,2.223,2.223,click,5,5,FALSE,1.51191E+12
11dfe866,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51191E+12,127450,2,0.25,4,11.25,11.25,12,0.25,1,5_4,1.838,1.838,click,6,6,FALSE,1.51191E+12
11dfe866,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51191E+12,128746,,0.25,,,,,-10.75,-1,,1.296,1.296,click,,6,,1.51191E+12
11dfe866,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51191E+12,131635,1,0.361111111,9,19.5,11,17,,0,3_1,2.889,4.185,reset,7,1,TRUE,1.51191E+12
11dfe866,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51191E+12,134830,,0.361111111,,,,,,0,,3.195,3.195,click,,1,,1.51191E+12
11dfe866,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51191E+12,138943,1,11,1,19.5,11,17,,0,1_4,4.113,7.308,reset,8,1,TRUE,1.51191E+12
11dfe866,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51191E+12,140720,2,1.722222222,0,1.722222222,-10000,16,,0,1_5,1.777,1.777,click,9,2,FALSE,1.51191E+12
11dfe866,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51191E+12,143824,1,0.5,3,1.332743764,1.14,15,-10.5,-1,2_5,3.104,3.104,click,10,3,FALSE,1.51191E+12
11dfe866,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51191E+12,149130,2,11,3,10000,10000,14,9.277777778,1,4_5,5.306,5.306,click,11,4,FALSE,1.51191E+12
11dfe866,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51191E+12,151462,,0.5,,,,,-10.5,-1,,2.332,2.332,click,,4,,1.51191E+12
11dfe866,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51191E+12,186824,1,19.5,0,19.5,11,17,,0,1_5,35.362,37.694,reset,12,1,TRUE,1.51191E+12
11dfe866,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51191E+12,187970,2,1,0,1,-10000,16,,0,1_4,1.146,1.146,click,13,2,FALSE,1.51191E+12
11dfe866,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51191E+12,190698,1,10000,0,10000,11.25,15,9980.5,1,2_5,2.728,2.728,click,14,3,FALSE,1.51191E+12
11dfe866,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51191E+12,193190,2,-10000,0,-10000,-10000,14,-10001,-1,0_5,2.492,2.492,click,15,4,FALSE,1.51191E+12
11dfe866,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51191E+12,194072,1,10000,0,10000,11.36111111,13,0,1,4_5,0.882,0.882,click,16,5,FALSE,1.51191E+12
11dfe866,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51191E+12,308999,,10000,,,,,0,1,,114.927,114.927,click,,5,,1.51191E+12
12ebbfd2,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5136E+12,130188,1,19.5,0,19.5,11,17,,0,1_5,130.084,0,,1,1,TRUE,1.5136E+12
12ebbfd2,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5136E+12,131533,2,1,0,1,-10000,16,,0,1_4,1.345,1.345,click,2,2,FALSE,1.5136E+12
12ebbfd2,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5136E+12,134014,1,10000,0,10000,11.25,15,9980.5,1,2_5,2.481,2.481,click,3,3,FALSE,1.5136E+12
12ebbfd2,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5136E+12,135198,2,-10000,0,-10000,-10000,14,-10001,-1,0_5,1.184,1.184,click,4,4,FALSE,1.5136E+12
12ebbfd2,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5136E+12,135725,1,10000,0,10000,11.36111111,13,0,1,4_5,0.527,0.527,click,5,5,FALSE,1.5136E+12
12ebbfd2,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.5136E+12,161906,,10000,,,,,0,1,,26.181,26.181,click,,5,,1.5136E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,18277,1,19.5,0,19.5,11,17,,0,1_5,18.246,0,,1,1,TRUE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,undo,1.5112E+12,20076,,19.5,,,,,,0,1_5,1.799,1.799,click,,1,,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,22418,1,11,1,19.5,11,17,,0,1_4,2.342,4.141,undo,2,1,TRUE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,26419,2,1.722222222,0,1.722222222,-10000,16,,0,1_5,4.001,4.001,click,3,2,FALSE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,undo,1.5112E+12,30875,,11,,,,,,0,1_5,4.456,4.456,click,,2,,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,undo,1.5112E+12,34291,,11,,,,,,0,1_4,3.416,7.872,undo,,1,,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,59930,1,1.64,2,19.5,11,17,,0,2_5,25.639,33.511,undo,4,1,TRUE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,65965,2,11.25,2,10000,10000,16,,0,3_1,6.035,6.035,click,5,2,FALSE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,67336,1,10.14,0,10.14,-10000,15,8.5,1,4_1,1.371,1.371,click,6,3,FALSE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,70528,2,11,0,11,11,14,-0.25,-1,4_4,3.192,3.192,click,7,4,FALSE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,71446,1,10000,0,10000,-10000,13,9989.86,1,4_5,0.918,0.918,click,8,5,FALSE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.5112E+12,79908,,10000,,,,,9989.86,1,,8.462,8.462,click,,5,,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,81037,1,1.64,2,19.5,11,17,,0,2_5,1.129,9.591,reset,9,1,TRUE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,82707,2,2.67,5,10000,10000,16,,0,1_5,1.67,1.67,click,10,2,FALSE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.5112E+12,89659,,1.64,,,,,,0,,6.952,6.952,click,,2,,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,95025,1,1.64,2,19.5,11,17,,0,2_5,5.366,12.318,reset,11,1,TRUE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,96263,2,11.25,2,10000,10000,16,,0,3_1,1.238,1.238,click,12,2,FALSE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,99741,1,10.14,0,10.14,-10000,15,8.5,1,4_1,3.478,3.478,click,13,3,FALSE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,108768,2,11,0,11,11,14,-0.25,-1,0_4,9.027,9.027,click,14,4,FALSE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,109623,1,-10000,1,11,-10000,13,-10010.14,-1,1_5,0.855,0.855,click,15,5,FALSE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.5112E+12,126548,,-10000,,,,,-10010.14,-1,,16.925,16.925,click,,5,,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,131336,1,1.64,2,19.5,11,17,,0,2_5,4.788,21.713,reset,16,1,TRUE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,132689,2,2.67,5,10000,10000,16,,0,1_5,1.353,1.353,click,17,2,FALSE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,133910,1,11,0,11,1.332743764,15,9.36,1,4_5,1.221,1.221,click,18,3,FALSE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,135986,2,0,0,0,-10000,14,-2.67,-1,5_5,2.076,2.076,click,19,4,FALSE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,undo,1.5112E+12,142488,,11,,,,,9.36,1,5_5,6.502,6.502,click,,4,,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.5112E+12,143677,,11,,,,,9.36,1,,1.189,7.691,undo,,3,,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,169624,1,19.5,0,19.5,11,17,,0,1_5,25.947,33.638,reset,20,1,TRUE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,171212,2,1,0,1,-10000,16,,0,1_4,1.588,1.588,click,21,2,FALSE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,173146,1,10000,0,10000,11.25,15,9980.5,1,2_5,1.934,1.934,click,22,3,FALSE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.5112E+12,175340,,10000,,,,,9980.5,1,,2.194,2.194,click,,3,,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,176779,1,11,1,19.5,11,17,,0,1_4,1.439,3.633,reset,23,1,TRUE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,179060,2,1.722222222,0,1.722222222,-10000,16,,0,1_5,2.281,2.281,click,24,2,FALSE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.5112E+12,185226,,11,,,,,,0,,6.166,6.166,click,,2,,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,186628,1,19.5,0,19.5,11,17,,0,1_5,1.402,7.568,reset,25,1,TRUE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,189180,2,1,0,1,-10000,16,,0,1_4,2.552,2.552,click,26,2,FALSE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.5112E+12,190374,1,10000,0,10000,11.25,15,9980.5,1,2_5,1.194,1.194,click,27,3,FALSE,1.5112E+12
16e512d0,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.5112E+12,269584,,10000,,,,,9980.5,1,,79.21,79.21,click,,3,,1.5112E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,144059,1,0.111111111,14,19.5,11,17,,0,5_0,144.028,0,,1,1,TRUE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,undo,1.51192E+12,148434,,0.111111111,,,,,,0,5_0,4.375,4.375,click,,1,,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,157777,1,0.5,7,19.5,11,17,,0,0_5,9.343,13.718,undo,2,1,TRUE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,undo,1.51192E+12,166947,,0.5,,,,,,0,0_5,9.17,9.17,click,,1,,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,171810,1,19.5,0,19.5,11,17,,0,1_5,4.863,14.033,undo,3,1,TRUE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,174256,2,1,0,1,-10000,16,,0,1_4,2.446,2.446,click,4,2,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,188196,1,10000,0,10000,11.25,15,9980.5,1,2_5,13.94,13.94,click,5,3,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,192954,2,-10000,0,-10000,-10000,14,-10001,-1,4_5,4.758,4.758,click,6,4,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51192E+12,199701,,10000,,,,,9980.5,1,,6.747,6.747,click,,4,,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,204580,1,11,1,19.5,11,17,,0,1_4,4.879,11.626,reset,7,1,TRUE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,212806,2,1.722222222,0,1.722222222,-10000,16,,0,1_5,8.226,8.226,click,8,2,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51192E+12,224814,,11,,,,,,0,,12.008,12.008,click,,2,,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,228594,1,1.14,4,19.5,11,17,,0,4_4,3.78,15.788,reset,9,1,TRUE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,undo,1.51192E+12,235401,,1.14,,,,,,0,4_4,6.807,6.807,click,,1,,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,242083,1,0.5,7,19.5,11,17,,0,0_5,6.682,13.489,undo,10,1,TRUE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,252699,2,11.25,2,10000,10000,16,,0,3_1,10.616,10.616,click,11,2,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,255705,1,10.14,0,10.14,-10000,15,9.64,1,4_1,3.006,3.006,click,12,3,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,265052,2,11,0,11,11,14,-0.25,-1,4_4,9.347,9.347,click,13,4,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,265836,1,1.5,0,1.5,-10000,13,-8.64,-1,4_5,0.784,0.784,click,14,5,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51192E+12,271100,,1.5,,,,,-8.64,-1,,5.264,5.264,click,,5,,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,275974,1,1.64,2,19.5,11,17,,0,2_5,4.874,10.138,reset,15,1,TRUE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,278036,2,11.25,2,10000,10000,16,,0,3_1,2.062,2.062,click,16,2,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,280021,1,10.14,0,10.14,-10000,15,8.5,1,4_1,1.985,1.985,click,17,3,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,285321,2,11,0,11,11,14,-0.25,-1,4_4,5.3,5.3,click,18,4,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,289097,1,10000,0,10000,-10000,13,9989.86,1,4_5,3.776,3.776,click,19,5,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,294234,2,-10000,0,-10000,-10000,12,-10011,-1,1_5,5.137,5.137,click,20,6,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,undo,1.51192E+12,307623,,10000,,,,,9989.86,1,1_5,13.389,13.389,click,,6,,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51192E+12,309050,,10000,,,,,9989.86,1,,1.427,14.816,undo,,5,,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,310207,1,0.75,5,19.5,11,17,,0,4_5,1.157,15.973,reset,21,1,TRUE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,314188,2,11,2,10000,11.25,16,,0,4_4,3.981,3.981,click,22,2,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,315124,1,5.611111111,0,5.611111111,-10000,15,4.861111111,1,4_1,0.936,0.936,click,23,3,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,318141,2,11,0,11,11,14,0,1,2_5,3.017,3.017,click,24,4,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,undo,1.51192E+12,321015,,5.611111111,,,,,4.861111111,1,2_5,2.874,2.874,click,,4,,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,325660,2,11,0,11,11,14,,0,0_4,4.645,7.519,undo,25,4,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,326228,1,-10000,1,0,-10000,13,-10005.61111,-1,2_5,0.568,0.568,click,26,5,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51192E+12,335820,,-10000,,,,,-10005.61111,-1,,9.592,9.592,click,,5,,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,337070,1,0.442743764,8,19.5,11,17,,0,5_5,1.25,10.842,reset,27,1,TRUE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,341654,2,11.25,2,10000,10000,16,,0,3_1,4.584,4.584,click,28,2,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,344383,1,10.14,0,10.14,-10000,15,9.697256236,1,4_1,2.729,2.729,click,29,3,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,349627,2,11,0,11,11,14,-0.25,-1,4_4,5.244,5.244,click,30,4,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,350746,1,11.25,0,11.25,-10000,13,1.11,1,4_5,1.119,1.119,click,31,5,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51192E+12,352769,,11.25,,,,,1.11,1,,2.023,2.023,click,,5,,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,354435,1,0.361111111,9,19.5,11,17,,0,3_1,1.666,3.689,reset,32,1,TRUE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,358764,2,10000,0,10000,11,16,,0,4_4,4.329,4.329,click,33,2,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,359811,1,-10000,0,-10000,-10000,15,-10000.36111,-1,4_1,1.047,1.047,click,34,3,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,360732,2,10000,0,10000,11,14,0,1,4_5,0.921,0.921,click,35,4,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51192E+12,366234,,-10000,,,,,-10000.36111,-1,,5.502,5.502,click,,4,,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,370633,1,11,1,19.5,11,17,,0,1_4,4.399,9.901,reset,36,1,TRUE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,372074,2,-10000,1,1.722222222,-10000,16,,0,3_1,1.441,1.441,click,37,2,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,376355,1,10000,0,10000,10.14,15,9989,1,1_5,4.281,4.281,click,38,3,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51192E+12,378138,,10000,,,,,9989,1,,1.783,1.783,click,,3,,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,379167,1,11,1,19.5,11,17,,0,1_4,1.029,2.812,reset,39,1,TRUE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,379641,2,1.722222222,0,1.722222222,-10000,16,,0,1_5,0.474,0.474,click,40,2,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,391662,1,0.5,3,1.332743764,1.14,15,-10.5,-1,2_5,12.021,12.021,click,41,3,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,397699,2,0,7,10000,10000,14,-1.722222222,-1,1_0,6.037,6.037,click,42,4,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51192E+12,406505,,0.5,,,,,-10.5,-1,,8.806,8.806,click,,4,,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,409386,1,1.14,4,19.5,11,17,,0,4_4,2.881,11.687,reset,43,1,TRUE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,417625,2,11,2,11.25,11.25,16,,0,0_4,8.239,8.239,click,44,2,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,419426,1,1.25,0,1.25,-10000,15,0.11,1,0_5,1.801,1.801,click,45,3,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51192E+12,425299,,1.25,,,,,0.11,1,,5.873,5.873,click,,3,,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,433397,1,0.442743764,8,19.5,11,17,,0,5_5,8.098,13.971,reset,46,1,TRUE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,436634,2,10000,0,10000,10000,16,,0,4_4,3.237,3.237,click,47,2,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,437186,1,-10000,0,-10000,-10000,15,-10000.44274,-1,4_5,0.552,0.552,click,48,3,FALSE,1.51192E+12
19a105e3,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,click,1.51192E+12,437958,2,11,2,10000,11.25,14,-9989,-1,2_5,0.772,0.772,click,49,4,FALSE,1.51192E+12
