,board,heuristic,likelihoods_block,likelihoods_density,likelihoods_interaction,userid
350,10_easy_full,density,-3.9804195797,-3.59675984957,-3.78050272188,23b6924e
351,10_easy_full,blocking,-2.8383299139,-3.32345754886,-3.32831357951,26e680e4
352,10_easy_full,blocking,-1.18415184706,-3.65245231333,-1.46399479973,2fe692a5
353,10_easy_full,blocking,-2.01659383573,-3.40927870466,-2.6116901035,31b4fc9e
354,10_easy_full,interaction,-3.92095240847,-4.37890177843,-3.89074588773,37bffc4e
355,10_easy_full,blocking,-2.08478507008,-3.48176468961,-2.61468824877,3ac5170c
356,10_easy_full,blocking,-2.68103585734,-3.55683176607,-2.78134289814,3dfad0f2
357,10_easy_full,interaction,-3.72674136043,-3.69459220969,-3.51416278618,55c68fc5
358,10_easy_full,blocking,-3.30535181336,-4.62291773099,-3.41636559159,56e6f5d2
359,10_easy_full,blocking,-3.62388298607,-3.8643298002,-3.69816067907,58d72aaf
360,10_easy_full,blocking,-2.17725535439,-3.75607598778,-2.55650789598,5cd6bb63
361,10_easy_full,blocking,-2.27806883713,-3.63161471219,-2.31937024251,67f69d24
362,10_easy_full,interaction,-3.8469337667,-4.69762340051,-3.79286081588,6ac7311a
363,10_easy_full,interaction,-3.46119565601,-3.66249823605,-3.31072797327,6cc4f8b6
364,10_easy_full,blocking,-3.89709098816,-3.98216071138,-4.06438026766,6cd50fc7
365,10_easy_full,blocking,-2.24655574244,-3.28790221843,-2.64142050748,6dfbeafe
366,10_easy_full,interaction,-4.19323178023,-5.25220672747,-4.19268121266,70bffd4d
367,10_easy_full,density,-3.93444471001,-3.78580848886,-3.99832212787,72caeffe
368,10_easy_full,density,-3.55532356914,-3.43411424682,-3.9340871307,75bbec9c
369,10_easy_full,blocking,-3.43700488808,-3.80504347721,-3.61838204183,76c104da
370,10_easy_full,interaction,-4.92466649779,-5.16276524229,-4.73397298867,89cbc391
371,10_easy_full,blocking,-0.964330715782,-3.7306897474,-1.06257260937,8de6a2af
372,10_easy_full,interaction,-3.62617980594,-4.18808645249,-3.55512236001,92a70054
373,10_easy_full,blocking,-2.08809155815,-3.37389286417,-2.77679444694,9ae751bc
374,10_easy_full,interaction,-2.77233678584,-3.73983942749,-2.74896249568,a2d68973
375,10_easy_full,blocking,-2.93042540481,-4.40076336241,-2.98390301477,abdacc98
376,10_easy_full,blocking,-2.84203558186,-3.35020838381,-3.1279015533,acc6e9d4
377,10_easy_full,density,-5.11378773572,-4.09904118636,-5.25077145926,aefbe715
378,10_easy_full,blocking,-3.89806873977,-4.34332871146,-4.12414923662,b4a4f22a
379,10_easy_full,density,-4.46642168933,-3.7994343777,-4.07059574961,b8a4fbaa
380,10_easy_full,density,-5.89807323163,-5.57999986741,-5.79880386099,b9bbef4c
381,10_easy_full,blocking,-3.19352605554,-3.38413370142,-3.3446124433,c0dfd341
382,10_easy_full,blocking,-3.50644517036,-3.88006809471,-3.87320143657,c6aad6d0
383,10_easy_full,blocking,-1.65077714864,-3.37087519138,-2.24115752848,c8c4f85a
384,10_easy_full,density,-4.04432468117,-3.4059985172,-4.0507741549,cccfd3ac
385,10_easy_full,blocking,-2.73430972991,-3.62709435352,-2.92206702847,cff10c9a
386,10_easy_full,density,-5.01189342672,-4.71450271967,-5.05088974881,d0e6841e
387,10_easy_full,density,-4.19784649704,-3.69706274755,-4.2455073136,d4cbca4e
388,10_easy_full,blocking,-2.31161485275,-3.46865552513,-2.46753822286,d6c10e9a
389,10_easy_full,blocking,-3.61082568582,-3.72929377557,-3.77173287716,dacfd3d4
390,10_easy_full,blocking,-1.4295508539,-3.50455103763,-1.91662988972,daf74d3f
391,10_easy_full,interaction,-2.60128847596,-3.58918052627,-2.58413136427,e6abcdb2
392,10_easy_full,blocking,-3.02840142507,-3.76875879486,-3.26672412026,e9bbf006
393,10_easy_full,blocking,-2.60727641027,-3.36411632608,-2.9614620829,f1fbe0de
394,10_easy_full,density,-3.84038146725,-3.56057387919,-4.1092034626,f5dac888
395,10_easy_full,interaction,-3.89240519413,-4.27839156278,-3.54638139769,fcf4f6d3
396,10_easy_full,density,-4.87990566127,-3.7339103211,-5.13152350127,fedbec09
397,10_easy_pruned,blocking,-0.873342641685,-3.59092761217,-0.90096441686,29bff31a
398,10_easy_pruned,density,-4.71968092072,-3.44790887261,-4.7775462829,2fd101b0
399,10_easy_pruned,interaction,-1.57985008432,-3.65397751825,-1.52036838506,39afd1eb
400,10_easy_pruned,density,-4.05506074768,-3.84366430454,-4.00916756903,3ab7160d
401,10_easy_pruned,blocking,-1.24792888883,-3.4331647277,-1.83679471039,3ebbc051
402,10_easy_pruned,density,-3.8981929612,-3.83992842833,-4.03395192199,43dbc360
403,10_easy_pruned,density,-10.821097414,-4.69505607338,-10.821097414,44b696ef
404,10_easy_pruned,blocking,-3.24780671626,-3.3613127253,-3.41754607696,46c12352
405,10_easy_pruned,interaction,-4.86940546949,-5.82019140891,-4.76951455006,47dbc824
406,10_easy_pruned,blocking,-0.70198889043,-3.71269663089,-0.720403407214,4eb4f441
407,10_easy_pruned,density,-3.63566938293,-3.52511891022,-3.72241271624,4ecfea32
408,10_easy_pruned,interaction,-1.86867717955,-3.722075391,-1.76826432925,4fb692a0
409,10_easy_pruned,blocking,-2.86933879635,-3.74657361204,-2.87279961296,5aebf3c2
410,10_easy_pruned,density,-5.23568361317,-4.03184887867,-5.17657137267,76bfdf0b
411,10_easy_pruned,density,-3.75188837099,-3.41658069666,-3.86496107161,89cbfdf9
412,10_easy_pruned,blocking,-4.71193655497,-5.10043587064,-4.87497908816,8defd34b
413,10_easy_pruned,blocking,-2.31341532181,-3.49231996978,-2.49769793163,92f69945
414,10_easy_pruned,blocking,-1.24943232849,-3.44954798074,-1.83829815005,a2c12212
415,10_easy_pruned,blocking,-1.86798985307,-3.7511168212,-1.98840948392,a7bfd4fc
416,10_easy_pruned,blocking,-0.700976147155,-3.63997480902,-0.719390663938,acb11b17
417,10_easy_pruned,blocking,-3.09723279185,-5.06653334855,-3.18050956368,b9e10f8b
418,10_easy_pruned,density,-4.65429388089,-3.69524482035,-4.60408784631,c3dfd812
419,10_easy_pruned,blocking,-2.46955775822,-3.26844167176,-2.83249925059,c7c6f18d
420,10_easy_pruned,interaction,-3.47363535154,-3.48335760827,-3.40102799252,cdc50047
421,10_easy_pruned,interaction,-3.5819344589,-3.84991993334,-3.58125352119,ceafe698
422,10_easy_pruned,blocking,-0.70198889043,-3.71269663089,-0.720403407214,cec10cc8
423,10_easy_pruned,density,-4.89497138747,-3.87191886783,-4.8651887393,d5aff345
424,10_easy_pruned,density,-4.37327555607,-3.76384448314,-4.45117099297,e2bbe5e1
425,10_easy_pruned,interaction,-2.49630738327,-3.70121210192,-2.48416723682,eec719ce
426,10_easy_pruned,blocking,-0.730082092615,-3.64384990524,-0.776032791697,f8efd664
427,10_easy_pruned,interaction,-1.73259237018,-3.66852411055,-1.70274282548,fdc4f07b
428,10_medium_full,interaction,-1.88850438413,-3.42083377223,-1.87238127744,18c75602
429,10_medium_full,interaction,-2.1229954279,-3.30745637022,-1.93171566632,1debf4d1
430,10_medium_full,blocking,-2.13351996384,-3.47191196,-2.50368716348,33bbca9a
431,10_medium_full,interaction,-1.66139802579,-3.51299222826,-1.61020820715,34d51755
432,10_medium_full,blocking,-2.025460688,-3.54915606356,-2.10714668513,36ebe4da
433,10_medium_full,blocking,-3.09704611942,-3.79748724732,-3.2368448887,38cbc1f6
434,10_medium_full,interaction,-3.26764169065,-3.74495785035,-3.22916723948,39b67ab6
435,10_medium_full,blocking,-1.8018797939,-3.64371046398,-2.3686856841,40f6b779
436,10_medium_full,blocking,-2.45200846058,-3.72568907078,-2.6234600563,48ec02bc
437,10_medium_full,blocking,-2.4897708074,-3.47035228552,-2.66287175172,4cb73467
438,10_medium_full,blocking,-3.0356079434,-3.42544895466,-3.08600617514,4cffe209
439,10_medium_full,blocking,-3.1509350222,-3.57805023614,-3.34697053904,4de4f27d
440,10_medium_full,density,-3.9534315268,-3.05626315299,-3.76230391591,4ffbe4e0
441,10_medium_full,blocking,-1.8018797939,-3.64371046398,-2.3686856841,53d72c88
442,10_medium_full,blocking,-2.7418510527,-3.39821776014,-2.93711321639,54d4fd9d
443,10_medium_full,blocking,-2.82181461529,-3.301044235,-2.949472379,54f6b927
444,10_medium_full,interaction,-1.26375166474,-3.58347131294,-1.163167277,72e6961c
445,10_medium_full,blocking,-3.25919759003,-3.27913711418,-3.2940013917,76abf978
446,10_medium_full,blocking,-2.31575430158,-3.41581801281,-2.49051418426,81a10227
447,10_medium_full,interaction,-3.71397382579,-3.93568783079,-3.67482731907,81a6c621
448,10_medium_full,blocking,-1.98170612745,-3.58880704951,-2.21751710661,85e50169
449,10_medium_full,blocking,-2.07656297709,-3.64546365141,-2.4632666706,89fbc220
450,10_medium_full,blocking,-2.70998160557,-3.47264429274,-2.73692895413,93c70cc1
451,10_medium_full,blocking,-1.53141690698,-3.2795945142,-1.61607413354,96abd246
452,10_medium_full,interaction,-1.59502918458,-3.29648780637,-1.52733732189,9ea4fe94
453,10_medium_full,blocking,-3.26389721589,-3.74169864582,-3.27708993778,a0a4f4ea
454,10_medium_full,blocking,-1.6169833278,-3.42126052915,-1.64018888026,a5e116c5
455,10_medium_full,interaction,-2.46296919983,-3.51102542486,-2.43712762588,a7b511d6
456,10_medium_full,blocking,-2.61894120918,-3.40726072652,-2.71185282842,b0d5043d
457,10_medium_full,blocking,-2.16901666674,-3.55723971631,-2.27505184479,b3dbd892
458,10_medium_full,interaction,-1.43335748301,-3.40701672707,-1.3467408151,b9bbc96c
459,10_medium_full,interaction,-1.46955861903,-3.54533238064,-1.35816102733,bca124ea
460,10_medium_full,interaction,-2.45206301112,-3.58368785509,-2.27946441101,bfabcc7d
461,10_medium_full,blocking,-2.24792696156,-3.46314378107,-2.43680722949,c6c100be
462,10_medium_full,blocking,-2.27900244461,-3.33921576417,-2.29135139534,e0a10efa
463,10_medium_full,density,-3.7893996558,-3.67296160042,-3.90521670649,e3a4effd
464,10_medium_full,blocking,-1.39612671267,-3.26248862832,-1.49206371735,e5b69f84
465,10_medium_full,blocking,-1.88146758211,-3.35668415476,-2.15942562082,eaaff660
466,10_medium_full,interaction,-2.21854010649,-3.51634339494,-2.2038516113,f8e11654
467,10_medium_pruned,blocking,-2.09281734209,-3.73810538945,-2.50412293623,19b680e2
468,10_medium_pruned,interaction,-1.14827579638,-3.367393836,-1.06671801494,1feffe13
469,10_medium_pruned,blocking,-4.22551915288,-5.45715663283,-4.27860860216,29e72a67
470,10_medium_pruned,interaction,-1.08873257836,-3.45329924402,-0.994405471012,2bd72f3e
471,10_medium_pruned,interaction,-2.54679490974,-3.38781611183,-2.28689758259,31cfd831
472,10_medium_pruned,blocking,-2.38085016149,-3.50481774573,-2.43395354814,33a74451
473,10_medium_pruned,interaction,-1.63925881556,-3.19272060738,-1.48528341912,3ed1161d
474,10_medium_pruned,interaction,-1.08873257836,-3.45329924402,-0.994405471012,42f75809
475,10_medium_pruned,blocking,-1.79988664214,-3.52138484471,-2.17838584962,43c516b5
476,10_medium_pruned,interaction,-2.19593853634,-3.57817533995,-2.13693004366,43cad2c3
477,10_medium_pruned,blocking,-1.4562666394,-3.45460717394,-1.68698445827,4fba815c
478,10_medium_pruned,blocking,-2.55270228735,-3.47228319445,-2.69118975471,5efbf191
479,10_medium_pruned,blocking,-1.58954072278,-3.60890286291,-1.9842730237,6db76212
480,10_medium_pruned,blocking,-1.40422643472,-3.47532841161,-1.59780816382,71ebc315
481,10_medium_pruned,interaction,-3.06292025648,-3.39406613801,-3.05432732704,76f6a1e9
482,10_medium_pruned,blocking,-2.52460938036,-4.39912655355,-2.54197587655,93ebead7
483,10_medium_pruned,blocking,-1.90591658436,-3.40933325261,-1.95316570643,94a4f5d4
484,10_medium_pruned,blocking,-1.51998052206,-3.54203118242,-1.73398493121,95e69707
485,10_medium_pruned,blocking,-1.52380585043,-3.45052090421,-1.74975128579,9ba1165f
486,10_medium_pruned,interaction,-1.85812991172,-3.34302913755,-1.80615199904,9da51cdd
487,10_medium_pruned,blocking,-2.75929752,-3.57758292945,-2.98659497066,9dd11e8e
488,10_medium_pruned,blocking,-1.96879840582,-3.36319624372,-2.13891544798,a9cbcabb
489,10_medium_pruned,blocking,-1.77662578559,-3.50543271513,-2.08268558964,abd12ee2
490,10_medium_pruned,blocking,-2.69543055069,-3.51560690174,-2.76109411517,b0c6f3a8
491,10_medium_pruned,blocking,-1.67410300939,-3.52989742304,-1.75622947566,bdd7483e
492,10_medium_pruned,blocking,-1.67736028532,-3.50751140047,-1.75228219014,cefc077d
493,10_medium_pruned,blocking,-2.41868619419,-4.15426733996,-2.53278571448,d0f687f1
494,10_medium_pruned,blocking,-1.52380585043,-3.45052090421,-1.74975128579,d1bbc1e6
495,10_medium_pruned,interaction,-1.08873257836,-3.45329924402,-0.994405471012,d8aacc7a
496,10_medium_pruned,blocking,-1.46622246014,-3.54186828334,-1.49217029612,d9fa7f02
497,10_medium_pruned,blocking,-1.92785627227,-3.59107810997,-2.02270832121,daa11f50
498,10_medium_pruned,blocking,-1.46622246014,-3.54186828334,-1.49217029612,e1b6994c
499,10_medium_pruned,interaction,-1.43514671098,-3.51143838895,-1.42901805727,e9b10766
500,10_medium_pruned,blocking,-2.60237209176,-3.78030290784,-2.87858059939,ecefd3a0
501,10_medium_pruned,blocking,-2.52967179531,-3.67395584153,-2.5503239607,eefbf52d
