,correlation,heuristic,path_length
0,0.23649617854789515,density,5
1,0.041804835981168804,linear,5
2,-0.0016335651540767661,non-linear,5
3,0.012065281016272238,interaction,5
4,0.17959311117613108,blocking,5
5,-0.12308755523408242,density,4
6,0.2039626275901944,linear,4
7,0.24628771521400172,non-linear,4
8,0.3650899763770706,interaction,4
9,0.5947841530514376,blocking,4
10,0.3188041949157642,density,3
11,0.44555197032212623,linear,3
12,0.27677190454378553,non-linear,3
13,0.5457448198068382,interaction,3
14,0.6114809751500039,blocking,3
15,-0.18719983597905332,density,2
16,0.4377858602681929,linear,2
17,0.3560778608877278,non-linear,2
18,0.6206485883381109,interaction,2
19,0.5075986034100137,blocking,2
20,0.20761275192836254,density,1
21,0.2827024875979607,linear,1
22,0.39944596821196265,non-linear,1
23,0.6232456153537536,interaction,1
24,0.6771901004758735,blocking,1
25,0.12000937185182521,density,7
26,0.018465981171015604,linear,7
27,0.06749446526470798,non-linear,7
28,0.5464082695545064,interaction,7
29,0.7238398424880776,blocking,7
30,-0.19159438571378581,density,6
31,0.0626855952000257,linear,6
32,0.05411002348615961,non-linear,6
33,0.38477625090327033,interaction,6
34,0.6664692602707515,blocking,6
35,0.3862754651388676,density,5
36,-0.03011705386939559,linear,5
37,0.03449110760997011,non-linear,5
38,0.19801081169780813,interaction,5
39,0.14549993199332004,blocking,5
40,-0.07126005595634745,density,4
41,0.378556649057519,linear,4
42,0.22167439681065385,non-linear,4
43,0.4947936746716438,interaction,4
44,0.6716826181947252,blocking,4
45,0.2484749624628945,density,3
46,0.49155414001456554,linear,3
47,0.5896533757049155,non-linear,3
48,0.6027042728387828,interaction,3
49,0.5986653500334221,blocking,3
50,0.11021817859253777,density,2
51,0.5733877972975853,linear,2
52,0.18620626176697416,non-linear,2
53,0.5002246855932236,interaction,2
54,0.577127798565646,blocking,2
55,0.27295251606404375,density,1
56,0.07286246688666984,linear,1
57,0.5052337399310907,non-linear,1
58,0.657418355079615,interaction,1
59,0.6509205069392735,blocking,1
60,0.34608218138468305,density,7
61,0.001458944282619489,linear,7
62,0.00349960020880076,non-linear,7
63,0.33187174717837253,interaction,7
64,0.4828154259768487,blocking,7
65,-0.2514192243632112,density,6
66,0.03967208195185123,linear,6
67,0.05366414236626622,non-linear,6
68,0.47739695595619075,interaction,6
69,0.9092534674876267,blocking,6
70,0.3031742763347932,density,5
71,0.05720187504080586,linear,5
72,0.23502926524258316,non-linear,5
73,0.35734278368488853,interaction,5
74,0.21532225003081223,blocking,5
75,-0.18497126874085118,density,4
76,0.05826687248672503,linear,4
77,0.3679044498560076,non-linear,4
78,0.443566744351413,interaction,4
