,board_state,player,probs_blocking,probs_density,probs_interaction
0,"[[0, 2, 0, 1, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 1, 0, 0, 0], [2, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",1,"[[0.00031038195061670551, -2e-05, 0.26137166327563788, -1e-05, -1e-05, 0.030697051184377596], [0.001254151877542533, -2e-05, -1e-05, -2e-05, 0.004047714565206589, 0.00089116344410952221], [0.039876121194814859, -1e-05, -1e-05, 0.26137166327563788, 0.04335926930691146, 0.0028108351822472111], [-2e-05, -1e-05, 0.26137166327563788, -2e-05, 0.0048826805611926743, 1.9991203870297071e-05], [0.001254151877542533, -1e-05, 0.072478112541781034, 0.0077442109810352587, 1.9991203870297071e-05, 1.9991203870297071e-05], [0.0012949880763037467, -2e-05, 0.0024112701082004162, 0.0024929425057228431, -2e-05, 1.9991203870297071e-05]]","[[0.035298586269100415, -2e-05, 0.082336713022740565, -1e-05, -1e-05, 0.035298586269100415], [0.058817649645920497, -2e-05, -1e-05, -2e-05, 0.070577181334330538, 0.035298586269100415], [0.082336713022740565, -1e-05, -1e-05, 0.10585577639956066, 0.047058117957510449, 0.023539054580690374], [-2e-05, -1e-05, 0.10585577639956066, -2e-05, 0.023539054580690374, 1.9991203870297067e-05], [0.070577181334330538, -1e-05, 0.070577181334330538, 0.047058117957510449, 0.011779522892280334, 1.9991203870297067e-05], [0.035298586269100415, -2e-05, 0.035298586269100415, 0.023539054580690374, -2e-05, 1.9991203870297067e-05]]","[[0.00034288272690865754, -2e-05, 0.29062236193839475, -1e-05, -1e-05, 0.0050702164313921536], [0.0013922801767833289, -2e-05, -1e-05, -2e-05, 0.0044985007469266819, 0.0009886657729853783], [0.016290696856975179, -1e-05, -1e-05, 0.29062236193839475, 0.02145545384934619, 0.0031231887844994878], [-2e-05, -1e-05, 0.29062236193839475, -2e-05, 0.0054269168385200793, 1.9991203870297071e-05], [0.0013922801767833289, -1e-05, 0.052576846720136648, 0.0086087121465174363, 1.9991203870297071e-05, 1.9991203870297071e-05], [0.0014376867972105986, -2e-05, 0.0026789040517474086, 0.0027697172926019467, -2e-05, 1.9991203870297071e-05]]"
1,"[[0, 2, 0, 1, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 1, 2, 0, 0], [2, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",2,"[[0.00099310537463331741, -2e-05, 0.0054305041708803186, -1e-05, -1e-05, 0.0019662191457401157], [0.0023987141551209154, -2e-05, -1e-05, -2e-05, 0.0014256003840141169, 0.00099310537463331741], [0.0058629991802611183, -1e-05, -1e-05, -2e-05, 0.084369493283063812, 1.999160352651886e-05], [-2e-05, -1e-05, 0.010773853131866629, -2e-05, 0.0048898854091543207, 0.004457390399773521], [0.0023987141551209154, -1e-05, 0.043810111303332448, 0.38926550004624594, 0.0014256003840141169, 1.999160352651886e-05], [0.004457390399773521, -2e-05, 0.044783225074439256, 0.38926550004624594, -2e-05, 0.00099310537463331741]]","[[0.040003198656564244, -2e-05, 0.069990603946342544, -1e-05, -1e-05, 0.020011595130045377], [0.049999000419823671, -2e-05, -1e-05, -2e-05, 0.049999000419823671, 0.030007396893304811], [0.049999000419823671, -1e-05, -1e-05, -2e-05, 0.059994802183083097, 0.030007396893304811], [-2e-05, -1e-05, 0.089982207472861397, -2e-05, 0.059994802183083097, 0.040003198656564244], [0.040003198656564244, -1e-05, 0.069990603946342544, 0.059994802183083097, 0.049999000419823671, 0.040003198656564244], [0.030007396893304811, -2e-05, 0.049999000419823671, 0.040003198656564244, -2e-05, 0.030007396893304811]]","[[0.0011158345640815187, -2e-05, 0.0061128784642123192, -1e-05, -1e-05, 0.0022116775246365187], [0.0026987188404387413, -2e-05, -1e-05, -2e-05, 0.0016028758798837411, 0.0011158345640815187], [0.0065999197800145418, -1e-05, -1e-05, -2e-05, 0.051660982318036147, 1.999160352651886e-05], [-2e-05, -1e-05, 0.012130131038930106, -2e-05, 0.0055040768194595429, 0.0050170355036573194], [0.0026987188404387413, -1e-05, 0.0099591443737417022, 0.43835717582552652, 0.0016028758798837411, 1.999160352651886e-05], [0.0050170355036573194, -2e-05, 0.0070820906826587413, 0.43835717582552652, -2e-05, 0.0011158345640815187]]"
2,"[[0, 2, 1, 1, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 1, 2, 0, 0], [2, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",1,"[[0.00047670628413747611, -2e-05, -1e-05, -1e-05, -1e-05, 0.41106284484807881], [0.0019610276971884317, -2e-05, -1e-05, -2e-05, 0.0019610276971884317, 0.0013901348460149874], [0.0024819674238841997, -1e-05, -1e-05, -2e-05, 0.0038451197419922204, 0.0020395254642247805], [-2e-05, -1e-05, 0.41106284484807881, -2e-05, 0.0033384523365757885, 1.9992003198720512e-05], [0.0019610276971884317, -1e-05, 0.11397905976204871, 0.032263746441923799, 1.9992003198720512e-05, 1.9992003198720512e-05], [0.00099764601083324428, -2e-05, 0.0037808942962352086, 0.0073180065916117068, -2e-05, 1.9992003198720512e-05]]","[[0.054052433080821714, -2e-05, -1e-05, -1e-05, -1e-05, 0.04054432281141597], [0.081068653619633224, -2e-05, -1e-05, -2e-05, 0.094576763889038976, 0.04054432281141597], [0.10808487415844471, -1e-05, -1e-05, -2e-05, 0.067560543350227473, 0.027036212542010222], [-2e-05, -1e-05, 0.12159298442785046, -2e-05, 0.027036212542010222, 1.9992003198720508e-05], [0.081068653619633224, -1e-05, 0.081068653619633224, 0.054052433080821714, 0.013528102272604467, 1.9992003198720508e-05], [0.04054432281141597, -2e-05, 0.04054432281141597, 0.027036212542010222, -2e-05, 1.9992003198720508e-05]]","[[0.00049555563476423169, -2e-05, -1e-05, -1e-05, -1e-05, 0.42802726041215872], [0.0020411374373521429, -2e-05, -1e-05, -2e-05, 0.0020411374373521429, 0.0014466828978952535], [0.0025835772046065536, -1e-05, -1e-05, -2e-05, 0.004002989064126064, 0.0021228749365274648], [-2e-05, -1e-05, 0.42802726041215872, -2e-05, 0.0034754106603580755, 1.9992003198720512e-05], [0.0020411374373521429, -1e-05, 0.0774271931517099, 0.033594499296179373, 1.9992003198720512e-05, 1.9992003198720512e-05], [0.0010379954020186427, -2e-05, 0.0039361129284371642, 0.0076192076742085078, -2e-05, 1.9992003198720512e-05]]"
3,"[[0, 2, 0, 1, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 0, 0, 0, 0], [2, 1, 1, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",1,"[[1.9991203870297077e-05, -2e-05, 0.24447623054079873, -1e-05, -1e-05, 0.038381882458546332], [0.026910177530932423, -2e-05, -1e-05, -2e-05, 0.040557542988645001, 0.00083484533499339193], [0.0036598427508307712, -1e-05, 0.24447623054079873, 0.24447623054079873, 0.0057270327537554009, 1.9991203870297077e-05], [-2e-05, -1e-05, -1e-05, -2e-05, 1.9991203870297077e-05, 1.9991203870297077e-05], [0.0011743678896280146, -1e-05, 0.067793959173053725, 0.049891783673556636, 1.9991203870297077e-05, 1.9991203870297077e-05], [0.026910177530932423, -2e-05, 0.0022566826454224658, 0.0023330752202152553, -2e-05, 1.9991203870297077e-05]]","[[0.022232439948644819, -2e-05, 0.066657337438193867, -1e-05, -1e-05, 0.03333866432103208], [0.055551113065806595, -2e-05, -1e-05, -2e-05, 0.066657337438193867, 0.03333866432103208], [0.077763561810581125, -1e-05, 0.12218845930013016, 0.099976010555355654, 0.044444888693419338, 0.022232439948644819], [-2e-05, -1e-05, -1e-05, -2e-05, 0.022232439948644819, 1.9991203870297067e-05], [0.066657337438193867, -1e-05, 0.077763561810581125, 0.055551113065806595, 0.011126215576257559, 1.9991203870297067e-05], [0.044444888693419338, -2e-05, 0.044444888693419338, 0.03333866432103208, -2e-05, 1.9991203870297067e-05]]","[[1.9991203870297071e-05, -2e-05, 0.28554861598265191, -1e-05, -1e-05, 0.016274404185891413], [0.0035097855067220724, -2e-05, -1e-05, -2e-05, 0.018815608946422566, 0.0009717532864662355], [0.0042713934565660307, -1e-05, 0.28554861598265191, 0.28554861598265191, 0.0066859029830665913, 1.9991203870297071e-05], [-2e-05, -1e-05, -1e-05, -2e-05, 1.9991203870297071e-05, 1.9991203870297071e-05], [0.0013683208208812101, -1e-05, 0.051659235028090895, 0.030749220357225323, 1.9991203870297071e-05, 1.9991203870297071e-05], [0.0035543993543437568, -2e-05, 0.002632481002016292, 0.0027217086972596612, -2e-05, 1.9991203870297071e-05]]"
4,"[[0, 2, 0, 1, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 0, 0, 0, 0], [2, 1, 1, 2, 0, 0], [0, 1, 0, 2, 0, 0], [0, 2, 0, 0, 2, 0]]",2,"[[0.037999259524865957, -2e-05, 0.0034817084829141792, -1e-05, -1e-05, 1.999160352651886e-05], [0.0012652135025868283, -2e-05, -1e-05, -2e-05, 0.0014382492270806821, 0.00064260255305667363], [0.0040740536223977291, -1e-05, 0.24906437141558838, 0.24906437141558838, 0.053987908708800325, 0.00064260255305667363], [-2e-05, -1e-05, -1e-05, -2e-05, 0.0034514426728675745, 0.00064260255305667363], [0.0012652135025868283, -1e-05, 0.040215754505193303, -2e-05, 0.053987908708800325, 0.00091931853062563124], [0.0034817084829141792, -2e-05, 0.042432249485520657, 0.24906437141558838, -2e-05, 0.002859097533384025]]","[[0.039219214204543898, -2e-05, 0.058818825505052581, -1e-05, -1e-05, 0.0098197972537808625], [0.049019019854798243, -2e-05, -1e-05, -2e-05, 0.029419408554289549, 0.019619602904035208], [0.049019019854798243, -1e-05, 0.088218242455815624, 0.068618631155306947, 0.049019019854798243, 0.029419408554289549], [-2e-05, -1e-05, -1e-05, -2e-05, 0.058818825505052581, 0.039219214204543898], [0.039219214204543898, -1e-05, 0.078418436805561278, -2e-05, 0.058818825505052581, 0.039219214204543898], [0.029419408554289549, -2e-05, 0.068618631155306947, 0.058818825505052581, -2e-05, 0.039219214204543898]]","[[0.014916453395840952, -2e-05, 0.0039640072018726265, -1e-05, -1e-05, 1.999160352651886e-05], [0.0014387022504136076, -2e-05, -1e-05, -2e-05, 0.0016358459280316339, 0.00072934692697006339], [0.0046388799748709976, -1e-05, 0.28376212098094428, 0.28376212098094428, 0.033807570874869547, 0.00072934692697006339], [-2e-05, -1e-05, -1e-05, -2e-05, 0.0039295246514274539, 0.00072934692697006339], [0.0014387022504136076, -1e-05, 0.019057612671805085, -2e-05, 0.03313269810187118, 0.0010446159596116385], [0.0039640072018726265, -2e-05, 0.020282332331400563, 0.28376212098094428, -2e-05, 0.0032546518784290815]]"
5,"[[0, 2, 0, 1, 1, 0], [2, 2, 1, 2, 0, 0], [0, 1, 0, 0, 0, 0], [2, 1, 1, 2, 0, 0], [0, 1, 0, 2, 0, 0], [0, 2, 0, 0, 2, 0]]",2,"[[0.16816458417527522, -2e-05, 0.0023572018343905841, -1e-05, -1e-05, 1.9992003198720515e-05], [-2e-05, -2e-05, -1e-05, -2e-05, 0.0009775416169961219, 1.9992003198720515e-05], [0.16816458417527522, -1e-05, 0.16816458417527522, 0.16816458417527522, 0.036456925126887703, 0.00044035348362891176], [-2e-05, -1e-05, -1e-05, -2e-05, 0.002336767595758561, 0.00044035348362891176], [0.018936258622557326, -1e-05, 0.027158529179771872, -2e-05, 0.036456925126887703, 0.00062718080826455237], [0.0023572018343905841, -2e-05, 0.028655016050103347, 0.16816458417527522, -2e-05, 0.0019368403539603929]]","[[0.058249127533452648, -2e-05, 0.06795398345516164, -1e-05, -1e-05, 0.009724847924907706], [-2e-05, -2e-05, -1e-05, -2e-05, 0.029134559768325685, 0.019429703846616693], [0.06795398345516164, -1e-05, 0.09706855122028861, 0.06795398345516164, 0.048544271611743663, 0.029134559768325685], [-2e-05, -1e-05, -1e-05, -2e-05, 0.058249127533452648, 0.038839415690034663], [0.038839415690034663, -1e-05, 0.077658839376870625, -2e-05, 0.058249127533452648, 0.038839415690034663], [0.029134559768325685, -2e-05, 0.06795398345516164, 0.058249127533452648, -2e-05, 0.038839415690034663]]","[[0.18329603841141023, -2e-05, 0.0025675290482728608, -1e-05, -1e-05, 1.9992003198720519e-05], [-2e-05, -2e-05, -1e-05, -2e-05, 0.0010637122037086355, 1.9992003198720519e-05], [0.18329603841141023, -1e-05, 0.18329603841141023, 0.18329603841141023, 0.021844223604417647, 0.00047818211921924928], [-2e-05, -1e-05, -1e-05, -2e-05, 0.002545255917632975, 0.00047818211921924928], [0.002310942583301365, -1e-05, 0.012316861453172822, -2e-05, 0.021408306619037008, 0.00068182217078392878], [0.0025675290482728608, -2e-05, 0.013107938117260671, 0.18329603841141023, -2e-05, 0.0021093389322523323]]"
6,"[[0, 2, 0, 1, 1, 0], [2, 2, 1, 2, 0, 0], [0, 1, 0, 1, 0, 0], [2, 1, 1, 2, 0, 0], [0, 1, 0, 2, 0, 0], [0, 2, 0, 0, 2, 0]]",1,"[[1.9992402886902965e-05, -2e-05, 0.17635527028889614, -1e-05, -1e-05, 0.17635527028889614], [-2e-05, -2e-05, -1e-05, -2e-05, 0.17635527028889614, 0.00060777666250693373], [0.026911122280503307, -1e-05, 0.17635527028889614, -1e-05, 0.029261219700565055, 0.0016763844406256635], [-2e-05, -1e-05, -1e-05, -2e-05, 0.027547888561758344, 1.9992402886902965e-05], [0.00065675868414193637, -1e-05, 0.028480506253688795, -2e-05, 1.9992402886902965e-05, 1.9992402886902965e-05], [0.17635527028889614, -2e-05, 0.0016885049918975898, 0.0012935249653969697, -2e-05, 1.9992402886902965e-05]]","[[0.022999765836108712, -2e-05, 0.080449199419163245, -1e-05, -1e-05, 0.045979539269330509], [-2e-05, -2e-05, -1e-05, -2e-05, 0.091939086135774131, 0.045979539269330509], [0.080449199419163245, -1e-05, 0.14938851971882866, -1e-05, 0.068959312702552317, 0.034489652552719616], [-2e-05, -1e-05, -1e-05, -2e-05, 0.045979539269330509, 0.011509879119497805], [0.068959312702552317, -1e-05, 0.091939086135774131, -2e-05, 0.022999765836108712, 0.011509879119497805], [0.045979539269330509, -2e-05, 0.045979539269330509, 0.034489652552719616, -2e-05, 1.9992402886902972e-05]]","[[1.9992402886902968e-05, -2e-05, 0.1886917777137305, -1e-05, -1e-05, 0.1886917777137305], [-2e-05, -2e-05, -1e-05, -2e-05, 0.1886917777137305, 0.00064889835392304828], [0.012439772585189076, -1e-05, 0.1886917777137305, -1e-05, 0.013936833466721227, 0.0017922664859938635], [-2e-05, -1e-05, -1e-05, -2e-05, 0.011055326512474262, 1.9992402886902968e-05], [0.00070130718317606045, -1e-05, 0.012678887868655944, -2e-05, 1.9992402886902968e-05, 1.9992402886902968e-05], [0.1886917777137305, -2e-05, 0.0018052349973141243, 0.0013826219634652181, -2e-05, 1.9992402886902968e-05]]"
7,"[[0, 2, 0, 1, 1, 0], [2, 2, 1, 2, 0, 0], [0, 1, 0, 1, 0, 0], [2, 1, 1, 2, 0, 0], [0, 1, 0, 2, 0, 0], [2, 2, 0, 0, 2, 0]]",2,"[[0.0, -2e-05, 0.0, -1e-05, -1e-05, 0.0], [-2e-05, -2e-05, -1e-05, -2e-05, 1.0, 0.0], [0.0, -1e-05, 0.0, -1e-05, 0.0, 0.0], [-2e-05, -1e-05, -1e-05, -2e-05, 0.0, 0.0], [0.0, -1e-05, 0.0, -2e-05, 0.0, 0.0], [-2e-05, -2e-05, 0.0, 0.0, -2e-05, 0.0]]","[[0.061853402878056678, -2e-05, 0.072158971223967611, -1e-05, -1e-05, 0.010325561148502001], [-2e-05, -2e-05, -1e-05, -2e-05, 0.030936697840323872, 0.020631129494412936], [0.072158971223967611, -1e-05, 0.10307567626170042, -1e-05, 0.051547834532145731, 0.030936697840323872], [-2e-05, -1e-05, -1e-05, -2e-05, 0.061853402878056678, 0.041242266186234805], [0.061853402878056678, -1e-05, 0.09277010791578949, -2e-05, 0.061853402878056678, 0.041242266186234805], [-2e-05, -2e-05, 0.08246453956987855, 0.061853402878056678, -2e-05, 0.041242266186234805]]","[[0.0, -2e-05, 0.0, -1e-05, -1e-05, 0.0], [-2e-05, -2e-05, -1e-05, -2e-05, 1.0, 0.0], [0.0, -1e-05, 0.0, -1e-05, 0.0, 0.0], [-2e-05, -1e-05, -1e-05, -2e-05, 0.0, 0.0], [0.0, -1e-05, 0.0, -2e-05, 0.0, 0.0], [-2e-05, -2e-05, 0.0, 0.0, -2e-05, 0.0]]"
8,"[[0, 2, 0, 1, 1, 0], [2, 2, 1, 2, 1, 0], [0, 1, 0, 1, 0, 0], [2, 1, 1, 2, 0, 0], [0, 1, 0, 2, 0, 0], [2, 2, 0, 0, 2, 0]]",1,"[[1.9993202311214192e-05, -2e-05, 0.18681128642729392, -1e-05, -1e-05, 0.18681128642729392], [-2e-05, -2e-05, -1e-05, -2e-05, -1e-05, 0.00064263084639448981], [0.028505665419121071, -1e-05, 0.18681128642729392, -1e-05, 0.18681128642729392, 0.0017746030258588125], [-2e-05, -1e-05, -1e-05, -2e-05, 0.18681128642729392, 1.9993202311214192e-05], [0.00095394966843612779, -1e-05, 0.030168107928823424, -2e-05, 1.9993202311214192e-05, 1.9993202311214192e-05], [-2e-05, -2e-05, 0.002170171180481021, 0.0016284737828596767, -2e-05, 1.9993202311214192e-05]]","[[0.023000685514051659, -2e-05, 0.091942762449272991, -1e-05, -1e-05, 0.068962070137532541], [-2e-05, -2e-05, -1e-05, -2e-05, -1e-05, 0.068962070137532541], [0.080452416293402773, -1e-05, 0.1608848393844943, -1e-05, 0.091942762449272991, 0.057471723981662316], [-2e-05, -1e-05, -1e-05, -2e-05, 0.057471723981662316, 0.023000685514051659], [0.068962070137532541, -1e-05, 0.091942762449272991, -2e-05, 0.023000685514051659, 0.011510339358181436], [-2e-05, -2e-05, 0.045981377825792091, 0.034491031669921873, -2e-05, 1.9993202311214185e-05]]","[[1.9993202311214185e-05, -2e-05, 0.19308866473554556, -1e-05, -1e-05, 0.19308866473554556], [-2e-05, -2e-05, -1e-05, -2e-05, -1e-05, 0.00066355544075532874], [0.014075392489930678, -1e-05, 0.19308866473554556, -1e-05, 0.19308866473554556, 0.0018335691021443741], [-2e-05, -1e-05, -1e-05, -2e-05, 0.19308866473554556, 1.9993202311214185e-05], [0.00098533655997738593, -1e-05, 0.012973896864310676, -2e-05, 1.9993202311214185e-05, 1.9993202311214185e-05], [-2e-05, -2e-05, 0.0022424308686388962, 0.0016825289849585103, -2e-05, 1.9993202311214185e-05]]"
9,"[[0, 2, 0, 1, 1, 0], [2, 2, 1, 2, 1, 0], [0, 1, 1, 1, 0, 0], [2, 1, 1, 2, 0, 0], [0, 1, 0, 2, 0, 0], [2, 2, 0, 0, 2, 0]]",1,"[[0.00041925233721494288, -2e-05, 0.15972348766908651, -1e-05, -1e-05, 0.15972348766908651], [-2e-05, -2e-05, -1e-05, -2e-05, -1e-05, 0.00055233858227080892], [0.15972348766908651, -1e-05, -1e-05, -1e-05, 0.15972348766908651, 0.019317499135147912], [-2e-05, -1e-05, -1e-05, -2e-05, 0.15972348766908651, 0.00072978690901196353], [0.00081851107238254089, -1e-05, 0.15972348766908651, -2e-05, 0.00079910266164522699, 1.9993602047344856e-05], [-2e-05, -2e-05, 0.017587377949421654, 0.0013952181342912935, -2e-05, 1.9993602047344856e-05]]","[[0.037045182578611877, -2e-05, 0.11109556053174095, -1e-05, -1e-05, 0.074070371555176415], [-2e-05, -2e-05, -1e-05, -2e-05, -1e-05, 0.074070371555176415], [0.098753830872886111, -1e-05, -1e-05, -1e-05, 0.11109556053174095, 0.061728641896321566], [-2e-05, -1e-05, -1e-05, -2e-05, 0.074070371555176415, 0.024703452919757032], [0.086412101214031256, -1e-05, 0.11109556053174095, -2e-05, 0.037045182578611877, 0.01236172326090219], [-2e-05, -2e-05, 0.049386912237466725, 0.037045182578611877, -2e-05, 1.9993602047344852e-05]]","[[0.00043174225752883136, -2e-05, 0.16471945579464195, -1e-05, -1e-05, 0.16471945579464195], [-2e-05, -2e-05, -1e-05, -2e-05, -1e-05, 0.00056899180935599349], [0.16471945579464195, -1e-05, -1e-05, -1e-05, 0.16471945579464195, 0.0036342318001626149], [-2e-05, -1e-05, -1e-05, -2e-05, 0.16471945579464195, 0.00075199121179220978], [0.00084349091301031786, -1e-05, 0.16471945579464195, -2e-05, 0.0008234753533688568, 1.9993602047344856e-05], [-2e-05, -2e-05, 0.0031511157119070562, 0.0014382389709280208, -2e-05, 1.9993602047344856e-05]]"
