,board,heuristic,likelihoods_block,likelihoods_density,likelihoods_interaction,userid,diff,diff_block_int
389,10_easy_full,blocking,-3.551422249,-3.966406433,-3.689369902,dacfd3d4,0.414984184,0.137947653
390,10_easy_full,blocking,-1.946694256,-3.840279051,-2.230823694,daf74d3f,1.893584795,0.284129438
391,10_easy_full,interaction,-2.792919354,-3.692368693,-2.769948881,e6abcdb2,0.922419812,-0.022970474
392,10_easy_full,blocking,-3.389156883,-4.15556933,-3.531332482,e9bbf006,0.766412447,0.142175599
393,10_easy_full,blocking,-2.28482808,-3.794154815,-2.504595602,f1fbe0de,1.509326735,0.219767522
394,10_easy_full,density,-4.542869388,-3.976320835,-4.716139618,f5dac888,0.739818784,0.17327023
395,10_easy_full,density,-4.442370738,-4.075493559,-4.384308218,fcf4f6d3,0.366877179,-0.058062519
396,10_easy_full,density,-4.514456656,-3.945645451,-4.64251026,fedbec09,0.696864809,0.128053604
397,10_easy_pruned,blocking,-0.582228428,-3.793842338,-0.600642945,29bff31a,3.21161391,0.018414517
398,10_easy_pruned,density,-5.157745835,-3.527091747,-5.249830922,2fd101b0,1.722739175,0.092085087
399,10_easy_pruned,interaction,-3.112125539,-3.949182579,-3.076436519,39afd1eb,0.87274606,-0.03568902
400,10_easy_pruned,density,-4.607118586,-4.145102832,-4.590202535,3ab7160d,0.462015754,-0.016916051
401,10_easy_pruned,density,-3.90206605,-3.515222014,-4.294643264,3ebbc051,0.77942125,0.392577214
402,10_easy_pruned,density,-4.199985125,-4.010766344,-4.290480565,43dbc360,0.279714221,0.090495441
403,10_easy_pruned,density,-10.82109741,-4.695056073,-10.82109741,44b696ef,6.126041341,0
404,10_easy_pruned,blocking,-3.648737221,-3.676726113,-3.750122934,46c12352,0.101385713,0.101385713
405,10_easy_pruned,blocking,-3.977150306,-5.059369461,-4.109253075,47dbc824,1.082219155,0.132102769
406,10_easy_pruned,blocking,-1.24982028,-3.992391156,-1.26086899,4eb4f441,2.742570876,0.01104871
407,10_easy_pruned,density,-4.399099193,-3.845636117,-4.43256676,4ecfea32,0.586930643,0.033467567
408,10_easy_pruned,interaction,-3.141847259,-3.711964141,-3.06665776,4fb692a0,0.645306381,-0.075189499
409,10_easy_pruned,interaction,-3.31588562,-3.774271401,-3.304214908,5aebf3c2,0.470056493,-0.011670712
410,10_easy_pruned,density,-5.051301685,-3.997880827,-5.022043925,76bfdf0b,1.053420859,-0.029257761
411,10_easy_pruned,density,-4.714217339,-3.873508608,-4.806550211,89cbfdf9,0.933041603,0.092332872
412,10_easy_pruned,blocking,-4.160601793,-4.915343049,-4.339005654,8defd34b,0.754741256,0.178403861
413,10_easy_pruned,blocking,-1.968612679,-3.84361389,-2.230243033,92f69945,1.875001211,0.261630354
414,10_easy_pruned,blocking,-2.927301257,-3.792823785,-3.221734168,a2c12212,0.865522528,0.294432911
415,10_easy_pruned,blocking,-3.132327394,-3.564141841,-3.22855623,a7bfd4fc,0.431814447,0.096228836
416,10_easy_pruned,blocking,-1.249212634,-4.086980743,-1.260261344,acb11b17,2.83776811,0.01104871
417,10_easy_pruned,blocking,-2.341348564,-4.632426705,-2.528488046,b9e10f8b,2.291078141,0.187139482
418,10_easy_pruned,density,-4.918900492,-3.915735398,-4.865911751,c3dfd812,1.003165094,-0.052988742
419,10_easy_pruned,blocking,-2.02077792,-3.856104554,-2.230870143,c7c6f18d,1.835326635,0.210092223
420,10_easy_pruned,density,-4.148270819,-3.794408781,-4.092491877,cdc50047,0.353862038,-0.055778942
421,10_easy_pruned,density,-4.112524543,-4.073730463,-4.083388814,ceafe698,0.038794079,-0.029135729
422,10_easy_pruned,blocking,-1.24982028,-3.992391156,-1.26086899,cec10cc8,2.742570876,0.01104871
423,10_easy_pruned,density,-5.46357948,-4.116738611,-5.429321372,d5aff345,1.346840869,-0.034258109
424,10_easy_pruned,blocking,-3.519934172,-4.014325396,-3.604996937,e2bbe5e1,0.494391223,0.085062765
425,10_easy_pruned,blocking,-3.568567959,-3.934907976,-3.584930442,eec719ce,0.366340017,0.016362483
426,10_easy_pruned,blocking,-2.125485695,-4.042342489,-2.154204882,f8efd664,1.916856794,0.028719187
427,10_easy_pruned,interaction,-2.753269302,-3.984281454,-2.730800796,fdc4f07b,1.253480659,-0.022468507
428,10_medium_full,interaction,-2.451908384,-4.476060868,-2.434482118,18c75602,2.04157875,-0.017426266
429,10_medium_full,interaction,-2.122995428,-3.30745637,-1.931715666,1debf4d1,1.375740704,-0.191279762
430,10_medium_full,blocking,-1.976104969,-4.724464081,-2.189648818,33bbca9a,2.748359112,0.213543849
431,10_medium_full,interaction,-2.189085283,-3.830871199,-2.159833958,34d51755,1.671037241,-0.029251325
432,10_medium_full,blocking,-2.053424835,-4.371005527,-2.142254213,36ebe4da,2.317580692,0.088829379
433,10_medium_full,blocking,-3.448156099,-4.414809368,-3.523541516,38cbc1f6,0.966653269,0.075385417
434,10_medium_full,density,-3.496352564,-3.476039131,-3.550599254,39b67ab6,0.074560124,0.05424669
435,10_medium_full,blocking,-1.801879794,-3.643710464,-2.368685684,40f6b779,1.84183067,0.56680589
436,10_medium_full,blocking,-2.970547201,-4.43267355,-3.125935412,48ec02bc,1.462126349,0.155388211
437,10_medium_full,blocking,-2.88121779,-4.723085487,-2.971918299,4cb73467,1.841867697,0.090700509
438,10_medium_full,blocking,-3.141817219,-4.031746682,-3.197259818,4cffe209,0.889929463,0.0554426
439,10_medium_full,blocking,-3.412640808,-4.603571257,-3.524092593,4de4f27d,1.190930449,0.111451785
440,10_medium_full,density,-3.953431527,-3.056263153,-3.762303916,4ffbe4e0,0.897168374,-0.191127611
441,10_medium_full,blocking,-1.801879794,-3.643710464,-2.368685684,53d72c88,1.84183067,0.56680589
442,10_medium_full,blocking,-3.084383408,-4.825157477,-3.180919654,54d4fd9d,1.740774069,0.096536246
443,10_medium_full,blocking,-3.066084934,-4.225222145,-3.145799426,54f6b927,1.159137212,0.079714492
444,10_medium_full,blocking,-1.57940602,-3.658159704,-1.74893225,72e6961c,2.078753684,0.16952623
445,10_medium_full,density,-4.308076394,-4.127148001,-4.307240146,76abf978,0.180928394,-0.000836248
446,10_medium_full,blocking,-3.380387962,-4.908693104,-3.499224756,81a10227,1.528305142,0.118836794
447,10_medium_full,blocking,-4.136243436,-4.330944555,-4.14133029,81a6c621,0.19470112,0.005086855
448,10_medium_full,blocking,-3.688764094,-4.793357322,-3.816495041,85e50169,1.104593228,0.127730947
449,10_medium_full,blocking,-3.148665473,-5.408242387,-3.320533781,89fbc220,2.259576914,0.171868308
450,10_medium_full,blocking,-3.504304434,-4.088631358,-3.512294586,93c70cc1,0.584326924,0.007990152
451,10_medium_full,blocking,-3.041547155,-4.814211094,-3.089922713,96abd246,1.772663938,0.048375558
452,10_medium_full,interaction,-1.655512338,-3.711136005,-1.618589504,9ea4fe94,2.092546501,-0.036922834
453,10_medium_full,blocking,-3.042896371,-3.66526062,-3.189921089,a0a4f4ea,0.622364249,0.147024718
454,10_medium_full,blocking,-2.631601031,-3.395130391,-2.644493004,a5e116c5,0.76352936,0.012891974
455,10_medium_full,blocking,-2.422310765,-3.900975861,-2.527547105,a7b511d6,1.478665096,0.10523634
456,10_medium_full,blocking,-3.644649671,-4.174609206,-3.707277838,b0d5043d,0.529959535,0.062628166
457,10_medium_full,blocking,-3.69966074,-4.596742102,-3.763281847,b3dbd892,0.897081361,0.063621107
458,10_medium_full,blocking,-2.816725987,-3.842644137,-2.883557394,b9bbc96c,1.02591815,0.066831407
459,10_medium_full,interaction,-1.672240032,-4.618203492,-1.590634158,bca124ea,3.027569334,-0.081605874
460,10_medium_full,interaction,-3.568158797,-3.514615184,-3.448882663,bfabcc7d,0.119276134,-0.119276134
461,10_medium_full,blocking,-2.955042401,-4.569993857,-3.066107706,c6c100be,1.614951456,0.111065305
462,10_medium_full,interaction,-2.255177821,-4.20622033,-2.241840549,e0a10efa,1.964379781,-0.013337271
463,10_medium_full,blocking,-3.836788101,-3.957818455,-3.927407292,e3a4effd,0.121030354,0.090619191
464,10_medium_full,blocking,-1.984253515,-4.495538369,-2.015911843,e5b69f84,2.511284854,0.031658328
465,10_medium_full,blocking,-2.231587346,-4.14080765,-2.379831633,eaaff660,1.909220304,0.148244287
466,10_medium_full,blocking,-2.478645295,-4.488744097,-2.484226315,f8e11654,2.010098802,0.00558102
467,10_medium_pruned,blocking,-1.956165352,-5.058213504,-2.209276487,19b680e2,3.102048151,0.253111135
468,10_medium_pruned,interaction,-0.765517198,-5.852048237,-0.711145343,1feffe13,5.140902893,-0.054371854
469,10_medium_pruned,blocking,-3.926213261,-5.33452366,-4.011682604,29e72a67,1.408310399,0.085469343
470,10_medium_pruned,interaction,-1.522000631,-6.400514374,-1.465404367,2bd72f3e,4.935110007,-0.056596264
471,10_medium_pruned,interaction,-2.54679491,-3.387816112,-2.286897583,31cfd831,1.100918529,-0.259897327
472,10_medium_pruned,blocking,-2.569036746,-5.110264416,-2.681289672,33a74451,2.54122767,0.112252927
473,10_medium_pruned,density,-4.418934013,-3.518116267,-4.330948073,3ed1161d,0.900817747,-0.087985941
474,10_medium_pruned,interaction,-1.522000631,-6.400514374,-1.465404367,42f75809,4.935110007,-0.056596264
475,10_medium_pruned,blocking,-2.135720689,-5.062742059,-2.339527954,43c516b5,2.92702137,0.203807266
476,10_medium_pruned,interaction,-2.999015753,-5.992569239,-2.959676758,43cad2c3,3.032892481,-0.039338995
477,10_medium_pruned,blocking,-1.448936382,-4.868764512,-1.580775135,4fba815c,3.41982813,0.131838754
478,10_medium_pruned,blocking,-3.882949457,-5.557010407,-3.954434955,5efbf191,1.67406095,0.071485499
479,10_medium_pruned,blocking,-1.312317785,-5.51686435,-1.55522997,6db76212,4.204546566,0.242912185
480,10_medium_pruned,blocking,-1.259846699,-5.344946593,-1.367392104,71ebc315,4.085099895,0.107545405
481,10_medium_pruned,blocking,-3.804078,-4.745886934,-3.818198657,76f6a1e9,0.941808934,0.014120656
482,10_medium_pruned,blocking,-3.365156459,-5.04440974,-3.526239848,93ebead7,1.679253281,0.161083389
483,10_medium_pruned,blocking,-1.309392479,-4.837198262,-1.333316811,94a4f5d4,3.527805783,0.023924331
484,10_medium_pruned,blocking,-1.223971687,-5.705871609,-1.340701364,95e69707,4.481899923,0.116729678
485,10_medium_pruned,blocking,-1.487530216,-4.917344164,-1.616641894,9ba1165f,3.429813948,0.129111677
486,10_medium_pruned,interaction,-2.620516592,-4.824556865,-2.601136432,9da51cdd,2.223420433,-0.01938016
487,10_medium_pruned,blocking,-3.187045074,-4.632225524,-3.364597501,9dd11e8e,1.44518045,0.177552427
488,10_medium_pruned,blocking,-1.576421939,-5.28095637,-1.670931407,a9cbcabb,3.704534431,0.094509468
489,10_medium_pruned,blocking,-3.410161347,-4.678902192,-3.614201216,abd12ee2,1.268740845,0.204039869
490,10_medium_pruned,blocking,-3.50092224,-5.084469167,-3.531025005,b0c6f3a8,1.583546927,0.030102765
491,10_medium_pruned,blocking,-1.816331496,-4.714732027,-1.874993257,bdd7483e,2.898400531,0.058661762
492,10_medium_pruned,blocking,-2.140336972,-5.26751753,-2.183712812,cefc077d,3.127180558,0.04337584
493,10_medium_pruned,blocking,-2.95996211,-4.58018913,-3.23559967,d0f687f1,1.62022702,0.27563756
494,10_medium_pruned,blocking,-1.487530216,-4.917344164,-1.616641894,d1bbc1e6,3.429813948,0.129111677
495,10_medium_pruned,interaction,-1.522000631,-6.400514374,-1.465404367,d8aacc7a,4.935110007,-0.056596264
496,10_medium_pruned,blocking,-1.46622246,-3.541868283,-1.492170296,d9fa7f02,2.075645823,0.025947836
497,10_medium_pruned,blocking,-2.426783416,-4.970395189,-2.543567174,daa11f50,2.543611773,0.116783758
498,10_medium_pruned,density,-5.338281416,-4.334985725,-5.351255334,e1b6994c,1.016269609,0.012973918
499,10_medium_pruned,interaction,-1.695731901,-5.529462506,-1.687553392,e9b10766,3.841909114,-0.008178509
500,10_medium_pruned,blocking,-2.87560902,-5.182741313,-3.019703556,ecefd3a0,2.307132293,0.144094536
501,10_medium_pruned,blocking,-2.696480701,-5.326296489,-2.706551388,eefbf52d,2.629815787,0.010070687
