userid,board_name,board_size,board_type,condition,fitted_heuristic,blocking_score,win_score,density,linear,non-linear,interaction,blocking,interaction_blind,blocking_blind
11d4bf94,6_hard_full,6,hard,full,density,2,25,-2.140807053628735,-4.178546937011559,-4.048019397479606,-4.379864924153154,-4.376250137755071,-3.2724122856660673,-3.2920196358823155
14b4c043,6_hard_full,6,hard,full,interaction_blind,2,25,-2.3725198896799733,-2.467861918427501,-2.3774385836185776,-2.182781016388548,-2.2695977290507696,-1.865621526469333,-1.9224334510563645
14c5dc72,6_hard_full,6,hard,full,blocking,2,25,-2.7490556951953544,-2.056149735744952,-1.937221468638385,-1.7883739811876165,-1.7355527984221477,-1.9195012865117984,-1.894074994081439
17b4c1ea,6_hard_full,6,hard,full,blocking,2,25,-2.5565258122476497,-1.8857393148283703,-1.7191463836506273,-1.5148741525157376,-1.5033584411437104,-1.9009643094586632,-1.92010357266449
17e120dd,6_hard_full,6,hard,full,interaction,2,25,-2.7388625578787034,-2.3663987039522403,-2.3001167507164952,-2.151284265330298,-2.198463355249237,-2.4445016183142227,-2.4649164266689767
18dac9ef,6_hard_full,6,hard,full,density,2,25,-2.5566125877575048,-3.3157915244573544,-3.0412048241848977,-3.119803451637112,-2.935899869315787,-3.014538280015759,-2.831225279155903
20bfd7bd,6_hard_full,6,hard,full,non-linear,2,25,-2.0073169387672207,-1.9793080973733137,-1.870179762728322,-1.905915954718775,-1.9252387037486645,-1.8932158277886195,-1.9656718451422257
22dac859,6_hard_full,6,hard,full,blocking_blind,2,25,-3.251284175896118,-3.151747884543667,-3.1616929367855566,-3.0645375357126317,-3.093911327656827,-2.524684614705152,-2.4916273425367566
24a5e25a,6_hard_full,6,hard,full,blocking_blind,2,25,-2.661612525655802,-2.442049095093792,-2.32740237969991,-2.3023094490414517,-2.2748658047604513,-1.652445756834166,-1.6001112161947466
24b61c03,6_hard_full,6,hard,full,interaction_blind,2,25,-2.5079527035482005,-2.8819885040713773,-2.785356334222003,-2.966230361157423,-3.018801025769871,-2.382238891510971,-2.4113974967289264
24f4c091,6_hard_full,6,hard,full,blocking_blind,2,25,-2.872998688236282,-2.3846615761333267,-2.2837195837762883,-2.136292690645902,-2.1047594676880075,-1.7359927576885432,-1.7011727972476514
25a611ff,6_hard_full,6,hard,full,blocking_blind,2,25,-2.7850112422383386,-3.1135153092103742,-2.6621867843090286,-2.2629481968534977,-2.0324201765772654,-2.1839266743017083,-1.9434605173299906
25b60fb4,6_hard_full,6,hard,full,density,2,25,-3.5933430824836012,-4.735065618461886,-4.946451001873724,-5.140194124702813,-5.1277422924328535,-5.239832432995411,-5.19484761067772
25c4c0ab,6_hard_full,6,hard,full,non-linear,2,25,-2.221814856561303,-1.7221586015965673,-1.657902815482473,-1.8033142062341787,-1.7682225496504065,-1.9364821662493856,-1.8993472481897464
26dbf6e9,6_hard_full,6,hard,full,blocking_blind,2,25,-2.524727380373186,-1.9324009445749035,-1.7544894529120987,-1.4324523210421491,-1.436892972510224,-1.480569850407356,-1.426896958594432
31e63b91,6_hard_full,6,hard,full,interaction_blind,2,25,-2.867852517048781,-2.5673293731688807,-2.548871491708715,-2.4654195524081626,-2.4514924779034524,-2.25158891332285,-2.2699418637186106
32ebf2e8,6_hard_full,6,hard,full,blocking_blind,2,25,-2.841290147703797,-2.031602777057406,-1.9398409597705166,-1.9252301592655316,-1.9126515534385364,-1.7898697548771112,-1.7566613607152866
37f60bbc,6_hard_full,6,hard,full,interaction,2,25,-2.315007612992603,-2.5745188084776873,-2.532975052829022,-2.3052190658690557,-2.3757762218270875,-2.425239570502255,-2.5075468057935884
37f61258,6_hard_full,6,hard,full,density,2,25,-2.700295575148155,-4.08529549975011,-3.933288190730395,-3.9321033742464153,-3.8071398972298467,-3.8330017920187616,-3.7090452596798102
38ebbf94,6_hard_full,6,hard,full,blocking_blind,2,25,-2.706747860127902,-2.0128252083440508,-1.901055552431167,-1.9549174266705316,-1.8819152627968552,-1.8024386996034638,-1.6831203860341477
3af4bfbb,6_hard_full,6,hard,full,interaction_blind,2,25,-2.4514190188021567,-2.396253288913693,-2.2958390285284085,-1.9929420128988087,-2.0918591753013094,-1.817130417653006,-1.8921027976330107
3bb613b2,6_hard_full,6,hard,full,blocking,2,25,-2.907284638701166,-1.8465532644117086,-1.6563404195854126,-1.2589902728511935,-1.2411677881920755,-1.379742628413939,-1.3497506252410387
3cd60baf,6_hard_full,6,hard,full,interaction,2,25,-2.551076756512752,-1.8359251805355223,-1.6415742538502736,-1.2692594449188792,-1.2738636650424497,-1.2987346442306844,-1.28373591169212
3df11bae,6_hard_full,6,hard,full,blocking_blind,2,25,-2.7920721390665304,-2.0911059092190585,-1.9533935047091529,-1.8227050579189434,-1.7656632963795567,-1.6831774568529199,-1.6255644345065132
3ed61f8d,6_hard_full,6,hard,full,blocking_blind,2,25,-2.7850112422383386,-3.1135153092103742,-2.6621867843090286,-2.2629481968534977,-2.0324201765772654,-2.1839266743017083,-1.9434605173299906
43c60cd9,6_hard_full,6,hard,full,blocking_blind,2,25,-2.644509002237992,-2.2511881645030534,-2.100743826873557,-1.8963699728992822,-1.8677626698163288,-1.605291713870803,-1.5478639547449524
44a4fa14,6_hard_full,6,hard,full,interaction_blind,2,25,-2.7271753738015536,-2.5290654863881654,-2.418038045383116,-2.2637047226260814,-2.363272341033856,-1.8743770892765994,-1.9670428989904667
47f614be,6_hard_full,6,hard,full,blocking,2,25,-2.7820312376271916,-2.4042550728265093,-2.2582389423733993,-2.112879002355228,-2.070992096413933,-2.215026874741057,-2.1554478774272994
49e6113d,6_hard_full,6,hard,full,blocking_blind,2,25,-2.983008848508472,-1.8520238441154981,-1.6720341428575882,-1.4454055491324191,-1.3428226775280052,-1.3490240027961997,-1.2252171529076763
4af5df5d,6_hard_full,6,hard,full,interaction_blind,2,25,-2.5867367595915907,-2.6983363862030942,-2.671125584831683,-2.5402778081287867,-2.648960380563608,-1.6890199983728937,-1.7444485528954488
4ed4c1d3,6_hard_full,6,hard,full,blocking,2,25,-2.81994892053435,-1.9149345573568146,-1.7360403975226815,-1.508128609249401,-1.4534476977883715,-1.5705522666055587,-1.5088145868319434
50c60ba6,6_hard_full,6,hard,full,blocking_blind,2,25,-2.889582270960689,-1.532518027075026,-1.2996283147084189,-0.9619315065237072,-0.8943909092882736,-0.910309731459987,-0.8427705442534645
53c4c041,6_hard_full,6,hard,full,interaction,2,25,-2.949320049920037,-2.304270045613785,-2.190816794627266,-1.954048250098794,-2.0111692752022203,-2.1146049529500712,-2.139349000674625
54f4bf95,6_hard_full,6,hard,full,blocking_blind,2,25,-2.562400217695247,-1.7305578444222898,-1.5272633445209982,-1.1933929539304964,-1.1785361617999504,-1.1830554742244026,-1.157847223470523
55f5fe54,6_hard_full,6,hard,full,non-linear,2,25,-2.696707902070021,-2.4924966829295174,-2.3754160089445824,-2.487718201277279,-2.3781149332214695,-3.171312933192217,-3.1425986261115337
57a4bf4b,6_hard_full,6,hard,full,blocking_blind,2,25,-2.537872235259667,-1.6830855699963987,-1.4879196157024106,-1.247795676311005,-1.2164123889536287,-1.197688453022101,-1.1699593771928334
5ce612bc,6_hard_full,6,hard,full,density,2,25,-2.550339284173777,-2.999159754709546,-2.869941528088996,-2.885768829126339,-2.8026595191871486,-2.634475663364293,-2.5578768900673223
5dd4c056,6_hard_full,6,hard,full,blocking_blind,2,25,-2.889582270960689,-1.532518027075026,-1.2996283147084189,-0.9619315065237072,-0.8943909092882736,-0.910309731459987,-0.8427705442534645
5edbbf73,6_hard_full,6,hard,full,interaction_blind,2,25,-2.7680531310747245,-2.4902052151680136,-2.379455863397765,-2.1561027744876253,-2.2026354197484674,-2.103115837280762,-2.1257355467468724
5fd6115c,6_hard_full,6,hard,full,blocking_blind,2,25,-2.7850112422383386,-3.1135153092103742,-2.6621867843090286,-2.2629481968534977,-2.0324201765772654,-2.1839266743017083,-1.9434605173299906
63c4bfcb,6_hard_full,6,hard,full,blocking_blind,2,25,-2.2900477366685297,-3.6059144585742686,-3.5602318121357106,-3.5926858597164193,-3.6706267766208622,-1.8218385818458944,-1.7951163939441592
63e5efe1,6_hard_full,6,hard,full,blocking_blind,2,25,-2.735776128992755,-2.1961783679955422,-2.0184228923879344,-1.8087388760708778,-1.7505071756261812,-1.620220691035517,-1.5644709407151183
64f61543,6_hard_full,6,hard,full,blocking_blind,2,25,-3.06480312318497,-2.03416059759135,-1.9070425300159017,-1.8678874729962764,-1.79057941967881,-1.5435135737654482,-1.5173537851725831
67eac875,6_hard_full,6,hard,full,blocking_blind,2,25,-3.1138842777001132,-2.742648289347092,-2.7864058205708235,-2.810979308325942,-2.7935188167924108,-2.508130433495605,-2.4768830554749557
68d5e249,6_hard_full,6,hard,full,interaction_blind,2,25,-2.5518846318163204,-2.416744723204851,-2.3165589621984326,-2.1033858028983032,-2.1254443683921678,-1.7132674108278765,-1.7178846531545016
69bad0fe,6_hard_full,6,hard,full,blocking,2,25,-2.8739756966098096,-2.119653124822265,-1.996305863329281,-1.8424783328893464,-1.819384969539145,-2.287042134233891,-2.2890749417189054
6bf51f66,6_hard_full,6,hard,full,interaction_blind,2,25,-2.7049109755020626,-2.579650660654041,-2.4862654252231327,-2.128864157002491,-2.210919298453906,-2.0978431712861796,-2.160141547732559
6ee61190,6_hard_full,6,hard,full,non-linear,2,25,-2.968922706249968,-2.152844483839282,-2.137306120574431,-2.261196242515897,-2.2744752200338536,-2.6002317487797573,-2.619351658786912
70da8cfb,6_hard_full,6,hard,full,interaction_blind,2,25,-2.67923111861426,-2.1646901082716483,-2.051847940645754,-1.8498613168589633,-1.8686565503600605,-1.7162628690427675,-1.772035350738638
72f4c145,6_hard_full,6,hard,full,blocking_blind,2,25,-3.0766998517745554,-2.675595758535291,-2.6026433911533386,-2.5289509788107347,-2.3714801312137452,-2.3640160598862883,-2.204360010916207
74b60b9f,6_hard_full,6,hard,full,density,2,25,-3.036074390991241,-3.4559371404649504,-3.392456956570786,-3.319410761872978,-3.2592306774200113,-3.7590355485112177,-3.6728279977235
76e60f84,6_hard_full,6,hard,full,blocking_blind,2,25,-2.7260140520852265,-2.304028959011474,-2.2111190604611854,-2.1552865433769854,-2.085119155852777,-1.6212596274478541,-1.4740942989980217
78f60c95,6_hard_full,6,hard,full,blocking_blind,2,25,-2.5626349710671184,-1.5859765934930583,-1.3734294345727787,-1.1328438215755132,-1.094431015838257,-1.0772825292289432,-1.0408261033103814
