"[[7, 3, 1], [5, 4, 2]]",2,2,10_easy_full
"[[9, 8, 1], [6, 6, 2]]",2,2,10_easy_full
"[[2, 0, 1], [5, 6, 2]]",2,1,10_easy_full
"[[6, 4, 1], [9, 4, 2]]",2,30,10_easy_full
"[[5, 8, 1], [6, 2, 2]]",2,1,10_easy_full
"[[0, 2, 1], [7, 8, 2]]",2,1,10_easy_full
"[[7, 3, 1], [7, 2, 2]]",2,1,10_easy_full
"[[3, 1, 1]]",1,18,10_easy_full
"[[9, 8, 1]]",1,95,10_easy_full
"[[8, 5, 1], [9, 8, 2], [9, 4, 1], [9, 9, 2]]",4,2,10_easy_full
"[[1, 8, 1], [1, 9, 2], [6, 2, 1]]",3,2,10_easy_full
"[[4, 1, 1], [2, 1, 2], [7, 8, 1]]",3,1,10_easy_full
"[[6, 4, 1], [9, 4, 2], [9, 3, 1], [9, 8, 2]]",4,1,10_easy_full
"[[9, 2, 1], [9, 4, 2]]",2,4,10_easy_full
"[[7, 4, 1], [6, 7, 2]]",2,2,10_easy_full
"[[9, 8, 1], [7, 4, 2]]",2,3,10_easy_full
"[[7, 5, 1], [5, 2, 2]]",2,1,10_easy_full
"[[5, 2, 1], [5, 4, 2]]",2,2,10_easy_full
"[[1, 0, 1], [5, 1, 2]]",2,1,10_easy_full
"[[4, 9, 1], [0, 5, 2], [8, 9, 1]]",3,1,10_easy_full
"[[4, 9, 1], [0, 5, 2], [8, 2, 1]]",3,2,10_easy_full
"[[6, 5, 1], [9, 8, 2], [9, 4, 1]]",3,2,10_easy_full
"[[6, 5, 1], [7, 3, 2]]",2,5,10_easy_full
"[[6, 5, 1], [8, 3, 2], [2, 9, 1]]",3,1,10_easy_full
"[[8, 3, 1], [5, 4, 2]]",2,3,10_easy_full
"[[1, 9, 1], [1, 8, 2], [5, 3, 1]]",3,2,10_easy_full
"[[1, 9, 1], [1, 8, 2], [8, 3, 1]]",3,3,10_easy_full
"[[6, 2, 1], [7, 2, 2]]",2,1,10_easy_full
"[[0, 0, 1], [3, 0, 2]]",2,1,10_easy_full
"[[1, 9, 1], [1, 8, 2], [0, 0, 1]]",3,2,10_easy_full
"[[8, 5, 1], [5, 4, 2]]",2,3,10_easy_full
"[[5, 3, 1], [4, 4, 2], [5, 4, 1]]",3,2,10_easy_full
"[[0, 9, 1], [1, 1, 2]]",2,1,10_easy_full
"[[1, 8, 1], [1, 9, 2], [7, 5, 1]]",3,1,10_easy_full
"[[8, 3, 1], [6, 4, 2]]",2,1,10_easy_full
"[[0, 5, 1], [4, 9, 2], [1, 0, 1]]",3,1,10_easy_full
"[[2, 2, 1], [7, 9, 2]]",2,1,10_easy_full
"[[8, 5, 1], [9, 4, 2], [9, 3, 1]]",3,1,10_easy_full
"[[9, 3, 1], [9, 9, 2]]",2,1,10_easy_full
"[[5, 4, 1], [5, 1, 2]]",2,1,10_easy_full
"[[2, 1, 1]]",1,2,10_easy_full
"[[0, 3, 1], [0, 8, 2]]",2,1,10_easy_full
"[[5, 4, 1], [5, 6, 2], [7, 7, 1]]",3,1,10_easy_full
"[[8, 7, 1], [7, 3, 2]]",2,1,10_easy_full
"[[1, 0, 1], [9, 8, 2], [9, 4, 1], [9, 9, 2]]",4,1,10_easy_full
