,condition,entropy
0,Full,1.240515017175681
1,Truncated,2.3798566198292663
2,Full,1.3112130114204166
3,Truncated,2.416769325426949
4,Full,1.231460516137511
5,Truncated,2.3862951802653587
6,Full,1.1397651317531055
7,Truncated,2.3962795216311195
8,Full,1.1644516468369068
9,Truncated,2.3808369658238804
10,Full,1.1814676072681247
11,Truncated,2.352034331770614
12,Full,1.082047718211112
13,Truncated,2.347670392306229
14,Full,1.352497449339483
15,Truncated,2.3805573919654623
16,Full,1.2328438259628542
17,Truncated,2.3490763217629085
18,Full,1.184067102058052
19,Truncated,2.399426580505487
20,Full,1.2045236492296814
21,Truncated,2.4546618527679835
22,Full,1.1427131619066209
23,Truncated,2.35792179440537
24,Full,1.135931244912188
25,Truncated,2.3296201548482434
26,Full,1.237796760170599
27,Truncated,2.361111988752727
28,Full,1.1187466890615199
29,Truncated,2.3885814749460166
30,Full,1.2473581284364266
31,Truncated,2.361059098360365
32,Full,1.341050439263733
33,Truncated,2.3182677644686023
34,Full,1.210580429448736
35,Truncated,2.417764009302871
36,Full,1.292279624088255
37,Truncated,2.3281957391676023
38,Full,1.139372892118994
39,Truncated,2.4306759822339825
40,Full,1.0476666631244638
41,Truncated,2.3308081046292943
42,Full,1.1807275687464496
43,Truncated,2.382976888743257
44,Full,1.2403337740188538
45,Truncated,2.377347039294112
46,Full,1.2588374862327312
47,Truncated,2.390847714914049
48,Full,1.2422463254832818
49,Truncated,2.409889219436858
50,Full,1.1326714496551378
51,Truncated,2.3703712427749464
52,Full,1.3650054399093237
53,Truncated,2.382803378251598
54,Full,1.241355172281134
55,Truncated,2.324329972207937
56,Full,1.2110200806551414
57,Truncated,2.3765005779965924
58,Full,1.1329165586087306
59,Truncated,2.357700861443655
60,Full,1.2360182734951901
61,Truncated,2.379876579170917
62,Full,1.1226717979288892
63,Truncated,2.4053718836326157
64,Full,1.1740863492621767
65,Truncated,2.3655181972816925
66,Full,1.3040903611142867
67,Truncated,2.3332311209969108
68,Full,1.2429673101487493
69,Truncated,2.408464418107919
70,Full,1.1471435286676166
71,Truncated,2.359009024688855
72,Full,1.0793661529204681
73,Truncated,2.4128466330166463
74,Full,1.284411242618083
75,Truncated,2.340115036965564
76,Full,1.140578990223405
77,Truncated,2.430655828731688
78,Full,1.0246542959087965
79,Truncated,2.401722934520111
80,Full,1.0691081455238827
81,Truncated,2.3385023891212073
82,Full,1.1106669427939577
83,Truncated,2.3418718496783346
84,Full,1.203606670966993
85,Truncated,2.3647712231743747
86,Full,1.234670304541977
87,Truncated,2.315721391426536
88,Full,1.0735169281749926
89,Truncated,2.3674434651501284
90,Full,1.165939032299938
91,Truncated,2.403315773367324
92,Full,1.1386750539791035
93,Truncated,2.3590693559375686
94,Full,1.068496654240851
95,Truncated,2.388199452881052
96,Full,1.1703289476340177
97,Truncated,2.306552230001013
98,Full,1.1656885493687348
99,Truncated,2.3444563213039205
100,Full,1.0848788312163689
101,Truncated,2.331718055540243
102,Full,1.3874281628842207
103,Truncated,2.397434105728536
104,Full,1.2387720278364478
105,Truncated,2.386718235617951
106,Full,1.1167126989166256
107,Truncated,2.4181788629579914
108,Full,0.8828905248457936
109,Truncated,2.359574112916358
110,Full,1.1203582072703162
111,Truncated,2.3853868889345216
112,Full,1.0784198806990963
113,Truncated,2.359656228982447
114,Full,1.1115868877075497
115,Truncated,2.363141788337698
116,Full,1.084854914886733
117,Truncated,2.3016810656006554
118,Full,1.0367670692213087
119,Truncated,2.375128702092843
120,Full,1.162334731016487
121,Truncated,2.4135905831682316
122,Full,0.966793920839715
123,Truncated,2.3616619404273878
124,Full,1.2193051495265474
125,Truncated,2.36298093185175
126,Full,1.098475277949669
127,Truncated,2.427745449837515
128,Full,1.1311549282099194
129,Truncated,2.372468551743503
130,Full,1.092206549698357
131,Truncated,2.4166962674839723
132,Full,1.1456289142064942
133,Truncated,2.342950996250151
134,Full,1.0609224798179242
135,Truncated,2.403518788217176
136,Full,1.1696507961875562
137,Truncated,2.3015495285566723
138,Full,1.0186654105572697
139,Truncated,2.387697698129273
140,Full,1.1980612298693383
141,Truncated,2.3244868639668304
142,Full,1.0867851911318094
143,Truncated,2.3613236804949542
144,Full,1.1144207785657865
145,Truncated,2.4067387007538503
146,Full,1.0814194624915034
147,Truncated,2.406117639615469
148,Full,1.2728149276351488
149,Truncated,2.307262677554052
150,Full,1.1400355049413342
151,Truncated,2.388724937875377
152,Full,1.146822349094484
153,Truncated,2.4101431457767903
154,Full,1.1982463397302863
155,Truncated,2.34705925981171
156,Full,1.1839154800229201
157,Truncated,2.378624342062198
158,Full,1.0767330228698548
159,Truncated,2.338700320353401
160,Full,1.0554356723069271
161,Truncated,2.3951661777159265
162,Full,1.103702580006099
163,Truncated,2.3904763253961665
164,Full,1.309742158119714
165,Truncated,2.4308498132019993
166,Full,1.2033093505284365
167,Truncated,2.38440190454766
168,Full,1.2004042183064685
169,Truncated,2.3638368740252145
170,Full,0.9518939320946027
171,Truncated,2.367533745866914
172,Full,1.1116056674628447
173,Truncated,2.3362282694918326
174,Full,1.179643606254948
175,Truncated,2.385703349576507
176,Full,1.0529438229645465
177,Truncated,2.353929838412977
178,Full,1.369320281254173
179,Truncated,2.368947813275057
180,Full,0.856316174323403
181,Truncated,2.3291843180928984
182,Full,1.1177458128119269
183,Truncated,2.4247022665390494
184,Full,1.014068420818487
185,Truncated,2.386442199140545
186,Full,1.222989832946288
187,Truncated,2.3553448847402465
188,Full,0.986296432497228
189,Truncated,2.4278729037615285
190,Full,1.1101626280279322
191,Truncated,2.336541818632578
192,Full,1.224303374528352
193,Truncated,2.3930109172171283
194,Full,1.1902235161154895
195,Truncated,2.367717308551616
196,Full,1.153119582591138
197,Truncated,2.360770675427792
198,Full,1.1730671911785708
199,Truncated,2.3852518805029397
200,Full,1.1172046738978438
201,Truncated,2.3081169889525013
202,Full,1.222898250027106
203,Truncated,2.369722655650746
204,Full,1.1028595478766423
205,Truncated,2.371392025953477
206,Full,1.264791401834951
207,Truncated,2.385973761852731
208,Full,0.8610576626057413
209,Truncated,2.3672580552933753
210,Full,1.1460547579934293
211,Truncated,2.3649139626025573
212,Full,1.157980884266764
213,Truncated,2.333181566818035
214,Full,1.0565054583955242
215,Truncated,2.407735078933013
216,Full,1.1710851223643568
217,Truncated,2.377937476463552
218,Full,1.2878172279638063
219,Truncated,2.3149914490259973
220,Full,1.2063635705586255
221,Truncated,2.37068577728194
222,Full,0.9784630992114607
223,Truncated,2.419019474213028
224,Full,1.1593539800606392
225,Truncated,2.3840077830478084
226,Full,1.1341134862930002
227,Truncated,2.324036318664575
228,Full,1.0184450792083726
229,Truncated,2.3715505235339456
230,Full,1.1170203796969338
231,Truncated,2.351197542146809
232,Full,1.1716977835808464
233,Truncated,2.417566176179107
234,Full,1.2717673984161526
235,Truncated,2.377474273496887
236,Full,1.0769611250111502
237,Truncated,2.4185101029225793
238,Full,1.1624235407898742
239,Truncated,2.3656960183762035
240,Full,1.255659278779435
241,Truncated,2.366444219969933
242,Full,1.2822130004689234
243,Truncated,2.4183448782550996
244,Full,1.1762510959577535
245,Truncated,2.301351723138489
246,Full,1.3813328204010977
247,Truncated,2.3573070979452035
248,Full,1.1252527055227006
249,Truncated,2.3661322007811574
250,Full,1.2925732236011769
251,Truncated,2.3438400435447817
252,Full,1.2467437289082253
253,Truncated,2.3794586860197775
254,Full,1.1853530187416323
255,Truncated,2.3818771937867744
256,Full,1.2688889226521298
257,Truncated,2.34003126944856
258,Full,1.0656018617182321
259,Truncated,2.406289074998026
260,Full,1.1531602524254152
261,Truncated,2.3489586820495925
262,Full,1.2335036307744844
263,Truncated,2.393276699747272
264,Full,1.3697822323481061
265,Truncated,2.3451717537880503
266,Full,1.1195035327146323
267,Truncated,2.4238777474693856
268,Full,0.8900877850574614
269,Truncated,2.37037473145585
270,Full,1.2459809402732493
271,Truncated,2.410170311616687
272,Full,1.0441966941368759
273,Truncated,2.384344767271597
274,Full,0.8876275216949349
275,Truncated,2.3388232843938748
276,Full,1.1362162236650364
277,Truncated,2.3836123176344253
278,Full,1.1874876887249517
279,Truncated,2.3585892594296185
280,Full,1.0899963771855252
281,Truncated,2.3715620043594927
282,Full,1.1044713979084027
283,Truncated,2.3765512238461035
284,Full,1.2761391980775103
285,Truncated,2.3375173627742942
286,Full,1.3054445389552203
287,Truncated,2.3994983162799515
288,Full,1.214701499955447
289,Truncated,2.427560794981461
290,Full,0.9491963736825022
291,Truncated,2.3412155013331803
292,Full,1.0756710611736024
293,Truncated,2.4309264490976146
294,Full,1.311664832793795
295,Truncated,2.3955901337134913
296,Full,1.0562060220876837
297,Truncated,2.422289568476603
298,Full,1.2434370460309638
299,Truncated,2.3393480889017924
300,Full,1.2765749067250585
301,Truncated,2.3957643541920097
302,Full,1.3206575027537062
303,Truncated,2.3660163563211514
304,Full,1.2073312167349743
305,Truncated,2.384898305401143
306,Full,1.1006826801718421
307,Truncated,2.317262021504411
308,Full,1.1723414398671932
309,Truncated,2.3751302166289863
310,Full,1.1670301821161253
311,Truncated,2.42708570358093
312,Full,1.0666024013153461
313,Truncated,2.349307741172063
314,Full,1.1315114929261074
315,Truncated,2.3841785887090103
316,Full,1.1419222574664627
317,Truncated,2.347513485769031
318,Full,1.0851543855618333
319,Truncated,2.328869745677207
320,Full,1.2069594983960183
321,Truncated,2.3658711236236014
322,Full,1.1172799007250362
323,Truncated,2.358081864882487
324,Full,1.034706506845104
325,Truncated,2.3863157046928487
326,Full,0.9926299158479445
327,Truncated,2.430963685032327
328,Full,1.0866527450755434
329,Truncated,2.359468541844687
330,Full,1.2153683810304379
331,Truncated,2.3909603558729593
332,Full,1.1022990018075127
333,Truncated,2.3252375536451044
334,Full,1.0894454023131765
335,Truncated,2.363516710552568
336,Full,0.9922559387579142
337,Truncated,2.4030279939069317
338,Full,1.1401885868352926
339,Truncated,2.343389624597747
340,Full,1.1809211547180885
341,Truncated,2.355720094879161
342,Full,1.0571137005870017
343,Truncated,2.446045818057576
344,Full,1.2910496550272896
345,Truncated,2.3741466092195953
346,Full,1.1333878170698197
347,Truncated,2.332718224895018
348,Full,1.0727499159558636
349,Truncated,2.392724208347456
350,Full,1.2472894736752562
351,Truncated,2.3514989323966677
352,Full,1.1799792498684467
353,Truncated,2.40598626741811
354,Full,1.119069151343352
355,Truncated,2.3503390716700094
356,Full,1.2082218102297686
357,Truncated,2.291127483827983
358,Full,1.1893497085059155
359,Truncated,2.327708938351461
