userid,board_name,board_size,board_type,condition,blocking_score,win_score,heuristic,prob_move,log_move,rank_move,move_number,move_number_in_path,path_number
b0e1157c,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.6667146419001578,-0.4053931478471293,0.0,14,4,4
b0e1157c,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.05555555555555555,-2.890371757896165,0.0,15,5,4
b0e1157c,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.05555555555555555,-2.890371757896165,0.0,15,5,4
b0e1157c,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.9616853437518093,-0.03906796731763881,0.0,16,6,4
b0e1157c,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.8065549322891647,-0.21498327178454,0.0,16,6,4
b9e512db,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.09683621316950215,-2.3347342516679572,4.0,1,0,0
b9e512db,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.06589381348834684,-2.7197107191437473,5.0,1,0,0
b9e512db,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.2323003006932864,-1.459724344788676,0.0,2,1,1
b9e512db,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.2323003006932864,-1.459724344788676,0.0,2,1,1
b9e512db,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.04275112323941304,-3.152359809338386,3.0,3,2,1
b9e512db,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.03938372617660626,-3.2344025892061494,4.0,3,2,1
b9e512db,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.363636945772221,-1.0115993108061536,0.0,4,3,1
b9e512db,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.363636945772221,-1.0115993108061536,0.0,4,3,1
b9e512db,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.046267765090687966,-3.0733097787061614,2.0,5,4,1
b9e512db,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.0423489797929106,-3.1618109480700936,4.0,5,4,1
b9e512db,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.02747606095620196,-3.594440164107633,6.0,6,5,1
b9e512db,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.02747606095620196,-3.594440164107633,6.0,6,5,1
b9e512db,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.04622496147919876,-3.074235335041935,2.0,7,6,1
b9e512db,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.03901170351105331,-3.2438935878434885,6.0,7,6,1
b9e512db,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.04080289217461604,-3.1990023134516137,6.0,8,0,1
b9e512db,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.18753168275518894,-1.6738074731519461,1.0,8,0,1
b9e512db,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,1.0,0.0,0.0,9,1,2
b9e512db,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,1.0,0.0,0.0,9,1,2
b9e512db,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.04250906486382396,-3.1580379348815337,7.0,10,2,2
b9e512db,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.04250906486382396,-3.1580379348815337,7.0,10,2,2
b9e512db,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.21763580781742986,-1.5249322195540171,0.0,11,3,2
b9e512db,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.21763580781742986,-1.5249322195540171,0.0,11,3,2
b9e512db,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.4156544808507345,-0.877900938717341,0.0,12,4,2
b9e512db,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.22697124818553277,-1.4829319294984131,2.0,12,4,2
b9e512db,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.16664547035904348,-1.7918866551615822,0.0,13,0,2
b9e512db,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.11339668480525628,-2.176863122637372,2.0,13,0,2
b9e512db,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.22981106119240405,-1.4704977807293491,0.0,14,1,3
b9e512db,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.22981106119240405,-1.4704977807293491,0.0,14,1,3
b9e512db,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.04261448695065714,-3.1555610142530064,3.0,15,2,3
b9e512db,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.03778404400063305,-3.2758683818581646,5.0,15,2,3
b9e512db,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,1.0,0.0,0.0,16,3,3
b9e512db,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,1.0,0.0,0.0,16,3,3
b9e512db,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.3227063899450835,-1.1310123786170654,0.0,17,4,3
b9e512db,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.2942221769732383,-1.2234200930533332,0.0,17,4,3
b9e512db,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.16664547035904348,-1.7918866551615822,0.0,18,0,3
b9e512db,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.11339668480525628,-2.176863122637372,2.0,18,0,3
b9e512db,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.06537251252049818,-2.7276534067205924,4.0,19,1,4
b9e512db,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.06537251252049818,-2.7276534067205924,4.0,19,1,4
b9e512db,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.04240271983160061,-3.1605427718298413,2.0,20,2,4
b9e512db,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.03625369820091022,-3.317213883549617,6.0,20,2,4
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.09683621316950215,-2.3347342516679572,4.0,1,0,0
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.06589381348834684,-2.7197107191437473,5.0,1,0,0
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.2323003006932864,-1.459724344788676,0.0,2,1,1
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.2323003006932864,-1.459724344788676,0.0,2,1,1
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.04265651569640942,-3.154575245401908,2.0,3,2,1
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.09351459054959296,-2.3696378062030727,2.0,3,2,1
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,1.0,0.0,0.0,4,3,1
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,1.0,0.0,0.0,4,3,1
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.037082243381127006,-3.2946170390054585,3.0,5,4,1
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.16425980078081392,-1.8063059534991843,2.0,5,4,1
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.009740582447072856,-4.631454363621478,1.0,6,5,1
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.009740582447072856,-4.631454363621478,1.0,6,5,1
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.005869746726418291,-5.137943793190834,15.0,7,0,1
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.003994166886074133,-5.5229202606666234,15.0,7,0,1
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.1461089798794332,-1.9234024981893767,0.0,8,1,2
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.1461089798794332,-1.9234024981893767,0.0,8,1,2
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.12326468125478411,-2.093421355467411,2.0,9,0,2
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.2436441800505221,-1.412046396493312,0.0,9,0,2
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,1.0,0.0,0.0,10,1,3
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,1.0,0.0,0.0,10,1,3
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.22296686355758571,-1.5007321124753592,1.0,11,2,3
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.2991213396733783,-1.206905969607815,1.0,11,2,3
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,1.0,0.0,0.0,12,3,3
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,1.0,0.0,0.0,12,3,3
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.043646537931373484,-3.1316313141290464,2.0,13,4,3
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.10870769729276673,-2.2190926751010798,2.0,13,4,3
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,1.0,0.0,0.0,14,5,3
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,1.0,0.0,0.0,14,5,3
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.05944748178569175,-2.8226620152674435,2.0,15,6,3
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.02563027623618995,-3.663980960818356,2.0,15,6,3
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.09683621316950215,-2.3347342516679572,4.0,16,0,3
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.06589381348834684,-2.7197107191437473,5.0,16,0,3
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.2323003006932864,-1.459724344788676,0.0,17,1,4
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.2323003006932864,-1.459724344788676,0.0,17,1,4
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.812505060883989,-0.20763313601734912,0.0,18,2,4
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.6132104298333965,-0.4890471232684022,0.0,18,2,4
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.05,-2.995732273553991,0.0,19,3,4
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.05,-2.995732273553991,0.0,19,3,4
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.923757293768173,-0.07930591092608229,0.0,20,4,4
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.7504490888999263,-0.2870834664522055,0.0,20,4,4
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.09683621316950215,-2.3347342516679572,4.0,21,0,4
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.06589381348834684,-2.7197107191437473,5.0,21,0,4
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.2323003006932864,-1.459724344788676,0.0,22,1,5
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.2323003006932864,-1.459724344788676,0.0,22,1,5
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.04275112323941304,-3.152359809338386,3.0,23,2,5
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.03938372617660626,-3.2344025892061494,4.0,23,2,5
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.363636945772221,-1.0115993108061536,0.0,24,3,5
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.363636945772221,-1.0115993108061536,0.0,24,3,5
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.4626776509068796,-0.7707246857121156,0.0,25,4,5
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.423489797929106,-0.8592258550760478,0.0,25,4,5
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.048981971913115305,-3.0163029687112353,1.0,26,5,5
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.048981971913115305,-3.0163029687112353,1.0,26,5,5
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.9792194532935633,-0.02099950090429267,0.0,27,6,5
c7fffe38,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.9792194532935633,-0.02099950090429267,0.0,27,6,5
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.16664547035904348,-1.7918866551615822,0.0,1,0,0
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.11339668480525628,-2.176863122637372,2.0,1,0,0
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.11377941678143283,-2.173493645517097,3.0,2,0,1
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.0774230984754147,-2.5584701129928864,4.0,2,0,1
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.2112871085060569,-1.5545373666044071,0.0,3,1,2
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.2112871085060569,-1.5545373666044071,0.0,3,1,2
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.017785317605291673,-4.029382015698345,9.0,4,2,2
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.09464307005457707,-2.3576426205463363,5.0,4,2,2
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.012886661051227629,-4.351562529625902,1.0,5,3,2
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.012886661051227629,-4.351562529625902,1.0,5,3,2
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.1699669330318483,-1.7721513724290687,2.0,6,4,2
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.20787656587106537,-1.5708108087442456,1.0,6,4,2
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.09710374707967402,-2.331975314525474,1.0,7,5,2
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.09710374707967402,-2.331975314525474,1.0,7,5,2
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.09683621316950215,-2.3347342516679572,4.0,8,0,2
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.06589381348834684,-2.7197107191437473,5.0,8,0,2
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.2323003006932864,-1.459724344788676,0.0,9,1,3
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.2323003006932864,-1.459724344788676,0.0,9,1,3
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.812505060883989,-0.20763313601734912,0.0,10,2,3
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.6132104298333965,-0.4890471232684022,0.0,10,2,3
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.05,-2.995732273553991,0.0,11,3,3
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.05,-2.995732273553991,0.0,11,3,3
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.923757293768173,-0.07930591092608229,0.0,12,4,3
d4fac87b,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.7504490888999263,-0.2870834664522055,0.0,12,4,3
daefd33a,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.16664547035904348,-1.7918866551615822,0.0,1,0,0
daefd33a,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.11339668480525628,-2.176863122637372,2.0,1,0,0
daefd33a,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.049197098316086006,-3.0119206345384297,5.0,2,1,1
daefd33a,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.049197098316086006,-3.0119206345384297,5.0,2,1,1
daefd33a,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.4350792163268803,-0.8322271579742532,0.0,3,2,1
daefd33a,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.3450141299568773,-1.064169906392722,0.0,3,2,1
daefd33a,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.05,-2.995732273553991,0.0,4,3,1
daefd33a,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.05,-2.995732273553991,0.0,4,3,1
daefd33a,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.32014087940957314,-1.1389941319142343,0.0,5,4,1
daefd33a,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.29641707374443427,-1.2159877834930746,0.0,5,4,1
e0a737b6,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.16664547035904348,-1.7918866551615822,0.0,1,0,0
e0a737b6,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.11339668480525628,-2.176863122637372,2.0,1,0,0
e0a737b6,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.117271639409653,-2.1432623308196117,2.0,2,1,1
e0a737b6,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.117271639409653,-2.1432623308196117,2.0,2,1,1
e0a737b6,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.07324701078547316,-2.6139178403070904,2.0,3,2,1
e0a737b6,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.0991213429685459,-2.311410492837117,2.0,3,2,1
e0a737b6,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.0001,-9.210340371976182,1.0,4,3,1
e0a737b6,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.0001,-9.210340371976182,1.0,4,3,1
e0a737b6,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.2968180998735024,-1.2146357861470354,1.0,5,4,1
e0a737b6,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.2519483937704303,-1.3785309990676344,1.0,5,4,1
e1e500d7,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.12326468125478411,-2.093421355467411,2.0,1,0,0
e1e500d7,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.2436441800505221,-1.412046396493312,0.0,1,0,0
e1e500d7,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,1.0,0.0,0.0,2,1,1
e1e500d7,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,1.0,0.0,0.0,2,1,1
e1e500d7,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.22296686355758571,-1.5007321124753592,1.0,3,2,1
e1e500d7,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.2991213396733783,-1.206905969607815,1.0,3,2,1
e1e500d7,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,1.0,0.0,0.0,4,3,1
e1e500d7,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,1.0,0.0,0.0,4,3,1
e1e500d7,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.8313626272642569,-0.18468920474448747,0.0,5,4,1
e1e500d7,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.712837359296831,-0.33850199216640886,0.0,5,4,1
e1e500d7,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.05555555555555555,-2.890371757896165,0.0,6,5,1
e1e500d7,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.05555555555555555,-2.890371757896165,0.0,6,5,1
e1e500d7,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.9365619013029538,-0.06553966072079107,0.0,7,6,1
e1e500d7,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.821196673606473,-0.1969926444952544,0.0,7,6,1
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.11377941678143283,-2.173493645517097,3.0,1,0,0
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.0774230984754147,-2.5584701129928864,4.0,1,0,0
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.03255087596732291,-3.4249509992511733,7.0,2,1,1
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.03255087596732291,-3.4249509992511733,7.0,2,1,1
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.09463612744042454,-2.357715978995099,3.0,3,2,1
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.1107848622206561,-2.200165136559921,2.0,3,2,1
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,1.0,0.0,0.0,4,3,1
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,1.0,0.0,0.0,4,3,1
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.7120935741820303,-0.33954595179262886,0.0,5,4,1
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.5251246350501002,-0.6441196444700279,0.0,5,4,1
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.9359264346793843,-0.06621840102133572,0.0,6,5,1
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.9359264346793843,-0.06621840102133572,0.0,6,5,1
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.3113973330407187,-1.16668558403536,1.0,7,6,1
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.26237551219001987,-1.3379785487135842,1.0,7,6,1
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.04080289217461604,-3.1990023134516137,6.0,8,0,1
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.18753168275518894,-1.6738074731519461,1.0,8,0,1
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,1.0,0.0,0.0,9,1,2
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,1.0,0.0,0.0,9,1,2
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.06356244906792397,-2.7557324064649444,5.0,10,2,2
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.06356244906792397,-2.7557324064649444,5.0,10,2,2
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.01716165115222757,-4.065077968558981,9.0,11,3,2
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.01716165115222757,-4.065077968558981,9.0,11,3,2
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.08168884602922039,-2.504837809946517,3.0,12,4,2
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.13752124619655823,-1.983976856019005,3.0,12,4,2
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,1.0,0.0,0.0,13,5,2
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,1.0,0.0,0.0,13,5,2
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.12326468125478411,-2.093421355467411,2.0,14,0,2
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.2436441800505221,-1.412046396493312,0.0,14,0,2
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.0001,-9.210340371976182,1.0,15,1,3
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.0001,-9.210340371976182,1.0,15,1,3
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.922783181295671,-0.08036097857937136,0.0,16,2,3
e9dbbf8a,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.922783181295671,-0.08036097857937136,0.0,16,2,3
eba732b3,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.12326468125478411,-2.093421355467411,2.0,1,0,0
eba732b3,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.2436441800505221,-1.412046396493312,0.0,1,0,0
f8bbc519,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.02676604507246741,-3.6206211696645387,10.0,1,0,0
f8bbc519,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.018213401000498047,-4.005597637140329,10.0,1,0,0
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.02676604507246741,-3.6206211696645387,10.0,1,0,0
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.018213401000498047,-4.005597637140329,10.0,1,0,0
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.11511860668608488,-2.161792319620076,3.0,2,1,1
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.11511860668608488,-2.161792319620076,3.0,2,1,1
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.34644360305927924,-1.0600352353329894,0.0,3,2,1
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.224511097607265,-1.4938301404725116,0.0,3,2,1
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,1.0,0.0,0.0,4,3,1
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,1.0,0.0,0.0,4,3,1
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.7734369057718288,-0.25691118208033165,0.0,5,4,1
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.5282814730407129,-0.6381260444392676,0.0,5,4,1
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.009168026895997272,-4.69203318533198,2.0,6,5,1
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.009168026895997272,-4.69203318533198,2.0,6,5,1
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.02676604507246741,-3.6206211696645387,10.0,7,0,1
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.018213401000498047,-4.005597637140329,10.0,7,0,1
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.11511860668608488,-2.161792319620076,3.0,8,1,2
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.11511860668608488,-2.161792319620076,3.0,8,1,2
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.34644360305927924,-1.0600352353329894,0.0,9,2,2
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.224511097607265,-1.4938301404725116,0.0,9,2,2
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.0001,-9.210340371976182,1.0,10,3,2
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.0001,-9.210340371976182,1.0,10,3,2
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.9293917044361568,-0.07322498809074408,0.0,11,4,2
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.783715894280369,-0.2437087040515628,0.0,11,4,2
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.04080289217461604,-3.1990023134516137,6.0,12,0,2
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.18753168275518894,-1.6738074731519461,1.0,12,0,2
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.036183760873173404,-3.3191448554628176,8.0,13,0,3
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,blocking_blind,0.02462184251371308,-3.704121322938607,8.0,13,0,3
fcaffad4,6_hard_pruned,6,hard,pruned,10,100,interaction_blind,0.06510266068572441,-2.731789859854345,6.0,14,1,4
