,fitted_heuristic,log_likelihood,userid
95,blocking,-1.78182824031,f2f60bd9
96,non-linear,-2.56127163496,f3dbeb7e
97,non-linear,-1.9683359569,f4a6108e
98,linear,-2.85796140273,fac10d6e
99,interaction,-1.84903880031,fde4bf4b
100,density,-3.15718226154,fff4bf68
101,non-linear,-1.89008411197,11a64d17
102,interaction,-1.8244997138,11e652f7
103,blocking,-0.77254876435,14d64999
104,blocking,-1.31671807731,16d516ad
105,blocking,-1.06665006255,1dac01e7
106,density,-3.20029218323,25b4e27c
107,non-linear,-2.38829244419,25cfdeaf
108,density,-2.53510708457,28e6483c
109,blocking,-2.82486174894,2ab4ecbb
110,blocking,-2.28209351869,2afbbf79
111,blocking,-1.85510687643,2cb650ed
112,density,-1.87688909292,2fa647f5
113,blocking,-1.27915796108,2ff50f64
114,linear,-2.81947388894,30c4e230
115,density,-2.84039549843,30e4feac
116,interaction,-1.72752096042,33e649bd
117,blocking,-1.04756042762,3ad4e7d3
118,blocking,-0.785670320715,3ef64929
119,interaction,-1.90155813495,40e4e2b8
120,blocking,-2.57602456257,43e64821
121,interaction,-0.933234892732,44a65230
122,interaction,-0.691969314348,45b64f9c
123,density,-2.4743332323,49c72e9b
124,blocking,-3.33416840272,4bca7fc9
125,non-linear,-2.47686768981,4ca65156
126,density,-2.3337697802,4cb651bd
127,blocking,-1.44143573801,4ed4e40b
128,non-linear,-2.28476841346,4ee64c2a
129,blocking,-1.56599869375,51a4e32d
130,interaction,-2.35453527479,53d65632
131,blocking,-2.3447143385,59d4e268
132,blocking,-1.90337875003,5adff9a5
133,blocking,-1.88007626814,5dbfe29c
134,blocking,-0.7572588408,5dd4e3a2
135,density,-2.78133944788,5fa651bb
136,blocking,-1.06369845467,65e519cb
137,density,-3.29326804712,65f4e348
138,linear,-2.68210693067,67f4ea8a
139,density,-2.56218464769,67f64a50
140,density,-2.71895728372,68c659b8
141,blocking,-1.29604879728,6bb10472
142,blocking,-2.84170892715,6bb4e746
143,non-linear,-2.18062084086,6dd103e2
144,blocking,-3.14398031919,6de4e267
145,blocking,-1.63064361133,7dd704e0
146,linear,-2.54844186593,7df4e828
147,interaction,-0.481839077669,80f4e933
148,interaction,-1.47954014714,81c11c9f
149,interaction,-1.22122028893,83c64bf9
150,interaction,-1.8614281742,84f4e263
151,interaction,-1.78494300459,85b4e5c4
152,interaction,-2.36401474392,92a74a76
153,blocking,-1.39821145464,9be4eb1b
154,density,-2.76796339801,a0d659c9
155,interaction,-1.812811037,a2ebe618
156,density,-2.13653552042,a3b4e28e
157,interaction,-2.43429523355,aafbd6ab
158,non-linear,-2.77308823306,aed647d3
159,interaction,-1.62423651494,b0e1157c
160,non-linear,-1.93191556632,b2e4e98a
161,blocking,-1.52673117571,b8f4e433
162,blocking,-1.10721500915,b9e512db
163,blocking,-2.88346903707,bae4ffc0
164,blocking,-2.05190168245,bdf4e34a
165,interaction,-2.04939782921,bff4e70e
166,interaction,-1.73247551842,c7c4e29b
167,blocking,-2.88345846574,c7fffe38
168,interaction,-2.47674991608,c9f64da2
169,blocking,-0.644897187935,ccc4e27e
170,density,-2.64456340122,ceb50693
171,interaction,-2.12128842111,d1e4eb09
172,interaction,-2.25098514202,d2f65bb5
173,density,-3.3440644416,d4fac87b
174,linear,-2.45994086165,d8a4f092
175,blocking,-2.191442575,d8f4e4d9
176,interaction,-1.40804245436,daefd33a
177,interaction,-1.87440208822,dbe65101
178,density,-2.43177522916,dec64994
179,interaction,-2.48082499814,e1a64c7d
180,interaction,-0.779563264814,e1e500d7
181,non-linear,-2.53148984131,e2b655ad
182,non-linear,-2.12995992363,e5d4e9ce
183,interaction,-1.22946586976,e5d4fef8
184,density,-2.85913484675,e9dbbf8a
185,blocking,-2.19675464049,e9e64bef
186,density,-2.53510708457,ebc64a59
187,blocking,-0.874964497174,f0c4e26c
188,linear,-2.10792183509,f1f65080
189,density,-2.59259934788,f6b64ced
190,density,-2.71120152137,fdaa7ebb
191,non-linear,-2.30258874293,fde4ef33
192,interaction,-2.64067638319,fde6491d
193,interaction,-1.98338120218,fef4eae9
194,blocking,-2.83634440602,13f4ff5a
195,blocking,-1.55825790028,1df6940e
196,interaction,-2.81379637361,1ff4f828
197,blocking,-2.60560353151,21abc061
198,blocking,-0.729161738552,28e67c08
199,blocking,-1.08480000026,2fb4f99a
200,blocking,-1.87649104828,65f68460
201,blocking,-1.31359417474,84dbf4f9
202,blocking,-1.36016202951,92e6f512
203,interaction,-1.62111546771,98d105c1
204,interaction,-1.76511640478,9befd8ad
205,blocking,-2.14031264713,a3eacaa9
206,non-linear,-3.28951654802,a4f74985
207,blocking,-1.29581113388,abc728e1
208,blocking,-2.56275865457,aceaccbc
209,interaction,-2.01692124526,d2ac158a
210,interaction,-2.63463989854,13b7468e
211,blocking,-2.86961624701,13dbbfb8
212,blocking,-2.45674481988,16f6e58d
213,blocking,-1.21233868787,1bd72c42
214,blocking,-2.75292441424,28d4fefb
215,blocking,-1.89813037098,32fad07f
216,blocking,-2.65261743628,41bad9a2
217,blocking,-1.47792352135,5bc4f225
218,blocking,-2.09944818347,7dea8d37
219,blocking,-1.77361247924,8aa6d830
220,blocking,-2.65824731098,8ea50714
221,blocking,-1.60725639463,98c10b8a
222,blocking,-2.44727529892,acdac85f
223,blocking,-0.868232465584,bacbc468
224,non-linear,-2.07735174092,bcf51783
225,blocking,-2.81819438745,cdc514e1
226,blocking,-1.6378736413,d9e4f7e5
227,blocking,-2.8102666258,e2b10de5
228,blocking,-2.20749152091,e6efec72
229,blocking,-1.84691623648,edfff93e
230,blocking,-2.83593032693,efd4fa4a
231,interaction,-2.85532543817,f4c4f33c
232,blocking,-1.39878597089,fcb764e3
233,blocking,-1.50944173313,25dfef96
234,non-linear,-1.43305069975,2aabe76a
235,linear,-2.90896683879,34cffc40
236,blocking,-0.641775165408,38abe966
237,blocking,-1.56299590995,3acff9fa
238,interaction,-0.671130401943,3bac0799
239,interaction,-2.38755590918,3fcbc0ab
240,interaction,-1.7124835014,40a74de0
241,linear,-2.17446005045,4ed755f1
242,non-linear,-2.08381704011,59d51c4c
243,interaction,-0.694490272003,5acfeabc
244,linear,-1.98411269854,5de11557
245,non-linear,-1.91175419675,6bca8117
246,density,-2.85133800691,86f6e2cb
247,interaction,-1.31695330421,8df4f6e8
248,density,-2.63092134069,9defd82d
249,density,-2.71433143779,a6bff327
250,blocking,-0.801953681434,aedbea55
251,density,-0.916935119742,b3e4f78d
252,blocking,-1.23273044538,b4abeb7e
253,non-linear,-2.48632921711,b7eae04f
254,density,-2.87788460811,cfd6ff5a
255,density,-2.71515931989,d3b525de
256,density,-2.42560377255,d6b67ee1
257,density,-2.751407309,d6d500ab
258,non-linear,-2.4224673637,dabbe6bb
259,density,-2.88669782046,efa7383d
260,blocking,-0.833337275157,f9c123d7
261,density,-2.28863590716,fda4f169
262,non-linear,-1.87392651379,11dfe866
263,interaction,-1.10184419531,12ebbfd2
264,non-linear,-1.57940125428,16e512d0
265,non-linear,-2.12371070601,19a105e3
266,blocking,-0.886324182023,1de715c7
267,interaction,-0.479547128929,1fdbc072
268,density,-2.61284107251,2dca846d
269,interaction,-0.842193267779,2dfbc35a
270,density,-2.41847278861,33b693e2
271,interaction,-0.707887401093,33ebe68d
272,non-linear,-1.69176666469,48c70a00
273,non-linear,-1.98924311872,4dc50d03
274,non-linear,-2.22166806765,55a709fd
275,blocking,-1.09848862051,58e72ee8
276,density,-2.56188173207,67abc3ab
277,density,-2.81160764534,67abf219
278,non-linear,-2.28155105631,6cbbcdf7
279,non-linear,-1.77819848403,6fc70a09
280,non-linear,-1.77676345796,7acbc3e2
281,non-linear,-1.52973966814,7cc119e0
282,blocking,-1.27938163125,7db4f1d2
283,interaction,-0.955246920729,8ab71c6b
284,blocking,-0.957083533396,94abbfb2
285,interaction,-2.57882535826,96afd320
286,interaction,-2.65160229749,9db10b00
287,linear,-2.17433716456,adfac866
288,interaction,-0.0378316366108,b7e510d3
289,density,-2.02214038991,c0cbeef2
290,blocking,-1.37820820319,c8afed22
291,interaction,-1.12946213646,c9c757af
292,non-linear,-2.06993422218,d2d73ea5
293,non-linear,-2.25036603608,dcfbe5af
294,interaction,-1.3850318848,ddb7456a
295,density,-2.8228076825,dfa705b9
296,blocking,-2.41067353929,e1b100ae
297,density,-2.54368510267,edbbcb60
298,blocking,-2.29652682272,26e680e4
299,blocking,-0.63375508387,2fe692a5
300,blocking,-1.5833428045,31b4fc9e
301,blocking,-1.83761080521,3ac5170c
302,blocking,-3.0278540125,56e6f5d2
303,blocking,-2.44765059688,5cd6bb63
304,blocking,-1.68157412949,67f69d24
305,blocking,-2.27203932178,6ac7311a
306,blocking,-1.32781452298,6dfbeafe
307,blocking,-2.57905351022,70bffd4d
308,blocking,-0.525224530707,8de6a2af
309,interaction,-2.76749120413,92a70054
310,blocking,-1.35254568036,9ae751bc
311,blocking,-2.28709499098,abdacc98
312,blocking,-2.45658328306,acc6e9d4
313,blocking,-2.77999263081,b4a4f22a
314,blocking,-1.62647544628,c8c4f85a
315,blocking,-3.37356446514,cff10c9a
316,non-linear,-2.47353597717,d6c10e9a
317,blocking,-2.2970344281,daf74d3f
318,blocking,-2.75975724875,e6abcdb2
319,blocking,-2.65025590215,e9bbf006
320,blocking,-2.31282959619,f1fbe0de
321,interaction,-1.7557965943,39afd1eb
322,blocking,-2.049998613,4eb4f441
323,interaction,-2.47043392912,5aebf3c2
324,blocking,-1.13214308904,92f69945
325,non-linear,-1.48410101902,acb11b17
326,blocking,-1.9712955442,b9e10f8b
327,blocking,-2.81015843993,c7c6f18d
328,non-linear,-3.13701502588,ceafe698
329,blocking,-2.08134428307,cec10cc8
330,blocking,-2.67845718257,eec719ce
331,blocking,-2.13885534329,f8efd664
332,interaction,-2.65938914448,fdc4f07b
333,interaction,-2.06962726284,18c75602
334,blocking,-2.07428470929,33bbca9a
335,non-linear,-2.97853776866,34d51755
336,blocking,-2.71041003112,36ebe4da
337,blocking,-2.42211708426,38cbc1f6
338,blocking,-2.54506352532,48ec02bc
339,blocking,-2.6211543385,4cb73467
340,blocking,-2.54432194936,4cffe209
341,blocking,-3.28250686709,4de4f27d
342,blocking,-2.742755651,54d4fd9d
343,blocking,-2.67032010272,54f6b927
344,blocking,-2.64147925823,72e6961c
345,blocking,-2.34004157266,81a10227
346,blocking,-2.16533570172,85e50169
347,blocking,-2.45510455006,89fbc220
348,blocking,-2.5668247232,93c70cc1
349,interaction,-1.49890444283,96abd246
350,interaction,-1.32800710371,9ea4fe94
351,blocking,-1.31944091735,a5e116c5
352,blocking,-2.27352664574,a7b511d6
353,blocking,-2.56018673625,b3dbd892
354,blocking,-2.08764498423,b9bbc96c
355,interaction,-1.70880934743,bca124ea
356,density,-3.02596829831,bfabcc7d
357,blocking,-2.26478996381,c6c100be
358,interaction,-2.95981895114,e0a10efa
359,interaction,-2.37458503366,e5b69f84
360,blocking,-1.79984644424,eaaff660
361,blocking,-1.83452342257,f8e11654
362,blocking,-1.67974368521,19b680e2
363,interaction,-0.866070758619,2bd72f3e
364,blocking,-2.49727133521,33a74451
365,density,-3.55510115576,3ed1161d
366,interaction,-0.803770002539,42f75809
367,blocking,-1.88172958298,43c516b5
368,blocking,-1.80108170797,4fba815c
369,blocking,-2.92104831618,5efbf191
370,blocking,-1.23690256221,6db76212
371,blocking,-1.28256894249,71ebc315
372,blocking,-2.98432355747,93ebead7
373,blocking,-0.713143956548,94a4f5d4
374,blocking,-1.26731239866,95e69707
375,non-linear,-0.977797362619,9ba1165f
376,interaction,-2.1279551832,9da51cdd
377,non-linear,-3.07347856667,9dd11e8e
378,blocking,-1.63251454228,a9cbcabb
379,blocking,-2.09862680416,abd12ee2
380,blocking,-2.86841072941,b0c6f3a8
381,blocking,-2.85052352136,bdd7483e
382,blocking,-1.49049755402,cefc077d
383,blocking,-3.23204405032,d0f687f1
384,non-linear,-2.057169391,d1bbc1e6
385,interaction,-1.70681148415,d8aacc7a
386,interaction,-2.5353884869,daa11f50
387,interaction,-1.91916035242,e9b10766
388,blocking,-2.37296231682,ecefd3a0
389,interaction,-1.75035318734,eefbf52d
390,density,-2.10772907366,11d4bf94
391,interaction,-2.11765701476,14b4c043
392,blocking,-1.5939910542,14c5dc72
393,interaction,-1.42094786427,17b4c1ea
394,interaction,-2.48276409977,17e120dd
395,density,-3.11769638455,18dac9ef
396,non-linear,-1.99820177329,20bfd7bd
397,blocking,-2.4456942108,24a5e25a
398,density,-2.12772643364,24b61c03
399,blocking,-1.70153201782,24f4c091
400,non-linear,-2.16524277769,25c4c0ab
401,interaction,-1.28593285103,26dbf6e9
402,blocking,-3.01167435571,31e63b91
403,blocking,-1.91946055043,32ebf2e8
404,blocking,-1.7902956805,37f61258
405,non-linear,-1.93399729171,38ebbf94
406,interaction,-1.18214543374,3af4bfbb
407,blocking,-1.01412469648,3bb613b2
408,interaction,-1.10521235528,3cd60baf
409,blocking,-1.70020035338,3df11bae
410,blocking,-1.32231262745,43c60cd9
411,interaction,-1.31303617098,44a4fa14
412,blocking,-2.13326671835,47f614be
413,blocking,-1.18020424742,49e6113d
414,linear,-2.71731892875,4af5df5d
415,blocking,-1.56568109032,4ed4c1d3
416,blocking,-0.406293462662,50c60ba6
417,interaction,-2.16563219848,53c4c041
418,blocking,-1.2788196933,54f4bf95
419,density,-2.29436647332,55f5fe54
420,blocking,-0.952590390498,57a4bf4b
421,blocking,-1.6583559453,5ce612bc
422,blocking,-0.702502269763,5dd4c056
423,interaction,-1.84145771014,5edbbf73
424,density,-2.79507691625,63c4bfcb
425,blocking,-1.79252473599,63e5efe1
426,blocking,-2.43350957612,64f61543
427,linear,-2.93973715926,67eac875
428,blocking,-1.81289572085,68d5e249
429,blocking,-1.84850208378,69bad0fe
430,interaction,-2.47921496345,6bf51f66
431,non-linear,-2.11866467495,6ee61190
432,blocking,-1.76237863882,70da8cfb
433,blocking,-2.4719963028,72f4c145
434,blocking,-1.11786531705,76e60f84
435,blocking,-0.871195357002,78f60c95
436,blocking,-1.98754969811,7bf4bf38
437,blocking,-0.772229207843,84a4bf3c
438,interaction,-1.25430122519,87b50908
439,non-linear,-2.45968631269,87f610ee
440,blocking,-2.0153545315,89d60ba4
441,blocking,-2.15895727976,8ac4c37c
442,interaction,-1.83001356016,8ea4bf56
443,blocking,-1.80903448405,8fc76287
444,interaction,-2.55542119188,90c60de8
445,linear,-2.72483494205,91a61ead
446,blocking,-1.33476587506,91cfd7fb
447,interaction,-2.52252313447,92b722f3
448,interaction,-2.04463744445,94d6ef33
449,blocking,-2.44890379468,94e4c554
450,density,-2.3032017013,9adbc2df
451,interaction,-1.98349752053,9df60bf8
452,density,-2.05569548217,a2f6ba1d
453,blocking,-2.72464810923,a3d4c3b2
454,density,-2.50361338024,a3d5dfda
455,density,-2.81649317686,a4c60d7a
456,blocking,-2.06425252863,a6f610e1
457,non-linear,-2.91947658468,acd61c3d
458,blocking,-2.80083361438,ada4c06f
459,blocking,-2.72201195808,b0d518a1
460,interaction,-2.29318676238,b2d60bc9
461,blocking,-2.0022058989,b7a4fe27
462,interaction,-1.20766110845,b8e4bf48
463,blocking,-1.20120273532,bae515f2
464,blocking,-1.59184869511,bed50a1d
465,density,-2.65254791181,bfa60c8b
466,interaction,-2.14396149107,bfe4c87d
467,interaction,-1.45865151925,c0f60e45
468,blocking,-1.64076204363,c7a61295
469,density,-2.57080345927,c7a67aab
470,density,-2.87523283592,c8a4fa50
471,blocking,-2.36680626546,c8f4c13d
472,blocking,-2.13560267732,cab61023
473,interaction,-2.48051529055,cceac8ca
474,non-linear,-2.87052040645,cee4bfa4
475,blocking,-3.13269530838,cfc5dcb3
476,blocking,-2.12667247647,dbe71b15
477,density,-2.85334116328,dcc4f10e
478,non-linear,-2.15247619974,dfcbf407
479,interaction,-2.17435445266,dfe6bee3
480,blocking,-0.884308982717,e0d4bfdf
481,blocking,-2.07298283709,ebc61801
482,interaction,-2.14075608199,eec7360c
483,density,-2.6761245493,eff4bf48
484,blocking,-1.48785990917,f1e613a1
485,blocking,-1.96176250476,f2f60bd9
486,non-linear,-2.09690081506,f3dbeb7e
487,non-linear,-2.02233218936,f4a6108e
488,linear,-3.07079902573,fac10d6e
489,interaction,-1.65457130152,fde4bf4b
490,blocking,-2.52889086416,fff4bf68
491,interaction,-1.85561544855,11a64d17
492,blocking,-1.95903628027,11e652f7
493,blocking,-0.990878438298,14d64999
494,blocking,-1.24660746157,16d516ad
495,blocking,-1.58653712419,1dac01e7
496,blocking,-2.88544237319,25b4e27c
497,blocking,-1.73532355748,25cfdeaf
498,interaction,-1.78052276626,28e6483c
499,non-linear,-2.94057297752,2ab4ecbb
500,blocking,-2.29978207012,2afbbf79
501,blocking,-2.47145316159,2cb650ed
502,interaction,-1.69349108147,2fa647f5
503,interaction,-2.31596652506,2ff50f64
504,interaction,-2.72761658914,30c4e230
505,density,-2.81967208115,30e4feac
506,density,-2.02814865553,33e649bd
507,blocking,-1.04756042762,3ad4e7d3
508,blocking,-2.68196195105,3ef64929
509,density,-1.63770568702,40e4e2b8
510,density,-2.85828394482,43e64821
511,density,-2.74937362607,44a65230
512,non-linear,-1.9319239672,45b64f9c
513,density,-1.58572350375,49c72e9b
514,density,-3.44082238845,4bca7fc9
515,blocking,-2.09188755461,4ca65156
516,density,-2.12237857639,4cb651bd
517,blocking,-2.56433712287,4ed4e40b
518,blocking,-2.32134104021,4ee64c2a
519,non-linear,-1.90667730175,51a4e32d
520,density,-2.62269232155,53d65632
521,blocking,-2.44896480437,59d4e268
522,interaction,-2.15109067585,5adff9a5
523,blocking,-0.959681827986,5dbfe29c
524,blocking,-0.804214985386,5dd4e3a2
525,density,-2.8735629157,5fa651bb
526,blocking,-1.23431956107,65e519cb
527,density,-2.81763570659,65f4e348
528,interaction,-2.43038184803,67f4ea8a
529,density,-2.24723433995,67f64a50
530,density,-2.51947501293,68c659b8
531,blocking,-1.50826326019,6bb10472
532,blocking,-2.25612285906,6bb4e746
533,non-linear,-2.11816948529,6dd103e2
534,density,-2.92389599979,6de4e267
535,blocking,-1.62460648192,7dd704e0
536,linear,-2.72376599332,7df4e828
537,blocking,-1.1958820867,80f4e933
538,interaction,-1.2630333577,81c11c9f
539,linear,-2.33255520817,83c64bf9
540,density,-2.21811075637,84f4e263
541,interaction,-2.07398018038,85b4e5c4
542,non-linear,-2.33449399434,92a74a76
543,blocking,-2.0136003698,9be4eb1b
544,interaction,-2.3822386186,a0d659c9
545,interaction,-2.26811529977,a2ebe618
546,density,-1.71590968608,a3b4e28e
547,blocking,-2.41334425457,aafbd6ab
548,non-linear,-2.519602959,aed647d3
549,interaction,-1.30237718328,b0e1157c
550,blocking,-1.15841519127,b2e4e98a
551,blocking,-2.28413938801,b8f4e433
552,blocking,-1.44673168212,b9e512db
553,blocking,-3.16142905462,bae4ffc0
554,blocking,-2.2223221758,bdf4e34a
555,interaction,-1.77274682014,bff4e70e
556,interaction,-1.69847043414,c7c4e29b
557,non-linear,-2.18470827006,c7fffe38
558,interaction,-2.28696384592,c9f64da2
559,blocking,-1.14696679045,ccc4e27e
560,density,-2.67827092187,ceb50693
561,non-linear,-1.71911861566,d1e4eb09
562,interaction,-1.99617684572,d2f65bb5
563,density,-3.01083579339,d4fac87b
564,non-linear,-2.86575954097,d8a4f092
565,blocking,-1.85564514023,d8f4e4d9
566,density,-2.66573823217,daefd33a
567,interaction,-1.82633479553,dbe65101
568,density,-2.65607359893,dec64994
569,non-linear,-2.36460412369,e1a64c7d
570,blocking,-1.20213650811,e1e500d7
571,interaction,-2.41417203958,e2b655ad
572,density,-2.10006885401,e5d4e9ce
573,interaction,-1.54715438433,e5d4fef8
574,density,-2.38433191319,e9dbbf8a
575,density,-2.47368009425,e9e64bef
576,density,-1.80940187643,ebc64a59
577,blocking,-0.850914099045,f0c4e26c
578,non-linear,-2.76980447756,f1f65080
579,non-linear,-2.89797979266,f6b64ced
580,density,-2.69589463611,fdaa7ebb
581,non-linear,-2.23822251686,fde4ef33
582,interaction,-2.34833436973,fde6491d
583,density,-2.77556146952,fef4eae9
584,blocking,-2.45775606789,13f4ff5a
585,blocking,-0.79289945134,1df6940e
586,interaction,-2.38237075603,1ff4f828
587,blocking,-2.76918568354,21abc061
588,blocking,-1.43724427889,28e67c08
589,blocking,-0.983224105189,2fb4f99a
590,blocking,-2.40755295354,65f68460
591,blocking,-1.67083972329,84dbf4f9
592,blocking,-1.50098199168,92e6f512
593,blocking,-1.38535516894,98d105c1
594,interaction,-1.5646944359,9befd8ad
595,blocking,-2.58817928015,a3eacaa9
596,blocking,-2.75893162446,a4f74985
597,blocking,-1.05121912535,abc728e1
598,blocking,-2.57845369925,aceaccbc
599,blocking,-1.89954565914,d2ac158a
600,blocking,-2.54085800321,13b7468e
601,blocking,-2.80712638376,13dbbfb8
602,blocking,-2.18719643468,16f6e58d
603,density,-3.54190239038,1bd72c42
604,blocking,-3.12527614937,28d4fefb
605,blocking,-1.70298197259,32fad07f
606,blocking,-2.63695874376,41bad9a2
607,blocking,-1.1876483009,5bc4f225
608,blocking,-2.35348520829,7dea8d37
609,blocking,-1.87696468054,8aa6d830
610,blocking,-2.46245014655,8ea50714
611,blocking,-1.81114146799,98c10b8a
612,blocking,-2.95351427414,acdac85f
613,interaction,-0.204229413329,bacbc468
614,blocking,-1.81325942484,bcf51783
615,blocking,-2.3645270709,cdc514e1
616,density,-3.28101823392,d9e4f7e5
617,blocking,-2.58600172651,e2b10de5
618,blocking,-1.94730670011,e6efec72
619,blocking,-2.04900138033,edfff93e
620,interaction,-2.83036501093,efd4fa4a
621,blocking,-2.85417727141,f4c4f33c
622,blocking,-2.42946981871,fcb764e3
623,blocking,-1.15817093264,25dfef96
624,non-linear,-1.47689763334,2aabe76a
625,linear,-2.91589525265,34cffc40
626,blocking,-0.525541227949,38abe966
627,density,-1.98581693729,3acff9fa
628,blocking,-0.796774877894,3bac0799
629,non-linear,-2.17624290416,3fcbc0ab
630,interaction,-1.60582303716,40a74de0
631,density,-3.05477962259,4ed755f1
632,blocking,-2.64436316208,59d51c4c
633,interaction,-0.694490272003,5acfeabc
634,linear,-2.28504972615,5de11557
635,non-linear,-1.67550885589,6bca8117
636,density,-2.88406311276,86f6e2cb
637,interaction,-1.4813817249,8df4f6e8
638,density,-2.69838226855,9defd82d
639,density,-2.9300183302,a6bff327
640,blocking,-0.658984412106,aedbea55
641,density,-1.44905199759,b3e4f78d
642,blocking,-1.06266994318,b4abeb7e
643,non-linear,-1.90471368682,b7eae04f
644,density,-2.55453666305,cfd6ff5a
645,density,-2.65055533305,d3b525de
646,blocking,-1.86194853998,d6b67ee1
647,density,-2.705162472,d6d500ab
648,density,-2.79114864761,dabbe6bb
649,density,-2.90934304613,efa7383d
650,blocking,-1.01840804413,f9c123d7
651,blocking,-2.44095578842,fda4f169
652,linear,-1.75305761118,11dfe866
653,non-linear,-0.895684509295,12ebbfd2
654,blocking,-1.82403506906,16e512d0
655,non-linear,-2.14995204333,19a105e3
656,density,-2.18799457996,1de715c7
657,interaction,-0.479547128929,1fdbc072
658,density,-2.55076411464,2dca846d
659,non-linear,-1.89257446356,2dfbc35a
660,density,-2.34325685251,33b693e2
661,interaction,-0.937572426927,33ebe68d
662,non-linear,-1.75541526921,48c70a00
663,non-linear,-2.39930874772,4dc50d03
664,density,-2.88779496126,55a709fd
665,blocking,-1.69107044872,58e72ee8
666,density,-2.60039938152,67abc3ab
667,density,-2.71205329695,67abf219
668,non-linear,-2.44228570911,6cbbcdf7
669,non-linear,-2.16093576299,6fc70a09
670,non-linear,-3.01928626912,7acbc3e2
671,blocking,-1.50281426069,7cc119e0
672,blocking,-0.881156634253,7db4f1d2
673,interaction,-1.01070913115,8ab71c6b
674,blocking,-0.946772285932,94abbfb2
675,interaction,-1.50938151446,96afd320
