board,heuristic_name,heuristic,layers,interaction,exponent,potential,neighborhood,opponent,answer,numberOfNodes,correct,exploredNodes
10_easy_full,paths_non-linear_square_interaction,paths,False,True,2,square,2,False,216,50,1,"[[0.003787878787878788, 0.003787878787878788, 0.003787878787878788, 0.003787878787878788, -1e-05, 0.2537878787878788, -2e-05, 0.0, 0.003787878787878788, 0.24242424242424243], [0.003787878787878788, 0.0, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.25, 0.011363636363636364], [0.0, 0.003787878787878788, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.003787878787878788, 0.011363636363636364], [0.0, 0.003787878787878788, 0.007575757575757576, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.003787878787878788, 0.003787878787878788, -1e-05, 0.0, -2e-05, -2e-05, 0.003787878787878788, 0.003787878787878788, 0.003787878787878788], [-1e-05, 0.003787878787878788, 0.003787878787878788, 0.003787878787878788, 0.007575757575757576, 0.0, 0.003787878787878788, 0.003787878787878788, 0.007575757575757576, 0.011363636363636364], [-1e-05, -1e-05, 0.007575757575757576, 0.007575757575757576, 0.007575757575757576, 0.007575757575757576, 0.003787878787878788, 0.007575757575757576, 0.003787878787878788, 0.007575757575757576], [-2e-05, -2e-05, 0.003787878787878788, 0.003787878787878788, 0.003787878787878788, 0.003787878787878788, -1e-05, 0.003787878787878788, 0.003787878787878788, 0.007575757575757576], [0.0, 0.0, 0.003787878787878788, 0.003787878787878788, 0.003787878787878788, 0.007575757575757576, -1e-05, 0.007575757575757576, 0.003787878787878788, 0.003787878787878788], [0.0, 0.0, 0.0, 0.0, 0.003787878787878788, -2e-05, -2e-05, -2e-05, 0.003787878787878788, 0.0]]"
10_easy_pruned,paths_non-linear_square_interaction,paths,False,True,2,square,2,False,134,20,1,"[[0.0, 0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, 0.0, 0.0, 0.423841059602649], [0.0, 0.0, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.4304635761589404, 0.006622516556291391], [0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0, 0.019867549668874173], [0.0, 0.0, 0.006622516556291391, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.0, -1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.0, -1e-05], [-1e-05, 0.0, 0.0, 0.0, 0.006622516556291391, 0.0, 0.0, 0.0, 0.006622516556291391, 0.019867549668874173], [-1e-05, -1e-05, 0.006622516556291391, 0.006622516556291391, 0.006622516556291391, 0.006622516556291391, 0.0, 0.006622516556291391, 0.0, 0.006622516556291391], [-2e-05, -2e-05, 0.006622516556291391, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.006622516556291391], [0.0, 0.0, 0.0, 0.006622516556291391, 0.0, 0.006622516556291391, -1e-05, 0.006622516556291391, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.006622516556291391, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
10_hard_full,paths_non-linear_square_interaction,paths,False,True,2,square,2,False,20650,25,1,"[[4.892846658185733e-05, 4.892846658185733e-05, 0.2196888149525394, -2e-05, 4.892846658185733e-05, 4.892846658185733e-05, 0.00014678539974557198, 4.892846658185733e-05, 0.2330952147959683, 4.892846658185733e-05], [0.00014678539974557198, 0.00014678539974557198, 0.00014678539974557198, -1e-05, 0.00014678539974557198, -2e-05, 0.00014678539974557198, 0.003620706527057442, 4.892846658185733e-05, 4.892846658185733e-05], [4.892846658185733e-05, -2e-05, -2e-05, 0.007241413054114884, 0.00014678539974557198, -1e-05, -1e-05, 0.003816420393384871, -2e-05, 4.892846658185733e-05], [0.0002446423329092866, 0.0002446423329092866, -2e-05, -1e-05, -2e-05, 0.007388198453860456, 0.00014678539974557198, 4.892846658185733e-05, 4.892846658185733e-05, 4.892846658185733e-05], [0.48713181328897154, -1e-05, -1e-05, 0.003767491926803014, 0.003571778060475585, 0.007094627654369312, 0.0035228495938937274, 0.00014678539974557198, 9.785693316371466e-05, 4.892846658185733e-05], [0.0002446423329092866, -1e-05, -1e-05, 0.004061062726294158, -2e-05, 0.0002446423329092866, 0.00014678539974557198, 0.0035228495938937274, 0.00014678539974557198, 4.892846658185733e-05], [0.003914277326548586, 0.0002446423329092866, -1e-05, 0.0002446423329092866, -2e-05, 0.0001957138663274293, 0.0001957138663274293, 4.892846658185733e-05, 0.00014678539974557198, 0.00014678539974557198], [0.00014678539974557198, 0.0002446423329092866, -1e-05, 0.0002446423329092866, 0.0002446423329092866, 0.00014678539974557198, 0.00014678539974557198, 0.0001957138663274293, 4.892846658185733e-05, 4.892846658185733e-05], [0.0001957138663274293, 0.0002446423329092866, -2e-05, 0.0002446423329092866, 0.0002446423329092866, -2e-05, -2e-05, 4.892846658185733e-05, 9.785693316371466e-05, 4.892846658185733e-05], [0.00014678539974557198, 0.00014678539974557198, 0.00014678539974557198, 0.00014678539974557198, -1e-05, 0.0002446423329092866, 0.00014678539974557198, 0.00014678539974557198, 0.00014678539974557198, 4.892846658185733e-05]]"
10_hard_pruned,paths_non-linear_square_interaction,paths,False,True,2,square,2,False,100000,56,0,"[[0.0, 0.0, 0.004156655210519379, -2e-05, 0.0, 0.0, 1.0138183440291169e-05, 0.0, 0.09371736772205157, 0.0], [1.0138183440291169e-05, 1.0138183440291169e-05, 1.0138183440291169e-05, -1e-05, 1.0138183440291169e-05, -2e-05, 1.0138183440291169e-05, 0.0013990693147601812, 0.0, 0.0], [0.0, -2e-05, -2e-05, 0.012693005667244543, -1e-05, -1e-05, -1e-05, 0.8724210995873759, -2e-05, 0.0], [2.0276366880582338e-05, 2.0276366880582338e-05, -2e-05, -1e-05, -2e-05, 3.0414550320873507e-05, 1.0138183440291169e-05, 0.0, 0.0, 0.0], [0.013057980271095025, -1e-05, -1e-05, 0.00020276366880582337, 1.0138183440291169e-05, 0.0001926254853655322, 8.110546752232935e-05, 1.0138183440291169e-05, 0.0, 0.0], [2.0276366880582338e-05, -1e-05, -1e-05, 0.001439622048521346, -2e-05, 2.0276366880582338e-05, 1.0138183440291169e-05, 4.0552733761164676e-05, 1.0138183440291169e-05, 0.0], [-2e-05, 2.0276366880582338e-05, -1e-05, 2.0276366880582338e-05, -2e-05, 1.0138183440291169e-05, 2.0276366880582338e-05, 0.0, 1.0138183440291169e-05, 1.0138183440291169e-05], [1.0138183440291169e-05, 2.0276366880582338e-05, -1e-05, 2.0276366880582338e-05, 2.0276366880582338e-05, 1.0138183440291169e-05, 1.0138183440291169e-05, 2.0276366880582338e-05, 0.0, 0.0], [2.0276366880582338e-05, 2.0276366880582338e-05, -2e-05, 2.0276366880582338e-05, 2.0276366880582338e-05, -2e-05, -2e-05, 0.0, 0.0, 0.0], [1.0138183440291169e-05, 1.0138183440291169e-05, 1.0138183440291169e-05, 1.0138183440291169e-05, -1e-05, 2.0276366880582338e-05, 1.0138183440291169e-05, 1.0138183440291169e-05, 1.0138183440291169e-05, 0.0]]"
10_medium_full,paths_non-linear_square_interaction,paths,False,True,2,square,2,False,40542,33,1,"[[0.0, 0.0, 0.14443500424808836, 2.49887550602229e-05, 2.49887550602229e-05, 0.0, 2.49887550602229e-05, 2.49887550602229e-05, 0.0, 0.0], [0.0, 0.0, 0.05530011494827328, 2.49887550602229e-05, 0.0, 2.49887550602229e-05, 0.0, 2.49887550602229e-05, 0.0, 0.0], [2.49887550602229e-05, 2.49887550602229e-05, -1e-05, 0.08203808286271178, 2.49887550602229e-05, -2e-05, 0.0, 2.49887550602229e-05, 0.0, 0.0], [0.44854815333100106, 0.18476685491528813, 0.0033484931780698684, -1e-05, -1e-05, 0.006147233744814833, 0.00032485381578289767, 0.0001999100404817832, 2.49887550602229e-05, 0.0], [2.49887550602229e-05, 0.00809635663951222, 0.0004997751012044579, 0.0011744714878304764, -2e-05, -2e-05, -2e-05, -1e-05, -2e-05, 2.49887550602229e-05], [0.0, 0.0004997751012044579, 0.006497076315657954, 0.002923684342046079, 0.0003748313259033435, -1e-05, -2e-05, -2e-05, 2.49887550602229e-05, 0.0], [2.49887550602229e-05, 0.0008496176720475786, 0.0008995951821680244, -1e-05, 0.0025988305262631814, -2e-05, 2.49887550602229e-05, 2.49887550602229e-05, 0.0, 0.0], [0.0018491678744564945, 0.024364036183717328, 0.009720625718426709, 0.007596581538307762, -1e-05, -1e-05, 0.0018491678744564945, 0.0026238192813234046, 0.0005747413663851267, 2.49887550602229e-05], [0.0, 2.49887550602229e-05, 0.00012494377530111449, 0.0001749212854215603, 2.49887550602229e-05, -1e-05, 0.0005997301214453496, 2.49887550602229e-05, 2.49887550602229e-05, 2.49887550602229e-05], [2.49887550602229e-05, 0.00012494377530111449, 0.0, 0.0001499325303613374, 2.49887550602229e-05, 0.0, -2e-05, 4.99775101204458e-05, 0.0, 2.49887550602229e-05]]"
10_medium_pruned,paths_non-linear_square_interaction,paths,False,True,2,square,2,False,6081,53,1,"[[0.0, 0.0, 0.00016592002654720425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.012941762070681932, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1e-05, 0.00016592002654720425, 0.0, -2e-05, 0.0, 0.0, 0.0, 0.0], [0.012775842044134728, 0.9570267131242741, -1e-05, -1e-05, -1e-05, -2e-05, 0.0, 0.0, 0.0, 0.0], [0.0, 0.01443504230960677, 0.0004977600796416127, 0.00016592002654720425, -2e-05, -2e-05, -2e-05, -1e-05, -2e-05, 0.0], [0.0, 0.0, 0.00016592002654720425, 0.00016592002654720425, 0.0, -1e-05, -2e-05, -2e-05, 0.0, 0.0], [0.0, 0.0, 0.0004977600796416127, -1e-05, 0.0, -2e-05, 0.0, 0.0, 0.0, 0.0], [0.0, 0.00016592002654720425, 0.00016592002654720425, 0.00016592002654720425, -1e-05, -1e-05, 0.00016592002654720425, 0.00016592002654720425, 0.00016592002654720425, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, 0.0, 0.0, 0.0]]"
6_easy_full,paths_non-linear_square_interaction,paths,False,True,2,square,2,False,129,12,1,"[[0.007352941176470588, -1e-05, 0.19852941176470587, -2e-05, 0.007352941176470588, 0.11029411764705882], [0.007352941176470588, -2e-05, -1e-05, -1e-05, 0.25735294117647056, 0.16911764705882354], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.022058823529411766], [-2e-05, 0.007352941176470588, -1e-05, -1e-05, -2e-05, 0.1323529411764706], [-1e-05, 0.007352941176470588, -2e-05, -2e-05, 0.007352941176470588, 0.022058823529411766], [0.007352941176470588, 0.007352941176470588, 0.007352941176470588, 0.007352941176470588, 0.007352941176470588, 0.007352941176470588]]"
6_easy_pruned,paths_non-linear_square_interaction,paths,False,True,2,square,2,False,36,12,1,"[[0.0, -1e-05, -2e-05, -2e-05, 0.0, 0.38461538461538464], [0.0, -2e-05, -1e-05, -1e-05, 0.41025641025641024, 0.02564102564102564], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.07692307692307693], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.07692307692307693], [0.0, 0.0, 0.0, 0.0, 0.0, 0.02564102564102564]]"
6_hard_full,paths_non-linear_square_interaction,paths,False,True,2,square,2,False,1081,4,1,"[[0.0037914691943127963, -2e-05, 0.043601895734597156, 0.0037914691943127963, -1e-05, 0.027488151658767772], [0.008530805687203791, -2e-05, -1e-05, -2e-05, 0.06445497630331753, 0.0037914691943127963], [0.6483412322274882, -1e-05, 0.023696682464454975, 0.021800947867298578, 0.04075829383886256, 0.0037914691943127963], [0.026540284360189573, -1e-05, 0.013270142180094787, -2e-05, 0.006635071090047393, 0.0037914691943127963], [0.006635071090047393, -1e-05, 0.006635071090047393, 0.008530805687203791, 0.006635071090047393, 0.005687203791469194], [0.007582938388625593, -2e-05, 0.0037914691943127963, 0.006635071090047393, -2e-05, 0.0037914691943127963]]"
6_hard_pruned,paths_non-linear_square_interaction,paths,False,True,2,square,2,False,6709,3,1,"[[0.00015698587127158556, -2e-05, 0.08712715855572999, -1e-05, -1e-05, 0.7875981161695448], [0.0007849293563579278, -2e-05, -1e-05, -2e-05, 0.009262166405023548, 0.00015698587127158556], [0.09419152276295134, -1e-05, 0.003610675039246468, 0.0032967032967032967, 0.005808477237048666, 0.00015698587127158556], [-2e-05, -1e-05, 0.0018838304552590266, -2e-05, 0.0006279434850863422, 0.00015698587127158556], [0.0006279434850863422, -1e-05, 0.0006279434850863422, 0.0007849293563579278, 0.0006279434850863422, 0.0006279434850863422], [0.0009419152276295133, -2e-05, 0.00015698587127158556, 0.0006279434850863422, -2e-05, 0.00015698587127158556]]"
