,board,counts,path,path_length,probability
619,10_easy_full,1.0,"[[8 7 1]
 [6 5 2]
 [7 5 1]
 [6 4 2]
 [7 4 1]
 [9 4 2]]",6,0.02
620,10_easy_full,1.0,"[[1 8 1]
 [0 8 2]
 [2 8 1]
 [1 9 2]
 [4 8 1]
 [5 8 2]]",6,0.02
621,10_easy_full,2.0,"[[4 9 1]
 [0 5 2]
 [1 8 1]
 [1 9 2]
 [2 8 1]
 [0 8 2]]",6,0.04
622,10_easy_full,1.0,"[[6 2 1]
 [6 3 2]
 [5 1 1]
 [5 2 2]
 [7 2 1]
 [7 3 2]]",6,0.02
623,10_easy_full,1.0,"[[5 4 1]
 [6 5 2]
 [5 3 1]
 [5 2 2]
 [4 4 1]
 [6 2 2]]",6,0.02
624,10_easy_full,1.0,"[[8 5 1]
 [4 4 2]
 [5 4 1]
 [9 8 2]
 [9 4 1]
 [6 7 2]]",6,0.02
625,10_easy_full,1.0,"[[6 2 1]
 [6 3 2]
 [5 2 1]
 [4 2 2]
 [5 3 1]
 [5 1 2]]",6,0.02
626,10_easy_full,1.0,"[[6 5 1]
 [5 4 2]
 [6 3 1]
 [6 4 2]
 [6 2 1]
 [5 2 2]]",6,0.02
627,10_easy_full,1.0,"[[4 9 1]
 [4 4 2]
 [5 4 1]
 [9 4 2]
 [5 9 1]
 [9 8 2]]",6,0.02
628,10_easy_full,1.0,"[[1 3 1]
 [4 4 2]
 [5 4 1]
 [4 7 2]
 [4 8 1]
 [9 4 2]]",6,0.02
629,10_easy_full,1.0,"[[6 6 1]
 [5 6 2]
 [1 8 1]
 [1 9 2]
 [0 5 1]
 [4 9 2]]",6,0.02
630,10_easy_full,1.0,"[[7 2 1]
 [8 3 2]
 [6 2 1]
 [6 3 2]
 [7 3 1]
 [8 4 2]]",6,0.02
631,10_easy_full,1.0,"[[2 8 1]
 [4 4 2]
 [5 4 1]
 [4 7 2]
 [4 8 1]
 [6 5 2]]",6,0.02
632,10_easy_full,3.0,"[[1 8 1]
 [1 9 2]
 [2 8 1]
 [0 8 2]
 [4 8 1]
 [5 8 2]]",6,0.06
633,10_easy_full,2.0,"[[0 5 1]
 [4 9 2]
 [1 8 1]
 [1 9 2]
 [2 8 1]
 [4 8 2]]",6,0.04
634,10_easy_full,2.0,"[[9 4 1]
 [4 4 2]
 [5 4 1]
 [4 7 2]
 [4 8 1]
 [6 5 2]]",6,0.04
635,10_easy_full,1.0,"[[1 8 1]
 [1 9 2]
 [0 5 1]
 [4 9 2]
 [2 8 1]
 [4 8 2]]",6,0.02
636,10_easy_full,1.0,"[[3 2 1]
 [4 4 2]
 [5 4 1]
 [6 5 2]
 [2 1 1]
 [1 0 2]]",6,0.02
637,10_easy_full,1.0,"[[3 2 1]
 [4 1 2]
 [5 2 1]
 [4 2 2]
 [6 3 1]
 [6 2 2]]",6,0.02
638,10_easy_full,1.0,"[[9 8 1]
 [9 4 2]
 [9 3 1]
 [8 7 2]
 [8 4 1]
 [6 6 2]]",6,0.02
639,10_easy_full,1.0,"[[9 8 1]
 [9 4 2]
 [9 3 1]
 [8 7 2]
 [8 5 1]
 [7 7 2]]",6,0.02
640,10_easy_full,1.0,"[[9 4 1]
 [9 8 2]
 [9 9 1]
 [4 4 2]
 [5 4 1]
 [7 2 2]
 [8 3 1]]",7,0.0185185185185
641,10_easy_full,1.0,"[[5 1 1]
 [4 1 2]
 [5 2 1]
 [5 3 2]
 [6 2 1]
 [7 3 2]
 [6 3 1]]",7,0.0185185185185
642,10_easy_full,1.0,"[[5 3 1]
 [6 3 2]
 [6 4 1]
 [7 5 2]
 [4 4 1]
 [6 2 2]
 [5 4 1]]",7,0.0185185185185
643,10_easy_full,1.0,"[[4 9 1]
 [0 5 2]
 [1 8 1]
 [1 9 2]
 [2 8 1]
 [2 9 2]
 [0 8 1]]",7,0.0185185185185
644,10_easy_full,2.0,"[[4 9 1]
 [0 5 2]
 [1 9 1]
 [1 8 2]
 [2 9 1]
 [0 9 2]
 [5 9 1]]",7,0.037037037037
645,10_easy_full,1.0,"[[0 5 1]
 [4 9 2]
 [1 8 1]
 [1 9 2]
 [2 8 1]
 [0 8 2]
 [4 8 1]]",7,0.0185185185185
646,10_easy_full,1.0,"[[0 5 1]
 [4 9 2]
 [0 3 1]
 [0 2 2]
 [1 9 1]
 [1 8 2]
 [0 9 1]]",7,0.0185185185185
647,10_easy_full,2.0,"[[9 8 1]
 [9 4 2]
 [9 3 1]
 [4 4 2]
 [5 4 1]
 [6 5 2]
 [8 7 1]]",7,0.037037037037
648,10_easy_full,1.0,"[[1 8 1]
 [1 9 2]
 [4 9 1]
 [0 5 2]
 [2 8 1]
 [4 8 2]
 [0 8 1]]",7,0.0185185185185
649,10_easy_full,1.0,"[[9 4 1]
 [9 8 2]
 [9 9 1]
 [4 4 2]
 [5 4 1]
 [4 7 2]
 [4 8 1]]",7,0.0185185185185
650,10_easy_full,1.0,"[[5 3 1]
 [6 3 2]
 [5 4 1]
 [5 5 2]
 [6 5 1]
 [8 7 2]
 [3 2 1]]",7,0.0185185185185
651,10_easy_full,1.0,"[[4 9 1]
 [0 5 2]
 [1 8 1]
 [1 9 2]
 [2 8 1]
 [0 8 2]
 [4 8 1]]",7,0.0185185185185
652,10_easy_full,1.0,"[[1 9 1]
 [1 8 2]
 [9 8 1]
 [9 4 2]
 [9 3 1]
 [4 9 2]
 [0 5 1]]",7,0.0185185185185
653,10_easy_full,1.0,"[[0 5 1]
 [4 9 2]
 [1 8 1]
 [1 9 2]
 [2 8 1]
 [0 8 2]
 [0 9 1]]",7,0.0185185185185
654,10_easy_full,1.0,"[[5 4 1]
 [6 5 2]
 [5 3 1]
 [5 2 2]
 [6 3 1]
 [6 2 2]
 [7 3 1]]",7,0.0185185185185
655,10_easy_full,1.0,"[[4 4 1]
 [4 2 2]
 [5 2 1]
 [5 3 2]
 [5 4 1]
 [6 5 2]
 [5 1 1]]",7,0.0185185185185
656,10_easy_full,1.0,"[[5 4 1]
 [4 4 2]
 [6 5 1]
 [4 7 2]
 [4 8 1]
 [8 7 2]
 [3 2 1]]",7,0.0185185185185
657,10_easy_full,1.0,"[[9 4 1]
 [9 8 2]
 [9 9 1]
 [4 4 2]
 [5 4 1]
 [4 7 2]
 [6 5 1]]",7,0.0185185185185
658,10_easy_full,1.0,"[[2 8 1]
 [0 5 2]
 [1 8 1]
 [1 9 2]
 [4 8 1]
 [5 8 2]
 [5 7 1]]",7,0.0185185185185
659,10_easy_full,1.0,"[[5 4 1]
 [6 5 2]
 [3 2 1]
 [2 1 2]
 [5 3 1]
 [5 2 2]
 [5 1 1]]",7,0.0185185185185
660,10_easy_full,1.0,"[[6 5 1]
 [9 4 2]
 [5 4 1]
 [8 7 2]
 [3 2 1]
 [2 1 2]
 [7 5 1]]",7,0.0185185185185
661,10_easy_full,1.0,"[[9 8 1]
 [9 4 2]
 [9 3 1]
 [8 7 2]
 [6 5 1]
 [5 4 2]
 [6 6 1]]",7,0.0185185185185
662,10_easy_full,1.0,"[[0 5 1]
 [4 9 2]
 [1 8 1]
 [1 9 2]
 [5 2 1]
 [4 4 2]
 [4 7 1]]",7,0.0185185185185
663,10_easy_full,1.0,"[[2 8 1]
 [0 5 2]
 [1 8 1]
 [1 9 2]
 [4 8 1]
 [5 8 2]
 [4 7 1]]",7,0.0185185185185
664,10_easy_full,1.0,"[[0 5 1]
 [4 9 2]
 [1 9 1]
 [1 8 2]
 [4 4 1]
 [4 7 2]
 [4 8 1]]",7,0.0185185185185
665,10_easy_full,1.0,"[[9 8 1]
 [4 4 2]
 [5 4 1]
 [4 7 2]
 [4 8 1]
 [7 2 2]
 [6 5 1]]",7,0.0185185185185
666,10_easy_full,1.0,"[[1 9 1]
 [1 8 2]
 [4 9 1]
 [0 5 2]
 [2 9 1]
 [5 9 2]
 [0 9 1]]",7,0.0185185185185
667,10_easy_full,1.0,"[[1 8 1]
 [1 9 2]
 [2 8 1]
 [9 8 2]
 [9 4 1]
 [4 8 2]
 [0 5 1]]",7,0.0185185185185
668,10_easy_full,1.0,"[[1 8 1]
 [1 9 2]
 [2 8 1]
 [2 9 2]
 [4 8 1]
 [5 8 2]
 [4 9 1]]",7,0.0185185185185
669,10_easy_full,1.0,"[[4 9 1]
 [0 5 2]
 [5 9 1]
 [4 4 2]
 [5 4 1]
 [4 7 2]
 [4 8 1]]",7,0.0185185185185
670,10_easy_full,1.0,"[[5 2 1]
 [4 7 2]
 [5 3 1]
 [5 4 2]
 [6 2 1]
 [6 4 2]
 [6 3 1]]",7,0.0185185185185
671,10_easy_full,1.0,"[[4 9 1]
 [4 4 2]
 [5 4 1]
 [9 4 2]
 [9 8 1]
 [4 7 2]
 [4 8 1]]",7,0.0185185185185
672,10_easy_full,1.0,"[[0 5 1]
 [4 9 2]
 [0 3 1]
 [0 2 2]
 [1 3 1]
 [2 2 2]
 [1 2 1]]",7,0.0185185185185
673,10_easy_full,1.0,"[[4 7 1]
 [4 4 2]
 [5 4 1]
 [5 5 2]
 [6 6 1]
 [5 6 2]
 [5 7 1]]",7,0.0185185185185
674,10_easy_full,3.0,"[[1 9 1]
 [1 8 2]
 [4 9 1]
 [0 5 2]
 [2 9 1]
 [0 9 2]
 [5 9 1]]",7,0.0555555555556
675,10_easy_full,1.0,"[[6 5 1]
 [5 4 2]
 [1 8 1]
 [1 9 2]
 [2 8 1]
 [5 5 2]
 [6 4 1]]",7,0.0185185185185
676,10_easy_full,1.0,"[[1 9 1]
 [1 8 2]
 [2 8 1]
 [4 7 2]
 [4 8 1]
 [5 7 2]
 [5 9 1]]",7,0.0185185185185
677,10_easy_full,1.0,"[[1 3 1]
 [4 4 2]
 [5 4 1]
 [4 7 2]
 [4 8 1]
 [6 5 2]
 [8 7 1]]",7,0.0185185185185
678,10_easy_full,2.0,"[[4 9 1]
 [0 5 2]
 [1 9 1]
 [1 8 2]
 [2 9 1]
 [5 9 2]
 [0 9 1]]",7,0.037037037037
679,10_easy_full,1.0,"[[9 4 1]
 [4 4 2]
 [5 4 1]
 [6 5 2]
 [7 4 1]
 [8 4 2]
 [7 5 1]]",7,0.0185185185185
680,10_easy_full,1.0,"[[4 9 1]
 [0 5 2]
 [2 9 1]
 [5 9 2]
 [1 9 1]
 [0 9 2]
 [1 8 1]]",7,0.0185185185185
681,10_easy_full,1.0,"[[1 8 1]
 [1 9 2]
 [2 8 1]
 [4 8 2]
 [4 9 1]
 [0 5 2]
 [2 9 1]]",7,0.0185185185185
682,10_easy_full,1.0,"[[4 9 1]
 [0 5 2]
 [1 8 1]
 [1 9 2]
 [2 8 1]
 [9 8 2]
 [4 4 1]]",7,0.0185185185185
683,10_easy_full,1.0,"[[9 4 1]
 [9 8 2]
 [9 9 1]
 [7 2 2]
 [5 2 1]
 [4 4 2]
 [5 4 1]]",7,0.0185185185185
684,10_easy_full,1.0,"[[0 5 1]
 [4 9 2]
 [1 8 1]
 [1 9 2]
 [2 8 1]
 [4 8 2]
 [4 7 1]]",7,0.0185185185185
685,10_easy_full,2.0,"[[9 8 1]
 [9 4 2]
 [9 3 1]
 [4 4 2]
 [5 4 1]
 [4 7 2]
 [4 8 1]]",7,0.037037037037
686,10_easy_full,1.0,"[[9 4 1]
 [9 8 2]
 [9 9 1]
 [4 4 2]
 [5 4 1]
 [6 5 2]
 [4 7 1]]",7,0.0185185185185
687,10_easy_full,1.0,"[[4 4 1]
 [5 4 2]
 [0 5 1]
 [4 9 2]
 [6 2 1]
 [6 3 2]
 [7 2 1]]",7,0.0185185185185
688,10_easy_full,1.0,"[[1 9 1]
 [1 8 2]
 [0 5 1]
 [4 9 2]
 [0 3 1]
 [0 2 2]
 [1 3 1]
 [2 2 2]]",8,0.04
689,10_easy_full,1.0,"[[4 9 1]
 [0 5 2]
 [1 8 1]
 [1 9 2]
 [2 8 1]
 [9 8 2]
 [4 8 1]
 [9 4 2]]",8,0.04
690,10_easy_full,1.0,"[[0 5 1]
 [4 9 2]
 [1 8 1]
 [1 9 2]
 [2 8 1]
 [0 8 2]
 [4 8 1]
 [5 8 2]]",8,0.04
691,10_easy_full,1.0,"[[9 8 1]
 [9 4 2]
 [9 3 1]
 [4 4 2]
 [5 4 1]
 [4 7 2]
 [4 8 1]
 [7 2 2]]",8,0.04
692,10_easy_full,1.0,"[[4 9 1]
 [0 5 2]
 [1 8 1]
 [1 9 2]
 [2 8 1]
 [2 9 2]
 [4 8 1]
 [0 8 2]]",8,0.04
693,10_easy_full,1.0,"[[0 5 1]
 [4 9 2]
 [1 8 1]
 [1 9 2]
 [2 8 1]
 [2 9 2]
 [4 8 1]
 [5 8 2]]",8,0.04
694,10_easy_full,1.0,"[[9 8 1]
 [4 4 2]
 [5 4 1]
 [4 7 2]
 [4 8 1]
 [9 4 2]
 [9 3 1]
 [6 4 2]]",8,0.04
695,10_easy_full,1.0,"[[4 9 1]
 [0 5 2]
 [2 9 1]
 [4 4 2]
 [5 4 1]
 [1 9 2]
 [5 9 1]
 [6 9 2]]",8,0.04
696,10_easy_full,1.0,"[[4 7 1]
 [2 9 2]
 [4 8 1]
 [2 8 2]
 [5 8 1]
 [6 8 2]
 [5 7 1]
 [6 6 2]]",8,0.04
697,10_easy_full,1.0,"[[0 5 1]
 [4 9 2]
 [1 9 1]
 [1 8 2]
 [2 8 1]
 [4 8 2]
 [4 7 1]
 [2 9 2]]",8,0.04
698,10_easy_full,1.0,"[[1 8 1]
 [1 9 2]
 [4 9 1]
 [0 5 2]
 [2 8 1]
 [0 8 2]
 [4 8 1]
 [5 8 2]]",8,0.04
699,10_easy_full,1.0,"[[4 2 1]
 [4 1 2]
 [5 3 1]
 [6 4 2]
 [6 3 1]
 [6 2 2]
 [7 3 1]
 [8 3 2]]",8,0.04
700,10_easy_full,1.0,"[[1 8 1]
 [1 9 2]
 [0 5 1]
 [4 9 2]
 [2 8 1]
 [0 8 2]
 [4 8 1]
 [5 8 2]]",8,0.04
701,10_easy_full,1.0,"[[4 9 1]
 [0 5 2]
 [5 8 1]
 [6 7 2]
 [1 8 1]
 [1 9 2]
 [4 8 1]
 [2 8 2]]",8,0.04
702,10_easy_full,1.0,"[[9 4 1]
 [9 8 2]
 [9 9 1]
 [4 7 2]
 [8 5 1]
 [4 4 2]
 [4 8 1]
 [5 4 2]]",8,0.04
703,10_easy_full,1.0,"[[4 9 1]
 [0 5 2]
 [5 9 1]
 [6 9 2]
 [2 9 1]
 [1 9 2]
 [4 7 1]
 [5 6 2]]",8,0.04
704,10_easy_full,1.0,"[[0 5 1]
 [4 9 2]
 [1 8 1]
 [1 9 2]
 [4 8 1]
 [4 4 2]
 [5 4 1]
 [9 8 2]]",8,0.04
705,10_easy_full,1.0,"[[1 9 1]
 [9 4 2]
 [9 8 1]
 [1 8 2]
 [4 9 1]
 [0 5 2]
 [2 9 1]
 [0 9 2]]",8,0.04
706,10_easy_full,1.0,"[[5 1 1]
 [5 2 2]
 [6 2 1]
 [6 3 2]
 [7 2 1]
 [8 2 2]
 [8 3 1]
 [9 4 2]]",8,0.04
707,10_easy_full,1.0,"[[4 7 1]
 [4 4 2]
 [5 4 1]
 [6 5 2]
 [3 2 1]
 [4 1 2]
 [2 1 1]
 [1 0 2]]",8,0.04
708,10_easy_full,1.0,"[[0 5 1]
 [4 9 2]
 [1 8 1]
 [1 9 2]
 [2 8 1]
 [4 7 2]
 [4 8 1]
 [0 8 2]]",8,0.04
709,10_easy_full,2.0,"[[1 8 1]
 [1 3 2]
 [1 9 1]
 [7 2 2]
 [6 2 1]
 [7 3 2]
 [6 3 1]
 [6 4 2]]",8,0.08
710,10_easy_full,1.0,"[[1 8 1]
 [1 9 2]
 [2 8 1]
 [4 8 2]
 [4 7 1]
 [4 4 2]
 [5 4 1]
 [6 5 2]]",8,0.04
711,10_easy_full,1.0,"[[9 8 1]
 [9 4 2]
 [9 3 1]
 [4 4 2]
 [5 4 1]
 [4 7 2]
 [4 8 1]
 [4 9 2]]",8,0.04
712,10_easy_full,1.0,"[[4 4 1]
 [4 2 2]
 [5 3 1]
 [6 2 2]
 [5 4 1]
 [5 2 2]
 [6 5 1]
 [7 7 2]
 [3 2 1]]",9,0.0909090909091
713,10_easy_full,1.0,"[[9 4 1]
 [9 8 2]
 [9 9 1]
 [4 4 2]
 [5 4 1]
 [4 7 2]
 [4 8 1]
 [5 6 2]
 [6 5 1]]",9,0.0909090909091
714,10_easy_full,1.0,"[[9 4 1]
 [9 8 2]
 [9 9 1]
 [4 4 2]
 [5 4 1]
 [4 7 2]
 [6 5 1]
 [7 7 2]
 [8 7 1]]",9,0.0909090909091
715,10_easy_full,1.0,"[[2 8 1]
 [2 9 2]
 [4 8 1]
 [5 8 2]
 [4 9 1]
 [0 5 2]
 [1 8 1]
 [1 9 2]
 [0 8 1]]",9,0.0909090909091
716,10_easy_full,1.0,"[[1 8 1]
 [1 9 2]
 [4 9 1]
 [0 5 2]
 [2 8 1]
 [4 4 2]
 [4 8 1]
 [0 8 2]
 [5 8 1]]",9,0.0909090909091
717,10_easy_full,1.0,"[[0 5 1]
 [4 9 2]
 [0 3 1]
 [4 4 2]
 [5 4 1]
 [6 4 2]
 [5 3 1]
 [6 2 2]
 [6 3 1]]",9,0.0909090909091
718,10_easy_full,1.0,"[[9 8 1]
 [9 4 2]
 [9 3 1]
 [4 4 2]
 [5 4 1]
 [4 7 2]
 [6 5 1]
 [8 7 2]
 [7 8 1]]",9,0.0909090909091
719,10_easy_full,1.0,"[[9 4 1]
 [9 8 2]
 [9 9 1]
 [4 4 2]
 [5 4 1]
 [4 7 2]
 [4 8 1]
 [7 2 2]
 [6 5 1]]",9,0.0909090909091
720,10_easy_full,1.0,"[[1 8 1]
 [1 9 2]
 [2 8 1]
 [0 8 2]
 [4 8 1]
 [5 8 2]
 [0 5 1]
 [4 9 2]
 [2 9 1]]",9,0.0909090909091
721,10_easy_full,1.0,"[[4 9 1]
 [0 5 2]
 [1 8 1]
 [1 9 2]
 [2 9 1]
 [5 9 2]
 [2 8 1]
 [4 8 2]
 [0 8 1]]",9,0.0909090909091
722,10_easy_full,1.0,"[[1 8 1]
 [1 9 2]
 [2 8 1]
 [4 4 2]
 [5 4 1]
 [4 7 2]
 [4 8 1]
 [5 8 2]
 [0 8 1]]",9,0.0909090909091
723,10_easy_full,1.0,"[[4 4 1]
 [9 4 2]
 [9 3 1]
 [8 5 2]
 [7 5 1]
 [7 4 2]
 [7 3 1]
 [8 3 2]
 [6 3 1]
 [5 3 2]]",10,0.25
724,10_easy_full,1.0,"[[2 8 1]
 [1 8 2]
 [2 9 1]
 [4 8 2]
 [4 7 1]
 [5 6 2]
 [4 9 1]
 [5 9 2]
 [1 9 1]
 [0 9 2]]",10,0.25
725,10_easy_full,1.0,"[[4 4 1]
 [4 2 2]
 [5 3 1]
 [6 2 2]
 [5 4 1]
 [5 2 2]
 [6 5 1]
 [3 2 2]
 [7 7 1]
 [8 7 2]]",10,0.25
726,10_easy_full,1.0,"[[4 4 1]
 [5 2 2]
 [4 1 1]
 [4 2 2]
 [3 2 1]
 [1 9 2]
 [1 8 1]
 [2 9 2]
 [2 8 1]
 [4 9 2]]",10,0.25
727,10_easy_full,1.0,"[[2 9 1]
 [0 9 2]
 [1 9 1]
 [4 9 2]
 [4 8 1]
 [2 8 2]
 [0 8 1]
 [5 8 2]
 [6 6 1]
 [7 8 2]
 [9 8 1]]",11,0.166666666667
728,10_easy_full,1.0,"[[7 5 1]
 [6 4 2]
 [5 3 1]
 [4 2 2]
 [3 1 1]
 [6 3 2]
 [7 2 1]
 [7 3 2]
 [8 3 1]
 [8 5 2]
 [5 7 1]]",11,0.166666666667
729,10_easy_full,1.0,"[[5 1 1]
 [4 4 2]
 [5 4 1]
 [4 7 2]
 [4 8 1]
 [3 0 2]
 [4 1 1]
 [2 0 2]
 [3 1 1]
 [1 0 2]
 [2 1 1]]",11,0.166666666667
730,10_easy_full,1.0,"[[4 9 1]
 [0 5 2]
 [1 8 1]
 [1 9 2]
 [0 9 1]
 [2 9 2]
 [5 9 1]
 [6 9 2]
 [8 9 1]
 [7 9 2]
 [8 8 1]]",11,0.166666666667
731,10_easy_full,1.0,"[[9 4 1]
 [9 8 2]
 [9 9 1]
 [4 4 2]
 [5 4 1]
 [4 7 2]
 [4 8 1]
 [5 6 2]
 [6 7 1]
 [5 5 2]
 [6 4 1]]",11,0.166666666667
732,10_easy_full,1.0,"[[0 5 1]
 [4 9 2]
 [1 8 1]
 [1 9 2]
 [4 8 1]
 [4 4 2]
 [5 4 1]
 [0 9 2]
 [6 5 1]
 [8 7 2]
 [3 2 1]]",11,0.166666666667
733,10_easy_full,1.0,"[[1 8 1]
 [1 9 2]
 [6 2 1]
 [4 4 2]
 [5 4 1]
 [4 7 2]
 [4 8 1]
 [5 6 2]
 [6 3 1]
 [6 4 2]
 [5 5 1]
 [9 4 2]
 [6 5 1]
 [9 3 2]]",14,0.5
734,10_easy_full,1.0,"[[0 5 1]
 [4 9 2]
 [1 8 1]
 [1 9 2]
 [2 8 1]
 [4 4 2]
 [5 4 1]
 [0 8 2]
 [4 8 1]
 [5 8 2]
 [4 7 1]
 [9 8 2]
 [9 9 1]
 [9 4 2]]",14,0.5
735,10_easy_full,1.0,"[[4 9 1]
 [0 5 2]
 [1 8 1]
 [1 9 2]
 [2 8 1]
 [0 8 2]
 [4 8 1]
 [5 8 2]
 [5 7 1]
 [6 6 2]
 [6 5 1]
 [6 4 2]
 [6 2 1]
 [6 3 2]
 [5 3 1]]",15,1.0
736,10_easy_full,1.0,"[[6 2 1]
 [4 4 2]
 [5 4 1]
 [4 7 2]
 [4 8 1]
 [6 5 2]
 [4 9 1]
 [0 5 2]
 [2 9 1]
 [1 9 2]
 [2 8 1]
 [5 8 2]
 [1 8 1]
 [0 8 2]
 [5 7 1]
 [6 6 2]]",16,1.0
737,10_easy_full,1.0,"[[0 5 1]
 [4 9 2]
 [1 8 1]
 [1 9 2]
 [6 2 1]
 [6 3 2]
 [5 3 1]
 [5 2 2]
 [6 6 1]
 [6 5 2]
 [9 8 1]
 [9 4 2]
 [9 3 1]
 [2 8 2]
 [0 8 1]
 [4 8 2]
 [4 4 1]
 [5 5 2]
 [7 7 1]
 [8 8 2]
 [2 1 1]
 [0 1 2]
 [0 2 1]
 [0 3 2]
 [6 4 1]
 [7 5 2]
 [8 5 1]
 [8 4 2]
 [3 2 1]
 [5 4 2]
 [1 0 1]
 [6 7 2]
 [5 6 1]
 [5 9 2]
 [7 4 1]
 [7 3 2]]",36,1.0
738,10_easy_full,1.0,"[[1 8 1]
 [1 3 2]
 [1 9 1]
 [7 2 2]
 [6 2 1]
 [7 3 2]
 [6 3 1]
 [3 0 2]
 [6 4 1]
 [2 0 2]
 [7 4 1]
 [9 4 2]
 [4 4 1]
 [4 7 2]
 [8 4 1]
 [1 0 2]
 [5 4 1]
 [4 1 2]
 [5 1 1]
 [4 2 2]
 [5 2 1]
 [4 8 2]
 [5 3 1]
 [5 6 2]
 [2 9 1]
 [6 6 2]
 [6 5 1]
 [5 5 2]
 [3 2 1]
 [3 1 2]
 [2 1 1]
 [2 2 2]
 [0 5 1]
 [5 7 2]
 [4 9 1]
 [5 8 2]
 [5 9 1]
 [7 5 2]
 [2 8 1]
 [1 1 2]
 [0 0 1]
 [8 5 2]
 [1 2 1]
 [0 9 2]
 [0 1 1]
 [0 8 2]
 [0 2 1]
 [0 7 2]
 [0 3 1]
 [8 3 2]
 [9 3 1]
 [8 2 2]
 [9 2 1]
 [8 1 2]
 [9 1 1]
 [8 0 2]
 [9 0 1]
 [8 7 2]
 [6 7 1]
 [6 8 2]
 [6 9 1]
 [7 7 2]
 [7 8 1]
 [7 9 2]
 [8 9 1]
 [8 8 2]
 [9 8 1]
 [9 9 2]]",68,1.0
739,10_easy_pruned,1.0,[[5 7 1]],1,0.0285714285714
740,10_easy_pruned,4.0,[[5 2 1]],1,0.114285714286
741,10_easy_pruned,2.0,[[9 8 1]],1,0.0571428571429
742,10_easy_pruned,1.0,[[8 5 1]],1,0.0285714285714
743,10_easy_pruned,1.0,[[6 2 1]],1,0.0285714285714
744,10_easy_pruned,1.0,[[1 8 1]],1,0.0285714285714
745,10_easy_pruned,1.0,[[6 6 1]],1,0.0285714285714
746,10_easy_pruned,2.0,[[2 9 1]],1,0.0571428571429
747,10_easy_pruned,1.0,[[7 3 1]],1,0.0285714285714
748,10_easy_pruned,2.0,[[4 8 1]],1,0.0571428571429
749,10_easy_pruned,2.0,[[5 4 1]],1,0.0571428571429
750,10_easy_pruned,1.0,[[6 7 1]],1,0.0285714285714
751,10_easy_pruned,1.0,[[0 8 1]],1,0.0285714285714
752,10_easy_pruned,2.0,[[9 4 1]],1,0.0571428571429
753,10_easy_pruned,1.0,[[8 7 1]],1,0.0285714285714
754,10_easy_pruned,1.0,[[1 1 1]],1,0.0285714285714
755,10_easy_pruned,1.0,[[5 9 1]],1,0.0285714285714
756,10_easy_pruned,1.0,[[6 9 1]],1,0.0285714285714
757,10_easy_pruned,4.0,[[4 4 1]],1,0.114285714286
758,10_easy_pruned,2.0,[[0 7 1]],1,0.0571428571429
759,10_easy_pruned,1.0,[[4 7 1]],1,0.0285714285714
760,10_easy_pruned,1.0,[[5 3 1]],1,0.0285714285714
761,10_easy_pruned,1.0,[[2 8 1]],1,0.0285714285714
762,10_easy_pruned,2.0,"[[5 8 1]
 [6 7 2]]",2,0.0666666666667
763,10_easy_pruned,7.0,"[[1 8 1]
 [1 9 2]]",2,0.233333333333
764,10_easy_pruned,1.0,"[[2 8 1]
 [1 8 2]]",2,0.0333333333333
765,10_easy_pruned,1.0,"[[1 9 1]
 [2 8 2]]",2,0.0333333333333
766,10_easy_pruned,1.0,"[[7 2 1]
 [8 3 2]]",2,0.0333333333333
767,10_easy_pruned,1.0,"[[1 3 1]
 [2 2 2]]",2,0.0333333333333
768,10_easy_pruned,1.0,"[[5 5 1]
 [8 4 2]]",2,0.0333333333333
769,10_easy_pruned,2.0,"[[9 4 1]
 [8 5 2]]",2,0.0666666666667
770,10_easy_pruned,2.0,"[[5 4 1]
 [6 5 2]]",2,0.0666666666667
771,10_easy_pruned,1.0,"[[1 8 1]
 [2 8 2]]",2,0.0333333333333
772,10_easy_pruned,2.0,"[[8 5 1]
 [9 4 2]]",2,0.0666666666667
773,10_easy_pruned,1.0,"[[6 2 1]
 [6 3 2]]",2,0.0333333333333
774,10_easy_pruned,1.0,"[[5 8 1]
 [9 8 2]]",2,0.0333333333333
775,10_easy_pruned,1.0,"[[6 3 1]
 [6 2 2]]",2,0.0333333333333
776,10_easy_pruned,1.0,"[[5 1 1]
 [4 2 2]]",2,0.0333333333333
777,10_easy_pruned,1.0,"[[2 9 1]
 [1 9 2]]",2,0.0333333333333
778,10_easy_pruned,2.0,"[[2 8 1]
 [4 8 2]]",2,0.0666666666667
779,10_easy_pruned,1.0,"[[0 8 1]
 [1 8 2]]",2,0.0333333333333
780,10_easy_pruned,1.0,"[[4 7 1]
 [5 8 2]]",2,0.0333333333333
781,10_easy_pruned,1.0,"[[4 4 1]
 [5 3 2]
 [4 2 1]]",3,0.0227272727273
782,10_easy_pruned,1.0,"[[5 1 1]
 [7 2 2]
 [4 2 1]]",3,0.0227272727273
783,10_easy_pruned,1.0,"[[4 4 1]
 [1 8 2]
 [1 9 1]]",3,0.0227272727273
784,10_easy_pruned,1.0,"[[5 9 1]
 [2 9 2]
 [7 9 1]]",3,0.0227272727273
785,10_easy_pruned,1.0,"[[6 7 1]
 [5 8 2]
 [8 5 1]]",3,0.0227272727273
786,10_easy_pruned,1.0,"[[2 9 1]
 [1 9 2]
 [5 9 1]]",3,0.0227272727273
787,10_easy_pruned,1.0,"[[8 5 1]
 [6 7 2]
 [5 8 1]]",3,0.0227272727273
