,move_limit,noise,k,board,tradeoff
0,30,0.0,10,10_easy_full,0
1,30,0.0,10,10_easy_pruned,0
2,30,0.0,10,10_hard_full,0
3,30,0.0,10,10_hard_pruned,0
4,30,0.0,10,10_medium_full,0
5,30,0.0,10,10_medium_pruned,0
6,30,0.0,10,6_easy_full,1
7,30,0.0,10,6_easy_pruned,0
8,30,0.0,10,6_hard_full,0
9,30,0.0,10,6_hard_pruned,0
10,30,0.25,10,10_easy_full,1
11,30,0.25,10,10_easy_pruned,0
12,30,0.25,10,10_hard_full,0
13,30,0.25,10,10_hard_pruned,0
14,30,0.25,10,10_medium_full,0
15,30,0.25,10,10_medium_pruned,0
16,30,0.25,10,6_easy_full,0
17,30,0.25,10,6_easy_pruned,1
18,30,0.25,10,6_hard_full,0
19,30,0.25,10,6_hard_pruned,0
20,30,0.5,10,10_easy_full,0
21,30,0.5,10,10_easy_pruned,0
22,30,0.5,10,10_hard_full,0
23,30,0.5,10,10_hard_pruned,0
24,30,0.5,10,10_medium_full,0
25,30,0.5,10,10_medium_pruned,0
26,30,0.5,10,6_easy_full,1
27,30,0.5,10,6_easy_pruned,0
28,30,0.5,10,6_hard_full,0
29,30,0.5,10,6_hard_pruned,0
30,30,0.75,10,10_easy_full,0
31,30,0.75,10,10_easy_pruned,0
32,30,0.75,10,10_hard_full,0
33,30,0.75,10,10_hard_pruned,0
34,30,0.75,10,10_medium_full,0
35,30,0.75,10,10_medium_pruned,0
36,30,0.75,10,6_easy_full,0
37,30,0.75,10,6_easy_pruned,1
38,30,0.75,10,6_hard_full,0
39,30,0.75,10,6_hard_pruned,0
40,30,1.0,10,10_easy_full,0
41,30,1.0,10,10_easy_pruned,0
42,30,1.0,10,10_hard_full,0
43,30,1.0,10,10_hard_pruned,0
44,30,1.0,10,10_medium_full,0
45,30,1.0,10,10_medium_pruned,1
46,30,1.0,10,6_easy_full,1
47,30,1.0,10,6_easy_pruned,1
48,30,1.0,10,6_hard_full,0
49,30,1.0,10,6_hard_pruned,0
50,30,1.25,10,10_easy_full,0
51,30,1.25,10,10_easy_pruned,1
52,30,1.25,10,10_hard_full,0
53,30,1.25,10,10_hard_pruned,0
54,30,1.25,10,10_medium_full,0
55,30,1.25,10,10_medium_pruned,1
56,30,1.25,10,6_easy_full,1
57,30,1.25,10,6_easy_pruned,1
58,30,1.25,10,6_hard_full,0
59,30,1.25,10,6_hard_pruned,0
60,30,1.5,10,10_easy_full,0
61,30,1.5,10,10_easy_pruned,1
62,30,1.5,10,10_hard_full,0
63,30,1.5,10,10_hard_pruned,0
64,30,1.5,10,10_medium_full,0
65,30,1.5,10,10_medium_pruned,0
66,30,1.5,10,6_easy_full,1
67,30,1.5,10,6_easy_pruned,1
68,30,1.5,10,6_hard_full,0
69,30,1.5,10,6_hard_pruned,0
70,30,1.75,10,10_easy_full,0
71,30,1.75,10,10_easy_pruned,0
72,30,1.75,10,10_hard_full,0
73,30,1.75,10,10_hard_pruned,0
74,30,1.75,10,10_medium_full,0
75,30,1.75,10,10_medium_pruned,0
76,30,1.75,10,6_easy_full,0
77,30,1.75,10,6_easy_pruned,1
78,30,1.75,10,6_hard_full,1
79,30,1.75,10,6_hard_pruned,0
80,30,2.0,10,10_easy_full,0
81,30,2.0,10,10_easy_pruned,0
82,30,2.0,10,10_hard_full,0
83,30,2.0,10,10_hard_pruned,0
84,30,2.0,10,10_medium_full,0
85,30,2.0,10,10_medium_pruned,0
86,30,2.0,10,6_easy_full,0
87,30,2.0,10,6_easy_pruned,1
88,30,2.0,10,6_hard_full,0
89,30,2.0,10,6_hard_pruned,0
90,30,2.25,10,10_easy_full,0
91,30,2.25,10,10_easy_pruned,0
92,30,2.25,10,10_hard_full,0
93,30,2.25,10,10_hard_pruned,0
94,30,2.25,10,10_medium_full,0
95,30,2.25,10,10_medium_pruned,0
96,30,2.25,10,6_easy_full,1
97,30,2.25,10,6_easy_pruned,0
98,30,2.25,10,6_hard_full,0
99,30,2.25,10,6_hard_pruned,0
100,30,2.5,10,10_easy_full,0
101,30,2.5,10,10_easy_pruned,1
102,30,2.5,10,10_hard_full,0
103,30,2.5,10,10_hard_pruned,1
104,30,2.5,10,10_medium_full,0
105,30,2.5,10,10_medium_pruned,0
106,30,2.5,10,6_easy_full,1
107,30,2.5,10,6_easy_pruned,1
108,30,2.5,10,6_hard_full,0
109,30,2.5,10,6_hard_pruned,0
110,50,0.0,10,10_easy_full,1
111,50,0.0,10,10_easy_pruned,0
112,50,0.0,10,10_hard_full,0
113,50,0.0,10,10_hard_pruned,0
114,50,0.0,10,10_medium_full,0
115,50,0.0,10,10_medium_pruned,1
116,50,0.0,10,6_easy_full,0
117,50,0.0,10,6_easy_pruned,0
118,50,0.0,10,6_hard_full,0
119,50,0.0,10,6_hard_pruned,0
120,50,0.25,10,10_easy_full,0
121,50,0.25,10,10_easy_pruned,0
122,50,0.25,10,10_hard_full,0
123,50,0.25,10,10_hard_pruned,0
124,50,0.25,10,10_medium_full,0
125,50,0.25,10,10_medium_pruned,0
126,50,0.25,10,6_easy_full,0
127,50,0.25,10,6_easy_pruned,0
128,50,0.25,10,6_hard_full,0
129,50,0.25,10,6_hard_pruned,0
130,50,0.5,10,10_easy_full,0
131,50,0.5,10,10_easy_pruned,0
132,50,0.5,10,10_hard_full,0
133,50,0.5,10,10_hard_pruned,0
134,50,0.5,10,10_medium_full,0
135,50,0.5,10,10_medium_pruned,0
136,50,0.5,10,6_easy_full,1
137,50,0.5,10,6_easy_pruned,0
138,50,0.5,10,6_hard_full,0
139,50,0.5,10,6_hard_pruned,0
140,50,0.75,10,10_easy_full,0
141,50,0.75,10,10_easy_pruned,0
142,50,0.75,10,10_hard_full,0
143,50,0.75,10,10_hard_pruned,0
144,50,0.75,10,10_medium_full,0
145,50,0.75,10,10_medium_pruned,1
146,50,0.75,10,6_easy_full,0
147,50,0.75,10,6_easy_pruned,0
148,50,0.75,10,6_hard_full,0
149,50,0.75,10,6_hard_pruned,0
150,50,1.0,10,10_easy_full,0
151,50,1.0,10,10_easy_pruned,0
152,50,1.0,10,10_hard_full,0
153,50,1.0,10,10_hard_pruned,1
