win_score,blocking_score,fitted_heuristic,board_name,userid
25,80,non-linear,10_easy_pruned,5
25,80,non-linear,10_medium_full,2
25,80,non-linear,6_easy_full,5
25,80,non-linear,6_easy_pruned,8
25,80,non-linear,6_hard_full,2
25,160,blocking,10_easy_full,11
25,160,blocking,10_easy_pruned,3
25,160,blocking,10_hard_pruned,3
25,160,blocking,10_medium_full,2
25,160,blocking,10_medium_pruned,2
25,160,blocking,6_easy_full,2
25,160,blocking,6_easy_pruned,2
25,160,blocking,6_hard_pruned,2
25,160,blocking_blind,10_easy_full,16
25,160,blocking_blind,10_easy_pruned,4
25,160,blocking_blind,10_hard_full,18
25,160,blocking_blind,10_hard_pruned,12
25,160,blocking_blind,10_medium_full,20
25,160,blocking_blind,10_medium_pruned,13
25,160,blocking_blind,6_easy_full,2
25,160,blocking_blind,6_easy_pruned,2
25,160,blocking_blind,6_hard_full,11
25,160,blocking_blind,6_hard_pruned,5
25,160,density,10_easy_full,4
25,160,density,10_easy_pruned,5
25,160,density,10_hard_pruned,2
25,160,density,10_medium_full,3
25,160,density,10_medium_pruned,2
25,160,density,6_easy_full,13
25,160,density,6_easy_pruned,8
25,160,density,6_hard_full,4
25,160,density,6_hard_pruned,4
25,160,interaction,10_easy_full,8
25,160,interaction,10_easy_pruned,3
25,160,interaction,10_hard_full,3
25,160,interaction,10_hard_pruned,1
25,160,interaction,10_medium_pruned,2
25,160,interaction,6_easy_full,4
25,160,interaction,6_easy_pruned,5
25,160,interaction,6_hard_full,4
25,160,interaction,6_hard_pruned,1
25,160,interaction_blind,10_easy_full,4
25,160,interaction_blind,10_easy_pruned,11
25,160,interaction_blind,10_hard_full,10
25,160,interaction_blind,10_hard_pruned,16
25,160,interaction_blind,10_medium_full,12
25,160,interaction_blind,10_medium_pruned,16
25,160,interaction_blind,6_easy_full,8
25,160,interaction_blind,6_easy_pruned,14
25,160,interaction_blind,6_hard_full,19
25,160,interaction_blind,6_hard_pruned,21
25,160,linear,10_easy_full,1
25,160,linear,6_easy_pruned,2
25,160,linear,6_hard_full,2
25,160,non-linear,10_easy_full,7
25,160,non-linear,10_easy_pruned,5
25,160,non-linear,10_medium_full,2
25,160,non-linear,6_easy_full,5
25,160,non-linear,6_easy_pruned,9
25,160,non-linear,6_hard_full,2
50,5,blocking,10_easy_full,19
50,5,blocking,10_easy_pruned,4
50,5,blocking,10_hard_full,4
50,5,blocking,10_hard_pruned,7
50,5,blocking,10_medium_full,5
50,5,blocking,10_medium_pruned,4
50,5,blocking,6_easy_full,2
50,5,blocking,6_easy_pruned,4
50,5,blocking,6_hard_full,7
50,5,blocking,6_hard_pruned,4
50,5,blocking_blind,10_easy_full,19
50,5,blocking_blind,10_easy_pruned,7
50,5,blocking_blind,10_hard_full,21
50,5,blocking_blind,10_hard_pruned,17
50,5,blocking_blind,10_medium_full,24
50,5,blocking_blind,10_medium_pruned,20
50,5,blocking_blind,6_easy_full,5
50,5,blocking_blind,6_easy_pruned,6
50,5,blocking_blind,6_hard_full,10
50,5,blocking_blind,6_hard_pruned,14
50,5,density,10_easy_full,4
50,5,density,10_easy_pruned,5
50,5,density,10_hard_pruned,2
50,5,density,10_medium_full,3
50,5,density,10_medium_pruned,2
50,5,density,6_easy_full,13
50,5,density,6_easy_pruned,9
50,5,density,6_hard_full,5
50,5,density,6_hard_pruned,3
50,5,interaction,10_easy_full,1
50,5,interaction,10_easy_pruned,2
50,5,interaction,10_hard_full,2
50,5,interaction,10_medium_pruned,1
50,5,interaction,6_easy_full,4
50,5,interaction,6_easy_pruned,3
50,5,interaction,6_hard_full,5
50,5,interaction,6_hard_pruned,3
50,5,interaction_blind,10_easy_full,2
50,5,interaction_blind,10_easy_pruned,8
50,5,interaction_blind,10_hard_full,4
50,5,interaction_blind,10_hard_pruned,8
50,5,interaction_blind,10_medium_full,5
50,5,interaction_blind,10_medium_pruned,8
50,5,interaction_blind,6_easy_full,5
50,5,interaction_blind,6_easy_pruned,11
50,5,interaction_blind,6_hard_full,11
50,5,interaction_blind,6_hard_pruned,9
50,5,linear,10_easy_full,1
50,5,linear,6_easy_pruned,2
50,5,linear,6_hard_full,2
50,5,non-linear,10_easy_full,5
50,5,non-linear,10_easy_pruned,5
50,5,non-linear,10_medium_full,2
50,5,non-linear,6_easy_full,5
50,5,non-linear,6_easy_pruned,7
50,5,non-linear,6_hard_full,2
50,10,blocking,10_easy_full,19
50,10,blocking,10_easy_pruned,4
50,10,blocking,10_hard_full,3
50,10,blocking,10_hard_pruned,6
50,10,blocking,10_medium_full,5
50,10,blocking,10_medium_pruned,4
50,10,blocking,6_easy_full,2
50,10,blocking,6_easy_pruned,4
50,10,blocking,6_hard_full,5
50,10,blocking,6_hard_pruned,4
50,10,blocking_blind,10_easy_full,18
50,10,blocking_blind,10_easy_pruned,6
50,10,blocking_blind,10_hard_full,19
50,10,blocking_blind,10_hard_pruned,18
50,10,blocking_blind,10_medium_full,23
50,10,blocking_blind,10_medium_pruned,19
50,10,blocking_blind,6_easy_full,4
50,10,blocking_blind,6_easy_pruned,4
50,10,blocking_blind,6_hard_full,12
50,10,blocking_blind,6_hard_pruned,11
50,10,density,10_easy_full,4
50,10,density,10_easy_pruned,5
50,10,density,10_hard_pruned,2
50,10,density,10_medium_full,3
50,10,density,10_medium_pruned,2
50,10,density,6_easy_full,13
50,10,density,6_easy_pruned,9
50,10,density,6_hard_full,4
50,10,density,6_hard_pruned,3
50,10,interaction,10_easy_full,1
50,10,interaction,10_easy_pruned,3
50,10,interaction,10_hard_full,3
50,10,interaction,10_medium_pruned,1
50,10,interaction,6_easy_full,4
50,10,interaction,6_easy_pruned,3
50,10,interaction,6_hard_full,6
50,10,interaction,6_hard_pruned,3
50,10,interaction_blind,10_easy_full,3
50,10,interaction_blind,10_easy_pruned,8
50,10,interaction_blind,10_hard_full,6
50,10,interaction_blind,10_hard_pruned,8
50,10,interaction_blind,10_medium_full,6
50,10,interaction_blind,10_medium_pruned,9
50,10,interaction_blind,6_easy_full,6
50,10,interaction_blind,6_easy_pruned,13
50,10,interaction_blind,6_hard_full,11
50,10,interaction_blind,6_hard_pruned,12
50,10,linear,10_easy_full,1
50,10,linear,6_easy_pruned,2
50,10,linear,6_hard_full,2
50,10,non-linear,10_easy_full,5
50,10,non-linear,10_easy_pruned,5
50,10,non-linear,10_medium_full,2
50,10,non-linear,6_easy_full,5
50,10,non-linear,6_easy_pruned,7
50,10,non-linear,6_hard_full,2
50,20,blocking,10_easy_full,14
50,20,blocking,10_easy_pruned,3
50,20,blocking,10_hard_full,2
50,20,blocking,10_hard_pruned,6
50,20,blocking,10_medium_full,5
50,20,blocking,10_medium_pruned,2
50,20,blocking,6_easy_full,1
50,20,blocking,6_easy_pruned,2
50,20,blocking,6_hard_full,2
50,20,blocking,6_hard_pruned,3
50,20,blocking_blind,10_easy_full,16
50,20,blocking_blind,10_easy_pruned,7
50,20,blocking_blind,10_hard_full,17
50,20,blocking_blind,10_hard_pruned,14
50,20,blocking_blind,10_medium_full,21
50,20,blocking_blind,10_medium_pruned,18
50,20,blocking_blind,6_easy_full,2
50,20,blocking_blind,6_easy_pruned,2
50,20,blocking_blind,6_hard_full,12
50,20,blocking_blind,6_hard_pruned,7
50,20,density,10_easy_full,4
50,20,density,10_easy_pruned,5
50,20,density,10_hard_pruned,2
50,20,density,10_medium_full,3
50,20,density,10_medium_pruned,2
50,20,density,6_easy_full,13
50,20,density,6_easy_pruned,9
50,20,density,6_hard_full,4
50,20,density,6_hard_pruned,3
50,20,interaction,10_easy_full,4
50,20,interaction,10_easy_pruned,3
50,20,interaction,10_hard_full,4
50,20,interaction,10_medium_pruned,2
50,20,interaction,6_easy_full,4
50,20,interaction,6_easy_pruned,3
50,20,interaction,6_hard_full,9
50,20,interaction,6_hard_pruned,3
50,20,interaction_blind,10_easy_full,5
50,20,interaction_blind,10_easy_pruned,8
50,20,interaction_blind,10_hard_full,8
50,20,interaction_blind,10_hard_pruned,12
50,20,interaction_blind,10_medium_full,8
50,20,interaction_blind,10_medium_pruned,11
50,20,interaction_blind,6_easy_full,8
50,20,interaction_blind,6_easy_pruned,15
50,20,interaction_blind,6_hard_full,11
50,20,interaction_blind,6_hard_pruned,17
50,20,linear,10_easy_full,1
50,20,linear,6_easy_pruned,2
50,20,linear,6_hard_full,2
50,20,non-linear,10_easy_full,7
50,20,non-linear,10_easy_pruned,5
50,20,non-linear,10_medium_full,2
50,20,non-linear,6_easy_full,6
50,20,non-linear,6_easy_pruned,9
50,20,non-linear,6_hard_full,2
50,40,blocking,10_easy_full,12
50,40,blocking,10_easy_pruned,3
50,40,blocking,10_hard_pruned,5
50,40,blocking,10_medium_full,4
50,40,blocking,10_medium_pruned,1
50,40,blocking,6_easy_full,1
50,40,blocking,6_easy_pruned,2
50,40,blocking,6_hard_full,1
50,40,blocking,6_hard_pruned,3
50,40,blocking_blind,10_easy_full,15
50,40,blocking_blind,10_easy_pruned,3
50,40,blocking_blind,10_hard_full,15
50,40,blocking_blind,10_hard_pruned,12
50,40,blocking_blind,10_medium_full,19
50,40,blocking_blind,10_medium_pruned,12
50,40,blocking_blind,6_easy_full,2
50,40,blocking_blind,6_easy_pruned,2
50,40,blocking_blind,6_hard_full,9
50,40,blocking_blind,6_hard_pruned,5
50,40,density,10_easy_full,4
50,40,density,10_easy_pruned,5
50,40,density,10_hard_pruned,2
50,40,density,10_medium_full,3
50,40,density,10_medium_pruned,2
50,40,density,6_easy_full,13
50,40,density,6_easy_pruned,9
50,40,density,6_hard_full,4
50,40,density,6_hard_pruned,3
50,40,interaction,10_easy_full,6
50,40,interaction,10_easy_pruned,3
50,40,interaction,10_hard_full,4
50,40,interaction,10_medium_pruned,3
50,40,interaction,6_easy_full,4
50,40,interaction,6_easy_pruned,3
50,40,interaction,6_hard_full,9
50,40,interaction,6_hard_pruned,2
50,40,interaction_blind,10_easy_full,6
50,40,interaction_blind,10_easy_pruned,12
50,40,interaction_blind,10_hard_full,12
50,40,interaction_blind,10_hard_pruned,15
50,40,interaction_blind,10_medium_full,11
50,40,interaction_blind,10_medium_pruned,17
50,40,interaction_blind,6_easy_full,8
50,40,interaction_blind,6_easy_pruned,15
50,40,interaction_blind,6_hard_full,14
50,40,interaction_blind,6_hard_pruned,20
50,40,linear,10_easy_full,1
50,40,linear,6_easy_pruned,2
50,40,linear,6_hard_full,2
50,40,non-linear,10_easy_full,7
50,40,non-linear,10_easy_pruned,5
50,40,non-linear,10_medium_full,2
50,40,non-linear,6_easy_full,6
50,40,non-linear,6_easy_pruned,9
50,40,non-linear,6_hard_full,3
50,80,blocking,10_easy_full,9
50,80,blocking,10_easy_pruned,3
50,80,blocking,10_hard_pruned,4
50,80,blocking,10_medium_full,3
50,80,blocking,10_medium_pruned,1
50,80,blocking,6_easy_full,1
50,80,blocking,6_easy_pruned,2
50,80,blocking,6_hard_full,1
50,80,blocking,6_hard_pruned,4
50,80,blocking_blind,10_easy_full,15
50,80,blocking_blind,10_easy_pruned,3
50,80,blocking_blind,10_hard_full,13
50,80,blocking_blind,10_hard_pruned,12
50,80,blocking_blind,10_medium_full,19
50,80,blocking_blind,10_medium_pruned,12
50,80,blocking_blind,6_easy_full,2
50,80,blocking_blind,6_easy_pruned,1
50,80,blocking_blind,6_hard_full,9
50,80,blocking_blind,6_hard_pruned,4
50,80,density,10_easy_full,4
50,80,density,10_easy_pruned,5
50,80,density,10_hard_pruned,2
50,80,density,10_medium_full,3
50,80,density,10_medium_pruned,2
50,80,density,6_easy_full,13
50,80,density,6_easy_pruned,9
50,80,density,6_hard_full,4
50,80,density,6_hard_pruned,3
50,80,interaction,10_easy_full,8
50,80,interaction,10_easy_pruned,3
50,80,interaction,10_hard_full,4
50,80,interaction,10_medium_pruned,3
50,80,interaction,6_easy_full,4
50,80,interaction,6_easy_pruned,3
50,80,interaction,6_hard_full,9
50,80,interaction,6_hard_pruned,1
50,80,interaction_blind,10_easy_full,7
50,80,interaction_blind,10_easy_pruned,12
50,80,interaction_blind,10_hard_full,14
50,80,interaction_blind,10_hard_pruned,16
50,80,interaction_blind,10_medium_full,12
50,80,interaction_blind,10_medium_pruned,17
50,80,interaction_blind,6_easy_full,8
50,80,interaction_blind,6_easy_pruned,16
50,80,interaction_blind,6_hard_full,14
50,80,interaction_blind,6_hard_pruned,21
50,80,linear,10_easy_full,1
50,80,linear,6_easy_pruned,2
50,80,linear,6_hard_full,2
50,80,non-linear,10_easy_full,7
50,80,non-linear,10_easy_pruned,5
50,80,non-linear,10_medium_full,2
50,80,non-linear,6_easy_full,6
50,80,non-linear,6_easy_pruned,9
50,80,non-linear,6_hard_full,3
50,160,blocking,10_easy_full,9
50,160,blocking,10_easy_pruned,3
50,160,blocking,10_hard_pruned,4
50,160,blocking,10_medium_full,2
50,160,blocking,10_medium_pruned,1
50,160,blocking,6_easy_full,1
50,160,blocking,6_easy_pruned,2
50,160,blocking,6_hard_pruned,4
50,160,blocking_blind,10_easy_full,15
50,160,blocking_blind,10_easy_pruned,3
50,160,blocking_blind,10_hard_full,14
50,160,blocking_blind,10_hard_pruned,12
50,160,blocking_blind,10_medium_full,19
50,160,blocking_blind,10_medium_pruned,12
50,160,blocking_blind,6_easy_full,2
50,160,blocking_blind,6_easy_pruned,1
50,160,blocking_blind,6_hard_full,9
50,160,blocking_blind,6_hard_pruned,4
50,160,density,10_easy_full,4
50,160,density,10_easy_pruned,5
50,160,density,10_hard_pruned,2
50,160,density,10_medium_full,3
50,160,density,10_medium_pruned,2
50,160,density,6_easy_full,13
50,160,density,6_easy_pruned,9
50,160,density,6_hard_full,4
50,160,density,6_hard_pruned,3
50,160,interaction,10_easy_full,8
50,160,interaction,10_easy_pruned,3
50,160,interaction,10_hard_full,4
50,160,interaction,10_medium_pruned,3
50,160,interaction,6_easy_full,4
50,160,interaction,6_easy_pruned,3
50,160,interaction,6_hard_full,9
50,160,interaction,6_hard_pruned,1
50,160,interaction_blind,10_easy_full,6
50,160,interaction_blind,10_easy_pruned,12
50,160,interaction_blind,10_hard_full,13
50,160,interaction_blind,10_hard_pruned,16
50,160,interaction_blind,10_medium_full,13
50,160,interaction_blind,10_medium_pruned,17
50,160,interaction_blind,6_easy_full,8
50,160,interaction_blind,6_easy_pruned,16
50,160,interaction_blind,6_hard_full,15
50,160,interaction_blind,6_hard_pruned,21
50,160,linear,10_easy_full,1
50,160,linear,6_easy_pruned,2
50,160,linear,6_hard_full,2
50,160,non-linear,10_easy_full,8
50,160,non-linear,10_easy_pruned,5
50,160,non-linear,10_medium_full,2
50,160,non-linear,6_easy_full,6
50,160,non-linear,6_easy_pruned,9
50,160,non-linear,6_hard_full,3
100,5,blocking,10_easy_full,17
100,5,blocking,10_easy_pruned,4
100,5,blocking,10_hard_full,4
100,5,blocking,10_hard_pruned,8
100,5,blocking,10_medium_full,5
100,5,blocking,10_medium_pruned,5
100,5,blocking,6_easy_full,2
100,5,blocking,6_easy_pruned,3
100,5,blocking,6_hard_full,8
100,5,blocking,6_hard_pruned,5
100,5,blocking_blind,10_easy_full,20
100,5,blocking_blind,10_easy_pruned,10
100,5,blocking_blind,10_hard_full,21
100,5,blocking_blind,10_hard_pruned,16
100,5,blocking_blind,10_medium_full,24
100,5,blocking_blind,10_medium_pruned,21
100,5,blocking_blind,6_easy_full,5
100,5,blocking_blind,6_easy_pruned,6
100,5,blocking_blind,6_hard_full,11
100,5,blocking_blind,6_hard_pruned,14
100,5,density,10_easy_full,4
100,5,density,10_easy_pruned,5
100,5,density,10_hard_pruned,2
100,5,density,10_medium_full,3
100,5,density,10_medium_pruned,2
100,5,density,6_easy_full,13
100,5,density,6_easy_pruned,9
100,5,density,6_hard_full,5
100,5,density,6_hard_pruned,3
100,5,interaction,10_easy_full,1
100,5,interaction,10_easy_pruned,2
100,5,interaction,10_hard_full,2
100,5,interaction,6_easy_full,3
100,5,interaction,6_easy_pruned,3
100,5,interaction,6_hard_full,4
100,5,interaction,6_hard_pruned,3
100,5,interaction_blind,10_easy_full,2
100,5,interaction_blind,10_easy_pruned,5
100,5,interaction_blind,10_hard_full,4
100,5,interaction_blind,10_hard_pruned,8
100,5,interaction_blind,10_medium_full,5
100,5,interaction_blind,10_medium_pruned,7
100,5,interaction_blind,6_easy_full,5
100,5,interaction_blind,6_easy_pruned,11
100,5,interaction_blind,6_hard_full,10
100,5,interaction_blind,6_hard_pruned,8
100,5,linear,10_easy_full,1
100,5,linear,6_easy_pruned,2
100,5,linear,6_hard_full,3
100,5,non-linear,10_easy_full,6
100,5,non-linear,10_easy_pruned,5
100,5,non-linear,10_medium_full,2
100,5,non-linear,6_easy_full,6
100,5,non-linear,6_easy_pruned,8
100,5,non-linear,6_hard_full,1
100,10,blocking,10_easy_full,16
100,10,blocking,10_easy_pruned,4
100,10,blocking,10_hard_full,4
100,10,blocking,10_hard_pruned,7
100,10,blocking,10_medium_full,5
100,10,blocking,10_medium_pruned,4
100,10,blocking,6_easy_full,1
100,10,blocking,6_easy_pruned,3
100,10,blocking,6_hard_full,7
100,10,blocking,6_hard_pruned,6
100,10,blocking_blind,10_easy_full,19
100,10,blocking_blind,10_easy_pruned,10
100,10,blocking_blind,10_hard_full,20
100,10,blocking_blind,10_hard_pruned,17
100,10,blocking_blind,10_medium_full,23
100,10,blocking_blind,10_medium_pruned,19
100,10,blocking_blind,6_easy_full,5
100,10,blocking_blind,6_easy_pruned,5
100,10,blocking_blind,6_hard_full,11
