iteration,board,shutter_size,max_moves,heuristic_name,heuristic,layers,interaction,exponent,potential,neighborhood,opponent,numberOfNodes,answer,correct,exploredNodes
0,6_hard_full,3,35,shutter,blocking,False,True,2,square,2,True,35,15,0,"[[0.0, -2e-05, 0.1111111111111111, 0.05555555555555555, -1e-05, 0.05555555555555555], [0.027777777777777776, -2e-05, -1e-05, -2e-05, 0.027777777777777776, 0.0], [0.05555555555555555, -1e-05, 0.027777777777777776, 0.0, 0.0, 0.0], [0.05555555555555555, -1e-05, 0.027777777777777776, -2e-05, 0.0, 0.027777777777777776], [0.1111111111111111, -1e-05, 0.027777777777777776, 0.1388888888888889, 0.08333333333333333, 0.08333333333333333], [0.0, -2e-05, 0.027777777777777776, 0.05555555555555555, -2e-05, 0.0]]"
0,6_hard_pruned,3,35,shutter,blocking,False,True,2,square,2,True,35,16,0,"[[0.0, -2e-05, 0.058823529411764705, -1e-05, -1e-05, 0.08823529411764706], [0.0, -2e-05, -1e-05, -2e-05, 0.11764705882352941, 0.058823529411764705], [0.0, -1e-05, 0.058823529411764705, 0.029411764705882353, 0.058823529411764705, 0.029411764705882353], [-2e-05, -1e-05, 0.11764705882352941, -2e-05, 0.058823529411764705, 0.029411764705882353], [0.029411764705882353, -1e-05, 0.11764705882352941, 0.029411764705882353, 0.08823529411764706, 0.029411764705882353], [0.0, -2e-05, 0.0, 0.0, -2e-05, 0.0]]"
0,6_hard_full,3,50,shutter,blocking,False,True,2,square,2,True,50,21,0,"[[0.0, -2e-05, 0.0, 0.020833333333333332, -1e-05, 0.020833333333333332], [0.0625, -2e-05, -1e-05, -2e-05, 0.020833333333333332, 0.0], [0.020833333333333332, -1e-05, 0.0, 0.020833333333333332, 0.041666666666666664, 0.08333333333333333], [0.0, -1e-05, 0.020833333333333332, -2e-05, 0.0625, 0.0625], [0.08333333333333333, -1e-05, 0.10416666666666667, 0.1875, 0.0625, 0.08333333333333333], [0.0, -2e-05, 0.020833333333333332, 0.0, -2e-05, 0.020833333333333332]]"
0,6_hard_pruned,3,50,shutter,blocking,False,True,2,square,2,True,31,15,0,"[[0.038461538461538464, -2e-05, 0.11538461538461539, -1e-05, -1e-05, 0.15384615384615385], [0.038461538461538464, -2e-05, -1e-05, -2e-05, 0.038461538461538464, 0.038461538461538464], [0.038461538461538464, -1e-05, 0.038461538461538464, 0.0, 0.0, 0.07692307692307693], [-2e-05, -1e-05, 0.038461538461538464, -2e-05, 0.07692307692307693, 0.0], [0.038461538461538464, -1e-05, 0.07692307692307693, 0.07692307692307693, 0.038461538461538464, 0.0], [0.038461538461538464, -2e-05, 0.038461538461538464, 0.0, -2e-05, 0.0]]"
0,6_hard_full,3,100,shutter,blocking,False,True,2,square,2,True,100,4,1,"[[0.011764705882352941, -2e-05, 0.023529411764705882, 0.011764705882352941, -1e-05, 0.023529411764705882], [0.08235294117647059, -2e-05, -1e-05, -2e-05, 0.10588235294117647, 0.023529411764705882], [0.03529411764705882, -1e-05, 0.047058823529411764, 0.11764705882352941, 0.023529411764705882, 0.023529411764705882], [0.011764705882352941, -1e-05, 0.1411764705882353, -2e-05, 0.09411764705882353, 0.0], [0.023529411764705882, -1e-05, 0.03529411764705882, 0.07058823529411765, 0.0, 0.047058823529411764], [0.03529411764705882, -2e-05, 0.011764705882352941, 0.0, -2e-05, 0.0]]"
0,6_hard_pruned,3,100,shutter,blocking,False,True,2,square,2,True,37,3,1,"[[0.0, -2e-05, 0.030303030303030304, -1e-05, -1e-05, 0.0], [0.06060606060606061, -2e-05, -1e-05, -2e-05, 0.06060606060606061, 0.0], [0.06060606060606061, -1e-05, 0.06060606060606061, 0.12121212121212122, 0.0, 0.06060606060606061], [-2e-05, -1e-05, 0.12121212121212122, -2e-05, 0.12121212121212122, 0.0], [0.0, -1e-05, 0.030303030303030304, 0.12121212121212122, 0.0, 0.09090909090909091], [0.06060606060606061, -2e-05, 0.0, 0.0, -2e-05, 0.0]]"
0,6_hard_full,5,35,shutter,blocking,False,True,2,square,2,True,35,11,0,"[[0.027777777777777776, -2e-05, 0.05555555555555555, 0.05555555555555555, -1e-05, 0.027777777777777776], [0.08333333333333333, -2e-05, -1e-05, -2e-05, 0.027777777777777776, 0.0], [0.05555555555555555, -1e-05, 0.08333333333333333, 0.0, 0.027777777777777776, 0.027777777777777776], [0.05555555555555555, -1e-05, 0.08333333333333333, -2e-05, 0.05555555555555555, 0.027777777777777776], [0.05555555555555555, -1e-05, 0.05555555555555555, 0.05555555555555555, 0.1111111111111111, 0.0], [0.0, -2e-05, 0.027777777777777776, 0.0, -2e-05, 0.0]]"
0,6_hard_pruned,5,35,shutter,blocking,False,True,2,square,2,True,35,6,0,"[[0.0, -2e-05, 0.02564102564102564, -1e-05, -1e-05, 0.02564102564102564], [0.0, -2e-05, -1e-05, -2e-05, 0.05128205128205128, 0.07692307692307693], [0.02564102564102564, -1e-05, 0.05128205128205128, 0.10256410256410256, 0.02564102564102564, 0.02564102564102564], [-2e-05, -1e-05, 0.10256410256410256, -2e-05, 0.10256410256410256, 0.07692307692307693], [0.0, -1e-05, 0.02564102564102564, 0.07692307692307693, 0.0, 0.10256410256410256], [0.0, -2e-05, 0.02564102564102564, 0.02564102564102564, -2e-05, 0.05128205128205128]]"
0,6_hard_full,5,50,shutter,blocking,False,True,2,square,2,True,50,4,1,"[[0.03333333333333333, -2e-05, 0.016666666666666666, 0.016666666666666666, -1e-05, 0.016666666666666666], [0.03333333333333333, -2e-05, -1e-05, -2e-05, 0.08333333333333333, 0.05], [0.03333333333333333, -1e-05, 0.016666666666666666, 0.06666666666666667, 0.016666666666666666, 0.08333333333333333], [0.016666666666666666, -1e-05, 0.05, -2e-05, 0.11666666666666667, 0.03333333333333333], [0.0, -1e-05, 0.05, 0.1, 0.03333333333333333, 0.03333333333333333], [0.03333333333333333, -2e-05, 0.03333333333333333, 0.016666666666666666, -2e-05, 0.016666666666666666]]"
0,6_hard_pruned,5,50,shutter,blocking,False,True,2,square,2,True,50,3,1,"[[0.018518518518518517, -2e-05, 0.018518518518518517, -1e-05, -1e-05, 0.0], [0.07407407407407407, -2e-05, -1e-05, -2e-05, 0.12962962962962962, 0.018518518518518517], [0.05555555555555555, -1e-05, 0.037037037037037035, 0.1111111111111111, 0.07407407407407407, 0.07407407407407407], [-2e-05, -1e-05, 0.05555555555555555, -2e-05, 0.07407407407407407, 0.0], [0.018518518518518517, -1e-05, 0.07407407407407407, 0.07407407407407407, 0.018518518518518517, 0.0], [0.037037037037037035, -2e-05, 0.018518518518518517, 0.018518518518518517, -2e-05, 0.0]]"
