,board,heuristic,likelihoods_block,likelihoods_block_dens,likelihoods_density,likelihoods_int_dens,likelihoods_interaction,userid
456,10_medium_full,blocking_dens,-3.92402783038,-3.62135470489,-4.02748732496,-3.66921263328,-3.98664946078,b0d5043d
457,10_medium_full,blocking_dens,-4.29752505965,-3.60204627871,-4.43528854852,-3.66568179641,-4.36116057735,b3dbd892
458,10_medium_full,interaction_dens,-3.49427103704,-2.85548831845,-3.8423611105,-2.8121704413,-3.56111485705,b9bbc96c
459,10_medium_full,interaction_dens,-3.68217198786,-3.20093120975,-4.38742215778,-3.13726620712,-3.600555393,bca124ea
460,10_medium_full,interaction_dens,-3.89013644987,-2.83454701016,-3.51377294328,-2.73095135834,-3.77081702963,bfabcc7d
461,10_medium_full,blocking_dens,-4.22167460941,-3.86417425616,-4.37355157235,-3.96373694581,-4.33276312468,c6c100be
462,10_medium_full,blocking_dens,-3.40549850913,-3.34106851349,-4.00390745463,-3.34877960837,-3.39215136458,e0a10efa
463,10_medium_full,density,-4.73103660082,-4.0630599796,-3.91992353703,-4.1303702589,-4.8216347228,e3a4effd
464,10_medium_full,blocking_dens,-3.99431243052,-3.19791876415,-4.26466565039,-3.25275196999,-4.02596036603,e5b69f84
465,10_medium_full,blocking_dens,-4.12039050847,-3.24593101516,-4.03292326206,-3.39423126739,-4.26869076069,eaaff660
466,10_medium_full,interaction_dens,-4.06377273132,-3.6164118561,-4.29637797603,-3.60871391866,-4.06935355454,f8e11654
467,10_medium_pruned,blocking_dens,-4.82960626587,-3.79735023484,-4.81016079814,-4.05056027686,-5.08281630789,19b680e2
468,10_medium_pruned,interaction,-3.834622264,-3.834622264,-5.31438228283,-3.78024853728,-3.78024853728,1feffe13
469,10_medium_pruned,density,-5.57918004513,-5.34122501566,-4.96992533929,-5.37073559798,-5.66464942765,29e72a67
470,10_medium_pruned,interaction,-4.33647742438,-4.33647742438,-5.75556563069,-4.27987884675,-4.27987884675,2bd72f3e
471,10_medium_pruned,interaction,-2.54545113544,-2.54545113544,-3.38680864421,-2.28549545301,-2.28549545301,31cfd831
472,10_medium_pruned,blocking_dens,-4.55859656195,-4.26887416015,-4.78252111938,-4.29877356549,-4.67095333165,33a74451
473,10_medium_pruned,interaction_dens,-4.88326746023,-2.62967417961,-3.51750804788,-2.54165928401,-4.79525256463,3ed1161d
474,10_medium_pruned,interaction,-4.33647742438,-4.33647742438,-5.75556563069,-4.27987884675,-4.27987884675,42f75809
475,10_medium_pruned,blocking_dens,-5.21934396226,-3.88757275651,-4.81481771849,-4.09150247367,-5.42327367942,43c516b5
476,10_medium_pruned,interaction,-4.53342707283,-4.53342707283,-5.45499176778,-4.4940245468,-4.4940245468,43cad2c3
477,10_medium_pruned,blocking_dens,-4.77862886803,-3.49614116217,-4.63835534274,-3.6280537168,-4.91054142267,4fba815c
478,10_medium_pruned,blocking,-4.49848451299,-4.63635857876,-5.12693249118,-4.71025412471,-4.57000544665,5efbf191
479,10_medium_pruned,blocking_dens,-4.51972884391,-3.90183585323,-5.14491111762,-4.14485506259,-4.76274805327,6db76212
480,10_medium_pruned,blocking_dens,-4.87280458358,-3.83560472099,-4.9865295133,-3.94319228715,-4.98039214975,71ebc315
481,10_medium_pruned,density,-5.15335910328,-4.59763495313,-4.4975339688,-4.59281454297,-5.16747060937,76f6a1e9
482,10_medium_pruned,blocking_dens,-4.82967022185,-4.50231114048,-4.72168103006,-4.51187183622,-4.99089484572,93ebead7
483,10_medium_pruned,blocking_dens,-3.82031453268,-3.58664244086,-4.54360324997,-3.61671970423,-3.84424816135,94a4f5d4
484,10_medium_pruned,blocking_dens,-5.01480113875,-4.16282456797,-5.26608470904,-4.27959823045,-5.13157480123,95e69707
485,10_medium_pruned,blocking_dens,-4.81723050472,-3.58579777347,-4.68707269639,-3.7150031706,-4.94643590185,9ba1165f
486,10_medium_pruned,interaction_dens,-4.63589687845,-3.73466973862,-4.56638113281,-3.70555352639,-4.61651308945,9da51cdd
487,10_medium_pruned,blocking_dens,-4.88989059349,-3.93382685305,-4.43456526051,-4.06374148968,-5.06748324528,9dd11e8e
488,10_medium_pruned,blocking_dens,-5.18651029449,-4.14760809288,-4.92248478914,-4.24218562347,-5.28108782508,a9cbcabb
489,10_medium_pruned,blocking_dens,-4.25357697659,-3.34681216391,-4.49970339568,-3.55095652328,-4.45772133596,abd12ee2
490,10_medium_pruned,blocking_dens,-5.17377911804,-4.3737716279,-4.81005989535,-4.40868869139,-5.2038541079,b0c6f3a8
491,10_medium_pruned,blocking_dens,-3.82629391597,-3.158045219,-4.48400628659,-3.21674779493,-3.88499649191,bdd7483e
492,10_medium_pruned,blocking_dens,-4.84839133932,-3.86812320558,-4.9279354152,-3.91150022685,-4.8917683606,cefc077d
493,10_medium_pruned,blocking_dens,-4.37124107357,-3.93233845682,-4.36758251402,-3.99839753182,-4.64705246591,d0f687f1
494,10_medium_pruned,blocking_dens,-4.81723050472,-3.58579777347,-4.68707269639,-3.7150031706,-4.94643590185,d1bbc1e6
495,10_medium_pruned,interaction,-4.33647742438,-4.33647742438,-5.75556563069,-4.27987884675,-4.27987884675,d8aacc7a
496,10_medium_pruned,blocking,-1.46471026083,-1.46471026083,-3.54095932404,-1.49066037134,-1.49066037134,d9fa7f02
497,10_medium_pruned,blocking_dens,-4.1859297045,-3.73192170987,-4.66773871889,-3.7852966248,-4.30277231676,daa11f50
498,10_medium_pruned,blocking_dens,-5.3375253164,-3.29730448787,-4.33542901948,-3.31027954313,-5.35050037166,e1b6994c
499,10_medium_pruned,interaction_dens,-4.18575044462,-3.85317239749,-5.09929392851,-3.84950740684,-4.17758012186,e9b10766
500,10_medium_pruned,blocking_dens,-5.46698630826,-4.2819481809,-4.90489654974,-4.42801448151,-5.6111011713,ecefd3a0
501,10_medium_pruned,blocking_dens,-4.97742233551,-4.23920725308,-4.98683967281,-4.25117185257,-4.98749927948,eefbf52d
