,board,path_length,wasserstein
0,6_easy_full,7,0.00342115029499
1,6_easy_full,8,0.00396812749004
2,6_easy_full,1,0.0331764707059
3,6_easy_full,4,0.00351157894737
4,6_easy_full,5,0.00363414631911
5,6_easy_full,6,0.00363915547025
6,6_easy_full,2,0.00622641514706
7,6_easy_full,3,0.00378333337083
8,6_easy_pruned,6,0.00387975951904
9,6_easy_pruned,1,0.0332717949333
10,6_easy_pruned,5,0.00346169769979
11,6_easy_pruned,4,0.00389573461137
12,6_easy_pruned,3,0.00498947369474
13,6_easy_pruned,2,0.00787322768807
14,10_easy_full,5,0.00324500910345
15,10_easy_full,4,0.00306382978546
16,10_easy_full,3,0.00310729616953
17,10_easy_full,8,0.00363358778626
18,10_easy_full,1,0.0146324787692
19,10_easy_full,6,0.0033664825046
20,10_easy_full,2,0.00397740114407
21,10_easy_full,7,0.00329927011131
22,10_easy_pruned,3,0.00359912855338
23,10_easy_pruned,2,0.00472189348225
24,10_easy_pruned,4,0.00336414045841
25,10_easy_pruned,1,0.013500000125
26,10_easy_pruned,5,0.00354631377694
27,10_easy_pruned,6,0.0038431372549
28,6_hard_full,9,0.00357575756439
29,6_hard_full,2,0.00569696965217
30,6_hard_full,7,0.0033529412114
31,6_hard_full,3,0.00318207284594
32,6_hard_full,5,0.00309352519964
33,6_hard_full,6,0.0033789279464
34,6_hard_full,8,0.00357575760038
35,6_hard_full,4,0.003
36,6_hard_full,10,0.0039051383419
37,6_hard_full,1,0.0110233029524
38,6_hard_pruned,3,0.00413953488372
39,6_hard_pruned,7,0.00336648253775
40,6_hard_pruned,4,0.00351277013752
41,6_hard_pruned,5,0.00321626615896
42,6_hard_pruned,8,0.00392079207921
43,6_hard_pruned,6,0.00356143669376
44,6_hard_pruned,2,0.00612121216162
45,6_hard_pruned,1,0.0121052631579
46,10_hard_full,7,0.00382778865166
47,10_hard_full,10,0.00395228628032
48,10_hard_full,8,0.00388954635306
49,10_hard_full,4,0.00372147003482
50,10_hard_full,1,0.0129375
51,10_hard_full,9,0.00387401575197
52,10_hard_full,5,0.00384282907859
53,10_hard_full,3,0.00404357298693
54,10_hard_full,6,0.00388954635108
55,10_hard_full,2,0.00462872627913
56,10_hard_pruned,5,0.003421150282
57,10_hard_pruned,8,0.00390513834387
58,10_hard_pruned,4,0.00354545452083
59,10_hard_pruned,7,0.00350469044465
60,10_hard_pruned,1,0.0109208210645
61,10_hard_pruned,6,0.00360456272433
62,10_hard_pruned,2,0.00467391304891
63,10_hard_pruned,3,0.00358649789662
64,10_medium_full,9,0.00381249999219
65,10_medium_full,2,0.00494647887324
66,10_medium_full,6,0.00356143669754
67,10_medium_full,7,0.00347663552897
68,10_medium_full,5,0.00367754319194
69,10_medium_full,8,0.00379727095712
70,10_medium_full,10,0.00396812749004
71,10_medium_full,1,0.0173821138293
72,10_medium_full,3,0.00402591792009
73,10_medium_full,4,0.00358935361027
74,10_medium_pruned,4,0.00350094517202
75,10_medium_pruned,3,0.00394860813919
76,10_medium_pruned,7,0.00392079207723
77,10_medium_pruned,5,0.0035037593797
78,10_medium_pruned,6,0.00382778865166
79,10_medium_pruned,1,0.0131
80,10_medium_pruned,2,0.00489275362899
81,10_medium_pruned,8,0.002
