,board,heuristic,likelihood_linear,likelihoods_block,likelihoods_block_dens,likelihoods_density,likelihoods_int_dens,likelihoods_interaction,likelihoods_linear_dens,userid
158,10_hard_pruned,interaction,-3.07589584312,-3.16182848025,-3.30684935653,-3.91562613515,-3.22758825164,-2.92789112423,-3.26722923728,18a695e2
159,10_hard_pruned,interaction,-2.45772115508,-2.33182677679,-2.51518930391,-3.09685823307,-2.53176910324,-2.19299592908,-2.6571738485,28d4fefb
160,10_hard_pruned,interaction,-2.94743316591,-2.8948239002,-2.89417626911,-3.28003360441,-2.93989976777,-2.68580795175,-3.16041847869,31f6a576
161,10_hard_pruned,blocking,-2.14921723278,-1.83679650297,-1.83679650297,-2.45167637256,-1.8666044648,-1.8666044648,-2.14921723278,32fad07f
162,10_hard_pruned,blocking,-3.16964373876,-2.49758928393,-3.01901204978,-3.18712499844,-2.93090147358,-3.00672651478,-3.04598337098,41bad9a2
163,10_hard_pruned,linear,-2.44879474653,-2.78925391109,-3.83224974667,-5.33852629807,-3.76378400782,-2.46058094614,-3.72786967648,4bfffc8c
164,10_hard_pruned,blocking,-1.57344465669,-1.13484960923,-1.13484960923,-1.88990987806,-1.1924771039,-1.1924771039,-1.57344465669,5bc4f225
165,10_hard_pruned,density,-4.41585734471,-4.70452215247,-4.0796254579,-3.83378732148,-3.99367405282,-4.4945805891,-3.93244843177,77ba7edc
166,10_hard_pruned,blocking,-2.47070974007,-2.15895849086,-2.36371513492,-2.76439520472,-2.46265102869,-2.17914205863,-2.71179432293,7dea8d37
167,10_hard_pruned,interaction,-3.27457053384,-3.17760076707,-3.35345977355,-3.33873838079,-3.37279549716,-3.17327571719,-3.39405812819,7ef11f8d
168,10_hard_pruned,interaction,-2.05981495846,-1.6817015385,-1.77032940257,-2.35102729844,-1.82937013299,-1.66111968796,-2.18806424546,8aa6d830
169,10_hard_pruned,blocking,-3.28299291315,-2.74787788457,-2.89449936876,-2.97857976587,-3.02632694307,-3.14738600435,-3.11488705532,8ea50714
170,10_hard_pruned,blocking,-2.56002113967,-2.17901649352,-2.36507529566,-2.31310042428,-2.34559785966,-2.25751937529,-2.59550462498,98c10b8a
171,10_hard_pruned,blocking,-3.45985067538,-2.72091293008,-3.190620725,-3.04974811457,-3.14452633017,-3.38956185681,-3.19185906959,acdac85f
172,10_hard_pruned,interaction,-2.73703576313,-2.99395476757,-3.12402193116,-3.35413470909,-3.08009400661,-2.49873686451,-3.20551604096,b8bac8b7
173,10_hard_pruned,interaction,-1.92893256064,-1.74526516112,-1.60029098606,-2.29879748144,-1.61291737015,-1.59257133414,-1.9105028025,bcf51783
174,10_hard_pruned,interaction,-3.31724244698,-3.39695953684,-3.77990755708,-3.36629673724,-3.73224341916,-3.27432947918,-3.71182475919,cce7504c
175,10_hard_pruned,blocking,-2.38630402358,-2.04936122852,-2.4471020966,-3.16574073745,-2.5105755098,-2.06914807938,-2.76768864396,cdc514e1
176,10_hard_pruned,interaction,-3.54713257546,-3.79064406166,-3.8537398131,-4.07457023683,-3.8536043631,-3.47743617099,-3.80149358407,d1cac84b
177,10_hard_pruned,blocking,-2.64634520325,-2.50500874584,-2.75781441936,-3.36515192972,-2.71373885992,-2.54970170676,-2.76235423563,e2b10de5
178,10_hard_pruned,blocking,-2.26375233728,-1.91050518301,-2.16411013665,-2.9672379653,-2.29684372828,-1.92169252925,-2.57875925743,e6efec72
179,10_hard_pruned,blocking,-2.97898050212,-2.51161804933,-2.59605548895,-2.70800096327,-2.6038050387,-2.71841744972,-2.85172748095,edfff93e
180,10_hard_pruned,interaction,-2.19435784088,-2.37539542218,-2.66691795959,-3.38954591501,-2.66759742592,-2.032191195,-2.69064892045,efd4fa4a
181,10_hard_pruned,linear,-2.36623080046,-2.58321262561,-3.05152424821,-4.49156122382,-2.91520875651,-2.48152397546,-2.84321580215,f3f4f4ae
182,10_hard_pruned,blocking_dens,-3.58633339374,-3.29054693441,-2.89489324039,-3.38630550268,-2.92484752196,-3.20967618429,-3.19800634194,f4c4f33c
183,10_hard_pruned,blocking_dens,-2.20108295468,-1.73318001759,-1.7201642107,-2.41995879898,-1.86781894291,-1.82447026314,-2.25236257156,fcb764e3
184,6_easy_full,blocking,-1.26961222494,-1.08936603954,-1.10467099629,-1.78208031303,-1.26000218678,-1.12243064119,-1.4050662354,25dfef96
185,6_easy_full,interaction_dens,-1.87129131057,-1.58685445608,-1.53649314164,-1.71172521514,-1.52731930858,-1.71963525069,-1.68127422262,2aabe76a
186,6_easy_full,density,-3.37881090672,-3.77843682302,-3.5001518656,-3.05568830992,-3.45169719695,-3.39043577716,-3.46367433232,2bcfe659
187,6_easy_full,blocking,-3.82373400657,-2.76153597817,-3.28329971844,-3.31948386085,-3.26014928467,-3.839058368,-3.24649087101,32b10037
188,6_easy_full,linear,-2.06500870797,-2.96583280337,-3.03788083916,-3.10412453968,-2.66367204728,-2.16822895382,-2.55531817999,34cffc40
189,6_easy_full,interaction,-0.717591350044,-0.579300062135,-0.579300062135,-1.47788881575,-0.577607249312,-0.577607249312,-0.717591350044,38abe966
190,6_easy_full,density,-4.04417273767,-4.29211662146,-3.95540784308,-3.43558162344,-4.12633518338,-3.84411528398,-4.32639263707,3acff9fa
191,6_easy_full,interaction,-0.814071582335,-0.783160400876,-0.783160400876,-1.69145724475,-0.725745085714,-0.725745085714,-0.814071582335,3bac0799
192,6_easy_full,density,-4.61946493495,-3.94739552213,-4.00804543163,-2.72925409083,-3.71442430217,-4.65775456868,-3.67795572927,3fcbc0ab
193,6_easy_full,density,-3.2102231455,-2.64053880466,-2.45780118201,-2.10547984987,-2.33660231506,-3.15473756375,-2.39208789681,40a74de0
194,6_easy_full,linear,-2.48293078638,-3.40113388601,-3.21253873025,-3.15581734757,-2.87855078107,-2.60289862581,-2.76576686088,4ed755f1
195,6_easy_full,density,-4.6741296294,-3.50706752379,-3.78958127351,-2.63118227242,-3.59333446748,-4.68447121584,-3.58852569402,59d51c4c
196,6_easy_full,density,-3.88571005696,-3.79996898176,-3.63741528504,-2.77245331693,-3.54736502444,-3.87209666868,-3.57123317396,5de11557
197,6_easy_full,density,-3.21270335801,-2.47971874585,-2.4536867749,-1.97614626043,-2.35128151918,-3.19811043914,-2.36631649898,6bca8117
198,6_easy_full,density,-4.39991986695,-3.9764298706,-3.68252246295,-2.69471898368,-3.76177906681,-4.32462487185,-3.8373567845,86f6e2cb
199,6_easy_full,density,-2.41485376971,-2.18857399167,-2.26360451194,-2.0468437368,-2.14078902041,-2.37653478108,-2.17763117691,8df4f6e8
200,6_easy_full,density,-5.77144241281,-4.97262296483,-4.36589806597,-2.72823839844,-4.42081584394,-5.71036153353,-4.48217517819,9defd82d
201,6_easy_full,density,-3.07189670204,-3.307060564,-3.25686488819,-2.79870531848,-3.18034492514,-3.07212323781,-3.16853903633,a6bff327
202,6_easy_full,blocking,-0.806528846446,-0.63837531578,-0.63837531578,-1.44846330494,-0.670453167192,-0.670453167192,-0.806528846446,aedbea55
203,6_easy_full,density,-3.76432910818,-3.44870175532,-2.79350599212,-1.93263021647,-2.73966598299,-3.73417788793,-2.76553852806,b7eae04f
204,6_easy_full,blocking,-4.82150088304,-4.04805989042,-4.04805989042,-4.6858052596,-4.43044583581,-4.43044583581,-4.82150088304,b8a11f60
205,6_easy_full,blocking,-3.17559916019,-2.71738833132,-2.90702514774,-3.15463486686,-2.80199319343,-3.16535793224,-2.80801554379,cfd6ff5a
206,6_easy_full,density,-5.53244601065,-4.72799707504,-3.85504502883,-2.56969502503,-3.41578711287,-5.59643902597,-3.36744087783,d3b525de
