,fitted_heuristic,log_likelihood,userid
234,blocking,-1.5091592221111112,43c516b5
235,blocking,-1.5309137946666667,4fba815c
236,blocking,-2.3678880863,5efbf191
237,blocking,-1.2650116107777774,6db76212
238,blocking,-1.4734675145,71ebc315
239,non-linear,-2.7086259929285714,93ebead7
240,blocking,-1.867419378,94a4f5d4
241,interaction,-0.8538836348571428,95e69707
242,blocking,-1.23435476625,9ba1165f
243,interaction,-2.217134931114286,9da51cdd
244,blocking,-2.8098364621176475,9dd11e8e
245,blocking,-1.1716196943333335,a9cbcabb
246,interaction,-2.8729858489999995,abd12ee2
247,blocking,-2.8838268282500006,b0c6f3a8
248,blocking,-2.0009501634999998,bdd7483e
249,interaction,-1.6708025959999995,cefc077d
250,blocking,-2.6715423691923084,d0f687f1
251,interaction,-0.45541303525,d1bbc1e6
252,interaction,-1.1249471023333333,d8aacc7a
253,blocking,-2.6414502454545454,daa11f50
254,blocking,-1.4856324043,e9b10766
255,blocking,-2.3067747436999992,ecefd3a0
256,blocking,-2.1409361572307692,eefbf52d
257,interaction,-2.2095672966071427,17e120dd
258,density,-3.117696384333333,18dac9ef
259,density,-2.0033101180000004,20bfd7bd
260,blocking,-1.2099802402222222,26dbf6e9
261,linear,-2.4378816810952384,32ebf2e8
262,non-linear,-1.7550732989000004,38ebbf94
263,blocking,-2.0077735591875006,3df11bae
264,linear,-3.1585832563333334,44a4fa14
265,interaction,-2.1190032391111107,5edbbf73
266,linear,-2.9547229291764703,67eac875
267,blocking,-1.5862587197457627,69bad0fe
268,interaction,-2.0938494047142857,6bf51f66
269,blocking,-2.0145059333636364,70da8cfb
270,interaction,-1.6893429326499998,87b50908
271,blocking,-1.7272766393250003,8fc76287
272,blocking,-2.068757162354839,91cfd7fb
273,interaction,-1.9869701747826087,92b722f3
274,interaction,-2.398748641342857,94d6ef33
275,density,-2.3497571841000005,9adbc2df
276,linear,-2.8503843112857137,9dc50a3d
277,density,-1.39248047825,a2f6ba1d
278,interaction,-2.5991230923478263,b0d518a1
279,blocking,-1.9344858900000002,b7a4fe27
280,blocking,-1.042318548,bae515f2
281,blocking,-1.6647830155294117,bed50a1d
282,density,-2.8762202370285723,c7a67aab
283,density,-2.9932331548918922,c8a4fa50
284,linear,-2.3206375702999997,cceac8ca
285,interaction,-2.3578414572222224,dbe71b15
286,interaction,-2.1419709789,dcc4f10e
287,blocking,-2.3874961177777783,dfcbf407
288,interaction,-2.490119614304348,dfe6bee3
289,interaction,-2.344213512833333,eec7360c
290,density,-2.5320336340624996,f3dbeb7e
291,linear,-3.0266346912419357,f6fbf6b1
292,linear,-2.8259109044444437,fac10d6e
293,blocking,-1.9178619284999998,16d516ad
294,blocking,-1.5017702364444443,1dac01e7
295,non-linear,-1.8687417591999995,25cfdeaf
296,linear,-2.5942094740384616,2afbbf79
297,non-linear,-2.10530101,2ff50f64
298,density,-2.8580427562500006,30e4feac
299,density,-2.474333232333333,49c72e9b
300,density,-1.4424633107499996,4bca7fc9
301,density,-2.660570707466667,5adff9a5
302,interaction,-1.5628123443333335,5dbfe29c
303,blocking,-1.5082632602500001,6bb10472
304,linear,-2.5833324448571426,6dd103e2
305,blocking,-1.6564847399076923,7dd704e0
306,interaction,-1.2402452276,81c11c9f
307,blocking,-2.4337514185833338,92a74a76
308,interaction,-2.26811529975,a2ebe618
309,interaction,-1.7425732924285715,aafbd6ab
310,blocking,-1.5203248382727275,b0e1157c
311,blocking,-1.3613297188571427,b9e512db
312,blocking,-2.335326898722222,c7fffe38
313,density,-2.9030367948749998,d4fac87b
314,density,-2.211260668,daefd33a
315,blocking,-0.6917580315,e1e500d7
316,non-linear,-2.391256144909091,e9dbbf8a
317,density,-2.8133937993571427,fdaa7ebb
318,blocking,-2.713323904611111,13f4ff5a
319,blocking,-1.437244278833333,1df6940e
320,interaction,-3.009364591285714,1ff4f828
321,blocking,-3.3217973455833345,21abc061
322,interaction,-0.8968494814999999,28e67c08
323,blocking,-1.3945523294285718,2fb4f99a
324,blocking,-2.1714140686250003,65f68460
325,blocking,-2.227646494272727,84dbf4f9
326,blocking,-0.5353235133333334,92e6f512
327,blocking,-1.6568757690000002,98d105c1
328,interaction,-1.5113636608000003,9befd8ad
329,blocking,-2.5257148181176468,a3eacaa9
330,blocking,-2.749498703083333,a4f74985
331,blocking,-0.8545221214444444,abc728e1
332,blocking,-2.1494254990312496,aceaccbc
333,interaction,-1.9087584848,d2ac158a
334,interaction,-2.951266953222222,13b7468e
335,blocking,-2.6200511784285716,13dbbfb8
336,blocking,-1.677139945392857,16f6e58d
337,density,-2.568098816333334,1bd72c42
338,blocking,-2.8023831538437505,28d4fefb
339,blocking,-2.0438477615625,32fad07f
340,blocking,-2.6345936666000003,41bad9a2
341,blocking,-1.0520428272222222,5bc4f225
342,blocking,-2.53297152169697,7dea8d37
343,blocking,-2.0555913644130435,8aa6d830
344,blocking,-2.5835582593783797,8ea50714
345,blocking,-1.7840372505000002,98c10b8a
346,blocking,-2.5781742977435895,acdac85f
347,interaction,-0.20422941333333333,bacbc468
348,interaction,-1.8972696224999999,bcf51783
349,blocking,-2.745696507659575,cdc514e1
350,density,-1.94168028675,d9e4f7e5
351,blocking,-2.41180438664,e2b10de5
352,blocking,-2.1527169461666675,e6efec72
353,blocking,-2.1855284535555555,edfff93e
354,interaction,-2.7174287991111106,efd4fa4a
355,blocking,-3.5053598094375,f4c4f33c
356,blocking,-2.1763562749411767,fcb764e3
357,blocking,-1.4956306601428573,25dfef96
358,non-linear,-1.5120139426470591,2aabe76a
359,non-linear,-2.7969760019999996,34cffc40
360,blocking,-0.6471417244545454,38abe966
361,interaction,-2.32329547575,3acff9fa
362,blocking,-0.5050431832,3bac0799
363,linear,-2.260401364628572,3fcbc0ab
364,interaction,-1.6555064213181823,40a74de0
365,density,-3.0170379488,4ed755f1
366,non-linear,-2.599091653250001,59d51c4c
367,blocking,-1.0858702500000001,5acfeabc
368,non-linear,-2.5293350955625002,5de11557
369,non-linear,-2.0585374435714283,6bca8117
370,density,-2.914837846989248,86f6e2cb
371,non-linear,-1.62157165792,8df4f6e8
372,density,-2.7679443499655174,9defd82d
373,density,-2.6529659560476193,a6bff327
374,blocking,-0.6780419394999999,aedbea55
375,density,-1.3763707297999999,b3e4f78d
376,blocking,-1.194489453,b4abeb7e
377,non-linear,-2.3484435134400004,b7eae04f
378,density,-2.898991610158731,cfd6ff5a
379,density,-2.787525535108107,d3b525de
380,blocking,-2.227001894833333,d6b67ee1
381,density,-2.666394897214286,d6d500ab
382,non-linear,-2.445597531500001,dabbe6bb
383,density,-2.889826323884616,efa7383d
384,blocking,-0.6718242522352942,f9c123d7
385,density,-2.367999537,fda4f169
386,non-linear,-1.659749033181818,11dfe866
387,interaction,-1.1270652863333332,12ebbfd2
388,non-linear,-1.4877386332777778,16e512d0
389,blocking,-2.0456903328205134,19a105e3
390,density,-2.1795553106666667,1de715c7
391,interaction,-0.4443168373333333,1fdbc072
392,density,-2.3358075974799997,2dca846d
393,non-linear,-1.5627170439999998,2dfbc35a
394,density,-1.9456099084210523,33b693e2
395,interaction,-0.9446956175,33ebe68d
396,non-linear,-1.8986631729499996,48c70a00
397,non-linear,-2.253153898382353,4dc50d03
398,density,-2.6995027071428574,55a709fd
399,blocking,-0.9615866029285715,58e72ee8
400,density,-2.604721329089552,67abc3ab
401,density,-2.7247642586399996,67abf219
402,non-linear,-2.018617486142857,6cbbcdf7
403,non-linear,-2.0349279111428564,6fc70a09
404,linear,-2.062462623090909,7acbc3e2
405,linear,-1.8295868884666668,7cc119e0
406,blocking,-0.6906800774545455,7db4f1d2
407,interaction,-1.02151817,8ab71c6b
408,blocking,-0.5416552488888889,94abbfb2
409,interaction,-1.774453788166667,96afd320
410,interaction,-2.0031438772000003,9db10b00
411,linear,-2.0939899263333333,adfac866
412,interaction,-0.18553463225,b7e510d3
413,density,-2.7494988572499994,c0cbeef2
414,non-linear,-1.4089233243571433,c8afed22
415,interaction,-0.9325248086666665,c9c757af
416,blocking,-0.8780240739230769,d2d73ea5
417,linear,-2.210086529125,dcfbe5af
418,density,-2.1233575013333335,ddb7456a
419,density,-2.7340152739687493,dfa705b9
420,blocking,-2.4986668048,e1b100ae
421,non-linear,-2.4874789441111114,edbbcb60
422,blocking,-2.51736816655,26e680e4
423,blocking,-0.9789395916666667,2fe692a5
424,blocking,-1.7063774586666665,31b4fc9e
425,blocking,-1.5625996761333336,3ac5170c
426,blocking,-2.6399704555238097,56e6f5d2
427,blocking,-2.5160461467741944,5cd6bb63
428,blocking,-3.0014608495714286,67f69d24
429,blocking,-2.2628851381836737,6ac7311a
430,non-linear,-1.9895677247499997,6dfbeafe
431,blocking,-2.405792482755102,70bffd4d
432,blocking,-1.5374989595000002,8de6a2af
433,interaction,-2.8253357507575756,92a70054
434,blocking,-1.5533874628799997,9ae751bc
435,blocking,-2.234870177367347,abdacc98
436,blocking,-2.3994810229411767,acc6e9d4
437,blocking,-2.7642761964130442,b4a4f22a
438,blocking,-2.1474844618571427,c8c4f85a
439,blocking,-3.0155977232380957,cff10c9a
440,blocking,-2.4238006892424244,d6c10e9a
441,blocking,-2.609006729125,daf74d3f
442,blocking,-2.5050738156250003,e6abcdb2
443,blocking,-2.8618184108421043,e9bbf006
444,blocking,-1.9106791940714285,f1fbe0de
445,interaction,-2.9064960343333333,39afd1eb
446,interaction,-1.7626580873333335,4eb4f441
447,interaction,-2.579143312538461,5aebf3c2
448,blocking,-1.8067723192500003,92f69945
449,interaction,-1.57943887,acb11b17
450,blocking,-1.8518203975999998,b9e10f8b
451,blocking,-2.1875949767142857,c7c6f18d
452,interaction,-2.435864287818182,ceafe698
453,blocking,-2.0813442830000004,cec10cc8
454,blocking,-2.3270201664666663,eec719ce
455,blocking,-2.2575438574545457,f8efd664
456,interaction,-2.891849472894737,fdc4f07b
457,interaction,-1.8118849393181817,18c75602
458,blocking,-1.9990043858666666,33bbca9a
459,interaction,-2.44516492075,34d51755
460,blocking,-2.595603430666667,36ebe4da
461,blocking,-2.8026200903823524,38cbc1f6
462,blocking,-2.276203396648649,48ec02bc
463,blocking,-2.527275794456522,4cb73467
464,blocking,-2.460401701566666,4cffe209
465,blocking,-2.6129914774193543,4de4f27d
466,blocking,-2.871101143153846,54d4fd9d
467,blocking,-2.674829864470588,54f6b927
468,blocking,-1.1455424113333332,72e6961c
469,blocking,-2.9249893308333332,81a10227
470,blocking,-2.2706520003125004,85e50169
471,blocking,-2.5730345763333333,89fbc220
472,interaction,-2.6285347550833333,93c70cc1
473,interaction,-2.3352511905,96abd246
474,interaction,-2.3403998877142853,9ea4fe94
475,density,-2.368961814,a5e116c5
476,blocking,-2.344955556382353,a7b511d6
477,blocking,-3.216054864,b3dbd892
478,blocking,-2.451430524909091,b9bbc96c
479,interaction,-1.9526679925,bca124ea
480,interaction,-2.783310587142857,bfabcc7d
481,blocking,-2.1226679512745097,c6c100be
482,interaction,-2.7877161132,e0a10efa
483,interaction,-1.0067916435,e5b69f84
484,blocking,-2.9485433657,eaaff660
485,blocking,-2.3794674735517236,f8e11654
486,blocking,-1.9420482501111112,19b680e2
487,interaction,-2.0279885839999996,2bd72f3e
488,blocking,-2.3808924669772735,33a74451
489,density,-2.99285662325,3ed1161d
490,interaction,-0.5800534433333333,42f75809
491,blocking,-2.0953010444444446,43c516b5
492,blocking,-1.6391059497777776,4fba815c
493,interaction,-2.3110332130999995,5efbf191
494,blocking,-1.3952014708888885,6db76212
495,blocking,-1.5908070659999998,71ebc315
496,blocking,-2.535213488214286,93ebead7
497,blocking,-1.1024643977142856,94a4f5d4
498,blocking,-0.8231586978571428,95e69707
499,interaction,-1.684864859,9ba1165f
500,interaction,-2.2653785073714285,9da51cdd
501,blocking,-2.850635357411765,9dd11e8e
502,blocking,-2.1937602436666666,a9cbcabb
503,blocking,-3.4596155858333333,abd12ee2
504,blocking,-3.0852848470937504,b0c6f3a8
505,interaction,-1.9613773440000002,bdd7483e
506,interaction,-1.9228138709230767,cefc077d
507,blocking,-2.9957230152307703,d0f687f1
508,blocking,-1.62896384975,d1bbc1e6
509,non-linear,-1.5775505726666665,d8aacc7a
510,blocking,-2.5862934684545453,daa11f50
511,blocking,-2.1749438451,e9b10766
512,blocking,-2.4284594465333327,ecefd3a0
513,interaction,-1.784215299307692,eefbf52d
514,interaction,-2.0636696692142857,17e120dd
515,blocking,-0.6043529186666667,18dac9ef
516,interaction,-1.644887055142857,20bfd7bd
517,interaction,-0.9270461433333335,26dbf6e9
518,non-linear,-2.006748312761905,32ebf2e8
519,non-linear,-1.8384944273000001,38ebbf94
520,blocking,-1.9604262873125,3df11bae
521,linear,-3.1585832563333334,44a4fa14
522,interaction,-1.6229437617777778,5edbbf73
523,linear,-2.733443793294117,67eac875
524,blocking,-1.9678078830508476,69bad0fe
525,interaction,-2.361766381142857,6bf51f66
526,interaction,-1.823801621636364,70da8cfb
527,interaction,-1.3309426284,87b50908
528,blocking,-1.5884419706500004,8fc76287
529,blocking,-1.6001218555806456,91cfd7fb
530,linear,-2.6887165614782615,92b722f3
531,blocking,-2.2379512284,94d6ef33
532,interaction,-1.6116699193,9adbc2df
533,density,-3.01861212,9dc50a3d
534,density,-1.39248047825,a2f6ba1d
535,interaction,-3.094921290130437,b0d518a1
536,blocking,-1.7083160188333333,b7a4fe27
537,blocking,-0.8777997815555555,bae515f2
538,blocking,-1.7383650088823528,bed50a1d
539,density,-3.001067438657143,c7a67aab
540,blocking,-2.6195190870270277,c8a4fa50
541,linear,-2.7338278550000004,cceac8ca
542,linear,-2.483338680666667,dbe71b15
543,linear,-2.3091160909000004,dcc4f10e
544,blocking,-1.8374547304444446,dfcbf407
545,linear,-2.7294873121304346,dfe6bee3
546,interaction,-2.1044244506666665,eec7360c
547,linear,-1.9834778193125002,f3dbeb7e
548,linear,-3.2865825618709676,f6fbf6b1
549,linear,-2.6451368838888887,fac10d6e
550,blocking,-1.673450964,16d516ad
551,blocking,-0.8901234187777778,1dac01e7
552,non-linear,-1.9184284862999994,25cfdeaf
553,blocking,-2.6276043616153846,2afbbf79
554,interaction,-1.8400099882499998,2ff50f64
555,density,-2.7691355185833335,30e4feac
556,density,-2.474333232333333,49c72e9b
557,density,-2.8081510062499997,4bca7fc9
558,blocking,-2.1588452388,5adff9a5
559,non-linear,-1.4536789118888889,5dbfe29c
560,interaction,-0.10105035500000001,6bb10472
561,linear,-2.3432201344285715,6dd103e2
562,blocking,-1.7874763943692304,7dd704e0
563,blocking,-1.4547621755000002,81c11c9f
564,interaction,-1.96313231175,92a74a76
565,interaction,-1.12382370975,a2ebe618
566,blocking,-2.149845726,aafbd6ab
567,interaction,-1.5048864137272728,b0e1157c
568,blocking,-1.1589993963571428,b9e512db
569,density,-2.6671528358333334,c7fffe38
570,density,-2.6640406350000005,d4fac87b
571,density,-2.0880372326666667,daefd33a
572,blocking,-1.2960487972499999,e1e500d7
573,density,-2.671016324545455,e9dbbf8a
574,density,-2.7855581716428564,fdaa7ebb
575,blocking,-2.5270826915,13f4ff5a
576,blocking,-1.437244278833333,1df6940e
577,interaction,-3.1034385768571426,1ff4f828
578,blocking,-2.882957552916667,21abc061
579,blocking,-1.2408976433333334,28e67c08
580,blocking,-0.597042503,2fb4f99a
581,blocking,-1.9844371556250004,65f68460
582,blocking,-2.300640172272727,84dbf4f9
583,blocking,-0.9669313356666667,92e6f512
584,blocking,-1.3853551688999999,98d105c1
585,blocking,-2.1018710882,9befd8ad
586,blocking,-2.900176554,a3eacaa9
587,blocking,-2.8594589297499997,a4f74985
588,blocking,-1.268554107888889,abc728e1
589,interaction,-2.4116192480000005,aceaccbc
590,blocking,-2.1435540831999997,d2ac158a
591,interaction,-2.888977425222222,13b7468e
592,blocking,-2.8709374779047616,13dbbfb8
593,blocking,-2.2881927415,16f6e58d
594,density,-2.5361837973333334,1bd72c42
595,blocking,-3.0273404143750007,28d4fefb
596,blocking,-2.2210185808749996,32fad07f
597,interaction,-2.619565538666667,41bad9a2
598,blocking,-0.7167594306666668,5bc4f225
599,blocking,-2.2936446282272733,7dea8d37
600,blocking,-2.0959767615869564,8aa6d830
601,blocking,-2.3182968834864868,8ea50714
602,blocking,-1.8325880887000001,98c10b8a
603,blocking,-2.7214960755128206,acdac85f
604,blocking,-0.47553919433333336,bacbc468
605,interaction,-2.438629452166667,bcf51783
606,blocking,-3.1891813938510634,cdc514e1
607,density,-2.5854847,d9e4f7e5
608,blocking,-2.9857606838000006,e2b10de5
609,blocking,-2.622278331305556,e6efec72
610,blocking,-2.4816775317777777,edfff93e
611,blocking,-2.3933489743888887,efd4fa4a
612,interaction,-2.5737361895625,f4c4f33c
613,blocking,-2.2935034648235297,fcb764e3
614,blocking,-1.4197395352857143,25dfef96
615,non-linear,-1.5928142239411769,2aabe76a
616,linear,-2.2694880994117645,34cffc40
617,blocking,-0.5739640703636364,38abe966
618,density,-2.72105005625,3acff9fa
619,blocking,-0.4558901437999999,3bac0799
620,linear,-2.449783203057144,3fcbc0ab
621,interaction,-1.5721258078636366,40a74de0
622,linear,-2.1623127944,4ed755f1
623,blocking,-2.0080035513333336,59d51c4c
624,blocking,-0.6344074122500001,5acfeabc
625,linear,-2.62892583221875,5de11557
626,non-linear,-2.377652386142857,6bca8117
627,density,-2.8743809446236566,86f6e2cb
628,interaction,-1.7563403954800003,8df4f6e8
629,density,-2.4506391534827583,9defd82d
630,density,-2.720595921333334,a6bff327
631,blocking,-0.5488029865714286,aedbea55
