,correlation,heuristic,path_length
0,0.27264503888002867,density,5
1,0.09904122911639057,linear,5
2,0.03283112896138453,non-linear,5
3,0.14571792643651116,interaction,5
4,0.2452707440781985,blocking,5
5,-0.24342812571355255,density,4
6,0.12860946524940717,linear,4
7,0.16959772180742924,non-linear,4
8,0.43961160930915366,interaction,4
9,0.6343225258001461,blocking,4
10,0.5500311525271462,density,3
11,0.4813269826935469,linear,3
12,0.5454460934148381,non-linear,3
13,0.5145882259828211,interaction,3
14,0.6339548826396001,blocking,3
15,-0.2400952349098173,density,2
16,0.34503654043127396,linear,2
17,0.4224814868951212,non-linear,2
18,0.6036302387276,interaction,2
19,0.5207081696901896,blocking,2
20,0.1337504445729948,density,1
21,0.41700853963885615,linear,1
22,0.29860213329198093,non-linear,1
23,0.49800092638533006,interaction,1
24,0.6071377199357585,blocking,1
25,-0.07195744052523671,density,7
26,0.03331772307918539,linear,7
27,0.15733617384551557,non-linear,7
28,0.2567616367008416,interaction,7
29,0.5026934318056331,blocking,7
30,-0.2861356384859206,density,6
31,0.2775146272790139,linear,6
32,0.10435468223521228,non-linear,6
33,0.741577410278614,interaction,6
34,0.5874427275777385,blocking,6
35,0.1935498236267173,density,5
36,0.31770160378432927,linear,5
37,0.26936350782190266,non-linear,5
38,0.13335907292546642,interaction,5
39,0.15575003443299187,blocking,5
40,-0.26575926095494723,density,4
41,0.20387228276387853,linear,4
42,0.17624349734159894,non-linear,4
43,0.3188055469338704,interaction,4
44,0.44684346181510637,blocking,4
45,0.4081698371765911,density,3
46,0.6783217108983745,linear,3
47,0.5930265168571854,non-linear,3
48,0.6526196737699534,interaction,3
49,0.5682036252656861,blocking,3
50,-0.06004965035313346,density,2
51,0.41454671164269863,linear,2
52,0.5003425673131934,non-linear,2
53,0.4983264611808884,interaction,2
54,0.5389101451570311,blocking,2
55,0.2904072024603759,density,1
56,0.2009214325367226,linear,1
57,0.44901430359279565,non-linear,1
58,0.5707658443945727,interaction,1
59,0.5265581505683467,blocking,1
60,0.1648880714915752,density,7
61,-0.07634105515527193,linear,7
62,0.2576763388496801,non-linear,7
63,0.37436907508491907,interaction,7
64,0.5008736815286446,blocking,7
65,-0.29647846564360586,density,6
66,0.024971991888712027,linear,6
67,0.13020231042897285,non-linear,6
68,0.10178581738149331,interaction,6
69,0.7908381680097728,blocking,6
70,0.1665009495839857,density,5
71,-0.0745998429296741,linear,5
72,0.04468348330026256,non-linear,5
73,0.09483734050466283,interaction,5
74,0.09508442606182985,blocking,5
75,-0.148764670451524,density,4
76,0.18090992274827047,linear,4
77,0.1688369704121654,non-linear,4
78,0.3878271939567817,interaction,4
79,0.593496488069669,blocking,4
80,0.45107763272869844,density,3
81,0.5329349453821375,linear,3
82,0.5124881772504097,non-linear,3
83,0.6343704792340292,interaction,3
84,0.5872448506148862,blocking,3
85,-0.16006819356403504,density,2
86,0.27975817206535264,linear,2
87,0.30702636519070686,non-linear,2
88,0.5736882581912497,interaction,2
89,0.5159069595283831,blocking,2
90,0.08880958113617397,density,1
91,0.3443848034097683,linear,1
92,0.45977805231361896,non-linear,1
93,0.4952868676936102,interaction,1
94,0.6661772387211109,blocking,1
95,-0.07896361985910598,density,7
96,0.05238410419801332,linear,7
97,0.08084583845730108,non-linear,7
98,0.36544232495138085,interaction,7
99,0.5205992727376914,blocking,7
100,-0.2961689848737106,density,6
101,0.07262534745480106,linear,6
102,0.11613194169580741,non-linear,6
103,0.760771572596914,interaction,6
104,0.5975425826189023,blocking,6
105,0.24994241961828315,density,5
106,-0.01595631923201153,linear,5
107,0.22191956807212485,non-linear,5
108,0.10385090498028936,interaction,5
109,0.11936271132351668,blocking,5
110,-0.3203837969229111,density,4
111,0.12406440500427907,linear,4
112,0.1671666386318553,non-linear,4
113,0.43880144999323434,interaction,4
114,0.5495136868774568,blocking,4
115,0.6046573759038891,density,3
116,0.5608737727519422,linear,3
117,0.2571661260138381,non-linear,3
118,0.6877653790014954,interaction,3
119,0.6975058932524809,blocking,3
120,-0.22898160141133062,density,2
121,0.32414992400696874,linear,2
122,0.3335977846479289,non-linear,2
123,0.5924760625115018,interaction,2
124,0.5855914461390115,blocking,2
125,0.42603993222367104,density,1
126,0.24662222057653144,linear,1
127,0.7281244593768984,non-linear,1
128,0.5801903384897125,interaction,1
129,0.7008622009076512,blocking,1
130,0.43738107620866057,density,7
131,0.14663591116201863,linear,7
132,0.08835709275693593,non-linear,7
133,0.5606461522378229,interaction,7
134,0.48398821724296953,blocking,7
135,-0.15001467638761573,density,6
136,-0.05612757471811421,linear,6
137,0.13361583647197606,non-linear,6
138,0.38513966523953413,interaction,6
139,0.6256459036126834,blocking,6
140,0.2611826817306573,density,5
141,0.09982587485696476,linear,5
142,0.13756365517112787,non-linear,5
143,0.28455349891740495,interaction,5
144,0.07259463188109387,blocking,5
145,0.03252919971178045,density,4
146,0.1931432962218857,linear,4
147,0.4449816696044739,non-linear,4
148,0.27024118093964833,interaction,4
149,0.6390161628756528,blocking,4
150,0.39832585445532204,density,3
151,0.4943613371376007,linear,3
152,0.24933700108528895,non-linear,3
153,0.38965711412798987,interaction,3
154,0.7157647284540867,blocking,3
155,-0.03765835894955497,density,2
156,0.1918240738218162,linear,2
157,0.3564750463818844,non-linear,2
158,0.5301725497133153,interaction,2
159,0.5486038975663862,blocking,2
160,0.2903696297442147,density,1
161,0.4543269860646028,linear,1
162,0.5187288375990509,non-linear,1
163,0.5931090672956163,interaction,1
164,0.6083090081713728,blocking,1
165,0.1353792494662453,density,7
166,-0.03790112259803426,linear,7
167,-0.048491518871524565,non-linear,7
168,0.37263845005464274,interaction,7
169,0.15839387832575014,blocking,7
170,-0.2730876050682979,density,6
171,0.05709563769521148,linear,6
172,0.11229051383691471,non-linear,6
173,0.41629212469626686,interaction,6
174,0.6850691725792463,blocking,6
175,-0.13000903480887818,density,5
176,0.1400024176648529,linear,5
177,0.3795770720162284,non-linear,5
178,0.2669928662026798,interaction,5
179,0.18099527473238824,blocking,5
180,0.04856383616052608,density,4
181,0.268312360971491,linear,4
182,0.24294437821932213,non-linear,4
183,0.34966742311786203,interaction,4
184,0.4916119018756733,blocking,4
185,0.5965358549465007,density,3
186,0.6520873965545292,linear,3
187,0.579319375060108,non-linear,3
188,0.5077621130155889,interaction,3
189,0.7612785967632113,blocking,3
190,-0.13225193748978317,density,2
191,0.3412485099822058,linear,2
192,0.22291406998816182,non-linear,2
193,0.6809561430476914,interaction,2
194,0.5535226733757251,blocking,2
195,0.2595115855796996,density,1
196,0.31675912495804925,linear,1
197,0.4701162533417185,non-linear,1
198,0.4620738977564734,interaction,1
199,0.6373286788057483,blocking,1
200,-0.03954764293710552,density,7
201,-0.08430824448246768,linear,7
202,0.12164973410090368,non-linear,7
203,0.31711727056423333,interaction,7
204,0.49604653025727297,blocking,7
205,-0.36061137783594177,density,6
206,0.20160411694693886,linear,6
207,0.3084096944683078,non-linear,6
208,0.4337999591874735,interaction,6
209,0.6712314026899372,blocking,6
210,0.29233967878323686,density,5
211,0.042655569024366485,linear,5
212,-0.023470975326789562,non-linear,5
213,0.08466208111224689,interaction,5
214,0.23320129645056228,blocking,5
215,-0.16536189027651801,density,4
216,0.5159086518785415,linear,4
217,0.2951257594073874,non-linear,4
218,0.3231532589181042,interaction,4
219,0.4578789113716847,blocking,4
220,0.638139006538351,density,3
221,0.2273790223989518,linear,3
222,0.4848277784265345,non-linear,3
223,0.4788139377057592,interaction,3
224,0.6073797769529533,blocking,3
225,-0.09721602955367531,density,2
226,0.5696214268586277,linear,2
227,0.37251151160957807,non-linear,2
228,0.5385249552871912,interaction,2
229,0.4627791579590275,blocking,2
230,0.19677277615349975,density,1
231,0.4556532456813118,linear,1
232,0.5552490653541189,non-linear,1
233,0.6146767556600561,interaction,1
234,0.657356229329386,blocking,1
235,0.11659613622072444,density,7
236,0.22631846050701498,linear,7
237,0.2528244120058062,non-linear,7
238,0.5320278062273027,interaction,7
239,0.5121467541367587,blocking,7
240,-0.27470967275238656,density,6
241,0.033102555616155084,linear,6
242,0.10564560222495102,non-linear,6
243,0.46448011912789167,interaction,6
244,0.6183635319182536,blocking,6
245,0.42834925929516643,density,5
246,0.08328053018878127,linear,5
247,0.15660219963522562,non-linear,5
248,0.23566059031655914,interaction,5
249,0.09910485564669426,blocking,5
250,-0.024878840515974287,density,4
251,0.1713112585838904,linear,4
252,0.5446324887746888,non-linear,4
253,0.26080121409876306,interaction,4
254,0.48186462141624575,blocking,4
255,0.5335696462375212,density,3
256,-0.0046666881697334,linear,3
257,0.1054359788258796,non-linear,3
258,0.5659859864622044,interaction,3
259,0.6349089780084125,blocking,3
260,-0.12026854481455179,density,2
261,0.3459039114760585,linear,2
262,0.3081659061062703,non-linear,2
263,0.5750890522463711,interaction,2
264,0.5655904442216986,blocking,2
265,0.1049056053588581,density,1
266,0.34000394865917233,linear,1
267,0.44564282961039786,non-linear,1
268,0.6406956957562653,interaction,1
269,0.6255075729566255,blocking,1
270,0.4226647288739519,density,7
271,0.02723258794572344,linear,7
272,0.09703531293290253,non-linear,7
273,0.377520246493567,interaction,7
274,0.45586086205587606,blocking,7
275,-0.06921764279937055,density,6
276,-0.008487504770027814,linear,6
277,0.054776915424432394,non-linear,6
278,0.4810576333895913,interaction,6
279,0.6109972780372147,blocking,6
280,0.21505532148151255,density,5
281,-0.004966322278478439,linear,5
282,0.10056212544224474,non-linear,5
283,0.137619676996643,interaction,5
284,0.23993292632839736,blocking,5
285,-0.17331782147629873,density,4
286,0.17295388970406014,linear,4
287,0.46607408884861384,non-linear,4
288,0.358974367814036,interaction,4
289,0.5287957567664394,blocking,4
290,0.4844164381231283,density,3
291,0.5075136164194918,linear,3
292,0.2207642004731958,non-linear,3
293,0.5348167937602374,interaction,3
294,0.5852724082072442,blocking,3
295,-0.0965980631542501,density,2
296,0.34939851051971393,linear,2
297,0.18846629933642806,non-linear,2
298,0.7096146603570337,interaction,2
299,0.5262484050382013,blocking,2
300,0.2949248263721668,density,1
301,0.47822498204489855,linear,1
302,0.3776254332231093,non-linear,1
303,0.6418290620249073,interaction,1
304,0.5440663603296585,blocking,1
305,-0.09933149734245533,density,7
306,0.16376286434132026,linear,7
307,0.0843901778062061,non-linear,7
308,0.3733493580807213,interaction,7
309,0.2511824170920075,blocking,7
310,-0.27274178977111213,density,6
311,0.05349220544906737,linear,6
312,0.13133002809075653,non-linear,6
313,0.4887509121165011,interaction,6
314,0.6121545538853281,blocking,6
315,0.0224021544135951,density,5
316,0.16866101352626747,linear,5
317,0.04238261990836941,non-linear,5
318,0.11943019195399815,interaction,5
319,0.17437407845003522,blocking,5
320,-0.09626630598452768,density,4
321,0.3106150150900651,linear,4
322,0.30625637030301894,non-linear,4
323,0.5395568310132152,interaction,4
324,0.6791601574094899,blocking,4
325,0.40244833182552747,density,3
326,0.5045478039391313,linear,3
327,0.45219276154018395,non-linear,3
328,0.5980756596636595,interaction,3
329,0.6282799584815868,blocking,3
330,-0.34198424212465606,density,2
331,0.3349697987651097,linear,2
332,0.3660213724402993,non-linear,2
333,0.6286537943298868,interaction,2
334,0.43539643901242125,blocking,2
335,0.23546222753573204,density,1
336,0.39637721730118863,linear,1
337,0.2986885666418255,non-linear,1
338,0.61969829547297,interaction,1
339,0.5440814088763767,blocking,1
340,-0.13759151146792806,density,7
341,0.07461704599932724,linear,7
342,-0.02060470350848135,non-linear,7
343,0.3849005744201706,interaction,7
344,0.6872962424998488,blocking,7
345,-0.06214165031252653,density,6
346,0.051087895741455606,linear,6
347,0.017110278955807537,non-linear,6
348,0.8103654965415694,interaction,6
349,0.6356119698792992,blocking,6
350,0.1462748936827119,density,5
351,0.1581747654258171,linear,5
352,0.10124059594126951,non-linear,5
353,0.37206881138516884,interaction,5
354,0.178053113708111,blocking,5
355,-0.1544466602512448,density,4
356,0.18490168892529557,linear,4
357,0.17099223953236972,non-linear,4
358,0.5228133569848799,interaction,4
359,0.45557028156169976,blocking,4
360,0.5171362957574445,density,3
361,0.42406383461234565,linear,3
362,0.36435414775016794,non-linear,3
363,0.4194261667639307,interaction,3
364,0.5925742679294614,blocking,3
365,-0.02565245478274743,density,2
366,0.39722927491538723,linear,2
367,0.33104320666844134,non-linear,2
368,0.5377376692165539,interaction,2
369,0.3910596192313804,blocking,2
370,0.3736993448913507,density,1
371,0.20702588206289166,linear,1
372,0.6911147889752192,non-linear,1
373,0.4924217855183953,interaction,1
374,0.5825107661161999,blocking,1
375,0.32451430963382455,density,7
376,0.04268058857689887,linear,7
377,-0.0063987015402336336,non-linear,7
