,correlation,path_length
0,,5
1,,4
2,-0.3333333333333333,3
3,0.1768130252330947,2
4,0.2832768168765668,1
5,,5
6,,4
7,-0.408248290463863,3
8,0.24346831983241274,2
9,0.28254837690706536,1
10,,5
11,,4
12,,3
13,0.47873080947725005,2
14,0.0985817201135063,1
15,,5
16,,4
17,-0.5773502691896257,3
18,0.17681302523309472,2
19,0.11914473634255975,1
20,,5
21,,4
22,-0.4082482904638631,3
23,-1.0,2
24,0.02595663692922822,1
25,,5
26,,4
27,,3
28,0.24346831983241274,2
29,0.0259566369292282,1
30,,5
31,,4
32,,3
33,0.17681302523309464,2
34,0.011735017243361921,1
35,,5
36,,4
37,-0.3333333333333333,3
38,-1.0,2
39,0.9731228092028902,1
40,,5
41,,4
42,,3
43,0.6373065430759518,2
44,0.5275972643012832,1
45,,5
46,,4
47,-1.0,3
48,0.17681302523309464,2
49,-0.5355004991585187,1
50,,5
51,,4
52,-0.5773502691896257,3
53,,2
54,0.28327681687656675,1
55,,5
56,,4
57,,3
58,-0.9986254289041977,2
59,-0.02888439206208176,1
60,,5
61,,4
62,-0.5,3
63,0.2434683198324128,2
64,-0.19295574443551136,1
65,,5
66,,4
67,-0.5773502691896258,3
68,1.0,2
69,-0.46827447404298295,1
70,,5
71,,4
72,-0.3333333333333333,3
73,-1.0,2
74,0.5275972643012833,1
75,,5
76,,4
77,,3
78,0.1768130252330947,2
79,0.02595663692922818,1
80,,5
81,,4
82,,3
83,-0.9986254289041979,2
84,0.041225639514613686,1
85,,5
86,,4
87,-0.33333333333333337,3
88,0.1768130252330947,2
89,0.06340428137041462,1
90,,5
91,,4
92,,3
93,0.47873080947725005,2
94,0.11295711065529017,1
95,,5
96,,4
97,-0.5773502691896258,3
98,0.47873080947725005,2
99,-0.2255941718378188,1
100,,5
101,,4
102,-0.40824829046386296,3
103,0.1768130252330947,2
104,-0.3727143020683725,1
105,,5
106,,4
107,,3
108,0.6373065430759517,2
109,-0.6270646709548031,1
110,,5
111,,4
112,-0.4082482904638631,3
113,-1.0,2
114,0.0259566369292282,1
115,,5
116,,4
117,-0.5773502691896258,3
118,1.0,2
119,0.24576814860699184,1
120,,5
121,,4
122,-0.33333333333333337,3
123,0.17681302523309467,2
124,0.24359232837675998,1
125,,5
126,,4
127,,3
128,,2
129,-0.27346711189625994,1
130,,5
131,,4
132,-0.5,3
133,0.24346831983241274,2
134,0.5999352104704504,1
135,,5
136,,4
137,-0.33333333333333337,3
138,-0.9986254289041979,2
139,0.3169401685123453,1
140,,5
141,,4
142,-0.33333333333333326,3
143,0.47873080947725005,2
144,0.24359232837675998,1
145,,5
146,,4
147,,3
148,-1.0,2
149,0.3473466438613117,1
150,,5
151,,4
152,-0.5,3
153,0.2434683198324128,2
154,0.06340428137041462,1
155,,5
156,,4
157,,3
158,-1.0,2
159,0.31694016851234524,1
160,,5
161,,4
162,,3
163,-1.0,2
164,0.28254837690706547,1
165,,5
166,,4
167,-0.5773502691896257,3
168,0.47873080947725005,2
169,0.28254837690706547,1
170,,5
171,,4
172,-0.5,3
173,0.1768130252330947,2
174,-0.1461962643313346,1
175,,5
176,,4
177,-0.5,3
178,0.1768130252330947,2
179,0.9924336870117674,1
180,,5
181,,4
182,-0.33333333333333326,3
183,0.2434683198324128,2
184,0.6935678247403949,1
185,,5
186,,4
187,-0.408248290463863,3
188,0.2434683198324128,2
189,0.011735017243361902,1
190,,5
191,,4
192,-0.33333333333333326,3
193,,2
194,-0.2255941718378188,1
195,,5
196,,4
197,-1.0,3
198,0.6373065430759518,2
199,0.9731228092028902,1
200,,5
201,,4
202,-0.4082482904638631,3
203,0.47873080947725005,2
204,0.5268964331420335,1
205,,5
206,,4
207,-0.33333333333333326,3
208,0.17681302523309472,2
209,0.1892260088202854,1
210,,5
211,,4
212,,3
213,0.1768130252330947,2
214,0.025956636929228217,1
215,,5
216,,4
217,,3
218,-1.0,2
219,-0.3727143020683726,1
220,,5
221,,4
222,-0.40824829046386296,3
223,0.17681302523309467,2
224,-0.0987798572537686,1
225,,5
226,,4
227,,3
228,0.47873080947725,2
229,0.02595663692922823,1
230,,5
231,,4
232,-0.408248290463863,3
233,0.17681302523309467,2
234,0.011735017243361923,1
235,,5
236,,4
237,-0.5,3
238,,2
239,0.0985817201135063,1
240,,5
241,,4
242,-0.5773502691896256,3
243,-0.9986254289041977,2
244,-0.48015184713040276,1
245,,5
246,,4
247,,3
248,0.24346831983241274,2
249,0.24359232837675998,1
