userid,board_name,board_size,board_type,condition,fitted_heuristic,blocking_score,win_score,density,linear,non-linear,interaction,blocking,interaction_blind,blocking_blind
11d4bf94,6_hard_full,6,hard,full,density,0.05,1600,-2.0861295432370364,-3.94035472518365,-3.89016347800002,-5.222229430885628,-4.731768541974346,-3.829002191604247,-3.7091044125118082
14b4c043,6_hard_full,6,hard,full,interaction,0.05,1600,-2.717995853611326,-2.6769668312392096,-2.6475999826295644,-2.2473061915660835,-2.8216510873569876,-2.4448502904373317,-2.838231671705589
14c5dc72,6_hard_full,6,hard,full,blocking,0.05,1600,-2.970942123614946,-2.1954567712450084,-2.114020520004223,-2.0892088932729433,-1.8451280100736354,-2.2846702047219716,-2.2670597376432813
17b4c1ea,6_hard_full,6,hard,full,interaction,0.05,1600,-2.5422296702232865,-1.826016107116589,-1.6857838117256307,-1.44758106950567,-1.4965997682377157,-1.967574407305232,-2.1242285110565935
17e120dd,6_hard_full,6,hard,full,interaction,0.05,1600,-2.834193188911558,-2.4329298616314237,-2.382093773176871,-2.2715437880123273,-2.737664771147787,-2.819549128203271,-3.0454271917724243
18dac9ef,6_hard_full,6,hard,full,blocking_blind,0.05,1600,-2.5253232808216426,-3.14131670931301,-2.946781552080686,-2.9703310222651096,-2.2181115572325836,-2.920567007005172,-2.2025801815342474
20bfd7bd,6_hard_full,6,hard,full,interaction_blind,0.05,1600,-1.970574644851732,-1.796694734374586,-1.7551154057201284,-2.0162214158366334,-2.0240855419323216,-1.6735948197661081,-2.0391084757305853
22dac859,6_hard_full,6,hard,full,blocking_blind,0.05,1600,-4.150895465905123,-3.9043349626001818,-3.983558680713538,-3.8335294407137437,-3.9295882297275146,-4.064722864386044,-3.8317683089479937
24a5e25a,6_hard_full,6,hard,full,blocking_blind,0.05,1600,-2.6533784975147854,-2.405207485839112,-2.3049342086589726,-2.3975483417360137,-2.4515402596985947,-1.5723452125136905,-1.5110492070341983
24b61c03,6_hard_full,6,hard,full,interaction_blind,0.05,1600,-2.4762452027084825,-2.695824737583964,-2.6844859801159684,-3.2805192358899538,-3.6083785967932522,-2.070544806164265,-2.3869570219215577
24f4c091,6_hard_full,6,hard,full,blocking_blind,0.05,1600,-3.3682895491020934,-2.788148825955737,-2.7294592979668537,-2.4639873768239102,-2.219200932875686,-2.4389505637585596,-2.1637053765170364
