,blocking,blocking_blind,blocking_player,board,density,heuristic,interaction,interaction_blind,interaction_player,linear,userid
161,-3.39139071749,-2.80005518181,-3.59434095907,6_hard_pruned,-3.12110823004,blocking_blind,-3.61433738199,-2.90494528897,-3.86007461803,-3.72977529888,53a654e5
162,-3.03182783091,-2.7758037047,-3.22821805229,6_hard_pruned,-2.72993878371,density,-2.98880136885,-2.75044316604,-3.20061312984,-3.07518776738,53d65632
163,-2.33513452492,-2.61690919779,-2.44643781874,6_hard_pruned,-2.97631589581,blocking,-2.44775406459,-2.51416452773,-2.63510165491,-2.37778485276,59d4e268
164,-2.52664055229,-2.47553769871,-2.52496202777,6_hard_pruned,-2.52451299768,interaction_blind,-2.52485541077,-2.47325043482,-2.52777363006,-2.68362384729,5adff9a5
165,-1.58889168892,-1.71804138419,-1.72456295632,6_hard_pruned,-2.44921327439,interaction,-1.52184597841,-1.69259233782,-1.67707999783,-1.57670181446,5dbfe29c
166,-0.798033430496,-0.763897742721,-0.763897742721,6_hard_pruned,-2.50223681702,blocking_blind,-0.921141642575,-0.881258659391,-0.881258659391,-1.18278633572,5dd4e3a2
167,-3.35789600487,-3.68595288413,-3.47660723181,6_hard_pruned,-2.86200282508,density,-3.34898949784,-3.54646132372,-3.4659573707,-3.2725714659,5fa651bb
168,-3.08483950616,-2.81647128437,-3.4543983245,6_hard_pruned,-3.19492171769,blocking_blind,-3.09772120965,-2.9110825017,-3.51444806911,-3.0441024912,61e65cc1
169,-4.1182860545,-3.07157851686,-4.39687650501,6_hard_pruned,-3.65583403464,interaction_blind,-4.12687597127,-2.84952245653,-4.3892494376,-3.9128977598,65afea1f
170,-1.07202351584,-1.03883566438,-1.03883566438,6_hard_pruned,-2.12377302362,blocking_blind,-1.12427369463,-1.08523486336,-1.08523486336,-1.31658595503,65e519cb
171,-3.06940197968,-2.48753550571,-3.41301379549,6_hard_pruned,-3.02711798287,interaction_blind,-2.97697917779,-2.48358661671,-3.33423420044,-2.91690958349,65f4e348
172,-2.95860584071,-2.72435914098,-3.11080503805,6_hard_pruned,-3.46461307203,interaction_blind,-2.93746253213,-2.67892656991,-3.09246590175,-2.79613053769,67f4ea8a
173,-3.56714464972,-2.15188146143,-3.7114314851,6_hard_pruned,-2.52719735706,interaction_blind,-3.43566204775,-2.04920001334,-3.61306839782,-3.41757118332,67f64a50
174,-2.6895309973,-2.01205137917,-2.91021101726,6_hard_pruned,-2.67148328046,blocking_blind,-2.81228570071,-2.22347459448,-3.04497856754,-2.78091407962,68c659b8
175,-0.919102840441,-0.887045507769,-0.887045507769,6_hard_pruned,-2.34003804842,blocking_blind,-1.00859939909,-0.970894462857,-0.970894462857,-1.24105247065,6bb10472
176,-2.60761414588,-3.49282529852,-2.61846285292,6_hard_pruned,-3.12986941119,blocking,-2.8366954307,-3.67425327585,-2.86787910572,-2.79129601124,6bb4e746
177,-2.39773808767,-2.19460370804,-2.49467467024,6_hard_pruned,-2.72104770674,interaction_blind,-2.45944423894,-2.15441334512,-2.59636051898,-2.396092347,6dd103e2
178,-3.00646035626,-2.47498968205,-3.21513604164,6_hard_pruned,-3.07961383241,blocking_blind,-3.02811052614,-2.59707452644,-3.26125326921,-3.04765179351,6de4e267
179,-1.51750743221,-1.41204639649,-1.41204639649,6_hard_pruned,-2.57768838324,blocking_blind,-2.2340433067,-2.09342135547,-2.09342135547,-3.18320359102,74e11ee8
180,-4.35868121358,-3.72130210938,-4.62137454539,6_hard_pruned,-3.06866640093,density,-3.96820749166,-3.38650259324,-4.19103743438,-3.55583355917,7da4f147
181,-1.67267289032,-1.78713939263,-1.79992803226,6_hard_pruned,-2.48018810467,blocking,-1.6831820754,-1.69668462164,-1.88273206787,-1.68879671154,7dd704e0
182,-2.94749949195,-3.18796617884,-3.39486066424,6_hard_pruned,-3.0219884927,linear,-2.96393356825,-3.03970266585,-3.44933241339,-2.82516980388,7df4e828
183,-0.908167577479,-0.871093826183,-0.871093826183,6_hard_pruned,-2.34003804842,blocking_blind,-1.00739591075,-0.964242171849,-0.964242171849,-1.23828214783,80f4e933
184,-1.02159585031,-1.16094081873,-1.12425694456,6_hard_pruned,-2.4022736293,interaction,-1.00155218485,-1.09587012417,-1.08914220401,-1.13286106815,81c11c9f
185,-3.1123654609,-2.39837664021,-3.17241156333,6_hard_pruned,-3.00061411173,interaction_blind,-3.10202052303,-2.32983382822,-3.22608383946,-3.05385764728,82a4e284
186,-2.68125618068,-2.07706425493,-2.97573606987,6_hard_pruned,-2.38334306613,interaction_blind,-2.45089706532,-1.90261075375,-2.73077647473,-2.33959453432,83c64bf9
187,-2.53929214453,-2.34532014752,-2.54665517261,6_hard_pruned,-2.72451033474,interaction_blind,-2.47141623932,-2.30842105775,-2.47058603064,-2.4720242834,84f4e263
188,-1.74136000498,-1.79618406999,-1.91843287207,6_hard_pruned,-2.7288861588,blocking,-1.84071996938,-1.92279173166,-2.03846995856,-1.83503833965,85b4e5c4
189,-2.2376268227,-1.62972188647,-2.42318104004,6_hard_pruned,-2.4514425547,blocking_blind,-2.21641165584,-1.6363907946,-2.3993072387,-2.31863549214,92a74a76
190,-2.43668480399,-2.36766661782,-2.36766661782,6_hard_pruned,-2.59177382172,interaction_blind,-2.10055286587,-1.98269015034,-1.98269015034,-2.19388819604,95a648a3
191,-1.62600302701,-1.89113459736,-1.8459586005,6_hard_pruned,-2.57758944114,linear,-1.59492865348,-1.7728333977,-1.92050071894,-1.47888008347,9be4eb1b
192,-4.75996848706,-2.7068729668,-5.18033828824,6_hard_pruned,-3.42800102212,interaction_blind,-4.78497022137,-2.70386998376,-5.24095324793,-4.72378904071,9dd66bae
193,-2.75719274321,-3.00459790611,-2.79879438161,6_hard_pruned,-2.688955743,density,-2.69283150593,-2.96988487572,-2.76373572303,-2.78284883573,a0d659c9
194,-3.26764613706,-3.11749147632,-3.4772057955,6_hard_pruned,-3.19042552812,blocking_blind,-3.40101255544,-3.17855381381,-3.69037423877,-3.35604128676,a0f4f1bf
195,-2.64909338545,-2.08431788786,-2.68832296313,6_hard_pruned,-2.54251479683,interaction_blind,-2.34919100469,-1.87867814922,-2.36517306789,-2.20338856121,a1e4e2c3
196,-2.13924220612,-1.7924688435,-2.7553238088,6_hard_pruned,-2.70271658489,interaction_blind,-1.87747674597,-1.53435133026,-2.46875234867,-1.99624645229,a2ebe618
197,-3.28080941316,-2.71345010993,-3.30692163261,6_hard_pruned,-1.84089639023,density,-3.27494138167,-2.55287862105,-3.34305318276,-3.27352119993,a3b4e28e
198,-3.79013377093,-3.72182955385,-3.72182955385,6_hard_pruned,-1.84144077338,density,-3.99193127618,-3.90778397855,-3.90778397855,-4.35185427882,a5a65415
199,-2.11494852357,-2.31015563715,-2.23442398491,6_hard_pruned,-2.74270985013,blocking,-2.22355005965,-2.24022458478,-2.44877926036,-2.26273083765,aafbd6ab
200,-2.95611926305,-2.58355070724,-3.10246063727,6_hard_pruned,-2.95210908384,blocking_blind,-3.14760645009,-2.65537792226,-3.34585974629,-3.01872566523,aed647d3
201,-1.60598520507,-2.10305601461,-1.69493107756,6_hard_pruned,-2.37984494007,interaction,-1.53847026262,-2.08966783119,-1.6337523336,-1.629397008,b0e1157c
202,-3.7806589718,-3.44726458305,-4.19844445915,6_hard_pruned,-3.31020054933,density,-3.75378675631,-3.34661230224,-4.17324268772,-3.54422403753,b2b4e2c1
203,-1.7821124791,-2.27335704598,-1.95479969291,6_hard_pruned,-2.62581690982,blocking,-1.91076781589,-2.15036567761,-2.22633901178,-1.91792162644,b2e4e98a
204,-2.08297355711,-1.3979832183,-2.36411659799,6_hard_pruned,-2.57518960756,blocking_blind,-2.09324572756,-1.44427432318,-2.37213685414,-2.21770771441,b8f4e433
205,-1.3023215387,-2.13168355061,-1.33778099552,6_hard_pruned,-2.70569463847,blocking,-1.58191898465,-2.08446585318,-1.74647285718,-1.50351548705,b9e512db
206,-3.3330372423,-3.38707605709,-3.82954216699,6_hard_pruned,-3.69724716987,blocking,-3.52710071434,-3.44195044565,-4.06231786615,-3.45661974409,bad4f1b5
207,-2.90741449927,-3.2860033151,-3.05182873915,6_hard_pruned,-3.56204551816,blocking,-3.19732245691,-3.44750903188,-3.46329961562,-3.24938163667,bae4ffc0
208,-1.99986697755,-2.09888362969,-2.17616593617,6_hard_pruned,-2.73051292392,blocking,-2.12360104702,-2.18240770588,-2.33670441057,-2.15902172055,bdf4e34a
209,-3.33056798756,-1.59551682568,-3.35015695442,6_hard_pruned,-2.33645634096,interaction_blind,-3.22430834837,-1.39158947557,-3.31364143302,-3.2389475839,bff4e70e
210,-3.81684191867,-3.70412132294,-3.70412132294,6_hard_pruned,-2.76000994003,density,-3.48070998054,-3.31914485546,-3.31914485546,-3.3753872838,c7a6593f
211,-2.14801685048,-1.52281437802,-2.46870547467,6_hard_pruned,-1.98598076173,interaction_blind,-1.88258374748,-1.30781614951,-2.1832011522,-1.79835095301,c7c4e29b
212,-2.44320556096,-1.83142936456,-2.71957881037,6_hard_pruned,-2.60381304089,blocking_blind,-2.52105513528,-1.8673819476,-2.86022278319,-2.54578100862,c7fffe38
213,-2.87347223009,-2.55198803999,-2.97179205851,6_hard_pruned,-2.60541369513,interaction_blind,-2.88044754566,-2.33278519869,-3.01907283844,-2.77685563501,c9f64da2
214,-0.791654527101,-0.754592595129,-0.754592595129,6_hard_pruned,-2.50223681702,blocking_blind,-0.920439607709,-0.877378156302,-0.877378156302,-1.18117031407,ccc4e27e
215,-2.23995808539,-2.17686312264,-2.17686312264,6_hard_pruned,-2.42353770341,interaction_blind,-1.90382614727,-1.79188665516,-1.79188665516,-2.02228741901,cdf65098
216,-3.13885190117,-2.94258216625,-3.13954754378,6_hard_pruned,-2.71153170589,density,-3.53601228079,-3.09231739949,-3.54561362732,-3.45514522866,ceb50693
217,-1.92294675596,-1.83413092172,-2.17861447698,6_hard_pruned,-2.08621313756,interaction_blind,-1.68413878661,-1.66825934854,-1.94794789663,-1.70286663296,d1e4eb09
218,-2.751483253,-2.04238384132,-2.96389139626,6_hard_pruned,-2.50304567874,interaction_blind,-2.49692743784,-1.9199993942,-2.7307103423,-2.51838562686,d2f65bb5
219,-3.68520531239,-2.0883841946,-4.15673848665,6_hard_pruned,-2.81704256383,blocking_blind,-3.5567180558,-2.09502176108,-4.04660977581,-3.50991373326,d4fac87b
220,-2.92004496605,-2.56469356728,-3.06276943589,6_hard_pruned,-3.1001156955,interaction_blind,-3.07746446858,-2.54400228822,-3.24624756166,-2.98870748403,d8a4f092
221,-2.13989566096,-1.92822495478,-2.36922547761,6_hard_pruned,-2.48795178099,blocking_blind,-2.22525685726,-2.01382344813,-2.47482201513,-2.21023695807,d8f4e4d9
222,-2.50175457258,-2.1612502737,-2.52365331886,6_hard_pruned,-2.22735224993,interaction_blind,-2.29974645249,-2.01560767116,-2.30750462237,-2.21611748203,daefd33a
223,-2.26421962044,-2.21247484314,-2.52479539838,6_hard_pruned,-2.20093111383,interaction,-1.96692503634,-2.0247995801,-2.19291474645,-2.02025947063,dbe65101
224,-4.15419113571,-3.6667785028,-4.28414675526,6_hard_pruned,-2.73752623634,density,-4.0682344429,-3.56669202454,-4.18637694755,-4.07890408734,dec64994
225,-4.002255574,-3.38602480125,-4.32072743513,6_hard_pruned,-3.09941896347,density,-3.86116685084,-3.32438066243,-4.17277927586,-3.8620400968,e0a737b6
226,-2.35189433617,-2.18649280646,-2.87419107976,6_hard_pruned,-3.17523563715,blocking_blind,-2.38610342233,-2.25487852829,-2.94090895727,-2.31396625301,e1a64c7d
227,-0.919102840441,-0.887045507769,-0.887045507769,6_hard_pruned,-2.34003804842,blocking_blind,-1.00859939909,-0.970894462857,-0.970894462857,-1.24105247065,e1e500d7
228,-3.0487043722,-2.48409860895,-3.22909391292,6_hard_pruned,-2.83635747523,interaction_blind,-3.10411054007,-2.3674414324,-3.2747184112,-2.86604983617,e2b655ad
229,-2.70255274343,-2.34571973007,-2.89432403067,6_hard_pruned,-2.48512045102,interaction_blind,-2.58171687494,-2.23973752546,-2.78306503627,-2.56590957729,e5d4e9ce
230,-1.64622124889,-1.53099221953,-1.90679246162,6_hard_pruned,-2.1514430373,blocking_blind,-1.62436911693,-1.6066024643,-1.91171724403,-1.61268543771,e5d4fef8
231,-2.55242502426,-2.71971071914,-2.71971071914,6_hard_pruned,-2.17222327513,density,-2.21629308614,-2.33473425167,-2.33473425167,-2.27002328156,e6f649a1
232,-2.86905606046,-1.94940306493,-2.86832328681,6_hard_pruned,-2.61033789446,blocking_blind,-2.95427771101,-2.07161356642,-2.95042822068,-2.97772112785,e9dbbf8a
233,-2.27778124264,-2.32562056769,-2.46702019939,6_hard_pruned,-2.65432734394,blocking,-2.36657619335,-2.39645854423,-2.56365508673,-2.58166911815,e9e64bef
234,-1.51750743221,-1.41204639649,-1.41204639649,6_hard_pruned,-2.57768838324,blocking_blind,-2.2340433067,-2.09342135547,-2.09342135547,-3.18320359102,eba732b3
235,-2.13070089476,-1.70724432645,-2.49488479088,6_hard_pruned,-2.09041723003,interaction_blind,-1.81951143836,-1.54716085918,-2.14475376202,-1.7861552906,ebc64a59
236,-0.953094314085,-0.918883299957,-0.918883299957,6_hard_pruned,-2.51720913114,blocking_blind,-1.07197285003,-1.03222381796,-1.03222381796,-1.31264734821,f0c4e26c
237,-2.63641395217,-2.28433780815,-2.88832356201,6_hard_pruned,-2.87936274823,interaction_blind,-2.59448086323,-2.15118513759,-2.86197523733,-2.41212843421,f1f65080
238,-3.01549712515,-2.25301161254,-3.15635090309,6_hard_pruned,-2.85684884986,blocking_blind,-3.02573207672,-2.36288898059,-3.19660603405,-2.99745628477,f6b64ced
239,-2.23995808539,-2.17686312264,-2.17686312264,6_hard_pruned,-2.42353770341,interaction_blind,-1.90382614727,-1.79188665516,-1.79188665516,-2.02228741901,f6f64b11
240,-3.85126972495,-4.00559763714,-4.00559763714,6_hard_pruned,-2.57768838324,density,-3.51513778683,-3.62062116966,-3.62062116966,-3.45364385703,f8bbc519
241,-3.312272252,-3.09515906744,-3.82373167088,6_hard_pruned,-3.32846098732,blocking_blind,-3.34144201544,-3.22224196841,-3.88896843264,-3.23083432059,fcaffad4
242,-3.8470587163,-2.79267864189,-3.98181105235,6_hard_pruned,-2.76367488447,density,-4.00268062709,-2.83493994417,-4.16048105795,-3.84584567826,fdaa7ebb
243,-2.14108439991,-2.1443235847,-2.30206189104,6_hard_pruned,-2.37939549271,interaction_blind,-2.1295638294,-1.99801515813,-2.3660576067,-2.04908286137,fde4ef33
244,-2.2720740705,-2.59814859441,-2.31757237025,6_hard_pruned,-2.97101929003,linear,-2.20553644774,-2.41596129766,-2.27978648376,-2.1586323935,fde6491d
245,-2.34333982987,-1.53077670607,-2.77111504122,6_hard_pruned,-2.78224107615,blocking_blind,-2.33766984552,-1.73983577462,-2.89627528695,-2.45715668405,fef4eae9
246,-2.63341439136,-2.37077743644,-2.8863532488,10_hard_full,-3.7497144084,blocking_blind,-2.69107167488,-2.38281968369,-2.97048830715,-3.14224849151,13f4ff5a
247,-2.71520600084,-2.88459338777,-2.88459338777,10_hard_full,-3.02042488614,interaction,-2.56517318769,-2.703950654,-2.703950654,-3.16234437052,1cdbeb89
248,-1.19735166496,-1.14345467109,-1.14345467109,10_hard_full,-3.33062249487,blocking_blind,-1.29321699237,-1.23657597188,-1.23657597188,-1.85412763782,1df6940e
249,-2.79683062768,-2.62096786438,-2.97074411435,10_hard_full,-3.50653854052,interaction_blind,-2.75725105668,-2.59089691656,-2.92385070752,-3.1519930606,1ff4f828
250,-2.84794043959,-2.91736927171,-2.8606916121,10_hard_full,-3.55904964252,blocking,-2.97752508086,-3.00411746021,-3.01586436046,-3.26363829194,21abc061
251,-4.64503363039,-3.62061270255,-5.01205959116,10_hard_full,-3.85768820699,blocking_blind,-4.66236961152,-3.69193084356,-5.05492029924,-4.71808950474,23dbc11c
252,-2.71520600084,-2.88459338777,-2.88459338777,10_hard_full,-3.02042488614,interaction,-2.56517318769,-2.703950654,-2.703950654,-3.16234437052,26dbf473
253,-1.17444407371,-1.11526380124,-1.11526380124,10_hard_full,-3.26844296287,blocking_blind,-1.27581935477,-1.21436438996,-1.21436438996,-1.84547405499,28e67c08
254,-1.18887226986,-1.1249262466,-1.1249262466,10_hard_full,-3.30440314159,blocking_blind,-1.43379078676,-1.36520093153,-1.36520093153,-1.92869243215,2fb4f99a
255,-3.18963794986,-2.55132364783,-3.65690504866,10_hard_full,-3.8802735162,blocking_blind,-3.22833595273,-2.59209527973,-3.7088271754,-3.54085856108,34b12db9
256,-1.94340692538,-1.87770571361,-1.87770571361,10_hard_full,-3.3327743943,blocking_blind,-2.08211092355,-2.01473624163,-2.01473624163,-2.71046572586,65f68460
257,-3.60595146015,-2.7247727248,-3.90140437362,10_hard_full,-3.77458663272,blocking_blind,-3.80341288696,-2.7715431423,-4.13555404854,-4.03623432751,75ffd9e8
258,-3.59582326579,-2.96632638781,-3.96501792436,10_hard_full,-3.81817479937,interaction_blind,-3.54993295308,-2.96617493051,-3.91994227172,-3.73345851936,7cf6845b
259,-2.16008264682,-1.7613562792,-2.12282851245,10_hard_full,-3.51557081817,blocking_blind,-2.29292272431,-1.80539743673,-2.29691802505,-2.77937541597,84dbf4f9
260,-1.77027303456,-1.64237699006,-1.64237699006,10_hard_full,-3.24356843746,blocking_blind,-2.14630825884,-2.01860750894,-2.01860750894,-3.35299092172,87cfed83
261,-3.06427800298,-2.60965462387,-3.33039637557,10_hard_full,-3.59389771081,blocking_blind,-3.10248616278,-2.64980338354,-3.37243292367,-3.28695570484,8bc69c49
262,-1.19735166496,-1.14345467109,-1.14345467109,10_hard_full,-3.33062249487,blocking_blind,-1.29321699237,-1.23657597188,-1.23657597188,-1.85412763782,92e6f512
263,-1.66853795917,-1.55481178839,-1.65922422275,10_hard_full,-3.24117610372,blocking_blind,-1.67807542438,-1.59182631714,-1.65989919852,-2.22644922503,98d105c1
264,-1.8902190347,-2.26463078192,-2.15129607128,10_hard_full,-3.37432777598,blocking,-1.9249002133,-2.30806893919,-2.18680915864,-2.31116947403,9befd8ad
265,-2.62104244557,-2.33698180482,-2.87523045779,10_hard_full,-3.94166743856,blocking_blind,-2.69531464731,-2.45129664349,-2.95549591527,-3.06924956012,a3eacaa9
266,-2.80431075144,-2.9808876514,-3.08887723146,10_hard_full,-3.65679951667,blocking,-2.85741532595,-2.95109549728,-3.14302414855,-3.05296508035,a4f74985
267,-1.26293346296,-1.20081616966,-1.20081616966,10_hard_full,-3.5035688292,blocking_blind,-1.3792380687,-1.31295402123,-1.31295402123,-1.93648562345,abc728e1
268,-2.3858870438,-2.14541192535,-2.50674012212,10_hard_full,-3.45747050011,blocking_blind,-2.37188401372,-2.17831659213,-2.47815605781,-2.77769353159,aceaccbc
269,-3.22815701877,-2.8347993345,-3.64493633248,10_hard_full,-3.97655372419,interaction_blind,-3.12191118273,-2.75507073057,-3.52578753055,-3.36161918551,add50f98
270,-2.19083759374,-2.12654046732,-2.12654046732,10_hard_full,-3.22116539779,blocking_blind,-2.78677854168,-2.70727410225,-2.70727410225,-3.61866911815,b1ebd3b5
271,-3.56582898807,-4.13684730769,-3.94132611688,10_hard_full,-3.91554522085,blocking,-3.57128543498,-4.03899703113,-3.94717348127,-3.70991231343,b5b6dcbc
272,-2.10215695755,-1.78227267694,-2.25637594263,10_hard_full,-3.26959642265,interaction_blind,-2.13912078614,-1.76572814506,-2.31601794876,-2.49691624464,d2ac158a
273,-3.14838025012,-2.46435422917,-3.59814446463,10_hard_full,-3.86184653126,interaction_blind,-3.11838910259,-2.4180368345,-3.56335290569,-3.35823066848,edf12206
274,-3.34522415855,-2.23290228167,-3.96412435651,10_hard_full,-3.77127035821,blocking_blind,-3.35968216432,-2.24125638393,-4.01001615416,-3.63250260644,f0ebc21e
275,-3.8760771793,-2.65362680509,-4.28003148341,10_hard_full,-3.93053050159,blocking_blind,-3.9904803681,-2.75466366234,-4.41910416489,-4.07265591914,f6fbf7bf
276,-4.01539995979,-3.66698111333,-4.33161755114,10_hard_full,-4.07517888624,blocking_blind,-4.07820033041,-3.71970433924,-4.42111525411,-4.2494074963,f7ebbfe9
277,-2.65423087759,-1.72522448884,-3.04144326594,10_hard_pruned,-3.24195436571,interaction_blind,-2.58809946845,-1.5803674809,-3.03539467299,-3.10561587499,13b7468e
278,-2.80628827744,-2.32986309394,-3.15233289589,10_hard_pruned,-4.06296669416,blocking_blind,-2.79908442232,-2.35204870935,-3.16658508184,-3.00910123994,13dbbfb8
279,-2.28185487407,-2.3057433906,-2.35347579722,10_hard_pruned,-3.58876330994,blocking,-2.49866421518,-2.49832155,-2.60591663862,-2.86895313633,16f6e58d
280,-3.94668606491,-2.95714954868,-4.2684313834,10_hard_pruned,-3.27085311937,interaction_blind,-3.94820098855,-2.89206024997,-4.32023157736,-4.09492273758,18a695e2
281,-2.79562781263,-2.7319528767,-2.7319528767,10_hard_pruned,-3.02521444855,blocking_blind,-2.93147629339,-2.85966239876,-2.85966239876,-3.49578956293,1bd72c42
282,-2.80121424487,-2.30631527385,-3.15243130496,10_hard_pruned,-3.43904527257,blocking_blind,-2.82216682475,-2.33919077929,-3.19597782836,-3.16210537152,28d4fefb
283,-3.07906106853,-2.70969310209,-3.31724272875,10_hard_pruned,-3.54733858693,blocking_blind,-3.11614829174,-2.77552814052,-3.34274648619,-3.40215561957,31f6a576
284,-1.96818569448,-1.91981610605,-1.91981610605,10_hard_pruned,-2.896488814,blocking_blind,-2.01394986668,-1.96179318498,-1.96179318498,-2.48816639468,32fad07f
285,-2.80106482889,-3.02558866825,-2.94839141986,10_hard_pruned,-3.35034621845,blocking,-2.89680177133,-2.95053713382,-3.07518615112,-3.27372791453,41bad9a2
286,-4.98610423341,-3.2092828648,-5.33384983782,10_hard_pruned,-3.82309960016,interaction_blind,-5.02453383786,-3.15014644023,-5.48370115642,-4.95372488816,4bfffc8c
287,-3.64915471852,-3.62014710516,-3.68634666596,10_hard_pruned,-3.98225261268,blocking_blind,-3.90293803079,-3.65385492187,-3.98132636762,-3.9959469926,50f6b001
288,-1.27182968421,-1.21740801935,-1.21740801935,10_hard_pruned,-2.99653751006,blocking_blind,-1.34490790048,-1.28723201705,-1.28723201705,-1.89931667085,5bc4f225
289,-4.04893811503,-4.14562758975,-4.10240794273,10_hard_pruned,-3.6859451374,density,-4.03261550401,-4.1602980549,-4.07550387061,-3.91188346294,77ba7edc
290,-2.25734121485,-2.25080497052,-2.35074907447,10_hard_pruned,-3.56506614722,blocking_blind,-2.45277710227,-2.37058209076,-2.59944641782,-2.81468245234,7dea8d37
291,-3.19251571755,-3.25281593677,-3.54459132241,10_hard_pruned,-3.63700733706,blocking,-3.32557690259,-3.28899262254,-3.70391476549,-3.48672314859,7ef11f8d
292,-1.88810733581,-1.74462460685,-1.94754085704,10_hard_pruned,-3.37874749064,blocking_blind,-1.95455622316,-1.82338459495,-2.01075295633,-2.46940073565,8aa6d830
293,-2.30179009736,-3.02723998706,-2.38730168479,10_hard_pruned,-3.55384731357,blocking,-2.53127567831,-3.17261599841,-2.66615901566,-2.90247403518,8ea50714
294,-1.90424388911,-2.35430822395,-1.91272932866,10_hard_pruned,-3.4126736725,blocking,-1.98066902335,-2.34825960946,-2.04445126105,-2.36423098178,98c10b8a
295,-2.94441988501,-3.48050354503,-3.0385169911,10_hard_pruned,-3.49212991011,blocking,-3.17334145478,-3.45147715343,-3.30875500772,-3.42472836983,acdac85f
296,-3.38496494029,-2.62885960448,-3.87104033713,10_hard_pruned,-3.50236854507,interaction_blind,-3.30608439036,-2.60642438179,-3.78053869844,-3.54343917556,b8bac8b7
297,-0.806262995948,-0.750757909666,-0.750757909666,10_hard_pruned,-3.4001485274,blocking_blind,-0.913531456998,-0.85389286559,-0.85389286559,-1.57358576913,bacbc468
298,-1.98079515737,-1.66761106115,-2.05935852144,10_hard_pruned,-3.75005033537,blocking_blind,-1.983908738,-1.6900875387,-2.05426933807,-2.39939953619,bcf51783
299,-3.91592831581,-3.81655537311,-3.81655537311,10_hard_pruned,-2.17834118016,density,-4.07343776538,-3.9681400611,-3.9681400611,-4.80143327518,c2cbff2e
300,-3.2536517475,-3.22542913313,-3.70684591957,10_hard_pruned,-3.55091751112,interaction_blind,-3.34842486809,-3.17358724816,-3.86373277731,-3.39912575224,cce7504c
301,-2.68890228548,-2.20133295079,-2.81513868882,10_hard_pruned,-3.35834512726,blocking_blind,-2.80775484589,-2.28014092852,-2.9908029025,-3.23792671483,cdc514e1
302,-4.12394161227,-3.52648763691,-4.47680083425,10_hard_pruned,-3.71788756149,blocking_blind,-4.16768680824,-3.5426020945,-4.57027385308,-4.1790343357,d1cac84b
303,-3.00999204787,-2.40149055037,-3.05454516194,10_hard_pruned,-2.50572413597,interaction_blind,-3.0711710073,-2.33394244508,-3.24523399548,-3.296736727,d9e4f7e5
304,-2.7930946797,-2.5634875635,-2.96927817477,10_hard_pruned,-3.53083250147,interaction_blind,-2.88378061947,-2.53145019653,-3.10451242545,-3.18398793973,e2b10de5
305,-2.48440257172,-1.97497527146,-2.51399999053,10_hard_pruned,-3.59147539981,blocking_blind,-2.55508637379,-2.12683362099,-2.58418743748,-2.99611741953,e6efec72
306,-1.99785491145,-2.81126981635,-1.9670051573,10_hard_pruned,-3.54466342891,blocking_player,-2.1688235501,-2.84429971874,-2.21056290463,-2.56539562873,edfff93e
307,-2.9561900634,-2.14564050646,-3.40391971432,10_hard_pruned,-3.78085127817,blocking_blind,-2.97698437789,-2.16215193563,-3.44023604989,-3.10147592787,efd4fa4a
308,-4.14288841496,-2.83070771042,-4.45587838969,10_hard_pruned,-3.61737580688,interaction_blind,-4.21684328485,-2.70230664927,-4.60094649735,-4.19457684797,f3f4f4ae
309,-2.8052992166,-2.70462189434,-3.10740379299,10_hard_pruned,-3.41514276344,blocking_blind,-2.8132372766,-2.747647968,-3.10328741698,-3.33731212202,f4c4f33c
310,-1.96675902462,-1.630936953,-2.07443758748,10_hard_pruned,-3.48751678745,blocking_blind,-2.1195379578,-1.78846628046,-2.23196691494,-2.61120288868,fcb764e3
311,-4.14722376171,-4.86214339655,-4.40481699553,6_easy_full,-3.08468516996,density,-4.07196904632,-4.72230927264,-4.19137970897,-4.07542346535,12eacae6
312,-1.20659332834,-0.974761490346,-1.38786131039,6_easy_full,-2.58112618583,blocking_blind,-1.4947639929,-1.14099579184,-1.55409561189,-1.62551835357,25dfef96
313,-1.49287871127,-1.73177680663,-1.73223842798,6_easy_full,-2.73549839858,blocking,-1.76878749023,-1.73814648512,-1.80984613442,-1.86545689457,2aabe76a
314,-3.76129679417,-3.44266234138,-4.08360114295,6_easy_full,-3.12218711267,density,-3.91487923474,-3.31575085275,-4.15648671193,-3.76586740989,2bcfe659
315,-3.62209962978,-4.13563365909,-4.34072617496,6_easy_full,-3.00298131343,density,-3.72892742103,-4.0667201497,-4.45222428382,-3.66662103918,32b10037
316,-3.14449716979,-2.59314107991,-3.52561868441,6_easy_full,-3.07655488052,interaction_blind,-2.99858618322,-2.1472582142,-3.28346947485,-2.83670526238,34cffc40
317,-0.626977080011,-0.580854135454,-0.580854135454,6_easy_full,-2.49549609619,blocking_blind,-0.743816069056,-0.587104428139,-0.587104428139,-0.913038863779,38abe966
318,-3.32195291179,-3.6740170274,-4.27783097144,6_easy_full,-2.32242933901,density,-3.09045716473,-3.84918918617,-4.18378841067,-3.23718239371,3acff9fa
319,-0.827866464885,-0.785293525092,-0.785293525092,6_easy_full,-2.3692543647,interaction_blind,-0.880162713726,-0.73557067524,-0.73557067524,-1.01119179186,3bac0799
320,-2.58250959054,-4.92766635447,-3.58207826799,6_easy_full,-2.90194902692,interaction,-2.34613247954,-4.64291187502,-3.39128193326,-2.35146789968,3fcbc0ab
