,board,correct,inverse_computation,k,move_limit,noise,shutter_size
254,6_hard_full,0.158,0.00503524672709,3,50,2.0,0.0
255,6_hard_pruned,0.124,0.00613421666053,3,50,2.0,0.0
256,6_hard_pruned,0.198,0.00347615703887,3,50,2.0,0.5
257,10_easy_full,0.156,0.00192269977812,5,50,2.0,0.0
258,10_easy_pruned,0.336,0.00282680717783,5,50,2.0,0.0
259,10_hard_full,0.134,0.00188743346797,5,50,2.0,0.0
260,10_hard_pruned,0.106,0.00187331167785,5,50,2.0,0.0
261,10_medium_full,0.082,0.00168117520872,5,50,2.0,0.0
262,10_medium_pruned,0.252,0.00262961365716,5,50,2.0,0.0
263,6_easy_full,0.38,0.00899604174163,5,50,2.0,0.0
264,6_easy_pruned,0.68,0.0133654103181,5,50,2.0,0.0
265,6_hard_full,0.17,0.0043014822908,5,50,2.0,0.0
266,6_hard_pruned,0.144,0.00460867721747,5,50,2.0,0.0
267,10_easy_full,0.182,0.00194218503585,10,50,2.0,0.0
268,10_easy_pruned,0.326,0.00201615342121,10,50,2.0,0.0
269,10_hard_full,0.148,0.00190277576929,10,50,2.0,0.0
270,10_hard_pruned,0.074,0.00185775538563,10,50,2.0,0.0
271,10_medium_full,0.078,0.00169948369685,10,50,2.0,0.0
272,10_medium_pruned,0.254,0.00172930796554,10,50,2.0,0.0
273,6_easy_full,0.426,0.00911427477716,10,50,2.0,0.0
274,6_easy_full,0.516,0.00554926638698,10,50,2.0,0.5
275,6_easy_pruned,0.624,0.00916758342501,10,50,2.0,0.0
276,6_easy_pruned,0.716,0.00560795881515,10,50,2.0,0.5
277,6_hard_full,0.092,0.0043841958508,10,50,2.0,0.0
278,6_hard_pruned,0.108,0.00475230962248,10,50,2.0,0.0
279,6_easy_full,0.298,0.0103954426379,3,50,2.5,0.0
280,6_easy_full,0.398,0.00720108304289,3,50,2.5,0.5
281,6_easy_pruned,0.604,0.0192485371112,3,50,2.5,0.0
282,6_hard_full,0.18,0.00498037731339,3,50,2.5,0.0
283,6_hard_pruned,0.142,0.00605495476949,3,50,2.5,0.0
284,10_easy_full,0.142,0.00196107655258,5,50,2.5,0.0
285,10_easy_pruned,0.296,0.0028291744469,5,50,2.5,0.0
286,10_hard_full,0.104,0.00191634025004,5,50,2.5,0.0
287,10_hard_pruned,0.084,0.00186964813222,5,50,2.5,0.0
288,10_medium_full,0.078,0.0016730409527,5,50,2.5,0.0
289,10_medium_pruned,0.242,0.00267253912597,5,50,2.5,0.0
290,6_easy_full,0.368,0.00901794571197,5,50,2.5,0.0
291,6_easy_pruned,0.624,0.0131102837065,5,50,2.5,0.0
292,6_hard_full,0.154,0.00441832722131,5,50,2.5,0.0
293,6_hard_pruned,0.144,0.00471635821684,5,50,2.5,0.0
