position,solved,time_rel,userid,prev_action,board_name,player,time_between,time,time_prev_move,move_number,first_move_in_path,move_number_in_path,condition
0_3,wrong,133383,bae515f2,reset,logs/6_hard_full_dec19,1,7.824,1511200781644,1511200773820,5,True,1,"6,hard,full"
3_0,wrong,135744,bae515f2,click,logs/6_hard_full_dec19,2,2.361,1511200784005,1511200781644,6,False,2,"6,hard,full"
0_2,wrong,142455,bae515f2,click,logs/6_hard_full_dec19,1,6.711,1511200790716,1511200784005,7,False,3,"6,hard,full"
0_5,wrong,145352,bae515f2,click,logs/6_hard_full_dec19,2,2.897,1511200793613,1511200790716,8,False,4,"6,hard,full"
2_2,wrong,162192,bae515f2,click,logs/6_hard_full_dec19,1,16.84,1511200810453,1511200793613,9,False,5,"6,hard,full"
3_2,wrong,164169,bae515f2,click,logs/6_hard_full_dec19,2,1.977,1511200812430,1511200810453,10,False,6,"6,hard,full"
2_3,wrong,172256,bae515f2,click,logs/6_hard_full_dec19,1,8.087,1511200820517,1511200812430,11,False,7,"6,hard,full"
2_4,wrong,176968,bae515f2,click,logs/6_hard_full_dec19,2,4.712,1511200825229,1511200820517,12,False,8,"6,hard,full"
2_0,wrong,181993,bae515f2,click,logs/6_hard_full_dec19,1,5.025,1511200830254,1511200825229,13,False,9,"6,hard,full"
0_3,wrong,48192,bcdfd2df,,logs/6_hard_full_dec19,1,48.17,1511904345622,1511904297452,1,True,1,"6,hard,full"
3_0,wrong,51128,bcdfd2df,click,logs/6_hard_full_dec19,2,2.936,1511904348558,1511904345622,2,False,2,"6,hard,full"
0_2,wrong,61746,bcdfd2df,click,logs/6_hard_full_dec19,1,10.618,1511904359176,1511904348558,3,False,3,"6,hard,full"
0_5,wrong,63269,bcdfd2df,click,logs/6_hard_full_dec19,2,1.523,1511904360699,1511904359176,4,False,4,"6,hard,full"
2_2,wrong,64276,bcdfd2df,click,logs/6_hard_full_dec19,1,1.007,1511904361706,1511904360699,5,False,5,"6,hard,full"
3_2,wrong,65629,bcdfd2df,click,logs/6_hard_full_dec19,2,1.353,1511904363059,1511904361706,6,False,6,"6,hard,full"
2_3,wrong,68040,bcdfd2df,click,logs/6_hard_full_dec19,1,2.411,1511904365470,1511904363059,7,False,7,"6,hard,full"
2_3,wrong,123762,bcdfd2df,reset,logs/6_hard_full_dec19,1,54.504,1511904421192,1511904366688,8,True,1,"6,hard,full"
2_2,wrong,128327,bcdfd2df,click,logs/6_hard_full_dec19,2,4.565,1511904425757,1511904421192,9,False,2,"6,hard,full"
3_4,wrong,130353,bcdfd2df,click,logs/6_hard_full_dec19,1,2.026,1511904427783,1511904425757,10,False,3,"6,hard,full"
4_5,wrong,132365,bcdfd2df,click,logs/6_hard_full_dec19,2,2.012,1511904429795,1511904427783,11,False,4,"6,hard,full"
3_0,wrong,153761,bcdfd2df,reset,logs/6_hard_full_dec19,1,17.153,1511904451191,1511904434038,12,True,1,"6,hard,full"
0_3,wrong,155396,bcdfd2df,click,logs/6_hard_full_dec19,2,1.635,1511904452826,1511904451191,13,False,2,"6,hard,full"
2_2,wrong,159961,bcdfd2df,click,logs/6_hard_full_dec19,1,4.565,1511904457391,1511904452826,14,False,3,"6,hard,full"
3_2,wrong,167404,bcdfd2df,click,logs/6_hard_full_dec19,2,7.443,1511904464834,1511904457391,15,False,4,"6,hard,full"
4_0,wrong,173681,bcdfd2df,click,logs/6_hard_full_dec19,1,6.277,1511904471111,1511904464834,16,False,5,"6,hard,full"
4_2,wrong,174531,bcdfd2df,click,logs/6_hard_full_dec19,2,0.85,1511904471961,1511904471111,17,False,6,"6,hard,full"
5_0,wrong,177320,bcdfd2df,click,logs/6_hard_full_dec19,1,2.789,1511904474750,1511904471961,18,False,7,"6,hard,full"
2_4,wrong,181302,bcdfd2df,click,logs/6_hard_full_dec19,2,3.982,1511904478732,1511904474750,19,False,8,"6,hard,full"
4_2,wrong,215979,bcdfd2df,reset,logs/6_hard_full_dec19,1,33.75,1511904513409,1511904479659,20,True,1,"6,hard,full"
4_3,wrong,219033,bcdfd2df,click,logs/6_hard_full_dec19,2,3.054,1511904516463,1511904513409,21,False,2,"6,hard,full"
2_0,wrong,227266,bcdfd2df,click,logs/6_hard_full_dec19,1,8.233,1511904524696,1511904516463,22,False,3,"6,hard,full"
5_3,wrong,231193,bcdfd2df,click,logs/6_hard_full_dec19,2,3.927,1511904528623,1511904524696,23,False,4,"6,hard,full"
2_3,wrong,234783,bcdfd2df,click,logs/6_hard_full_dec19,1,3.59,1511904532213,1511904528623,24,False,5,"6,hard,full"
2_2,wrong,241558,bcdfd2df,click,logs/6_hard_full_dec19,2,6.775,1511904538988,1511904532213,25,False,6,"6,hard,full"
4_4,wrong,247550,bcdfd2df,click,logs/6_hard_full_dec19,1,5.992,1511904544980,1511904538988,26,False,7,"6,hard,full"
3_4,wrong,249923,bcdfd2df,click,logs/6_hard_full_dec19,2,2.373,1511904547353,1511904544980,27,False,8,"6,hard,full"
2_0,wrong,306570,bcdfd2df,reset,logs/6_hard_full_dec19,1,37.91,1511904604000,1511904566090,28,True,1,"6,hard,full"
2_3,wrong,311599,bcdfd2df,click,logs/6_hard_full_dec19,2,5.029,1511904609029,1511904604000,29,False,2,"6,hard,full"
4_3,wrong,313934,bcdfd2df,click,logs/6_hard_full_dec19,1,2.335,1511904611364,1511904609029,30,False,3,"6,hard,full"
3_2,wrong,317410,bcdfd2df,click,logs/6_hard_full_dec19,2,3.476,1511904614840,1511904611364,31,False,4,"6,hard,full"
4_2,wrong,319104,bcdfd2df,click,logs/6_hard_full_dec19,1,1.694,1511904616534,1511904614840,32,False,5,"6,hard,full"
4_0,wrong,320740,bcdfd2df,click,logs/6_hard_full_dec19,2,1.636,1511904618170,1511904616534,33,False,6,"6,hard,full"
5_3,wrong,325291,bcdfd2df,click,logs/6_hard_full_dec19,1,4.551,1511904622721,1511904618170,34,False,7,"6,hard,full"
2_0,wrong,382379,bcdfd2df,reset,logs/6_hard_full_dec19,1,0.692,1511904679809,1511904679117,35,True,1,"6,hard,full"
4_3,wrong,388396,bcdfd2df,click,logs/6_hard_full_dec19,2,6.017,1511904685826,1511904679809,36,False,2,"6,hard,full"
2_3,wrong,390827,bcdfd2df,click,logs/6_hard_full_dec19,1,2.431,1511904688257,1511904685826,37,False,3,"6,hard,full"
2_2,wrong,394181,bcdfd2df,click,logs/6_hard_full_dec19,2,3.354,1511904691611,1511904688257,38,False,4,"6,hard,full"
0_0,wrong,396407,bcdfd2df,click,logs/6_hard_full_dec19,1,2.226,1511904693837,1511904691611,39,False,5,"6,hard,full"
1_0,wrong,403644,bcdfd2df,click,logs/6_hard_full_dec19,2,7.237,1511904701074,1511904693837,40,False,6,"6,hard,full"
4_2,wrong,406117,bcdfd2df,click,logs/6_hard_full_dec19,1,2.473,1511904703547,1511904701074,41,False,7,"6,hard,full"
5_3,wrong,409620,bcdfd2df,click,logs/6_hard_full_dec19,2,3.503,1511904707050,1511904703547,42,False,8,"6,hard,full"
5_2,wrong,413660,bcdfd2df,click,logs/6_hard_full_dec19,1,4.04,1511904711090,1511904707050,43,False,9,"6,hard,full"
0_5,wrong,447461,bcdfd2df,reset,logs/6_hard_full_dec19,1,3.712,1511904744891,1511904741179,44,True,1,"6,hard,full"
0_3,wrong,452689,bcdfd2df,click,logs/6_hard_full_dec19,2,5.228,1511904750119,1511904744891,45,False,2,"6,hard,full"
2_3,wrong,454576,bcdfd2df,click,logs/6_hard_full_dec19,1,1.887,1511904752006,1511904750119,46,False,3,"6,hard,full"
2_2,wrong,458636,bcdfd2df,click,logs/6_hard_full_dec19,2,4.06,1511904756066,1511904752006,47,False,4,"6,hard,full"
1_4,wrong,464296,bcdfd2df,click,logs/6_hard_full_dec19,1,5.66,1511904761726,1511904756066,48,False,5,"6,hard,full"
3_2,wrong,466260,bcdfd2df,click,logs/6_hard_full_dec19,2,1.964,1511904763690,1511904761726,49,False,6,"6,hard,full"
2_4,wrong,474197,bcdfd2df,click,logs/6_hard_full_dec19,1,7.937,1511904771627,1511904763690,50,False,7,"6,hard,full"
3_4,wrong,475800,bcdfd2df,click,logs/6_hard_full_dec19,2,1.603,1511904773230,1511904771627,51,False,8,"6,hard,full"
3_5,wrong,478509,bcdfd2df,click,logs/6_hard_full_dec19,1,2.709,1511904775939,1511904773230,52,False,9,"6,hard,full"
0_3,wrong,35870,bed50a1d,,logs/6_hard_full_dec19,1,35.844,1511197543883,1511197508039,1,True,1,"6,hard,full"
3_0,wrong,42894,bed50a1d,click,logs/6_hard_full_dec19,2,7.024,1511197550907,1511197543883,2,False,2,"6,hard,full"
0_2,wrong,48925,bed50a1d,click,logs/6_hard_full_dec19,1,6.031,1511197556938,1511197550907,3,False,3,"6,hard,full"
0_5,wrong,54453,bed50a1d,click,logs/6_hard_full_dec19,2,5.528,1511197562466,1511197556938,4,False,4,"6,hard,full"
2_2,wrong,69149,bed50a1d,click,logs/6_hard_full_dec19,1,14.696,1511197577162,1511197562466,5,False,5,"6,hard,full"
3_2,wrong,72373,bed50a1d,click,logs/6_hard_full_dec19,2,3.224,1511197580386,1511197577162,6,False,6,"6,hard,full"
2_3,wrong,78110,bed50a1d,click,logs/6_hard_full_dec19,1,5.737,1511197586123,1511197580386,7,False,7,"6,hard,full"
2_0,wrong,85430,bed50a1d,click,logs/6_hard_full_dec19,2,7.32,1511197593443,1511197586123,8,False,8,"6,hard,full"
2_4,wrong,86302,bed50a1d,click,logs/6_hard_full_dec19,1,0.872,1511197594315,1511197593443,9,False,9,"6,hard,full"
2_2,wrong,117487,bed50a1d,reset,logs/6_hard_full_dec19,1,1.543,1511197625500,1511197623957,10,True,1,"6,hard,full"
2_3,wrong,121279,bed50a1d,click,logs/6_hard_full_dec19,2,3.792,1511197629292,1511197625500,11,False,2,"6,hard,full"
0_2,wrong,124038,bed50a1d,click,logs/6_hard_full_dec19,1,2.759,1511197632051,1511197629292,12,False,3,"6,hard,full"
0_3,wrong,136885,bed50a1d,reset,logs/6_hard_full_dec19,1,0.854,1511197644898,1511197644044,13,True,1,"6,hard,full"
0_2,wrong,142126,bed50a1d,click,logs/6_hard_full_dec19,2,5.241,1511197650139,1511197644898,14,False,2,"6,hard,full"
0_3,wrong,148182,bed50a1d,reset,logs/6_hard_full_dec19,1,3.951,1511197656195,1511197652244,15,True,1,"6,hard,full"
2_0,wrong,154414,bed50a1d,click,logs/6_hard_full_dec19,2,6.232,1511197662427,1511197656195,16,False,2,"6,hard,full"
0_2,wrong,155878,bed50a1d,click,logs/6_hard_full_dec19,1,1.464,1511197663891,1511197662427,17,False,3,"6,hard,full"
0_5,wrong,157079,bed50a1d,click,logs/6_hard_full_dec19,2,1.201,1511197665092,1511197663891,18,False,4,"6,hard,full"
0_3,wrong,167573,bed50a1d,reset,logs/6_hard_full_dec19,1,0.806,1511197675586,1511197674780,19,True,1,"6,hard,full"
3_0,wrong,168917,bed50a1d,click,logs/6_hard_full_dec19,2,1.344,1511197676930,1511197675586,20,False,2,"6,hard,full"
0_2,wrong,170245,bed50a1d,click,logs/6_hard_full_dec19,1,1.328,1511197678258,1511197676930,21,False,3,"6,hard,full"
0_5,wrong,171717,bed50a1d,click,logs/6_hard_full_dec19,2,1.472,1511197679730,1511197678258,22,False,4,"6,hard,full"
2_2,wrong,176749,bed50a1d,click,logs/6_hard_full_dec19,1,5.032,1511197684762,1511197679730,23,False,5,"6,hard,full"
3_2,wrong,177622,bed50a1d,click,logs/6_hard_full_dec19,2,0.873,1511197685635,1511197684762,24,False,6,"6,hard,full"
2_3,wrong,178285,bed50a1d,click,logs/6_hard_full_dec19,1,0.663,1511197686298,1511197685635,25,False,7,"6,hard,full"
2_2,validatedCorrect,33249,c7a67aab,,logs/6_hard_full_dec19,1,33.231,1512274777203,1512274743972,1,True,1,"6,hard,full"
2_0,validatedCorrect,37179,c7a67aab,click,logs/6_hard_full_dec19,2,3.93,1512274781133,1512274777203,2,False,2,"6,hard,full"
2_3,validatedCorrect,38197,c7a67aab,click,logs/6_hard_full_dec19,1,1.018,1512274782151,1512274781133,3,False,3,"6,hard,full"
2_4,validatedCorrect,38825,c7a67aab,click,logs/6_hard_full_dec19,2,0.628,1512274782779,1512274782151,4,False,4,"6,hard,full"
3_2,validatedCorrect,43294,c7a67aab,click,logs/6_hard_full_dec19,1,4.469,1512274787248,1512274782779,5,False,5,"6,hard,full"
2_2,validatedCorrect,70253,c7a67aab,reset,logs/6_hard_full_dec19,1,1.151,1512274814207,1512274813056,6,True,1,"6,hard,full"
2_3,validatedCorrect,71210,c7a67aab,click,logs/6_hard_full_dec19,2,0.957,1512274815164,1512274814207,7,False,2,"6,hard,full"
3_0,validatedCorrect,76646,c7a67aab,click,logs/6_hard_full_dec19,1,5.436,1512274820600,1512274815164,8,False,3,"6,hard,full"
0_3,validatedCorrect,77868,c7a67aab,click,logs/6_hard_full_dec19,2,1.222,1512274821822,1512274820600,9,False,4,"6,hard,full"
3_2,validatedCorrect,83523,c7a67aab,click,logs/6_hard_full_dec19,1,5.655,1512274827477,1512274821822,10,False,5,"6,hard,full"
4_2,validatedCorrect,89336,c7a67aab,click,logs/6_hard_full_dec19,2,5.813,1512274833290,1512274827477,11,False,6,"6,hard,full"
0_2,validatedCorrect,90165,c7a67aab,click,logs/6_hard_full_dec19,1,0.829,1512274834119,1512274833290,12,False,7,"6,hard,full"
2_2,validatedCorrect,96269,c7a67aab,reset,logs/6_hard_full_dec19,1,4.218,1512274840223,1512274836005,13,True,1,"6,hard,full"
3_2,validatedCorrect,99249,c7a67aab,click,logs/6_hard_full_dec19,2,2.98,1512274843203,1512274840223,14,False,2,"6,hard,full"
3_0,validatedCorrect,104762,c7a67aab,click,logs/6_hard_full_dec19,1,5.513,1512274848716,1512274843203,15,False,3,"6,hard,full"
0_3,validatedCorrect,105585,c7a67aab,click,logs/6_hard_full_dec19,2,0.823,1512274849539,1512274848716,16,False,4,"6,hard,full"
2_0,validatedCorrect,108378,c7a67aab,click,logs/6_hard_full_dec19,1,2.793,1512274852332,1512274849539,17,False,5,"6,hard,full"
2_3,validatedCorrect,109533,c7a67aab,click,logs/6_hard_full_dec19,2,1.155,1512274853487,1512274852332,18,False,6,"6,hard,full"
4_2,validatedCorrect,119355,c7a67aab,click,logs/6_hard_full_dec19,1,9.822,1512274863309,1512274853487,19,False,7,"6,hard,full"
2_2,validatedCorrect,128785,c7a67aab,reset,logs/6_hard_full_dec19,1,3.517,1512274872739,1512274869222,20,True,1,"6,hard,full"
2_0,validatedCorrect,131598,c7a67aab,click,logs/6_hard_full_dec19,2,2.813,1512274875552,1512274872739,21,False,2,"6,hard,full"
2_3,validatedCorrect,134547,c7a67aab,click,logs/6_hard_full_dec19,1,2.949,1512274878501,1512274875552,22,False,3,"6,hard,full"
2_4,validatedCorrect,138247,c7a67aab,click,logs/6_hard_full_dec19,2,3.7,1512274882201,1512274878501,23,False,4,"6,hard,full"
3_2,validatedCorrect,142055,c7a67aab,click,logs/6_hard_full_dec19,1,3.808,1512274886009,1512274882201,24,False,5,"6,hard,full"
4_3,validatedCorrect,147716,c7a67aab,click,logs/6_hard_full_dec19,2,5.661,1512274891670,1512274886009,25,False,6,"6,hard,full"
0_3,validatedCorrect,150147,c7a67aab,click,logs/6_hard_full_dec19,1,2.431,1512274894101,1512274891670,26,False,7,"6,hard,full"
3_0,validatedCorrect,150901,c7a67aab,click,logs/6_hard_full_dec19,2,0.754,1512274894855,1512274894101,27,False,8,"6,hard,full"
3_2,validatedCorrect,166805,c7a67aab,reset,logs/6_hard_full_dec19,1,14.103,1512274910759,1512274896656,28,True,1,"6,hard,full"
2_3,validatedCorrect,170989,c7a67aab,click,logs/6_hard_full_dec19,2,4.184,1512274914943,1512274910759,29,False,2,"6,hard,full"
2_2,validatedCorrect,172852,c7a67aab,click,logs/6_hard_full_dec19,1,1.863,1512274916806,1512274914943,30,False,3,"6,hard,full"
4_2,validatedCorrect,174715,c7a67aab,click,logs/6_hard_full_dec19,2,1.863,1512274918669,1512274916806,31,False,4,"6,hard,full"
3_2,validatedCorrect,178139,c7a67aab,reset,logs/6_hard_full_dec19,1,0.668,1512274922093,1512274921425,32,True,1,"6,hard,full"
2_2,validatedCorrect,179633,c7a67aab,click,logs/6_hard_full_dec19,2,1.494,1512274923587,1512274922093,33,False,2,"6,hard,full"
2_3,validatedCorrect,183813,c7a67aab,click,logs/6_hard_full_dec19,1,4.18,1512274927767,1512274923587,34,False,3,"6,hard,full"
5_0,validatedCorrect,185579,c7a67aab,click,logs/6_hard_full_dec19,2,1.766,1512274929533,1512274927767,35,False,4,"6,hard,full"
3_2,validatedCorrect,187387,c7a67aab,reset,logs/6_hard_full_dec19,1,0.649,1512274931341,1512274930692,36,True,1,"6,hard,full"
2_2,validatedCorrect,189696,c7a67aab,click,logs/6_hard_full_dec19,2,2.309,1512274933650,1512274931341,37,False,2,"6,hard,full"
3_2,validatedCorrect,193104,c7a67aab,reset,logs/6_hard_full_dec19,1,0.501,1512274937058,1512274936557,38,True,1,"6,hard,full"
2_3,validatedCorrect,196431,c7a67aab,click,logs/6_hard_full_dec19,2,3.327,1512274940385,1512274937058,39,False,2,"6,hard,full"
2_2,validatedCorrect,197780,c7a67aab,click,logs/6_hard_full_dec19,1,1.349,1512274941734,1512274940385,40,False,3,"6,hard,full"
3_2,validatedCorrect,200661,c7a67aab,reset,logs/6_hard_full_dec19,1,0.508,1512274944615,1512274944107,41,True,1,"6,hard,full"
2_3,validatedCorrect,206245,c7a67aab,click,logs/6_hard_full_dec19,2,5.584,1512274950199,1512274944615,42,False,2,"6,hard,full"
2_2,validatedCorrect,209518,c7a67aab,click,logs/6_hard_full_dec19,1,3.273,1512274953472,1512274950199,43,False,3,"6,hard,full"
0_2,validatedCorrect,210916,c7a67aab,click,logs/6_hard_full_dec19,2,1.398,1512274954870,1512274953472,44,False,4,"6,hard,full"
4_2,validatedCorrect,212503,c7a67aab,click,logs/6_hard_full_dec19,1,1.587,1512274956457,1512274954870,45,False,5,"6,hard,full"
3_2,validatedCorrect,217556,c7a67aab,reset,logs/6_hard_full_dec19,1,1.467,1512274961510,1512274960043,46,True,1,"6,hard,full"
4_2,validatedCorrect,218815,c7a67aab,click,logs/6_hard_full_dec19,2,1.259,1512274962769,1512274961510,47,False,2,"6,hard,full"
2_3,validatedCorrect,220106,c7a67aab,click,logs/6_hard_full_dec19,1,1.291,1512274964060,1512274962769,48,False,3,"6,hard,full"
5_0,validatedCorrect,221502,c7a67aab,click,logs/6_hard_full_dec19,2,1.396,1512274965456,1512274964060,49,False,4,"6,hard,full"
1_4,validatedCorrect,223538,c7a67aab,click,logs/6_hard_full_dec19,1,2.036,1512274967492,1512274965456,50,False,5,"6,hard,full"
3_2,validatedCorrect,232440,c7a67aab,reset,logs/6_hard_full_dec19,1,0.869,1512274976394,1512274975525,51,True,1,"6,hard,full"
2_2,wrong,65435,c8a4fa50,,logs/6_hard_full_dec19,1,65.408,1511193426380,1511193360972,1,True,1,"6,hard,full"
1_4,wrong,68673,c8a4fa50,click,logs/6_hard_full_dec19,2,3.238,1511193429618,1511193426380,2,False,2,"6,hard,full"
2_3,wrong,86249,c8a4fa50,undo,logs/6_hard_full_dec19,2,1.116,1511193447194,1511193446078,3,False,2,"6,hard,full"
2_2,wrong,128791,c8a4fa50,reset,logs/6_hard_full_dec19,1,17.155,1511193489736,1511193472581,4,True,1,"6,hard,full"
2_3,wrong,131660,c8a4fa50,click,logs/6_hard_full_dec19,2,2.869,1511193492605,1511193489736,5,False,2,"6,hard,full"
0_3,wrong,136360,c8a4fa50,click,logs/6_hard_full_dec19,1,4.7,1511193497305,1511193492605,6,False,3,"6,hard,full"
2_3,wrong,144770,c8a4fa50,reset,logs/6_hard_full_dec19,1,3.397,1511193505715,1511193502318,7,True,1,"6,hard,full"
5_3,wrong,153678,c8a4fa50,reset,logs/6_hard_full_dec19,1,4.314,1511193514623,1511193510309,8,True,1,"6,hard,full"
2_3,wrong,154756,c8a4fa50,click,logs/6_hard_full_dec19,2,1.078,1511193515701,1511193514623,9,False,2,"6,hard,full"
2_3,wrong,159415,c8a4fa50,reset,logs/6_hard_full_dec19,1,1.481,1511193520360,1511193518879,10,True,1,"6,hard,full"
0_3,wrong,185191,c8a4fa50,undo,logs/6_hard_full_dec19,1,1.102,1511193546136,1511193545034,11,True,1,"6,hard,full"
2_3,wrong,188333,c8a4fa50,click,logs/6_hard_full_dec19,2,3.142,1511193549278,1511193546136,12,False,2,"6,hard,full"
4_3,wrong,191527,c8a4fa50,click,logs/6_hard_full_dec19,1,3.194,1511193552472,1511193549278,13,False,3,"6,hard,full"
5_3,wrong,200990,c8a4fa50,click,logs/6_hard_full_dec19,2,9.463,1511193561935,1511193552472,14,False,4,"6,hard,full"
5_2,wrong,203818,c8a4fa50,click,logs/6_hard_full_dec19,1,2.828,1511193564763,1511193561935,15,False,5,"6,hard,full"
4_4,wrong,215569,c8a4fa50,click,logs/6_hard_full_dec19,2,11.751,1511193576514,1511193564763,16,False,6,"6,hard,full"
0_3,wrong,239193,c8a4fa50,undo,logs/6_hard_full_dec19,1,0.993,1511193600138,1511193599145,17,True,1,"6,hard,full"
3_0,wrong,240939,c8a4fa50,click,logs/6_hard_full_dec19,2,1.746,1511193601884,1511193600138,18,False,2,"6,hard,full"
2_2,wrong,247624,c8a4fa50,click,logs/6_hard_full_dec19,1,6.685,1511193608569,1511193601884,19,False,3,"6,hard,full"
2_3,wrong,253582,c8a4fa50,click,logs/6_hard_full_dec19,2,5.958,1511193614527,1511193608569,20,False,4,"6,hard,full"
4_3,wrong,255516,c8a4fa50,click,logs/6_hard_full_dec19,1,1.934,1511193616461,1511193614527,21,False,5,"6,hard,full"
3_2,wrong,259744,c8a4fa50,click,logs/6_hard_full_dec19,2,4.228,1511193620689,1511193616461,22,False,6,"6,hard,full"
4_2,wrong,267158,c8a4fa50,click,logs/6_hard_full_dec19,1,7.414,1511193628103,1511193620689,23,False,7,"6,hard,full"
0_3,wrong,300799,c8a4fa50,reset,logs/6_hard_full_dec19,1,0.852,1511193661744,1511193660892,24,True,1,"6,hard,full"
3_0,wrong,305173,c8a4fa50,click,logs/6_hard_full_dec19,2,4.374,1511193666118,1511193661744,25,False,2,"6,hard,full"
2_3,wrong,315706,c8a4fa50,click,logs/6_hard_full_dec19,1,10.533,1511193676651,1511193666118,26,False,3,"6,hard,full"
2_2,wrong,325736,c8a4fa50,click,logs/6_hard_full_dec19,2,10.03,1511193686681,1511193676651,27,False,4,"6,hard,full"
4_3,wrong,348292,c8a4fa50,undo,logs/6_hard_full_dec19,1,1.884,1511193709237,1511193707353,28,False,3,"6,hard,full"
4_4,wrong,358354,c8a4fa50,click,logs/6_hard_full_dec19,2,10.062,1511193719299,1511193709237,29,False,4,"6,hard,full"
2_3,wrong,378216,c8a4fa50,click,logs/6_hard_full_dec19,1,19.862,1511193739161,1511193719299,30,False,5,"6,hard,full"
2_2,wrong,385315,c8a4fa50,click,logs/6_hard_full_dec19,2,7.099,1511193746260,1511193739161,31,False,6,"6,hard,full"
4_2,wrong,397873,c8a4fa50,click,logs/6_hard_full_dec19,1,12.558,1511193758818,1511193746260,32,False,7,"6,hard,full"
4_0,wrong,399717,c8a4fa50,click,logs/6_hard_full_dec19,2,1.844,1511193760662,1511193758818,33,False,8,"6,hard,full"
4_3,wrong,415372,c8a4fa50,reset,logs/6_hard_full_dec19,1,9.841,1511193776317,1511193766476,34,True,1,"6,hard,full"
2_3,wrong,420130,c8a4fa50,click,logs/6_hard_full_dec19,2,4.758,1511193781075,1511193776317,35,False,2,"6,hard,full"
4_2,wrong,423306,c8a4fa50,click,logs/6_hard_full_dec19,1,3.176,1511193784251,1511193781075,36,False,3,"6,hard,full"
4_2,wrong,429446,c8a4fa50,undo,logs/6_hard_full_dec19,2,3.383,1511193790391,1511193787008,37,False,2,"6,hard,full"
2_3,wrong,436704,c8a4fa50,click,logs/6_hard_full_dec19,1,7.258,1511193797649,1511193790391,38,False,3,"6,hard,full"
2_2,wrong,443436,c8a4fa50,click,logs/6_hard_full_dec19,2,6.732,1511193804381,1511193797649,39,False,4,"6,hard,full"
3_2,wrong,448862,c8a4fa50,click,logs/6_hard_full_dec19,1,5.426,1511193809807,1511193804381,40,False,5,"6,hard,full"
4_3,wrong,460397,c8a4fa50,reset,logs/6_hard_full_dec19,1,1.041,1511193821342,1511193820301,41,True,1,"6,hard,full"
4_2,wrong,465699,c8a4fa50,click,logs/6_hard_full_dec19,2,5.302,1511193826644,1511193821342,42,False,2,"6,hard,full"
2_4,wrong,473467,c8a4fa50,click,logs/6_hard_full_dec19,1,7.768,1511193834412,1511193826644,43,False,3,"6,hard,full"
2_3,wrong,477151,c8a4fa50,click,logs/6_hard_full_dec19,2,3.684,1511193838096,1511193834412,44,False,4,"6,hard,full"
0_3,wrong,479031,c8a4fa50,click,logs/6_hard_full_dec19,1,1.88,1511193839976,1511193838096,45,False,5,"6,hard,full"
3_0,wrong,482445,c8a4fa50,click,logs/6_hard_full_dec19,2,3.414,1511193843390,1511193839976,46,False,6,"6,hard,full"
3_2,wrong,494089,c8a4fa50,click,logs/6_hard_full_dec19,1,11.644,1511193855034,1511193843390,47,False,7,"6,hard,full"
1_0,wrong,496512,c8a4fa50,click,logs/6_hard_full_dec19,2,2.423,1511193857457,1511193855034,48,False,8,"6,hard,full"
2_2,wrong,520306,c8a4fa50,click,logs/6_hard_full_dec19,1,23.794,1511193881251,1511193857457,49,False,9,"6,hard,full"
0_2,wrong,521346,c8a4fa50,click,logs/6_hard_full_dec19,2,1.04,1511193882291,1511193881251,50,False,10,"6,hard,full"
2_2,wrong,532264,c8a4fa50,reset,logs/6_hard_full_dec19,1,6.818,1511193893209,1511193886391,51,True,1,"6,hard,full"
0_2,wrong,552079,c8a4fa50,click,logs/6_hard_full_dec19,2,19.815,1511193913024,1511193893209,52,False,2,"6,hard,full"
2_3,wrong,556660,c8a4fa50,undo,logs/6_hard_full_dec19,2,0.756,1511193917605,1511193916849,53,False,2,"6,hard,full"
2_3,wrong,563374,c8a4fa50,undo,logs/6_hard_full_dec19,1,1.095,1511193924319,1511193923224,54,True,1,"6,hard,full"
2_2,wrong,16324,cceac8ca,,logs/6_hard_full_dec19,1,16.26,1513540051869,1513540035609,1,True,1,"6,hard,full"
2_0,wrong,25421,cceac8ca,click,logs/6_hard_full_dec19,2,9.097,1513540060966,1513540051869,2,False,2,"6,hard,full"
3_2,wrong,29781,cceac8ca,click,logs/6_hard_full_dec19,1,4.36,1513540065326,1513540060966,3,False,3,"6,hard,full"
3_0,wrong,34093,cceac8ca,click,logs/6_hard_full_dec19,2,4.312,1513540069638,1513540065326,4,False,4,"6,hard,full"
2_3,wrong,35858,cceac8ca,click,logs/6_hard_full_dec19,1,1.765,1513540071403,1513540069638,5,False,5,"6,hard,full"
2_4,wrong,55062,cceac8ca,click,logs/6_hard_full_dec19,2,19.204,1513540090607,1513540071403,6,False,6,"6,hard,full"
4_2,wrong,58058,cceac8ca,click,logs/6_hard_full_dec19,1,2.996,1513540093603,1513540090607,7,False,7,"6,hard,full"
2_2,wrong,88726,cceac8ca,reset,logs/6_hard_full_dec19,1,2.697,1513540124271,1513540121574,8,True,1,"6,hard,full"
0_2,wrong,91605,cceac8ca,click,logs/6_hard_full_dec19,2,2.879,1513540127150,1513540124271,9,False,2,"6,hard,full"
2_0,wrong,92956,cceac8ca,click,logs/6_hard_full_dec19,1,1.351,1513540128501,1513540127150,10,False,3,"6,hard,full"
2_3,wrong,94919,cceac8ca,click,logs/6_hard_full_dec19,2,1.963,1513540130464,1513540128501,11,False,4,"6,hard,full"
3_2,wrong,97647,cceac8ca,click,logs/6_hard_full_dec19,1,2.728,1513540133192,1513540130464,12,False,5,"6,hard,full"
