,board_state,player,probs_blocking,probs_density,probs_interaction
0,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 1, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 0], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",1,"[[1.9992802591067212e-05, -1e-05, 0.085333762090001625, -2e-05, 0.00088174804791844668, 0.001743503293245826], [1.9992802591067212e-05, -2e-05, -1e-05, -1e-05, -1e-05, 0.77559971359723257], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.004544207840559809], [-2e-05, 0.0028206973499050507, -1e-05, -1e-05, -2e-05, 0.093735875731943599], [-1e-05, 0.010356483167666863, -2e-05, -2e-05, 0.0088616016196499808, 0.0036824525952324294], [0.00088174804791844668, 0.0026052585385732056, 0.004544207840559809, 0.0026052585385732056, 0.001743503293245826, 1.9992802591067212e-05]]","[[0.048782925951535508, -1e-05, 0.10973659238771605, -2e-05, 0.073164392526007718, 0.048782925951535508], [0.073164392526007718, -2e-05, -1e-05, -1e-05, -1e-05, 0.073164392526007718], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.073164392526007718], [-2e-05, 0.10973659238771605, -1e-05, -1e-05, -2e-05, 0.060973659238771613], [-1e-05, 0.073164392526007718, -2e-05, -2e-05, 0.048782925951535508, 0.024401459377063291], [0.036592192664299389, 0.048782925951535508, 0.036592192664299389, 0.024401459377063291, 0.024401459377063291, 0.012210726089827177]]","[[1.9992802591067212e-05, -1e-05, 0.010209955560079521, -2e-05, 0.0010389890783399124, 0.0020579853540887575], [1.9992802591067212e-05, -2e-05, -1e-05, -1e-05, -1e-05, 0.91711664097655199], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.005369723250272504], [-2e-05, 0.0033317306987748147, -1e-05, -1e-05, -2e-05, 0.019126172972881918], [-1e-05, 0.012242541192563034, -2e-05, -2e-05, 0.010474894591774222, 0.0043507269745236598], [0.0010389890783399124, 0.003076981629837603, 0.005369723250272504, 0.003076981629837603, 0.0020579853540887575, 1.9992802591067212e-05]]"
1,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 1, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 2], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",2,"[[0.0, -1e-05, 0.0, -2e-05, 0.0, 0.0], [0.0, -2e-05, -1e-05, -1e-05, -1e-05, 1.0], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.042558721524043518, -1e-05, 0.074462767765342761, -2e-05, 0.042558721524043518, 0.021289357363177368], [0.063828085684909691, -2e-05, -1e-05, -1e-05, -1e-05, 0.042558721524043518], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.074462767765342761], [-2e-05, 0.11700149608707508, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, 0.08509744984577583, -2e-05, -2e-05, 0.095732131926208927, 0.063828085684909691], [0.021289357363177368, 0.042558721524043518, 0.063828085684909691, 0.063828085684909691, 0.053193403604476601, 0.031924039443610448]]","[[0.0, -1e-05, 0.0, -2e-05, 0.0, 0.0], [0.0, -2e-05, -1e-05, -1e-05, -1e-05, 1.0], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
2,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 1, 1], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 2], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",1,"[[1.9993602047344852e-05, -1e-05, 0.019728188806190965, -2e-05, 0.019728188806190965, 0.019728188806190965], [1.9993602047344852e-05, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.078551118369578815], [-2e-05, 0.064071628015514123, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, 0.23641376195476926, -2e-05, -2e-05, 0.20222607639656096, 0.078551118369578815], [0.019728188806190965, 0.059144579214478216, 0.10348801842380137, 0.059144579214478216, 0.039436384010334592, 1.9993602047344852e-05]]","[[0.051951427491254754, -1e-05, 0.11686571985276401, -2e-05, 0.10388286138046215, 0.077917144435858454], [0.077917144435858454, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.10388286138046215], [-2e-05, 0.11686571985276401, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, 0.077917144435858454, -2e-05, -2e-05, 0.051951427491254754, 0.025985710546651046], [0.038968569018952896, 0.051951427491254754, 0.038968569018952896, 0.025985710546651046, 0.025985710546651046, 0.013002852074349196]]","[[1.9993602047344852e-05, -1e-05, 0.019728188806190965, -2e-05, 0.019728188806190965, 0.019728188806190965], [1.9993602047344852e-05, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.078551118369578815], [-2e-05, 0.064071628015514123, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, 0.23641376195476926, -2e-05, -2e-05, 0.20222607639656096, 0.078551118369578815], [0.019728188806190965, 0.059144579214478216, 0.10348801842380137, 0.059144579214478216, 0.039436384010334592, 1.9993602047344852e-05]]"
3,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 1, 1], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 2], [1, 0, 2, 2, 2, 0], [0, 0, 0, 0, 0, 0]]",2,"[[1.9994001799460156e-05, -1e-05, 0.0010678976600520889, -2e-05, 0.0010678976600520889, 1.9994001799460156e-05], [1.9994001799460156e-05, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.063942117155209824], [-2e-05, 0.047175658623167756, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, 0.41918145730285095, -2e-05, -2e-05, -2e-05, 0.41918145730285095], [1.9994001799460156e-05, 0.0010678976600520889, 0.046127754964915134, 1.9994001799460156e-05, 1.9994001799460156e-05, 0.0010678976600520889]]","[[0.0439628550995141, -1e-05, 0.076920000922800089, -2e-05, 0.0439628550995141, 0.02199142455065678], [0.065934285648371421, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.087905716197228742], [-2e-05, 0.12086286202051472, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, 0.087905716197228742, -2e-05, -2e-05, -2e-05, 0.087905716197228742], [0.02199142455065678, 0.0439628550995141, 0.076920000922800089, 0.087905716197228742, 0.076920000922800089, 0.054948570373942754]]","[[1.9994001799460163e-05, -1e-05, 0.00121867516483664, -2e-05, 0.00121867516483664, 1.9994001799460163e-05], [1.9994001799460163e-05, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.02519229842558024], [-2e-05, 0.0060133998169853604, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, 0.4794924592166715, -2e-05, -2e-05, -2e-05, 0.4794924592166715], [1.9994001799460163e-05, 0.00121867516483664, 0.0048147186539481794, 1.9994001799460163e-05, 1.9994001799460163e-05, 0.00121867516483664]]"
4,"[[0, 1, 1, 2, 0, 0], [0, 2, 1, 1, 1, 1], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 2], [1, 0, 2, 2, 2, 0], [0, 0, 0, 0, 0, 0]]",1,"[[0.07142857142857142, -1e-05, -1e-05, -2e-05, 0.07142857142857142, 0.07142857142857142], [0.07142857142857142, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.07142857142857142], [-2e-05, 0.07142857142857142, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, 0.07142857142857142, -2e-05, -2e-05, -2e-05, 0.07142857142857142], [0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142]]","[[0.074625970399929797, -1e-05, -1e-05, -2e-05, 0.13431075119861957, 0.089547165599602255], [0.10446836079927468, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.11938955599894713], [-2e-05, 0.13431075119861957, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, 0.089547165599602255, -2e-05, -2e-05, -2e-05, 0.029862384800912453], [0.044783580000584897, 0.059704775200257354, 0.044783580000584897, 0.029862384800912453, 0.029862384800912453, 0.014941189601240006]]","[[0.07142857142857142, -1e-05, -1e-05, -2e-05, 0.07142857142857142, 0.07142857142857142], [0.07142857142857142, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.07142857142857142], [-2e-05, 0.07142857142857142, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, 0.07142857142857142, -2e-05, -2e-05, -2e-05, 0.07142857142857142], [0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142]]"
5,"[[0, 1, 1, 2, 0, 0], [0, 2, 1, 1, 1, 1], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 2], [1, 0, 2, 2, 2, 0], [0, 0, 0, 0, 0, 0]]",1,"[[0.07692307692307693, -1e-05, -1e-05, -2e-05, 0.07692307692307693, 0.07692307692307693], [0.07692307692307693, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.07692307692307693, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, 0.07692307692307693, -2e-05, -2e-05, -2e-05, 0.07692307692307693], [0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693]]","[[0.080644193799934566, -1e-05, -1e-05, -2e-05, 0.16126839279851748, 0.11289387339936773], [0.11289387339936773, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.14514355299880088, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, 0.096769033599651152, -2e-05, -2e-05, -2e-05, 0.0483945142005014], [0.0483945142005014, 0.064519354000217979, 0.0483945142005014, 0.032269674400784813, 0.032269674400784813, 0.01614483460106823]]","[[0.07692307692307693, -1e-05, -1e-05, -2e-05, 0.07692307692307693, 0.07692307692307693], [0.07692307692307693, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.07692307692307693, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, 0.07692307692307693, -2e-05, -2e-05, -2e-05, 0.07692307692307693], [0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693]]"
6,"[[0, 1, 1, 2, 0, 0], [0, 2, 1, 1, 1, 1], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 2], [1, 0, 2, 2, 2, 1], [0, 0, 0, 0, 0, 0]]",1,"[[0.0, -1e-05, -1e-05, -2e-05, 0.0, 0.0], [0.0, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, 1.0, -2e-05, -2e-05, -2e-05, -1e-05], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.078126249700071981, -1e-05, -1e-05, -2e-05, 0.15623250419899223, 0.10936875149964008], [0.10936875149964008, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.14061125329920818, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, 0.093747500599856037, -2e-05, -2e-05, -2e-05, -1e-05], [0.046883747900503876, 0.062504998800287939, 0.046883747900503876, 0.046883747900503876, 0.062504998800287939, 0.046883747900503876]]","[[0.0, -1e-05, -1e-05, -2e-05, 0.0, 0.0], [0.0, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, 1.0, -2e-05, -2e-05, -2e-05, -1e-05], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
7,"[[0, 1, 1, 2, 0, 0], [0, 2, 1, 1, 1, 1], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 2], [1, 2, 2, 2, 2, 1], [0, 0, 0, 0, 0, 0]]",2,"[[1.9995600967787088e-05, -1e-05, -1e-05, -2e-05, 1.9995600967787088e-05, 1.9995600967787088e-05], [1.9995600967787088e-05, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.90072274189768353, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -2e-05, -1e-05], [1.9995600967787088e-05, 0.099097297693606534, 1.9995600967787088e-05, 1.9995600967787088e-05, 1.9995600967787088e-05, 1.9995600967787088e-05]]","[[0.057978259275712964, -1e-05, -1e-05, -2e-05, 0.057978259275712964, 0.028999127438340374], [0.086957391113085564, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.18838435254388963, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -2e-05, -1e-05], [0.057978259275712964, 0.086957391113085564, 0.13042608886914445, 0.13042608886914445, 0.10144695703177187, 0.072467825194399274]]","[[1.9995600967787078e-05, -1e-05, -1e-05, -2e-05, 1.9995600967787078e-05, 1.9995600967787078e-05], [1.9995600967787078e-05, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.98990123163003119, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -2e-05, -1e-05], [1.9995600967787078e-05, 0.0099188079612584183, 1.9995600967787078e-05, 1.9995600967787078e-05, 1.9995600967787078e-05, 1.9995600967787078e-05]]"
8,"[[0, 1, 1, 2, 0, 0], [2, 2, 1, 1, 1, 1], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 2], [1, 2, 2, 2, 2, 1], [0, 0, 0, 0, 0, 0]]",2,"[[1.9996000799840032e-05, -1e-05, -1e-05, -2e-05, 1.9996000799840032e-05, 1.9996000799840032e-05], [-2e-05, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.90074075275035093, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -2e-05, -1e-05], [1.9996000799840032e-05, 0.099099279243250474, 1.9996000799840032e-05, 1.9996000799840032e-05, 1.9996000799840032e-05, 1.9996000799840032e-05]]","[[0.090910908727345446, -1e-05, -1e-05, -2e-05, 0.060613937818496895, 0.030316966909648371], [-2e-05, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.21209879236273957, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -2e-05, -1e-05], [0.060613937818496895, 0.090910908727345446, 0.13635636509061819, 0.13635636509061819, 0.10605939418176968, 0.075762423272921167]]","[[1.9996000799840025e-05, -1e-05, -1e-05, -2e-05, 1.9996000799840025e-05, 1.9996000799840025e-05], [-2e-05, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.98992102569585061, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -2e-05, -1e-05], [1.9996000799840025e-05, 0.0099190062977503463, 1.9996000799840025e-05, 1.9996000799840025e-05, 1.9996000799840025e-05, 1.9996000799840025e-05]]"
9,"[[0, 1, 1, 2, 0, 0], [2, 2, 1, 1, 1, 1], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 2], [1, 2, 2, 2, 2, 1], [0, 0, 0, 2, 0, 0]]",2,"[[1.9996400647883383e-05, -1e-05, -1e-05, -2e-05, 1.9996400647883383e-05, 1.9996400647883383e-05], [-2e-05, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.82028419559186061, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -2e-05, -1e-05], [0.0020706568986259151, 0.15997151524293435, 0.01142166876940574, -2e-05, 0.0041213173966039461, 0.0020706568986259151]]","[[0.09375312443760124, -1e-05, -1e-05, -2e-05, 0.062508748425283464, 0.03126437241296566], [-2e-05, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.23435281649303125, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -2e-05, -1e-05], [0.062508748425283464, 0.10937531244376013, 0.17186406446839567, -2e-05, 0.14061968845607789, 0.09375312443760124]]","[[1.9996400647883379e-05, -1e-05, -1e-05, -2e-05, 1.9996400647883379e-05, 1.9996400647883379e-05], [-2e-05, -2e-05, -1e-05, -1e-05, -1e-05, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.89359407129042268, -1e-05, -1e-05, -2e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -2e-05, -1e-05], [0.0022539315878723205, 0.084909533515176494, 0.012440676041615754, -2e-05, 0.0044878667750967568, 0.0022539315878723205]]"
