,entropy,condition
610,1.151181249067589,Full
611,1.5065388568649976,Full
612,1.3692263866405952,Full
613,1.2827297892897456,Full
614,1.3405552202209794,Full
615,1.4128386971189413,Full
616,1.140824628992166,Full
617,1.1107526696502892,Full
618,1.3841808775481104,Full
619,1.1311500633815321,Full
620,1.331660286822432,Full
621,1.0787502099392012,Full
622,1.1154295614888687,Full
623,1.5592025123754725,Full
624,1.387477062609779,Full
625,1.5223964486226171,Full
626,1.2260613186969387,Full
627,1.2668276597550538,Full
628,1.207901494347117,Full
629,1.5504655124972422,Full
630,1.4491745234712123,Full
631,1.3136185170306356,Full
632,1.2839013511502588,Full
633,1.0561841477588443,Full
634,1.2702633271436283,Full
635,1.281060304923432,Full
636,1.2618975081062875,Full
637,1.2705773774052358,Full
638,1.4302534995253682,Full
639,1.3906896407473979,Full
640,1.172531530437313,Full
641,1.3717688898487757,Full
642,1.255107110874601,Full
643,1.1615024752999303,Full
644,1.2913064088669086,Full
645,1.2958475835238785,Full
646,1.3909399829467897,Full
647,1.267766040877566,Full
648,1.2943673625550505,Full
649,1.3612310864022243,Full
650,1.522733685195189,Full
651,1.267788992912477,Full
652,1.0035976099480814,Full
653,1.412417615826098,Full
654,1.358176306704525,Full
655,1.3588785719727052,Full
656,1.350498076229936,Full
657,1.2554894915035542,Full
658,0.9164815533375638,Full
659,1.198252154273285,Full
660,1.385268049013278,Full
661,1.5347729622164599,Full
662,1.3272123044393318,Full
663,1.1436843411243482,Full
664,1.3488557482513723,Full
665,1.4867109173353998,Full
666,1.1926229977264824,Full
667,1.5391865231416975,Full
668,1.3479740524887094,Full
669,1.5139695518460492,Full
670,1.3510144797431047,Full
671,1.2435007435173986,Full
672,1.3937173734773953,Full
673,1.3039321488388358,Full
674,1.1422962110725245,Full
675,1.162225544921092,Full
676,1.1710442709523032,Full
677,1.387477062609779,Full
678,1.407869725480638,Full
679,1.43904505952794,Full
680,1.3625890990784544,Full
681,1.3096995334095232,Full
682,1.1682824501765625,Full
683,1.3384605161037708,Full
684,1.2302998736686868,Full
685,1.3687912262609179,Full
686,1.5111206377698712,Full
687,1.3044832513025464,Full
688,1.3045662518736167,Full
689,1.3256686281006729,Full
690,1.4130961095623933,Full
691,1.4510372864327628,Full
692,1.2775015419207283,Full
693,1.2419564257273958,Full
694,1.3911633079177386,Full
695,1.1667251980233817,Full
696,1.2990863371591326,Full
697,1.407723642164446,Full
698,1.350238724051185,Full
699,1.082042146337911,Full
700,1.2716429235804938,Full
701,1.2872512197467796,Full
702,1.5260048634066463,Full
703,1.2103155006326094,Full
704,1.153657150194434,Full
705,1.4002327988876015,Full
706,1.1629843516192524,Full
707,1.1189688668816267,Full
708,1.3753882650256917,Full
709,1.3563372469035233,Full
710,1.2200068992826734,Full
711,1.34063349962093,Full
712,1.1027975637115104,Full
713,1.2238758511181627,Full
714,1.0528776127202617,Full
715,1.3599049184546543,Full
716,1.1218117650421304,Full
717,1.492605943228187,Full
718,1.3134411959222958,Full
719,1.499647429314943,Full
720,1.4302879520612835,Full
721,1.2253048556545982,Full
722,1.2294508349743551,Full
723,0.9854296213143651,Full
724,1.4399912865283913,Full
725,1.288756774740805,Full
726,0.9185806373011123,Full
727,1.3758333084657581,Full
728,1.3751670222002306,Full
729,1.0434033780461756,Full
730,1.1474332292637826,Full
731,1.254524626282129,Full
732,1.2298344569497324,Full
733,1.4715267339966935,Full
734,1.2220998929117821,Full
735,1.4121054148738021,Full
736,1.221964328888494,Full
737,1.4054927387031526,Full
738,1.338264575615009,Full
739,1.2944292451437711,Full
740,0.9009553082066379,Full
741,0.9710467129386775,Full
742,1.4608739373105395,Full
743,1.5070812970428664,Full
744,1.3403143999227562,Full
745,1.1904812083705447,Full
746,1.4597402736219411,Full
747,1.1109343929991262,Full
748,1.3968800800264727,Full
749,1.1414738961799227,Full
750,1.3934345540239361,Full
751,1.4531698642852706,Full
752,1.2712150153848585,Full
753,1.3373517142814886,Full
754,1.156063525117181,Full
755,1.5210860999543956,Full
756,1.189459233660356,Full
757,1.4441244613277155,Full
758,1.410352868465972,Full
759,1.0333199116827867,Full
760,1.209283398153024,Full
761,1.1782050725534143,Full
762,1.43833272083815,Full
763,1.380282663804469,Full
764,1.4658586321567422,Full
765,0.9921068275686908,Full
766,1.3359359148929222,Full
767,1.0117267407570356,Full
768,1.3959373909399524,Full
769,1.3603093344199122,Full
770,1.305594871183268,Full
771,1.3456714393277505,Full
772,1.449878645514574,Full
773,1.1992134903750353,Full
774,1.2260613186969387,Full
775,1.4379359752409062,Full
776,0.9839614460010255,Full
777,1.0871053763751866,Full
778,1.1963053005464181,Full
779,1.39963807707733,Full
780,1.4825983715921898,Full
781,1.0935067076514466,Full
782,1.3263376082185407,Full
783,1.4572059485264979,Full
784,0.9724790978770257,Full
785,1.1847909061249164,Full
786,1.1552672120865575,Full
787,1.208876277213288,Full
788,1.1661427425616664,Full
789,1.3078507252121758,Full
790,1.011949427571039,Full
791,1.355161622109057,Full
792,1.3303428098395298,Full
793,1.2609138474399186,Full
794,1.1616828141834874,Full
795,1.3666045976165484,Full
796,1.179668010684126,Full
797,1.205882574865714,Full
798,1.2861023513106897,Full
799,1.262135351671472,Full
800,1.250101887102214,Full
801,1.2001235962645034,Full
802,1.1226186577154469,Full
803,1.3703732333112946,Full
804,0.9861114971605867,Full
805,1.3365047451768894,Full
806,1.1615024752999303,Full
807,1.3227759652440692,Full
808,1.334907286632454,Full
809,1.452231271054117,Full
810,1.2127270196904607,Full
811,1.231223940369053,Full
812,1.358494877090968,Full
813,1.0554236664208403,Full
814,1.3326088603511128,Full
815,1.3338138196121179,Full
816,1.2858954285352067,Full
817,1.1693351062540638,Full
818,1.4399483078366193,Full
819,1.4088131112702587,Full
820,1.0589358019699935,Full
821,1.3391914239259777,Full
822,1.2085728677597964,Full
823,1.31170358788038,Full
824,1.3504859877958224,Full
825,1.189459233660356,Full
826,1.4688773551871905,Full
827,1.444689020082019,Full
828,1.3588344220356396,Full
829,1.2980790377860087,Full
830,1.171123216443059,Full
831,1.267990157326656,Full
832,1.2558248220623462,Full
833,1.2513547052152394,Full
834,1.3423723130851917,Full
835,1.4340800064040482,Full
836,1.3945234180791775,Full
837,1.1938956727526195,Full
838,1.2200904693115298,Full
839,0.9799831636161059,Full
840,1.246037889272879,Full
841,1.0850043284859827,Full
842,1.1872242927050425,Full
843,1.1906905013532794,Full
844,1.2780219523798806,Full
845,1.107252087608191,Full
846,1.440127000531816,Full
847,1.3063761957915345,Full
848,1.087847391010481,Full
849,1.1661427425616664,Full
850,1.2620432850187273,Full
851,1.3297871992484955,Full
852,0.9255162785403126,Full
853,1.4681281309983467,Full
854,1.4937905799713525,Full
855,0.9785073902412614,Full
856,0.9736398152647143,Full
857,1.2201340007698873,Full
858,1.2468506468939173,Full
859,1.2179245723761716,Full
860,1.2798542258336676,Full
861,1.3358203180924046,Full
862,1.2402523063393422,Full
863,1.2583219677614523,Full
864,1.298273154769536,Full
865,1.1086336121802605,Full
866,1.4666917941303175,Full
867,1.323314959311551,Full
868,1.273259011852855,Full
869,1.1812230599339366,Full
870,1.1090694669577206,Full
871,1.3355053188513952,Full
872,1.5739214980568672,Full
873,1.2757037187695621,Full
874,1.4295404412004336,Full
875,1.4671939821376268,Full
876,1.347816745088446,Full
877,1.125702061115239,Full
878,1.4101066735240146,Full
879,1.1536050941358038,Full
880,1.1075629778226774,Full
881,1.3198697093647236,Full
882,1.2707897253471558,Full
883,1.5845408468856266,Full
884,1.219509198730946,Full
885,1.21334692170462,Full
886,1.271815871743674,Full
887,1.1424720168028526,Full
888,1.2295820676055655,Full
889,1.160739347561823,Full
890,1.075093105561151,Full
891,1.5440492381419146,Full
892,1.1552347079899568,Full
893,1.4420930769667712,Full
894,1.3415474350695995,Full
895,1.0591115120868606,Full
896,1.07946837261189,Full
897,1.0653619254111777,Full
898,1.2298344569497324,Full
899,1.2131590094611653,Full
900,1.4549076066582776,Full
901,1.0554236664208403,Full
902,1.2716255079511511,Full
903,1.144717959157672,Full
904,1.2175872403259351,Full
905,1.2635287338623413,Full
906,1.2467134293292341,Full
907,1.235245050415609,Full
908,1.367815521202639,Full
909,1.2222669235381562,Full
910,1.494584010437074,Full
911,1.5249805661576237,Full
912,1.291745908779023,Full
913,1.3571007013750387,Full
914,1.5236650058471934,Full
915,1.420536538635309,Full
916,1.1023452738842328,Full
917,1.3378606778364337,Full
918,1.1574335585806752,Full
919,1.3161024894516105,Full
920,1.4086572972289582,Full
921,1.3405552202209794,Full
922,1.3573678515545402,Full
923,1.3168968763481208,Full
924,1.3019450170559508,Full
925,1.3360277816231472,Full
926,1.081596420397119,Full
927,1.2745867321914788,Full
928,1.1976664817076772,Full
929,1.4015818669677034,Full
930,1.3773837386018342,Full
931,1.3202698410208473,Full
932,0.9500028724426169,Full
933,1.564956257746302,Full
934,1.2776795467698703,Full
935,1.4117061228037524,Full
936,1.201396132472337,Full
937,1.1458866802725145,Full
938,1.4309276664855037,Full
939,1.485862876589124,Full
940,1.2989209050955681,Full
941,1.4618074752315828,Full
942,1.104279849224339,Full
943,1.2752767387354942,Full
944,1.4646006793103274,Full
945,1.4485065484317499,Full
946,1.5329852244537365,Full
947,1.2252389249719962,Full
948,1.122618657715447,Full
949,1.5843582248686972,Full
950,1.3985788635058718,Full
951,1.4017919573572333,Full
952,1.401341955792409,Full
953,1.3761111492508225,Full
954,1.3589793357064528,Full
955,1.4357470435705602,Full
956,1.2403514954838357,Full
957,1.3096995334095232,Full
958,1.3252566194424442,Full
959,1.5964415928042965,Full
960,0.9505164728415255,Full
961,1.4861524179675474,Full
962,1.318581905393435,Full
963,1.3872422815143335,Full
964,1.3320252881649834,Full
965,1.1292190225756673,Full
966,1.1663694635596287,Full
967,1.3080832228899655,Full
968,1.1745740857031954,Full
969,1.1530391788411307,Full
970,1.5850360647415227,Full
971,1.0946199714370581,Full
972,1.2819790257441934,Full
973,1.4684003879271448,Full
974,1.270577377405236,Full
975,1.3468952458667383,Full
976,1.5068602374293731,Full
977,1.3034829944340711,Full
978,1.2226205095935243,Full
979,1.4023418924474707,Full
980,1.313749983592287,Full
981,1.3145610234379994,Full
982,1.2131019537752075,Full
983,0.9925086555080169,Full
984,1.2091713761918712,Full
985,1.355548316241602,Full
986,1.2620432850187273,Full
987,1.3743709231557597,Full
988,1.301348179589901,Full
989,1.2450620816922264,Full
990,1.1491523765330234,Full
991,1.3831342521549863,Full
992,1.123572875875561,Full
993,1.117021811739693,Full
994,1.2240836202904763,Full
995,1.3044548361339223,Full
996,1.2272885749019222,Full
997,1.1071263056862102,Full
998,1.3133400852753754,Full
999,1.2473784703497062,Full
1000,0.0,Full
1001,0.47413931305783735,Full
1002,0.0,Full
1003,0.0,Full
1004,0.0,Full
1005,0.24493002679463532,Full
1006,0.362210557135449,Full
1007,0.0,Full
1008,0.0,Full
1009,0.0,Full
1010,0.0,Full
1011,0.3250829733914482,Full
1012,0.0,Full
1013,0.2868359830561607,Full
1014,0.0,Full
1015,0.410116318288409,Full
