board_name,heuristic,path,move_number_in_path,prob_path
10_easy_full,blocking,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2], [6, 2, 1], [7, 3, 2], [6, 3, 1], [3, 0, 2], [6, 4, 1], [2, 0, 2], [7, 4, 1], [9, 4, 2], [4, 4, 1], [4, 7, 2], [8, 4, 1], [1, 0, 2]]",16,2.6599999999999996e-34
10_easy_full,blocking,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2], [6, 2, 1], [7, 3, 2], [6, 3, 1], [3, 0, 2], [6, 4, 1], [2, 0, 2], [7, 4, 1], [9, 4, 2], [4, 4, 1], [4, 7, 2], [8, 4, 1]]",15,4.52e-33
10_easy_full,blocking,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2], [6, 2, 1], [7, 3, 2], [6, 3, 1], [3, 0, 2], [6, 4, 1], [2, 0, 2], [7, 4, 1], [9, 4, 2], [4, 4, 1], [4, 7, 2]]",14,8.26e-32
10_easy_full,blocking,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2], [6, 2, 1], [7, 3, 2], [6, 3, 1], [3, 0, 2], [6, 4, 1], [2, 0, 2], [7, 4, 1], [9, 4, 2], [4, 4, 1]]",13,2.48e-29
10_easy_full,blocking,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2], [6, 2, 1], [7, 3, 2], [6, 3, 1], [3, 0, 2], [6, 4, 1], [2, 0, 2], [7, 4, 1], [9, 4, 2]]",12,3.64e-27
10_easy_full,blocking,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2], [6, 2, 1], [7, 3, 2], [6, 3, 1], [3, 0, 2], [6, 4, 1], [2, 0, 2], [7, 4, 1]]",11,3.64e-23
10_easy_full,blocking,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2], [6, 2, 1], [7, 3, 2], [6, 3, 1], [3, 0, 2], [6, 4, 1], [2, 0, 2]]",10,6.88e-22
10_easy_full,blocking,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2], [6, 2, 1], [7, 3, 2], [6, 3, 1], [3, 0, 2], [6, 4, 1]]",9,9.86e-19
10_easy_full,blocking,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2], [6, 2, 1], [7, 3, 2], [6, 3, 1], [3, 0, 2]]",8,2.51e-18
10_easy_full,blocking,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2], [6, 2, 1], [7, 3, 2], [6, 3, 1], [6, 4, 2]]",8,1.28e-16
10_easy_full,blocking,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2], [6, 2, 1], [7, 3, 2], [6, 3, 1]]",7,1.53e-15
10_easy_full,blocking,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2], [6, 2, 1], [7, 3, 2]]",6,1.53e-11
10_easy_full,blocking,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2], [6, 2, 1]]",5,2.37e-10
10_easy_full,blocking,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2]]",4,2.74e-08
10_easy_full,blocking,"[[1, 8, 1], [1, 3, 2], [1, 9, 1]]",3,5.28e-06
10_easy_full,blocking,"[[1, 8, 1], [1, 3, 2]]",2,1.06e-05
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 4, 2], [4, 9, 1]]",5,7.140000000000001e-07
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 4, 2]]",4,1.31e-06
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 9, 2], [0, 8, 1], [2, 8, 2]]",6,1.41e-06
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 9, 2], [0, 8, 1]]",5,4.7600000000000005e-05
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2]]",8,2e-08
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1]]",7,2e-08
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 9, 2], [2, 8, 1], [0, 8, 2]]",6,1.31e-07
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 9, 2], [2, 8, 1], [4, 8, 2]]",6,7.68e-06
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 9, 2], [2, 8, 1]]",5,0.000185217
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 9, 2]]",4,0.013149257
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [0, 5, 1]]",3,0.013149257
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [0, 8, 1], [9, 8, 2], [2, 8, 1]]",5,1.41e-06
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [0, 8, 1], [9, 8, 2], [9, 4, 1]]",5,1.41e-06
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [0, 8, 1], [9, 8, 2]]",4,9.05e-05
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [0, 8, 1]]",3,0.000337545
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 5, 2], [4, 8, 1]]",5,7.909999999999999e-07
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 5, 2], [4, 9, 1]]",5,5.93e-09
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 5, 2]]",4,1.51e-06
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [0, 5, 1]]",5,1.1699999999999999e-07
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2], [0, 5, 1], [4, 9, 2], [2, 9, 1]]",9,3.25e-11
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2], [0, 5, 1], [4, 9, 2]]",8,1.8e-08
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2], [0, 5, 1]]",7,1.8e-08
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2]]",6,1.29e-07
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1]]",5,1.29e-07
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2]]",4,1.14e-06
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [2, 9, 2], [4, 8, 1], [5, 8, 2], [4, 9, 1]]",7,2.03e-10
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [2, 9, 2], [4, 8, 1], [5, 8, 2]]",6,3.04e-09
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [2, 9, 2], [4, 8, 1]]",5,1.91e-07
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [2, 9, 2]]",4,4.0899999999999997e-07
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 8, 2], [0, 8, 1]]",9,2.28e-08
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 8, 2]]",8,7.21e-08
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1]]",7,4.4e-06
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2]]",6,4.4e-06
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 4, 2], [5, 4, 1]]",5,0.00010562200000000001
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 4, 2]]",4,0.00010562200000000001
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 8, 2], [4, 7, 1], [4, 4, 2], [5, 4, 1], [6, 5, 2]]",8,5.03e-10
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 8, 2], [4, 7, 1], [4, 4, 2], [5, 4, 1]]",7,2.2599999999999997e-08
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 8, 2], [4, 7, 1], [4, 4, 2]]",6,2.2599999999999997e-08
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 8, 2], [4, 7, 1]]",5,3.4899999999999996e-07
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1]]",7,2.0699999999999997e-08
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 8, 2], [4, 9, 1], [0, 5, 2]]",6,1.93e-06
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 8, 2], [4, 9, 1]]",5,1.93e-06
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 8, 2]]",4,1.1900000000000001e-05
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 9, 2]]",4,3.07e-06
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [9, 8, 2], [9, 4, 1], [4, 8, 2], [0, 5, 1]]",7,8.869999999999999e-12
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [9, 8, 2], [9, 4, 1], [4, 8, 2]]",6,8.87e-08
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [9, 8, 2], [9, 4, 1]]",5,4.93e-06
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [9, 8, 2]]",4,0.000315718
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [2, 8, 1]]",3,0.00105014
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [4, 8, 1], [4, 9, 2]]",4,5.43e-06
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [4, 8, 1], [9, 8, 2], [2, 8, 1]]",5,1.27e-05
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [4, 8, 1], [9, 8, 2]]",4,0.00081185
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [4, 8, 1]]",3,0.002925258
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2]]",8,3.95e-08
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1]]",7,3.95e-08
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1], [0, 8, 2]]",6,3.1e-07
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1], [4, 4, 2], [4, 8, 1], [0, 8, 2], [5, 8, 1]]",9,3.11e-12
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1], [4, 4, 2], [4, 8, 1], [0, 8, 2]]",8,5.9999999999999995e-12
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1], [4, 4, 2], [4, 8, 1]]",7,2.0800000000000003e-09
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1], [4, 4, 2]]",6,2.08e-05
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1], [4, 8, 2], [0, 8, 1]]",7,3.5200000000000003e-09
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1], [4, 8, 2]]",6,2.12e-06
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1]]",5,0.000205537
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2]]",4,0.016051686000000003
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [4, 9, 1]]",3,0.016051686000000003
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 6, 2], [6, 3, 1], [6, 4, 2], [5, 5, 1], [9, 4, 2], [6, 5, 1], [9, 3, 2]]",14,3.21e-14
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 6, 2], [6, 3, 1], [6, 4, 2], [5, 5, 1], [9, 4, 2], [6, 5, 1]]",13,9.9e-14
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 6, 2], [6, 3, 1], [6, 4, 2], [5, 5, 1], [9, 4, 2]]",12,5.5499999999999996e-12
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 6, 2], [6, 3, 1], [6, 4, 2], [5, 5, 1]]",11,1.6600000000000003e-11
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 6, 2], [6, 3, 1], [6, 4, 2]]",10,5.899999999999999e-10
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 6, 2], [6, 3, 1]]",9,5.899999999999999e-10
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 6, 2]]",8,1.48e-08
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1]]",7,3.78e-06
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2]]",6,3.78e-06
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2], [5, 4, 1]]",5,0.000108306
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2]]",4,0.000108306
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [6, 2, 1]]",3,0.001277193
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [9, 8, 1], [4, 4, 2], [5, 4, 1]]",5,0.000487311
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [9, 8, 1], [4, 4, 2]]",4,0.000487311
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2], [9, 8, 1]]",3,0.002535186
10_easy_full,blocking,"[[1, 8, 1], [1, 9, 2]]",2,0.10588711699999999
10_easy_full,blocking,"[[1, 8, 1], [2, 8, 2], [1, 9, 1]]",3,5.33e-06
10_easy_full,blocking,"[[1, 8, 1], [2, 8, 2]]",2,1.06e-05
10_easy_full,blocking,"[[1, 8, 1]]",1,0.10588711699999999
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [0, 5, 1], [4, 9, 2], [0, 3, 1], [0, 2, 2], [1, 3, 1], [2, 2, 2]]",8,2.1699999999999998e-13
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [0, 5, 1], [4, 9, 2], [0, 3, 1], [0, 2, 2], [1, 3, 1]]",7,7.490000000000001e-11
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [0, 5, 1], [4, 9, 2], [0, 3, 1], [0, 2, 2]]",6,7.56e-08
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [0, 5, 1], [4, 9, 2], [0, 3, 1]]",5,6.34e-05
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [0, 5, 1], [4, 9, 2]]",4,0.011333567
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [0, 5, 1]]",3,0.011333567
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [2, 8, 1], [2, 9, 2]]",4,2.45e-07
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [2, 8, 1], [4, 7, 2], [4, 8, 1], [5, 7, 2], [5, 9, 1]]",7,7.240000000000001e-13
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [2, 8, 1], [4, 7, 2], [4, 8, 1], [5, 7, 2]]",6,1.34e-10
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [2, 8, 1], [4, 7, 2], [4, 8, 1]]",5,3.32e-08
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [2, 8, 1], [4, 7, 2]]",4,1.14e-06
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [2, 8, 1]]",3,0.000206888
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [2, 9, 1], [4, 9, 2], [0, 5, 1]]",5,7.87e-08
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [2, 9, 1], [4, 9, 2]]",4,3.1e-05
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [2, 9, 1]]",3,0.001446145
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1], [0, 9, 2], [5, 9, 1]]",7,0.000138148
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1], [0, 9, 2]]",6,0.000253179
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1], [5, 9, 2], [0, 9, 1]]",7,0.00014871899999999998
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1], [5, 9, 2]]",6,0.000253179
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1]]",5,0.015950283
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2]]",4,0.032113674
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [4, 9, 1]]",3,0.032113674
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [6, 2, 1], [9, 4, 2], [9, 8, 1], [9, 3, 2]]",6,2.39e-06
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [6, 2, 1], [9, 4, 2], [9, 8, 1]]",5,5.23e-06
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [6, 2, 1], [9, 4, 2]]",4,0.000334891
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [6, 2, 1]]",3,0.001100834
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [9, 8, 1], [9, 4, 2], [9, 3, 1], [4, 9, 2], [0, 5, 1]]",7,9.65e-09
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [9, 8, 1], [9, 4, 2], [9, 3, 1], [4, 9, 2]]",6,3.28e-06
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [9, 8, 1], [9, 4, 2], [9, 3, 1]]",5,0.00018951599999999998
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [9, 8, 1], [9, 4, 2]]",4,0.00018951599999999998
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2], [9, 8, 1]]",3,0.002185119
10_easy_full,blocking,"[[1, 9, 1], [1, 8, 2]]",2,0.10677692400000001
10_easy_full,blocking,"[[1, 9, 1], [2, 9, 2]]",2,1.07e-05
10_easy_full,blocking,"[[1, 9, 1], [9, 4, 2], [9, 8, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1], [0, 9, 2]]",8,8.6e-22
10_easy_full,blocking,"[[1, 9, 1], [9, 4, 2], [9, 8, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1]]",7,1.6300000000000002e-19
10_easy_full,blocking,"[[1, 9, 1], [9, 4, 2], [9, 8, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2]]",6,1.63e-15
10_easy_full,blocking,"[[1, 9, 1], [9, 4, 2], [9, 8, 1], [1, 8, 2], [4, 9, 1]]",5,2.89e-13
10_easy_full,blocking,"[[1, 9, 1], [9, 4, 2], [9, 8, 1], [1, 8, 2]]",4,2.8899999999999997e-09
10_easy_full,blocking,"[[1, 9, 1], [9, 4, 2], [9, 8, 1]]",3,4.9e-07
10_easy_full,blocking,"[[1, 9, 1], [9, 4, 2]]",2,1.07e-05
10_easy_full,blocking,"[[1, 9, 1]]",1,0.10677692400000001
10_easy_full,blocking,"[[2, 8, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2], [4, 8, 1], [5, 8, 2], [4, 7, 1]]",7,3.8e-11
10_easy_full,blocking,"[[2, 8, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2], [4, 8, 1], [5, 8, 2], [5, 7, 1]]",7,8.16e-11
10_easy_full,blocking,"[[2, 8, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2], [4, 8, 1], [5, 8, 2]]",6,1.35e-08
10_easy_full,blocking,"[[2, 8, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2], [4, 8, 1]]",5,8.520000000000001e-07
10_easy_full,blocking,"[[2, 8, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2]]",4,1.62e-06
10_easy_full,blocking,"[[2, 8, 1], [0, 5, 2], [1, 8, 1]]",3,1.62e-06
10_easy_full,blocking,"[[2, 8, 1], [0, 5, 2]]",2,6.39e-06
10_easy_full,blocking,"[[2, 8, 1], [1, 8, 2], [0, 5, 1], [4, 9, 2]]",4,2e-06
10_easy_full,blocking,"[[2, 8, 1], [1, 8, 2], [0, 5, 1]]",3,2e-06
10_easy_full,blocking,"[[2, 8, 1], [1, 8, 2], [1, 9, 1]]",3,3.64e-08
10_easy_full,blocking,"[[2, 8, 1], [1, 8, 2], [2, 9, 1], [4, 8, 2], [4, 7, 1], [5, 6, 2], [4, 9, 1], [5, 9, 2], [1, 9, 1], [0, 9, 2]]",10,1.8199999999999997e-21
10_easy_full,blocking,"[[2, 8, 1], [1, 8, 2], [2, 9, 1], [4, 8, 2], [4, 7, 1], [5, 6, 2], [4, 9, 1], [5, 9, 2], [1, 9, 1]]",9,1.07e-19
10_easy_full,blocking,"[[2, 8, 1], [1, 8, 2], [2, 9, 1], [4, 8, 2], [4, 7, 1], [5, 6, 2], [4, 9, 1], [5, 9, 2]]",8,1.7500000000000003e-18
10_easy_full,blocking,"[[2, 8, 1], [1, 8, 2], [2, 9, 1], [4, 8, 2], [4, 7, 1], [5, 6, 2], [4, 9, 1]]",7,1.75e-14
10_easy_full,blocking,"[[2, 8, 1], [1, 8, 2], [2, 9, 1], [4, 8, 2], [4, 7, 1], [5, 6, 2]]",6,4.5e-14
10_easy_full,blocking,"[[2, 8, 1], [1, 8, 2], [2, 9, 1], [4, 8, 2], [4, 7, 1]]",5,9.6e-12
10_easy_full,blocking,"[[2, 8, 1], [1, 8, 2], [2, 9, 1], [4, 8, 2]]",4,4.24e-10
10_easy_full,blocking,"[[2, 8, 1], [1, 8, 2], [2, 9, 1]]",3,1.28e-07
10_easy_full,blocking,"[[2, 8, 1], [1, 8, 2], [4, 8, 1], [4, 9, 2], [5, 8, 1]]",5,1e-10
10_easy_full,blocking,"[[2, 8, 1], [1, 8, 2], [4, 8, 1], [4, 9, 2]]",4,6.62e-10
10_easy_full,blocking,"[[2, 8, 1], [1, 8, 2], [4, 8, 1], [5, 8, 2]]",4,6.53e-10
10_easy_full,blocking,"[[2, 8, 1], [1, 8, 2], [4, 8, 1]]",3,2.28e-07
10_easy_full,blocking,"[[2, 8, 1], [1, 8, 2]]",2,1.6e-05
10_easy_full,blocking,"[[2, 8, 1], [2, 9, 2], [4, 8, 1], [5, 8, 2], [4, 9, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2], [0, 8, 1]]",9,4.26e-13
10_easy_full,blocking,"[[2, 8, 1], [2, 9, 2], [4, 8, 1], [5, 8, 2], [4, 9, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2]]",8,6.850000000000001e-13
10_easy_full,blocking,"[[2, 8, 1], [2, 9, 2], [4, 8, 1], [5, 8, 2], [4, 9, 1], [0, 5, 2], [1, 8, 1]]",7,4.1799999999999994e-11
10_easy_full,blocking,"[[2, 8, 1], [2, 9, 2], [4, 8, 1], [5, 8, 2], [4, 9, 1], [0, 5, 2]]",6,7.640000000000002e-11
10_easy_full,blocking,"[[2, 8, 1], [2, 9, 2], [4, 8, 1], [5, 8, 2], [4, 9, 1]]",5,7.640000000000002e-11
10_easy_full,blocking,"[[2, 8, 1], [2, 9, 2], [4, 8, 1], [5, 8, 2]]",4,1.2800000000000001e-09
10_easy_full,blocking,"[[2, 8, 1], [2, 9, 2], [4, 8, 1]]",3,1.24e-07
10_easy_full,blocking,"[[2, 8, 1], [2, 9, 2]]",2,3.53e-06
10_easy_full,blocking,"[[2, 8, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [6, 5, 2]]",6,2.8e-07
10_easy_full,blocking,"[[2, 8, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1]]",5,1.87e-05
10_easy_full,blocking,"[[2, 8, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2]]",4,1.87e-05
10_easy_full,blocking,"[[2, 8, 1], [4, 4, 2], [5, 4, 1]]",3,0.000448076
10_easy_full,blocking,"[[2, 8, 1], [4, 4, 2]]",2,0.000448076
10_easy_full,blocking,"[[2, 8, 1], [4, 8, 2], [1, 8, 1]]",3,1.83e-06
10_easy_full,blocking,"[[2, 8, 1], [4, 8, 2]]",2,2.01e-05
10_easy_full,blocking,"[[2, 8, 1], [9, 8, 2], [0, 5, 1], [9, 4, 2]]",4,6.31e-06
10_easy_full,blocking,"[[2, 8, 1], [9, 8, 2], [0, 5, 1]]",3,2.0300000000000002e-05
10_easy_full,blocking,"[[2, 8, 1], [9, 8, 2]]",2,0.0013393629999999999
10_easy_full,blocking,"[[2, 8, 1]]",1,0.004449039
10_easy_full,blocking,"[[2, 9, 1], [0, 9, 2], [1, 9, 1], [4, 9, 2], [4, 8, 1], [2, 8, 2], [0, 8, 1], [5, 8, 2], [6, 6, 1], [7, 8, 2], [9, 8, 1]]",11,4.8099999999999996e-32
10_easy_full,blocking,"[[2, 9, 1], [0, 9, 2], [1, 9, 1], [4, 9, 2], [4, 8, 1], [2, 8, 2], [0, 8, 1], [5, 8, 2], [6, 6, 1], [7, 8, 2]]",10,3.0699999999999998e-30
