,blocking,blocking_blind,board,density,heuristic,interaction,interaction_blind,linear,userid
215,-2.239958085,-2.176863123,6_hard_pruned,-2.423537703,interaction_blind,-1.903826147,-1.791886655,-2.022287419,cdf65098
216,-3.138851901,-2.942582166,6_hard_pruned,-2.711531706,density,-3.536012281,-3.092317399,-3.455145229,ceb50693
217,-1.922946756,-1.834130922,6_hard_pruned,-2.086213138,interaction_blind,-1.684138787,-1.668259349,-1.702866633,d1e4eb09
218,-2.751483253,-2.042383841,6_hard_pruned,-2.503045679,interaction_blind,-2.496927438,-1.919999394,-2.518385627,d2f65bb5
219,-3.685205312,-2.088384195,6_hard_pruned,-2.817042564,blocking_blind,-3.556718056,-2.095021761,-3.509913733,d4fac87b
220,-2.920044966,-2.564693567,6_hard_pruned,-3.100115696,interaction_blind,-3.077464469,-2.544002288,-2.988707484,d8a4f092
221,-2.139895661,-1.928224955,6_hard_pruned,-2.487951781,blocking_blind,-2.225256857,-2.013823448,-2.210236958,d8f4e4d9
222,-2.501754573,-2.161250274,6_hard_pruned,-2.22735225,interaction_blind,-2.299746452,-2.015607671,-2.216117482,daefd33a
223,-2.26421962,-2.212474843,6_hard_pruned,-2.200931114,interaction,-1.966925036,-2.02479958,-2.020259471,dbe65101
224,-4.154191136,-3.666778503,6_hard_pruned,-2.737526236,density,-4.068234443,-3.566692025,-4.078904087,dec64994
225,-4.002255574,-3.386024801,6_hard_pruned,-3.099418963,density,-3.861166851,-3.324380662,-3.862040097,e0a737b6
226,-2.351894336,-2.186492806,6_hard_pruned,-3.175235637,blocking_blind,-2.386103422,-2.254878528,-2.313966253,e1a64c7d
227,-0.91910284,-0.887045508,6_hard_pruned,-2.340038048,blocking_blind,-1.008599399,-0.970894463,-1.241052471,e1e500d7
228,-3.048704372,-2.484098609,6_hard_pruned,-2.836357475,interaction_blind,-3.10411054,-2.367441432,-2.866049836,e2b655ad
229,-2.702552743,-2.34571973,6_hard_pruned,-2.485120451,interaction_blind,-2.581716875,-2.239737525,-2.565909577,e5d4e9ce
230,-1.646221249,-1.53099222,6_hard_pruned,-2.151443037,blocking_blind,-1.624369117,-1.606602464,-1.612685438,e5d4fef8
231,-2.552425024,-2.719710719,6_hard_pruned,-2.172223275,density,-2.216293086,-2.334734252,-2.270023282,e6f649a1
232,-2.86905606,-1.949403065,6_hard_pruned,-2.610337894,blocking_blind,-2.954277711,-2.071613566,-2.977721128,e9dbbf8a
233,-2.277781243,-2.325620568,6_hard_pruned,-2.654327344,blocking,-2.366576193,-2.396458544,-2.581669118,e9e64bef
234,-1.517507432,-1.412046396,6_hard_pruned,-2.577688383,blocking_blind,-2.234043307,-2.093421355,-3.183203591,eba732b3
235,-2.130700895,-1.707244326,6_hard_pruned,-2.09041723,interaction_blind,-1.819511438,-1.547160859,-1.786155291,ebc64a59
236,-0.953094314,-0.9188833,6_hard_pruned,-2.517209131,blocking_blind,-1.07197285,-1.032223818,-1.312647348,f0c4e26c
237,-2.636413952,-2.284337808,6_hard_pruned,-2.879362748,interaction_blind,-2.594480863,-2.151185138,-2.412128434,f1f65080
238,-3.015497125,-2.253011613,6_hard_pruned,-2.85684885,blocking_blind,-3.025732077,-2.362888981,-2.997456285,f6b64ced
239,-2.239958085,-2.176863123,6_hard_pruned,-2.423537703,interaction_blind,-1.903826147,-1.791886655,-2.022287419,f6f64b11
240,-3.851269725,-4.005597637,6_hard_pruned,-2.577688383,density,-3.515137787,-3.62062117,-3.453643857,f8bbc519
241,-3.312272252,-3.095159067,6_hard_pruned,-3.328460987,blocking_blind,-3.341442015,-3.222241968,-3.230834321,fcaffad4
242,-3.847058716,-2.792678642,6_hard_pruned,-2.763674884,density,-4.002680627,-2.834939944,-3.845845678,fdaa7ebb
243,-2.1410844,-2.144323585,6_hard_pruned,-2.379395493,interaction_blind,-2.129563829,-1.998015158,-2.049082861,fde4ef33
244,-2.272074071,-2.598148594,6_hard_pruned,-2.97101929,linear,-2.205536448,-2.415961298,-2.158632394,fde6491d
245,-2.34333983,-1.530776706,6_hard_pruned,-2.782241076,blocking_blind,-2.337669846,-1.739835775,-2.457156684,fef4eae9
246,-2.633414391,-2.370777436,10_hard_full,-3.749714408,blocking_blind,-2.691071675,-2.382819684,-3.142248492,13f4ff5a
247,-2.715206001,-2.884593388,10_hard_full,-3.020424886,interaction,-2.565173188,-2.703950654,-3.162344371,1cdbeb89
248,-1.197351665,-1.143454671,10_hard_full,-3.330622495,blocking_blind,-1.293216992,-1.236575972,-1.854127638,1df6940e
249,-2.796830628,-2.620967864,10_hard_full,-3.506538541,interaction_blind,-2.757251057,-2.590896917,-3.151993061,1ff4f828
250,-2.84794044,-2.917369272,10_hard_full,-3.559049643,blocking,-2.977525081,-3.00411746,-3.263638292,21abc061
251,-4.64503363,-3.620612703,10_hard_full,-3.857688207,blocking_blind,-4.662369612,-3.691930844,-4.718089505,23dbc11c
252,-2.715206001,-2.884593388,10_hard_full,-3.020424886,interaction,-2.565173188,-2.703950654,-3.162344371,26dbf473
253,-1.174444074,-1.115263801,10_hard_full,-3.268442963,blocking_blind,-1.275819355,-1.21436439,-1.845474055,28e67c08
254,-1.18887227,-1.124926247,10_hard_full,-3.304403142,blocking_blind,-1.433790787,-1.365200932,-1.928692432,2fb4f99a
255,-3.18963795,-2.551323648,10_hard_full,-3.880273516,blocking_blind,-3.228335953,-2.59209528,-3.540858561,34b12db9
256,-1.943406925,-1.877705714,10_hard_full,-3.332774394,blocking_blind,-2.082110924,-2.014736242,-2.710465726,65f68460
257,-3.60595146,-2.724772725,10_hard_full,-3.774586633,blocking_blind,-3.803412887,-2.771543142,-4.036234328,75ffd9e8
258,-3.595823266,-2.966326388,10_hard_full,-3.818174799,interaction_blind,-3.549932953,-2.966174931,-3.733458519,7cf6845b
259,-2.160082647,-1.761356279,10_hard_full,-3.515570818,blocking_blind,-2.292922724,-1.805397437,-2.779375416,84dbf4f9
260,-1.770273035,-1.64237699,10_hard_full,-3.243568437,blocking_blind,-2.146308259,-2.018607509,-3.352990922,87cfed83
261,-3.064278003,-2.609654624,10_hard_full,-3.593897711,blocking_blind,-3.102486163,-2.649803384,-3.286955705,8bc69c49
262,-1.197351665,-1.143454671,10_hard_full,-3.330622495,blocking_blind,-1.293216992,-1.236575972,-1.854127638,92e6f512
263,-1.668537959,-1.554811788,10_hard_full,-3.241176104,blocking_blind,-1.678075424,-1.591826317,-2.226449225,98d105c1
264,-1.890219035,-2.264630782,10_hard_full,-3.374327776,blocking,-1.924900213,-2.308068939,-2.311169474,9befd8ad
265,-2.621042446,-2.336981805,10_hard_full,-3.941667439,blocking_blind,-2.695314647,-2.451296643,-3.06924956,a3eacaa9
266,-2.804310751,-2.980887651,10_hard_full,-3.656799517,blocking,-2.857415326,-2.951095497,-3.05296508,a4f74985
267,-1.262933463,-1.20081617,10_hard_full,-3.503568829,blocking_blind,-1.379238069,-1.312954021,-1.936485623,abc728e1
268,-2.385887044,-2.145411925,10_hard_full,-3.4574705,blocking_blind,-2.371884014,-2.178316592,-2.777693532,aceaccbc
269,-3.228157019,-2.834799335,10_hard_full,-3.976553724,interaction_blind,-3.121911183,-2.755070731,-3.361619186,add50f98
270,-2.190837594,-2.126540467,10_hard_full,-3.221165398,blocking_blind,-2.786778542,-2.707274102,-3.618669118,b1ebd3b5
271,-3.565828988,-4.136847308,10_hard_full,-3.915545221,blocking,-3.571285435,-4.038997031,-3.709912313,b5b6dcbc
272,-2.102156958,-1.782272677,10_hard_full,-3.269596423,interaction_blind,-2.139120786,-1.765728145,-2.496916245,d2ac158a
273,-3.14838025,-2.464354229,10_hard_full,-3.861846531,interaction_blind,-3.118389103,-2.418036835,-3.358230668,edf12206
274,-3.345224159,-2.232902282,10_hard_full,-3.771270358,blocking_blind,-3.359682164,-2.241256384,-3.632502606,f0ebc21e
275,-3.876077179,-2.653626805,10_hard_full,-3.930530502,blocking_blind,-3.990480368,-2.754663662,-4.072655919,f6fbf7bf
276,-4.01539996,-3.666981113,10_hard_full,-4.075178886,blocking_blind,-4.07820033,-3.719704339,-4.249407496,f7ebbfe9
277,-2.654230878,-1.725224489,10_hard_pruned,-3.241954366,interaction_blind,-2.588099468,-1.580367481,-3.105615875,13b7468e
278,-2.806288277,-2.329863094,10_hard_pruned,-4.062966694,blocking_blind,-2.799084422,-2.352048709,-3.00910124,13dbbfb8
279,-2.281854874,-2.305743391,10_hard_pruned,-3.58876331,blocking,-2.498664215,-2.49832155,-2.868953136,16f6e58d
280,-3.946686065,-2.957149549,10_hard_pruned,-3.270853119,interaction_blind,-3.948200989,-2.89206025,-4.094922738,18a695e2
281,-2.795627813,-2.731952877,10_hard_pruned,-3.025214449,blocking_blind,-2.931476293,-2.859662399,-3.495789563,1bd72c42
282,-2.801214245,-2.306315274,10_hard_pruned,-3.439045273,blocking_blind,-2.822166825,-2.339190779,-3.162105372,28d4fefb
283,-3.079061069,-2.709693102,10_hard_pruned,-3.547338587,blocking_blind,-3.116148292,-2.775528141,-3.40215562,31f6a576
284,-1.968185694,-1.919816106,10_hard_pruned,-2.896488814,blocking_blind,-2.013949867,-1.961793185,-2.488166395,32fad07f
285,-2.801064829,-3.025588668,10_hard_pruned,-3.350346218,blocking,-2.896801771,-2.950537134,-3.273727915,41bad9a2
286,-4.986104233,-3.209282865,10_hard_pruned,-3.8230996,interaction_blind,-5.024533838,-3.15014644,-4.953724888,4bfffc8c
287,-3.649154719,-3.620147105,10_hard_pruned,-3.982252613,blocking_blind,-3.902938031,-3.653854922,-3.995946993,50f6b001
288,-1.271829684,-1.217408019,10_hard_pruned,-2.99653751,blocking_blind,-1.3449079,-1.287232017,-1.899316671,5bc4f225
289,-4.048938115,-4.14562759,10_hard_pruned,-3.685945137,density,-4.032615504,-4.160298055,-3.911883463,77ba7edc
290,-2.257341215,-2.250804971,10_hard_pruned,-3.565066147,blocking_blind,-2.452777102,-2.370582091,-2.814682452,7dea8d37
291,-3.192515718,-3.252815937,10_hard_pruned,-3.637007337,blocking,-3.325576903,-3.288992623,-3.486723149,7ef11f8d
292,-1.888107336,-1.744624607,10_hard_pruned,-3.378747491,blocking_blind,-1.954556223,-1.823384595,-2.469400736,8aa6d830
293,-2.301790097,-3.027239987,10_hard_pruned,-3.553847314,blocking,-2.531275678,-3.172615998,-2.902474035,8ea50714
294,-1.904243889,-2.354308224,10_hard_pruned,-3.412673673,blocking,-1.980669023,-2.348259609,-2.364230982,98c10b8a
295,-2.944419885,-3.480503545,10_hard_pruned,-3.49212991,blocking,-3.173341455,-3.451477153,-3.42472837,acdac85f
296,-3.38496494,-2.628859604,10_hard_pruned,-3.502368545,interaction_blind,-3.30608439,-2.606424382,-3.543439176,b8bac8b7
297,-0.806262996,-0.75075791,10_hard_pruned,-3.400148527,blocking_blind,-0.913531457,-0.853892866,-1.573585769,bacbc468
298,-1.980795157,-1.667611061,10_hard_pruned,-3.750050335,blocking_blind,-1.983908738,-1.690087539,-2.399399536,bcf51783
299,-3.915928316,-3.816555373,10_hard_pruned,-2.17834118,density,-4.073437765,-3.968140061,-4.801433275,c2cbff2e
300,-3.253651748,-3.225429133,10_hard_pruned,-3.550917511,interaction_blind,-3.348424868,-3.173587248,-3.399125752,cce7504c
301,-2.688902285,-2.201332951,10_hard_pruned,-3.358345127,blocking_blind,-2.807754846,-2.280140929,-3.237926715,cdc514e1
302,-4.123941612,-3.526487637,10_hard_pruned,-3.717887561,blocking_blind,-4.167686808,-3.542602095,-4.179034336,d1cac84b
303,-3.009992048,-2.40149055,10_hard_pruned,-2.505724136,interaction_blind,-3.071171007,-2.333942445,-3.296736727,d9e4f7e5
304,-2.79309468,-2.563487564,10_hard_pruned,-3.530832501,interaction_blind,-2.883780619,-2.531450197,-3.18398794,e2b10de5
305,-2.484402572,-1.974975271,10_hard_pruned,-3.5914754,blocking_blind,-2.555086374,-2.126833621,-2.99611742,e6efec72
306,-1.997854911,-2.811269816,10_hard_pruned,-3.544663429,blocking,-2.16882355,-2.844299719,-2.565395629,edfff93e
307,-2.956190063,-2.145640506,10_hard_pruned,-3.780851278,blocking_blind,-2.976984378,-2.162151936,-3.101475928,efd4fa4a
308,-4.142888415,-2.83070771,10_hard_pruned,-3.617375807,interaction_blind,-4.216843285,-2.702306649,-4.194576848,f3f4f4ae
309,-2.805299217,-2.704621894,10_hard_pruned,-3.415142763,blocking_blind,-2.813237277,-2.747647968,-3.337312122,f4c4f33c
310,-1.966759025,-1.630936953,10_hard_pruned,-3.487516787,blocking_blind,-2.119537958,-1.78846628,-2.611202889,fcb764e3
311,-4.147223762,-4.862143397,6_easy_full,-3.08468517,density,-4.071969046,-4.722309273,-4.075423465,12eacae6
312,-1.206593328,-0.97476149,6_easy_full,-2.581126186,blocking_blind,-1.494763993,-1.140995792,-1.625518354,25dfef96
313,-1.492878711,-1.731776807,6_easy_full,-2.735498399,blocking,-1.76878749,-1.738146485,-1.865456895,2aabe76a
314,-3.761296794,-3.442662341,6_easy_full,-3.122187113,density,-3.914879235,-3.315750853,-3.76586741,2bcfe659
315,-3.62209963,-4.135633659,6_easy_full,-3.002981313,density,-3.728927421,-4.06672015,-3.666621039,32b10037
316,-3.14449717,-2.59314108,6_easy_full,-3.076554881,interaction_blind,-2.998586183,-2.147258214,-2.836705262,34cffc40
317,-0.62697708,-0.580854135,6_easy_full,-2.495496096,blocking_blind,-0.743816069,-0.587104428,-0.913038864,38abe966
318,-3.321952912,-3.674017027,6_easy_full,-2.322429339,density,-3.090457165,-3.849189186,-3.237182394,3acff9fa
319,-0.827866465,-0.785293525,6_easy_full,-2.369254365,interaction_blind,-0.880162714,-0.735570675,-1.011191792,3bac0799
320,-2.582509591,-4.927666354,6_easy_full,-2.901949027,interaction,-2.34613248,-4.642911875,-2.3514679,3fcbc0ab
321,-1.710762328,-3.277469352,6_easy_full,-2.719371524,interaction,-1.561042859,-3.162504429,-1.673298261,40a74de0
322,-3.457975465,-2.938752013,6_easy_full,-3.026327445,interaction_blind,-3.253224626,-2.614314906,-3.061544479,4ed755f1
323,-2.509666517,-4.972076916,6_easy_full,-2.921593658,blocking,-2.537612839,-4.783072119,-2.547355461,59d51c4c
324,-0.739526711,-0.702120601,6_easy_full,-2.275987571,interaction_blind,-0.741726333,-0.635607589,-0.873359803,5acfeabc
325,-2.993724883,-3.634023592,6_easy_full,-2.972071216,linear,-2.839373927,-3.432918031,-2.716793919,5de11557
326,-2.039648827,-3.301758808,6_easy_full,-2.575120411,blocking,-2.141093297,-3.203395252,-2.173853555,6bca8117
327,-3.121857296,-4.311300762,6_easy_full,-2.825336961,density,-3.130786458,-4.368002437,-3.161324957,86f6e2cb
328,-1.559049859,-2.308265253,6_easy_full,-2.757295874,interaction,-1.523577678,-2.086289125,-1.554950555,8df4f6e8
329,-1.552590293,-1.471894152,6_easy_full,-2.423537703,blocking_blind,-2.481617161,-2.070941981,-3.113991386,9bf4f2c6
330,-2.811620997,-5.218644453,6_easy_full,-2.643688623,density,-2.731082933,-5.277770924,-2.76108962,9defd82d
331,-3.683642793,-3.380483411,6_easy_full,-2.798711224,density,-3.939424774,-3.309062136,-3.853336916,a6bff327
332,-0.679980174,-0.640579265,6_easy_full,-2.555303298,blocking_blind,-0.825676318,-0.68135798,-0.981209482,aedbea55
333,-3.552568524,-3.903603618,6_easy_full,-1.484879879,density,-3.674308211,-4.088129057,-3.762424421,b3e4f78d
334,-0.739526711,-0.702120601,6_easy_full,-2.275987571,interaction_blind,-0.741726333,-0.635607589,-0.873359803,b4abeb7e
335,-2.660603252,-3.792593186,6_easy_full,-2.772138891,linear,-2.558459928,-3.746560337,-2.533107371,b7eae04f
336,-4.105173653,-4.051376225,6_easy_full,-2.646039287,density,-4.724524898,-4.450741445,-5.146107715,b8a11f60
337,-3.421209735,-3.536291816,6_easy_full,-2.828511865,density,-3.489784826,-3.436802894,-3.495526945,cfd6ff5a
338,-3.722526822,-5.792099918,6_easy_full,-2.662033461,density,-3.519305033,-5.325088521,-3.399569101,d3b525de
339,-2.190749134,-2.182768103,6_easy_full,-2.504809873,blocking_blind,-2.293683103,-2.2194121,-2.382381633,d6b67ee1
340,-3.896824183,-5.331385824,6_easy_full,-2.690677556,density,-3.927756512,-5.275337486,-3.895409578,d6d500ab
341,-2.501719133,-3.140498779,6_easy_full,-2.798032882,blocking,-2.550564924,-3.012157597,-2.507453616,dabbe6bb
342,-3.69695007,-6.422993606,6_easy_full,-2.926314041,density,-3.3571443,-6.157210459,-3.299473379,efa7383d
343,-0.825917148,-1.022972592,6_easy_full,-2.440598529,blocking,-1.01530844,-1.103373091,-1.189820431,f9c123d7
344,-2.195730598,-2.461862052,6_easy_full,-2.456531102,interaction,-2.016853793,-2.271713533,-2.066189768,fda4f169
345,-1.964241734,-2.058474114,6_easy_pruned,-2.505579184,blocking,-2.007186468,-2.104572579,-2.000594493,11dfe866
346,-0.743605701,-0.707376375,6_easy_pruned,-2.078971998,interaction_blind,-0.688887269,-0.622456063,-0.850458041,12ebbfd2
347,-1.706352366,-2.437418125,6_easy_pruned,-2.615729214,blocking,-1.9341837,-2.387745163,-2.000231295,16e512d0
348,-2.119982076,-4.112422247,6_easy_pruned,-2.548226562,blocking,-2.289578348,-4.062940842,-2.295525966,19a105e3
349,-4.215930658,-4.146562815,6_easy_pruned,-1.775853818,density,-4.881932999,-4.755847573,-4.983223295,1de715c7
350,-2.286273936,-2.229237574,6_easy_pruned,-2.010077614,density,-2.263091403,-2.148300632,-2.543896366,1fdbc072
351,-3.744904501,-3.212779721,6_easy_pruned,-2.525196882,density,-4.174747696,-3.400465019,-4.11094588,2dca846d
352,-1.466825068,-1.901728273,6_easy_pruned,-2.172512315,interaction,-1.40147352,-1.818847948,-1.505815295,2dfbc35a
353,-2.964913154,-2.505074432,6_easy_pruned,-2.254443828,density,-2.999599344,-2.440346784,-3.064570847,33b693e2
354,-0.977890567,-2.8610217,6_easy_pruned,-2.368894726,interaction,-0.893669464,-2.72390381,-1.054988185,33ebe68d
355,-3.296860794,-3.258405344,6_easy_pruned,-2.421699697,density,-3.292271876,-3.206551774,-3.52478826,46dad3ed
356,-1.938919129,-2.452320343,6_easy_pruned,-2.829553029,blocking,-2.233990172,-2.46845875,-2.137941656,48c70a00
357,-2.485949822,-3.772860485,6_easy_pruned,-2.657239199,blocking,-2.833600191,-3.805767509,-2.815678895,4dc50d03
358,-0.680242009,-0.564875659,6_easy_pruned,-2.747270914,interaction_blind,-0.666475256,-0.40931495,-1.364024407,4dfbc07c
359,-3.029676945,-4.758420245,6_easy_pruned,-2.659379288,linear,-2.681711982,-4.64572767,-2.585930102,55a709fd
360,-1.39013113,-1.958425252,6_easy_pruned,-2.171739902,blocking,-1.542345825,-1.980197434,-1.66887692,58e72ee8
361,-3.155960233,-3.205986377,6_easy_pruned,-2.564949357,linear,-2.423070813,-2.331303002,-2.126164459,62b5140d
362,-3.092478024,-4.189027246,6_easy_pruned,-2.690668059,density,-3.115058276,-4.213537586,-3.151618751,67abc3ab
363,-3.983376685,-3.776543578,6_easy_pruned,-2.69008112,density,-3.978990141,-3.732080306,-3.708820067,67abf219
364,-0.680242009,-0.564875659,6_easy_pruned,-2.747270914,interaction_blind,-0.666475256,-0.40931495,-1.364024407,6aa4f436
365,-2.363882137,-1.614683542,6_easy_pruned,-2.723953273,blocking_blind,-2.736098836,-1.657790363,-2.729468665,6cbbcdf7
366,-2.090960148,-1.37781389,6_easy_pruned,-2.685120872,interaction_blind,-2.425025305,-1.320078942,-2.385368595,6fc70a09
367,-2.592065317,-2.270197669,6_easy_pruned,-2.907728201,blocking_blind,-2.89703326,-2.332674708,-2.859143295,7acbc3e2
368,-1.725841594,-1.602747594,6_easy_pruned,-2.631781164,blocking_blind,-1.795658894,-1.623290678,-1.825505057,7cc119e0
369,-0.973232771,-0.762524978,6_easy_pruned,-2.314922535,blocking_blind,-1.273419503,-0.89985127,-1.398488508,7db4f1d2
370,-1.058149125,-1.071344699,6_easy_pruned,-2.223025602,interaction_blind,-0.958092146,-0.931540146,-1.059544951,8ab71c6b
371,-0.853748584,-0.772145425,6_easy_pruned,-2.448905815,blocking_blind,-1.308938906,-1.165908662,-1.48962559,94abbfb2
372,-2.358856267,-3.619029133,6_easy_pruned,-2.605874617,linear,-2.191233927,-3.549214803,-2.160959229,96afd320
373,-1.708393342,-1.665667892,6_easy_pruned,-2.00026617,interaction_blind,-1.672473477,-1.593147608,-1.867370342,9db10b00
374,-3.470210218,-3.178006072,6_easy_pruned,-2.914655504,interaction_blind,-3.131156542,-2.478259371,-2.719550754,adfac866
375,-0.308669069,-0.259767015,6_easy_pruned,-2.4718053,interaction_blind,-0.24737951,-0.149239231,-0.500308372,b7e510d3
376,-1.934071534,-1.886688519,6_easy_pruned,-2.280501398,interaction_blind,-1.905837902,-1.81709651,-2.11771001,c0cbeef2
377,-1.696712871,-3.007596351,6_easy_pruned,-2.173651054,blocking,-1.820221549,-3.090814514,-1.899344343,c8afed22
378,-0.729583672,-0.68632072,6_easy_pruned,-2.078971998,interaction_blind,-0.692809937,-0.62000405,-0.849921059,c9c757af
379,-1.739233022,-3.949413085,6_easy_pruned,-2.466759816,blocking,-1.795238903,-3.658299228,-1.825331135,d2d73ea5
380,-2.659698915,-3.305502875,6_easy_pruned,-2.713623914,linear,-2.34761251,-3.192017256,-2.328798129,dcfbe5af
381,-2.466373139,-1.279728088,6_easy_pruned,-2.324084617,interaction_blind,-2.456608927,-1.030453751,-2.451277627,ddb7456a
382,-3.209452363,-2.471264903,6_easy_pruned,-2.776813852,interaction_blind,-3.347017063,-2.453435793,-3.333451199,dfa705b9
383,-2.400183323,-3.310680193,6_easy_pruned,-2.943160058,blocking,-2.578578556,-3.207160021,-2.635492051,e1b100ae
384,-3.11629527,-3.598628976,6_easy_pruned,-2.693372141,density,-3.318575941,-3.702739416,-3.265376951,edbbcb60
385,-2.256825497,-2.284173548,6_easy_pruned,-2.639975506,interaction_blind,-2.303190563,-2.188744657,-2.349072877,edbbea2c
386,-0.680242009,-0.564875659,6_easy_pruned,-2.747270914,interaction_blind,-0.666475256,-0.40931495,-1.364024407,faafd1c6
387,-5.287469652,-4.716665453,10_easy_full,-4.230265182,density,-5.138537018,-4.546418766,-4.672808465,16ead0a0
388,-5.09528287,-5.799855768,10_easy_full,-4.774464006,density,-5.245446389,-5.882656463,-5.034723837,1de74153
389,-2.24538169,-2.102136762,10_easy_full,-3.314186005,blocking_blind,-3.271060324,-3.052459476,-4.299827925,1eebf908
390,-3.322219478,-4.009171413,10_easy_full,-3.617753105,blocking,-3.368414553,-3.982145293,-3.72627224,20a4fec4
391,-4.244715603,-3.660955636,10_easy_full,-3.961856346,interaction_blind,-4.172693585,-3.563123456,-3.988365857,23b6924e
392,-2.401828298,-2.190126964,10_easy_full,-3.825981742,blocking_blind,-2.733911477,-2.509480459,-3.045536884,26e680e4
393,-0.827655738,-0.754702021,10_easy_full,-3.717238426,blocking_blind,-1.036907263,-0.945343051,-1.655804794,2fe692a5
394,-1.534428801,-1.322216657,10_easy_full,-3.879243307,blocking_blind,-1.915097495,-1.649674782,-2.36679825,31b4fc9e
395,-3.001679419,-3.912336731,10_easy_full,-4.198857083,blocking,-3.075165828,-3.827011776,-3.366112964,37bffc4e
396,-1.675446699,-1.608465461,10_easy_full,-3.73234789,blocking_blind,-1.993298416,-1.913022555,-2.439893562,3ac5170c
397,-3.228218786,-4.369813637,10_easy_full,-3.479705027,blocking,-3.372271993,-4.405297192,-3.533047038,3dfad0f2
398,-3.973886297,-3.536317394,10_easy_full,-3.932094891,interaction_blind,-3.883486501,-3.429307742,-3.658643335,55c68fc5
399,-2.786515799,-3.10730661,10_easy_full,-4.154196154,blocking,-2.929195175,-3.137637974,-3.223823033,56e6f5d2
400,-3.278123976,-3.219982767,10_easy_full,-4.098010346,blocking_blind,-3.393834501,-3.253809743,-3.466815026,58d72aaf
401,-2.334313624,-3.286896927,10_easy_full,-3.600944669,blocking,-2.578944892,-3.465646335,-2.769728742,5cd6bb63
402,-2.168999724,-3.014602744,10_easy_full,-3.38559673,blocking,-2.252642225,-3.004007726,-2.482819707,67f69d24
403,-2.228842533,-4.281608333,10_easy_full,-4.170513812,blocking,-2.252487438,-4.092485033,-2.525102261,6ac7311a
404,-3.331194306,-3.973716967,10_easy_full,-3.608436414,interaction,-3.300945154,-3.855899343,-3.422320684,6cc4f8b6
405,-3.390090453,-3.40959789,10_easy_full,-4.183309384,blocking,-3.513126626,-3.465314093,-3.603589761,6cd50fc7
406,-2.324071503,-2.303251551,10_easy_full,-3.760395841,blocking_blind,-2.645314535,-2.491771112,-2.878085942,6dfbeafe
407,-2.599979133,-4.074504738,10_easy_full,-4.392860791,blocking,-2.72249078,-3.93361152,-2.932855361,70bffd4d
408,-3.828394231,-3.48412047,10_easy_full,-3.946592034,blocking_blind,-3.92258454,-3.52678357,-3.861338678,72caeffe
409,-3.023622555,-2.863293808,10_easy_full,-3.954654689,blocking_blind,-3.29775988,-3.14788122,-3.505046626,75bbec9c
410,-5.508649616,-5.415942413,10_easy_full,-4.310737081,density,-5.713315049,-5.578881668,-6.058323323,76c104da
411,-3.389731093,-4.419480923,10_easy_full,-4.487013933,blocking,-3.421607129,-4.170910316,-3.4963545,89cbc391
412,-1.259786784,-1.19508472,10_easy_full,-3.326765074,blocking_blind,-1.336265683,-1.255594134,-1.907997748,8de6a2af
413,-2.813581847,-4.005953146,10_easy_full,-4.219850472,blocking,-2.849573677,-3.91569476,-2.972880636,92a70054
414,-1.420756923,-1.353600448,10_easy_full,-3.919592104,blocking_blind,-1.851958597,-1.759046301,-2.360054241,9ae751bc
415,-3.960262578,-5.6561861,10_easy_full,-3.495131233,density,-4.080618648,-5.602224171,-3.915118399,a2d68973
416,-2.239460337,-3.927135364,10_easy_full,-4.09548115,blocking,-2.459456224,-3.848197936,-2.655220932,abdacc98
417,-2.515687419,-2.218192418,10_easy_full,-3.815212148,blocking_blind,-2.714686884,-2.403914281,-3.034867787,acc6e9d4
418,-4.806916855,-4.796972327,10_easy_full,-4.548519247,density,-5.002210117,-4.872111137,-4.774380886,aefbe715
419,-2.599928795,-3.233790091,10_easy_full,-4.142988555,blocking,-2.828981206,-3.327717315,-3.168310579,b4a4f22a
420,-4.295169575,-3.977777371,10_easy_full,-3.908191595,interaction_blind,-4.07378663,-3.733180222,-3.792632649,b8a4fbaa
421,-3.096483151,-4.343917834,10_easy_full,-4.817558055,blocking,-3.128264185,-4.041813677,-3.403513784,b9bbef4c
422,-3.395500439,-2.800339119,10_easy_full,-3.839754923,blocking_blind,-3.497006839,-2.903036861,-3.63300154,c0dfd341
423,-3.330013543,-2.830866573,10_easy_full,-4.072363245,blocking_blind,-3.549666526,-3.057847232,-3.798300533,c6aad6d0
424,-1.881739716,-1.654204118,10_easy_full,-3.757326788,blocking_blind,-2.253954724,-2.012392507,-2.739176519,c8c4f85a
425,-4.202286531,-4.319919461,10_easy_full,-3.805794824,density,-4.237144524,-4.349583188,-4.129975513,cccfd3ac
426,-2.780735021,-2.343253024,10_easy_full,-3.829457014,blocking_blind,-2.930577641,-2.479181826,-3.169409327,cff10c9a
427,-3.559401365,-4.20235223,10_easy_full,-4.403396729,blocking,-3.663068556,-4.119064276,-3.806414245,d0e6841e
428,-3.980757489,-3.443520562,10_easy_full,-3.975199265,blocking_blind,-4.033266088,-3.479229607,-3.937664483,d4cbca4e
429,-2.4161333,-3.271846816,10_easy_full,-3.636334247,blocking,-2.619696702,-3.306500332,-2.807439768,d6c10e9a
430,-3.345803659,-3.77472056,10_easy_full,-3.974001009,blocking,-3.487805967,-3.830208062,-3.479165483,dacfd3d4
431,-2.064490823,-1.990547531,10_easy_full,-3.538823194,blocking_blind,-2.396120148,-2.296485855,-2.983128369,daf74d3f
