,blocking,blocking_blind,board,density,heuristic,interaction,interaction_blind,linear,userid
63,-2.281348877,-2.850684239,6_hard_full,-3.251509354,blocking,-2.293693494,-2.737811464,-2.353012804,90c60de8
64,-4.463245896,-2.569005546,6_hard_full,-2.776212106,interaction_blind,-4.57649853,-2.369399213,-4.311652775,91a61ead
65,-1.748340781,-1.644683649,6_hard_full,-2.705415465,blocking_blind,-1.805754771,-1.718829478,-1.963307804,91cfd7fb
66,-2.52548809,-2.628195062,6_hard_full,-3.046145594,blocking,-2.562986771,-2.676010626,-2.557678025,92b722f3
67,-2.195702439,-2.034340167,6_hard_full,-2.952226883,interaction_blind,-2.155997959,-2.015474597,-2.277397471,94d6ef33
68,-2.692863273,-2.873492011,6_hard_full,-3.377887035,blocking,-2.774924681,-2.861048895,-2.758838797,94e4c554
69,-3.756478659,-2.790149339,6_hard_full,-3.514779022,interaction_blind,-3.502503148,-2.641622117,-3.448969903,98c4bf54
70,-2.934995967,-2.89145635,6_hard_full,-2.487362212,density,-2.750303735,-2.890376381,-2.734513982,9adbc2df
71,-3.132418664,-3.710098973,6_hard_full,-3.084342309,density,-3.224150278,-3.660698995,-3.095643923,9dc50a3d
72,-2.318223871,-1.778606878,6_hard_full,-2.570063114,interaction_blind,-2.215606593,-1.75273539,-2.136583975,9df60bf8
73,-3.73803434,-3.681025225,6_hard_full,-1.841968343,density,-3.926386183,-3.867306087,-4.270383767,a2f6ba1d
74,-2.551516646,-1.730473023,6_hard_full,-2.873101527,blocking_blind,-2.594890724,-1.869001522,-2.675435623,a3d4c3b2
75,-2.936428092,-2.714883086,6_hard_full,-2.749620889,blocking_blind,-2.94810379,-2.767383497,-2.917113632,a3d5dfda
76,-2.822698795,-3.287133405,6_hard_full,-2.849298461,blocking,-2.979383001,-3.197399555,-2.937437011,a4c60d7a
77,-1.826215282,-1.776542509,6_hard_full,-2.880204785,interaction_blind,-1.934113453,-1.769174852,-2.035418187,a6f610e1
78,-4.083445143,-3.801104156,6_hard_full,-2.987673367,density,-4.233468167,-3.764543949,-4.008528644,acd61c3d
79,-2.554135095,-2.229717761,6_hard_full,-3.02806834,blocking_blind,-2.663209617,-2.324536625,-2.700326819,ada4c06f
80,-2.985448916,-2.23457865,6_hard_full,-3.16007958,blocking_blind,-2.959094945,-2.325893352,-2.990092834,b0d518a1
81,-2.242054271,-2.386656171,6_hard_full,-2.785597143,interaction,-2.213368231,-2.324133544,-2.266432557,b2d60bc9
82,-1.769186627,-2.282308338,6_hard_full,-3.183438574,blocking,-1.824990338,-2.257753039,-1.86926263,b7a4fe27
83,-2.237052505,-1.678167307,6_hard_full,-2.088389583,interaction_blind,-1.987793056,-1.484318789,-1.903168946,b8e4bf48
84,-1.151370424,-1.240524955,6_hard_full,-2.385518098,blocking,-1.1888537,-1.298431966,-1.408974281,bae515f2
85,-1.560484385,-1.474512887,6_hard_full,-2.785011242,blocking_blind,-2.262948197,-2.183926674,-3.106826321,bca5dc5e
86,-3.028300318,-2.779070934,6_hard_full,-3.4031948,blocking_blind,-3.117143532,-2.897982063,-3.071256943,bcdfd2df
87,-1.846795728,-1.823569955,6_hard_full,-2.90955574,blocking_blind,-2.029026061,-2.04884524,-2.322405945,bed50a1d
88,-2.154360064,-1.834642704,6_hard_full,-2.660855773,blocking_blind,-2.147916981,-1.856075462,-2.290194166,bfa60c8b
89,-1.972521221,-2.067440915,6_hard_full,-2.938188082,linear,-1.94944265,-1.947456281,-1.946611453,bfe4c87d
90,-1.535337121,-2.060609046,6_hard_full,-2.646531956,interaction,-1.511082889,-2.069755622,-1.653926262,c0f60e45
91,-2.663655583,-2.620936604,6_hard_full,-2.785011242,interaction_blind,-2.35211331,-2.263998964,-2.433855549,c5e4c4a5
92,-5.214251017,-4.37523644,6_hard_full,-3.380150344,density,-5.285395574,-4.536169764,-5.302796306,c6b4c141
93,-3.524813837,-2.739944272,6_hard_full,-3.015469877,blocking_blind,-3.629698862,-2.866360151,-3.578548643,c6b60d63
94,-2.185406636,-2.798797493,6_hard_full,-3.065427797,blocking,-2.246324517,-2.811682014,-2.31747224,c7a61295
95,-3.320321436,-1.993729692,6_hard_full,-2.857762547,interaction_blind,-3.250801119,-1.939070297,-3.193373884,c7a67aab
96,-2.861927028,-2.575439624,6_hard_full,-2.938074665,interaction_blind,-2.873117441,-2.51614571,-2.877754822,c8a4fa50
97,-1.935281049,-2.762889177,6_hard_full,-2.821961659,blocking,-2.14290181,-2.803717249,-2.244954006,c8f4c13d
98,-1.866222432,-1.82021698,6_hard_full,-2.812668135,blocking_blind,-2.28335221,-2.222624182,-2.53653245,cab61023
99,-2.58091264,-2.106941819,6_hard_full,-2.830731508,interaction_blind,-2.521256247,-2.084800247,-2.469151764,cceac8ca
100,-2.632010227,-2.202334709,6_hard_full,-2.743592248,blocking_blind,-2.671991719,-2.234162339,-2.574064755,cee4bfa4
101,-2.992726054,-2.908595235,6_hard_full,-3.501730705,blocking_blind,-3.10554566,-3.014007219,-3.09391657,cfc5dcb3
102,-0.910927859,-0.853632649,6_hard_full,-2.786552076,blocking_blind,-1.634085681,-1.554092788,-1.692125947,d2a60bac
103,-5.239540975,-3.877212967,6_hard_full,-3.997377254,blocking_blind,-5.334553293,-4.083145613,-5.164975213,d8f6387b
104,-2.732543168,-1.998978781,6_hard_full,-2.765703695,interaction_blind,-2.672595931,-1.803398104,-2.622462926,dbe71b15
105,-2.7102501,-1.714354966,6_hard_full,-2.475734535,interaction_blind,-2.576768015,-1.54569504,-2.527788175,dcc4f10e
106,-2.003202195,-2.117527197,6_hard_full,-2.58445746,blocking,-2.165001442,-2.177511792,-2.282176508,dfcbf407
107,-2.420438878,-2.49500252,6_hard_full,-2.632663364,blocking,-2.433557976,-2.595836235,-2.478686827,dfe6bee3
108,-1.047115543,-1.019030655,6_hard_full,-2.828268961,blocking_blind,-1.423534773,-1.384712096,-1.669866135,e0d4bfdf
109,-2.338386654,-2.239329613,6_hard_full,-2.448539006,interaction_blind,-2.026844381,-1.882391974,-2.174073891,e9c4c917
110,-3.270615162,-3.093893379,6_hard_full,-3.805993619,linear,-3.154696978,-3.251141226,-3.083817169,ead61455
111,-2.126500752,-2.086845914,6_hard_full,-2.888688954,blocking_blind,-2.271601004,-2.230115219,-2.420981522,ebc61801
112,-2.640703969,-2.298089699,6_hard_full,-2.911468026,interaction_blind,-2.42955759,-2.150548283,-2.341026095,eec7360c
113,-3.236789307,-3.32631238,6_hard_full,-3.537004819,blocking,-3.301841094,-3.518709057,-3.410183471,efebc5bb
114,-3.814077793,-2.348290841,6_hard_full,-2.883038388,interaction_blind,-3.74641437,-2.125708505,-3.847283629,eff4bf48
115,-1.300587108,-1.321257007,6_hard_full,-2.821971668,blocking,-1.374188513,-1.433017002,-1.620246488,f1e613a1
116,-2.181840143,-2.239329613,6_hard_full,-2.602689685,interaction,-1.87029787,-1.882391974,-2.010536314,f1ebd0b7
117,-1.932773846,-2.013921689,6_hard_full,-2.924123453,blocking,-2.105373316,-2.068915075,-2.132396756,f2f60bd9
118,-2.478336699,-3.044697696,6_hard_full,-2.756738067,blocking,-2.613959194,-2.957295213,-2.576962808,f3dbeb7e
119,-2.276429056,-2.825538089,6_hard_full,-2.770846303,blocking,-2.417593164,-2.68100979,-2.321617582,f4a6108e
120,-3.247299985,-3.50502689,6_hard_full,-3.466892306,linear,-3.336148953,-3.502992761,-3.163125325,f6fbf6b1
121,-3.669817268,-2.32732465,6_hard_full,-3.081154522,blocking_blind,-3.598492696,-2.472316794,-3.642227753,f7b4bfae
122,-3.859851119,-4.692703619,6_hard_full,-3.830910727,density,-4.020387581,-4.489115355,-3.912270792,f8d60bcb
123,-3.620957027,-3.175649365,6_hard_full,-3.027537682,density,-3.616056316,-3.105659577,-3.313719737,fac10d6e
124,-3.83444895,-4.04138662,6_hard_full,-3.89013462,linear,-3.793141197,-3.865391009,-3.582200904,fac6126a
125,-1.816691951,-1.91635227,6_hard_full,-2.891195105,interaction,-1.814389454,-1.92071122,-1.900196451,fde4bf4b
126,-2.616761339,-2.78217721,6_hard_full,-2.315007613,interaction,-2.305219066,-2.425239571,-2.380099806,ffa4c00b
127,-2.933862925,-3.062020011,6_hard_full,-3.230301548,blocking,-2.973954354,-3.144831734,-3.171028071,fff4bf68
128,-4.601962776,-1.703750853,6_hard_pruned,-2.417974456,interaction_blind,-4.639430668,-1.548077771,-4.576432235,11a64b43
129,-2.057248738,-2.004172095,6_hard_pruned,-2.250924363,interaction_blind,-2.057827731,-1.874026744,-1.979908511,11a64d17
130,-2.009230478,-2.137646975,6_hard_pruned,-2.944829427,blocking,-2.037775277,-2.119655945,-2.079722917,11e652f7
131,-1.085545475,-1.735374619,6_hard_pruned,-2.502314574,blocking,-1.286715507,-1.740526264,-1.40211116,14d64999
132,-1.247970675,-1.641915223,6_hard_pruned,-2.947382535,blocking,-1.396878166,-1.83196949,-1.656955829,16d516ad
133,-1.355346975,-1.29661832,6_hard_pruned,-2.950174904,blocking_blind,-1.633087243,-1.531284848,-1.848965298,1dac01e7
134,-2.958348876,-2.394329428,6_hard_pruned,-3.046816556,blocking_blind,-3.162117494,-2.547930616,-3.187297923,25b4e27c
135,-2.051180222,-1.933653259,6_hard_pruned,-2.580266752,interaction_blind,-2.021897704,-1.864649506,-2.003453916,25cfdeaf
136,-2.04843147,-1.615385144,6_hard_pruned,-1.956210206,interaction_blind,-1.706630691,-1.420600467,-1.68223501,28e6483c
137,-2.862434512,-2.274949013,6_hard_pruned,-3.097956971,blocking_blind,-2.920588356,-2.500862358,-2.914634495,2ab4ecbb
138,-2.322054314,-2.329466502,6_hard_pruned,-2.849667477,blocking,-2.455412631,-2.372534233,-2.423363366,2afbbf79
139,-3.076305803,-1.91157935,6_hard_pruned,-2.598291111,interaction_blind,-2.766803079,-1.757349546,-2.462899939,2ca66220
140,-2.086938385,-1.615814435,6_hard_pruned,-2.872936301,blocking_blind,-2.236029655,-1.773964516,-2.393107055,2cb650ed
141,-2.585048438,-2.489814476,6_hard_pruned,-2.475520306,linear,-2.308205731,-2.365638003,-2.236761527,2fa647f5
142,-2.047705542,-1.774411976,6_hard_pruned,-2.640531992,blocking_blind,-2.104072256,-1.861628502,-2.063414752,2ff50f64
143,-2.902394744,-2.874535232,6_hard_pruned,-3.127659713,linear,-2.868154962,-2.938639257,-2.786897523,30c4e230
144,-3.892260365,-2.875188061,6_hard_pruned,-2.935477652,interaction_blind,-4.024251538,-2.739623823,-3.742998538,30e4feac
145,-2.581652814,-2.115082858,6_hard_pruned,-1.927166894,density,-2.284414767,-1.952762295,-2.266638817,33e649bd
146,-0.628536257,-0.591490872,6_hard_pruned,-2.729315093,blocking_blind,-0.798700783,-0.755768535,-1.101213747,3ad4e7d3
147,-2.058836942,-2.027965788,6_hard_pruned,-2.698216948,blocking_blind,-2.200640715,-2.164863841,-2.452734851,3ef64929
148,-1.517507432,-1.412046396,6_hard_pruned,-2.577688383,blocking_blind,-2.234043307,-2.093421355,-3.183203591,3fa64b7b
149,-2.341300137,-1.922413358,6_hard_pruned,-1.937512218,interaction_blind,-2.022260747,-1.754766766,-2.063206147,40e4e2b8
150,-2.740464417,-2.773512606,6_hard_pruned,-2.904706526,blocking,-2.799360144,-2.792328839,-2.835223967,43e64821
151,-2.322918242,-1.696565501,6_hard_pruned,-2.216622411,interaction_blind,-2.056678946,-1.480669882,-1.924291554,44a65230
152,-1.624122912,-1.771072039,6_hard_pruned,-2.19242808,interaction,-1.4426231,-1.606468336,-1.445481266,45b64f9c
153,-2.060996524,-1.634816429,6_hard_pruned,-1.919745895,interaction_blind,-1.707419242,-1.430121183,-1.685723486,49c72e9b
154,-2.46088213,-3.298737411,6_hard_pruned,-2.623424559,blocking,-2.815927167,-3.382606984,-2.997649164,4bca7fc9
155,-2.27405034,-2.176863123,6_hard_pruned,-2.423537703,interaction_blind,-1.937918401,-1.791886655,-2.063997367,4ca649a6
156,-2.351082898,-2.727550578,6_hard_pruned,-2.861909667,blocking,-2.485860351,-2.681361397,-2.447670088,4ca65156
157,-2.712849033,-1.819827096,6_hard_pruned,-2.575943871,interaction_blind,-2.675287845,-1.704573616,-2.663774502,4cb651bd
158,-2.274466734,-1.829843126,6_hard_pruned,-2.753587291,blocking_blind,-2.412915619,-1.877808438,-2.535002934,4ed4e40b
159,-2.109448802,-2.035317006,6_hard_pruned,-2.865763724,blocking_blind,-2.188843343,-2.132697608,-2.260884265,4ee64c2a
160,-1.933255874,-2.70020126,6_hard_pruned,-2.59926792,blocking,-2.009197608,-2.487053006,-1.960679156,51a4e32d
161,-3.391390717,-2.800055182,6_hard_pruned,-3.12110823,blocking_blind,-3.614337382,-2.904945289,-3.729775299,53a654e5
162,-3.031827831,-2.775803705,6_hard_pruned,-2.729938784,density,-2.988801369,-2.750443166,-3.075187767,53d65632
163,-2.335134525,-2.616909198,6_hard_pruned,-2.976315896,blocking,-2.447754065,-2.514164528,-2.377784853,59d4e268
164,-2.526640552,-2.475537699,6_hard_pruned,-2.524512998,interaction_blind,-2.524855411,-2.473250435,-2.683623847,5adff9a5
165,-1.588891689,-1.718041384,6_hard_pruned,-2.449213274,interaction,-1.521845978,-1.692592338,-1.576701814,5dbfe29c
166,-0.79803343,-0.763897743,6_hard_pruned,-2.502236817,blocking_blind,-0.921141643,-0.881258659,-1.182786336,5dd4e3a2
167,-3.357896005,-3.685952884,6_hard_pruned,-2.862002825,density,-3.348989498,-3.546461324,-3.272571466,5fa651bb
168,-3.084839506,-2.816471284,6_hard_pruned,-3.194921718,blocking_blind,-3.09772121,-2.911082502,-3.044102491,61e65cc1
169,-4.118286055,-3.071578517,6_hard_pruned,-3.655834035,interaction_blind,-4.126875971,-2.849522457,-3.91289776,65afea1f
170,-1.072023516,-1.038835664,6_hard_pruned,-2.123773024,blocking_blind,-1.124273695,-1.085234863,-1.316585955,65e519cb
171,-3.06940198,-2.487535506,6_hard_pruned,-3.027117983,interaction_blind,-2.976979178,-2.483586617,-2.916909583,65f4e348
172,-2.958605841,-2.724359141,6_hard_pruned,-3.464613072,interaction_blind,-2.937462532,-2.67892657,-2.796130538,67f4ea8a
173,-3.56714465,-2.151881461,6_hard_pruned,-2.527197357,interaction_blind,-3.435662048,-2.049200013,-3.417571183,67f64a50
174,-2.689530997,-2.012051379,6_hard_pruned,-2.67148328,blocking_blind,-2.812285701,-2.223474594,-2.78091408,68c659b8
175,-0.91910284,-0.887045508,6_hard_pruned,-2.340038048,blocking_blind,-1.008599399,-0.970894463,-1.241052471,6bb10472
176,-2.607614146,-3.492825299,6_hard_pruned,-3.129869411,blocking,-2.836695431,-3.674253276,-2.791296011,6bb4e746
177,-2.397738088,-2.194603708,6_hard_pruned,-2.721047707,interaction_blind,-2.459444239,-2.154413345,-2.396092347,6dd103e2
178,-3.006460356,-2.474989682,6_hard_pruned,-3.079613832,blocking_blind,-3.028110526,-2.597074526,-3.047651794,6de4e267
179,-1.517507432,-1.412046396,6_hard_pruned,-2.577688383,blocking_blind,-2.234043307,-2.093421355,-3.183203591,74e11ee8
180,-4.358681214,-3.721302109,6_hard_pruned,-3.068666401,density,-3.968207492,-3.386502593,-3.555833559,7da4f147
181,-1.67267289,-1.787139393,6_hard_pruned,-2.480188105,blocking,-1.683182075,-1.696684622,-1.688796712,7dd704e0
182,-2.947499492,-3.187966179,6_hard_pruned,-3.021988493,linear,-2.963933568,-3.039702666,-2.825169804,7df4e828
183,-0.908167577,-0.871093826,6_hard_pruned,-2.340038048,blocking_blind,-1.007395911,-0.964242172,-1.238282148,80f4e933
184,-1.02159585,-1.160940819,6_hard_pruned,-2.402273629,interaction,-1.001552185,-1.095870124,-1.132861068,81c11c9f
185,-3.112365461,-2.39837664,6_hard_pruned,-3.000614112,interaction_blind,-3.102020523,-2.329833828,-3.053857647,82a4e284
186,-2.681256181,-2.077064255,6_hard_pruned,-2.383343066,interaction_blind,-2.450897065,-1.902610754,-2.339594534,83c64bf9
187,-2.539292145,-2.345320148,6_hard_pruned,-2.724510335,interaction_blind,-2.471416239,-2.308421058,-2.472024283,84f4e263
188,-1.741360005,-1.79618407,6_hard_pruned,-2.728886159,blocking,-1.840719969,-1.922791732,-1.83503834,85b4e5c4
189,-2.237626823,-1.629721886,6_hard_pruned,-2.451442555,blocking_blind,-2.216411656,-1.636390795,-2.318635492,92a74a76
190,-2.436684804,-2.367666618,6_hard_pruned,-2.591773822,interaction_blind,-2.100552866,-1.98269015,-2.193888196,95a648a3
191,-1.626003027,-1.891134597,6_hard_pruned,-2.577589441,linear,-1.594928653,-1.772833398,-1.478880083,9be4eb1b
192,-4.759968487,-2.706872967,6_hard_pruned,-3.428001022,interaction_blind,-4.784970221,-2.703869984,-4.723789041,9dd66bae
193,-2.757192743,-3.004597906,6_hard_pruned,-2.688955743,density,-2.692831506,-2.969884876,-2.782848836,a0d659c9
194,-3.267646137,-3.117491476,6_hard_pruned,-3.190425528,blocking_blind,-3.401012555,-3.178553814,-3.356041287,a0f4f1bf
195,-2.649093385,-2.084317888,6_hard_pruned,-2.542514797,interaction_blind,-2.349191005,-1.878678149,-2.203388561,a1e4e2c3
196,-2.139242206,-1.792468844,6_hard_pruned,-2.702716585,interaction_blind,-1.877476746,-1.53435133,-1.996246452,a2ebe618
197,-3.280809413,-2.71345011,6_hard_pruned,-1.84089639,density,-3.274941382,-2.552878621,-3.2735212,a3b4e28e
198,-3.790133771,-3.721829554,6_hard_pruned,-1.841440773,density,-3.991931276,-3.907783979,-4.351854279,a5a65415
199,-2.114948524,-2.310155637,6_hard_pruned,-2.74270985,blocking,-2.22355006,-2.240224585,-2.262730838,aafbd6ab
200,-2.956119263,-2.583550707,6_hard_pruned,-2.952109084,blocking_blind,-3.14760645,-2.655377922,-3.018725665,aed647d3
201,-1.605985205,-2.103056015,6_hard_pruned,-2.37984494,interaction,-1.538470263,-2.089667831,-1.629397008,b0e1157c
202,-3.780658972,-3.447264583,6_hard_pruned,-3.310200549,density,-3.753786756,-3.346612302,-3.544224038,b2b4e2c1
203,-1.782112479,-2.273357046,6_hard_pruned,-2.62581691,blocking,-1.910767816,-2.150365678,-1.917921626,b2e4e98a
204,-2.082973557,-1.397983218,6_hard_pruned,-2.575189608,blocking_blind,-2.093245728,-1.444274323,-2.217707714,b8f4e433
205,-1.302321539,-2.131683551,6_hard_pruned,-2.705694638,blocking,-1.581918985,-2.084465853,-1.503515487,b9e512db
206,-3.333037242,-3.387076057,6_hard_pruned,-3.69724717,blocking,-3.527100714,-3.441950446,-3.456619744,bad4f1b5
207,-2.907414499,-3.286003315,6_hard_pruned,-3.562045518,blocking,-3.197322457,-3.447509032,-3.249381637,bae4ffc0
208,-1.999866978,-2.09888363,6_hard_pruned,-2.730512924,blocking,-2.123601047,-2.182407706,-2.159021721,bdf4e34a
209,-3.330567988,-1.595516826,6_hard_pruned,-2.336456341,interaction_blind,-3.224308348,-1.391589476,-3.238947584,bff4e70e
210,-3.816841919,-3.704121323,6_hard_pruned,-2.76000994,density,-3.480709981,-3.319144855,-3.375387284,c7a6593f
211,-2.14801685,-1.522814378,6_hard_pruned,-1.985980762,interaction_blind,-1.882583747,-1.30781615,-1.798350953,c7c4e29b
212,-2.443205561,-1.831429365,6_hard_pruned,-2.603813041,blocking_blind,-2.521055135,-1.867381948,-2.545781009,c7fffe38
213,-2.87347223,-2.55198804,6_hard_pruned,-2.605413695,interaction_blind,-2.880447546,-2.332785199,-2.776855635,c9f64da2
214,-0.791654527,-0.754592595,6_hard_pruned,-2.502236817,blocking_blind,-0.920439608,-0.877378156,-1.181170314,ccc4e27e
