userid,board_name,solved,explore_time,size,type,condition,exploit_time,explore_time_sec,id_fake
dfe6bee3,6_hard_full,wrong,25882,6,hard,full,15210,25.882,1191
3ac5170c,10_easy_full,validatedCorrect,25904,10,easy,full,23326,25.904,1192
2dfbc35a,6_easy_pruned,wrong,25924,6,easy,pruned,5734,25.924,1193
f8e11654,10_medium_full,wrong,26003,10,medium,full,20081,26.003,1194
76abf978,10_medium_full,validatedCorrect,26005,10,medium,full,9117,26.005,1195
19a105e3,6_easy_pruned,validatedCorrect,26007,6,easy,pruned,21144,26.007,1196
5de11557,6_easy_full,validatedCorrect,26008,6,easy,full,15581,26.008,1197
5de11557,6_easy_full,validatedCorrect,26072,6,easy,full,6073,26.072,1198
6cc4f8b6,10_easy_full,wrong,26091,10,easy,full,18742,26.091,1199
7bf4bf38,6_hard_full,wrong,26092,6,hard,full,22428,26.092,1200
7dea8d37,10_hard_pruned,wrong,26098,10,hard,pruned,20346,26.098,1201
86f6e2cb,6_easy_full,wrong,26181,6,easy,full,24458,26.181,1202
31b4fc9e,10_easy_full,validatedCorrect,26244,10,easy,full,12214,26.244,1203
9ae751bc,10_easy_full,wrong,26379,10,easy,full,25384,26.379,1204
67abc3ab,6_easy_pruned,wrong,26390,6,easy,pruned,15909,26.39,1205
59d51c4c,6_easy_full,solvedCorrect,26412,6,easy,full,6996,26.412,1206
9adbc2df,6_hard_full,wrong,26502,6,hard,full,19603,26.502,1207
a0a4f4ea,10_medium_full,wrong,26514,10,medium,full,0,26.514,1208
c8a4fa50,6_hard_full,wrong,26633,6,hard,full,19815,26.633,1209
75ffd9e8,10_hard_full,validatedCorrect,26656,10,hard,full,20584,26.656,1210
70bffd4d,10_easy_full,wrong,26746,10,easy,full,25507,26.746,1211
33ebe68d,6_easy_pruned,wrong,26794,6,easy,pruned,17840,26.794,1212
1ff4f828,10_hard_full,wrong,26799,10,hard,full,14201,26.799,1213
a7b511d6,10_medium_full,wrong,26808,10,medium,full,17010,26.808,1214
acc6e9d4,10_easy_full,wrong,26844,10,easy,full,13102,26.844,1215
86f6e2cb,6_easy_full,wrong,26866,6,easy,full,14705,26.866,1216
dabbe6bb,6_easy_full,wrong,26875,6,easy,full,16739,26.875,1217
55c68fc5,10_easy_full,wrong,26899,10,easy,full,21017,26.899,1218
86f6e2cb,6_easy_full,wrong,26906,6,easy,full,4961,26.906,1219
ecefd3a0,10_medium_pruned,validatedCorrect,26909,10,medium,pruned,2420,26.909,1220
cce7504c,10_hard_pruned,solvedCorrect,26937,10,hard,pruned,21642,26.937,1221
c6c100be,10_medium_full,wrong,26983,10,medium,full,22240,26.983,1222
d0f687f1,10_medium_pruned,validatedCorrect,27015,10,medium,pruned,9538,27.015,1223
12eacae6,6_easy_full,wrong,27087,6,easy,full,2055,27.087,1224
53c4c041,6_hard_full,wrong,27164,6,hard,full,9644,27.164,1225
54f6b927,10_medium_full,wrong,27165,10,medium,full,23483,27.165,1226
12eacae6,6_easy_full,wrong,27236,6,easy,full,25132,27.236,1227
c7a67aab,6_hard_full,wrong,27304,6,hard,full,23086,27.304,1228
f8e11654,10_medium_full,wrong,27333,10,medium,full,22117,27.333,1229
c0dfd341,10_easy_full,wrong,27378,10,easy,full,2640,27.378,1230
93ebead7,10_medium_pruned,validatedCorrect,27396,10,medium,pruned,25163,27.396,1231
add50f98,10_hard_full,wrong,27404,10,hard,full,22515,27.404,1232
f5dac888,10_easy_full,wrong,27485,10,easy,full,17652,27.485,1233
7dd704e0,6_hard_pruned,wrong,27491,6,hard,pruned,15133,27.491,1234
33a74451,10_medium_pruned,wrong,27545,10,medium,pruned,15433,27.545,1235
8bc69c49,10_hard_full,solvedCorrect,27631,10,hard,full,26617,27.631,1236
d6c10e9a,10_easy_full,wrong,27684,10,easy,full,17507,27.684,1237
a3d4c3b2,6_hard_full,solvedCorrect,27857,6,hard,full,24460,27.857,1238
acc6e9d4,10_easy_full,wrong,27859,10,easy,full,14904,27.859,1239
46c12352,10_easy_pruned,wrong,27944,10,easy,pruned,6752,27.944,1240
8df4f6e8,6_easy_full,wrong,27983,6,easy,full,27347,27.983,1241
6cbbcdf7,6_easy_pruned,solvedCorrect,28012,6,easy,pruned,5645,28.012,1242
94e4c554,6_hard_full,wrong,28028,6,hard,full,27216,28.028,1243
9dc50a3d,6_hard_full,solvedCorrect,28037,6,hard,full,5704,28.037,1244
8defd34b,10_easy_pruned,validatedCorrect,28061,10,easy,pruned,11017,28.061,1245
b9e512db,6_hard_pruned,wrong,28123,6,hard,pruned,15942,28.123,1246
d4cbca4e,10_easy_full,validatedCorrect,28136,10,easy,full,8371,28.136,1247
54d4fd9d,10_medium_full,wrong,28170,10,medium,full,12555,28.17,1248
cfd6ff5a,6_easy_full,wrong,28289,6,easy,full,26151,28.289,1249
54d4fd9d,10_medium_full,wrong,28307,10,medium,full,19311,28.307,1250
59d51c4c,6_easy_full,solvedCorrect,28363,6,easy,full,27455,28.363,1251
9adbc2df,6_hard_full,wrong,28371,6,hard,full,25434,28.371,1252
4cb73467,10_medium_full,solvedCorrect,28373,10,medium,full,26238,28.373,1253
70da8cfb,6_hard_full,wrong,28399,6,hard,full,13761,28.399,1254
b4a4f22a,10_easy_full,solvedCorrect,28402,10,easy,full,23945,28.402,1255
a0a4f4ea,10_medium_full,wrong,28455,10,medium,full,27973,28.455,1256
31b4fc9e,10_easy_full,validatedCorrect,28458,10,easy,full,12980,28.458,1257
c3dfd812,10_easy_pruned,validatedCorrect,28469,10,easy,pruned,8633,28.469,1258
abdacc98,10_easy_full,wrong,28541,10,easy,full,22029,28.541,1259
fcb764e3,10_hard_pruned,wrong,28549,10,hard,pruned,21630,28.549,1260
b0d518a1,6_hard_full,wrong,28590,6,hard,full,16353,28.59,1261
cce7504c,10_hard_pruned,solvedCorrect,28635,10,hard,pruned,27817,28.635,1262
cfd6ff5a,6_easy_full,wrong,28662,6,easy,full,25365,28.662,1263
c0dfd341,10_easy_full,wrong,28736,10,easy,full,20078,28.736,1264
d0e6841e,10_easy_full,validatedCorrect,28740,10,easy,full,27582,28.74,1265
a6bff327,6_easy_full,wrong,28805,6,easy,full,25528,28.805,1266
25dfef96,6_easy_full,wrong,28809,6,easy,full,24203,28.809,1267
38abe966,6_easy_full,solvedCorrect,28908,6,easy,full,11890,28.908,1268
c8a4fa50,6_hard_full,wrong,28958,6,hard,full,27965,28.958,1269
d4cbca4e,10_easy_full,validatedCorrect,29002,10,easy,full,27924,29.002,1270
34cffc40,6_easy_full,wrong,29006,6,easy,full,7287,29.006,1271
63e5efe1,6_hard_full,wrong,29035,6,hard,full,28004,29.035,1272
7dd704e0,6_hard_pruned,wrong,29102,6,hard,pruned,28009,29.102,1273
2bcfe659,6_easy_full,solvedCorrect,29223,6,easy,full,10489,29.223,1274
9ae751bc,10_easy_full,wrong,29272,10,easy,full,28346,29.272,1275
c0dfd341,10_easy_full,wrong,29303,10,easy,full,19497,29.303,1276
e3a4effd,10_medium_full,wrong,29317,10,medium,full,13864,29.317,1277
40a74de0,6_easy_full,validatedCorrect,29369,6,easy,full,15372,29.369,1278
d1cac84b,10_hard_pruned,wrong,29446,10,hard,pruned,2726,29.446,1279
16e512d0,6_easy_pruned,validatedCorrect,29469,6,easy,pruned,3522,29.469,1280
f9c123d7,6_easy_full,wrong,29477,6,easy,full,9681,29.477,1281
72caeffe,10_easy_full,wrong,29532,10,easy,full,27579,29.532,1282
4cb73467,10_medium_full,solvedCorrect,29556,10,medium,full,26875,29.556,1283
b0c6f3a8,10_medium_pruned,validatedCorrect,29568,10,medium,pruned,10774,29.568,1284
abdacc98,10_easy_full,wrong,29569,10,easy,full,27299,29.569,1285
54f6b927,10_medium_full,wrong,29597,10,medium,full,22430,29.597,1286
32b10037,6_easy_full,wrong,29606,6,easy,full,12593,29.606,1287
f4c4f33c,10_hard_pruned,wrong,29637,10,hard,pruned,25816,29.637,1288
46c12352,10_easy_pruned,wrong,29638,10,easy,pruned,28132,29.638,1289
7dea8d37,10_hard_pruned,wrong,29692,10,hard,pruned,3835,29.692,1290
94d6ef33,6_hard_full,wrong,29714,6,hard,full,14933,29.714,1291
8df4f6e8,6_easy_full,wrong,29776,6,easy,full,18810,29.776,1292
58d72aaf,10_easy_full,wrong,29797,10,easy,full,18165,29.797,1293
6cc4f8b6,10_easy_full,wrong,29826,10,easy,full,5548,29.826,1294
f5dac888,10_easy_full,wrong,29860,10,easy,full,746,29.86,1295
ddb7456a,6_easy_pruned,validatedCorrect,29877,6,easy,pruned,11655,29.877,1296
77ba7edc,10_hard_pruned,validatedCorrect,30046,10,hard,pruned,18946,30.046,1297
d6d500ab,6_easy_full,validatedCorrect,30054,6,easy,full,20288,30.054,1298
26e680e4,10_easy_full,wrong,30069,10,easy,full,29330,30.069,1299
f1fbe0de,10_easy_full,wrong,30095,10,easy,full,20011,30.095,1300
c8afed22,6_easy_pruned,validatedCorrect,30148,6,easy,pruned,10955,30.148,1301
aceaccbc,10_hard_full,validatedCorrect,30184,10,hard,full,1215,30.184,1302
40a74de0,6_easy_full,validatedCorrect,30243,6,easy,full,28761,30.243,1303
5adff9a5,6_hard_pruned,wrong,30255,6,hard,pruned,24113,30.255,1304
e1b100ae,6_easy_pruned,validatedCorrect,30268,6,easy,pruned,17686,30.268,1305
26e680e4,10_easy_full,wrong,30311,10,easy,full,6442,30.311,1306
cdc50047,10_easy_pruned,validatedCorrect,30343,10,easy,pruned,29524,30.343,1307
23b6924e,10_easy_full,solvedCorrect,30357,10,easy,full,29611,30.357,1308
ada4c06f,6_hard_full,wrong,30433,6,hard,full,28822,30.433,1309
19a105e3,6_easy_pruned,validatedCorrect,30435,6,easy,pruned,23753,30.435,1310
32b10037,6_easy_full,wrong,30473,6,easy,full,20354,30.473,1311
d3b525de,6_easy_full,wrong,30479,6,easy,full,2268,30.479,1312
21abc061,10_hard_full,wrong,30484,10,hard,full,25513,30.484,1313
68d5e249,6_hard_full,wrong,30638,6,hard,full,26114,30.638,1314
e6efec72,10_hard_pruned,validatedCorrect,30646,10,hard,pruned,22757,30.646,1315
41bad9a2,10_hard_pruned,validatedCorrect,30647,10,hard,pruned,25929,30.647,1316
7dea8d37,10_hard_pruned,wrong,30666,10,hard,pruned,28733,30.666,1317
c3dfd812,10_easy_pruned,validatedCorrect,30693,10,easy,pruned,3678,30.693,1318
31f6a576,10_hard_pruned,validatedCorrect,30826,10,hard,pruned,29267,30.826,1319
43dbc360,10_easy_pruned,wrong,30916,10,easy,pruned,11879,30.916,1320
c6aad6d0,10_easy_full,validatedCorrect,31038,10,easy,full,754,31.038,1321
54d4fd9d,10_medium_full,wrong,31038,10,medium,full,25916,31.038,1322
f8e11654,10_medium_full,wrong,31095,10,medium,full,27829,31.095,1323
43dbc360,10_easy_pruned,wrong,31121,10,easy,pruned,0,31.121,1324
b0d518a1,6_hard_full,wrong,31197,6,hard,full,14415,31.197,1325
3fcbc0ab,6_easy_full,validatedCorrect,31219,6,easy,full,18598,31.219,1326
72caeffe,10_easy_full,wrong,31233,10,easy,full,22356,31.233,1327
32b10037,6_easy_full,wrong,31257,6,easy,full,960,31.257,1328
32fad07f,10_hard_pruned,solvedCorrect,31311,10,hard,pruned,25109,31.311,1329
edbbcb60,6_easy_pruned,validatedCorrect,31358,6,easy,pruned,25903,31.358,1330
65f68460,10_hard_full,solvedCorrect,31586,10,hard,full,30393,31.586,1331
b5b6dcbc,10_hard_full,solvedCorrect,31595,10,hard,full,27475,31.595,1332
8defd34b,10_easy_pruned,validatedCorrect,31655,10,easy,pruned,0,31.655,1333
fcaffad4,6_hard_pruned,wrong,31700,6,hard,pruned,12668,31.7,1334
a7b511d6,10_medium_full,wrong,31742,10,medium,full,30466,31.742,1335
ada4c06f,6_hard_full,wrong,31757,6,hard,full,29438,31.757,1336
f4c4f33c,10_hard_pruned,wrong,31776,10,hard,pruned,6846,31.776,1337
b4a4f22a,10_easy_full,solvedCorrect,31796,10,easy,full,26821,31.796,1338
5de11557,6_easy_full,validatedCorrect,31832,6,easy,full,24478,31.832,1339
d4cbca4e,10_easy_full,validatedCorrect,31888,10,easy,full,7681,31.888,1340
a4f74985,10_hard_full,wrong,31904,10,hard,full,20925,31.904,1341
4ecfea32,10_easy_pruned,validatedCorrect,31961,10,easy,pruned,20391,31.961,1342
bcdfd2df,6_hard_full,wrong,31973,6,hard,full,31281,31.973,1343
a7b511d6,10_medium_full,wrong,31987,10,medium,full,25099,31.987,1344
94e4c554,6_hard_full,wrong,31993,6,hard,full,31103,31.993,1345
20a4fec4,10_easy_full,wrong,32051,10,easy,full,6643,32.051,1346
18a695e2,10_hard_pruned,wrong,32072,10,hard,pruned,31060,32.072,1347
cce7504c,10_hard_pruned,solvedCorrect,32103,10,hard,pruned,2130,32.103,1348
72caeffe,10_easy_full,wrong,32208,10,easy,full,20274,32.208,1349
8ea50714,10_hard_pruned,validatedCorrect,32220,10,hard,pruned,20968,32.22,1350
54d4fd9d,10_medium_full,wrong,32256,10,medium,full,21153,32.256,1351
32b10037,6_easy_full,wrong,32268,6,easy,full,8008,32.268,1352
b9e10f8b,10_easy_pruned,validatedCorrect,32345,10,easy,pruned,10859,32.345,1353
9ae751bc,10_easy_full,wrong,32365,10,easy,full,18335,32.365,1354
d0e6841e,10_easy_full,validatedCorrect,32428,10,easy,full,28870,32.428,1355
23b6924e,10_easy_full,solvedCorrect,32430,10,easy,full,31681,32.43,1356
3ab7160d,10_easy_pruned,validatedCorrect,32472,10,easy,pruned,24719,32.472,1357
38cbc1f6,10_medium_full,wrong,32491,10,medium,full,31119,32.491,1358
92a74a76,6_hard_pruned,wrong,32599,6,hard,pruned,30000,32.599,1359
fde4bf4b,6_hard_full,wrong,32691,6,hard,full,29345,32.691,1360
32ebf2e8,6_hard_full,wrong,32731,6,hard,full,28355,32.731,1361
67abc3ab,6_easy_pruned,wrong,32760,6,easy,pruned,3845,32.76,1362
55c68fc5,10_easy_full,wrong,32787,10,easy,full,31785,32.787,1363
cee4bfa4,6_hard_full,wrong,32829,6,hard,full,27599,32.829,1364
f3dbeb7e,6_hard_full,wrong,32831,6,hard,full,31789,32.831,1365
58e72ee8,6_easy_pruned,wrong,32840,6,easy,pruned,10799,32.84,1366
d0e6841e,10_easy_full,validatedCorrect,32919,10,easy,full,23657,32.919,1367
d6b67ee1,6_easy_full,wrong,33091,6,easy,full,18506,33.091,1368
ecefd3a0,10_medium_pruned,validatedCorrect,33094,10,medium,pruned,0,33.094,1369
58d72aaf,10_easy_full,wrong,33194,10,easy,full,22122,33.194,1370
2fd101b0,10_easy_pruned,validatedCorrect,33367,10,easy,pruned,32406,33.367,1371
d5aff345,10_easy_pruned,validatedCorrect,33386,10,easy,pruned,6976,33.386,1372
ada4c06f,6_hard_full,wrong,33398,6,hard,full,10655,33.398,1373
8fc76287,6_hard_full,wrong,33492,6,hard,full,29450,33.492,1374
48ec02bc,10_medium_full,wrong,33494,10,medium,full,9189,33.494,1375
b0c6f3a8,10_medium_pruned,validatedCorrect,33512,10,medium,pruned,21980,33.512,1376
f8e11654,10_medium_full,wrong,33636,10,medium,full,15547,33.636,1377
4cb73467,10_medium_full,solvedCorrect,33688,10,medium,full,31900,33.688,1378
c6aad6d0,10_easy_full,validatedCorrect,33717,10,easy,full,16763,33.717,1379
e9dbbf8a,6_hard_pruned,wrong,33756,6,hard,pruned,9682,33.756,1380
34cffc40,6_easy_full,wrong,33816,6,easy,full,0,33.816,1381
cce7504c,10_hard_pruned,solvedCorrect,33871,10,hard,pruned,23134,33.871,1382
b4a4f22a,10_easy_full,solvedCorrect,33907,10,easy,full,26446,33.907,1383
c0dfd341,10_easy_full,wrong,33913,10,easy,full,32996,33.913,1384
23dbc11c,10_hard_full,wrong,33914,10,hard,full,21008,33.914,1385
33a74451,10_medium_pruned,wrong,33938,10,medium,pruned,25271,33.938,1386
eefbf52d,10_medium_pruned,wrong,33979,10,medium,pruned,9207,33.979,1387
5bc4f225,10_hard_pruned,wrong,34202,10,hard,pruned,29542,34.202,1388
38cbc1f6,10_medium_full,wrong,34253,10,medium,full,31679,34.253,1389
3fcbc0ab,6_easy_full,validatedCorrect,34256,6,easy,full,16443,34.256,1390
e0a10efa,10_medium_full,wrong,34324,10,medium,full,32055,34.324,1391
abdacc98,10_easy_full,wrong,34349,10,easy,full,17345,34.349,1392
7cf6845b,10_hard_full,wrong,34388,10,hard,full,31884,34.388,1393
a3eacaa9,10_hard_full,wrong,34393,10,hard,full,0,34.393,1394
acdac85f,10_hard_pruned,wrong,34489,10,hard,pruned,33701,34.489,1395
f6fbf6b1,6_hard_full,wrong,34521,6,hard,full,16102,34.521,1396
6fc70a09,6_easy_pruned,solvedCorrect,34540,6,easy,pruned,23446,34.54,1397
abdacc98,10_easy_full,wrong,34568,10,easy,full,33170,34.568,1398
ddb7456a,6_easy_pruned,validatedCorrect,34740,6,easy,pruned,3680,34.74,1399
72caeffe,10_easy_full,wrong,34763,10,easy,full,17940,34.763,1400
d4cbca4e,10_easy_full,validatedCorrect,34803,10,easy,full,17225,34.803,1401
92f69945,10_easy_pruned,wrong,34835,10,easy,pruned,7670,34.835,1402
ecefd3a0,10_medium_pruned,validatedCorrect,34941,10,medium,pruned,5864,34.941,1403
55c68fc5,10_easy_full,wrong,35004,10,easy,full,26649,35.004,1404
24f4c091,6_hard_full,wrong,35112,6,hard,full,24948,35.112,1405
6ac7311a,10_easy_full,wrong,35125,10,easy,full,34323,35.125,1406
cce7504c,10_hard_pruned,solvedCorrect,35236,10,hard,pruned,27523,35.236,1407
87b50908,6_hard_full,wrong,35277,6,hard,full,30248,35.277,1408
9da51cdd,10_medium_pruned,solvedCorrect,35304,10,medium,pruned,31550,35.304,1409
8defd34b,10_easy_pruned,validatedCorrect,35334,10,easy,pruned,14048,35.334,1410
4de4f27d,10_medium_full,wrong,35337,10,medium,full,22680,35.337,1411
81a10227,10_medium_full,wrong,35557,10,medium,full,17863,35.557,1412
ecefd3a0,10_medium_pruned,validatedCorrect,35692,10,medium,pruned,10135,35.692,1413
a7b511d6,10_medium_full,wrong,35702,10,medium,full,21035,35.702,1414
f6fbf7bf,10_hard_full,wrong,35807,10,hard,full,31163,35.807,1415
31f6a576,10_hard_pruned,validatedCorrect,35814,10,hard,pruned,34445,35.814,1416
7ef11f8d,10_hard_pruned,wrong,35829,10,hard,pruned,21621,35.829,1417
dbe71b15,6_hard_full,wrong,35852,6,hard,full,33831,35.852,1418
c6b4c141,6_hard_full,wrong,35854,6,hard,full,35206,35.854,1419
ecefd3a0,10_medium_pruned,validatedCorrect,35870,10,medium,pruned,3289,35.87,1420
40a74de0,6_easy_full,validatedCorrect,35889,6,easy,full,35171,35.889,1421
8bc69c49,10_hard_full,solvedCorrect,36013,10,hard,full,30483,36.013,1422
93ebead7,10_medium_pruned,validatedCorrect,36038,10,medium,pruned,32743,36.038,1423
54d4fd9d,10_medium_full,wrong,36070,10,medium,full,28517,36.07,1424
dacfd3d4,10_easy_full,wrong,36127,10,easy,full,19169,36.127,1425
8ea50714,10_hard_pruned,validatedCorrect,36437,10,hard,pruned,18327,36.437,1426
29e72a67,10_medium_pruned,validatedCorrect,36449,10,medium,pruned,4993,36.449,1427
3af4bfbb,6_hard_full,wrong,36472,6,hard,full,8087,36.472,1428
6cd50fc7,10_easy_full,wrong,36552,10,easy,full,23353,36.552,1429
b0c6f3a8,10_medium_pruned,validatedCorrect,36636,10,medium,pruned,19678,36.636,1430
8ea50714,10_hard_pruned,validatedCorrect,36809,10,hard,pruned,18286,36.809,1431
daf74d3f,10_easy_full,wrong,36917,10,easy,full,11116,36.917,1432
c7fffe38,6_hard_pruned,wrong,36971,6,hard,pruned,7721,36.971,1433
cccfd3ac,10_easy_full,validatedCorrect,36989,10,easy,full,32042,36.989,1434
b9bbc96c,10_medium_full,wrong,36992,10,medium,full,33428,36.992,1435
fedbec09,10_easy_full,wrong,37004,10,easy,full,10150,37.004,1436
b4a4f22a,10_easy_full,solvedCorrect,37132,10,easy,full,35698,37.132,1437
7ef11f8d,10_hard_pruned,wrong,37137,10,hard,pruned,35456,37.137,1438
43dbc360,10_easy_pruned,wrong,37139,10,easy,pruned,7924,37.139,1439
16e512d0,6_easy_pruned,validatedCorrect,37155,6,easy,pruned,11516,37.155,1440
acdac85f,10_hard_pruned,wrong,37248,10,hard,pruned,25545,37.248,1441
fcb764e3,10_hard_pruned,wrong,37315,10,hard,pruned,22881,37.315,1442
41bad9a2,10_hard_pruned,validatedCorrect,37412,10,hard,pruned,23768,37.412,1443
75ffd9e8,10_hard_full,validatedCorrect,37428,10,hard,full,33919,37.428,1444
d5aff345,10_easy_pruned,validatedCorrect,37433,10,easy,pruned,4161,37.433,1445
81a10227,10_medium_full,wrong,37463,10,medium,full,22027,37.463,1446
70bffd4d,10_easy_full,wrong,37519,10,easy,full,13367,37.519,1447
5de11557,6_easy_full,validatedCorrect,37648,6,easy,full,10086,37.648,1448
abdacc98,10_easy_full,wrong,37923,10,easy,full,25010,37.923,1449
67abc3ab,6_easy_pruned,wrong,37931,6,easy,pruned,35225,37.931,1450
fdc4f07b,10_easy_pruned,validatedCorrect,38183,10,easy,pruned,19585,38.183,1451
e0a10efa,10_medium_full,wrong,38205,10,medium,full,9155,38.205,1452
ada4c06f,6_hard_full,wrong,38241,6,hard,full,32035,38.241,1453
dfa705b9,6_easy_pruned,validatedCorrect,38300,6,easy,pruned,12195,38.3,1454
fedbec09,10_easy_full,wrong,38308,10,easy,full,11158,38.308,1455
32b10037,6_easy_full,wrong,38440,6,easy,full,30491,38.44,1456
efebc5bb,6_hard_full,wrong,38514,6,hard,full,27155,38.514,1457
d0e6841e,10_easy_full,validatedCorrect,38533,10,easy,full,31730,38.533,1458
add50f98,10_hard_full,wrong,38555,10,hard,full,35511,38.555,1459
4ecfea32,10_easy_pruned,validatedCorrect,38559,10,easy,pruned,19165,38.559,1460
7dd704e0,6_hard_pruned,wrong,38831,6,hard,pruned,33449,38.831,1461
e6efec72,10_hard_pruned,validatedCorrect,38841,10,hard,pruned,33412,38.841,1462
d5aff345,10_easy_pruned,validatedCorrect,38976,10,easy,pruned,11167,38.976,1463
e6efec72,10_hard_pruned,validatedCorrect,39071,10,hard,pruned,36945,39.071,1464
edfff93e,10_hard_pruned,solvedCorrect,39105,10,hard,pruned,18385,39.105,1465
f6fbf6b1,6_hard_full,wrong,39166,6,hard,full,37527,39.166,1466
18a695e2,10_hard_pruned,wrong,39169,10,hard,pruned,23773,39.169,1467
d0e6841e,10_easy_full,validatedCorrect,39172,10,easy,full,21736,39.172,1468
daf74d3f,10_easy_full,wrong,39271,10,easy,full,7348,39.271,1469
a4f74985,10_hard_full,wrong,39362,10,hard,full,25179,39.362,1470
dacfd3d4,10_easy_full,wrong,39566,10,easy,full,33080,39.566,1471
9dc50a3d,6_hard_full,solvedCorrect,39599,6,hard,full,34945,39.599,1472
d6b67ee1,6_easy_full,wrong,39672,6,easy,full,37640,39.672,1473
58e72ee8,6_easy_pruned,wrong,39709,6,easy,pruned,5626,39.709,1474
6dd103e2,6_hard_pruned,wrong,39866,6,hard,pruned,26216,39.866,1475
72caeffe,10_easy_full,wrong,39894,10,easy,full,8132,39.894,1476
54d4fd9d,10_medium_full,wrong,39936,10,medium,full,37983,39.936,1477
b0d518a1,6_hard_full,wrong,39998,6,hard,full,16152,39.998,1478
86f6e2cb,6_easy_full,wrong,40014,6,easy,full,19407,40.014,1479
55c68fc5,10_easy_full,wrong,40122,10,easy,full,31400,40.122,1480
cccfd3ac,10_easy_full,validatedCorrect,40179,10,easy,full,33497,40.179,1481
33ebe68d,6_easy_pruned,wrong,40279,6,easy,pruned,13540,40.279,1482
43dbc360,10_easy_pruned,wrong,40471,10,easy,pruned,14853,40.471,1483
58d72aaf,10_easy_full,wrong,40524,10,easy,full,36014,40.524,1484
13f4ff5a,10_hard_full,wrong,40749,10,hard,full,38531,40.749,1485
d2ac158a,10_hard_full,wrong,40954,10,hard,full,24550,40.954,1486
8ea50714,10_hard_pruned,validatedCorrect,41029,10,hard,pruned,29465,41.029,1487
6fc70a09,6_easy_pruned,solvedCorrect,41074,6,easy,pruned,39531,41.074,1488
6cd50fc7,10_easy_full,wrong,41092,10,easy,full,40277,41.092,1489
d4cbca4e,10_easy_full,validatedCorrect,41163,10,easy,full,23592,41.163,1490
23dbc11c,10_hard_full,wrong,41173,10,hard,full,17188,41.173,1491
8aa6d830,10_hard_pruned,wrong,41393,10,hard,pruned,33676,41.393,1492
b0d518a1,6_hard_full,wrong,41463,6,hard,full,34786,41.463,1493
efa7383d,6_easy_full,validatedCorrect,41495,6,easy,full,11277,41.495,1494
5cd6bb63,10_easy_full,wrong,41517,10,easy,full,32822,41.517,1495
dfa705b9,6_easy_pruned,validatedCorrect,41538,6,easy,pruned,21730,41.538,1496
b0d518a1,6_hard_full,wrong,41679,6,hard,full,40402,41.679,1497
4dc50d03,6_easy_pruned,wrong,41893,6,easy,pruned,36960,41.893,1498
14c5dc72,6_hard_full,wrong,42046,6,hard,full,25884,42.046,1499
d3b525de,6_easy_full,wrong,42058,6,easy,full,5592,42.058,1500
3ab7160d,10_easy_pruned,validatedCorrect,42159,10,easy,pruned,28998,42.159,1501
24a5e25a,6_hard_full,wrong,42170,6,hard,full,39936,42.17,1502
aedbea55,6_easy_full,wrong,42404,6,easy,full,18605,42.404,1503
18a695e2,10_hard_pruned,wrong,42506,10,hard,pruned,20064,42.506,1504
11dfe866,6_easy_pruned,validatedCorrect,42610,6,easy,pruned,7248,42.61,1505
a2f6ba1d,6_hard_full,wrong,42635,6,hard,full,9179,42.635,1506
76bfdf0b,10_easy_pruned,wrong,43065,10,easy,pruned,41126,43.065,1507
4cb73467,10_medium_full,solvedCorrect,43567,10,medium,full,42242,43.567,1508
75bbec9c,10_easy_full,wrong,43704,10,easy,full,4889,43.704,1509
cee4bfa4,6_hard_full,wrong,43851,6,hard,full,18699,43.851,1510
91cfd7fb,6_hard_full,wrong,43867,6,hard,full,36210,43.867,1511
9ae751bc,10_easy_full,wrong,43952,10,easy,full,28776,43.952,1512
4de4f27d,10_medium_full,wrong,43989,10,medium,full,18428,43.989,1513
32ebf2e8,6_hard_full,wrong,44028,6,hard,full,35874,44.028,1514
cff10c9a,10_easy_full,wrong,44229,10,easy,full,10104,44.229,1515
7cf6845b,10_hard_full,wrong,44284,10,hard,full,8663,44.284,1516
70bffd4d,10_easy_full,wrong,44298,10,easy,full,25231,44.298,1517
d6d500ab,6_easy_full,validatedCorrect,44333,6,easy,full,3569,44.333,1518
96afd320,6_easy_pruned,validatedCorrect,44618,6,easy,pruned,19431,44.618,1519
4cb73467,10_medium_full,solvedCorrect,44635,10,medium,full,38004,44.635,1520
8defd34b,10_easy_pruned,validatedCorrect,44672,10,easy,pruned,13490,44.672,1521
bcdfd2df,6_hard_full,wrong,44694,6,hard,full,27541,44.694,1522
26e680e4,10_easy_full,wrong,44824,10,easy,full,43060,44.824,1523
7cf6845b,10_hard_full,wrong,44979,10,hard,full,5639,44.979,1524
93c70cc1,10_medium_full,solvedCorrect,44980,10,medium,full,43048,44.98,1525
b4a4f22a,10_easy_full,solvedCorrect,45097,10,easy,full,32879,45.097,1526
72caeffe,10_easy_full,wrong,45177,10,easy,full,18229,45.177,1527
93ebead7,10_medium_pruned,validatedCorrect,45420,10,medium,pruned,40460,45.42,1528
f7ebbfe9,10_hard_full,solvedCorrect,45555,10,hard,full,26955,45.555,1529
38ebbf94,6_hard_full,validatedCorrect,45563,6,hard,full,44461,45.563,1530
c7fffe38,6_hard_pruned,wrong,45712,6,hard,pruned,40845,45.712,1531
d5aff345,10_easy_pruned,validatedCorrect,45786,10,easy,pruned,12904,45.786,1532
