userid,board_name,solved,explore_time,size,type,condition,exploit_time,explore_time_sec,id_fake
7dea8d37,10_hard_pruned,wrong,16582,10,hard,pruned,13772,16.582,848
ada4c06f,6_hard_full,wrong,16591,6,hard,full,15367,16.591,849
edf12206,10_hard_full,validatedCorrect,16616,10,hard,full,15483,16.616,850
b0d518a1,6_hard_full,wrong,16629,6,hard,full,0,16.629,851
9dd11e8e,10_medium_pruned,validatedCorrect,16630,10,medium,pruned,7680,16.63,852
19a105e3,6_easy_pruned,validatedCorrect,16697,6,easy,pruned,1209,16.697,853
efa7383d,6_easy_full,validatedCorrect,16709,6,easy,full,4357,16.709,854
9dc50a3d,6_hard_full,solvedCorrect,16742,6,hard,full,14592,16.742,855
9adbc2df,6_hard_full,wrong,16753,6,hard,full,6855,16.753,856
92a74a76,6_hard_pruned,wrong,16767,6,hard,pruned,14648,16.767,857
2dca846d,6_easy_pruned,solvedCorrect,16783,6,easy,pruned,13461,16.783,858
8ac4c37c,6_hard_full,wrong,16798,6,hard,full,8258,16.798,859
fdc4f07b,10_easy_pruned,validatedCorrect,16824,10,easy,pruned,10291,16.824,860
94d6ef33,6_hard_full,wrong,16855,6,hard,full,10073,16.855,861
f6fbf6b1,6_hard_full,wrong,16907,6,hard,full,547,16.907,862
a3eacaa9,10_hard_full,wrong,16917,10,hard,full,6456,16.917,863
fcf4f6d3,10_easy_full,wrong,16965,10,easy,full,14627,16.965,864
dfa705b9,6_easy_pruned,validatedCorrect,17033,6,easy,pruned,11348,17.033,865
3fcbc0ab,6_easy_full,validatedCorrect,17044,6,easy,full,15449,17.044,866
55c68fc5,10_easy_full,wrong,17051,10,easy,full,16177,17.051,867
ada4c06f,6_hard_full,wrong,17059,6,hard,full,15042,17.059,868
8bc69c49,10_hard_full,solvedCorrect,17068,10,hard,full,14975,17.068,869
56e6f5d2,10_easy_full,wrong,17113,10,easy,full,15217,17.113,870
91cfd7fb,6_hard_full,wrong,17114,6,hard,full,15715,17.114,871
29e72a67,10_medium_pruned,validatedCorrect,17138,10,medium,pruned,8308,17.138,872
fedbec09,10_easy_full,wrong,17142,10,easy,full,13737,17.142,873
6bca8117,6_easy_full,validatedCorrect,17191,6,easy,full,16520,17.191,874
8ea50714,10_hard_pruned,validatedCorrect,17200,10,hard,pruned,5579,17.2,875
cccfd3ac,10_easy_full,validatedCorrect,17204,10,easy,full,15858,17.204,876
c3dfd812,10_easy_pruned,validatedCorrect,17206,10,easy,pruned,6307,17.206,877
c3dfd812,10_easy_pruned,validatedCorrect,17288,10,easy,pruned,13926,17.288,878
fcb764e3,10_hard_pruned,wrong,17337,10,hard,pruned,1455,17.337,879
efa7383d,6_easy_full,validatedCorrect,17348,6,easy,full,14950,17.348,880
89cbc391,10_easy_full,wrong,17352,10,easy,full,16599,17.352,881
a0a4f4ea,10_medium_full,wrong,17416,10,medium,full,7003,17.416,882
d0e6841e,10_easy_full,validatedCorrect,17418,10,easy,full,14107,17.418,883
aedbea55,6_easy_full,wrong,17507,6,easy,full,752,17.507,884
31f6a576,10_hard_pruned,validatedCorrect,17534,10,hard,pruned,15950,17.534,885
efa7383d,6_easy_full,validatedCorrect,17542,6,easy,full,15055,17.542,886
e1b100ae,6_easy_pruned,validatedCorrect,17570,6,easy,pruned,2623,17.57,887
f5dac888,10_easy_full,wrong,17576,10,easy,full,1268,17.576,888
e0d4bfdf,6_hard_full,solvedCorrect,17578,6,hard,full,0,17.578,889
4ed755f1,6_easy_full,validatedCorrect,17590,6,easy,full,3618,17.59,890
d5aff345,10_easy_pruned,validatedCorrect,17627,10,easy,pruned,6953,17.627,891
89cbc391,10_easy_full,wrong,17633,10,easy,full,17011,17.633,892
7dea8d37,10_hard_pruned,wrong,17637,10,hard,pruned,9094,17.637,893
7dea8d37,10_hard_pruned,wrong,17681,10,hard,pruned,16720,17.681,894
18c75602,10_medium_full,validatedCorrect,17717,10,medium,full,16467,17.717,895
55a709fd,6_easy_pruned,validatedCorrect,17727,6,easy,pruned,11907,17.727,896
17e120dd,6_hard_full,wrong,17753,6,hard,full,7297,17.753,897
8bc69c49,10_hard_full,solvedCorrect,17764,10,hard,full,3097,17.764,898
89cbc391,10_easy_full,wrong,17775,10,easy,full,5179,17.775,899
89cbc391,10_easy_full,wrong,17786,10,easy,full,15042,17.786,900
29e72a67,10_medium_pruned,validatedCorrect,17794,10,medium,pruned,17211,17.794,901
dfa705b9,6_easy_pruned,validatedCorrect,17830,6,easy,pruned,6141,17.83,902
3fcbc0ab,6_easy_full,validatedCorrect,17846,6,easy,full,14254,17.846,903
a3eacaa9,10_hard_full,wrong,17850,10,hard,full,16659,17.85,904
e6efec72,10_hard_pruned,validatedCorrect,17875,10,hard,pruned,16185,17.875,905
91cfd7fb,6_hard_full,wrong,17897,6,hard,full,15549,17.897,906
eec719ce,10_easy_pruned,wrong,17901,10,easy,pruned,0,17.901,907
54d4fd9d,10_medium_full,wrong,17947,10,medium,full,6112,17.947,908
38ebbf94,6_hard_full,validatedCorrect,17970,6,hard,full,10655,17.97,909
72caeffe,10_easy_full,wrong,17987,10,easy,full,16020,17.987,910
6cd50fc7,10_easy_full,wrong,17991,10,easy,full,14441,17.991,911
cce7504c,10_hard_pruned,solvedCorrect,18005,10,hard,pruned,8319,18.005,912
53c4c041,6_hard_full,wrong,18023,6,hard,full,5028,18.023,913
13b7468e,10_hard_pruned,validatedCorrect,18028,10,hard,pruned,17395,18.028,914
e6abcdb2,10_easy_full,validatedCorrect,18053,10,easy,full,13273,18.053,915
fdaa7ebb,6_hard_pruned,wrong,18114,6,hard,pruned,3597,18.114,916
30e4feac,6_hard_pruned,wrong,18118,6,hard,pruned,11664,18.118,917
9da51cdd,10_medium_pruned,solvedCorrect,18124,10,medium,pruned,13861,18.124,918
76f6a1e9,10_medium_pruned,wrong,18126,10,medium,pruned,1355,18.126,919
92f69945,10_easy_pruned,wrong,18132,10,easy,pruned,7152,18.132,920
c0cbeef2,6_easy_pruned,validatedCorrect,18154,6,easy,pruned,15575,18.154,921
b0c6f3a8,10_medium_pruned,validatedCorrect,18172,10,medium,pruned,8305,18.172,922
14c5dc72,6_hard_full,wrong,18178,6,hard,full,17106,18.178,923
4dc50d03,6_easy_pruned,wrong,18190,6,easy,pruned,14153,18.19,924
76f6a1e9,10_medium_pruned,wrong,18200,10,medium,pruned,14240,18.2,925
dcfbe5af,6_easy_pruned,wrong,18212,6,easy,pruned,15746,18.212,926
e0d4bfdf,6_hard_full,solvedCorrect,18218,6,hard,full,17489,18.218,927
dabbe6bb,6_easy_full,wrong,18223,6,easy,full,3893,18.223,928
94d6ef33,6_hard_full,wrong,18249,6,hard,full,2293,18.249,929
89cbc391,10_easy_full,wrong,18257,10,easy,full,2827,18.257,930
cdc514e1,10_hard_pruned,wrong,18268,10,hard,pruned,11854,18.268,931
86f6e2cb,6_easy_full,wrong,18278,6,easy,full,17597,18.278,932
94e4c554,6_hard_full,wrong,18282,6,hard,full,15622,18.282,933
89cbc391,10_easy_full,wrong,18282,10,easy,full,17813,18.282,934
4ecfea32,10_easy_pruned,validatedCorrect,18304,10,easy,pruned,9416,18.304,935
67eac875,6_hard_full,wrong,18335,6,hard,full,15556,18.335,936
e3a4effd,10_medium_full,wrong,18348,10,medium,full,1536,18.348,937
cce7504c,10_hard_pruned,solvedCorrect,18359,10,hard,pruned,7902,18.359,938
cfc5dcb3,6_hard_full,wrong,18441,6,hard,full,14850,18.441,939
8defd34b,10_easy_pruned,validatedCorrect,18443,10,easy,pruned,14884,18.443,940
b0d518a1,6_hard_full,wrong,18463,6,hard,full,16674,18.463,941
89cbfdf9,10_easy_pruned,wrong,18474,10,easy,pruned,6761,18.474,942
92a74a76,6_hard_pruned,wrong,18511,6,hard,pruned,14736,18.511,943
cdc50047,10_easy_pruned,validatedCorrect,18655,10,easy,pruned,17466,18.655,944
b3dbd892,10_medium_full,wrong,18655,10,medium,full,17577,18.655,945
67abf219,6_easy_pruned,validatedCorrect,18668,6,easy,pruned,5279,18.668,946
23b6924e,10_easy_full,solvedCorrect,18702,10,easy,full,17014,18.702,947
fcaffad4,6_hard_pruned,wrong,18705,6,hard,pruned,17088,18.705,948
5adff9a5,6_hard_pruned,wrong,18735,6,hard,pruned,10363,18.735,949
67abc3ab,6_easy_pruned,wrong,18772,6,easy,pruned,9521,18.772,950
7dea8d37,10_hard_pruned,wrong,18773,10,hard,pruned,12525,18.773,951
cefc077d,10_medium_pruned,validatedCorrect,18780,10,medium,pruned,17997,18.78,952
94d6ef33,6_hard_full,wrong,18829,6,hard,full,16252,18.829,953
4cb73467,10_medium_full,solvedCorrect,18863,10,medium,full,12647,18.863,954
9befd8ad,10_hard_full,validatedCorrect,18882,10,hard,full,13666,18.882,955
edbbcb60,6_easy_pruned,validatedCorrect,18906,6,easy,pruned,9939,18.906,956
b5b6dcbc,10_hard_full,solvedCorrect,18937,10,hard,full,5370,18.937,957
23b6924e,10_easy_full,solvedCorrect,18939,10,easy,full,18130,18.939,958
2afbbf79,6_hard_pruned,wrong,18960,6,hard,pruned,15769,18.96,959
86f6e2cb,6_easy_full,wrong,18982,6,easy,full,15942,18.982,960
58d72aaf,10_easy_full,wrong,19055,10,easy,full,11451,19.055,961
dfe6bee3,6_hard_full,wrong,19057,6,hard,full,17194,19.057,962
7dd704e0,6_hard_pruned,wrong,19073,6,hard,pruned,17738,19.073,963
ecefd3a0,10_medium_pruned,validatedCorrect,19079,10,medium,pruned,12210,19.079,964
9da51cdd,10_medium_pruned,solvedCorrect,19080,10,medium,pruned,16457,19.08,965
fcb764e3,10_hard_pruned,wrong,19108,10,hard,pruned,15911,19.108,966
c6aad6d0,10_easy_full,validatedCorrect,19178,10,easy,full,10872,19.178,967
4ed4c1d3,6_hard_full,wrong,19179,6,hard,full,11845,19.179,968
acc6e9d4,10_easy_full,wrong,19229,10,easy,full,7535,19.229,969
7ef11f8d,10_hard_pruned,wrong,19240,10,hard,pruned,14072,19.24,970
aceaccbc,10_hard_full,validatedCorrect,19272,10,hard,full,10714,19.272,971
87b50908,6_hard_full,wrong,19310,6,hard,full,15762,19.31,972
6ac7311a,10_easy_full,wrong,19316,10,easy,full,0,19.316,973
6fc70a09,6_easy_pruned,solvedCorrect,19325,6,easy,pruned,11051,19.325,974
19b680e2,10_medium_pruned,validatedCorrect,19355,10,medium,pruned,9066,19.355,975
b5b6dcbc,10_hard_full,solvedCorrect,19409,10,hard,full,0,19.409,976
dabbe6bb,6_easy_full,wrong,19431,6,easy,full,11803,19.431,977
86f6e2cb,6_easy_full,wrong,19434,6,easy,full,18254,19.434,978
7dea8d37,10_hard_pruned,wrong,19447,10,hard,pruned,16956,19.447,979
dacfd3d4,10_easy_full,wrong,19447,10,easy,full,17263,19.447,980
56e6f5d2,10_easy_full,wrong,19476,10,easy,full,10777,19.476,981
4dc50d03,6_easy_pruned,wrong,19485,6,easy,pruned,6168,19.485,982
8ac4c37c,6_hard_full,wrong,19488,6,hard,full,0,19.488,983
86f6e2cb,6_easy_full,wrong,19499,6,easy,full,3719,19.499,984
28d4fefb,10_hard_pruned,solvedCorrect,19502,10,hard,pruned,13825,19.502,985
19a105e3,6_easy_pruned,validatedCorrect,19561,6,easy,pruned,18532,19.561,986
c3dfd812,10_easy_pruned,validatedCorrect,19616,10,easy,pruned,16246,19.616,987
8ea50714,10_hard_pruned,validatedCorrect,19618,10,hard,pruned,7808,19.618,988
34cffc40,6_easy_full,wrong,19621,6,easy,full,18623,19.621,989
cccfd3ac,10_easy_full,validatedCorrect,19636,10,easy,full,17266,19.636,990
70bffd4d,10_easy_full,wrong,19671,10,easy,full,3516,19.671,991
9ae751bc,10_easy_full,wrong,19687,10,easy,full,17799,19.687,992
70bffd4d,10_easy_full,wrong,19690,10,easy,full,18200,19.69,993
9adbc2df,6_hard_full,wrong,19774,6,hard,full,15542,19.774,994
b9e512db,6_hard_pruned,wrong,19780,6,hard,pruned,15244,19.78,995
81a10227,10_medium_full,wrong,19799,10,medium,full,14641,19.799,996
d0e6841e,10_easy_full,validatedCorrect,19837,10,easy,full,5912,19.837,997
6fc70a09,6_easy_pruned,solvedCorrect,19873,6,easy,pruned,17501,19.873,998
16e512d0,6_easy_pruned,validatedCorrect,19964,6,easy,pruned,14598,19.964,999
94abbfb2,6_easy_pruned,validatedCorrect,19988,6,easy,pruned,11469,19.988,1000
aedbea55,6_easy_full,wrong,19994,6,easy,full,17664,19.994,1001
d4cbca4e,10_easy_full,validatedCorrect,20143,10,easy,full,6434,20.143,1002
d5aff345,10_easy_pruned,validatedCorrect,20203,10,easy,pruned,697,20.203,1003
89cbfdf9,10_easy_pruned,wrong,20216,10,easy,pruned,12399,20.216,1004
cefc077d,10_medium_pruned,validatedCorrect,20272,10,medium,pruned,13501,20.272,1005
55c68fc5,10_easy_full,wrong,20300,10,easy,full,18337,20.3,1006
fdc4f07b,10_easy_pruned,validatedCorrect,20359,10,easy,pruned,18367,20.359,1007
e3a4effd,10_medium_full,wrong,20381,10,medium,full,4824,20.381,1008
b0c6f3a8,10_medium_pruned,validatedCorrect,20396,10,medium,pruned,19320,20.396,1009
9dd11e8e,10_medium_pruned,validatedCorrect,20455,10,medium,pruned,4728,20.455,1010
86f6e2cb,6_easy_full,wrong,20463,6,easy,full,18216,20.463,1011
fde4bf4b,6_hard_full,wrong,20472,6,hard,full,18121,20.472,1012
25dfef96,6_easy_full,wrong,20519,6,easy,full,16990,20.519,1013
d4cbca4e,10_easy_full,validatedCorrect,20536,10,easy,full,17857,20.536,1014
b1ebd3b5,10_hard_full,wrong,20541,10,hard,full,0,20.541,1015
58d72aaf,10_easy_full,wrong,20576,10,easy,full,0,20.576,1016
6cc4f8b6,10_easy_full,wrong,20583,10,easy,full,11686,20.583,1017
aceaccbc,10_hard_full,validatedCorrect,20601,10,hard,full,17147,20.601,1018
32b10037,6_easy_full,wrong,20606,6,easy,full,4049,20.606,1019
34cffc40,6_easy_full,wrong,20615,6,easy,full,19756,20.615,1020
1ff4f828,10_hard_full,wrong,20651,10,hard,full,2773,20.651,1021
5de11557,6_easy_full,validatedCorrect,20675,6,easy,full,8497,20.675,1022
95e69707,10_medium_pruned,validatedCorrect,20732,10,medium,pruned,14946,20.732,1023
2aabe76a,6_easy_full,validatedCorrect,20763,6,easy,full,7252,20.763,1024
13f4ff5a,10_hard_full,wrong,20817,10,hard,full,18385,20.817,1025
c6aad6d0,10_easy_full,validatedCorrect,20870,10,easy,full,19644,20.87,1026
26dbf6e9,6_hard_full,wrong,20877,6,hard,full,19418,20.877,1027
a3d5dfda,6_hard_full,wrong,20926,6,hard,full,16668,20.926,1028
b7eae04f,6_easy_full,validatedCorrect,20970,6,easy,full,10425,20.97,1029
fdaa7ebb,6_hard_pruned,wrong,20993,6,hard,pruned,5967,20.993,1030
c3dfd812,10_easy_pruned,validatedCorrect,21033,10,easy,pruned,6730,21.033,1031
8aa6d830,10_hard_pruned,wrong,21041,10,hard,pruned,16535,21.041,1032
c7a67aab,6_hard_full,wrong,21063,6,hard,full,19912,21.063,1033
81c11c9f,6_hard_pruned,wrong,21071,6,hard,pruned,17914,21.071,1034
17e120dd,6_hard_full,wrong,21099,6,hard,full,20556,21.099,1035
e3a4effd,10_medium_full,wrong,21145,10,medium,full,15125,21.145,1036
55c68fc5,10_easy_full,wrong,21162,10,easy,full,1256,21.162,1037
f8e11654,10_medium_full,wrong,21215,10,medium,full,18161,21.215,1038
9ae751bc,10_easy_full,wrong,21235,10,easy,full,13655,21.235,1039
8ac4c37c,6_hard_full,wrong,21249,6,hard,full,20075,21.249,1040
e2bbe5e1,10_easy_pruned,wrong,21277,10,easy,pruned,8052,21.277,1041
6dd103e2,6_hard_pruned,wrong,21288,6,hard,pruned,20230,21.288,1042
59d51c4c,6_easy_full,solvedCorrect,21319,6,easy,full,17971,21.319,1043
7cf6845b,10_hard_full,wrong,21325,10,hard,full,18280,21.325,1044
6ac7311a,10_easy_full,wrong,21335,10,easy,full,20368,21.335,1045
b0c6f3a8,10_medium_pruned,validatedCorrect,21379,10,medium,pruned,17555,21.379,1046
8ab71c6b,6_easy_pruned,solvedCorrect,21403,6,easy,pruned,17516,21.403,1047
8bc69c49,10_hard_full,solvedCorrect,21409,10,hard,full,11317,21.409,1048
fdaa7ebb,6_hard_pruned,wrong,21426,6,hard,pruned,2196,21.426,1049
8fc76287,6_hard_full,wrong,21465,6,hard,full,19431,21.465,1050
6cbbcdf7,6_easy_pruned,solvedCorrect,21478,6,easy,pruned,4313,21.478,1051
c8f4c13d,6_hard_full,wrong,21481,6,hard,full,12781,21.481,1052
6ac7311a,10_easy_full,wrong,21512,10,easy,full,19470,21.512,1053
32b10037,6_easy_full,wrong,21517,6,easy,full,11608,21.517,1054
55c68fc5,10_easy_full,wrong,21525,10,easy,full,20818,21.525,1055
7dea8d37,10_hard_pruned,wrong,21544,10,hard,pruned,19302,21.544,1056
8aa6d830,10_hard_pruned,wrong,21585,10,hard,pruned,10536,21.585,1057
cfd6ff5a,6_easy_full,wrong,21587,6,easy,full,17529,21.587,1058
48ec02bc,10_medium_full,wrong,21642,10,medium,full,15781,21.642,1059
72caeffe,10_easy_full,wrong,21681,10,easy,full,11515,21.681,1060
67abc3ab,6_easy_pruned,wrong,21707,6,easy,pruned,14400,21.707,1061
4dc50d03,6_easy_pruned,wrong,21722,6,easy,pruned,19712,21.722,1062
18c75602,10_medium_full,validatedCorrect,21802,10,medium,full,18449,21.802,1063
ada4c06f,6_hard_full,wrong,21848,6,hard,full,20378,21.848,1064
e1b100ae,6_easy_pruned,validatedCorrect,21865,6,easy,pruned,18560,21.865,1065
fdaa7ebb,6_hard_pruned,wrong,21892,6,hard,pruned,5918,21.892,1066
92a70054,10_easy_full,validatedCorrect,21905,10,easy,full,0,21.905,1067
7dd704e0,6_hard_pruned,wrong,21935,6,hard,pruned,20321,21.935,1068
75bbec9c,10_easy_full,wrong,22000,10,easy,full,3106,22,1069
9dc50a3d,6_hard_full,solvedCorrect,22007,6,hard,full,17289,22.007,1070
3ab7160d,10_easy_pruned,validatedCorrect,22009,10,easy,pruned,13904,22.009,1071
cdc50047,10_easy_pruned,validatedCorrect,22010,10,easy,pruned,9556,22.01,1072
c7a67aab,6_hard_full,wrong,22013,6,hard,full,7910,22.013,1073
cfd6ff5a,6_easy_full,wrong,22027,6,easy,full,14028,22.027,1074
4de4f27d,10_medium_full,wrong,22035,10,medium,full,16288,22.035,1075
38ebbf94,6_hard_full,validatedCorrect,22070,6,hard,full,20719,22.07,1076
d5aff345,10_easy_pruned,validatedCorrect,22140,10,easy,pruned,4473,22.14,1077
cce7504c,10_hard_pruned,solvedCorrect,22170,10,hard,pruned,17759,22.17,1078
d0e6841e,10_easy_full,validatedCorrect,22171,10,easy,full,2108,22.171,1079
7dea8d37,10_hard_pruned,wrong,22213,10,hard,pruned,19959,22.213,1080
dabbe6bb,6_easy_full,wrong,22217,6,easy,full,20938,22.217,1081
cdc514e1,10_hard_pruned,wrong,22269,10,hard,pruned,21025,22.269,1082
4cb73467,10_medium_full,solvedCorrect,22281,10,medium,full,21011,22.281,1083
55c68fc5,10_easy_full,wrong,22284,10,easy,full,20841,22.284,1084
86f6e2cb,6_easy_full,wrong,22305,6,easy,full,19272,22.305,1085
54d4fd9d,10_medium_full,wrong,22312,10,medium,full,21186,22.312,1086
8df4f6e8,6_easy_full,wrong,22347,6,easy,full,9670,22.347,1087
aceaccbc,10_hard_full,validatedCorrect,22398,10,hard,full,21696,22.398,1088
cce7504c,10_hard_pruned,solvedCorrect,22433,10,hard,pruned,19106,22.433,1089
d0e6841e,10_easy_full,validatedCorrect,22439,10,easy,full,8363,22.439,1090
dacfd3d4,10_easy_full,wrong,22456,10,easy,full,6862,22.456,1091
c6aad6d0,10_easy_full,validatedCorrect,22496,10,easy,full,19612,22.496,1092
23b6924e,10_easy_full,solvedCorrect,22514,10,easy,full,13967,22.514,1093
ecefd3a0,10_medium_pruned,validatedCorrect,22557,10,medium,pruned,4673,22.557,1094
23b6924e,10_easy_full,solvedCorrect,22656,10,easy,full,20627,22.656,1095
c6aad6d0,10_easy_full,validatedCorrect,22709,10,easy,full,12462,22.709,1096
67abc3ab,6_easy_pruned,wrong,22744,6,easy,pruned,14056,22.744,1097
46c12352,10_easy_pruned,wrong,22793,10,easy,pruned,12520,22.793,1098
c8a4fa50,6_hard_full,wrong,22799,6,hard,full,19416,22.799,1099
3ac5170c,10_easy_full,validatedCorrect,22833,10,easy,full,14944,22.833,1100
17e120dd,6_hard_full,wrong,22835,6,hard,full,17903,22.835,1101
67eac875,6_hard_full,wrong,22857,6,hard,full,16302,22.857,1102
fff4bf68,6_hard_full,wrong,22945,6,hard,full,0,22.945,1103
55c68fc5,10_easy_full,wrong,22956,10,easy,full,7209,22.956,1104
8fc76287,6_hard_full,wrong,23042,6,hard,full,17351,23.042,1105
68d5e249,6_hard_full,wrong,23133,6,hard,full,18839,23.133,1106
72caeffe,10_easy_full,wrong,23144,10,easy,full,19569,23.144,1107
a0a4f4ea,10_medium_full,wrong,23157,10,medium,full,22317,23.157,1108
69bad0fe,6_hard_full,wrong,23159,6,hard,full,12902,23.159,1109
86f6e2cb,6_easy_full,wrong,23176,6,easy,full,6946,23.176,1110
37bffc4e,10_easy_full,validatedCorrect,23179,10,easy,full,15853,23.179,1111
33b693e2,6_easy_pruned,solvedCorrect,23225,6,easy,pruned,21602,23.225,1112
6dd103e2,6_hard_pruned,wrong,23238,6,hard,pruned,14739,23.238,1113
9da51cdd,10_medium_pruned,solvedCorrect,23284,10,medium,pruned,19213,23.284,1114
cfd6ff5a,6_easy_full,wrong,23285,6,easy,full,20020,23.285,1115
f8e11654,10_medium_full,wrong,23334,10,medium,full,17519,23.334,1116
acdac85f,10_hard_pruned,wrong,23370,10,hard,pruned,19319,23.37,1117
48ec02bc,10_medium_full,wrong,23374,10,medium,full,22621,23.374,1118
c0dfd341,10_easy_full,wrong,23379,10,easy,full,12177,23.379,1119
f9c123d7,6_easy_full,wrong,23381,6,easy,full,15782,23.381,1120
c3dfd812,10_easy_pruned,validatedCorrect,23407,10,easy,pruned,19412,23.407,1121
e2bbe5e1,10_easy_pruned,wrong,23465,10,easy,pruned,9043,23.465,1122
e1b100ae,6_easy_pruned,validatedCorrect,23492,6,easy,pruned,19579,23.492,1123
a3d5dfda,6_hard_full,wrong,23510,6,hard,full,21203,23.51,1124
31f6a576,10_hard_pruned,validatedCorrect,23544,10,hard,pruned,19987,23.544,1125
d5aff345,10_easy_pruned,validatedCorrect,23596,10,easy,pruned,15921,23.596,1126
cdc514e1,10_hard_pruned,wrong,23609,10,hard,pruned,17201,23.609,1127
55c68fc5,10_easy_full,wrong,23651,10,easy,full,14553,23.651,1128
8aa6d830,10_hard_pruned,wrong,23665,10,hard,pruned,22332,23.665,1129
18a695e2,10_hard_pruned,wrong,23692,10,hard,pruned,22562,23.692,1130
e0d4bfdf,6_hard_full,solvedCorrect,23749,6,hard,full,23152,23.749,1131
7dea8d37,10_hard_pruned,wrong,23751,10,hard,pruned,19697,23.751,1132
7ef11f8d,10_hard_pruned,wrong,23839,10,hard,pruned,0,23.839,1133
eec719ce,10_easy_pruned,wrong,23839,10,easy,pruned,17437,23.839,1134
7dea8d37,10_hard_pruned,wrong,24021,10,hard,pruned,21549,24.021,1135
e9dbbf8a,6_hard_pruned,wrong,24158,6,hard,pruned,16166,24.158,1136
2aabe76a,6_easy_full,validatedCorrect,24195,6,easy,full,5752,24.195,1137
5de11557,6_easy_full,validatedCorrect,24205,6,easy,full,11428,24.205,1138
12eacae6,6_easy_full,wrong,24230,6,easy,full,0,24.23,1139
41bad9a2,10_hard_pruned,validatedCorrect,24244,10,hard,pruned,23151,24.244,1140
94d6ef33,6_hard_full,wrong,24336,6,hard,full,14969,24.336,1141
43dbc360,10_easy_pruned,wrong,24346,10,easy,pruned,0,24.346,1142
cccfd3ac,10_easy_full,validatedCorrect,24348,10,easy,full,16010,24.348,1143
6cc4f8b6,10_easy_full,wrong,24399,10,easy,full,18624,24.399,1144
6ac7311a,10_easy_full,wrong,24404,10,easy,full,22993,24.404,1145
67abc3ab,6_easy_pruned,wrong,24427,6,easy,pruned,12938,24.427,1146
55c68fc5,10_easy_full,wrong,24450,10,easy,full,16632,24.45,1147
46c12352,10_easy_pruned,wrong,24495,10,easy,pruned,19439,24.495,1148
aceaccbc,10_hard_full,validatedCorrect,24515,10,hard,full,3109,24.515,1149
72caeffe,10_easy_full,wrong,24529,10,easy,full,21098,24.529,1150
4cb73467,10_medium_full,solvedCorrect,24554,10,medium,full,3170,24.554,1151
acdac85f,10_hard_pruned,wrong,24632,10,hard,pruned,16464,24.632,1152
e3a4effd,10_medium_full,wrong,24705,10,medium,full,14281,24.705,1153
8defd34b,10_easy_pruned,validatedCorrect,24706,10,easy,pruned,12079,24.706,1154
5adff9a5,6_hard_pruned,wrong,24722,6,hard,pruned,17831,24.722,1155
c8a4fa50,6_hard_full,wrong,24724,6,hard,full,7569,24.724,1156
fff4bf68,6_hard_full,wrong,24756,6,hard,full,21360,24.756,1157
cfd6ff5a,6_easy_full,wrong,24764,6,easy,full,19159,24.764,1158
6ac7311a,10_easy_full,wrong,24786,10,easy,full,23704,24.786,1159
67abc3ab,6_easy_pruned,wrong,24800,6,easy,pruned,18970,24.8,1160
8bc69c49,10_hard_full,solvedCorrect,24806,10,hard,full,15855,24.806,1161
d0e6841e,10_easy_full,validatedCorrect,24816,10,easy,full,4399,24.816,1162
cccfd3ac,10_easy_full,validatedCorrect,24866,10,easy,full,19987,24.866,1163
adfac866,6_easy_pruned,validatedCorrect,24956,6,easy,pruned,23463,24.956,1164
54d4fd9d,10_medium_full,wrong,25018,10,medium,full,24267,25.018,1165
16f6e58d,10_hard_pruned,wrong,25040,10,hard,pruned,2684,25.04,1166
efa7383d,6_easy_full,validatedCorrect,25094,6,easy,full,12430,25.094,1167
b4a4f22a,10_easy_full,solvedCorrect,25146,10,easy,full,17584,25.146,1168
93ebead7,10_medium_pruned,validatedCorrect,25173,10,medium,pruned,12915,25.173,1169
56e6f5d2,10_easy_full,wrong,25183,10,easy,full,13961,25.183,1170
acc6e9d4,10_easy_full,wrong,25205,10,easy,full,22249,25.205,1171
cdc514e1,10_hard_pruned,wrong,25227,10,hard,pruned,22364,25.227,1172
8aa6d830,10_hard_pruned,wrong,25289,10,hard,pruned,19537,25.289,1173
33a74451,10_medium_pruned,wrong,25368,10,medium,pruned,11297,25.368,1174
98d105c1,10_hard_full,validatedCorrect,25382,10,hard,full,19596,25.382,1175
e2b10de5,10_hard_pruned,wrong,25416,10,hard,pruned,19223,25.416,1176
ada4c06f,6_hard_full,wrong,25462,6,hard,full,14807,25.462,1177
b7eae04f,6_easy_full,validatedCorrect,25477,6,easy,full,11057,25.477,1178
25cfdeaf,6_hard_pruned,wrong,25478,6,hard,pruned,5081,25.478,1179
bdd7483e,10_medium_pruned,solvedCorrect,25487,10,medium,pruned,21656,25.487,1180
41bad9a2,10_hard_pruned,validatedCorrect,25542,10,hard,pruned,3766,25.542,1181
4ed4c1d3,6_hard_full,wrong,25585,6,hard,full,24600,25.585,1182
32b10037,6_easy_full,wrong,25623,6,easy,full,792,25.623,1183
c7a67aab,6_hard_full,wrong,25633,6,hard,full,22116,25.633,1184
fda4f169,6_easy_full,validatedCorrect,25687,6,easy,full,0,25.687,1185
7dea8d37,10_hard_pruned,wrong,25716,10,hard,pruned,15881,25.716,1186
b9bbc96c,10_medium_full,wrong,25717,10,medium,full,22936,25.717,1187
9da51cdd,10_medium_pruned,solvedCorrect,25725,10,medium,pruned,24922,25.725,1188
a7b511d6,10_medium_full,wrong,25730,10,medium,full,24593,25.73,1189
8ea4bf56,6_hard_full,wrong,25874,6,hard,full,22478,25.874,1190
