userid,board,solved,correct,explore_time,exploit_time,num_unique_first_moves,num_resets,num_moves_win_score,mean_score,num_restarts,solution_time,median_score,number_of_moves
5bc4f225,10_hard_pruned,wrong,wrong,34.202,29.542,0.001,0.001,0.333333333,0.685318018,0.001,0.135570603,0.745170333,0.071005917
77ba7edc,10_hard_pruned,validatedCorrect,correct,30.046,18.946,0.105263158,0.001,0.166666667,0.58569156,0.023809524,0.438500929,0.088468436,0.059171598
7dea8d37,10_hard_pruned,wrong,wrong,17.72235,12.68695,0.315789474,0.365384615,0.25,0.413753125,0.476190476,0.780038764,0.233032679,0.550295858
7ef11f8d,10_hard_pruned,wrong,wrong,24.70085714,16.77771429,0.263157895,0.115384615,0.166666667,0.548660844,0.166666667,0.4056534,0.175094019,0.183431953
8aa6d830,10_hard_pruned,wrong,wrong,19.239,13.50461538,0.210526316,0.230769231,0.583333333,0.499067324,0.285714286,0.745115753,0.58888102,0.378698225
8ea50714,10_hard_pruned,validatedCorrect,correct,43.26322222,31.89522222,0.157894737,0.173076923,0.166666667,0.448677415,0.214285714,0.744091298,0.484523134,0.301775148
98c10b8a,10_hard_pruned,wrong,wrong,12.944,11.018,0.105263158,0.001,0.166666667,0.559367207,0.023809524,0.102526744,0.58888102,0.076923077
acdac85f,10_hard_pruned,wrong,wrong,51.78916667,43.15083333,0.473684211,0.096153846,0.166666667,0.30342316,0.19047619,0.619283383,0.177086031,0.325443787
b8bac8b7,10_hard_pruned,wrong,wrong,70.701,65.722,0.105263158,0.001,0.083333333,0.448582639,0.023809524,0.246253135,0.258238964,0.118343195
cce7504c,10_hard_pruned,solvedCorrect,wrong,27.06128571,19.96757143,0.315789474,0.288461538,0.25,0.427912916,0.333333333,0.6938295,0.203165048,0.467455621
cdc514e1,10_hard_pruned,wrong,wrong,38.608375,32.831,0.105263158,0.134615385,0.5,0.375630963,0.238095238,0.777493863,0.484523134,0.390532544
d1cac84b,10_hard_pruned,wrong,wrong,9.2443125,4.8183125,0.315789474,0.288461538,0.083333333,0.300099623,0.404761905,0.569040776,0.157727641,0.384615385
e2b10de5,10_hard_pruned,wrong,wrong,40.90133333,32.658,0.263157895,0.057692308,0.333333333,0.40256293,0.119047619,0.448648058,0.403133491,0.201183432
e6efec72,10_hard_pruned,validatedCorrect,correct,43.19711111,35.19344444,0.105263158,0.173076923,0.083333333,0.385017464,0.19047619,0.840878729,0.403601647,0.295857988
edfff93e,10_hard_pruned,solvedCorrect,wrong,39.105,18.385,0.105263158,0.019230769,0.083333333,0.57594477,0.023809524,0.223837634,0.484523134,0.065088757
f4c4f33c,10_hard_pruned,wrong,wrong,50.07366667,27.35166667,0.052631579,0.038461538,0.25,0.448403338,0.071428571,0.338827604,0.484523134,0.124260355
fcb764e3,10_hard_pruned,wrong,wrong,25.55933333,10.31283333,0.052631579,0.115384615,0.166666667,0.44897769,0.119047619,0.372107648,0.58888102,0.136094675
12eacae6,6_easy_full,wrong,wrong,59.3116,9.605,0.210526316,0.076923077,0.083333333,0.21094698,0.166666667,0.789809472,0.029745042,0.112426036
25dfef96,6_easy_full,wrong,wrong,76.74666667,62.719,0.157894737,0.038461538,0.166666667,0.526586842,0.119047619,0.511068991,0.063739377,0.112426036
2aabe76a,6_easy_full,validatedCorrect,correct,28.752,23.16466667,0.157894737,0.057692308,0.001,0.447656136,0.119047619,0.191226291,0.050991501,0.136094675
32b10037,6_easy_full,wrong,wrong,26.86993333,14.0958,0.473684211,0.365384615,0.001,0.237724293,0.357142857,0.732704194,0.050991501,0.408284024
34cffc40,6_easy_full,wrong,wrong,19.146,10.37214286,0.157894737,0.134615385,0.001,0.315213566,0.142857143,0.564324442,0.063739377,0.136094675
38abe966,6_easy_full,solvedCorrect,wrong,21.951,11.2105,0.052631579,0.019230769,0.25,0.654757391,0.023809524,0.217909373,0.07223796,0.082840237
3bac0799,6_easy_full,wrong,wrong,1.879,0,0.052631579,0.001,0.166666667,0.654750491,0.001,0.192380649,0.097025496,0.035502959
3fcbc0ab,6_easy_full,validatedCorrect,correct,15.79666667,9.8665,0.315789474,0.230769231,0.001,0.447633444,0.261904762,0.39001643,0.058130312,0.284023669
40a74de0,6_easy_full,validatedCorrect,correct,29.552,23.644625,0.105263158,0.134615385,0.166666667,0.499482104,0.166666667,1,0.063739377,0.177514793
4ed755f1,6_easy_full,validatedCorrect,correct,38.127,24.155,0.105263158,0.001,0.001,0.240576395,0.023809524,0.09590764,0.044617564,0.035502959
59d51c4c,6_easy_full,solvedCorrect,wrong,16.80866667,10.497,0.368421053,0.096153846,0.001,0.305660411,0.166666667,0.175108092,0.050991501,0.195266272
5de11557,6_easy_full,validatedCorrect,correct,20.91863636,9.789454545,0.315789474,0.192307692,0.083333333,0.377104776,0.238095238,0.593211432,0.050991501,0.266272189
6bca8117,6_easy_full,validatedCorrect,correct,23.18,17.6775,0.210526316,0.019230769,0.166666667,0.447746335,0.095238095,0.412638593,0.063739377,0.171597633
86f6e2cb,6_easy_full,wrong,wrong,16.8622,11.4291,0.421052632,0.365384615,0.25,0.410469503,0.5,0.667344224,0.050991501,0.781065089
8df4f6e8,6_easy_full,wrong,wrong,14.828875,10.82675,0.157894737,0.153846154,0.25,0.493666016,0.166666667,0.408177635,0.063739377,0.201183432
9defd82d,6_easy_full,wrong,wrong,71.7686,52.1602,0.263157895,0.076923077,0.001,0.368747503,0.142857143,0.762088649,0.050991501,0.236686391
a6bff327,6_easy_full,wrong,wrong,76.72925,58.347,0.210526316,0.057692308,0.001,0.282016111,0.119047619,0.792453276,0.050991501,0.165680473
aedbea55,6_easy_full,wrong,wrong,26.777,14.86025,0.052631579,0.057692308,0.25,0.61333021,0.095238095,0.223824349,0.063739377,0.106508876
b7eae04f,6_easy_full,validatedCorrect,correct,45.88425,25.084,0.263157895,0.096153846,0.001,0.539560731,0.166666667,0.589398509,0.050991501,0.201183432
cfd6ff5a,6_easy_full,wrong,wrong,27.432,22.03907692,0.368421053,0.230769231,0.583333333,0.35569367,0.30952381,0.669920125,0.050991501,0.520710059
d3b525de,6_easy_full,wrong,wrong,48.397,21.557,0.368421053,0.115384615,0.166666667,0.478933845,0.214285714,0.660906687,0.029745042,0.301775148
d6b67ee1,6_easy_full,wrong,wrong,48.174,26.43866667,0.001,0.038461538,0.25,0.447820885,0.047619048,0.49564754,0.070113314,0.142011834
d6d500ab,6_easy_full,validatedCorrect,correct,56.89375,23.1325,0.210526316,0.057692308,0.083333333,0.289896183,0.095238095,0.520895793,0.050991501,0.112426036
dabbe6bb,6_easy_full,wrong,wrong,26.704,18.848,0.210526316,0.096153846,0.166666667,0.407314397,0.142857143,0.300946367,0.062322946,0.230769231
efa7383d,6_easy_full,validatedCorrect,correct,17.170625,8.93475,0.263157895,0.134615385,0.001,0.360482422,0.166666667,0.176966578,0.0470105,0.213017751
f9c123d7,6_easy_full,wrong,wrong,17.5422,9.455,0.105263158,0.076923077,0.333333333,0.580158565,0.095238095,0.288551045,0.056657224,0.136094675
fda4f169,6_easy_full,validatedCorrect,correct,31.935,6.9105,0.157894737,0.057692308,0.166666667,0.447663885,0.071428571,0.36638162,0.063739377,0.071005917
11dfe866,6_easy_pruned,validatedCorrect,correct,19.933,5.811666667,0.157894737,0.038461538,0.166666667,0.551142622,0.047619048,0.370131068,0.057365439,0.082840237
16e512d0,6_easy_pruned,validatedCorrect,correct,11.75633333,5.077833333,0.105263158,0.096153846,0.25,0.57054093,0.166666667,0.311948193,0.083626062,0.147928994
19a105e3,6_easy_pruned,validatedCorrect,correct,16.44416667,12.25675,0.421052632,0.211538462,0.416666667,0.477280845,0.333333333,0.687369821,0.054560907,0.319526627
1fdbc072,6_easy_pruned,wrong,wrong,4.017,2.585,0.001,0.001,0.083333333,0.448083785,0.001,0.020223402,0.484419263,0.017751479
2dca846d,6_easy_pruned,solvedCorrect,wrong,7.173333333,4.595583333,0.210526316,0.211538462,0.25,0.313292934,0.261904762,0.140805069,0.050991501,0.207100592
33b693e2,6_easy_pruned,solvedCorrect,wrong,17.6855,12.8095,0.052631579,0.019230769,0.166666667,0.388478274,0.047619048,0.098611966,0.008498584,0.153846154
33ebe68d,6_easy_pruned,wrong,wrong,16.4456,7.6556,0.105263158,0.096153846,0.333333333,0.763216732,0.095238095,0.310317035,0.076487252,0.112426036
48c70a00,6_easy_pruned,solvedCorrect,wrong,85.243,37.803,0.105263158,0.076923077,0.001,0.447700218,0.095238095,0.748782536,0.063739377,0.159763314
4dc50d03,6_easy_pruned,wrong,wrong,66.105,36.4188,0.210526316,0.076923077,0.001,0.346322096,0.119047619,0.757967209,0.050991501,0.278106509
55a709fd,6_easy_pruned,validatedCorrect,correct,26.4205,21.71875,0.105263158,0.057692308,0.001,0.368847571,0.095238095,0.62247189,0.067958606,0.112426036
58e72ee8,6_easy_pruned,wrong,wrong,26.512,7.252333333,0.052631579,0.038461538,0.5,0.61331687,0.047619048,0.24495559,0.075779037,0.106508876
67abc3ab,6_easy_pruned,wrong,wrong,18.67468182,11.58340909,0.368421053,0.442307692,0.583333333,0.309765284,0.5,0.936023193,0.065848991,0.556213018
6cbbcdf7,6_easy_pruned,solvedCorrect,wrong,14.3175,4.8395,0.210526316,0.096153846,0.166666667,0.39247327,0.119047619,0.217749947,0.063739377,0.165680473
6fc70a09,6_easy_pruned,solvedCorrect,wrong,19.57475,13.739,0.210526316,0.173076923,0.333333333,0.558073395,0.166666667,0.497721546,0.066262394,0.165680473
7acbc3e2,6_easy_pruned,validatedCorrect,correct,7.796,5.607,0.105263158,0.057692308,0.083333333,0.447890055,0.095238095,0.205909662,0.050991501,0.088757396
7cc119e0,6_easy_pruned,validatedCorrect,correct,11.0842,5.962,0.157894737,0.076923077,0.333333333,0.598299904,0.095238095,0.206135515,0.083626062,0.118343195
7db4f1d2,6_easy_pruned,validatedCorrect,correct,8.062,5.707666667,0.052631579,0.038461538,0.333333333,0.654712829,0.047619048,0.160373055,0.075779037,0.082840237
8ab71c6b,6_easy_pruned,solvedCorrect,wrong,21.403,17.516,0.052631579,0.001,0.333333333,0.74883543,0.023809524,0.222931271,0.484419263,0.053254438
94abbfb2,6_easy_pruned,validatedCorrect,correct,8.58,3.096,0.052631579,0.076923077,0.166666667,0.566057803,0.095238095,0.176374638,0.069405099,0.071005917
9db10b00,6_easy_pruned,validatedCorrect,correct,14.671,13.209,0.001,0.001,0.25,0.654835016,0.001,0.4673953,0.484419263,0.035502959
b7e510d3,6_easy_pruned,wrong,wrong,11.608,10.043,0.001,0.001,0.166666667,1,0.001,0.090764696,0.484419263,0.023668639
c0cbeef2,6_easy_pruned,validatedCorrect,correct,18.154,15.575,0.001,0.001,0.166666667,0.447894528,0.001,0.355834452,0.484419263,0.029585799
c8afed22,6_easy_pruned,validatedCorrect,correct,112.3956667,103.102,0.105263158,0.057692308,0.083333333,0.407273525,0.071428571,0.837265087,0.050991501,0.230769231
dcfbe5af,6_easy_pruned,wrong,wrong,70.852,23.6555,0.105263158,0.019230769,0.083333333,0.44776522,0.047619048,0.277106371,0.050991501,0.059171598
ddb7456a,6_easy_pruned,validatedCorrect,correct,29.877,11.655,0.052631579,0.001,0.166666667,0.447714314,0.023809524,0.154353272,0.083626062,0.041420118
dfa705b9,6_easy_pruned,validatedCorrect,correct,31.93266667,12.44422222,0.157894737,0.153846154,0.333333333,0.447698124,0.19047619,0.72784172,0.0601983,0.26035503
