position,solved,time_rel,userid,prev_action,board_name,player,time_between,time,time_prev_move,move_number,first_move_in_path,move_number_in_path,board_size,board_type,condition,time_rel_sec
2_2,solvedCorrect,1,17e120dd,,logs/6_hard_full_dec19,1,0.001,1.51192E+12,1.51192E+12,1,TRUE,1,6,hard,full,0.001
2_3,solvedCorrect,7008,17e120dd,click,logs/6_hard_full_dec19,2,7.007,1.51192E+12,1.51192E+12,2,FALSE,2,6,hard,full,7.008
4_3,solvedCorrect,10130,17e120dd,click,logs/6_hard_full_dec19,1,3.122,1.51192E+12,1.51192E+12,3,FALSE,3,6,hard,full,10.13
0_2,solvedCorrect,23449,17e120dd,click,logs/6_hard_full_dec19,2,13.319,1.51192E+12,1.51192E+12,4,FALSE,4,6,hard,full,23.449
2_3,solvedCorrect,41520,17e120dd,undo,logs/6_hard_full_dec19,1,0.784,1.51192E+12,1.51192E+12,5,TRUE,1,6,hard,full,41.52
2_2,solvedCorrect,50556,17e120dd,click,logs/6_hard_full_dec19,2,9.036,1.51192E+12,1.51192E+12,6,FALSE,2,6,hard,full,50.556
0_2,solvedCorrect,68651,17e120dd,undo,logs/6_hard_full_dec19,1,8.669,1.51192E+12,1.51192E+12,7,TRUE,1,6,hard,full,68.651
2_2,solvedCorrect,69899,17e120dd,click,logs/6_hard_full_dec19,2,1.248,1.51192E+12,1.51192E+12,8,FALSE,2,6,hard,full,69.899
0_2,solvedCorrect,87082,17e120dd,reset,logs/6_hard_full_dec19,1,10.456,1.51192E+12,1.51192E+12,9,TRUE,1,6,hard,full,87.082
2_2,solvedCorrect,94379,17e120dd,click,logs/6_hard_full_dec19,2,7.297,1.51192E+12,1.51192E+12,10,FALSE,2,6,hard,full,94.379
2_2,solvedCorrect,107926,17e120dd,reset,logs/6_hard_full_dec19,1,6.965,1.51192E+12,1.51192E+12,11,TRUE,1,6,hard,full,107.926
2_3,solvedCorrect,111753,17e120dd,click,logs/6_hard_full_dec19,2,3.827,1.51192E+12,1.51192E+12,12,FALSE,2,6,hard,full,111.753
0_3,solvedCorrect,122206,17e120dd,reset,logs/6_hard_full_dec19,1,0.859,1.51192E+12,1.51192E+12,13,TRUE,1,6,hard,full,122.206
3_0,solvedCorrect,125698,17e120dd,click,logs/6_hard_full_dec19,2,3.492,1.51192E+12,1.51192E+12,14,FALSE,2,6,hard,full,125.698
2_2,solvedCorrect,149949,17e120dd,click,logs/6_hard_full_dec19,1,24.251,1.51192E+12,1.51192E+12,15,FALSE,3,6,hard,full,149.949
2_3,solvedCorrect,154017,17e120dd,click,logs/6_hard_full_dec19,2,4.068,1.51192E+12,1.51192E+12,16,FALSE,4,6,hard,full,154.017
4_3,solvedCorrect,156717,17e120dd,click,logs/6_hard_full_dec19,1,2.7,1.51192E+12,1.51192E+12,17,FALSE,5,6,hard,full,156.717
3_2,solvedCorrect,167661,17e120dd,click,logs/6_hard_full_dec19,2,10.944,1.51192E+12,1.51192E+12,18,FALSE,6,6,hard,full,167.661
1_5,solvedCorrect,185876,17e120dd,click,logs/6_hard_full_dec19,1,18.215,1.51192E+12,1.51192E+12,19,FALSE,7,6,hard,full,185.876
0_3,solvedCorrect,199436,17e120dd,reset,logs/6_hard_full_dec19,1,0.523,1.51192E+12,1.51192E+12,20,TRUE,1,6,hard,full,199.436
4_0,solvedCorrect,201798,17e120dd,click,logs/6_hard_full_dec19,2,2.362,1.51192E+12,1.51192E+12,21,FALSE,2,6,hard,full,201.798
3_0,solvedCorrect,203599,17e120dd,undo,logs/6_hard_full_dec19,2,0.543,1.51192E+12,1.51192E+12,22,FALSE,2,6,hard,full,203.599
2_3,solvedCorrect,215776,17e120dd,click,logs/6_hard_full_dec19,1,12.177,1.51192E+12,1.51192E+12,23,FALSE,3,6,hard,full,215.776
2_2,solvedCorrect,224155,17e120dd,click,logs/6_hard_full_dec19,2,8.379,1.51192E+12,1.51192E+12,24,FALSE,4,6,hard,full,224.155
0_3,solvedCorrect,229038,17e120dd,reset,logs/6_hard_full_dec19,1,1.326,1.51192E+12,1.51192E+12,25,TRUE,1,6,hard,full,229.038
3_0,solvedCorrect,229914,17e120dd,click,logs/6_hard_full_dec19,2,0.876,1.51192E+12,1.51192E+12,26,FALSE,2,6,hard,full,229.914
2_2,solvedCorrect,232315,17e120dd,click,logs/6_hard_full_dec19,1,2.401,1.51192E+12,1.51192E+12,27,FALSE,3,6,hard,full,232.315
2_3,solvedCorrect,243654,17e120dd,click,logs/6_hard_full_dec19,2,11.339,1.51192E+12,1.51192E+12,28,FALSE,4,6,hard,full,243.654
4_3,solvedCorrect,245922,17e120dd,click,logs/6_hard_full_dec19,1,2.268,1.51192E+12,1.51192E+12,29,FALSE,5,6,hard,full,245.922
3_2,solvedCorrect,262542,17e120dd,click,logs/6_hard_full_dec19,2,16.62,1.51192E+12,1.51192E+12,30,FALSE,6,6,hard,full,262.542
4_2,solvedCorrect,267401,17e120dd,undo,logs/6_hard_full_dec19,2,0.369,1.51192E+12,1.51192E+12,31,FALSE,6,6,hard,full,267.401
2_4,solvedCorrect,275586,17e120dd,click,logs/6_hard_full_dec19,1,8.185,1.51192E+12,1.51192E+12,32,FALSE,7,6,hard,full,275.586
1_4,solvedCorrect,296440,17e120dd,click,logs/6_hard_full_dec19,2,20.854,1.51192E+12,1.51192E+12,33,FALSE,8,6,hard,full,296.44
3_4,solvedCorrect,300101,17e120dd,click,logs/6_hard_full_dec19,1,3.661,1.51192E+12,1.51192E+12,34,FALSE,9,6,hard,full,300.101
4_3,solvedCorrect,323945,17e120dd,undo,logs/6_hard_full_dec19,1,2.115,1.51192E+12,1.51192E+12,35,FALSE,5,6,hard,full,323.945
1_0,solvedCorrect,338068,17e120dd,click,logs/6_hard_full_dec19,2,14.123,1.51192E+12,1.51192E+12,36,FALSE,6,6,hard,full,338.068
0_2,solvedCorrect,349792,17e120dd,undo,logs/6_hard_full_dec19,2,4.932,1.51192E+12,1.51192E+12,37,FALSE,6,6,hard,full,349.792
3_2,solvedCorrect,351088,17e120dd,click,logs/6_hard_full_dec19,1,1.296,1.51192E+12,1.51192E+12,38,FALSE,7,6,hard,full,351.088
1_0,solvedCorrect,359271,17e120dd,click,logs/6_hard_full_dec19,2,8.183,1.51192E+12,1.51192E+12,39,FALSE,8,6,hard,full,359.271
4_2,solvedCorrect,367695,17e120dd,click,logs/6_hard_full_dec19,1,8.424,1.51192E+12,1.51192E+12,40,FALSE,9,6,hard,full,367.695
0_3,solvedCorrect,1,18dac9ef,,logs/6_hard_full_dec19,1,0.001,1.51354E+12,1.51354E+12,1,TRUE,1,6,hard,full,0.001
3_0,solvedCorrect,7182,18dac9ef,click,logs/6_hard_full_dec19,2,7.181,1.51354E+12,1.51354E+12,2,FALSE,2,6,hard,full,7.182
0_5,solvedCorrect,22550,18dac9ef,click,logs/6_hard_full_dec19,1,15.368,1.51354E+12,1.51354E+12,3,FALSE,3,6,hard,full,22.55
2_3,solvedCorrect,24685,18dac9ef,click,logs/6_hard_full_dec19,2,2.135,1.51354E+12,1.51354E+12,4,FALSE,4,6,hard,full,24.685
0_2,solvedCorrect,25671,18dac9ef,click,logs/6_hard_full_dec19,1,0.986,1.51354E+12,1.51354E+12,5,FALSE,5,6,hard,full,25.671
2_2,wrong,2,20bfd7bd,,logs/6_hard_full_dec19,1,0.002,1.51191E+12,1.51191E+12,1,TRUE,1,6,hard,full,0.002
2_3,wrong,4826,20bfd7bd,click,logs/6_hard_full_dec19,2,4.824,1.51191E+12,1.51191E+12,2,FALSE,2,6,hard,full,4.826
3_2,wrong,12560,20bfd7bd,click,logs/6_hard_full_dec19,1,7.734,1.51191E+12,1.51191E+12,3,FALSE,3,6,hard,full,12.56
4_3,wrong,15093,20bfd7bd,click,logs/6_hard_full_dec19,2,2.533,1.51191E+12,1.51191E+12,4,FALSE,4,6,hard,full,15.093
0_2,wrong,16759,20bfd7bd,click,logs/6_hard_full_dec19,1,1.666,1.51191E+12,1.51191E+12,5,FALSE,5,6,hard,full,16.759
3_2,wrong,26794,20bfd7bd,reset,logs/6_hard_full_dec19,1,4.165,1.51191E+12,1.51191E+12,6,TRUE,1,6,hard,full,26.794
4_3,wrong,32122,20bfd7bd,click,logs/6_hard_full_dec19,2,5.328,1.51191E+12,1.51191E+12,7,FALSE,2,6,hard,full,32.122
2_3,wrong,33552,20bfd7bd,click,logs/6_hard_full_dec19,1,1.43,1.51191E+12,1.51191E+12,8,FALSE,3,6,hard,full,33.552
1_4,wrong,37297,20bfd7bd,click,logs/6_hard_full_dec19,2,3.745,1.51191E+12,1.51191E+12,9,FALSE,4,6,hard,full,37.297
5_0,wrong,38937,20bfd7bd,click,logs/6_hard_full_dec19,1,1.64,1.51191E+12,1.51191E+12,10,FALSE,5,6,hard,full,38.937
4_3,wrong,1,22dac859,,logs/6_hard_full_dec19,1,0.001,1.51354E+12,1.51354E+12,1,TRUE,1,6,hard,full,0.001
5_0,wrong,11103,22dac859,undo,logs/6_hard_full_dec19,1,0.855,1.51354E+12,1.51354E+12,2,TRUE,1,6,hard,full,11.103
0_3,wrong,20761,22dac859,click,logs/6_hard_full_dec19,2,9.658,1.51354E+12,1.51354E+12,3,FALSE,2,6,hard,full,20.761
3_2,wrong,44441,22dac859,undo,logs/6_hard_full_dec19,1,16.295,1.51354E+12,1.51354E+12,4,TRUE,1,6,hard,full,44.441
2_2,wrong,54155,22dac859,click,logs/6_hard_full_dec19,2,9.714,1.51354E+12,1.51354E+12,5,FALSE,2,6,hard,full,54.155
1_0,wrong,56031,22dac859,click,logs/6_hard_full_dec19,1,1.876,1.51354E+12,1.51354E+12,6,FALSE,3,6,hard,full,56.031
4_3,wrong,59017,22dac859,click,logs/6_hard_full_dec19,2,2.986,1.51354E+12,1.51354E+12,7,FALSE,4,6,hard,full,59.017
2_2,wrong,63317,22dac859,undo,logs/6_hard_full_dec19,1,2.311,1.51354E+12,1.51354E+12,8,TRUE,1,6,hard,full,63.317
2_3,wrong,65644,22dac859,click,logs/6_hard_full_dec19,2,2.327,1.51354E+12,1.51354E+12,9,FALSE,2,6,hard,full,65.644
5_2,wrong,73109,22dac859,undo,logs/6_hard_full_dec19,1,3.33,1.51354E+12,1.51354E+12,10,TRUE,1,6,hard,full,73.109
3_0,wrong,83367,22dac859,undo,logs/6_hard_full_dec19,1,0.974,1.51354E+12,1.51354E+12,11,TRUE,1,6,hard,full,83.367
0_3,wrong,88447,22dac859,click,logs/6_hard_full_dec19,2,5.08,1.51354E+12,1.51354E+12,12,FALSE,2,6,hard,full,88.447
2_0,wrong,91469,22dac859,click,logs/6_hard_full_dec19,1,3.022,1.51354E+12,1.51354E+12,13,FALSE,3,6,hard,full,91.469
4_2,wrong,94852,22dac859,click,logs/6_hard_full_dec19,2,3.383,1.51354E+12,1.51354E+12,14,FALSE,4,6,hard,full,94.852
2_3,wrong,97591,22dac859,click,logs/6_hard_full_dec19,1,2.739,1.51354E+12,1.51354E+12,15,FALSE,5,6,hard,full,97.591
2_2,wrong,100161,22dac859,click,logs/6_hard_full_dec19,2,2.57,1.51354E+12,1.51354E+12,16,FALSE,6,6,hard,full,100.161
3_0,wrong,109408,22dac859,undo,logs/6_hard_full_dec19,1,1.996,1.51354E+12,1.51354E+12,17,TRUE,1,6,hard,full,109.408
0_3,wrong,123404,22dac859,click,logs/6_hard_full_dec19,2,13.996,1.51354E+12,1.51354E+12,18,FALSE,2,6,hard,full,123.404
4_2,wrong,139963,22dac859,click,logs/6_hard_full_dec19,1,16.559,1.51354E+12,1.51354E+12,19,FALSE,3,6,hard,full,139.963
2_0,wrong,143877,22dac859,click,logs/6_hard_full_dec19,2,3.914,1.51354E+12,1.51354E+12,20,FALSE,4,6,hard,full,143.877
5_2,wrong,144873,22dac859,click,logs/6_hard_full_dec19,1,0.996,1.51354E+12,1.51354E+12,21,FALSE,5,6,hard,full,144.873
2_4,wrong,180459,22dac859,undo,logs/6_hard_full_dec19,1,7.129,1.51354E+12,1.51354E+12,22,TRUE,1,6,hard,full,180.459
3_4,wrong,183136,22dac859,click,logs/6_hard_full_dec19,2,2.677,1.51354E+12,1.51354E+12,23,FALSE,2,6,hard,full,183.136
2_3,wrong,184846,22dac859,click,logs/6_hard_full_dec19,1,1.71,1.51354E+12,1.51354E+12,24,FALSE,3,6,hard,full,184.846
2_2,wrong,198323,22dac859,click,logs/6_hard_full_dec19,2,13.477,1.51354E+12,1.51354E+12,25,FALSE,4,6,hard,full,198.323
0_3,wrong,213105,22dac859,click,logs/6_hard_full_dec19,1,14.782,1.51354E+12,1.51354E+12,26,FALSE,5,6,hard,full,213.105
3_0,wrong,215148,22dac859,click,logs/6_hard_full_dec19,2,2.043,1.51354E+12,1.51354E+12,27,FALSE,6,6,hard,full,215.148
2_2,wrong,243715,22dac859,undo,logs/6_hard_full_dec19,1,23.89,1.51354E+12,1.51354E+12,28,TRUE,1,6,hard,full,243.715
2_0,wrong,246591,22dac859,click,logs/6_hard_full_dec19,2,2.876,1.51354E+12,1.51354E+12,29,FALSE,2,6,hard,full,246.591
2_4,wrong,248433,22dac859,click,logs/6_hard_full_dec19,1,1.842,1.51354E+12,1.51354E+12,30,FALSE,3,6,hard,full,248.433
2_3,wrong,249847,22dac859,click,logs/6_hard_full_dec19,2,1.414,1.51354E+12,1.51354E+12,31,FALSE,4,6,hard,full,249.847
4_2,wrong,251754,22dac859,click,logs/6_hard_full_dec19,1,1.907,1.51354E+12,1.51354E+12,32,FALSE,5,6,hard,full,251.754
3_2,wrong,253298,22dac859,click,logs/6_hard_full_dec19,2,1.544,1.51354E+12,1.51354E+12,33,FALSE,6,6,hard,full,253.298
4_4,wrong,260093,22dac859,click,logs/6_hard_full_dec19,1,6.795,1.51354E+12,1.51354E+12,34,FALSE,7,6,hard,full,260.093
4_3,wrong,261420,22dac859,click,logs/6_hard_full_dec19,2,1.327,1.51354E+12,1.51354E+12,35,FALSE,8,6,hard,full,261.42
2_2,wrong,273574,22dac859,undo,logs/6_hard_full_dec19,1,5.976,1.51354E+12,1.51354E+12,36,TRUE,1,6,hard,full,273.574
2_3,wrong,299130,22dac859,click,logs/6_hard_full_dec19,2,25.556,1.51354E+12,1.51354E+12,37,FALSE,2,6,hard,full,299.13
4_3,wrong,301960,22dac859,click,logs/6_hard_full_dec19,1,2.83,1.51354E+12,1.51354E+12,38,FALSE,3,6,hard,full,301.96
3_2,wrong,305967,22dac859,click,logs/6_hard_full_dec19,2,4.007,1.51354E+12,1.51354E+12,39,FALSE,4,6,hard,full,305.967
2_3,wrong,316536,22dac859,undo,logs/6_hard_full_dec19,1,3.309,1.51354E+12,1.51354E+12,40,TRUE,1,6,hard,full,316.536
2_2,wrong,319021,22dac859,click,logs/6_hard_full_dec19,2,2.485,1.51354E+12,1.51354E+12,41,FALSE,2,6,hard,full,319.021
0_3,wrong,322543,22dac859,click,logs/6_hard_full_dec19,1,3.522,1.51354E+12,1.51354E+12,42,FALSE,3,6,hard,full,322.543
2_0,wrong,325671,22dac859,click,logs/6_hard_full_dec19,2,3.128,1.51354E+12,1.51354E+12,43,FALSE,4,6,hard,full,325.671
3_0,wrong,328469,22dac859,undo,logs/6_hard_full_dec19,2,0.887,1.51354E+12,1.51354E+12,44,FALSE,4,6,hard,full,328.469
2_3,wrong,353693,22dac859,undo,logs/6_hard_full_dec19,1,2.164,1.51354E+12,1.51354E+12,45,TRUE,1,6,hard,full,353.693
3_4,wrong,367503,22dac859,click,logs/6_hard_full_dec19,2,13.81,1.51354E+12,1.51354E+12,46,FALSE,2,6,hard,full,367.503
2_2,wrong,370310,22dac859,click,logs/6_hard_full_dec19,1,2.807,1.51354E+12,1.51354E+12,47,FALSE,3,6,hard,full,370.31
2_0,wrong,371838,22dac859,click,logs/6_hard_full_dec19,2,1.528,1.51354E+12,1.51354E+12,48,FALSE,4,6,hard,full,371.838
2_4,wrong,383865,22dac859,click,logs/6_hard_full_dec19,1,12.027,1.51354E+12,1.51354E+12,49,FALSE,5,6,hard,full,383.865
2_3,wrong,393018,22dac859,undo,logs/6_hard_full_dec19,1,2.654,1.51354E+12,1.51354E+12,50,TRUE,1,6,hard,full,393.018
2_2,wrong,404485,22dac859,click,logs/6_hard_full_dec19,2,11.467,1.51354E+12,1.51354E+12,51,FALSE,2,6,hard,full,404.485
4_5,wrong,412430,22dac859,click,logs/6_hard_full_dec19,1,7.945,1.51354E+12,1.51354E+12,52,FALSE,3,6,hard,full,412.43
3_0,wrong,418428,22dac859,click,logs/6_hard_full_dec19,2,5.998,1.51354E+12,1.51354E+12,53,FALSE,4,6,hard,full,418.428
3_4,wrong,423438,22dac859,click,logs/6_hard_full_dec19,1,5.01,1.51354E+12,1.51354E+12,54,FALSE,5,6,hard,full,423.438
2_2,wrong,439300,22dac859,undo,logs/6_hard_full_dec19,2,8.221,1.51354E+12,1.51354E+12,55,FALSE,2,6,hard,full,439.3
4_5,wrong,442773,22dac859,click,logs/6_hard_full_dec19,1,3.473,1.51354E+12,1.51354E+12,56,FALSE,3,6,hard,full,442.773
3_4,wrong,446552,22dac859,click,logs/6_hard_full_dec19,2,3.779,1.51354E+12,1.51354E+12,57,FALSE,4,6,hard,full,446.552
2_3,wrong,456770,22dac859,undo,logs/6_hard_full_dec19,1,3.864,1.51354E+12,1.51354E+12,58,TRUE,1,6,hard,full,456.77
2_2,wrong,461198,22dac859,click,logs/6_hard_full_dec19,2,4.428,1.51354E+12,1.51354E+12,59,FALSE,2,6,hard,full,461.198
3_0,wrong,464154,22dac859,click,logs/6_hard_full_dec19,1,2.956,1.51354E+12,1.51354E+12,60,FALSE,3,6,hard,full,464.154
0_3,wrong,465652,22dac859,click,logs/6_hard_full_dec19,2,1.498,1.51354E+12,1.51354E+12,61,FALSE,4,6,hard,full,465.652
4_5,wrong,468771,22dac859,click,logs/6_hard_full_dec19,1,3.119,1.51354E+12,1.51354E+12,62,FALSE,5,6,hard,full,468.771
3_4,wrong,470982,22dac859,click,logs/6_hard_full_dec19,2,2.211,1.51354E+12,1.51354E+12,63,FALSE,6,6,hard,full,470.982
2_3,wrong,480095,22dac859,undo,logs/6_hard_full_dec19,1,3.449,1.51354E+12,1.51354E+12,64,TRUE,1,6,hard,full,480.095
2_2,wrong,484016,22dac859,click,logs/6_hard_full_dec19,2,3.921,1.51354E+12,1.51354E+12,65,FALSE,2,6,hard,full,484.016
4_4,wrong,489421,22dac859,click,logs/6_hard_full_dec19,1,5.405,1.51354E+12,1.51354E+12,66,FALSE,3,6,hard,full,489.421
3_0,wrong,503071,22dac859,click,logs/6_hard_full_dec19,2,13.65,1.51354E+12,1.51354E+12,67,FALSE,4,6,hard,full,503.071
3_4,wrong,506199,22dac859,click,logs/6_hard_full_dec19,1,3.128,1.51354E+12,1.51354E+12,68,FALSE,5,6,hard,full,506.199
4_5,wrong,509890,22dac859,click,logs/6_hard_full_dec19,2,3.691,1.51354E+12,1.51354E+12,69,FALSE,6,6,hard,full,509.89
1_4,wrong,513631,22dac859,click,logs/6_hard_full_dec19,1,3.741,1.51354E+12,1.51354E+12,70,FALSE,7,6,hard,full,513.631
2_4,wrong,516265,22dac859,click,logs/6_hard_full_dec19,2,2.634,1.51354E+12,1.51354E+12,71,FALSE,8,6,hard,full,516.265
0_3,wrong,0,26dbf6e9,,logs/6_hard_full_dec19,1,0,1.51362E+12,1.51362E+12,1,TRUE,1,6,hard,full,0
3_0,wrong,1509,26dbf6e9,click,logs/6_hard_full_dec19,2,1.509,1.51362E+12,1.51362E+12,2,FALSE,2,6,hard,full,1.509
0_2,wrong,9674,26dbf6e9,click,logs/6_hard_full_dec19,1,8.165,1.51362E+12,1.51362E+12,3,FALSE,3,6,hard,full,9.674
0_5,wrong,12054,26dbf6e9,click,logs/6_hard_full_dec19,2,2.38,1.51362E+12,1.51362E+12,4,FALSE,4,6,hard,full,12.054
2_2,wrong,19944,26dbf6e9,click,logs/6_hard_full_dec19,1,7.89,1.51362E+12,1.51362E+12,5,FALSE,5,6,hard,full,19.944
3_2,wrong,23640,26dbf6e9,click,logs/6_hard_full_dec19,2,3.696,1.51362E+12,1.51362E+12,6,FALSE,6,6,hard,full,23.64
2_3,wrong,37137,26dbf6e9,click,logs/6_hard_full_dec19,1,13.497,1.51362E+12,1.51362E+12,7,FALSE,7,6,hard,full,37.137
2_4,wrong,42546,26dbf6e9,click,logs/6_hard_full_dec19,2,5.409,1.51362E+12,1.51362E+12,8,FALSE,8,6,hard,full,42.546
2_0,wrong,43716,26dbf6e9,click,logs/6_hard_full_dec19,1,1.17,1.51362E+12,1.51362E+12,9,FALSE,9,6,hard,full,43.716
2_2,wrong,52225,26dbf6e9,reset,logs/6_hard_full_dec19,1,1.459,1.51362E+12,1.51362E+12,10,TRUE,1,6,hard,full,52.225
2_3,wrong,64651,26dbf6e9,click,logs/6_hard_full_dec19,2,12.426,1.51362E+12,1.51362E+12,11,FALSE,2,6,hard,full,64.651
3_0,wrong,71643,26dbf6e9,click,logs/6_hard_full_dec19,1,6.992,1.51362E+12,1.51362E+12,12,FALSE,3,6,hard,full,71.643
2_2,wrong,76330,26dbf6e9,reset,logs/6_hard_full_dec19,1,0.7,1.51362E+12,1.51362E+12,13,TRUE,1,6,hard,full,76.33
2_3,wrong,76864,26dbf6e9,click,logs/6_hard_full_dec19,2,0.534,1.51362E+12,1.51362E+12,14,FALSE,2,6,hard,full,76.864
0_3,validatedCorrect,0,32ebf2e8,,logs/6_hard_full_dec19,1,0,1.51362E+12,1.51362E+12,1,TRUE,1,6,hard,full,0
3_0,validatedCorrect,2252,32ebf2e8,click,logs/6_hard_full_dec19,2,2.252,1.51362E+12,1.51362E+12,2,FALSE,2,6,hard,full,2.252
2_2,validatedCorrect,15127,32ebf2e8,reset,logs/6_hard_full_dec19,1,8.154,1.51362E+12,1.51362E+12,3,TRUE,1,6,hard,full,15.127
0_2,validatedCorrect,21865,32ebf2e8,click,logs/6_hard_full_dec19,2,6.738,1.51362E+12,1.51362E+12,4,FALSE,2,6,hard,full,21.865
0_3,validatedCorrect,24014,32ebf2e8,click,logs/6_hard_full_dec19,1,2.149,1.51362E+12,1.51362E+12,5,FALSE,3,6,hard,full,24.014
3_0,validatedCorrect,26781,32ebf2e8,click,logs/6_hard_full_dec19,2,2.767,1.51362E+12,1.51362E+12,6,FALSE,4,6,hard,full,26.781
3_2,validatedCorrect,29040,32ebf2e8,click,logs/6_hard_full_dec19,1,2.259,1.51362E+12,1.51362E+12,7,FALSE,5,6,hard,full,29.04
4_2,validatedCorrect,33316,32ebf2e8,click,logs/6_hard_full_dec19,2,4.276,1.51362E+12,1.51362E+12,8,FALSE,6,6,hard,full,33.316
2_4,validatedCorrect,34889,32ebf2e8,click,logs/6_hard_full_dec19,1,1.573,1.51362E+12,1.51362E+12,9,FALSE,7,6,hard,full,34.889
2_3,validatedCorrect,36491,32ebf2e8,click,logs/6_hard_full_dec19,2,1.602,1.51362E+12,1.51362E+12,10,FALSE,8,6,hard,full,36.491
1_4,validatedCorrect,42384,32ebf2e8,click,logs/6_hard_full_dec19,1,5.893,1.51362E+12,1.51362E+12,11,FALSE,9,6,hard,full,42.384
3_4,validatedCorrect,43487,32ebf2e8,click,logs/6_hard_full_dec19,2,1.103,1.51362E+12,1.51362E+12,12,FALSE,10,6,hard,full,43.487
4_3,validatedCorrect,44949,32ebf2e8,click,logs/6_hard_full_dec19,1,1.462,1.51362E+12,1.51362E+12,13,FALSE,11,6,hard,full,44.949
1_0,validatedCorrect,51001,32ebf2e8,click,logs/6_hard_full_dec19,2,6.052,1.51362E+12,1.51362E+12,14,FALSE,12,6,hard,full,51.001
5_0,validatedCorrect,75759,32ebf2e8,reset,logs/6_hard_full_dec19,1,14.858,1.51362E+12,1.51362E+12,15,TRUE,1,6,hard,full,75.759
2_3,validatedCorrect,83380,32ebf2e8,click,logs/6_hard_full_dec19,2,7.621,1.51362E+12,1.51362E+12,16,FALSE,2,6,hard,full,83.38
0_3,validatedCorrect,88756,32ebf2e8,click,logs/6_hard_full_dec19,1,5.376,1.51362E+12,1.51362E+12,17,FALSE,3,6,hard,full,88.756
3_0,validatedCorrect,91547,32ebf2e8,click,logs/6_hard_full_dec19,2,2.791,1.51362E+12,1.51362E+12,18,FALSE,4,6,hard,full,91.547
4_3,validatedCorrect,94243,32ebf2e8,click,logs/6_hard_full_dec19,1,2.696,1.51362E+12,1.51362E+12,19,FALSE,5,6,hard,full,94.243
1_0,validatedCorrect,101059,32ebf2e8,click,logs/6_hard_full_dec19,2,6.816,1.51362E+12,1.51362E+12,20,FALSE,6,6,hard,full,101.059
2_0,validatedCorrect,101701,32ebf2e8,click,logs/6_hard_full_dec19,1,0.642,1.51362E+12,1.51362E+12,21,FALSE,7,6,hard,full,101.701
4_4,validatedCorrect,112003,32ebf2e8,click,logs/6_hard_full_dec19,2,10.302,1.51362E+12,1.51362E+12,22,FALSE,8,6,hard,full,112.003
0_3,validatedCorrect,122388,32ebf2e8,reset,logs/6_hard_full_dec19,1,4.376,1.51362E+12,1.51362E+12,23,TRUE,1,6,hard,full,122.388
3_0,validatedCorrect,124732,32ebf2e8,click,logs/6_hard_full_dec19,2,2.344,1.51362E+12,1.51362E+12,24,FALSE,2,6,hard,full,124.732
0_2,validatedCorrect,131844,32ebf2e8,click,logs/6_hard_full_dec19,1,7.112,1.51362E+12,1.51362E+12,25,FALSE,3,6,hard,full,131.844
0_5,validatedCorrect,133016,32ebf2e8,click,logs/6_hard_full_dec19,2,1.172,1.51362E+12,1.51362E+12,26,FALSE,4,6,hard,full,133.016
2_2,validatedCorrect,134618,32ebf2e8,click,logs/6_hard_full_dec19,1,1.602,1.51362E+12,1.51362E+12,27,FALSE,5,6,hard,full,134.618
3_2,validatedCorrect,137745,32ebf2e8,click,logs/6_hard_full_dec19,2,3.127,1.51362E+12,1.51362E+12,28,FALSE,6,6,hard,full,137.745
2_3,validatedCorrect,145248,32ebf2e8,click,logs/6_hard_full_dec19,1,7.503,1.51362E+12,1.51362E+12,29,FALSE,7,6,hard,full,145.248
2_0,validatedCorrect,147108,32ebf2e8,click,logs/6_hard_full_dec19,2,1.86,1.51362E+12,1.51362E+12,30,FALSE,8,6,hard,full,147.108
2_4,validatedCorrect,150743,32ebf2e8,click,logs/6_hard_full_dec19,1,3.635,1.51362E+12,1.51362E+12,31,FALSE,9,6,hard,full,150.743
3_0,validatedCorrect,1,38ebbf94,,logs/6_hard_full_dec19,1,0.001,1.5136E+12,1.5136E+12,1,TRUE,1,6,hard,full,0.001
0_3,validatedCorrect,4332,38ebbf94,click,logs/6_hard_full_dec19,2,4.331,1.5136E+12,1.5136E+12,2,FALSE,2,6,hard,full,4.332
0_3,validatedCorrect,9838,38ebbf94,reset,logs/6_hard_full_dec19,1,1.102,1.5136E+12,1.5136E+12,3,TRUE,1,6,hard,full,9.838
3_0,validatedCorrect,12488,38ebbf94,click,logs/6_hard_full_dec19,2,2.65,1.5136E+12,1.5136E+12,4,FALSE,2,6,hard,full,12.488
0_2,validatedCorrect,15828,38ebbf94,click,logs/6_hard_full_dec19,1,3.34,1.5136E+12,1.5136E+12,5,FALSE,3,6,hard,full,15.828
0_5,validatedCorrect,18436,38ebbf94,click,logs/6_hard_full_dec19,2,2.608,1.5136E+12,1.5136E+12,6,FALSE,4,6,hard,full,18.436
2_2,validatedCorrect,21100,38ebbf94,click,logs/6_hard_full_dec19,1,2.664,1.5136E+12,1.5136E+12,7,FALSE,5,6,hard,full,21.1
3_2,validatedCorrect,25281,38ebbf94,click,logs/6_hard_full_dec19,2,4.181,1.5136E+12,1.5136E+12,8,FALSE,6,6,hard,full,25.281
4_2,validatedCorrect,38605,38ebbf94,click,logs/6_hard_full_dec19,1,13.324,1.5136E+12,1.5136E+12,9,FALSE,7,6,hard,full,38.605
