position,solved,time_rel,userid,prev_action,board_name,player,time_between,time,time_prev_move,move_number,first_move_in_path,move_number_in_path,board_size,board_type,condition,time_rel_sec
5_2,solvedCorrect,299072,23b6924e,click,logs/10_easy_full_dec19,1,5.376,1.51228E+12,1.51228E+12,46,FALSE,3,10,easy,full,299.072
4_2,solvedCorrect,303200,23b6924e,click,logs/10_easy_full_dec19,2,4.128,1.51228E+12,1.51228E+12,47,FALSE,4,10,easy,full,303.2
5_3,solvedCorrect,305000,23b6924e,click,logs/10_easy_full_dec19,1,1.8,1.51228E+12,1.51228E+12,48,FALSE,5,10,easy,full,305
5_1,solvedCorrect,306709,23b6924e,click,logs/10_easy_full_dec19,2,1.709,1.51228E+12,1.51228E+12,49,FALSE,6,10,easy,full,306.709
5_4,solvedCorrect,340290,23b6924e,reset,logs/10_easy_full_dec19,1,2.029,1.51228E+12,1.51228E+12,50,TRUE,1,10,easy,full,340.29
6_5,solvedCorrect,344354,23b6924e,click,logs/10_easy_full_dec19,2,4.064,1.51228E+12,1.51228E+12,51,FALSE,2,10,easy,full,344.354
5_3,solvedCorrect,346104,23b6924e,click,logs/10_easy_full_dec19,1,1.75,1.51228E+12,1.51228E+12,52,FALSE,3,10,easy,full,346.104
5_2,solvedCorrect,353319,23b6924e,click,logs/10_easy_full_dec19,2,7.215,1.51228E+12,1.51228E+12,53,FALSE,4,10,easy,full,353.319
6_3,solvedCorrect,354582,23b6924e,click,logs/10_easy_full_dec19,1,1.263,1.51228E+12,1.51228E+12,54,FALSE,5,10,easy,full,354.582
6_2,solvedCorrect,359592,23b6924e,click,logs/10_easy_full_dec19,2,5.01,1.51228E+12,1.51228E+12,55,FALSE,6,10,easy,full,359.592
7_3,solvedCorrect,360917,23b6924e,click,logs/10_easy_full_dec19,1,1.325,1.51228E+12,1.51228E+12,56,FALSE,7,10,easy,full,360.917
5_3,solvedCorrect,371732,23b6924e,reset,logs/10_easy_full_dec19,1,0.746,1.51228E+12,1.51228E+12,57,TRUE,1,10,easy,full,371.732
6_3,solvedCorrect,372845,23b6924e,click,logs/10_easy_full_dec19,2,1.113,1.51228E+12,1.51228E+12,58,FALSE,2,10,easy,full,372.845
5_4,solvedCorrect,386127,23b6924e,click,logs/10_easy_full_dec19,1,13.282,1.51228E+12,1.51228E+12,59,FALSE,3,10,easy,full,386.127
5_5,solvedCorrect,389440,23b6924e,click,logs/10_easy_full_dec19,2,3.313,1.51228E+12,1.51228E+12,60,FALSE,4,10,easy,full,389.44
6_5,solvedCorrect,397552,23b6924e,click,logs/10_easy_full_dec19,1,8.112,1.51228E+12,1.51228E+12,61,FALSE,5,10,easy,full,397.552
8_7,solvedCorrect,400037,23b6924e,click,logs/10_easy_full_dec19,2,2.485,1.51228E+12,1.51228E+12,62,FALSE,6,10,easy,full,400.037
3_2,solvedCorrect,401343,23b6924e,click,logs/10_easy_full_dec19,1,1.306,1.51228E+12,1.51228E+12,63,FALSE,7,10,easy,full,401.343
5_3,solvedCorrect,415679,23b6924e,reset,logs/10_easy_full_dec19,1,0.749,1.51228E+12,1.51228E+12,64,TRUE,1,10,easy,full,415.679
5_4,solvedCorrect,416159,23b6924e,click,logs/10_easy_full_dec19,2,0.48,1.51228E+12,1.51228E+12,65,FALSE,2,10,easy,full,416.159
6_3,solvedCorrect,422575,23b6924e,click,logs/10_easy_full_dec19,1,6.416,1.51228E+12,1.51228E+12,66,FALSE,3,10,easy,full,422.575
6_2,solvedCorrect,432352,23b6924e,click,logs/10_easy_full_dec19,2,9.777,1.51228E+12,1.51228E+12,67,FALSE,4,10,easy,full,432.352
7_3,solvedCorrect,442216,23b6924e,click,logs/10_easy_full_dec19,1,9.864,1.51228E+12,1.51228E+12,68,FALSE,5,10,easy,full,442.216
8_3,solvedCorrect,447360,23b6924e,click,logs/10_easy_full_dec19,2,5.144,1.51228E+12,1.51228E+12,69,FALSE,6,10,easy,full,447.36
5_4,solvedCorrect,452887,23b6924e,reset,logs/10_easy_full_dec19,1,1.688,1.51228E+12,1.51228E+12,70,TRUE,1,10,easy,full,452.887
6_5,solvedCorrect,455439,23b6924e,click,logs/10_easy_full_dec19,2,2.552,1.51228E+12,1.51228E+12,71,FALSE,2,10,easy,full,455.439
3_2,solvedCorrect,458400,23b6924e,click,logs/10_easy_full_dec19,1,2.961,1.51228E+12,1.51228E+12,72,FALSE,3,10,easy,full,458.4
4_1,solvedCorrect,462840,23b6924e,click,logs/10_easy_full_dec19,2,4.44,1.51228E+12,1.51228E+12,73,FALSE,4,10,easy,full,462.84
2_1,solvedCorrect,467093,23b6924e,click,logs/10_easy_full_dec19,1,4.253,1.51228E+12,1.51228E+12,74,FALSE,5,10,easy,full,467.093
1_0,solvedCorrect,469901,23b6924e,click,logs/10_easy_full_dec19,2,2.808,1.51228E+12,1.51228E+12,75,FALSE,6,10,easy,full,469.901
5_4,solvedCorrect,482695,23b6924e,reset,logs/10_easy_full_dec19,1,4.569,1.51228E+12,1.51228E+12,76,TRUE,1,10,easy,full,482.695
5_3,solvedCorrect,487639,23b6924e,click,logs/10_easy_full_dec19,2,4.944,1.51228E+12,1.51228E+12,77,FALSE,2,10,easy,full,487.639
6_5,solvedCorrect,494061,23b6924e,reset,logs/10_easy_full_dec19,1,0.827,1.51228E+12,1.51228E+12,78,TRUE,1,10,easy,full,494.061
5_4,solvedCorrect,496205,23b6924e,click,logs/10_easy_full_dec19,2,2.144,1.51228E+12,1.51228E+12,79,FALSE,2,10,easy,full,496.205
8_7,solvedCorrect,505269,23b6924e,click,logs/10_easy_full_dec19,1,9.064,1.51228E+12,1.51228E+12,80,FALSE,3,10,easy,full,505.269
9_8,solvedCorrect,506373,23b6924e,click,logs/10_easy_full_dec19,2,1.104,1.51228E+12,1.51228E+12,81,FALSE,4,10,easy,full,506.373
3_2,solvedCorrect,509485,23b6924e,click,logs/10_easy_full_dec19,1,3.112,1.51228E+12,1.51228E+12,82,FALSE,5,10,easy,full,509.485
5_4,solvedCorrect,515232,23b6924e,reset,logs/10_easy_full_dec19,1,4.689,1.51228E+12,1.51228E+12,83,TRUE,1,10,easy,full,515.232
4_4,solvedCorrect,517375,23b6924e,reset,logs/10_easy_full_dec19,1,0.68,1.51228E+12,1.51228E+12,84,TRUE,1,10,easy,full,517.375
5_4,solvedCorrect,524013,23b6924e,reset,logs/10_easy_full_dec19,1,0.74,1.51228E+12,1.51228E+12,85,TRUE,1,10,easy,full,524.013
6_5,solvedCorrect,526176,23b6924e,click,logs/10_easy_full_dec19,2,2.163,1.51228E+12,1.51228E+12,86,FALSE,2,10,easy,full,526.176
3_2,solvedCorrect,528870,23b6924e,click,logs/10_easy_full_dec19,1,2.694,1.51228E+12,1.51228E+12,87,FALSE,3,10,easy,full,528.87
2_1,solvedCorrect,532633,23b6924e,click,logs/10_easy_full_dec19,2,3.763,1.51228E+12,1.51228E+12,88,FALSE,4,10,easy,full,532.633
5_3,solvedCorrect,536920,23b6924e,click,logs/10_easy_full_dec19,1,4.287,1.51228E+12,1.51228E+12,89,FALSE,5,10,easy,full,536.92
5_2,solvedCorrect,538078,23b6924e,click,logs/10_easy_full_dec19,2,1.158,1.51228E+12,1.51228E+12,90,FALSE,6,10,easy,full,538.078
5_1,solvedCorrect,539485,23b6924e,click,logs/10_easy_full_dec19,1,1.407,1.51228E+12,1.51228E+12,91,FALSE,7,10,easy,full,539.485
5_4,solvedCorrect,544421,23b6924e,reset,logs/10_easy_full_dec19,1,3.331,1.51228E+12,1.51228E+12,92,TRUE,1,10,easy,full,544.421
2_8,wrong,1,26e680e4,,logs/10_easy_full_dec19,1,0.001,1.51228E+12,1.51228E+12,1,TRUE,1,10,easy,full,0.001
0_5,wrong,6160,26e680e4,reset,logs/10_easy_full_dec19,1,3.948,1.51228E+12,1.51228E+12,2,TRUE,1,10,easy,full,6.16
4_9,wrong,7379,26e680e4,click,logs/10_easy_full_dec19,2,1.219,1.51228E+12,1.51228E+12,3,FALSE,2,10,easy,full,7.379
1_8,wrong,48365,26e680e4,reset,logs/10_easy_full_dec19,1,4.424,1.51228E+12,1.51228E+12,4,TRUE,1,10,easy,full,48.365
1_9,wrong,50352,26e680e4,click,logs/10_easy_full_dec19,2,1.987,1.51228E+12,1.51228E+12,5,FALSE,2,10,easy,full,50.352
2_8,wrong,59633,26e680e4,click,logs/10_easy_full_dec19,1,9.281,1.51228E+12,1.51228E+12,6,FALSE,3,10,easy,full,59.633
0_8,wrong,61705,26e680e4,click,logs/10_easy_full_dec19,2,2.072,1.51228E+12,1.51228E+12,7,FALSE,4,10,easy,full,61.705
4_8,wrong,63010,26e680e4,click,logs/10_easy_full_dec19,1,1.305,1.51228E+12,1.51228E+12,8,FALSE,5,10,easy,full,63.01
5_8,wrong,64998,26e680e4,click,logs/10_easy_full_dec19,2,1.988,1.51228E+12,1.51228E+12,9,FALSE,6,10,easy,full,64.998
0_5,wrong,89410,26e680e4,click,logs/10_easy_full_dec19,1,24.412,1.51228E+12,1.51228E+12,10,FALSE,7,10,easy,full,89.41
4_9,wrong,93419,26e680e4,click,logs/10_easy_full_dec19,2,4.009,1.51228E+12,1.51228E+12,11,FALSE,8,10,easy,full,93.419
2_9,wrong,115649,26e680e4,click,logs/10_easy_full_dec19,1,22.23,1.51228E+12,1.51228E+12,12,FALSE,9,10,easy,full,115.649
4_4,wrong,127824,26e680e4,reset,logs/10_easy_full_dec19,1,6.702,1.51228E+12,1.51228E+12,13,TRUE,1,10,easy,full,127.824
0_5,wrong,134179,26e680e4,undo,logs/10_easy_full_dec19,1,2.278,1.51228E+12,1.51228E+12,14,TRUE,1,10,easy,full,134.179
4_9,wrong,135533,26e680e4,click,logs/10_easy_full_dec19,2,1.354,1.51228E+12,1.51228E+12,15,FALSE,2,10,easy,full,135.533
1_8,wrong,137373,26e680e4,click,logs/10_easy_full_dec19,1,1.84,1.51228E+12,1.51228E+12,16,FALSE,3,10,easy,full,137.373
1_9,wrong,137997,26e680e4,click,logs/10_easy_full_dec19,2,0.624,1.51228E+12,1.51228E+12,17,FALSE,4,10,easy,full,137.997
2_8,wrong,145341,26e680e4,click,logs/10_easy_full_dec19,1,7.344,1.51228E+12,1.51228E+12,18,FALSE,5,10,easy,full,145.341
0_8,wrong,146106,26e680e4,click,logs/10_easy_full_dec19,2,0.765,1.51228E+12,1.51228E+12,19,FALSE,6,10,easy,full,146.106
4_8,wrong,148960,26e680e4,click,logs/10_easy_full_dec19,1,2.854,1.51228E+12,1.51228E+12,20,FALSE,7,10,easy,full,148.96
5_8,wrong,149696,26e680e4,click,logs/10_easy_full_dec19,2,0.736,1.51228E+12,1.51228E+12,21,FALSE,8,10,easy,full,149.696
0_5,wrong,155638,26e680e4,reset,logs/10_easy_full_dec19,1,1.094,1.51228E+12,1.51228E+12,22,TRUE,1,10,easy,full,155.638
4_9,wrong,156786,26e680e4,click,logs/10_easy_full_dec19,2,1.148,1.51228E+12,1.51228E+12,23,FALSE,2,10,easy,full,156.786
4_7,wrong,204048,26e680e4,reset,logs/10_easy_full_dec19,1,0.725,1.51228E+12,1.51228E+12,24,TRUE,1,10,easy,full,204.048
1_8,wrong,210303,26e680e4,reset,logs/10_easy_full_dec19,1,0.739,1.51228E+12,1.51228E+12,25,TRUE,1,10,easy,full,210.303
1_9,wrong,211130,26e680e4,click,logs/10_easy_full_dec19,2,0.827,1.51228E+12,1.51228E+12,26,FALSE,2,10,easy,full,211.13
4_9,wrong,220631,26e680e4,click,logs/10_easy_full_dec19,1,9.501,1.51228E+12,1.51228E+12,27,FALSE,3,10,easy,full,220.631
0_5,wrong,221448,26e680e4,click,logs/10_easy_full_dec19,2,0.817,1.51228E+12,1.51228E+12,28,FALSE,4,10,easy,full,221.448
2_8,wrong,226778,26e680e4,click,logs/10_easy_full_dec19,1,5.33,1.51228E+12,1.51228E+12,29,FALSE,5,10,easy,full,226.778
0_8,wrong,233400,26e680e4,click,logs/10_easy_full_dec19,2,6.622,1.51228E+12,1.51228E+12,30,FALSE,6,10,easy,full,233.4
4_8,wrong,236935,26e680e4,click,logs/10_easy_full_dec19,1,3.535,1.51228E+12,1.51228E+12,31,FALSE,7,10,easy,full,236.935
5_8,wrong,239633,26e680e4,click,logs/10_easy_full_dec19,2,2.698,1.51228E+12,1.51228E+12,32,FALSE,8,10,easy,full,239.633
4_9,wrong,250580,26e680e4,reset,logs/10_easy_full_dec19,1,1.764,1.51228E+12,1.51228E+12,33,TRUE,1,10,easy,full,250.58
0_5,wrong,252579,26e680e4,click,logs/10_easy_full_dec19,2,1.999,1.51228E+12,1.51228E+12,34,FALSE,2,10,easy,full,252.579
1_8,wrong,268175,26e680e4,click,logs/10_easy_full_dec19,1,15.596,1.51228E+12,1.51228E+12,35,FALSE,3,10,easy,full,268.175
1_9,wrong,268895,26e680e4,click,logs/10_easy_full_dec19,2,0.72,1.51228E+12,1.51228E+12,36,FALSE,4,10,easy,full,268.895
2_9,wrong,293640,26e680e4,click,logs/10_easy_full_dec19,1,24.745,1.51228E+12,1.51228E+12,37,FALSE,5,10,easy,full,293.64
0_5,wrong,327653,26e680e4,reset,logs/10_easy_full_dec19,1,26.195,1.51228E+12,1.51228E+12,38,TRUE,1,10,easy,full,327.653
4_9,wrong,329629,26e680e4,click,logs/10_easy_full_dec19,2,1.976,1.51228E+12,1.51228E+12,39,FALSE,2,10,easy,full,329.629
1_8,wrong,330934,26e680e4,click,logs/10_easy_full_dec19,1,1.305,1.51228E+12,1.51228E+12,40,FALSE,3,10,easy,full,330.934
1_9,wrong,331414,26e680e4,click,logs/10_easy_full_dec19,2,0.48,1.51228E+12,1.51228E+12,41,FALSE,4,10,easy,full,331.414
2_8,wrong,336912,26e680e4,click,logs/10_easy_full_dec19,1,5.498,1.51228E+12,1.51228E+12,42,FALSE,5,10,easy,full,336.912
0_8,wrong,341605,26e680e4,click,logs/10_easy_full_dec19,2,4.693,1.51228E+12,1.51228E+12,43,FALSE,6,10,easy,full,341.605
4_8,wrong,354582,26e680e4,click,logs/10_easy_full_dec19,1,12.977,1.51228E+12,1.51228E+12,44,FALSE,7,10,easy,full,354.582
4_4,wrong,370505,26e680e4,reset,logs/10_easy_full_dec19,1,3.887,1.51228E+12,1.51228E+12,45,TRUE,1,10,easy,full,370.505
0_5,wrong,374445,26e680e4,reset,logs/10_easy_full_dec19,1,0.937,1.51228E+12,1.51228E+12,46,TRUE,1,10,easy,full,374.445
4_9,wrong,376101,26e680e4,click,logs/10_easy_full_dec19,2,1.656,1.51228E+12,1.51228E+12,47,FALSE,2,10,easy,full,376.101
1_8,wrong,383460,26e680e4,click,logs/10_easy_full_dec19,1,7.359,1.51228E+12,1.51228E+12,48,FALSE,3,10,easy,full,383.46
6_5,wrong,409767,26e680e4,reset,logs/10_easy_full_dec19,1,23.869,1.51228E+12,1.51228E+12,49,TRUE,1,10,easy,full,409.767
8_7,wrong,410730,26e680e4,click,logs/10_easy_full_dec19,2,0.963,1.51228E+12,1.51228E+12,50,FALSE,2,10,easy,full,410.73
5_4,wrong,412742,26e680e4,click,logs/10_easy_full_dec19,1,2.012,1.51228E+12,1.51228E+12,51,FALSE,3,10,easy,full,412.742
3_2,wrong,414633,26e680e4,click,logs/10_easy_full_dec19,2,1.891,1.51228E+12,1.51228E+12,52,FALSE,4,10,easy,full,414.633
5_2,wrong,416209,26e680e4,click,logs/10_easy_full_dec19,1,1.576,1.51228E+12,1.51228E+12,53,FALSE,5,10,easy,full,416.209
0_3,wrong,423253,26e680e4,reset,logs/10_easy_full_dec19,1,5.316,1.51228E+12,1.51228E+12,54,TRUE,1,10,easy,full,423.253
1_8,wrong,429389,26e680e4,reset,logs/10_easy_full_dec19,1,1.571,1.51228E+12,1.51228E+12,55,TRUE,1,10,easy,full,429.389
1_9,wrong,430207,26e680e4,click,logs/10_easy_full_dec19,2,0.818,1.51228E+12,1.51228E+12,56,FALSE,2,10,easy,full,430.207
4_9,wrong,434894,26e680e4,click,logs/10_easy_full_dec19,1,4.687,1.51228E+12,1.51228E+12,57,FALSE,3,10,easy,full,434.894
0_5,wrong,435965,26e680e4,click,logs/10_easy_full_dec19,2,1.071,1.51228E+12,1.51228E+12,58,FALSE,4,10,easy,full,435.965
1_9,wrong,2,2fe692a5,,logs/10_easy_full_dec19,1,0.002,1.51228E+12,1.51228E+12,1,TRUE,1,10,easy,full,0.002
1_8,wrong,2560,2fe692a5,click,logs/10_easy_full_dec19,2,2.558,1.51228E+12,1.51228E+12,2,FALSE,2,10,easy,full,2.56
4_9,wrong,4547,2fe692a5,click,logs/10_easy_full_dec19,1,1.987,1.51228E+12,1.51228E+12,3,FALSE,3,10,easy,full,4.547
0_5,wrong,6276,2fe692a5,click,logs/10_easy_full_dec19,2,1.729,1.51228E+12,1.51228E+12,4,FALSE,4,10,easy,full,6.276
2_9,wrong,7519,2fe692a5,click,logs/10_easy_full_dec19,1,1.243,1.51228E+12,1.51228E+12,5,FALSE,5,10,easy,full,7.519
1_8,validatedCorrect,55451,31b4fc9e,,logs/10_easy_full_dec19,1,55.451,1.51119E+12,1.51119E+12,1,TRUE,1,10,easy,full,55.451
1_9,validatedCorrect,64257,31b4fc9e,click,logs/10_easy_full_dec19,2,8.806,1.51119E+12,1.51119E+12,2,FALSE,2,10,easy,full,64.257
1_8,validatedCorrect,122456,31b4fc9e,reset,logs/10_easy_full_dec19,1,45.064,1.51119E+12,1.51119E+12,3,TRUE,1,10,easy,full,122.456
1_9,validatedCorrect,124032,31b4fc9e,click,logs/10_easy_full_dec19,2,1.576,1.51119E+12,1.51119E+12,4,FALSE,2,10,easy,full,124.032
4_9,validatedCorrect,132947,31b4fc9e,click,logs/10_easy_full_dec19,1,8.915,1.51119E+12,1.51119E+12,5,FALSE,3,10,easy,full,132.947
0_5,validatedCorrect,134897,31b4fc9e,click,logs/10_easy_full_dec19,2,1.95,1.51119E+12,1.51119E+12,6,FALSE,4,10,easy,full,134.897
4_9,validatedCorrect,197826,31b4fc9e,reset,logs/10_easy_full_dec19,1,46.442,1.51119E+12,1.51119E+12,7,TRUE,1,10,easy,full,197.826
0_5,validatedCorrect,200023,31b4fc9e,click,logs/10_easy_full_dec19,2,2.197,1.51119E+12,1.51119E+12,8,FALSE,2,10,easy,full,200.023
1_8,validatedCorrect,206777,31b4fc9e,click,logs/10_easy_full_dec19,1,6.754,1.51119E+12,1.51119E+12,9,FALSE,3,10,easy,full,206.777
1_9,validatedCorrect,208040,31b4fc9e,click,logs/10_easy_full_dec19,2,1.263,1.51119E+12,1.51119E+12,10,FALSE,4,10,easy,full,208.04
2_8,validatedCorrect,212244,31b4fc9e,click,logs/10_easy_full_dec19,1,4.204,1.51119E+12,1.51119E+12,11,FALSE,5,10,easy,full,212.244
0_8,validatedCorrect,215863,31b4fc9e,click,logs/10_easy_full_dec19,2,3.619,1.51119E+12,1.51119E+12,12,FALSE,6,10,easy,full,215.863
1_8,validatedCorrect,287282,31b4fc9e,reset,logs/10_easy_full_dec19,1,66.793,1.51119E+12,1.51119E+12,13,TRUE,1,10,easy,full,287.282
1_9,validatedCorrect,288550,31b4fc9e,click,logs/10_easy_full_dec19,2,1.268,1.51119E+12,1.51119E+12,14,FALSE,2,10,easy,full,288.55
0_5,validatedCorrect,295649,31b4fc9e,click,logs/10_easy_full_dec19,1,7.099,1.51119E+12,1.51119E+12,15,FALSE,3,10,easy,full,295.649
4_9,validatedCorrect,297343,31b4fc9e,click,logs/10_easy_full_dec19,2,1.694,1.51119E+12,1.51119E+12,16,FALSE,4,10,easy,full,297.343
2_8,validatedCorrect,304399,31b4fc9e,click,logs/10_easy_full_dec19,1,7.056,1.51119E+12,1.51119E+12,17,FALSE,5,10,easy,full,304.399
4_8,validatedCorrect,307685,31b4fc9e,click,logs/10_easy_full_dec19,2,3.286,1.51119E+12,1.51119E+12,18,FALSE,6,10,easy,full,307.685
4_9,validatedCorrect,333502,31b4fc9e,reset,logs/10_easy_full_dec19,1,15.478,1.51119E+12,1.51119E+12,19,TRUE,1,10,easy,full,333.502
0_5,validatedCorrect,334915,31b4fc9e,click,logs/10_easy_full_dec19,2,1.413,1.51119E+12,1.51119E+12,20,FALSE,2,10,easy,full,334.915
1_8,validatedCorrect,341574,31b4fc9e,click,logs/10_easy_full_dec19,1,6.659,1.51119E+12,1.51119E+12,21,FALSE,3,10,easy,full,341.574
1_9,validatedCorrect,346482,31b4fc9e,click,logs/10_easy_full_dec19,2,4.908,1.51119E+12,1.51119E+12,22,FALSE,4,10,easy,full,346.482
4_9,validatedCorrect,366638,31b4fc9e,reset,logs/10_easy_full_dec19,1,14.03,1.51119E+12,1.51119E+12,23,TRUE,1,10,easy,full,366.638
0_5,validatedCorrect,367952,31b4fc9e,click,logs/10_easy_full_dec19,2,1.314,1.51119E+12,1.51119E+12,24,FALSE,2,10,easy,full,367.952
1_9,validatedCorrect,370990,31b4fc9e,click,logs/10_easy_full_dec19,1,3.038,1.51119E+12,1.51119E+12,25,FALSE,3,10,easy,full,370.99
1_8,validatedCorrect,371891,31b4fc9e,click,logs/10_easy_full_dec19,2,0.901,1.51119E+12,1.51119E+12,26,FALSE,4,10,easy,full,371.891
2_9,validatedCorrect,378852,31b4fc9e,click,logs/10_easy_full_dec19,1,6.961,1.51119E+12,1.51119E+12,27,FALSE,5,10,easy,full,378.852
4_7,validatedCorrect,0,37bffc4e,,logs/10_easy_full_dec19,1,0,1.51192E+12,1.51192E+12,1,TRUE,1,10,easy,full,0
4_4,validatedCorrect,8968,37bffc4e,click,logs/10_easy_full_dec19,2,8.968,1.51192E+12,1.51192E+12,2,FALSE,2,10,easy,full,8.968
5_4,validatedCorrect,13708,37bffc4e,click,logs/10_easy_full_dec19,1,4.74,1.51192E+12,1.51192E+12,3,FALSE,3,10,easy,full,13.708
9_4,validatedCorrect,25038,37bffc4e,click,logs/10_easy_full_dec19,2,11.33,1.51192E+12,1.51192E+12,4,FALSE,4,10,easy,full,25.038
9_8,validatedCorrect,27952,37bffc4e,click,logs/10_easy_full_dec19,1,2.914,1.51192E+12,1.51192E+12,5,FALSE,5,10,easy,full,27.952
9_4,validatedCorrect,43675,37bffc4e,reset,logs/10_easy_full_dec19,1,11.347,1.51192E+12,1.51192E+12,6,TRUE,1,10,easy,full,43.675
9_8,validatedCorrect,55927,37bffc4e,undo,logs/10_easy_full_dec19,1,7.326,1.51192E+12,1.51192E+12,7,TRUE,1,10,easy,full,55.927
9_4,validatedCorrect,59177,37bffc4e,click,logs/10_easy_full_dec19,2,3.25,1.51192E+12,1.51192E+12,8,FALSE,2,10,easy,full,59.177
9_3,validatedCorrect,63216,37bffc4e,click,logs/10_easy_full_dec19,1,4.039,1.51192E+12,1.51192E+12,9,FALSE,3,10,easy,full,63.216
1_8,validatedCorrect,69861,37bffc4e,click,logs/10_easy_full_dec19,2,6.645,1.51192E+12,1.51192E+12,10,FALSE,4,10,easy,full,69.861
8_7,validatedCorrect,71780,37bffc4e,click,logs/10_easy_full_dec19,1,1.919,1.51192E+12,1.51192E+12,11,FALSE,5,10,easy,full,71.78
4_9,validatedCorrect,188528,37bffc4e,reset,logs/10_easy_full_dec19,1,106.384,1.51192E+12,1.51192E+12,12,TRUE,1,10,easy,full,188.528
4_4,validatedCorrect,194229,37bffc4e,click,logs/10_easy_full_dec19,2,5.701,1.51192E+12,1.51192E+12,13,FALSE,2,10,easy,full,194.229
5_9,validatedCorrect,195711,37bffc4e,click,logs/10_easy_full_dec19,1,1.482,1.51192E+12,1.51192E+12,14,FALSE,3,10,easy,full,195.711
5_4,validatedCorrect,199441,37bffc4e,click,logs/10_easy_full_dec19,2,3.73,1.51192E+12,1.51192E+12,15,FALSE,4,10,easy,full,199.441
5_4,validatedCorrect,204442,37bffc4e,undo,logs/10_easy_full_dec19,1,2.341,1.51192E+12,1.51192E+12,16,FALSE,3,10,easy,full,204.442
9_4,validatedCorrect,207261,37bffc4e,click,logs/10_easy_full_dec19,2,2.819,1.51192E+12,1.51192E+12,17,FALSE,4,10,easy,full,207.261
5_9,validatedCorrect,208502,37bffc4e,click,logs/10_easy_full_dec19,1,1.241,1.51192E+12,1.51192E+12,18,FALSE,5,10,easy,full,208.502
9_8,validatedCorrect,209833,37bffc4e,click,logs/10_easy_full_dec19,2,1.331,1.51192E+12,1.51192E+12,19,FALSE,6,10,easy,full,209.833
9_8,validatedCorrect,213019,37bffc4e,undo,logs/10_easy_full_dec19,1,1.026,1.51192E+12,1.51192E+12,20,FALSE,5,10,easy,full,213.019
4_7,validatedCorrect,218429,37bffc4e,click,logs/10_easy_full_dec19,2,5.41,1.51192E+12,1.51192E+12,21,FALSE,6,10,easy,full,218.429
4_8,validatedCorrect,222464,37bffc4e,click,logs/10_easy_full_dec19,1,4.035,1.51192E+12,1.51192E+12,22,FALSE,7,10,easy,full,222.464
4_9,validatedCorrect,317597,37bffc4e,reset,logs/10_easy_full_dec19,1,84.693,1.51192E+12,1.51192E+12,23,TRUE,1,10,easy,full,317.597
0_5,validatedCorrect,319720,37bffc4e,click,logs/10_easy_full_dec19,2,2.123,1.51192E+12,1.51192E+12,24,FALSE,2,10,easy,full,319.72
1_9,validatedCorrect,325765,37bffc4e,click,logs/10_easy_full_dec19,1,6.045,1.51192E+12,1.51192E+12,25,FALSE,3,10,easy,full,325.765
1_8,validatedCorrect,328775,37bffc4e,click,logs/10_easy_full_dec19,2,3.01,1.51192E+12,1.51192E+12,26,FALSE,4,10,easy,full,328.775
2_9,validatedCorrect,341831,37bffc4e,click,logs/10_easy_full_dec19,1,13.056,1.51192E+12,1.51192E+12,27,FALSE,5,10,easy,full,341.831
5_9,validatedCorrect,392228,37bffc4e,click,logs/10_easy_full_dec19,2,50.397,1.51192E+12,1.51192E+12,28,FALSE,6,10,easy,full,392.228
0_9,validatedCorrect,393428,37bffc4e,click,logs/10_easy_full_dec19,1,1.2,1.51192E+12,1.51192E+12,29,FALSE,7,10,easy,full,393.428
4_9,validatedCorrect,0,3ac5170c,,logs/10_easy_full_dec19,1,0,1.5112E+12,1.5112E+12,1,TRUE,1,10,easy,full,0
0_5,validatedCorrect,3435,3ac5170c,click,logs/10_easy_full_dec19,2,3.435,1.5112E+12,1.5112E+12,2,FALSE,2,10,easy,full,3.435
1_8,validatedCorrect,26862,3ac5170c,click,logs/10_easy_full_dec19,1,23.427,1.5112E+12,1.5112E+12,3,FALSE,3,10,easy,full,26.862
1_9,validatedCorrect,30647,3ac5170c,click,logs/10_easy_full_dec19,2,3.785,1.5112E+12,1.5112E+12,4,FALSE,4,10,easy,full,30.647
1_8,validatedCorrect,56225,3ac5170c,reset,logs/10_easy_full_dec19,1,6.261,1.5112E+12,1.5112E+12,5,TRUE,1,10,easy,full,56.225
1_9,validatedCorrect,56853,3ac5170c,click,logs/10_easy_full_dec19,2,0.628,1.5112E+12,1.5112E+12,6,FALSE,2,10,easy,full,56.853
0_5,validatedCorrect,62178,3ac5170c,click,logs/10_easy_full_dec19,1,5.325,1.5112E+12,1.5112E+12,7,FALSE,3,10,easy,full,62.178
4_9,validatedCorrect,64487,3ac5170c,click,logs/10_easy_full_dec19,2,2.309,1.5112E+12,1.5112E+12,8,FALSE,4,10,easy,full,64.487
1_8,validatedCorrect,85577,3ac5170c,reset,logs/10_easy_full_dec19,1,2.578,1.5112E+12,1.5112E+12,9,TRUE,1,10,easy,full,85.577
1_9,validatedCorrect,86873,3ac5170c,click,logs/10_easy_full_dec19,2,1.296,1.5112E+12,1.5112E+12,10,FALSE,2,10,easy,full,86.873
4_9,validatedCorrect,90325,3ac5170c,click,logs/10_easy_full_dec19,1,3.452,1.5112E+12,1.5112E+12,11,FALSE,3,10,easy,full,90.325
