"[[5, 4, 1], [9, 4, 2]]",2,114,10_easy_full
"[[4, 9, 1], [0, 5, 2], [5, 4, 1], [9, 8, 2]]",4,26,10_easy_full
"[[5, 4, 1], [5, 5, 2], [4, 9, 1]]",3,62,10_easy_full
"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2], [2, 9, 1]]",5,62,10_easy_full
"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2], [2, 9, 1], [0, 9, 2]]",6,28,10_easy_full
"[[5, 4, 1], [5, 5, 2], [4, 9, 1], [0, 5, 2]]",4,18,10_easy_full
"[[6, 5, 1], [9, 8, 2]]",2,84,10_easy_full
"[[5, 4, 1], [5, 5, 2], [4, 9, 1], [0, 5, 2], [6, 5, 1]]",5,2,10_easy_full
"[[6, 5, 1], [4, 4, 2], [5, 4, 1], [3, 2, 2], [8, 7, 1]]",5,212,10_easy_full
"[[5, 4, 1], [9, 8, 2], [9, 4, 1], [9, 9, 2]]",4,28,10_easy_full
"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2], [6, 5, 1]]",5,38,10_easy_full
"[[6, 5, 1], [9, 4, 2]]",2,84,10_easy_full
"[[4, 9, 1], [0, 5, 2], [5, 4, 1], [5, 5, 2], [1, 9, 1]]",5,5,10_easy_full
"[[4, 9, 1], [0, 5, 2], [6, 5, 1], [9, 4, 2]]",4,29,10_easy_full
"[[4, 9, 1], [0, 5, 2], [5, 4, 1], [9, 4, 2]]",4,32,10_easy_full
"[[5, 4, 1], [5, 5, 2], [3, 2, 1]]",3,37,10_easy_full
"[[4, 9, 1], [0, 5, 2], [5, 4, 1], [9, 4, 2], [9, 3, 1]]",5,8,10_easy_full
"[[5, 4, 1]]",1,689,10_easy_full
"[[4, 9, 1], [0, 5, 2], [6, 5, 1], [4, 4, 2], [5, 4, 1], [3, 2, 2]]",6,13,10_easy_full
"[[4, 9, 1]]",1,1033,10_easy_full
"[[6, 5, 1], [4, 4, 2], [5, 4, 1]]",3,376,10_easy_full
"[[5, 4, 1], [9, 4, 2], [9, 3, 1], [9, 8, 2]]",4,46,10_easy_full
"[[4, 9, 1], [0, 5, 2], [5, 4, 1]]",3,220,10_easy_full
"[[5, 4, 1], [5, 5, 2], [6, 5, 1], [3, 2, 2], [8, 7, 1]]",5,57,10_easy_full
"[[4, 9, 1], [0, 5, 2], [6, 5, 1], [4, 4, 2]]",4,52,10_easy_full
"[[6, 5, 1], [4, 4, 2]]",2,460,10_easy_full
"[[5, 4, 1], [5, 5, 2]]",2,282,10_easy_full
"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2], [5, 9, 1]]",5,31,10_easy_full
"[[4, 9, 1], [0, 5, 2], [6, 5, 1], [9, 8, 2]]",4,28,10_easy_full
"[[4, 9, 1], [0, 5, 2]]",2,833,10_easy_full
"[[4, 9, 1], [0, 5, 2], [5, 4, 1], [5, 5, 2], [6, 5, 1]]",5,14,10_easy_full
"[[6, 5, 1]]",1,828,10_easy_full
"[[4, 9, 1], [0, 5, 2], [6, 5, 1]]",3,216,10_easy_full
"[[5, 4, 1], [5, 5, 2], [4, 9, 1], [0, 5, 2], [3, 2, 1]]",5,3,10_easy_full
"[[4, 9, 1], [0, 5, 2], [6, 5, 1], [4, 4, 2], [5, 4, 1]]",5,26,10_easy_full
"[[5, 4, 1], [5, 5, 2], [6, 5, 1]]",3,124,10_easy_full
"[[5, 4, 1], [9, 4, 2], [9, 3, 1]]",3,55,10_easy_full
"[[5, 4, 1], [5, 5, 2], [6, 5, 1], [3, 2, 2]]",4,82,10_easy_full
"[[6, 5, 1], [4, 4, 2], [5, 4, 1], [3, 2, 2]]",4,292,10_easy_full
"[[4, 9, 1], [0, 5, 2], [5, 4, 1], [9, 4, 2], [9, 3, 1], [9, 8, 2]]",6,4,10_easy_full
"[[5, 4, 1], [9, 8, 2]]",2,93,10_easy_full
"[[4, 9, 1], [0, 5, 2], [5, 4, 1], [5, 5, 2]]",4,55,10_easy_full
"[[4, 9, 1], [0, 5, 2], [1, 9, 1]]",3,290,10_easy_full
"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2]]",4,183,10_easy_full
"[[4, 9, 1], [0, 5, 2], [5, 4, 1], [5, 5, 2], [3, 2, 1]]",5,13,10_easy_full
"[[5, 4, 1], [9, 8, 2], [9, 4, 1]]",3,34,10_easy_full
"[[5, 4, 1], [5, 5, 2], [4, 9, 1], [0, 5, 2], [1, 9, 1]]",5,4,10_easy_full
"[[5, 4, 1], [9, 4, 2]]",2,108,10_easy_pruned
"[[5, 4, 1], [5, 5, 2], [1, 9, 1], [1, 8, 2], [6, 5, 1]]",5,4,10_easy_pruned
"[[6, 5, 1], [9, 8, 2]]",2,95,10_easy_pruned
"[[5, 4, 1], [5, 5, 2], [1, 9, 1], [1, 8, 2]]",4,20,10_easy_pruned
"[[1, 9, 1], [1, 8, 2], [6, 5, 1], [9, 8, 2]]",4,21,10_easy_pruned
"[[1, 9, 1], [1, 8, 2], [2, 9, 1], [0, 9, 2], [5, 9, 1]]",5,211,10_easy_pruned
"[[5, 4, 1], [9, 8, 2], [9, 4, 1], [9, 9, 2]]",4,35,10_easy_pruned
"[[6, 5, 1], [9, 4, 2]]",2,95,10_easy_pruned
"[[1, 9, 1], [1, 8, 2], [6, 5, 1]]",3,176,10_easy_pruned
"[[5, 4, 1], [5, 5, 2], [3, 2, 1]]",3,33,10_easy_pruned
"[[5, 4, 1]]",1,638,10_easy_pruned
"[[6, 5, 1], [4, 4, 2], [5, 4, 1]]",3,418,10_easy_pruned
"[[5, 4, 1], [9, 4, 2], [9, 3, 1], [9, 8, 2]]",4,38,10_easy_pruned
"[[1, 9, 1], [1, 8, 2]]",2,834,10_easy_pruned
"[[5, 4, 1], [5, 5, 2], [6, 5, 1], [3, 2, 2], [8, 7, 1]]",5,28,10_easy_pruned
"[[5, 4, 1], [5, 5, 2]]",2,227,10_easy_pruned
"[[6, 5, 1], [4, 4, 2]]",2,513,10_easy_pruned
"[[6, 5, 1]]",1,903,10_easy_pruned
"[[5, 4, 1], [5, 5, 2], [1, 9, 1], [1, 8, 2], [2, 9, 1]]",5,3,10_easy_pruned
"[[6, 5, 1], [4, 4, 2], [5, 4, 1], [3, 2, 2], [8, 7, 1]]",5,234,10_easy_pruned
"[[5, 4, 1], [5, 5, 2], [6, 5, 1]]",3,79,10_easy_pruned
"[[5, 4, 1], [5, 5, 2], [1, 9, 1]]",3,56,10_easy_pruned
"[[5, 4, 1], [5, 5, 2], [1, 9, 1], [1, 8, 2], [5, 9, 1]]",5,3,10_easy_pruned
"[[1, 9, 1], [1, 8, 2], [2, 9, 1]]",3,432,10_easy_pruned
"[[1, 9, 1], [1, 8, 2], [5, 9, 1]]",3,113,10_easy_pruned
"[[1, 9, 1], [1, 8, 2], [6, 5, 1], [4, 4, 2]]",4,22,10_easy_pruned
"[[5, 4, 1], [9, 4, 2], [9, 3, 1]]",3,49,10_easy_pruned
"[[5, 4, 1], [5, 5, 2], [6, 5, 1], [3, 2, 2]]",4,44,10_easy_pruned
"[[6, 5, 1], [4, 4, 2], [5, 4, 1], [3, 2, 2]]",4,323,10_easy_pruned
"[[5, 4, 1], [9, 8, 2]]",2,103,10_easy_pruned
"[[1, 9, 1], [1, 8, 2], [6, 5, 1], [9, 4, 2]]",4,20,10_easy_pruned
"[[1, 9, 1]]",1,1034,10_easy_pruned
"[[5, 4, 1], [9, 8, 2], [9, 4, 1]]",3,44,10_easy_pruned
"[[1, 9, 1], [1, 8, 2], [2, 9, 1], [0, 9, 2]]",4,319,10_easy_pruned
